frame_approx,video_sec,game_clock_sec,period,score_home,score_away,score_margin,shot_clock_est
0,0,0,1,0,0,0,24.0
30,1,1,1,0,0,0,23.0
60,2,2,1,0,0,0,22.0
90,3,3,1,0,0,0,21.0
120,4,4,1,0,0,0,20.0
150,5,5,1,0,0,0,19.0
180,6,6,1,0,0,0,18.0
210,7,7,1,0,0,0,17.0
240,8,8,1,0,0,0,16.0
270,9,9,1,0,0,0,15.0
300,10,10,1,0,0,0,14.0
330,11,11,1,0,0,0,13.0
360,12,12,1,0,0,0,12.0
390,13,13,1,0,0,0,11.0
420,14,14,1,0,0,0,10.0
450,15,15,1,0,0,0,9.0
480,16,16,1,0,3,-3,24.0
510,17,17,1,0,3,-3,23.0
540,18,18,1,0,3,-3,22.0
570,19,19,1,0,3,-3,21.0
600,20,20,1,0,3,-3,20.0
630,21,21,1,0,3,-3,19.0
660,22,22,1,0,3,-3,18.0
690,23,23,1,0,3,-3,17.0
720,24,24,1,0,3,-3,16.0
750,25,25,1,0,3,-3,15.0
780,26,26,1,0,3,-3,14.0
810,27,27,1,0,3,-3,13.0
840,28,28,1,0,3,-3,12.0
870,29,29,1,0,3,-3,11.0
900,30,30,1,0,3,-3,10.0
930,31,31,1,0,3,-3,9.0
960,32,32,1,0,3,-3,8.0
990,33,33,1,0,3,-3,7.0
1020,34,34,1,0,3,-3,14.0
1050,35,35,1,0,3,-3,13.0
1080,36,36,1,0,3,-3,12.0
1110,37,37,1,0,3,-3,11.0
1140,38,38,1,0,3,-3,10.0
1170,39,39,1,0,3,-3,24.0
1200,40,40,1,0,3,-3,23.0
1230,41,41,1,0,3,-3,22.0
1260,42,42,1,0,3,-3,21.0
1290,43,43,1,0,3,-3,20.0
1320,44,44,1,3,3,0,24.0
1350,45,45,1,3,3,0,23.0
1380,46,46,1,3,3,0,22.0
1410,47,47,1,3,3,0,21.0
1440,48,48,1,3,3,0,20.0
1470,49,49,1,3,3,0,19.0
1500,50,50,1,3,3,0,18.0
1530,51,51,1,3,3,0,17.0
1560,52,52,1,3,3,0,16.0
1590,53,53,1,3,3,0,15.0
1620,54,54,1,3,3,0,14.0
1650,55,55,1,3,3,0,13.0
1680,56,56,1,3,3,0,12.0
1710,57,57,1,3,3,0,11.0
1740,58,58,1,3,3,0,10.0
1770,59,59,1,3,3,0,24.0
1800,60,60,1,3,3,0,23.0
1830,61,61,1,3,3,0,22.0
1860,62,62,1,3,3,0,21.0
1890,63,63,1,3,3,0,20.0
1920,64,64,1,3,3,0,19.0
1950,65,65,1,3,3,0,18.0
1980,66,66,1,3,3,0,17.0
2010,67,67,1,3,3,0,16.0
2040,68,68,1,3,3,0,15.0
2070,69,69,1,3,3,0,14.0
2100,70,70,1,3,3,0,13.0
2130,71,71,1,3,3,0,12.0
2160,72,72,1,3,3,0,11.0
2190,73,73,1,3,3,0,10.0
2220,74,74,1,3,3,0,9.0
2250,75,75,1,3,3,0,8.0
2280,76,76,1,5,3,2,24.0
2310,77,77,1,5,3,2,23.0
2340,78,78,1,5,3,2,22.0
2370,79,79,1,5,3,2,21.0
2400,80,80,1,5,3,2,20.0
2430,81,81,1,5,3,2,19.0
2460,82,82,1,5,3,2,18.0
2490,83,83,1,5,3,2,17.0
2520,84,84,1,5,3,2,16.0
2550,85,85,1,5,3,2,15.0
2580,86,86,1,5,3,2,14.0
2610,87,87,1,5,3,2,13.0
2640,88,88,1,5,3,2,12.0
2670,89,89,1,5,3,2,11.0
2700,90,90,1,5,3,2,24.0
2730,91,91,1,5,3,2,23.0
2760,92,92,1,5,3,2,22.0
2790,93,93,1,5,3,2,21.0
2820,94,94,1,5,3,2,20.0
2850,95,95,1,7,3,4,24.0
2880,96,96,1,7,3,4,23.0
2910,97,97,1,7,3,4,22.0
2940,98,98,1,7,3,4,21.0
2970,99,99,1,7,3,4,20.0
3000,100,100,1,7,3,4,19.0
3030,101,101,1,7,3,4,18.0
3060,102,102,1,7,3,4,17.0
3090,103,103,1,7,3,4,16.0
3120,104,104,1,7,3,4,15.0
3150,105,105,1,7,3,4,14.0
3180,106,106,1,7,3,4,13.0
3210,107,107,1,7,3,4,12.0
3240,108,108,1,7,3,4,11.0
3270,109,109,1,7,3,4,10.0
3300,110,110,1,7,3,4,9.0
3330,111,111,1,7,3,4,8.0
3360,112,112,1,7,5,2,24.0
3390,113,113,1,7,5,2,23.0
3420,114,114,1,7,5,2,22.0
3450,115,115,1,7,5,2,21.0
3480,116,116,1,7,5,2,20.0
3510,117,117,1,7,5,2,19.0
3540,118,118,1,7,5,2,18.0
3570,119,119,1,7,5,2,17.0
3600,120,120,1,7,5,2,16.0
3630,121,121,1,7,5,2,15.0
3660,122,122,1,7,5,2,14.0
3690,123,123,1,7,5,2,13.0
3720,124,124,1,7,5,2,12.0
3750,125,125,1,7,5,2,11.0
3780,126,126,1,7,5,2,10.0
3810,127,127,1,7,5,2,9.0
3840,128,128,1,7,5,2,8.0
3870,129,129,1,9,5,4,24.0
3900,130,130,1,9,5,4,23.0
3930,131,131,1,9,5,4,22.0
3960,132,132,1,9,5,4,21.0
3990,133,133,1,9,5,4,20.0
4020,134,134,1,9,5,4,19.0
4050,135,135,1,9,5,4,18.0
4080,136,136,1,9,5,4,17.0
4110,137,137,1,9,5,4,16.0
4140,138,138,1,9,5,4,15.0
4170,139,139,1,9,5,4,24.0
4200,140,140,1,9,5,4,23.0
4230,141,141,1,9,5,4,22.0
4260,142,142,1,9,5,4,21.0
4290,143,143,1,9,5,4,20.0
4320,144,144,1,11,5,6,24.0
4350,145,145,1,11,5,6,23.0
4380,146,146,1,11,5,6,22.0
4410,147,147,1,11,5,6,21.0
4440,148,148,1,11,5,6,20.0
4470,149,149,1,11,5,6,19.0
4500,150,150,1,11,5,6,18.0
4530,151,151,1,11,5,6,17.0
4560,152,152,1,11,5,6,16.0
4590,153,153,1,11,5,6,15.0
4620,154,154,1,11,5,6,14.0
4650,155,155,1,11,5,6,13.0
4680,156,156,1,11,5,6,12.0
4710,157,157,1,11,5,6,11.0
4740,158,158,1,11,7,4,24.0
4770,159,159,1,11,7,4,23.0
4800,160,160,1,11,7,4,22.0
4830,161,161,1,11,7,4,21.0
4860,162,162,1,11,7,4,20.0
4890,163,163,1,11,7,4,19.0
4920,164,164,1,11,7,4,18.0
4950,165,165,1,11,7,4,17.0
4980,166,166,1,11,7,4,16.0
5010,167,167,1,11,7,4,15.0
5040,168,168,1,11,7,4,14.0
5070,169,169,1,11,7,4,13.0
5100,170,170,1,11,7,4,12.0
