frame,timestamp,ball_x2d,ball_y2d,detected,live
207,6.9,950,53,1,1
210,7.0,958,94,1,1
213,7.1,958,94,1,1
216,7.2,1087,859,1,1
219,7.3,1087,859,1,1
222,7.4,924,1484,1,1
225,7.5,910,1519,1,1
228,7.6,985,46,1,1
231,7.7,,,0,1
234,7.8,,,0,1
237,7.9,,,0,1
240,8.0,,,0,1
243,8.1,,,0,1
246,8.2,,,0,1
249,8.3,447,753,1,1
252,8.4,441,782,1,1
255,8.5,216,23,1,1
258,8.6,216,23,1,1
261,8.7,1061,1004,1,1
264,8.8,1061,1004,1,1
267,8.9,1094,964,1,1
270,9.0,1094,964,1,1
273,9.1,1116,897,1,1
276,9.2,1116,897,1,1
279,9.3,622,1569,1,1
282,9.4,622,1569,1,1
285,9.5,576,264,1,1
288,9.6,569,285,1,1
291,9.7,562,302,1,1
294,9.8,555,319,1,1
297,9.9,546,347,1,1
300,10.0,538,370,1,1
303,10.1,524,388,1,1
306,10.2,506,422,1,1
309,10.3,487,443,1,1
312,10.4,470,478,1,1
315,10.5,470,478,1,1
318,10.6,230,261,1,1
321,10.7,194,272,1,1
324,10.8,154,279,1,1
327,10.9,121,283,1,1
330,11.0,80,296,1,1
333,11.1,80,296,1,1
336,11.2,,,0,1
339,11.3,,,0,1
342,11.4,,,0,1
345,11.5,,,0,1
348,11.6,930,1489,1,1
351,11.7,,,0,1
354,11.8,,,0,1
357,11.9,,,0,1
360,12.0,,,0,1
363,12.1,,,0,1
366,12.2,,,0,1
369,12.3,,,0,1
372,12.4,,,0,1
375,12.5,,,0,1
378,12.6,,,0,1
381,12.7,,,0,1
384,12.8,,,0,1
387,12.9,,,0,1
390,13.0,,,0,1
393,13.1,,,0,1
396,13.2,,,0,1
399,13.3,,,0,1
402,13.4,,,0,1
405,13.5,684,1485,1,1
408,13.6,684,1485,1,1
411,13.7,1033,691,1,1
414,13.8,1033,691,1,1
417,13.9,870,163,1,1
420,14.0,870,163,1,1
423,14.1,,,0,1
426,14.2,,,0,1
429,14.3,632,608,1,1
432,14.4,632,608,1,1
435,14.5,,,0,1
438,14.6,,,0,1
441,14.7,,,0,1
444,14.8,,,0,1
447,14.9,,,0,1
1170,39.0,,,0,1
1173,39.1,839,841,1,1
1176,39.2,839,841,1,1
1179,39.3,837,844,1,1
1182,39.4,837,844,1,1
1185,39.5,,,0,1
1188,39.6,,,0,1
1191,39.7,,,0,1
1194,39.8,,,0,1
1197,39.9,,,0,1
1200,40.0,,,0,1
1203,40.1,353,1466,1,1
1206,40.2,372,1440,1,1
1209,40.3,385,1423,1,1
1212,40.4,391,1399,1,1
1215,40.5,407,1371,1,1
1218,40.6,423,1343,1,1
1221,40.7,423,1343,1,1
1224,40.8,839,841,1,1
1227,40.9,839,841,1,1
1230,41.0,839,841,1,1
1233,41.1,839,841,1,1
1236,41.2,575,1345,1,1
1239,41.3,585,1317,1,1
1242,41.4,594,1303,1,1
1245,41.5,606,1259,1,1
1248,41.6,608,1256,1,1
1251,41.7,612,1251,1,1
1254,41.8,632,1157,1,1
1257,41.9,638,1138,1,1
1260,42.0,643,1118,1,1
1263,42.1,728,417,1,1
1266,42.2,734,416,1,1
1269,42.3,738,412,1,1
1272,42.4,738,412,1,1
1275,42.5,934,404,1,1
1278,42.6,934,404,1,1
1281,42.7,934,404,1,1
1284,42.8,934,404,1,1
1287,42.9,934,404,1,1
1290,43.0,934,404,1,1
1293,43.1,934,404,1,1
1296,43.2,934,404,1,1
1299,43.3,934,404,1,1
1302,43.4,934,404,1,1
1305,43.5,934,404,1,1
1308,43.6,934,404,1,1
1311,43.7,934,404,1,1
1314,43.8,934,404,1,1
1317,43.9,934,404,1,1
1320,44.0,934,404,1,1
1323,44.1,934,404,1,1
1326,44.2,934,404,1,1
1329,44.3,934,404,1,1
1332,44.4,934,404,1,1
1335,44.5,934,404,1,1
1338,44.6,934,404,1,1
1341,44.7,934,404,1,1
1344,44.8,934,404,1,1
1347,44.9,934,404,1,1
1350,45.0,934,404,1,1
1353,45.1,934,404,1,1
1356,45.2,934,404,1,1
1359,45.3,934,404,1,1
1362,45.4,934,404,1,1
1365,45.5,934,404,1,1
1368,45.6,934,404,1,1
1371,45.7,934,404,1,1
1374,45.8,934,404,1,1
1377,45.9,1211,226,1,1
1380,46.0,1211,226,1,1
1383,46.1,953,223,1,1
1386,46.2,953,223,1,1
1389,46.3,359,229,1,1
1392,46.4,359,229,1,1
1395,46.5,1023,259,1,1
1398,46.6,1023,259,1,1
1401,46.7,1276,225,1,1
1404,46.8,1276,225,1,1
1407,46.9,476,336,1,1
1410,47.0,476,336,1,1
1413,47.1,858,316,1,1
1416,47.2,765,399,1,1
1419,47.3,765,399,1,1
1422,47.4,1422,22,1,1
1425,47.5,1422,22,1,1
1428,47.6,1422,22,1,1
1431,47.7,1422,22,1,1
1434,47.8,1422,22,1,1
1437,47.9,1422,22,1,1
1800,60.0,383,359,1,1
1803,60.1,383,359,1,1
1806,60.2,880,448,1,1
1809,60.3,880,448,1,1
1812,60.4,403,372,1,1
1815,60.5,403,372,1,1
1818,60.6,414,329,1,1
1821,60.7,414,329,1,1
1824,60.8,395,356,1,1
1827,60.9,395,356,1,1
1830,61.0,402,371,1,1
1833,61.1,402,371,1,1
1836,61.2,404,374,1,1
1839,61.3,404,374,1,1
1842,61.4,405,356,1,1
1845,61.5,405,356,1,1
1848,61.6,382,368,1,1
1851,61.7,382,368,1,1
1854,61.8,403,359,1,1
1857,61.9,403,359,1,1
1860,62.0,400,359,1,1
1863,62.1,400,359,1,1
1866,62.2,749,41,1,1
1869,62.3,750,40,1,1
1872,62.4,752,36,1,1
1875,62.5,755,36,1,1
1878,62.6,757,36,1,1
1881,62.7,758,36,1,1
1884,62.8,760,34,1,1
1887,62.9,762,30,1,1
1890,63.0,766,29,1,1
1893,63.1,769,26,1,1
1896,63.2,770,25,1,1
1899,63.3,768,24,1,1
1902,63.4,772,24,1,1
1905,63.5,776,24,1,1
1908,63.6,778,25,1,1
1911,63.7,776,26,1,1
1914,63.8,775,25,1,1
1917,63.9,776,26,1,1
1920,64.0,775,25,1,1
1923,64.1,773,25,1,1
1926,64.2,773,25,1,1
1929,64.3,768,28,1,1
1932,64.4,763,33,1,1
1935,64.5,761,35,1,1
1938,64.6,755,35,1,1
1941,64.7,750,35,1,1
1944,64.8,752,37,1,1
1947,64.9,753,35,1,1
1950,65.0,756,34,1,1
1953,65.1,759,34,1,1
1956,65.2,762,34,1,1
1959,65.3,763,37,1,1
1962,65.4,767,40,1,1
1965,65.5,768,37,1,1
1968,65.6,769,35,1,1
1971,65.7,766,35,1,1
1974,65.8,767,38,1,1
1977,65.9,767,39,1,1
1980,66.0,770,39,1,1
1983,66.1,771,37,1,1
1986,66.2,771,36,1,1
1989,66.3,771,36,1,1
1992,66.4,764,36,1,1
1995,66.5,758,36,1,1
1998,66.6,752,35,1,1
2001,66.7,749,38,1,1
2004,66.8,748,42,1,1
2007,66.9,742,43,1,1
2010,67.0,733,44,1,1
2013,67.1,725,45,1,1
2016,67.2,725,43,1,1
2019,67.3,721,40,1,1
2022,67.4,721,38,1,1
2025,67.5,718,37,1,1
2028,67.6,716,38,1,1
2031,67.7,718,37,1,1
2034,67.8,718,33,1,1
2037,67.9,724,32,1,1
2040,68.0,729,33,1,1
2043,68.1,733,36,1,1
2046,68.2,734,35,1,1
2049,68.3,732,34,1,1
2052,68.4,732,34,1,1
2055,68.5,734,34,1,1
2058,68.6,734,35,1,1
2061,68.7,735,36,1,1
2064,68.8,734,35,1,1
2067,68.9,735,34,1,1
2070,69.0,737,33,1,1
2073,69.1,736,32,1,1
2076,69.2,745,34,1,1
2079,69.3,744,33,1,1
2082,69.4,744,32,1,1
2085,69.5,745,29,1,1
2088,69.6,746,27,1,1
2091,69.7,743,27,1,1
2094,69.8,741,27,1,1
2097,69.9,741,27,1,1
2100,70.0,742,26,1,1
2103,70.1,741,23,1,1
2106,70.2,737,20,1,1
2109,70.3,738,19,1,1
2112,70.4,738,19,1,1
2115,70.5,738,19,1,1
2118,70.6,746,18,1,1
2121,70.7,744,17,1,1
2124,70.8,742,14,1,1
2127,70.9,743,12,1,1
2130,71.0,746,11,1,1
2133,71.1,747,9,1,1
2136,71.2,751,8,1,1
2139,71.3,757,10,1,1
2142,71.4,761,10,1,1
2145,71.5,759,11,1,1
2148,71.6,754,12,1,1
2151,71.7,752,11,1,1
2154,71.8,748,11,1,1
2157,71.9,751,15,1,1
2160,72.0,749,19,1,1
2163,72.1,742,20,1,1
2166,72.2,737,21,1,1
2169,72.3,737,22,1,1
2172,72.4,738,23,1,1
2175,72.5,736,23,1,1
2178,72.6,736,23,1,1
2181,72.7,737,25,1,1
2184,72.8,740,26,1,1
2187,72.9,740,26,1,1
2190,73.0,741,23,1,1
2193,73.1,744,23,1,1
2196,73.2,746,25,1,1
2199,73.3,745,26,1,1
2202,73.4,744,27,1,1
2205,73.5,743,29,1,1
2208,73.6,742,30,1,1
2211,73.7,740,30,1,1
2214,73.8,739,31,1,1
2217,73.9,738,31,1,1
2220,74.0,737,33,1,1
2223,74.1,735,33,1,1
2226,74.2,734,34,1,1
2229,74.3,732,33,1,1
2232,74.4,735,33,1,1
2235,74.5,737,33,1,1
2238,74.6,736,32,1,1
2241,74.7,736,32,1,1
2244,74.8,739,32,1,1
2247,74.9,742,31,1,1
2250,75.0,742,30,1,1
2253,75.1,743,30,1,1
2256,75.2,743,30,1,1
2259,75.3,744,32,1,1
2262,75.4,743,32,1,1
2265,75.5,742,30,1,1
2268,75.6,740,30,1,1
2271,75.7,738,29,1,1
2274,75.8,735,29,1,1
2277,75.9,733,27,1,1
2280,76.0,732,27,1,1
2283,76.1,734,29,1,1
2286,76.2,738,32,1,1
2289,76.3,740,33,1,1
2292,76.4,742,34,1,1
2295,76.5,743,34,1,1
2298,76.6,746,37,1,1
2301,76.7,746,37,1,1
2304,76.8,746,37,1,1
2307,76.9,750,36,1,1
2310,77.0,753,34,1,1
2313,77.1,752,32,1,1
2316,77.2,752,32,1,1
2319,77.3,753,32,1,1
2322,77.4,758,31,1,1
2325,77.5,763,27,1,1
2328,77.6,770,21,1,1
2331,77.7,780,10,1,1
2334,77.8,1267,485,1,1
2337,77.9,1278,483,1,1
2340,78.0,402,371,1,1
2343,78.1,402,371,1,1
2346,78.2,1105,126,1,1
2349,78.3,1105,126,1,1
2352,78.4,423,320,1,1
2355,78.5,423,320,1,1
2358,78.6,1106,141,1,1
2361,78.7,1106,141,1,1
2364,78.8,1103,130,1,1
2367,78.9,1103,130,1,1
2370,79.0,1101,133,1,1
2373,79.1,1101,133,1,1
2376,79.2,414,321,1,1
2379,79.3,414,321,1,1
2382,79.4,400,372,1,1
2385,79.5,400,372,1,1
2388,79.6,412,324,1,1
2391,79.7,412,324,1,1
2394,79.8,429,430,1,1
2397,79.9,429,430,1,1
2400,80.0,416,359,1,1
2403,80.1,416,359,1,1
2406,80.2,900,38,1,1
2409,80.3,900,38,1,1
2412,80.4,430,414,1,1
2415,80.5,430,414,1,1
2418,80.6,433,333,1,1
2421,80.7,433,333,1,1
2424,80.8,425,371,1,1
2427,80.9,425,371,1,1
2430,81.0,414,368,1,1
2433,81.1,414,368,1,1
2436,81.2,415,311,1,1
2439,81.3,415,311,1,1
2442,81.4,409,351,1,1
2445,81.5,409,351,1,1
2448,81.6,441,410,1,1
2451,81.7,441,410,1,1
2454,81.8,448,412,1,1
2457,81.9,448,412,1,1
2460,82.0,396,338,1,1
2463,82.1,396,338,1,1
2466,82.2,419,345,1,1
2469,82.3,419,345,1,1
2472,82.4,441,402,1,1
2475,82.5,441,402,1,1
2478,82.6,415,311,1,1
2481,82.7,415,311,1,1
2484,82.8,430,355,1,1
2487,82.9,430,355,1,1
2490,83.0,421,315,1,1
2493,83.1,421,315,1,1
2496,83.2,447,410,1,1
2499,83.3,447,410,1,1
2502,83.4,441,409,1,1
2505,83.5,441,409,1,1
2508,83.6,410,313,1,1
2511,83.7,410,313,1,1
2514,83.8,415,317,1,1
2517,83.9,415,317,1,1
2520,84.0,404,314,1,1
2523,84.1,404,314,1,1
2526,84.2,421,322,1,1
2529,84.3,421,322,1,1
2532,84.4,103,231,1,1
2535,84.5,103,231,1,1
2538,84.6,438,545,1,1
2541,84.7,448,541,1,1
2544,84.8,447,542,1,1
2547,84.9,447,542,1,1
2550,85.0,443,545,1,1
2553,85.1,436,544,1,1
2556,85.2,474,336,1,1
2559,85.3,440,315,1,1
2562,85.4,,,0,1
2565,85.5,,,0,1
2568,85.6,,,0,1
2571,85.7,,,0,1
2574,85.8,,,0,1
2577,85.9,,,0,1
2580,86.0,,,0,1
2583,86.1,,,0,1
2586,86.2,,,0,1
2589,86.3,,,0,1
2592,86.4,,,0,1
2595,86.5,,,0,1
2598,86.6,,,0,1
2601,86.7,,,0,1
2604,86.8,,,0,1
2607,86.9,,,0,1
2610,87.0,,,0,1
2613,87.1,,,0,1
2616,87.2,,,0,1
2619,87.3,,,0,1
2622,87.4,,,0,1
2625,87.5,,,0,1
2628,87.6,,,0,1
2631,87.7,,,0,1
2634,87.8,,,0,1
2637,87.9,,,0,1
2640,88.0,,,0,1
2643,88.1,,,0,1
2646,88.2,,,0,1
2649,88.3,,,0,1
2652,88.4,,,0,1
2655,88.5,,,0,1
2658,88.6,,,0,1
2661,88.7,,,0,1
2664,88.8,,,0,1
2667,88.9,,,0,1
2670,89.0,,,0,1
2673,89.1,,,0,1
2676,89.2,,,0,1
2679,89.3,,,0,1
2682,89.4,,,0,1
2685,89.5,,,0,1
2688,89.6,,,0,1
2691,89.7,,,0,1
2694,89.8,,,0,1
2697,89.9,,,0,1
2700,90.0,,,0,1
2703,90.1,,,0,1
2706,90.2,,,0,1
2709,90.3,,,0,1
2712,90.4,,,0,1
2715,90.5,,,0,1
2718,90.6,,,0,1
2721,90.7,,,0,1
2724,90.8,,,0,1
2727,90.9,,,0,1
2730,91.0,,,0,1
2733,91.1,,,0,1
2736,91.2,,,0,1
2739,91.3,593,534,1,1
2742,91.4,589,535,1,1
2745,91.5,,,0,1
2748,91.6,,,0,1
2751,91.7,,,0,1
2754,91.8,,,0,1
2757,91.9,,,0,1
2760,92.0,,,0,1
2763,92.1,,,0,1
2766,92.2,,,0,1
2769,92.3,,,0,1
2772,92.4,,,0,1
2775,92.5,,,0,1
2778,92.6,,,0,1
2781,92.7,,,0,1
2784,92.8,,,0,1
2787,92.9,,,0,1
2790,93.0,,,0,1
2793,93.1,,,0,1
2796,93.2,,,0,1
2799,93.3,559,542,1,1
2802,93.4,,,0,1
2805,93.5,,,0,1
2808,93.6,,,0,1
2811,93.7,,,0,1
2814,93.8,,,0,1
2817,93.9,,,0,1
2820,94.0,,,0,1
2823,94.1,,,0,1
2826,94.2,,,0,1
2829,94.3,,,0,1
2832,94.4,,,0,1
2835,94.5,,,0,1
2838,94.6,,,0,1
2841,94.7,,,0,1
2844,94.8,,,0,1
2847,94.9,,,0,1
2850,95.0,,,0,1
2853,95.1,,,0,1
2856,95.2,,,0,1
2859,95.3,,,0,1
2862,95.4,,,0,1
2865,95.5,,,0,1
2868,95.6,,,0,1
2871,95.7,,,0,1
2874,95.8,,,0,1
2877,95.9,,,0,1
2880,96.0,,,0,1
2883,96.1,,,0,1
2886,96.2,,,0,1
2889,96.3,,,0,1
2892,96.4,,,0,1
2895,96.5,,,0,1
2898,96.6,,,0,1
2901,96.7,,,0,1
2904,96.8,,,0,1
2907,96.9,,,0,1
2910,97.0,,,0,1
2913,97.1,,,0,1
2916,97.2,,,0,1
2919,97.3,628,176,1,1
2922,97.4,628,176,1,1
2925,97.5,476,77,1,1
2928,97.6,476,77,1,1
2931,97.7,172,234,1,1
2934,97.8,172,234,1,1
2937,97.9,859,50,1,1
2940,98.0,859,50,1,1
2943,98.1,552,517,1,1
2946,98.2,552,517,1,1
2949,98.3,746,446,1,1
2952,98.4,746,446,1,1
2955,98.5,912,64,1,1
2958,98.6,912,64,1,1
2961,98.7,379,86,1,1
2964,98.8,379,86,1,1
2967,98.9,488,88,1,1
2970,99.0,488,88,1,1
2973,99.1,621,316,1,1
2976,99.2,621,316,1,1
2979,99.3,923,396,1,1
2982,99.4,923,396,1,1
2985,99.5,279,418,1,1
2988,99.6,315,464,1,1
2991,99.7,532,422,1,1
2994,99.8,532,422,1,1
2997,99.9,948,461,1,1
3000,100.0,948,461,1,1
3003,100.1,970,448,1,1
3006,100.2,970,448,1,1
3009,100.3,686,463,1,1
3012,100.4,686,463,1,1
3015,100.5,804,309,1,1
3018,100.6,804,309,1,1
3021,100.7,750,172,1,1
3024,100.8,750,172,1,1
3027,100.9,1392,157,1,1
3030,101.0,1392,157,1,1
3033,101.1,904,257,1,1
3036,101.2,904,257,1,1
3039,101.3,918,112,1,1
3042,101.4,918,112,1,1
3045,101.5,921,291,1,1
3048,101.6,921,291,1,1
3051,101.7,1373,354,1,1
3054,101.8,1373,354,1,1
3057,101.9,887,256,1,1
3060,102.0,887,256,1,1
3063,102.1,1345,177,1,1
3066,102.2,1345,177,1,1
3069,102.3,362,431,1,1
3072,102.4,362,431,1,1
3075,102.5,308,466,1,1
3078,102.6,308,466,1,1
3081,102.7,172,480,1,1
3084,102.8,172,480,1,1
3087,102.9,127,228,1,1
3090,103.0,127,228,1,1
3093,103.1,24,305,1,1
3096,103.2,24,305,1,1
3099,103.3,18,368,1,1
3102,103.4,18,368,1,1
3105,103.5,1438,357,1,1
3108,103.6,1438,357,1,1
3111,103.7,754,401,1,1
3114,103.8,754,401,1,1
3117,103.9,1463,236,1,1
3120,104.0,1463,236,1,1
3123,104.1,1239,278,1,1
3126,104.2,1239,278,1,1
3129,104.3,693,284,1,1
3132,104.4,693,284,1,1
3135,104.5,338,35,1,1
3138,104.6,338,35,1,1
3141,104.7,1261,231,1,1
3144,104.8,1261,231,1,1
3147,104.9,1222,217,1,1
3150,105.0,1222,217,1,1
3153,105.1,1582,107,1,1
3156,105.2,1582,107,1,1
3159,105.3,1403,407,1,1
3162,105.4,1403,407,1,1
3165,105.5,42,536,1,1
3168,105.6,42,536,1,1
3171,105.7,,,0,1
3174,105.8,,,0,1
3177,105.9,580,486,1,1
3180,106.0,580,486,1,1
3183,106.1,580,521,1,1
3186,106.2,649,513,1,1
3189,106.3,649,513,1,1
3192,106.4,1324,463,1,1
3195,106.5,1324,463,1,1
3198,106.6,39,397,1,1
3201,106.7,39,397,1,1
3204,106.8,847,411,1,1
3207,106.9,847,411,1,1
3210,107.0,3,563,1,1
3213,107.1,3,563,1,1
3216,107.2,,,0,1
3219,107.3,,,0,1
3222,107.4,815,456,1,1
3225,107.5,815,456,1,1
3228,107.6,392,495,1,1
3231,107.7,392,495,1,1
3234,107.8,1308,470,1,1
3237,107.9,1308,470,1,1
3240,108.0,163,493,1,1
3243,108.1,354,419,1,1
3246,108.2,354,419,1,1
3249,108.3,1122,370,1,1
3252,108.4,1122,370,1,1
3255,108.5,935,308,1,1
3258,108.6,935,308,1,1
3261,108.7,815,456,1,1
3264,108.8,815,456,1,1
3267,108.9,1229,414,1,1
3270,109.0,1229,414,1,1
3273,109.1,1204,98,1,1
3276,109.2,1204,98,1,1
3279,109.3,1160,245,1,1
3282,109.4,1160,245,1,1
3285,109.5,839,442,1,1
3288,109.6,839,442,1,1
3291,109.7,884,404,1,1
3294,109.8,884,404,1,1
3297,109.9,1245,421,1,1
3300,110.0,1245,421,1,1
3303,110.1,459,76,1,1
3306,110.2,459,76,1,1
3309,110.3,1208,236,1,1
3312,110.4,1208,236,1,1
3315,110.5,1112,225,1,1
3318,110.6,1112,225,1,1
3321,110.7,1032,458,1,1
3324,110.8,1032,458,1,1
3327,110.9,990,204,1,1
3330,111.0,990,204,1,1
3333,111.1,289,34,1,1
3336,111.2,289,34,1,1
3339,111.3,120,104,1,1
3342,111.4,120,104,1,1
3345,111.5,788,513,1,1
3348,111.6,,,0,1
3351,111.7,,,0,1
3354,111.8,,,0,1
3357,111.9,511,527,1,1
3360,112.0,463,539,1,1
3363,112.1,1084,164,1,1
3366,112.2,1084,164,1,1
3369,112.3,1009,213,1,1
3372,112.4,1009,213,1,1
3375,112.5,1079,185,1,1
3378,112.6,1079,185,1,1
3381,112.7,1137,217,1,1
3384,112.8,1137,217,1,1
3387,112.9,997,329,1,1
3390,113.0,997,329,1,1
3393,113.1,795,379,1,1
3396,113.2,795,379,1,1
3399,113.3,846,369,1,1
3402,113.4,846,369,1,1
3405,113.5,968,262,1,1
3408,113.6,968,262,1,1
3411,113.7,1029,342,1,1
3414,113.8,1029,342,1,1
3417,113.9,1029,342,1,1
4230,141.0,1029,342,1,1
4233,141.1,672,238,1,1
4236,141.2,672,238,1,1
4239,141.3,595,233,1,1
4242,141.4,595,233,1,1
4245,141.5,504,429,1,1
4248,141.6,504,429,1,1
4251,141.7,392,256,1,1
4254,141.8,392,256,1,1
4257,141.9,504,369,1,1
4260,142.0,504,369,1,1
4263,142.1,601,53,1,1
4266,142.2,601,53,1,1
4269,142.3,625,459,1,1
4272,142.4,625,459,1,1
4275,142.5,536,509,1,1
4278,142.6,536,509,1,1
4281,142.7,254,58,1,1
4284,142.8,254,58,1,1
4287,142.9,486,130,1,1
4290,143.0,486,130,1,1
4293,143.1,,,0,1
4296,143.2,,,0,1
4299,143.3,777,244,1,1
4302,143.4,848,292,1,1
4305,143.5,944,274,1,1
4308,143.6,944,274,1,1
4311,143.7,776,249,1,1
4314,143.8,776,249,1,1
4317,143.9,1062,280,1,1
4320,144.0,1003,338,1,1
4323,144.1,1003,338,1,1
4326,144.2,769,372,1,1
4329,144.3,772,383,1,1
4332,144.4,791,383,1,1
4335,144.5,745,371,1,1
4338,144.6,696,368,1,1
4341,144.7,674,342,1,1
4344,144.8,680,353,1,1
4347,144.9,627,313,1,1
4350,145.0,570,286,1,1
4353,145.1,514,284,1,1
4356,145.2,468,256,1,1
4359,145.3,478,240,1,1
4362,145.4,532,245,1,1
4365,145.5,585,252,1,1
4368,145.6,605,253,1,1
4371,145.7,602,250,1,1
4374,145.8,574,251,1,1
4377,145.9,549,252,1,1
4380,146.0,549,252,1,1
4383,146.1,917,452,1,1
4386,146.2,917,452,1,1
4389,146.3,948,447,1,1
4392,146.4,948,447,1,1
4395,146.5,993,444,1,1
4398,146.6,993,444,1,1
4401,146.7,1095,438,1,1
4404,146.8,1095,438,1,1
4407,146.9,1477,317,1,1
4410,147.0,1477,317,1,1
4413,147.1,1302,430,1,1
4416,147.2,1302,430,1,1
4419,147.3,1498,317,1,1
4422,147.4,1498,317,1,1
4425,147.5,868,345,1,1
4428,147.6,868,345,1,1
4431,147.7,1291,439,1,1
4434,147.8,1291,439,1,1
4437,147.9,897,322,1,1
4440,148.0,897,322,1,1
4443,148.1,1326,443,1,1
4446,148.2,1326,443,1,1
4449,148.3,925,403,1,1
4452,148.4,925,403,1,1
4455,148.5,910,408,1,1
4458,148.6,910,408,1,1
4461,148.7,1472,442,1,1
4464,148.8,1472,442,1,1
4467,148.9,1136,429,1,1
4470,149.0,1136,429,1,1
4473,149.1,851,393,1,1
4476,149.2,851,393,1,1
4479,149.3,549,399,1,1
4482,149.4,549,399,1,1
4485,149.5,1284,428,1,1
4488,149.6,1284,428,1,1
4491,149.7,1250,428,1,1
4494,149.8,1250,428,1,1
4497,149.9,717,230,1,1
4500,150.0,716,226,1,1
4503,150.1,721,212,1,1
4506,150.2,733,183,1,1
4509,150.3,749,176,1,1
4512,150.4,775,185,1,1
4515,150.5,780,191,1,1
4518,150.6,769,190,1,1
4521,150.7,737,181,1,1
4524,150.8,690,178,1,1
4527,150.9,653,191,1,1
4530,151.0,647,207,1,1
4533,151.1,655,223,1,1
4536,151.2,679,231,1,1
4539,151.3,649,223,1,1
4542,151.4,649,223,1,1
4545,151.5,206,490,1,1
4548,151.6,206,490,1,1
4551,151.7,1348,125,1,1
4554,151.8,1348,125,1,1
4557,151.9,,,0,1
4560,152.0,,,0,1
4563,152.1,361,448,1,1
4566,152.2,361,448,1,1
4569,152.3,1278,129,1,1
4572,152.4,1278,129,1,1
4575,152.5,1142,133,1,1
4578,152.6,1142,133,1,1
4581,152.7,1518,354,1,1
4584,152.8,1518,354,1,1
4587,152.9,1249,375,1,1
4680,156.0,1249,375,1,1
4683,156.1,1111,224,1,1
4686,156.2,1111,224,1,1
4689,156.3,1219,250,1,1
4692,156.4,1219,250,1,1
4695,156.5,1390,340,1,1
4698,156.6,1390,340,1,1
4701,156.7,1470,376,1,1
4704,156.8,1470,376,1,1
4707,156.9,1604,383,1,1
4710,157.0,1604,383,1,1
4713,157.1,1220,309,1,1
4716,157.2,1220,309,1,1
4719,157.3,1618,410,1,1
4722,157.4,1618,410,1,1
4725,157.5,622,342,1,1
4728,157.6,622,342,1,1
4731,157.7,357,266,1,1
4734,157.8,357,266,1,1
4737,157.9,545,342,1,1
4740,158.0,545,342,1,1
4743,158.1,342,249,1,1
4746,158.2,342,249,1,1
4749,158.3,1605,379,1,1
4752,158.4,1605,379,1,1
4755,158.5,161,436,1,1
4758,158.6,161,436,1,1
4761,158.7,1307,287,1,1
4764,158.8,1307,287,1,1
4767,158.9,484,339,1,1
4770,159.0,484,339,1,1
4773,159.1,514,301,1,1
4776,159.2,514,301,1,1
4779,159.3,469,253,1,1
4782,159.4,469,253,1,1
4785,159.5,1377,289,1,1
4788,159.6,1377,289,1,1
4791,159.7,508,244,1,1
4794,159.8,508,244,1,1
4797,159.9,1045,403,1,1
4800,160.0,1045,403,1,1
4803,160.1,999,404,1,1
4806,160.2,999,404,1,1
4809,160.3,965,340,1,1
4812,160.4,965,340,1,1
4815,160.5,975,345,1,1
4818,160.6,975,345,1,1
4821,160.7,982,392,1,1
