frame,timestamp,player_id,team,x_position,y_position,x_norm,y_norm,velocity,acceleration,direction_deg,court_zone,ball_possession,distance_to_ball,nearest_opponent,nearest_teammate,event,team_spacing,spacing_hull_area,team_centroid_x,team_centroid_y,paint_count_own,paint_count_opp,possession_side,handler_isolation,bbox_x1,bbox_y1,bbox_x2,bbox_y2,ball_x2d,ball_y2d,ball_velocity,distance_to_basket,vel_toward_basket,drive_flag,fast_break_flag,possession_id,possession_duration,confidence,play_type,paint_touches,off_ball_distance,shot_clock_est,scoreboard_shot_clock,scoreboard_game_clock,scoreboard_period,scoreboard_score_diff,scoreboard_confidence,possession_duration_sec,possession_type,ankle_x,ankle_y,contest_arm_angle,jump_detected,dribble_hand,ball_shot_arc_angle,ball_peak_height_px,ball_pass_speed_pxpf,player_name,jersey_number,dribble_count,lineup_id,homography_valid,team_abbrev
5421,180.7,10,white,1488,499,0.5113,0.7068,0.0,0.0,0.0,backcourt,0,,,,none,0.0,0.0,0.0,0.0,0,0,,0.0,78.0,186.0,164.0,310.0,377.0,281.0,624.29,1299.3,0.0,0,0,4,334,1.0,fast_break,1,98.0,0.0,,,,,0.0,0.2,fast_break,,,0.0,0,unknown,-84.85000381065085,602.4596437716391,72.15800563886019,white#?,0.0,0,234,0,HOU
5424,180.8,8,white,1013,372,0.3481,0.5269,0.0,0.0,0.0,mid_range,0,,,,none,0.0,0.0,0.0,0.0,0,0,,0.0,1071.0,149.0,1153.0,289.0,,,0.0,882.3,0.0,0,0,4,335,1.0,cut,0,0.0,0.0,,,,,0.0,0.0,half_court,,,0.0,0,unknown,86.5387401777963,708.6702188000781,25.168322241350225,white#?,8.0,0,252,0,HOU
5424,180.8,10,white,1488,499,0.5113,0.7068,0.0,0.0,0.0,backcourt,0,,,,none,0.0,0.0,0.0,0.0,0,0,,0.0,75.0,187.0,163.0,310.0,,,0.0,1299.3,0.0,0,0,4,335,1.0,cut,0,0.0,0.0,,,,,0.0,0.0,half_court,,,0.0,0,unknown,86.5387401777963,708.6702188000781,25.168322241350225,white#?,0.0,0,252,0,HOU
5427,180.9,7,white,1258,555,0.4323,0.7861,0.0,0.0,0.0,backcourt,1,,,,none,0.0,0.0,0.0,0.0,0,0,,0.0,1075.0,149.0,1151.0,292.0,5.0,476.0,0.0,1145.0,0.0,0,0,4,336,1.0,fast_break,1,0.0,0.0,,,,,0.0,0.0,fast_break,,,0.0,0,unknown,88.18876817958551,1221.5106967153552,259.0737775658166,white#?,6.0,0,257,0,HOU
5427,180.9,10,white,1488,499,0.5113,0.7068,0.0,0.0,0.0,backcourt,0,,,,none,0.0,0.0,0.0,0.0,0,0,,0.0,75.10962295532227,185.90070724487305,164.75092697143555,311.5959663391113,5.0,476.0,0.0,1299.3,0.0,0,0,4,336,0.933,fast_break,1,0.0,0.0,,,,,0.0,0.0,fast_break,,,0.0,0,unknown,88.18876817958551,1221.5106967153552,259.0737775658166,white#?,0.0,0,257,0,HOU
5427,180.9,6,white,1124,323,0.3863,0.4575,66.12,-13.22,196.7,mid_range,0,,,121.3,none,0.0,0.0,0.0,0.0,0,0,,0.0,800.5488090515137,346.09525299072266,877.6696968078613,483.0376815795898,5.0,476.0,0.0,993.5,62.73,0,0,4,336,0.8,fast_break,1,0.0,0.0,,,,,0.0,0.0,fast_break,,,0.0,0,unknown,88.18876817958551,1221.5106967153552,259.0737775658166,white#?,2.0,0,257,0,HOU
5430,181.0,6,white,1321,373,0.454,0.5283,67.75,1.63,14.2,backcourt,0,165.7,,185.7,none,0.0,0.0,0.0,0.0,0,0,,0.0,795.0,347.0,875.0,483.0,1450.0,269.0,1459.75,1190.2,-65.94,0,0,4,337,1.0,fast_break,1,203.2,0.0,,,,,0.0,0.1,fast_break,,,0.0,1,unknown,89.08292803238646,80.51397260115482,52.71516754112509,white#?,2.0,0,255,0,HOU
5430,181.0,10,white,1488,499,0.5113,0.7068,0.0,0.0,0.0,backcourt,0,,,163.7,none,0.0,0.0,0.0,0.0,0,0,,0.0,73.0,187.0,163.0,312.0,1450.0,269.0,1459.75,1299.3,0.0,0,0,4,337,1.0,fast_break,1,203.2,0.0,,,,,0.0,0.1,fast_break,112.875,283.375,0.0,1,unknown,89.08292803238646,80.51397260115482,52.71516754112509,white#?,0.0,0,255,0,HOU
5430,181.0,7,white,1503,336,0.5165,0.4759,109.54,109.54,318.2,backcourt,1,85.4,,163.7,none,0.0,0.0,0.0,0.0,0,0,,0.0,1070.5898895263672,149.7047348022461,1147.7233428955078,291.8313674926758,1450.0,269.0,1459.75,1276.2,80.69,1,0,4,337,0.933,fast_break,1,203.2,0.0,,,,,0.0,0.1,fast_break,,,0.0,0,unknown,89.08292803238646,80.51397260115482,52.71516754112509,white#?,6.0,0,255,0,HOU
5430,181.0,9,white,692,565,0.2378,0.8003,95.01,95.01,114.7,3pt_arc,0,,,,none,0.0,0.0,0.0,0.0,0,0,,0.0,-292.624942779541,27.12559509277344,-212.71429061889648,167.79591369628906,1450.0,269.0,1459.75,599.8,6.59,0,0,4,337,0.8,fast_break,1,203.2,0.0,,,,,0.0,0.1,fast_break,838.25,481.375,0.0,1,unknown,89.08292803238646,80.51397260115482,52.71516754112509,white#?,4.0,0,255,0,HOU
5433,181.1,6,white,1321,373,0.454,0.5283,0.0,-67.75,0.0,backcourt,0,,,,none,0.0,0.0,0.0,0.0,0,0,,0.0,796.0,348.0,874.0,483.0,,,0.0,1190.2,0.0,0,0,4,338,1.0,cut,0,0.0,0.0,,,,,0.0,0.0,half_court,,,0.0,1,unknown,89.48628740590652,183.9930851808749,116.66952377453924,white#?,2.0,0,255,0,HOU
5433,181.1,7,white,1586,337,0.545,0.4773,27.67,-81.87,0.7,backcourt,0,,,189.3,none,0.0,0.0,0.0,0.0,0,0,,0.0,1085.0,152.0,1147.0,293.0,,,0.0,1193.2,27.67,0,0,4,338,1.0,cut,0,0.0,0.0,,,,,0.0,0.0,half_court,,,0.0,0,unknown,89.48628740590652,183.9930851808749,116.66952377453924,white#?,6.0,0,255,0,HOU
5433,181.1,9,white,751,353,0.2581,0.5,73.35,-21.66,285.6,3pt_arc,0,,,,none,0.0,0.0,0.0,0.0,0,0,,0.0,554.0,150.0,625.0,298.0,,,0.0,620.0,-19.67,0,0,4,338,1.0,cut,0,0.0,0.0,,,,,0.0,0.0,half_court,838.25,481.375,0.0,1,unknown,89.48628740590652,183.9930851808749,116.66952377453924,white#?,4.0,0,255,0,HOU
5433,181.1,10,white,1488,499,0.5113,0.7068,0.0,0.0,0.0,backcourt,0,,,189.3,none,0.0,0.0,0.0,0.0,0,0,,0.0,74.0,189.0,159.0,306.0,,,0.0,1299.3,0.0,0,0,4,338,1.0,cut,0,0.0,0.0,,,,,0.0,0.0,half_court,112.875,283.375,0.0,1,unknown,89.48628740590652,183.9930851808749,116.66952377453924,white#?,0.0,0,255,0,HOU
5436,181.2,6,white,1011,311,0.3474,0.4405,105.38,105.38,191.3,mid_range,0,,,61.0,none,0.0,0.0,0.0,0.0,0,0,,0.0,795.0,349.0,872.0,484.0,,,0.0,881.1,102.23,0,0,4,339,1.0,cut,0,0.0,0.0,,,,,0.0,0.1,half_court,,,0.0,1,unknown,89.48628740590652,183.9930851808749,116.66952377453924,white#?,2.0,0,263,0,HOU
5436,181.2,9,white,698,268,0.2399,0.3796,33.39,-39.96,238.1,3pt_arc,0,,,,none,0.0,0.0,0.0,0.0,0,0,,0.0,553.0,151.0,625.0,299.0,,,0.0,573.4,13.27,0,0,4,339,1.0,cut,0,0.0,0.0,,,,,0.0,0.1,half_court,838.25,481.375,0.0,1,unknown,89.48628740590652,183.9930851808749,116.66952377453924,white#?,4.0,0,263,0,HOU
5436,181.2,10,white,1488,499,0.5113,0.7068,0.0,0.0,0.0,backcourt,0,,,,none,0.0,0.0,0.0,0.0,0,0,,0.0,74.0,191.0,157.0,308.0,,,0.0,1299.3,0.0,0,0,4,339,1.0,cut,0,0.0,0.0,,,,,0.0,0.1,half_court,112.875,283.375,0.0,1,unknown,89.48628740590652,183.9930851808749,116.66952377453924,white#?,0.0,0,263,0,HOU
5439,181.3,6,white,1353,383,0.4649,0.5425,116.5,11.12,11.9,backcourt,0,,,178.0,none,0.0,0.0,0.0,0.0,0,0,,0.0,792.0,348.0,872.0,483.0,,,0.0,1222.4,-114.55,0,0,4,340,1.0,cut,0,0.0,0.0,,,,,0.0,0.2,half_court,,,0.0,1,unknown,89.57170465232045,151.7616858878173,0.0,white#?,2.0,0,267,0,HOU
5439,181.3,8,white,1013,372,0.3481,0.5269,0.0,0.0,0.0,mid_range,0,,,51.0,none,0.0,0.0,0.0,0.0,0,0,,0.0,1075.0,153.0,1149.0,296.0,,,0.0,882.3,0.0,0,0,4,340,1.0,cut,0,0.0,0.0,,,,,0.0,0.2,half_court,,,0.0,0,unknown,89.57170465232045,151.7616858878173,0.0,white#?,8.0,0,267,0,HOU
5439,181.3,10,white,1488,499,0.5113,0.7068,0.0,0.0,0.0,backcourt,0,,,178.0,none,0.0,0.0,0.0,0.0,0,0,,0.0,72.502685546875,189.93439483642572,157.63099670410156,308.8772506713867,,,0.0,1299.3,0.0,0,0,4,340,0.933,cut,0,0.0,0.0,,,,,0.0,0.2,half_court,112.875,283.375,0.0,1,unknown,89.57170465232045,151.7616858878173,0.0,white#?,0.0,0,267,0,HOU
5442,181.4,6,white,1307,393,0.4491,0.5567,15.69,-100.81,167.7,backcourt,0,,,,none,0.0,0.0,0.0,0.0,0,0,,0.0,790.0,349.0,874.0,487.0,,,0.0,1176.7,15.21,0,0,4,341,1.0,cut,0,0.0,0.0,,,,,0.0,0.3,half_court,,,0.0,1,unknown,89.57170465232045,151.7616858878173,0.0,white#?,2.0,0,267,0,HOU
5442,181.4,8,white,1013,372,0.3481,0.5269,0.0,0.0,0.0,mid_range,0,,,61.6,none,0.0,0.0,0.0,0.0,0,0,,0.0,1075.0,153.0,1149.0,295.0,,,0.0,882.3,0.0,0,0,4,341,1.0,cut,0,0.0,0.0,,,,,0.0,0.3,half_court,,,0.0,0,unknown,89.57170465232045,151.7616858878173,0.0,white#?,8.0,0,267,0,HOU
5442,181.4,10,white,1488,499,0.5113,0.7068,0.0,0.0,0.0,backcourt,0,,,,none,0.0,0.0,0.0,0.0,0,0,,0.0,71.7466049194336,190.2482070922852,156.87491607666016,309.1910629272461,,,0.0,1299.3,0.0,0,0,4,341,0.867,cut,0,0.0,0.0,,,,,0.0,0.3,half_court,112.875,283.375,0.0,1,unknown,89.57170465232045,151.7616858878173,0.0,white#?,0.0,0,267,0,HOU
5445,181.5,6,white,1315,377,0.4519,0.534,5.96,-9.73,296.6,backcourt,0,,,,none,0.0,0.0,0.0,0.0,0,0,,0.0,789.0,349.0,873.0,489.0,,,0.0,1184.3,-2.56,0,0,4,342,1.0,cut,0,0.0,0.0,,,,,0.0,0.4,half_court,,,0.0,1,unknown,89.53294092968252,154.2108005224727,0.0,white#?,2.0,0,255,0,HOU
5445,181.5,7,white,1573,329,0.5405,0.466,5.09,-22.58,211.6,backcourt,0,,,190.1,none,0.0,0.0,0.0,0.0,0,0,,0.0,1077.0,153.0,1147.0,292.0,,,0.0,1206.3,-4.39,0,0,4,342,1.0,cut,0,0.0,0.0,,,,,0.0,0.4,half_court,,,0.0,0,unknown,89.53294092968252,154.2108005224727,0.0,white#?,6.0,0,255,0,HOU
5445,181.5,9,white,698,268,0.2399,0.3796,0.0,-33.39,0.0,3pt_arc,0,,,,none,0.0,0.0,0.0,0.0,0,0,,0.0,612.0,265.0,682.0,427.0,,,0.0,573.4,0.0,0,0,4,342,1.0,cut,0,0.0,0.0,,,,,0.0,0.4,half_court,838.25,481.375,0.0,1,unknown,89.53294092968252,154.2108005224727,0.0,white#?,4.0,0,255,0,HOU
5445,181.5,10,white,1488,499,0.5113,0.7068,0.0,0.0,0.0,backcourt,0,,,190.1,none,0.0,0.0,0.0,0.0,0,0,,0.0,68.0,192.0,150.0,314.0,,,0.0,1299.3,0.0,0,0,4,342,1.0,cut,0,0.0,0.0,,,,,0.0,0.4,half_court,112.875,283.375,0.0,1,unknown,89.53294092968252,154.2108005224727,0.0,white#?,0.0,0,255,0,HOU
5448,181.6,6,white,1198,366,0.4117,0.5184,39.17,33.21,185.4,mid_range,0,,,185.1,none,0.0,0.0,0.0,0.0,0,0,,0.0,790.0,349.0,876.0,491.0,,,0.0,1067.1,39.04,0,0,4,343,1.0,cut,0,0.0,0.0,,,,,0.0,0.5,half_court,,,0.0,1,unknown,89.53294092968252,154.2108005224727,0.0,white#?,2.0,0,248,0,HOU
5448,181.6,7,white,1641,334,0.5639,0.4731,22.73,17.64,4.2,backcourt,0,,,,none,0.0,0.0,0.0,0.0,0,0,,0.0,1075.0,154.0,1145.0,293.0,,,0.0,1138.2,22.69,0,0,4,343,1.0,cut,0,0.0,0.0,,,,,0.0,0.5,half_court,,,0.0,0,unknown,89.53294092968252,154.2108005224727,0.0,white#?,6.0,0,248,0,HOU
5448,181.6,9,white,771,389,0.2649,0.551,47.11,47.11,58.9,3pt_arc,0,,,,none,0.0,0.0,0.0,0.0,0,0,,0.0,611.0,265.0,689.0,428.0,,,0.0,641.1,-26.56,0,0,4,343,1.0,cut,0,0.0,0.0,,,,,0.0,0.5,half_court,838.25,481.375,0.0,1,unknown,89.53294092968252,154.2108005224727,0.0,white#?,4.0,0,248,0,HOU
5448,181.6,8,white,1013,372,0.3481,0.5269,0.0,0.0,0.0,mid_range,0,,,185.1,none,0.0,0.0,0.0,0.0,0,0,,0.0,1088.4161834716797,149.57654571533203,1162.0830841064453,292.59871673583984,,,0.0,882.3,0.0,0,0,4,343,0.867,cut,0,0.0,0.0,,,,,0.0,0.5,half_court,,,0.0,0,unknown,89.53294092968252,154.2108005224727,0.0,white#?,8.0,0,248,0,HOU
5451,181.7,6,white,1234,401,0.4241,0.568,16.74,-22.43,44.2,backcourt,0,,,,none,0.0,0.0,0.0,0.0,0,0,,0.0,794.0,349.0,878.0,487.0,2261.0,410.0,0.0,1104.1,-12.5,0,0,4,344,1.0,cut,0,0.0,0.0,,,,,0.0,0.6,half_court,,,0.0,1,unknown,89.37685829241036,183.66468420741148,17.60050504325878,white#?,2.0,0,255,0,HOU
5451,181.7,7,white,1630,328,0.5601,0.4646,4.18,-18.55,208.6,backcourt,0,,,,none,0.0,0.0,0.0,0.0,0,0,,0.0,1072.0,152.0,1144.0,295.0,2261.0,410.0,0.0,1149.3,-3.71,0,0,4,344,1.0,cut,0,0.0,0.0,,,,,0.0,0.6,half_court,,,0.0,0,unknown,89.37685829241036,183.66468420741148,17.60050504325878,white#?,6.0,0,255,0,HOU
5451,181.7,10,white,1488,499,0.5113,0.7068,0.0,0.0,0.0,backcourt,0,,,,none,0.0,0.0,0.0,0.0,0,0,,0.0,330.0,154.0,408.0,309.0,2261.0,410.0,0.0,1299.3,0.0,0,0,4,344,1.0,cut,0,0.0,0.0,,,,,0.0,0.6,half_court,112.875,283.375,0.0,1,unknown,89.37685829241036,183.66468420741148,17.60050504325878,white#?,0.0,0,255,0,HOU
5451,181.7,9,white,1035,338,0.3557,0.4788,89.63,42.52,349.1,mid_range,0,,,,none,0.0,0.0,0.0,0.0,0,0,,0.0,636.1757507324219,309.4690246582031,710.4674377441406,467.6019592285156,2261.0,410.0,0.0,904.2,-88.27,0,0,4,344,0.933,cut,0,0.0,0.0,,,,,0.0,0.6,half_court,838.25,481.375,0.0,1,unknown,89.37685829241036,183.66468420741148,17.60050504325878,white#?,4.0,0,255,0,HOU
5454,181.8,6,white,1168,351,0.4014,0.4972,27.6,10.86,217.1,mid_range,0,,,,none,0.0,0.0,0.0,0.0,0,0,,0.0,796.0,349.0,878.0,489.0,2261.0,410.0,0.0,1037.1,21.97,0,0,4,345,1.0,cut,0,0.0,0.0,,,,,0.0,0.7,half_court,,,0.0,1,unknown,89.37685829241036,183.66468420741148,17.60050504325878,white#?,2.0,0,258,0,HOU
5454,181.8,7,white,1630,328,0.5601,0.4646,0.0,-4.18,0.0,backcourt,0,,,,none,0.0,0.0,0.0,0.0,0,0,,0.0,1073.0,149.0,1143.0,295.0,2261.0,410.0,0.0,1149.3,0.0,0,0,4,345,1.0,cut,0,0.0,0.0,,,,,0.0,0.7,half_court,,,0.0,0,unknown,89.37685829241036,183.66468420741148,17.60050504325878,white#?,6.0,0,258,0,HOU
5457,181.9,6,white,1410,450,0.4845,0.6374,87.16,59.56,22.2,backcourt,0,,,92.1,none,0.0,0.0,0.0,0.0,0,0,,0.0,799.0,349.0,879.0,493.0,,,0.0,1282.7,-82.93,0,0,4,346,1.0,cut,0,0.0,0.0,,,,,0.0,0.8,half_court,,,0.0,1,unknown,88.99948596856646,216.11439350107685,17.60050504325878,white#?,2.0,0,287,0,HOU
5457,181.9,7,white,1563,330,0.5371,0.4674,22.34,22.34,178.3,backcourt,0,,,184.9,none,0.0,0.0,0.0,0.0,0,0,,0.0,1071.0,147.0,1141.0,294.0,,,0.0,1216.3,-22.32,0,0,4,346,1.0,cut,0,0.0,0.0,,,,,0.0,0.8,half_court,,,0.0,0,unknown,88.99948596856646,216.11439350107685,17.60050504325878,white#?,6.0,0,287,0,HOU
5457,181.9,8,white,1013,372,0.3481,0.5269,0.0,0.0,0.0,mid_range,0,,,58.0,none,0.0,0.0,0.0,0.0,0,0,,0.0,1099.2391815185547,147.0871810913086,1172.9060821533203,290.1093521118164,,,0.0,882.3,0.0,0,0,4,346,0.667,cut,0,0.0,0.0,,,,,0.0,0.8,half_court,,,0.0,0,unknown,88.99948596856646,216.11439350107685,17.60050504325878,white#?,8.0,0,287,0,HOU
5460,182.0,6,white,1210,423,0.4158,0.5992,67.27,-19.89,187.7,mid_range,0,,,,none,0.0,0.0,0.0,0.0,0,0,,0.0,799.8703002929688,350.4133377075196,881.4154663085938,492.181266784668,,,0.0,1081.3,67.11,0,0,4,347,0.933,cut,0,0.0,0.0,,,,,0.0,0.9,half_court,,,0.0,1,unknown,88.99948596856646,216.11439350107685,17.60050504325878,white#?,2.0,0,241,0,HOU
5460,182.0,7,white,1563,330,0.5371,0.4674,0.0,-22.34,0.0,backcourt,0,,,184.9,none,0.0,0.0,0.0,0.0,0,0,,0.0,1116.629695892334,146.52118682861328,1186.861026763916,292.0061569213867,,,0.0,1216.3,0.0,0,0,4,347,0.933,cut,0,0.0,0.0,,,,,0.0,0.9,half_court,,,0.0,0,unknown,88.99948596856646,216.11439350107685,17.60050504325878,white#?,6.0,0,241,0,HOU
5460,182.0,10,white,1488,499,0.5113,0.7068,0.0,0.0,0.0,backcourt,0,,,184.9,none,0.0,0.0,0.0,0.0,0,0,,0.0,380.4846305847168,150.91693878173828,453.0139045715332,301.0587692260742,,,0.0,1299.3,0.0,0,0,4,347,0.933,cut,0,0.0,0.0,,,,,0.0,0.9,half_court,112.875,283.375,0.0,1,unknown,88.99948596856646,216.11439350107685,17.60050504325878,white#?,0.0,0,241,0,HOU
5460,182.0,8,white,1013,372,0.3481,0.5269,0.0,0.0,0.0,mid_range,0,,,,none,0.0,0.0,0.0,0.0,0,0,,0.0,1102.8468475341797,146.25739288330078,1176.5137481689453,289.2795639038086,,,0.0,882.3,0.0,0,0,4,347,0.6,cut,0,0.0,0.0,,,,,0.0,0.9,half_court,,,0.0,0,unknown,88.99948596856646,216.11439350107685,17.60050504325878,white#?,8.0,0,241,0,HOU
5463,182.1,7,white,1508,334,0.5182,0.4731,18.38,18.38,175.8,backcourt,0,,,166.2,none,0.0,0.0,0.0,0.0,0,0,,0.0,1069.0,145.0,1139.0,290.0,,,0.0,1271.2,-18.31,0,0,4,348,1.0,cut,0,0.0,0.0,,,,,0.0,1.0,half_court,,,0.0,0,unknown,85.9152107588849,229.4575040597701,0.0,white#?,6.0,0,255,0,HOU
5463,182.1,9,white,1177,359,0.4045,0.5085,47.85,-41.78,8.4,mid_range,0,,,150.7,none,0.0,0.0,0.0,0.0,0,0,,0.0,619.0,281.0,701.0,433.0,,,0.0,1046.1,-47.37,0,0,4,348,1.0,cut,0,0.0,0.0,,,,,0.0,1.0,half_court,838.25,481.375,0.0,1,unknown,85.9152107588849,229.4575040597701,0.0,white#?,4.0,0,255,0,HOU
5463,182.1,6,white,1327,344,0.456,0.4873,47.06,-20.21,326.0,backcourt,0,,,150.7,none,0.0,0.0,0.0,0.0,0,0,,0.0,801.642333984375,351.19824981689453,883.1875,492.96617889404297,,,0.0,1196.1,-39.2,0,0,4,348,0.867,cut,0,0.0,0.0,,,,,0.0,1.0,half_court,,,0.0,1,unknown,85.9152107588849,229.4575040597701,0.0,white#?,2.0,0,255,0,HOU
5463,182.1,10,white,1488,499,0.5113,0.7068,0.0,0.0,0.0,backcourt,0,,,166.2,none,0.0,0.0,0.0,0.0,0,0,,0.0,417.1581840515137,147.47321319580078,489.6874580383301,297.6150436401367,,,0.0,1299.3,0.0,0,0,4,348,0.867,cut,0,0.0,0.0,,,,,0.0,1.0,half_court,112.875,283.375,0.0,1,unknown,85.9152107588849,229.4575040597701,0.0,white#?,0.0,0,255,0,HOU
5466,182.2,7,white,1595,326,0.5481,0.4618,29.12,10.74,354.7,backcourt,0,,,,none,0.0,0.0,0.0,0.0,0,0,,0.0,1066.0,141.0,1140.0,290.0,,,0.0,1184.4,28.93,0,0,4,349,1.0,cut,0,0.0,0.0,,,,,0.0,1.1,half_court,,,0.0,0,unknown,85.9152107588849,229.4575040597701,0.0,white#?,6.0,0,254,0,HOU
5466,182.2,9,white,1177,359,0.4045,0.5085,0.0,-47.85,0.0,mid_range,0,,,,none,0.0,0.0,0.0,0.0,0,0,,0.0,327.0,153.0,411.0,308.0,,,0.0,1046.1,0.0,0,0,4,349,1.0,cut,0,0.0,0.0,,,,,0.0,1.1,half_court,838.25,481.375,0.0,1,unknown,85.9152107588849,229.4575040597701,0.0,white#?,4.0,0,254,0,HOU
5466,182.2,10,white,1488,499,0.5113,0.7068,0.0,0.0,0.0,backcourt,0,,,,none,0.0,0.0,0.0,0.0,0,0,,0.0,51.0,184.0,141.0,314.0,,,0.0,1299.3,0.0,0,0,4,349,1.0,cut,0,0.0,0.0,,,,,0.0,1.1,half_court,112.875,283.375,0.0,1,unknown,85.9152107588849,229.4575040597701,0.0,white#?,0.0,0,254,0,HOU
5469,182.3,8,white,1013,372,0.3481,0.5269,0.0,0.0,0.0,mid_range,0,,,164.5,none,0.0,0.0,0.0,0.0,0,0,,0.0,1066.0,139.0,1140.0,290.0,,,0.0,882.3,0.0,0,0,4,350,1.0,cut,0,0.0,0.0,,,,,0.0,1.2,half_court,,,0.0,0,unknown,-88.56350531475863,700.5067281117663,0.0,white#?,8.0,0,253,0,HOU
5469,182.3,9,white,1177,359,0.4045,0.5085,0.0,0.0,0.0,mid_range,0,,,164.5,none,0.0,0.0,0.0,0.0,0,0,,0.0,326.0,154.0,402.0,308.0,,,0.0,1046.1,0.0,0,0,4,350,1.0,cut,0,0.0,0.0,,,,,0.0,1.2,half_court,838.25,481.375,0.0,1,unknown,-88.56350531475863,700.5067281117663,0.0,white#?,4.0,0,253,0,HOU
5469,182.3,10,white,1488,499,0.5113,0.7068,0.0,0.0,0.0,backcourt,0,,,,none,0.0,0.0,0.0,0.0,0,0,,0.0,49.0,183.0,139.0,313.0,,,0.0,1299.3,0.0,0,0,4,350,1.0,cut,0,0.0,0.0,,,,,0.0,1.2,half_court,112.875,283.375,0.0,1,unknown,-88.56350531475863,700.5067281117663,0.0,white#?,0.0,0,253,0,HOU
5472,182.4,6,white,1240,343,0.4261,0.4858,29.0,-18.06,180.7,backcourt,0,,,,none,0.0,0.0,0.0,0.0,0,0,,0.0,812.0,348.0,890.0,491.0,,,0.0,1109.1,29.0,0,1,4,351,1.0,cut,0,0.0,0.0,,,,,0.0,1.3,half_court,,,0.0,1,unknown,-88.56350531475863,700.5067281117663,0.0,white#?,2.0,0,265,0,HOU
5472,182.4,8,white,1013,372,0.3481,0.5269,0.0,0.0,0.0,mid_range,0,,,,none,0.0,0.0,0.0,0.0,0,0,,0.0,1065.0,138.0,1139.0,293.0,,,0.0,882.3,0.0,0,1,4,351,1.0,cut,0,0.0,0.0,,,,,0.0,1.3,half_court,,,0.0,0,unknown,-88.56350531475863,700.5067281117663,0.0,white#?,8.0,0,265,0,HOU
5472,182.4,9,white,937,594,0.322,0.8414,111.96,111.96,135.6,mid_range,0,,,,none,0.0,0.0,0.0,0.0,0,0,,0.0,329.0,151.0,398.0,308.0,,,0.0,841.3,54.21,0,1,4,351,1.0,cut,0,0.0,0.0,,,,,0.0,1.3,half_court,838.25,481.375,0.0,1,unknown,-88.56350531475863,700.5067281117663,0.0,white#?,4.0,0,265,0,HOU
5472,182.4,10,white,1488,499,0.5113,0.7068,0.0,0.0,0.0,backcourt,0,,,,none,0.0,0.0,0.0,0.0,0,0,,0.0,-21.50305938720703,186.25537872314453,65.92682647705078,319.2184371948242,,,0.0,1299.3,0.0,0,1,4,351,0.933,cut,0,0.0,0.0,,,,,0.0,1.3,half_court,112.875,283.375,0.0,1,unknown,-88.56350531475863,700.5067281117663,0.0,white#?,0.0,0,265,0,HOU
5472,182.4,7,white,1787,302,0.6141,0.4278,64.5,35.38,352.9,mid_range,0,,,,none,0.0,0.0,0.0,0.0,0,0,,0.0,1062.746868133545,138.73541259765625,1134.88618850708,285.92303466796875,,,0.0,993.4,63.5,0,1,4,351,0.867,cut,0,0.0,0.0,,,,,0.0,1.3,half_court,,,0.0,0,unknown,-88.56350531475863,700.5067281117663,0.0,white#?,6.0,0,265,0,HOU
5475,182.5,1,green,241,407,0.0828,0.5765,0.0,-80.61,0.0,paint,0,,,,none,0.0,0.0,0.0,0.0,0,0,,0.0,814.0,346.0,892.0,492.0,,,0.0,122.6,0.0,0,0,4,352,1.0,cut,0,0.0,0.0,,,,,0.0,1.4,half_court,,,0.0,0,unknown,-88.92944718369516,575.3350142229465,0.0,green#?,,0,288,0,OKC
5475,182.5,7,white,1787,302,0.6141,0.4278,0.0,-64.5,0.0,mid_range,0,,,,none,0.0,0.0,0.0,0.0,0,0,,0.0,197.0,339.0,269.0,479.0,,,0.0,993.4,0.0,0,0,4,352,1.0,cut,0,0.0,0.0,,,,,0.0,1.4,half_court,,,0.0,0,unknown,-88.92944718369516,575.3350142229465,0.0,white#?,6.0,0,288,0,HOU
5475,182.5,8,white,1013,372,0.3481,0.5269,0.0,0.0,0.0,mid_range,0,,,195.1,none,0.0,0.0,0.0,0.0,0,0,,0.0,1065.0,138.0,1139.0,291.0,,,0.0,882.3,0.0,0,0,4,352,1.0,cut,0,0.0,0.0,,,,,0.0,1.4,half_court,,,0.0,0,unknown,-88.92944718369516,575.3350142229465,0.0,white#?,8.0,0,288,0,HOU
5475,182.5,9,white,937,594,0.322,0.8414,0.0,-111.96,0.0,mid_range,0,,,,none,0.0,0.0,0.0,0.0,0,0,,0.0,329.0,151.0,397.0,309.0,,,0.0,841.3,0.0,0,0,4,352,1.0,cut,0,0.0,0.0,,,,,0.0,1.4,half_court,838.25,481.375,0.0,1,unknown,-88.92944718369516,575.3350142229465,0.0,white#?,4.0,0,288,0,HOU
5475,182.5,6,white,1208,365,0.4151,0.517,12.94,-16.06,145.5,mid_range,0,,,195.1,none,0.0,0.0,0.0,0.0,0,0,,0.0,813.5906257629395,347.8761444091797,893.1034660339355,490.9340972900391,,,0.0,1077.1,10.58,0,0,4,352,0.933,cut,0,0.0,0.0,,,,,0.0,1.4,half_court,,,0.0,1,unknown,-88.92944718369516,575.3350142229465,0.0,white#?,2.0,0,288,0,HOU
