section_id,game_id,task,usable,status,reached_gates,reject_gates,measurements
0KIBu1jQBL8_s1205,0KIBu1jQBL8,position,1,PASS,distinct_position_ratio|zero_step_share,,"{""distinct_position_ratio"": 0.9837837837837838, ""zero_step_share"": 0.0}"
0KIBu1jQBL8_s2320,0KIBu1jQBL8,position,1,PASS,distinct_position_ratio|zero_step_share,,"{""distinct_position_ratio"": 1.0, ""zero_step_share"": 0.0}"
0KIBu1jQBL8_s3435,0KIBu1jQBL8,position,1,PASS,distinct_position_ratio|zero_step_share,,"{""distinct_position_ratio"": 0.9906542056074766, ""zero_step_share"": 0.0}"
0KIBu1jQBL8_s4550,0KIBu1jQBL8,position,1,PASS,distinct_position_ratio|zero_step_share,,"{""distinct_position_ratio"": 0.9866567828020756, ""zero_step_share"": 0.0}"
0KIBu1jQBL8_s5665,0KIBu1jQBL8,position,1,PASS,distinct_position_ratio|zero_step_share,,"{""distinct_position_ratio"": 0.9645788336933045, ""zero_step_share"": 0.0}"
0KIBu1jQBL8_s90,0KIBu1jQBL8,position,0,PASS,distinct_position_ratio|zero_step_share,,"{""distinct_position_ratio"": 0.9787234042553191, ""zero_step_share"": 0.0}"
1E5Rw89keTg_s312,1E5Rw89keTg,position,1,PASS,distinct_position_ratio|zero_step_share,,"{""distinct_position_ratio"": 0.9327731092436975, ""zero_step_share"": 0.0}"
1E5Rw89keTg_s534,1E5Rw89keTg,position,1,PASS,distinct_position_ratio|zero_step_share,,"{""distinct_position_ratio"": 0.9485861182519281, ""zero_step_share"": 0.0}"
1E5Rw89keTg_s90,1E5Rw89keTg,position,1,PASS,distinct_position_ratio|zero_step_share,,"{""distinct_position_ratio"": 0.9850746268656716, ""zero_step_share"": 0.0}"
6FlZaoWSfFw_s337,6FlZaoWSfFw,position,1,PASS,distinct_position_ratio|zero_step_share,,"{""distinct_position_ratio"": 0.9951219512195122, ""zero_step_share"": 0.0}"
6FlZaoWSfFw_s584,6FlZaoWSfFw,position,1,PASS,distinct_position_ratio|zero_step_share,,"{""distinct_position_ratio"": 0.9958246346555324, ""zero_step_share"": 0.0}"
