state_id,game_id,state_ts,ts,stratum
000062,401809934,2025-10-23T00:09:06+00:00,1761178146,p2_m0_3_c60_300
000063,401869378,2026-04-22T01:00:07+00:00,1776819607,p2_m0_3_c60_300
000064,401871152,2026-05-05T02:35:09+00:00,1777948509,p2_m0_3_c60_300
000065,401704811,2024-11-19T01:56:02+00:00,1731981362,p2_m0_3_ceq_0
000066,401704900,2024-12-07T01:52:03+00:00,1733536323,p2_m0_3_ceq_0
000067,401736801,2024-12-13T02:16:03+00:00,1734056163,p2_m0_3_ceq_0
000068,401810801,2026-03-11T04:09:20+00:00,1773202160,p2_m0_3_ceq_0
000069,401836754,2025-12-13T02:28:09+00:00,1765592889,p2_m0_3_ceq_0
000070,401705089,2025-01-10T02:46:03+00:00,1736477163,p2_m0_3_cgt_300
000071,401772989,2025-05-22T00:43:06+00:00,1747874586,p2_m0_3_cgt_300
000072,401810171,2025-12-02T02:42:07+00:00,1764643327,p2_m0_3_cgt_300
000073,401810231,2025-12-19T02:24:09+00:00,1766111049,p2_m0_3_cgt_300
000074,401810767,2026-03-07T02:44:20+00:00,1772851460,p2_m0_3_cgt_300
000075,401705107,2025-01-12T21:35:03+00:00,1736717703,p2_m0_3_clt_60
000076,401705148,2025-01-18T03:46:03+00:00,1737171963,p2_m0_3_clt_60
000077,401705235,2025-01-30T01:33:04+00:00,1738200784,p2_m0_3_clt_60
000078,401810025,2025-11-05T05:14:05+00:00,1762319645,p2_m0_3_clt_60
000079,401810074,2025-11-13T02:10:08+00:00,1762999808,p2_m0_3_clt_60
000080,401705085,2025-01-10T00:57:03+00:00,1736470623,p2_m10_plus_c60_300
000081,401705164,2025-01-20T03:04:04+00:00,1737342244,p2_m10_plus_c60_300
000082,401705763,2025-04-13T20:35:06+00:00,1744576506,p2_m10_plus_c60_300
000083,401766127,2025-06-20T01:42:07+00:00,1750383727,p2_m10_plus_c60_300
000084,401810755,2026-03-06T01:06:25+00:00,1772759185,p2_m10_plus_c60_300
000085,401705035,2025-01-04T01:15:03+00:00,1735953303,p2_m10_plus_ceq_0
000086,401809240,2025-12-25T23:27:10+00:00,1766705230,p2_m10_plus_ceq_0
000087,401809241,2025-12-26T02:27:09+00:00,1766716029,p2_m10_plus_ceq_0
000088,401810047,2025-11-10T00:19:05+00:00,1762733945,p2_m10_plus_ceq_0
000089,401810399,2026-01-11T01:41:10+00:00,1768095670,p2_m10_plus_ceq_0
000090,401705065,2025-01-07T01:44:03+00:00,1736214243,p2_m10_plus_cgt_300
000091,401705171,2025-01-21T01:43:03+00:00,1737423783,p2_m10_plus_cgt_300
000092,401705759,2025-04-13T20:20:06+00:00,1744575606,p2_m10_plus_cgt_300
000093,401810276,2025-12-24T03:43:10+00:00,1766547790,p2_m10_plus_cgt_300
000094,401869400,2026-04-25T00:57:04+00:00,1777078624,p2_m10_plus_cgt_300
000095,401704632,2024-10-24T00:44:02+00:00,1729730642,p2_m10_plus_clt_60
000096,401705232,2025-01-30T01:33:04+00:00,1738200784,p2_m10_plus_clt_60
000097,401809800,2025-11-26T02:20:25+00:00,1764123625,p2_m10_plus_clt_60
000098,401810570,2026-02-03T04:11:17+00:00,1770091877,p2_m10_plus_clt_60
000099,401812710,2025-10-13T02:37:04+00:00,1760323024,p2_m10_plus_clt_60
000100,401734906,2024-12-14T22:30:03+00:00,1734215403,p2_m4_9_c60_300
000101,401736819,2024-12-17T04:06:03+00:00,1734408363,p2_m4_9_c60_300
000102,401769987,2025-05-15T02:36:07+00:00,1747276567,p2_m4_9_c60_300
000103,401810811,2026-03-13T00:31:26+00:00,1773361886,p2_m4_9_c60_300
000104,401810991,2026-04-05T22:57:46+00:00,1775429866,p2_m4_9_c60_300
000105,401704681,2024-10-30T02:09:02+00:00,1730254142,p2_m4_9_ceq_0
000106,401705172,2025-01-22T01:46:03+00:00,1737510363,p2_m4_9_ceq_0
000107,401705244,2025-01-31T04:08:04+00:00,1738296484,p2_m4_9_ceq_0
000108,401773151,2025-05-27T01:50:07+00:00,1748310607,p2_m4_9_ceq_0
000109,401810667,2026-02-22T01:31:22+00:00,1771723882,p2_m4_9_ceq_0
000110,401704793,2024-11-14T03:38:03+00:00,1731555483,p2_m4_9_cgt_300
000111,401705218,2025-01-28T01:27:03+00:00,1738027623,p2_m4_9_cgt_300
000112,401705255,2025-02-02T01:45:03+00:00,1738460703,p2_m4_9_cgt_300
000113,401810366,2026-01-07T00:44:08+00:00,1767746648,p2_m4_9_cgt_300
000114,401810659,2026-02-21T00:41:18+00:00,1771634478,p2_m4_9_cgt_300
000115,401704872,2024-12-01T21:37:02+00:00,1733089022,p2_m4_9_clt_60
000116,401810387,2026-01-10T01:01:37+00:00,1768006897,p2_m4_9_clt_60
000117,401810549,2026-01-31T03:35:18+00:00,1769830518,p2_m4_9_clt_60
000118,401836798,2025-12-15T00:12:07+00:00,1765757527,p2_m4_9_clt_60
000119,401869405,2026-04-27T02:48:17+00:00,1777258097,p2_m4_9_clt_60
000120,401705009,2024-12-31T01:49:03+00:00,1735609743,p3_m0_3_c60_300
000121,401705197,2025-01-25T01:41:03+00:00,1737769263,p3_m0_3_c60_300
000122,401809934,2025-10-23T00:55:10+00:00,1761180910,p3_m0_3_c60_300
000123,401810502,2026-01-25T02:38:11+00:00,1769308691,p3_m0_3_c60_300
000124,401810798,2026-03-11T03:46:34+00:00,1773200794,p3_m0_3_c60_300
000125,401704792,2024-11-14T04:49:02+00:00,1731559742,p3_m0_3_ceq_0
000126,401810061,2025-11-11T05:21:06+00:00,1762838466,p3_m0_3_ceq_0
000127,401810343,2026-01-04T02:21:24+00:00,1767493284,p3_m0_3_ceq_0
000128,401810684,2026-02-24T02:50:19+00:00,1771901419,p3_m0_3_ceq_0
000129,401869378,2026-04-22T01:59:05+00:00,1776823145,p3_m0_3_ceq_0
000130,401704845,2024-11-26T01:29:03+00:00,1732584543,p3_m0_3_cgt_300
000131,401705011,2024-12-31T03:26:03+00:00,1735615563,p3_m0_3_cgt_300
000132,401705107,2025-01-12T21:53:03+00:00,1736718783,p3_m0_3_cgt_300
000133,401705248,2025-02-01T01:51:04+00:00,1738374664,p3_m0_3_cgt_300
000134,401734904,2024-12-12T01:48:03+00:00,1733968083,p3_m0_3_cgt_300
000135,401704690,2024-10-31T02:01:03+00:00,1730340063,p3_m0_3_clt_60
000136,401810249,2025-12-21T04:52:12+00:00,1766292732,p3_m0_3_clt_60
000137,401810517,2026-01-27T02:45:10+00:00,1769481910,p3_m0_3_clt_60
000138,401810928,2026-03-28T03:44:31+00:00,1774669471,p3_m0_3_clt_60
000139,401836750,2025-12-13T01:43:10+00:00,1765590190,p3_m0_3_clt_60
000140,401704628,2024-10-23T03:50:02+00:00,1729655402,p3_m10_plus_c60_300
000141,401704982,2024-12-27T02:38:03+00:00,1735267083,p3_m10_plus_c60_300
000142,401769750,2025-05-15T00:58:06+00:00,1747270686,p3_m10_plus_c60_300
000143,401810475,2026-01-22T01:59:11+00:00,1769047151,p3_m10_plus_c60_300
000144,401812483,2025-10-04T16:55:05+00:00,1759596905,p3_m10_plus_c60_300
000145,401705201,2025-01-26T00:31:04+00:00,1737851464,p3_m10_plus_ceq_0
000146,401810070,2025-11-13T02:07:07+00:00,1762999627,p3_m10_plus_ceq_0
000147,401810674,2026-02-22T22:28:17+00:00,1771799297,p3_m10_plus_ceq_0
000148,401810778,2026-03-09T01:37:18+00:00,1773020238,p3_m10_plus_ceq_0
000149,401810800,2026-03-11T03:50:28+00:00,1773201028,p3_m10_plus_ceq_0
000150,401705057,2025-01-06T01:30:03+00:00,1736127003,p3_m10_plus_cgt_300
000151,401705167,2025-01-20T20:47:04+00:00,1737406024,p3_m10_plus_cgt_300
000152,401810255,2025-12-22T01:35:09+00:00,1766367309,p3_m10_plus_cgt_300
000153,401810966,2026-03-13T01:12:22+00:00,1773364342,p3_m10_plus_cgt_300
000154,401810984,2026-04-04T20:35:52+00:00,1775334952,p3_m10_plus_cgt_300
000155,401704910,2024-12-08T02:18:03+00:00,1733624283,p3_m10_plus_clt_60
000156,401705040,2025-01-04T03:17:03+00:00,1735960623,p3_m10_plus_clt_60
000157,401809511,2025-11-08T01:52:13+00:00,1762566733,p3_m10_plus_clt_60
000158,401810158,2025-12-01T00:52:18+00:00,1764550338,p3_m10_plus_clt_60
000159,401810636,2026-02-12T02:28:15+00:00,1770863295,p3_m10_plus_clt_60
000160,401705050,2025-01-05T02:45:03+00:00,1736045103,p3_m4_9_c60_300
000161,401810789,2026-03-10T02:46:24+00:00,1773110784,p3_m4_9_c60_300
000162,401812711,2025-10-13T23:43:04+00:00,1760398984,p3_m4_9_c60_300
000163,401869189,2026-04-18T23:58:41+00:00,1776556721,p3_m4_9_c60_300
000164,401869407,2026-04-30T03:53:04+00:00,1777521184,p3_m4_9_c60_300
000165,401703402,2024-11-23T04:59:03+00:00,1732337943,p3_m4_9_ceq_0
000166,401705074,2025-01-08T04:44:03+00:00,1736311443,p3_m4_9_ceq_0
000167,401705151,2025-01-18T05:17:03+00:00,1737177423,p3_m4_9_ceq_0
000168,401705191,2025-01-24T03:01:03+00:00,1737687663,p3_m4_9_ceq_0
000169,401810019,2025-11-04T05:21:07+00:00,1762233667,p3_m4_9_ceq_0
000170,401810284,2025-12-27T02:24:08+00:00,1766802248,p3_m4_9_cgt_300
000171,401810486,2026-01-23T02:27:12+00:00,1769135232,p3_m4_9_cgt_300
000172,401810562,2026-02-02T00:24:18+00:00,1769991858,p3_m4_9_cgt_300
000173,401836753,2025-12-13T01:29:08+00:00,1765589348,p3_m4_9_cgt_300
000174,401869387,2026-04-21T01:44:55+00:00,1776735895,p3_m4_9_cgt_300
000175,401704672,2024-10-29T01:17:02+00:00,1730164622,p3_m4_9_clt_60
000176,401704795,2024-11-16T21:47:03+00:00,1731793623,p3_m4_9_clt_60
000177,401705129,2025-01-16T02:46:03+00:00,1736995563,p3_m4_9_clt_60
000178,401810990,2026-04-05T21:17:56+00:00,1775423876,p3_m4_9_clt_60
000179,401812738,2025-10-18T04:19:03+00:00,1760761143,p3_m4_9_clt_60
000180,401772991,2025-05-26T02:33:06+00:00,1748226786,p4_m0_3_c60_300
000181,401810240,2025-12-20T05:05:10+00:00,1766207110,p4_m0_3_c60_300
000182,401810284,2025-12-27T03:27:08+00:00,1766806028,p4_m0_3_c60_300
000183,401810407,2026-01-12T02:27:10+00:00,1768184830,p4_m0_3_c60_300
000184,401866756,2026-04-16T04:35:50+00:00,1776314150,p4_m0_3_c60_300
000185,401704974,2024-12-26T05:31:03+00:00,1735191063,p4_m0_3_ceq_0
000186,401705049,2025-01-05T05:12:03+00:00,1736053923,p4_m0_3_ceq_0
000187,401705242,2025-01-31T06:35:04+00:00,1738305304,p4_m0_3_ceq_0
000188,401810498,2026-01-24T22:49:12+00:00,1769294952,p4_m0_3_ceq_0
000189,401812705,2025-10-12T23:24:03+00:00,1760311443,p4_m0_3_ceq_0
000190,401704795,2024-11-16T21:57:03+00:00,1731794223,p4_m0_3_cgt_300
000191,401704828,2024-11-22T03:08:03+00:00,1732244883,p4_m0_3_cgt_300
000192,401809795,2025-11-22T03:58:08+00:00,1763783888,p4_m0_3_cgt_300
000193,401810930,2026-03-28T04:35:34+00:00,1774672534,p4_m0_3_cgt_300
000194,401869408,2026-04-29T01:03:04+00:00,1777424584,p4_m0_3_cgt_300
000195,401704845,2024-11-26T02:15:03+00:00,1732587303,p4_m0_3_clt_60
000196,401705142,2025-01-17T05:16:03+00:00,1737090963,p4_m0_3_clt_60
000197,401810174,2025-12-03T03:04:07+00:00,1764731047,p4_m0_3_clt_60
000198,401810798,2026-03-11T04:19:27+00:00,1773202767,p4_m0_3_clt_60
000199,401812723,2025-10-16T02:05:14+00:00,1760580314,p4_m0_3_clt_60
000200,401810805,2026-03-12T04:16:27+00:00,1773288987,p4_m10_plus_c60_300
000201,401810996,2026-04-06T03:10:51+00:00,1775445051,p4_m10_plus_c60_300
000202,401812729,2025-10-17T02:15:11+00:00,1760667311,p4_m10_plus_c60_300
000203,401869191,2026-04-19T19:32:49+00:00,1776627169,p4_m10_plus_c60_300
000204,401869369,2026-04-21T01:20:30+00:00,1776734430,p4_m10_plus_c60_300
000205,401704831,2024-11-24T03:53:03+00:00,1732420383,p4_m10_plus_ceq_0
000206,401809959,2025-10-26T05:37:04+00:00,1761457024,p4_m10_plus_ceq_0
000207,401810521,2026-01-28T04:21:12+00:00,1769574072,p4_m10_plus_ceq_0
000208,401810531,2026-01-29T04:45:15+00:00,1769661915,p4_m10_plus_ceq_0
000209,401810976,2026-04-04T03:11:44+00:00,1775272304,p4_m10_plus_ceq_0
000210,401705162,2025-01-20T04:00:04+00:00,1737345604,p4_m10_plus_cgt_300
000211,401809814,2025-11-29T02:36:07+00:00,1764383767,p4_m10_plus_cgt_300
000212,401809948,2025-10-25T02:00:13+00:00,1761357613,p4_m10_plus_cgt_300
000213,401810245,2025-12-21T02:50:10+00:00,1766285410,p4_m10_plus_cgt_300
000214,401869411,2026-04-23T01:26:03+00:00,1776907563,p4_m10_plus_cgt_300
000215,401705145,2025-01-18T03:12:03+00:00,1737169923,p4_m10_plus_clt_60
000216,401734907,2024-12-15T04:14:03+00:00,1734236043,p4_m10_plus_clt_60
000217,401810774,2026-03-08T03:26:24+00:00,1772940384,p4_m10_plus_clt_60
000218,401810908,2026-03-26T01:23:27+00:00,1774488207,p4_m10_plus_clt_60
000219,401812732,2025-10-18T01:22:05+00:00,1760750525,p4_m10_plus_clt_60
000220,401704792,2024-11-14T05:15:03+00:00,1731561303,p4_m4_9_c60_300
000221,401704995,2024-12-29T02:10:04+00:00,1735438204,p4_m4_9_c60_300
000222,401734906,2024-12-14T23:51:03+00:00,1734220263,p4_m4_9_c60_300
000223,401810265,2025-12-24T02:28:07+00:00,1766543287,p4_m4_9_c60_300
000224,401810657,2026-02-21T02:23:21+00:00,1771640601,p4_m4_9_c60_300
000225,401734904,2024-12-12T04:39:02+00:00,1733978342,p4_m4_9_ceq_0
000226,401810075,2025-11-13T04:06:07+00:00,1763006767,p4_m4_9_ceq_0
000227,401810141,2025-11-25T03:35:10+00:00,1764041710,p4_m4_9_ceq_0
000228,401810420,2026-01-14T05:01:09+00:00,1768366869,p4_m4_9_ceq_0
000229,401810510,2026-01-26T03:50:21+00:00,1769399421,p4_m4_9_ceq_0
000230,401705163,2025-01-20T04:03:04+00:00,1737345784,p4_m4_9_cgt_300
000231,401705186,2025-01-23T05:25:04+00:00,1737609904,p4_m4_9_cgt_300
000232,401810380,2026-01-08T02:57:14+00:00,1767841034,p4_m4_9_cgt_300
000233,401810664,2026-02-21T05:11:21+00:00,1771650681,p4_m4_9_cgt_300
000234,401810819,2026-03-14T02:03:27+00:00,1773453807,p4_m4_9_cgt_300
000235,401704680,2024-10-30T01:59:02+00:00,1730253542,p4_m4_9_clt_60
000236,401705122,2025-01-15T02:50:04+00:00,1736909404,p4_m4_9_clt_60
000237,401705152,2025-01-18T23:31:03+00:00,1737243063,p4_m4_9_clt_60
000238,401810038,2025-11-09T02:26:07+00:00,1762655167,p4_m4_9_clt_60
000239,401869414,2026-04-25T19:49:04+00:00,1777146544,p4_m4_9_clt_60
000240,401705764,2025-04-13T22:03:05+00:00,1744581785,p5_m0_3_c60_300
000241,401810159,2025-12-01T01:34:08+00:00,1764552848,p5_m0_3_c60_300
000242,401810159,2025-12-01T01:44:08+00:00,1764553448,p5_m0_3_c60_300
000243,401869400,2026-04-25T02:50:04+00:00,1777085404,p5_m0_3_c60_300
000244,401873197,2026-05-19T03:12:03+00:00,1779160323,p5_m0_3_c60_300
000245,401810056,2025-11-11T04:07:07+00:00,1762834027,p5_m0_3_ceq_0
000246,401810231,2025-12-19T05:42:08+00:00,1766122928,p5_m0_3_ceq_0
000247,401810248,2025-12-21T05:55:08+00:00,1766296508,p5_m0_3_ceq_0
000248,401810376,2026-01-08T04:39:11+00:00,1767847151,p5_m0_3_ceq_0
000249,401810906,2026-03-26T03:10:32+00:00,1774494632,p5_m0_3_ceq_0
000250,401705112,2025-01-13T03:51:03+00:00,1736740263,p5_m0_3_clt_60
000251,401705218,2025-01-28T03:07:04+00:00,1738033624,p5_m0_3_clt_60
000252,401768050,2025-04-30T00:53:06+00:00,1745974386,p5_m0_3_clt_60
000253,401810757,2026-03-06T03:19:19+00:00,1772767159,p5_m0_3_clt_60
000254,401873197,2026-05-19T03:19:03+00:00,1779160743,p5_m0_3_clt_60
000255,401705127,2025-01-16T02:45:04+00:00,1736995504,p5_m10_plus_c60_300
000256,401810913,2026-03-26T04:19:34+00:00,1774498774,p5_m10_plus_c60_300
000257,401810913,2026-03-26T04:20:31+00:00,1774498831,p5_m10_plus_c60_300
000258,401705050,2025-01-05T05:14:03+00:00,1736054043,p5_m10_plus_ceq_0
000259,401809785,2025-11-15T04:06:06+00:00,1763179566,p5_m10_plus_ceq_0
000260,401809785,2025-11-15T04:35:06+00:00,1763181306,p5_m10_plus_ceq_0
000261,401873341,2026-05-20T03:26:04+00:00,1779247564,p5_m10_plus_ceq_0
000262,401873341,2026-05-20T03:29:03+00:00,1779247743,p5_m10_plus_ceq_0
000263,401705050,2025-01-05T03:41:02+00:00,1736048462,p5_m10_plus_clt_60
000264,401809785,2025-11-15T03:48:06+00:00,1763178486,p5_m10_plus_clt_60
000265,401809785,2025-11-15T03:49:07+00:00,1763178547,p5_m10_plus_clt_60
000266,401809785,2025-11-15T03:50:06+00:00,1763178606,p5_m10_plus_clt_60
000267,401873341,2026-05-20T02:59:04+00:00,1779245944,p5_m10_plus_clt_60
000268,401705127,2025-01-16T02:43:04+00:00,1736995384,p5_m4_9_c60_300
000269,401809236,2025-10-24T02:29:04+00:00,1761272944,p5_m4_9_c60_300
000270,401809243,2025-10-22T02:25:12+00:00,1761099912,p5_m4_9_c60_300
000271,401810666,2026-02-22T00:32:23+00:00,1771720343,p5_m4_9_c60_300
000272,401810798,2026-03-11T04:34:25+00:00,1773203665,p5_m4_9_c60_300
000273,401703389,2024-11-16T07:31:03+00:00,1731742263,p5_m4_9_ceq_0
000274,401704679,2024-10-30T06:18:02+00:00,1730269082,p5_m4_9_ceq_0
000275,401705153,2025-01-19T03:17:03+00:00,1737256623,p5_m4_9_ceq_0
000276,401705153,2025-01-19T04:06:03+00:00,1737259563,p5_m4_9_ceq_0
000277,401810483,2026-01-23T04:30:13+00:00,1769142613,p5_m4_9_ceq_0
000278,401704826,2024-11-22T02:41:03+00:00,1732243263,p5_m4_9_clt_60
000279,401705050,2025-01-05T03:39:03+00:00,1736048343,p5_m4_9_clt_60
000280,401809237,2025-10-24T04:45:04+00:00,1761281104,p5_m4_9_clt_60
000281,401836805,2025-12-16T04:55:07+00:00,1765860907,p5_m4_9_clt_60
000282,401873341,2026-05-20T02:56:03+00:00,1779245763,p5_m4_9_clt_60
000283,401705218,2025-01-28T03:18:03+00:00,1738034283,p6_m0_3_c60_300
000284,401809236,2025-10-24T02:45:08+00:00,1761273908,p6_m0_3_c60_300
000285,401810159,2025-12-01T02:03:08+00:00,1764554588,p6_m0_3_c60_300
000286,401810492,2026-01-24T03:16:11+00:00,1769224571,p6_m0_3_c60_300
000287,401873197,2026-05-19T03:32:04+00:00,1779161524,p6_m0_3_c60_300
000288,401809243,2025-10-22T03:22:05+00:00,1761103325,p6_m0_3_ceq_0
000289,401809243,2025-10-22T04:18:05+00:00,1761106685,p6_m0_3_ceq_0
000290,401809243,2025-10-22T04:56:05+00:00,1761108965,p6_m0_3_ceq_0
000291,401809243,2025-10-22T05:01:05+00:00,1761109265,p6_m0_3_ceq_0
000292,401809243,2025-10-22T05:03:05+00:00,1761109385,p6_m0_3_ceq_0
000293,401809243,2025-10-22T02:50:13+00:00,1761101413,p6_m0_3_clt_60
000294,401809243,2025-10-22T02:51:05+00:00,1761101465,p6_m0_3_clt_60
000295,401809243,2025-10-22T02:54:05+00:00,1761101645,p6_m0_3_clt_60
000296,401810666,2026-02-22T00:58:31+00:00,1771721911,p6_m0_3_clt_60
000297,401810666,2026-02-22T00:59:23+00:00,1771721963,p6_m0_3_clt_60
000298,401705755,2025-04-13T19:53:05+00:00,1744573985,p6_m4_9_c60_300
000299,401705755,2025-04-13T19:54:06+00:00,1744574046,p6_m4_9_c60_300
000300,401705755,2025-04-13T19:55:05+00:00,1744574105,p6_m4_9_c60_300
000301,401809236,2025-10-24T02:46:04+00:00,1761273964,p6_m4_9_c60_300
000302,401809236,2025-10-24T02:48:04+00:00,1761274084,p6_m4_9_c60_300
000303,401705067,2025-01-07T07:51:03+00:00,1736236263,p6_m4_9_ceq_0
000304,401705755,2025-04-13T22:05:05+00:00,1744581905,p6_m4_9_ceq_0
000305,401809236,2025-10-24T04:54:04+00:00,1761281644,p6_m4_9_ceq_0
000306,401810492,2026-01-24T04:00:12+00:00,1769227212,p6_m4_9_ceq_0
000307,401873197,2026-05-19T07:39:04+00:00,1779176344,p6_m4_9_ceq_0
000308,401809236,2025-10-24T02:53:04+00:00,1761274384,p6_m4_9_clt_60
000309,401809236,2025-10-24T02:56:04+00:00,1761274564,p6_m4_9_clt_60
000310,401809236,2025-10-24T02:57:04+00:00,1761274624,p6_m4_9_clt_60
000311,401810159,2025-12-01T02:12:08+00:00,1764555128,p6_m4_9_clt_60
000312,401810492,2026-01-24T03:27:12+00:00,1769225232,p6_m4_9_clt_60
