"snapshot_utc","corpus_video_files","corpus_total_bytes","corpus_mean_bytes","tracked_table_count","one_file_per_table_extrapolated_bytes"
"2026-09-02T22:59:52Z","73","10349220066","141770137.89","199","28212257440.19"
