"snapshot_utc","table","sport","source_key","source_present","retained_locations","source_files","source_match_count","gate_eligible","memo_cited","committed_memo_paths"
"2026-09-02T22:59:52Z","npb_kqPv-_WwWLk","npb","npb_kqPv-_WwWLk","True","data/footage_corpus","npb__npb_kqPv-_WwWLk.mp4","1","False","True","docs/evidence/tracking/baseball_cut_detector_2026-09-01.md;docs/evidence/tracking/reingest_720p_2026-09-02.md"
"2026-09-02T22:59:52Z","npb_RIwbEjh-zTs","npb","npb_RIwbEjh-zTs","False","","","0","False","False",""
"2026-09-02T22:59:52Z","npb_ul7Kq_Km7eA","npb","npb_ul7Kq_Km7eA","True","data/footage_corpus","npb__npb_ul7Kq_Km7eA.mp4","1","False","False",""
"2026-09-02T22:59:52Z","npb_V3FrwLVwCpA","npb","npb_V3FrwLVwCpA","True","data/footage_corpus","npb__npb_V3FrwLVwCpA.mp4","1","False","True","docs/evidence/tracking/baseball_cut_detector_2026-09-01.md;docs/evidence/tracking/reingest_720p_2026-09-02.md"
"2026-09-02T22:59:52Z","npb_wZgoTPoZXKM","npb","npb_wZgoTPoZXKM","False","","","0","False","False",""
"2026-09-02T22:59:52Z","npb_XGhDpaeFSKc","npb","npb_XGhDpaeFSKc","False","","","0","False","False",""
"2026-09-02T22:59:52Z","npb_YI146E0gNnA","npb","npb_YI146E0gNnA","False","","","0","False","False",""
"2026-09-02T22:59:52Z","soccer_2TwKQrkV7FA","soccer","soccer_2TwKQrkV7FA","True","data/footage_corpus","soccer__soccer_2TwKQrkV7FA.mp4","1","False","False",""
"2026-09-02T22:59:52Z","soccer_6dIn3fUfI6U","soccer","soccer_6dIn3fUfI6U","False","","","0","False","True","docs/evidence/tracking/g47_contract_rejection_census_2026-09-02.md"
"2026-09-02T22:59:52Z","soccer_7fOG8j_ncWY","soccer","soccer_7fOG8j_ncWY","False","","","0","False","False",""
"2026-09-02T22:59:52Z","soccer_8_DRy2i5-hs","soccer","soccer_8_DRy2i5-hs","False","","","0","False","False",""
"2026-09-02T22:59:52Z","soccer_A9ad17VZvs8","soccer","soccer_A9ad17VZvs8","False","","","0","False","False",""
"2026-09-02T22:59:52Z","soccer_AgspyOj5BPk","soccer","soccer_AgspyOj5BPk","True","data/footage_corpus","soccer__soccer_AgspyOj5BPk.mp4","1","False","True","docs/evidence/tracking/soccer_role_classifier_v3_2026-09-04.md;docs/evidence/tracking/soccer_role_filter_2026-09-01.md;docs/evidence/tracking/soccer_roles_labels/README.md;docs/evidence/tracking/soccer_s1_blind_verdict_2026-09-01.md;docs/evidence/tracking/soccer_s1_blind_verdict_n100_2026-09-01.md;docs/evidence/tracking/soccer_s4_packet_2026-09-01.md;docs/evidence/tracking/soccer_stream_packet_2026-09-02.md"
"2026-09-02T22:59:52Z","soccer_c1mzmBGHQr4","soccer","soccer_c1mzmBGHQr4","False","","","0","False","True","docs/evidence/tracking/g50b_null_degenerate_metrics_2026-09-02.md;docs/evidence/tracking/g80_insufficient_data_verdict_2026-09-02.md"
"2026-09-02T22:59:52Z","soccer_ci4vyd6PsNg","soccer","soccer_ci4vyd6PsNg","False","","","0","False","False",""
"2026-09-02T22:59:52Z","soccer_cKXZysISV4w","soccer","soccer_cKXZysISV4w","True","data/footage_corpus","soccer__soccer_cKXZysISV4w.mp4","1","False","False",""
"2026-09-02T22:59:52Z","soccer_Cn26lFZ0_jI","soccer","soccer_Cn26lFZ0_jI","False","","","0","False","False",""
"2026-09-02T22:59:52Z","soccer_cS4OpYJ0Pps","soccer","soccer_cS4OpYJ0Pps","True","data/footage_corpus","soccer__soccer_cS4OpYJ0Pps.mp4","1","False","True","docs/evidence/tracking/g99_corpus_sport_audit_2026-09-02.md"
"2026-09-02T22:59:52Z","soccer_DdnvC6-PGYY","soccer","soccer_DdnvC6-PGYY","True","data/footage_corpus","soccer__soccer_DdnvC6-PGYY.mp4","1","False","True","docs/evidence/tracking/soccer_role_classifier_v3_2026-09-04.md;docs/evidence/tracking/soccer_role_filter_2026-09-01.md;docs/evidence/tracking/soccer_roles_labels/README.md;docs/evidence/tracking/soccer_s1_blind_verdict_2026-09-01.md;docs/evidence/tracking/soccer_s1_blind_verdict_n100_2026-09-01.md;docs/evidence/tracking/soccer_stream_packet_2026-09-02.md"
"2026-09-02T22:59:52Z","soccer_dnR5C6WLJI4","soccer","soccer_dnR5C6WLJI4","False","","","0","False","False",""
"2026-09-02T22:59:52Z","soccer_EKhrdU9bVZA","soccer","soccer_EKhrdU9bVZA","True","data/footage_corpus","soccer__soccer_EKhrdU9bVZA.mp4","1","False","False",""
"2026-09-02T22:59:52Z","soccer_GF-WteOINCc","soccer","soccer_GF-WteOINCc","False","","","0","False","False",""
"2026-09-02T22:59:52Z","soccer_HkN1E3HESS8","soccer","soccer_HkN1E3HESS8","False","","","0","False","False",""
"2026-09-02T22:59:52Z","soccer_HxBqMbI5kqQ","soccer","soccer_HxBqMbI5kqQ","False","","","0","False","True","docs/evidence/tracking/g105_recover_lost_gpu_hours_2026-09-0X.md"
"2026-09-02T22:59:52Z","soccer_JIQnnYy7qYk","soccer","soccer_JIQnnYy7qYk","False","","","0","False","False",""
"2026-09-02T22:59:52Z","soccer_JLMH7eUeJBY","soccer","soccer_JLMH7eUeJBY","False","","","0","False","False",""
"2026-09-02T22:59:52Z","soccer_kSgNjoaqCpI","soccer","soccer_kSgNjoaqCpI","True","data/footage_corpus","soccer__soccer_kSgNjoaqCpI_1080p.mp4","1","False","True","docs/evidence/tracking/TRACKING_GAPS_2026-09-01.md;docs/evidence/tracking/gapfinder_2026-09-02/highres_copies_never_tracked.md"
"2026-09-02T22:59:52Z","soccer_lv2CukQcR5s","soccer","soccer_lv2CukQcR5s","False","","","0","False","False",""
"2026-09-02T22:59:52Z","soccer_Pbyn08kfhXY","soccer","soccer_Pbyn08kfhXY","False","","","0","False","False",""
"2026-09-02T22:59:52Z","soccer_QIpZ1pad73w","soccer","soccer_QIpZ1pad73w","False","","","0","False","False",""
"2026-09-02T22:59:52Z","soccer_y0-6FHIaiZA","soccer","soccer_y0-6FHIaiZA","False","","","0","False","False",""
"2026-09-02T22:59:52Z","soccer_-YbZsM26GDI","soccer","soccer_-YbZsM26GDI","False","","","0","False","False",""
"2026-09-02T22:59:52Z","soccer_Z6NTDyxcODs","soccer","soccer_Z6NTDyxcODs","False","","","0","False","False",""
"2026-09-02T22:59:52Z","tennis_01","tennis","tennis_01","False","","","0","False","True","docs/evidence/tracking/TENNIS_STATE_OF_KNOWLEDGE_2026-09-02.md;docs/evidence/tracking/TRACKING_GAPS_2026-09-01.md;docs/evidence/tracking/daemon_endtoend_verdict_census_2026-09-02.md;docs/evidence/tracking/g114_tennis_coordinate_declaration_2026-09-02.md;docs/evidence/tracking/g38_tennis_jump_diagnosis_2026-09-02.md;docs/evidence/tracking/g42_tennis_collapse_cause_2026-09-02.md;docs/evidence/tracking/g57_tennis_solver_generalization_2026-09-02.md;docs/evidence/tracking/g71_rejected_code_table_census_2026-09-02.md;docs/evidence/tracking/gapfinder_2026-09-02/ball_rows_absent.md;docs/evidence/tracking/jump_p95_gap_bridging_2026-09-01.md"
"2026-09-02T22:59:52Z","tennis_02","tennis","tennis_02","False","","","0","False","True","docs/evidence/tracking/TENNIS_STATE_OF_KNOWLEDGE_2026-09-02.md;docs/evidence/tracking/TRACKING_GAPS_2026-09-01.md;docs/evidence/tracking/daemon_endtoend_verdict_census_2026-09-02.md;docs/evidence/tracking/g114_tennis_coordinate_declaration_2026-09-02.md;docs/evidence/tracking/g34_view_share_and_denominator_2026-09-02.md;docs/evidence/tracking/g35_gapfinder_2026-09-02.md;docs/evidence/tracking/g38_tennis_jump_diagnosis_2026-09-02.md;docs/evidence/tracking/g38b_jump_cause_2026-09-02.md;docs/evidence/tracking/g39_ball_projection_diagnosis_2026-09-02.md;docs/evidence/tracking/g42_tennis_collapse_cause_2026-09-02.md;docs/evidence/tracking/g45_ball_projection_guard_2026-09-02.md;docs/evidence/tracking/g46_court_scale_premise_2026-09-02.md;docs/evidence/tracking/g66_player_candidate_labels_2026-09-02.md;docs/evidence/tracking/g71_rejected_code_table_census_2026-09-02.md;docs/evidence/tracking/g82_jump_statistic_limit_2026-09-02.md"
"2026-09-02T22:59:52Z","tennis_03","tennis","tennis_03","False","","","0","False","True","docs/evidence/tracking/TENNIS_STATE_OF_KNOWLEDGE_2026-09-02.md;docs/evidence/tracking/TRACKING_GAPS_2026-09-01.md;docs/evidence/tracking/daemon_endtoend_verdict_census_2026-09-02.md;docs/evidence/tracking/g114_tennis_coordinate_declaration_2026-09-02.md;docs/evidence/tracking/g34_view_share_and_denominator_2026-09-02.md;docs/evidence/tracking/g35_gapfinder_2026-09-02.md;docs/evidence/tracking/g38_tennis_jump_diagnosis_2026-09-02.md;docs/evidence/tracking/g38b_jump_cause_2026-09-02.md;docs/evidence/tracking/g39_ball_projection_diagnosis_2026-09-02.md;docs/evidence/tracking/g42_tennis_collapse_cause_2026-09-02.md;docs/evidence/tracking/g45_ball_projection_guard_2026-09-02.md;docs/evidence/tracking/g71_rejected_code_table_census_2026-09-02.md;docs/evidence/tracking/jump_p95_gap_bridging_2026-09-01.md"
"2026-09-02T22:59:52Z","tennis_04","tennis","tennis_04","False","","","0","False","True","docs/evidence/tracking/TENNIS_STATE_OF_KNOWLEDGE_2026-09-02.md;docs/evidence/tracking/TRACKING_GAPS_2026-09-01.md;docs/evidence/tracking/daemon_endtoend_verdict_census_2026-09-02.md;docs/evidence/tracking/g114_tennis_coordinate_declaration_2026-09-02.md;docs/evidence/tracking/g34_view_share_and_denominator_2026-09-02.md;docs/evidence/tracking/g35_gapfinder_2026-09-02.md;docs/evidence/tracking/g38_tennis_jump_diagnosis_2026-09-02.md;docs/evidence/tracking/g38b_jump_cause_2026-09-02.md;docs/evidence/tracking/g39_ball_projection_diagnosis_2026-09-02.md;docs/evidence/tracking/g42_tennis_collapse_cause_2026-09-02.md;docs/evidence/tracking/g45_ball_projection_guard_2026-09-02.md;docs/evidence/tracking/g50b_null_degenerate_metrics_2026-09-02.md;docs/evidence/tracking/g71_rejected_code_table_census_2026-09-02.md;docs/evidence/tracking/g80_insufficient_data_verdict_2026-09-02.md;docs/evidence/tracking/jump_p95_gap_bridging_2026-09-01.md"
"2026-09-02T22:59:52Z","tennis_05","tennis","tennis_05","False","","","0","False","True","docs/evidence/tracking/TENNIS_STATE_OF_KNOWLEDGE_2026-09-02.md;docs/evidence/tracking/TRACKING_GAPS_2026-09-01.md;docs/evidence/tracking/daemon_endtoend_verdict_census_2026-09-02.md;docs/evidence/tracking/g114_tennis_coordinate_declaration_2026-09-02.md;docs/evidence/tracking/g34_view_share_and_denominator_2026-09-02.md;docs/evidence/tracking/g35_gapfinder_2026-09-02.md;docs/evidence/tracking/g38_tennis_jump_diagnosis_2026-09-02.md;docs/evidence/tracking/g38b_jump_cause_2026-09-02.md;docs/evidence/tracking/g39_ball_projection_diagnosis_2026-09-02.md;docs/evidence/tracking/g42_tennis_collapse_cause_2026-09-02.md;docs/evidence/tracking/g45_ball_projection_guard_2026-09-02.md;docs/evidence/tracking/g46_court_scale_premise_2026-09-02.md;docs/evidence/tracking/g57_tennis_solver_generalization_2026-09-02.md;docs/evidence/tracking/g66_player_candidate_labels_2026-09-02.md;docs/evidence/tracking/g71_rejected_code_table_census_2026-09-02.md;docs/evidence/tracking/g82_jump_statistic_limit_2026-09-02.md"
"2026-09-02T22:59:52Z","tennis_06","tennis","tennis_06","True","data/footage_corpus","tennis__tennis_06.mp4","1","True","True","docs/evidence/tracking/TENNIS_STATE_OF_KNOWLEDGE_2026-09-02.md;docs/evidence/tracking/TRACKING_GAPS_2026-09-01.md;docs/evidence/tracking/g109_eligible_table_census_2026-09-02.md;docs/evidence/tracking/g35_gapfinder_2026-09-02.md;docs/evidence/tracking/g42_tennis_collapse_cause_2026-09-02.md;docs/evidence/tracking/g46_court_scale_premise_2026-09-02.md;docs/evidence/tracking/g55_timeout_budget_2026-09-02.md;docs/evidence/tracking/g57_tennis_solver_generalization_2026-09-02.md;docs/evidence/tracking/g60_clay_horizontals_2026-09-02.md;docs/evidence/tracking/g71_rejected_code_table_census_2026-09-02.md"
"2026-09-02T22:59:52Z","tennis_07","tennis","tennis_07","True","data/footage_corpus","tennis__tennis_07.mp4","1","True","True","docs/evidence/tracking/TENNIS_STATE_OF_KNOWLEDGE_2026-09-02.md;docs/evidence/tracking/TRACKING_GAPS_2026-09-01.md;docs/evidence/tracking/daemon_endtoend_verdict_census_2026-09-02.md;docs/evidence/tracking/g109_eligible_table_census_2026-09-02.md;docs/evidence/tracking/g114_tennis_coordinate_declaration_2026-09-02.md;docs/evidence/tracking/g35_gapfinder_2026-09-02.md;docs/evidence/tracking/g42_tennis_collapse_cause_2026-09-02.md;docs/evidence/tracking/g50b_null_degenerate_metrics_2026-09-02.md;docs/evidence/tracking/g55_timeout_budget_2026-09-02.md;docs/evidence/tracking/g57_tennis_solver_generalization_2026-09-02.md;docs/evidence/tracking/g71_rejected_code_table_census_2026-09-02.md;docs/evidence/tracking/g80_insufficient_data_verdict_2026-09-02.md;docs/evidence/tracking/synthcal_w7_verdict_2026-09-01.md"
"2026-09-02T22:59:52Z","tennis_08","tennis","tennis_08","True","data/footage_corpus","tennis__tennis_08.mp4","1","True","True","docs/evidence/tracking/TRACKING_GAPS_2026-09-01.md;docs/evidence/tracking/daemon_endtoend_verdict_census_2026-09-02.md;docs/evidence/tracking/g107_jump_statistic_policy_2026-09-02.md;docs/evidence/tracking/g42_tennis_collapse_cause_2026-09-02.md;docs/evidence/tracking/g55_timeout_budget_2026-09-02.md;docs/evidence/tracking/g57_tennis_solver_generalization_2026-09-02.md;docs/evidence/tracking/g71_rejected_code_table_census_2026-09-02.md;docs/evidence/tracking/gapfinder_2026-09-02/ball_rows_absent.md"
"2026-09-02T22:59:52Z","tennis_09","tennis","tennis_09","True","data/footage_corpus","tennis__tennis_09.mp4","1","False","True","docs/evidence/tracking/TENNIS_STATE_OF_KNOWLEDGE_2026-09-02.md;docs/evidence/tracking/TRACKING_DAY1_EXECUTION_PLAN_2026-09-04.md;docs/evidence/tracking/TRACKING_GAPS_2026-09-01.md;docs/evidence/tracking/daemon_endtoend_verdict_census_2026-09-02.md;docs/evidence/tracking/g109_eligible_table_census_2026-09-02.md;docs/evidence/tracking/g34_view_share_and_denominator_2026-09-02.md;docs/evidence/tracking/g35_gapfinder_2026-09-02.md;docs/evidence/tracking/g38b_jump_cause_2026-09-02.md;docs/evidence/tracking/g42_tennis_collapse_cause_2026-09-02.md;docs/evidence/tracking/g48_sampling_interval_2026-09-02.md;docs/evidence/tracking/g50b_null_degenerate_metrics_2026-09-02.md;docs/evidence/tracking/g55_timeout_budget_2026-09-02.md;docs/evidence/tracking/g57_tennis_solver_generalization_2026-09-02.md;docs/evidence/tracking/g60_clay_horizontals_2026-09-02.md;docs/evidence/tracking/g65_ball_label_set_2026-09-02.md;docs/evidence/tracking/g66_player_candidate_labels_2026-09-02.md;docs/evidence/tracking/g70_player_vs_bystander_2026-09-02.md;docs/evidence/tracking/g71_rejected_code_table_census_2026-09-02.md;docs/evidence/tracking/g80_insufficient_data_verdict_2026-09-02.md;docs/evidence/tracking/g85_ball_label_consistency_2026-09-02.md;docs/evidence/tracking/g85_consistency/README.md;docs/evidence/tracking/g90_jump_max_reader_survey_2026-09-02.md;docs/evidence/tracking/g92_ball_criterion_calibration_2026-09-02.md;docs/evidence/tracking/g92_criterion/README.md;docs/evidence/tracking/g96_jump_flip_adjudication_2026-09-02.md;docs/evidence/tracking/g98_ball_metrics/step0_identity_check.md;docs/evidence/tracking/g98_ball_recall_precision_2026-09-02.md;docs/evidence/tracking/tennis_camera_lock_honest_measurement_2026-09-01.md;docs/evidence/tracking/tennis_player_select_2026-09-02.md"
"2026-09-02T22:59:52Z","tennis_10","tennis","tennis_10","True","data/footage_corpus","tennis__tennis_10.mp4","1","False","True","docs/evidence/tracking/TENNIS_STATE_OF_KNOWLEDGE_2026-09-02.md;docs/evidence/tracking/TRACKING_DAY1_EXECUTION_PLAN_2026-09-04.md;docs/evidence/tracking/TRACKING_GAPS_2026-09-01.md;docs/evidence/tracking/daemon_endtoend_verdict_census_2026-09-02.md;docs/evidence/tracking/g105_recover_lost_gpu_hours_2026-09-0X.md;docs/evidence/tracking/g107_jump_statistic_policy_2026-09-02.md;docs/evidence/tracking/g34_view_share_and_denominator_2026-09-02.md;docs/evidence/tracking/g35_gapfinder_2026-09-02.md;docs/evidence/tracking/g38b_jump_cause_2026-09-02.md;docs/evidence/tracking/g42_tennis_collapse_cause_2026-09-02.md;docs/evidence/tracking/g48_sampling_interval_2026-09-02.md;docs/evidence/tracking/g57_tennis_solver_generalization_2026-09-02.md;docs/evidence/tracking/g60_clay_horizontals_2026-09-02.md;docs/evidence/tracking/g65_ball_label_set_2026-09-02.md;docs/evidence/tracking/g66_player_candidate_labels_2026-09-02.md;docs/evidence/tracking/g70_player_vs_bystander_2026-09-02.md;docs/evidence/tracking/g71_rejected_code_table_census_2026-09-02.md;docs/evidence/tracking/g85_ball_label_consistency_2026-09-02.md;docs/evidence/tracking/g85_consistency/README.md;docs/evidence/tracking/g90_jump_max_reader_survey_2026-09-02.md;docs/evidence/tracking/g92_ball_criterion_calibration_2026-09-02.md;docs/evidence/tracking/g92_criterion/README.md;docs/evidence/tracking/g96_jump_flip_adjudication_2026-09-02.md;docs/evidence/tracking/g98_ball_metrics/step0_identity_check.md;docs/evidence/tracking/g98_ball_recall_precision_2026-09-02.md;docs/evidence/tracking/tennis_player_select_2026-09-02.md"
"2026-09-02T22:59:52Z","tennis_3x3eEWCZmWQ","tennis","tennis_3x3eEWCZmWQ","True","data/footage_corpus","tennis__tennis_3x3eEWCZmWQ.mp4","1","True","True","docs/evidence/tracking/TENNIS_STATE_OF_KNOWLEDGE_2026-09-02.md;docs/evidence/tracking/TRACKING_GAPS_2026-09-01.md;docs/evidence/tracking/g107_jump_statistic_policy_2026-09-02.md;docs/evidence/tracking/g39_ball_projection_diagnosis_2026-09-02.md;docs/evidence/tracking/g42_tennis_collapse_cause_2026-09-02.md;docs/evidence/tracking/g46_court_scale_premise_2026-09-02.md;docs/evidence/tracking/g57_tennis_solver_generalization_2026-09-02.md;docs/evidence/tracking/g71_rejected_code_table_census_2026-09-02.md;docs/evidence/tracking/gapfinder_2026-09-02/ball_rows_absent.md;docs/evidence/tracking/reingest_720p_2026-09-02.md"
"2026-09-02T22:59:52Z","tennis_459iho5_AFs","tennis","tennis_459iho5_AFs","True","data/footage_corpus","tennis__tennis_459iho5_AFs.mp4","1","False","True","docs/evidence/tracking/TENNIS_STATE_OF_KNOWLEDGE_2026-09-02.md;docs/evidence/tracking/TRACKING_GAPS_2026-09-01.md;docs/evidence/tracking/g35_gapfinder_2026-09-02.md;docs/evidence/tracking/g42_tennis_collapse_cause_2026-09-02.md;docs/evidence/tracking/g44_ball_detectability_limit_2026-09-02.md;docs/evidence/tracking/g46_court_scale_premise_2026-09-02.md;docs/evidence/tracking/g57_tennis_solver_generalization_2026-09-02.md;docs/evidence/tracking/g71_rejected_code_table_census_2026-09-02.md"
"2026-09-02T22:59:52Z","tennis_nyYk2nPZAwY","tennis","tennis_nyYk2nPZAwY","True","data/footage_corpus","tennis__tennis_nyYk2nPZAwY.mp4;tennis__tennis_nyYk2nPZAwY_720p.mp4","2","True","True","docs/evidence/tracking/TRACKING_GAPS_2026-09-01.md;docs/evidence/tracking/corpus_sibling_variants_2026-09-04.md;docs/evidence/tracking/g107_jump_statistic_policy_2026-09-02.md;docs/evidence/tracking/g38b_jump_cause_2026-09-02.md;docs/evidence/tracking/g42_tennis_collapse_cause_2026-09-02.md;docs/evidence/tracking/g57_tennis_solver_generalization_2026-09-02.md;docs/evidence/tracking/g71_rejected_code_table_census_2026-09-02.md;docs/evidence/tracking/gapfinder_2026-09-02/ball_rows_absent.md;docs/evidence/tracking/gapfinder_2026-09-02/highres_copies_never_tracked.md;docs/evidence/tracking/reingest_720p_2026-09-02.md;docs/evidence/tracking/tennis_camera_lock_nyYk_720p_2026-09-01.md"
"2026-09-02T22:59:52Z","test720_4MoMewm2j-o","UNKNOWN","test720_4MoMewm2j-o","True","data/videos","test720_4MoMewm2j-o.mp4","1","False","True","docs/evidence/tracking/TRACKING_GAPS_2026-09-01.md;docs/evidence/tracking/g35_gapfinder_2026-09-02.md;docs/evidence/tracking/g74_offframe_coast_measure_2026-09-02.md"
"2026-09-02T22:59:52Z","wnba_01","wnba","wnba_01","True","data/footage_corpus","wnba__wnba_01.mp4;wnba__wnba_01_1080p.mp4","2","False","True","docs/evidence/tracking/HANDOFF_TRACKING_ACCOUNT2_2026-09-02.md;docs/evidence/tracking/TRACKING_DAY1_EXECUTION_PLAN_2026-09-04.md;docs/evidence/tracking/TRACKING_GAPS_2026-09-01.md;docs/evidence/tracking/TRACKING_LOOP_OPTIMIZATION_2026-09-02.md;docs/evidence/tracking/basketball_floor_gate_2026-09-02.md;docs/evidence/tracking/basketball_imagepx_features_2026-09-02.md;docs/evidence/tracking/basketball_imagepx_relabel_2026-09-01.md;docs/evidence/tracking/basketball_producer_fix_2026-09-01.md;docs/evidence/tracking/corpus_sibling_variants_2026-09-04.md;docs/evidence/tracking/g34_basketball_view_share_2026-09-02.md;docs/evidence/tracking/g87_paint_gate_perspective_2026-09-02.md;docs/evidence/tracking/gapfinder_2026-09-02/highres_copies_never_tracked.md"
"2026-09-02T22:59:52Z","wnba_02","wnba","wnba_02","True","data/footage_corpus","wnba__wnba_02.mp4","1","False","True","docs/evidence/tracking/TRACKING_GAPS_2026-09-01.md;docs/evidence/tracking/basketball_floor_gate_2026-09-02.md;docs/evidence/tracking/basketball_imagepx_features_2026-09-02.md;docs/evidence/tracking/basketball_producer_fix_2026-09-01.md;docs/evidence/tracking/g87_paint_gate_perspective_2026-09-02.md"
"2026-09-02T22:59:52Z","wnba_03","wnba","wnba_03","False","","","0","False","True","docs/evidence/tracking/basketball_imagepx_relabel_2026-09-01.md;docs/evidence/tracking/basketball_producer_fix_2026-09-01.md"
"2026-09-02T22:59:52Z","wnba_04","wnba","wnba_04","True","data/footage_corpus","wnba__wnba_04.mp4","1","False","True","docs/evidence/tracking/TRACKING_GAPS_2026-09-01.md;docs/evidence/tracking/basketball_floor_gate_2026-09-02.md;docs/evidence/tracking/basketball_imagepx_features_2026-09-02.md;docs/evidence/tracking/basketball_producer_fix_2026-09-01.md;docs/evidence/tracking/g74_offframe_coast_measure_2026-09-02.md;docs/evidence/tracking/g87_paint_gate_perspective_2026-09-02.md"
"2026-09-02T22:59:52Z","wnba_05","wnba","wnba_05","True","data/footage_corpus","wnba__wnba_05.mp4","1","False","True","docs/evidence/tracking/TRACKING_GAPS_2026-09-01.md;docs/evidence/tracking/basketball_floor_gate_2026-09-02.md;docs/evidence/tracking/basketball_imagepx_features_2026-09-02.md;docs/evidence/tracking/basketball_producer_fix_2026-09-01.md;docs/evidence/tracking/g87_paint_gate_perspective_2026-09-02.md"
"2026-09-02T22:59:52Z","wnba_06","UNKNOWN","wnba_06","True","data/footage_bridge","wnba__wnba_06.mp4","1","False","True","docs/evidence/tracking/basketball_imagepx_relabel_2026-09-01.md"
"2026-09-02T22:59:52Z","wnba_kangps_g1","wnba","wnba_kangps_g1","False","","","0","False","True","docs/evidence/tracking/basketball_imagepx_relabel_2026-09-01.md;docs/evidence/tracking/basketball_producer_fix_2026-09-01.md"
"2026-09-02T22:59:52Z","wnba_kangps_g2","wnba","wnba_kangps_g2","False","","","0","False","True","docs/evidence/tracking/basketball_imagepx_relabel_2026-09-01.md;docs/evidence/tracking/basketball_producer_fix_2026-09-01.md;docs/evidence/tracking/g50b_null_degenerate_metrics_2026-09-02.md;docs/evidence/tracking/g80_insufficient_data_verdict_2026-09-02.md"
