game_id,possession_id,team,start_frame,end_frame,duration_frames,duration_sec,avg_spacing,avg_defensive_pressure,avg_vel_toward_basket,drive_attempts,shot_attempted,shot_frame,fast_break,play_type,result,outcome_score,pass_count,screen_count,drive_count,cut_count,lineup_id,max_paint_touches,avg_off_ball_distance,min_shot_clock_est,dominant_zone,transition_time_sec,offensive_rebound_poss,pbp_play_type,pbp_score_home,pbp_score_away,pbp_period,pbp_matched,score_diff,source
0022401175,73,NYK,66006,125765,59760,1993.99,69.8,,-4.36,0,0,,0,cut,unknown,,0,3,0,20,29,0,,0.0,3pt_arc,,0,,,,,False,-4,
0022401175,124,CLE,126456,232073,105618,3524.12,31.8,384.2,0.29,5,1,210885,0,fast_break,unknown,,2,6,0,80,86,0,5435.0,0.0,3pt_arc,,0,,,,,False,-4,
0022401175,303,NYK,351858,450230,98373,3282.38,98.6,290.3,-11.24,0,1,381528,0,fast_break,unknown,,8,1,0,1,147,0,119.6,0.0,paint,,0,,,,,False,-4,
,,NYK,359,719,,12.0,,,,,,,,,missed_fg,0,,,,,,,,,,,,missed_fg,,,1,True,,pbp_fill
,,CLE,689,1048,,12.0,,,,,,,,,made_fg,2,,,,,,,,,,,,made_fg,,,1,True,,pbp_fill
,,NYK,1138,1498,,12.0,,,,,,,,,made_fg,2,,,,,,,,,,,,made_fg,,,1,True,,pbp_fill
,,CLE,1768,2127,,12.0,,,,,,,,,missed_fg,0,,,,,,,,,,,,missed_fg,,,1,True,,pbp_fill
,,NYK,2097,2457,,12.0,,,,,,,,,missed_fg,0,,,,,,,,,,,,missed_fg,,,1,True,,pbp_fill
,,NYK,2367,2727,,12.0,,,,,,,,,made_fg,2,,,,,,,,,,,,made_fg,,,1,True,,pbp_fill
,,CLE,2667,3026,,12.0,,,,,,,,,made_fg,2,,,,,,,,,,,,made_fg,,,1,True,,pbp_fill
,,NYK,3446,3806,,12.0,,,,,,,,,made_fg,2,,,,,,,,,,,,made_fg,,,1,True,,pbp_fill
,,CLE,4015,4375,,12.0,,,,,,,,,turnover,0,,,,,,,,,,,,turnover,,,1,True,,pbp_fill
,,NYK,5004,5364,,12.0,,,,,,,,,missed_fg,0,,,,,,,,,,,,missed_fg,,,1,True,,pbp_fill
,,CLE,6173,6533,,12.0,,,,,,,,,missed_fg,0,,,,,,,,,,,,missed_fg,,,1,True,,pbp_fill
,,NYK,6503,6863,,12.0,,,,,,,,,made_fg,2,,,,,,,,,,,,made_fg,,,1,True,,pbp_fill
,,CLE,6893,7252,,12.0,,,,,,,,,turnover,0,,,,,,,,,,,,turnover,,,1,True,,pbp_fill
,,NYK,7372,7732,,12.0,,,,,,,,,made_fg,2,,,,,,,,,,,,made_fg,,,1,True,,pbp_fill
,,NYK,8781,9140,,12.0,,,,,,,,,missed_fg,0,,,,,,,,,,,,missed_fg,,,1,True,,pbp_fill
,,NYK,8931,9290,,12.0,,,,,,,,,made_fg,2,,,,,,,,,,,,made_fg,,,1,True,,pbp_fill
,,CLE,9410,9770,,12.0,,,,,,,,,made_fg,2,,,,,,,,,,,,made_fg,,,1,True,,pbp_fill
