frame,timestamp,player_id,team,x_position,y_position,x_norm,y_norm,velocity,acceleration,direction_deg,court_zone,ball_possession,distance_to_ball,nearest_opponent,nearest_teammate,event,team_spacing,spacing_hull_area,team_centroid_x,team_centroid_y,paint_count_own,paint_count_opp,possession_side,handler_isolation,bbox_x1,bbox_y1,bbox_x2,bbox_y2,ball_x2d,ball_y2d,ball_velocity,distance_to_basket,vel_toward_basket,drive_flag,ft_x,ft_y,dist_to_basket_ft,fast_break_flag,possession_id,possession_duration,confidence,play_type,paint_touches,off_ball_distance,shot_clock_est,scoreboard_shot_clock,scoreboard_game_clock,scoreboard_period,scoreboard_score_diff,scoreboard_confidence,possession_duration_sec,possession_type,ankle_x,ankle_y,contest_arm_angle,jump_detected,dribble_hand,ball_shot_arc_angle,ball_peak_height_px,ball_pass_speed_pxpf,player_name,jersey_number,team_abbrev,dribble_count,lineup_id,homography_valid,acceleration_mean_30,velocity_std_30,acceleration_mean_90,velocity_std_90,acceleration_mean_150,velocity_std_150,acceleration_std_90,defender_dist_mean_30,defender_dist_mean_90,defender_dist_mean_150,defender_dist_min_90,contested_fraction_90,off_ball_dist_mean_90,off_ball_dist_mean_150,off_ball_dist_std_90,paint_pressure_90,paint_pressure_opp_90,shot_selection_shift,velocity_ewma,velocity_mean_30,velocity_max_30,dist_traveled_30,possession_pct_30,velocity_mean_90,velocity_max_90,dist_traveled_90,possession_pct_90,velocity_mean_150,velocity_max_150,dist_traveled_150,possession_pct_150,shots_90,passes_90,dribbles_90,possession_run,team_velocity_mean,opp_velocity_mean,spacing_advantage,dist_to_basket_mean_30,vel_toward_basket_mean_30,drive_rate_30,dist_to_basket_mean_90,vel_toward_basket_mean_90,drive_rate_90,dist_to_basket_mean_150,vel_toward_basket_mean_150,drive_rate_150,shot_quality_proxy,turnover_flag,pace_30,pick_roll_proxy,possessions_est,shots_per100,passes_per100,dribbles_per100,dist_per100_30,dist_per100_90,dist_per100_150,contest_arm_mean_30,jump_shot_flag,shot_quality_pose,bbref_bpm,bbref_vorp,bbref_ws,bbref_ws_per_48,hustle_deflections_pg,hustle_charges_pg,hustle_contested_shots,on_off_diff,on_court_net_rtg,synergy_iso_ppp,synergy_pnr_ppp,synergy_spotup_ppp,injury_status_multiplier,contract_year_flag,cap_hit_pct,contested_shot_pct,catch_and_shoot_pct,pull_up_pct,avg_defender_dist,elo_home,elo_away,elo_diff,opp_def_rtg_trend,home_away_pts_delta,home_away_reb_delta,home_away_ast_delta,drive_finish_rate,drive_foul_rate,drive_kickout_rate,drive_tov_rate
363,12.112,6,white,2455,686,0.7212,0.4009,0.0,0.0,0.0,3pt_arc,0,,,,none,,0.0,2455.0,686.0,0,0,,,200.0,490.0,269.0,567.0,,,0.0,813.7,0.0,0,67.79,20.05,21.53,0,92,0,1.0,unclassified,0,0.0,24.0,,,0,0,0.0,9.11,half_court,,,0.0,0,unknown,-34.498147489766346,330.37547142895573,0.3333333333333333,Jordan Clarkson,,CLE,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,,,813.7,0.0,0.0,813.7,0.0,0.0,813.7,0.0,0.0,0.0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-1.5,0.1,0.4,0.021,0.04,0.0,2,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0918,0.0,0.0,0.0,0.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.35,0.25,0.28,0.12
366,12.212,6,white,2455,686,0.7212,0.4009,0.0,0.0,0.0,3pt_arc,0,,,,none,,0.0,2455.0,686.0,0,0,,,200.0,490.0,269.0,567.0,,,0.0,813.7,0.0,0,67.79,20.05,21.53,0,93,0,0.933,unclassified,0,0.0,24.0,,,0,0,0.0,9.21,half_court,,,0.0,0,unknown,-26.09873117896359,331.2477984601399,0.4714045207910317,Jordan Clarkson,,CLE,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,,,813.7,0.0,0.0,813.7,0.0,0.0,813.7,0.0,0.0,0.0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-1.5,0.1,0.4,0.021,0.04,0.0,2,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0918,0.0,0.0,0.0,0.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.35,0.25,0.28,0.12
369,12.312,6,white,2455,686,0.7212,0.4009,0.0,0.0,0.0,3pt_arc,0,,,,none,,0.0,2455.0,686.0,0,0,,,200.0,490.0,269.0,567.0,,,0.0,813.7,0.0,0,67.79,20.05,21.53,0,94,0,0.867,unclassified,0,0.0,24.0,,,0,0,0.0,9.31,half_court,,,0.0,0,unknown,-18.511858099438204,350.6623982439441,0.3333333333333333,Jordan Clarkson,,CLE,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,,,813.7,0.0,0.0,813.7,0.0,0.0,813.7,0.0,0.0,0.0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-1.5,0.1,0.4,0.021,0.04,0.0,2,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0918,0.0,0.0,0.0,0.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.35,0.25,0.28,0.12
372,12.412,6,white,2455,686,0.7212,0.4009,0.0,0.0,0.0,3pt_arc,0,,,,none,,0.0,2455.0,686.0,0,0,,,200.0,490.0,269.0,567.0,,,0.0,813.7,0.0,0,67.79,20.05,21.53,0,95,0,0.8,unclassified,0,0.0,24.0,,,0,0,0.0,9.41,half_court,,,0.0,0,unknown,-10.13274719300694,327.4730438075808,0.3333333333333333,Jordan Clarkson,,CLE,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,,,813.7,0.0,0.0,813.7,0.0,0.0,813.7,0.0,0.0,0.0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-1.5,0.1,0.4,0.021,0.04,0.0,2,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0918,0.0,0.0,0.0,0.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.35,0.25,0.28,0.12
375,12.513,6,white,2455,686,0.7212,0.4009,0.0,0.0,0.0,3pt_arc,0,,,,none,,0.0,2455.0,686.0,0,0,,,200.0,490.0,269.0,567.0,,,0.0,813.7,0.0,0,67.79,20.05,21.53,0,96,0,0.733,unclassified,0,0.0,24.0,,,0,0,0.0,9.51,half_court,,,0.0,0,unknown,1.0989293867903975,329.2047429960404,0.3333333333333333,Jordan Clarkson,,CLE,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,,,813.7,0.0,0.0,813.7,0.0,0.0,813.7,0.0,0.0,0.0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-1.5,0.1,0.4,0.021,0.04,0.0,2,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0918,0.0,0.0,0.0,0.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.35,0.25,0.28,0.12
378,12.613,6,white,2455,686,0.7212,0.4009,0.0,0.0,0.0,3pt_arc,0,,,,none,,0.0,2455.0,686.0,0,0,,,200.0,490.0,269.0,567.0,,,0.0,813.7,0.0,0,67.79,20.05,21.53,0,97,0,0.667,unclassified,0,0.0,24.0,,,0,0,0.0,9.61,half_court,,,0.0,0,unknown,-3.732639687718723,329.1628449556001,0.0,Jordan Clarkson,,CLE,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,,,813.7,0.0,0.0,813.7,0.0,0.0,813.7,0.0,0.0,0.0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-1.5,0.1,0.4,0.021,0.04,0.0,2,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0918,0.0,0.0,0.0,0.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.35,0.25,0.28,0.12
381,12.713,6,white,2455,686,0.7212,0.4009,0.0,0.0,0.0,3pt_arc,0,,,,none,,0.0,2247.0,354.0,0,0,,,200.0,490.0,269.0,567.0,,,0.0,813.7,0.0,0,67.79,20.05,21.53,0,98,0,0.6,unclassified,0,0.0,24.0,,,0,0,0.0,9.71,half_court,,,0.0,0,unknown,-8.471896273228333,328.8287996562256,0.0,Jordan Clarkson,,CLE,0,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,,,813.7,0.0,0.0,813.7,0.0,0.0,813.7,0.0,0.0,0.0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-1.5,0.1,0.4,0.021,0.04,0.0,2,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0918,0.0,0.0,0.0,0.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.35,0.25,0.28,0.12
381,12.713,7,white,2039,22,0.599,0.0129,0.0,0.0,0.0,mid_range,0,,,,none,,0.0,2247.0,354.0,0,0,,,43.0,496.0,115.0,573.0,,,0.0,1470.8,0.0,0,56.31,0.64,40.57,0,98,0,1.0,unclassified,0,0.0,24.0,,,0,0,0.0,9.71,half_court,,,0.0,0,unknown,-8.471896273228333,328.8287996562256,0.0,CLE#?,,CLE,0,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,,,1470.8,0.0,0.0,1470.8,0.0,0.0,1470.8,0.0,0.0,0.0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.35,0.25,0.28,0.12
384,12.813,6,white,2455,686,0.7212,0.4009,0.0,0.0,0.0,3pt_arc,0,,,,none,,0.0,2247.5,354.0,0,0,,,200.0,490.0,269.0,567.0,,,0.0,813.7,0.0,0,67.79,20.05,21.53,0,99,0,0.533,unclassified,0,0.0,24.0,,,0,0,0.0,9.81,half_court,,,0.0,0,unknown,-2.8005201351924627,329.72479050277616,0.6666666666666666,Jordan Clarkson,,CLE,0,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.16,,,813.7,0.0,0.0,813.7,0.0,0.0,813.7,0.0,0.0,0.0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-1.5,0.1,0.4,0.021,0.04,0.0,2,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0918,0.0,0.0,0.0,0.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.35,0.25,0.28,0.12
384,12.813,7,white,2040,22,0.5993,0.0129,0.33,0.33,0.0,mid_range,0,,,,none,,0.0,2247.5,354.0,0,0,,,43.0,496.0,115.0,573.0,,,0.0,1470.0,0.27,0,56.33,0.64,40.55,0,99,0,0.933,unclassified,0,0.0,24.0,,,0,0,0.0,9.81,half_court,,,0.0,0,unknown,-2.8005201351924627,329.72479050277616,0.6666666666666666,CLE#?,,CLE,0,3,1,0.165,0.233,0.165,0.233,0.165,0.233,0.233,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.165,0.16,0.33,0.3,0.0,0.16,0.33,0.3,0.0,0.16,0.33,0.3,0.0,0,0,0,0,0.16,,,1470.4,0.14,0.0,1470.4,0.14,0.0,1470.4,0.14,0.0,0.0,0,0.0,0,1,0.0,0.0,0.0,30.0,30.0,30.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.35,0.25,0.28,0.12
