game_id,possession_id,team,start_frame,end_frame,duration_frames,duration_sec,avg_spacing,avg_defensive_pressure,avg_vel_toward_basket,drive_attempts,shot_attempted,shot_frame,fast_break,play_type,result,outcome_score,pass_count,screen_count,drive_count,cut_count,lineup_id,max_paint_touches,avg_off_ball_distance,min_shot_clock_est,dominant_zone,transition_time_sec,offensive_rebound_poss
0022401175,45,CLE,65832,65984,153,5.11,,104.6,1.73,6,1,65844,0,hand_off,,,2,2,0,4,10,1,137.2,19.0,backcourt,,0
0022401175,47,CLE,66030,93338,27309,911.21,,191.2,,0,0,,0,hand_off,,,0,0,0,1,12,1,,0.0,mid_range,,0
0022401175,48,NYK,93339,125936,32598,1087.69,,308.0,,0,0,,0,transition,,,1,0,0,0,9,1,,0.0,backcourt,,0
0022401175,49,CLE,125937,211403,85467,2851.75,,118.9,,0,1,126501,0,transition,,,2,0,0,0,8,1,,0.0,backcourt,,0
0022401175,51,CLE,211428,211583,156,5.21,,160.7,,0,0,,0,transition,,,0,0,0,0,5,0,,18.9,mid_range,,0
0022401175,52,NYK,211584,211643,60,2.0,,114.6,,0,1,211605,0,transition,,,0,0,0,0,4,0,,22.1,backcourt,,0
0022401175,53,CLE,211644,212165,522,17.42,,162.1,,0,1,212115,0,hand_off,,,4,0,0,0,59,0,,6.7,mid_range,,0
0022401175,110,CLE,212334,248726,36393,1214.31,,161.6,,0,1,231864,0,hand_off,,,0,0,0,0,4,0,,0.0,mid_range,,0
0022401175,152,NYK,272430,351836,79407,2649.55,,59.3,,0,0,,0,transition,,,0,0,0,0,98,0,,0.0,backcourt,,0
0022401175,153,CLE,351837,450230,98394,3283.08,,134.4,,0,0,,0,hand_off,,,0,0,0,0,22,0,,0.0,mid_range,,0
