game_id,shot_id,frame,timestamp,player_id,player_name,team,x_position,y_position,x_norm,y_norm,court_zone,defender_distance,defender_dist_norm,team_spacing,possession_id,possession_duration,made,shot_clock,contest_arm_angle,closeout_speed,fatigue_proxy,dribble_count,ball_shot_arc_angle,catch_and_shoot,shot_distance,second_chance,shot_creation
0022401175,1,65844,2196.995,8,,CLE,1926,1678,0.5658,0.9807,backcourt,8.6,0.0025,0.0,45,5,,,0.0,,236.3,0,,1,1559.4,0,catch_and_shoot
0022401175,2,126501,4220.917,9,CLE#?,CLE,1832,1633,0.5382,0.9544,backcourt,74.8,0.022,0.0,49,39,,,0.924259931587135,,3.2,0,-85.10721129097801,1,1617.9,0,catch_and_shoot
0022401175,3,126822,4231.627,9,CLE#?,CLE,1832,1633,0.5382,0.9544,backcourt,74.8,0.022,0.0,49,56,,,0.0,,3.2,0,-1.6513795294702582,1,1617.9,1,catch_and_shoot
0022401175,4,211035,7041.534,9,CLE#?,CLE,1832,1633,0.5382,0.9544,backcourt,84.8,0.0249,0.0,49,137,,,0.051805017167268964,,3.2,0,-85.12678767332439,1,1617.9,1,catch_and_shoot
0022401175,5,211605,7060.553,1,CLE#?,NYK,1912,1605,0.5617,0.938,backcourt,108.7,0.0319,0.0,52,8,,,0.0,,1459.7,0,-24.992304430870558,1,1534.3,0,catch_and_shoot
0022401175,6,212115,7077.57,6,Jose Alvarado,CLE,1981,1521,0.582,0.889,mid_range,108.7,0.0319,0.0,53,158,,,0.009633911341015487,,972.7,0,75.74011457064195,1,1433.6,0,catch_and_shoot
0022401175,7,231864,7736.529,6,Jose Alvarado,CLE,1981,1521,0.582,0.889,mid_range,186.4,0.0548,0.0,110,91,,,0.0,,972.7,0,-38.348373531176584,1,1433.6,0,catch_and_shoot
0022401175,8,232104,7744.537,8,CLE#?,CLE,1891,1700,0.5555,0.9936,backcourt,200.4,0.0589,0.0,110,141,,,0.0,,883.4,0,-88.75321233830219,1,1600.7,1,catch_and_shoot
0022401175,9,248310,8285.277,8,CLE#?,CLE,1891,1700,0.5555,0.9936,backcourt,97.3,0.0286,0.0,110,143,,,0.0,,883.4,0,-88.75321233830219,1,1600.7,1,catch_and_shoot
0022401175,10,248670,8297.289,8,CLE#?,CLE,1891,1700,0.5555,0.9936,backcourt,89.3,0.0262,0.0,110,173,,,0.0,,883.4,0,-88.75321233830219,1,1600.7,1,catch_and_shoot
