frame,timestamp,player_id,team,x_position,y_position,x_norm,y_norm,velocity,acceleration,direction_deg,court_zone,ball_possession,distance_to_ball,nearest_opponent,nearest_teammate,event,team_spacing,spacing_hull_area,team_centroid_x,team_centroid_y,paint_count_own,paint_count_opp,possession_side,handler_isolation,bbox_x1,bbox_y1,bbox_x2,bbox_y2,ball_x2d,ball_y2d,ball_velocity,distance_to_basket,vel_toward_basket,drive_flag,ft_x,ft_y,dist_to_basket_ft,fast_break_flag,possession_id,possession_duration,confidence,play_type,paint_touches,off_ball_distance,shot_clock_est,scoreboard_shot_clock,scoreboard_game_clock,scoreboard_period,scoreboard_score_diff,scoreboard_confidence,possession_duration_sec,possession_type,ankle_x,ankle_y,contest_arm_angle,jump_detected,dribble_hand,ball_shot_arc_angle,ball_peak_height_px,ball_pass_speed_pxpf,player_name,jersey_number,team_abbrev,dribble_count,lineup_id,homography_valid
360,6.0,5,green,443,1658,0.1301,0.969,0.0,0.0,0.0,corner_3,0,,,,none,0.0,0.0,443.0,1658.0,0,0,,,1061,-12,1295,655,,,0.0,853.2,0.0,0,12.23,48.45,24.47,0,1,0,1.0,unclassified,0,0.0,24.0,,,,,0.0,0.0,half_court,,,0.0,0,unknown,,,0.0,,,,0,1,1
366,6.1,5,green,443,1658,0.1301,0.969,0.0,0.0,0.0,corner_3,0,,,,none,0.0,0.0,443.0,1658.0,0,0,,,1095,-8,1293,662,,,0.0,853.2,0.0,0,12.23,48.45,24.47,0,2,0,1.0,unclassified,0,0.0,24.0,,,,,0.0,0.1,half_court,,,0.0,0,unknown,,,0.0,,,,0,1,1
372,6.2,5,green,442,1658,0.1298,0.969,0.17,0.17,180.0,corner_3,0,,,,none,0.0,0.0,442.0,1658.0,0,0,,,1095,-3,1295,658,,,0.0,852.9,0.06,0,12.21,48.45,24.46,0,3,0,1.0,unclassified,0,0.0,24.0,,,,,0.0,0.2,half_court,,,0.0,0,unknown,,,0.0,,,,0,1,1
378,6.3,5,green,443,1658,0.1301,0.969,0.17,0.0,0.0,corner_3,0,,68.8,,none,0.0,0.0,443.0,1658.0,0,0,,,1097,296,1295,664,,,0.0,853.2,-0.06,0,12.23,48.45,24.47,0,4,0,1.0,unclassified,0,0.0,24.0,,,,,0.0,0.3,half_court,,,0.0,0,unknown,,,0.0,,,,0,2,1
378,6.3,6,white,495,1613,0.1454,0.9427,0.0,0.0,0.0,corner_3,0,,68.8,,none,0.0,0.0,495.0,1613.0,0,0,,,129,-12,562,622,,,0.0,831.1,0.0,0,13.67,47.14,23.68,0,4,0,1.0,unclassified,0,0.0,24.0,,,,,0.0,0.3,half_court,,,0.0,0,unknown,,,0.0,,,,0,2,1
384,6.4,5,green,443,1658,0.1301,0.969,0.0,-0.17,0.0,corner_3,0,,69.4,,none,0.0,0.0,443.0,1658.0,0,0,,,1097,326,1295,665,,,0.0,853.2,0.0,0,12.23,48.45,24.47,0,5,0,1.0,unclassified,0,0.0,24.0,,,,,0.0,0.4,half_court,,,0.0,0,unknown,,,0.0,,,,0,3,1
384,6.4,8,white,495,1612,0.1454,0.9421,0.0,0.0,0.0,corner_3,0,,69.4,,none,0.0,0.0,495.0,1612.0,0,0,,,125,-14,573,612,,,0.0,830.1,0.0,0,13.67,47.11,23.66,0,5,0,1.0,unclassified,0,0.0,24.0,,,,,0.0,0.4,half_court,,,0.0,0,unknown,,,0.0,,,,0,3,1
390,6.5,1,green,507,1605,0.1489,0.938,0.0,0.0,0.0,corner_3,0,,15.8,,none,0.0,0.0,507.0,1605.0,0,0,,,-15,-8,393,664,,,0.0,828.8,0.0,0,14.0,46.9,23.59,0,6,0,1.0,unclassified,0,0.0,24.0,,,,,0.0,0.5,half_court,,,0.0,0,unknown,,,0.0,,,,0,4,1
390,6.5,8,white,494,1614,0.1451,0.9433,0.37,0.37,116.6,corner_3,0,,15.8,,none,0.0,0.0,494.0,1614.0,0,0,,,125.0,-14.0,573.0,612.0,,,0.0,831.6,-0.24,0,13.64,47.17,23.7,0,6,0,0.933,unclassified,0,0.0,24.0,,,,,0.0,0.5,half_court,,,0.0,0,unknown,,,0.0,,,,0,4,1
396,6.6,9,white,500,1611,0.1469,0.9416,0.0,0.0,0.0,corner_3,0,,11.4,,none,0.0,0.0,500.0,1611.0,0,0,,,104,-13,451,654,,,0.0,831.3,0.0,0,13.81,47.08,23.68,0,7,0,1.0,unclassified,0,0.0,24.0,,,,,0.0,0.6,half_court,,,0.0,0,unknown,,,0.0,,,,0,5,1
396,6.6,1,green,509,1604,0.1495,0.9375,0.37,0.37,333.4,corner_3,0,,11.4,,none,0.0,0.0,509.0,1604.0,0,0,,,-20.60057,-8.457062,393.6051,663.54297,,,0.0,828.8,0.01,0,14.06,46.87,23.58,0,7,0,0.933,unclassified,0,0.0,24.0,,,,,0.0,0.6,half_court,,,0.0,0,unknown,,,0.0,,,,0,5,1
402,6.7,2,green,466,1639,0.1369,0.9579,0.0,0.0,0.0,corner_3,0,,56.2,,none,0.0,0.0,466.0,1639.0,0,0,,,353,-13,1125,664,,,0.0,843.6,0.0,0,12.87,47.9,24.13,0,8,0,1.0,unclassified,0,0.0,24.0,,,,,0.0,0.7,half_court,,,0.0,0,unknown,,,0.0,,,,0,6,1
402,6.7,6,white,510,1604,0.1498,0.9375,2.92,2.92,329.0,corner_3,0,,56.2,,none,0.0,0.0,510.0,1604.0,0,0,,,-15,22,341,664,,,0.0,829.2,0.28,0,14.08,46.87,23.59,0,8,0,1.0,unclassified,0,0.0,24.0,,,,,0.0,0.7,half_court,,,0.0,0,unknown,,,0.0,,,,0,6,1
408,6.8,9,white,504,1607,0.1481,0.9392,0.94,0.94,315.0,corner_3,0,48.8,49.0,,none,0.0,0.0,504.0,1607.0,0,0,left,49.0,90,-13,384,647,464,1635,0.0,829.4,0.32,0,13.92,46.96,23.61,0,9,1,1.0,unclassified,0,0.0,24.0,,,,,0.0,0.0,half_court,,,0.0,0,unknown,,,0.0,,,,0,7,1
408,6.8,2,green,466,1638,0.1369,0.9573,0.17,0.17,270.0,corner_3,1,3.6,49.0,,none,0.0,0.0,466.0,1638.0,0,0,left,49.0,384.4865,-13.424408,1116.8638,664.021,464,1635,0.0,842.7,0.15,0,12.87,47.87,24.1,0,9,1,0.933,unclassified,0,0.0,24.0,,,,,0.0,0.0,half_court,,,0.0,0,unknown,,,0.0,,,,0,7,1
414,6.9,2,green,466,1639,0.1369,0.9579,0.17,0.0,90.0,corner_3,1,4.0,56.9,,dribble,0.0,0.0,466.0,1639.0,0,0,left,56.9,358,-13,1129,666,462,1639,4.47,843.6,-0.15,0,12.87,47.9,24.13,0,9,2,1.0,unclassified,0,0.0,23.9,,,,,0.0,0.1,half_court,,,0.0,0,unknown,,,9.47071509678358,,,,0,6,1
414,6.9,6,white,510,1603,0.1498,0.9369,0.17,-2.75,270.0,corner_3,0,60.0,56.9,,none,0.0,0.0,510.0,1603.0,0,0,left,56.9,-15,34,336,664,462,1639,4.47,828.3,0.15,0,14.08,46.84,23.56,0,9,2,1.0,unclassified,0,0.0,23.9,,,,,0.0,0.1,half_court,,,0.0,0,unknown,,,9.47071509678358,,,,0,6,1
420,7.0,2,green,467,1639,0.1372,0.9579,0.17,0.0,0.0,corner_3,1,5.1,51.7,,dribble,0.0,0.0,467.0,1639.0,0,0,left,51.7,356,-13,1121,665,462,1638,1.0,844.0,-0.06,0,12.9,47.9,24.14,0,9,3,1.0,unclassified,0,0.0,23.8,,,,,0.0,0.2,half_court,,,0.0,0,unknown,,,0.8498365855987974,,2,,1,7,1
