draw_j,source_name,arm,endpoint,frame_index,pts_s,offset_from_endpoint
0,basketball__acb-jHcR5UxPGuE_s90.mp4,A_legacy_frame_cap_3000,last_admitted,2996,49.933333,-3
0,basketball__acb-jHcR5UxPGuE_s90.mp4,A_legacy_frame_cap_3000,last_admitted,2997,49.950000,-2
0,basketball__acb-jHcR5UxPGuE_s90.mp4,A_legacy_frame_cap_3000,last_admitted,2998,49.966667,-1
0,basketball__acb-jHcR5UxPGuE_s90.mp4,A_legacy_frame_cap_3000,last_admitted,2999,49.983333,0
0,basketball__acb-jHcR5UxPGuE_s90.mp4,A_legacy_frame_cap_3000,last_admitted,3000,50.000000,1
0,basketball__acb-jHcR5UxPGuE_s90.mp4,A_legacy_frame_cap_3000,last_admitted,3001,50.016667,2
0,basketball__acb-jHcR5UxPGuE_s90.mp4,A_legacy_frame_cap_3000,last_admitted,3002,50.033333,3
0,basketball__acb-jHcR5UxPGuE_s90.mp4,A_legacy_frame_cap_3000,first_excluded,2997,49.950000,-3
0,basketball__acb-jHcR5UxPGuE_s90.mp4,A_legacy_frame_cap_3000,first_excluded,2998,49.966667,-2
0,basketball__acb-jHcR5UxPGuE_s90.mp4,A_legacy_frame_cap_3000,first_excluded,2999,49.983333,-1
0,basketball__acb-jHcR5UxPGuE_s90.mp4,A_legacy_frame_cap_3000,first_excluded,3000,50.000000,0
0,basketball__acb-jHcR5UxPGuE_s90.mp4,A_legacy_frame_cap_3000,first_excluded,3001,50.016667,1
0,basketball__acb-jHcR5UxPGuE_s90.mp4,A_legacy_frame_cap_3000,first_excluded,3002,50.033333,2
0,basketball__acb-jHcR5UxPGuE_s90.mp4,A_legacy_frame_cap_3000,first_excluded,3003,50.050000,3
0,basketball__acb-jHcR5UxPGuE_s90.mp4,B_g401_fps_frame_cap,last_admitted,5996,99.933333,-3
0,basketball__acb-jHcR5UxPGuE_s90.mp4,B_g401_fps_frame_cap,last_admitted,5997,99.950000,-2
0,basketball__acb-jHcR5UxPGuE_s90.mp4,B_g401_fps_frame_cap,last_admitted,5998,99.966667,-1
0,basketball__acb-jHcR5UxPGuE_s90.mp4,B_g401_fps_frame_cap,last_admitted,5999,99.983333,0
0,basketball__acb-jHcR5UxPGuE_s90.mp4,B_g401_fps_frame_cap,last_admitted,6000,100.000000,1
0,basketball__acb-jHcR5UxPGuE_s90.mp4,B_g401_fps_frame_cap,last_admitted,6001,100.016667,2
0,basketball__acb-jHcR5UxPGuE_s90.mp4,B_g401_fps_frame_cap,last_admitted,6002,100.033333,3
0,basketball__acb-jHcR5UxPGuE_s90.mp4,B_g401_fps_frame_cap,first_excluded,5997,99.950000,-3
0,basketball__acb-jHcR5UxPGuE_s90.mp4,B_g401_fps_frame_cap,first_excluded,5998,99.966667,-2
0,basketball__acb-jHcR5UxPGuE_s90.mp4,B_g401_fps_frame_cap,first_excluded,5999,99.983333,-1
0,basketball__acb-jHcR5UxPGuE_s90.mp4,B_g401_fps_frame_cap,first_excluded,6000,100.000000,0
0,basketball__acb-jHcR5UxPGuE_s90.mp4,B_g401_fps_frame_cap,first_excluded,6001,100.016667,1
0,basketball__acb-jHcR5UxPGuE_s90.mp4,B_g401_fps_frame_cap,first_excluded,6002,100.033333,2
0,basketball__acb-jHcR5UxPGuE_s90.mp4,B_g401_fps_frame_cap,first_excluded,6003,100.050000,3
0,basketball__acb-jHcR5UxPGuE_s90.mp4,C_proposed_pts_stop,last_admitted,5996,99.933333,-3
0,basketball__acb-jHcR5UxPGuE_s90.mp4,C_proposed_pts_stop,last_admitted,5997,99.950000,-2
0,basketball__acb-jHcR5UxPGuE_s90.mp4,C_proposed_pts_stop,last_admitted,5998,99.966667,-1
0,basketball__acb-jHcR5UxPGuE_s90.mp4,C_proposed_pts_stop,last_admitted,5999,99.983333,0
0,basketball__acb-jHcR5UxPGuE_s90.mp4,C_proposed_pts_stop,last_admitted,6000,100.000000,1
0,basketball__acb-jHcR5UxPGuE_s90.mp4,C_proposed_pts_stop,last_admitted,6001,100.016667,2
0,basketball__acb-jHcR5UxPGuE_s90.mp4,C_proposed_pts_stop,last_admitted,6002,100.033333,3
0,basketball__acb-jHcR5UxPGuE_s90.mp4,C_proposed_pts_stop,first_excluded,5997,99.950000,-3
0,basketball__acb-jHcR5UxPGuE_s90.mp4,C_proposed_pts_stop,first_excluded,5998,99.966667,-2
0,basketball__acb-jHcR5UxPGuE_s90.mp4,C_proposed_pts_stop,first_excluded,5999,99.983333,-1
0,basketball__acb-jHcR5UxPGuE_s90.mp4,C_proposed_pts_stop,first_excluded,6000,100.000000,0
0,basketball__acb-jHcR5UxPGuE_s90.mp4,C_proposed_pts_stop,first_excluded,6001,100.016667,1
0,basketball__acb-jHcR5UxPGuE_s90.mp4,C_proposed_pts_stop,first_excluded,6002,100.033333,2
0,basketball__acb-jHcR5UxPGuE_s90.mp4,C_proposed_pts_stop,first_excluded,6003,100.050000,3
1,basketball__acb-jHcR5UxPGuE_s3999.mp4,A_legacy_frame_cap_3000,last_admitted,2996,49.933333,-3
1,basketball__acb-jHcR5UxPGuE_s3999.mp4,A_legacy_frame_cap_3000,last_admitted,2997,49.950000,-2
1,basketball__acb-jHcR5UxPGuE_s3999.mp4,A_legacy_frame_cap_3000,last_admitted,2998,49.966667,-1
1,basketball__acb-jHcR5UxPGuE_s3999.mp4,A_legacy_frame_cap_3000,last_admitted,2999,49.983333,0
1,basketball__acb-jHcR5UxPGuE_s3999.mp4,A_legacy_frame_cap_3000,last_admitted,3000,50.000000,1
1,basketball__acb-jHcR5UxPGuE_s3999.mp4,A_legacy_frame_cap_3000,last_admitted,3001,50.016667,2
1,basketball__acb-jHcR5UxPGuE_s3999.mp4,A_legacy_frame_cap_3000,last_admitted,3002,50.033333,3
1,basketball__acb-jHcR5UxPGuE_s3999.mp4,A_legacy_frame_cap_3000,first_excluded,2997,49.950000,-3
1,basketball__acb-jHcR5UxPGuE_s3999.mp4,A_legacy_frame_cap_3000,first_excluded,2998,49.966667,-2
1,basketball__acb-jHcR5UxPGuE_s3999.mp4,A_legacy_frame_cap_3000,first_excluded,2999,49.983333,-1
1,basketball__acb-jHcR5UxPGuE_s3999.mp4,A_legacy_frame_cap_3000,first_excluded,3000,50.000000,0
1,basketball__acb-jHcR5UxPGuE_s3999.mp4,A_legacy_frame_cap_3000,first_excluded,3001,50.016667,1
1,basketball__acb-jHcR5UxPGuE_s3999.mp4,A_legacy_frame_cap_3000,first_excluded,3002,50.033333,2
1,basketball__acb-jHcR5UxPGuE_s3999.mp4,A_legacy_frame_cap_3000,first_excluded,3003,50.050000,3
1,basketball__acb-jHcR5UxPGuE_s3999.mp4,B_g401_fps_frame_cap,last_admitted,5996,99.933333,-3
1,basketball__acb-jHcR5UxPGuE_s3999.mp4,B_g401_fps_frame_cap,last_admitted,5997,99.950000,-2
1,basketball__acb-jHcR5UxPGuE_s3999.mp4,B_g401_fps_frame_cap,last_admitted,5998,99.966667,-1
1,basketball__acb-jHcR5UxPGuE_s3999.mp4,B_g401_fps_frame_cap,last_admitted,5999,99.983333,0
1,basketball__acb-jHcR5UxPGuE_s3999.mp4,B_g401_fps_frame_cap,last_admitted,6000,100.000000,1
1,basketball__acb-jHcR5UxPGuE_s3999.mp4,B_g401_fps_frame_cap,last_admitted,6001,100.016667,2
1,basketball__acb-jHcR5UxPGuE_s3999.mp4,B_g401_fps_frame_cap,last_admitted,6002,100.033333,3
1,basketball__acb-jHcR5UxPGuE_s3999.mp4,B_g401_fps_frame_cap,first_excluded,5997,99.950000,-3
1,basketball__acb-jHcR5UxPGuE_s3999.mp4,B_g401_fps_frame_cap,first_excluded,5998,99.966667,-2
1,basketball__acb-jHcR5UxPGuE_s3999.mp4,B_g401_fps_frame_cap,first_excluded,5999,99.983333,-1
1,basketball__acb-jHcR5UxPGuE_s3999.mp4,B_g401_fps_frame_cap,first_excluded,6000,100.000000,0
1,basketball__acb-jHcR5UxPGuE_s3999.mp4,B_g401_fps_frame_cap,first_excluded,6001,100.016667,1
1,basketball__acb-jHcR5UxPGuE_s3999.mp4,B_g401_fps_frame_cap,first_excluded,6002,100.033333,2
1,basketball__acb-jHcR5UxPGuE_s3999.mp4,B_g401_fps_frame_cap,first_excluded,6003,100.050000,3
1,basketball__acb-jHcR5UxPGuE_s3999.mp4,C_proposed_pts_stop,last_admitted,5996,99.933333,-3
1,basketball__acb-jHcR5UxPGuE_s3999.mp4,C_proposed_pts_stop,last_admitted,5997,99.950000,-2
1,basketball__acb-jHcR5UxPGuE_s3999.mp4,C_proposed_pts_stop,last_admitted,5998,99.966667,-1
1,basketball__acb-jHcR5UxPGuE_s3999.mp4,C_proposed_pts_stop,last_admitted,5999,99.983333,0
1,basketball__acb-jHcR5UxPGuE_s3999.mp4,C_proposed_pts_stop,last_admitted,6000,100.000000,1
1,basketball__acb-jHcR5UxPGuE_s3999.mp4,C_proposed_pts_stop,last_admitted,6001,100.016667,2
1,basketball__acb-jHcR5UxPGuE_s3999.mp4,C_proposed_pts_stop,last_admitted,6002,100.033333,3
1,basketball__acb-jHcR5UxPGuE_s3999.mp4,C_proposed_pts_stop,first_excluded,5997,99.950000,-3
1,basketball__acb-jHcR5UxPGuE_s3999.mp4,C_proposed_pts_stop,first_excluded,5998,99.966667,-2
1,basketball__acb-jHcR5UxPGuE_s3999.mp4,C_proposed_pts_stop,first_excluded,5999,99.983333,-1
1,basketball__acb-jHcR5UxPGuE_s3999.mp4,C_proposed_pts_stop,first_excluded,6000,100.000000,0
1,basketball__acb-jHcR5UxPGuE_s3999.mp4,C_proposed_pts_stop,first_excluded,6001,100.016667,1
1,basketball__acb-jHcR5UxPGuE_s3999.mp4,C_proposed_pts_stop,first_excluded,6002,100.033333,2
1,basketball__acb-jHcR5UxPGuE_s3999.mp4,C_proposed_pts_stop,first_excluded,6003,100.050000,3
2,nba__1rZZ_7buX_Y_s5474.mp4,A_legacy_frame_cap_3000,last_admitted,2996,50.019200,-3
2,nba__1rZZ_7buX_Y_s5474.mp4,A_legacy_frame_cap_3000,last_admitted,2997,50.035900,-2
2,nba__1rZZ_7buX_Y_s5474.mp4,A_legacy_frame_cap_3000,last_admitted,2998,50.052589,-1
2,nba__1rZZ_7buX_Y_s5474.mp4,A_legacy_frame_cap_3000,last_admitted,2999,50.069289,0
2,nba__1rZZ_7buX_Y_s5474.mp4,A_legacy_frame_cap_3000,last_admitted,3000,50.085978,1
2,nba__1rZZ_7buX_Y_s5474.mp4,A_legacy_frame_cap_3000,last_admitted,3001,50.102678,2
2,nba__1rZZ_7buX_Y_s5474.mp4,A_legacy_frame_cap_3000,last_admitted,3002,50.119378,3
2,nba__1rZZ_7buX_Y_s5474.mp4,A_legacy_frame_cap_3000,first_excluded,2997,50.035900,-3
2,nba__1rZZ_7buX_Y_s5474.mp4,A_legacy_frame_cap_3000,first_excluded,2998,50.052589,-2
2,nba__1rZZ_7buX_Y_s5474.mp4,A_legacy_frame_cap_3000,first_excluded,2999,50.069289,-1
2,nba__1rZZ_7buX_Y_s5474.mp4,A_legacy_frame_cap_3000,first_excluded,3000,50.085978,0
2,nba__1rZZ_7buX_Y_s5474.mp4,A_legacy_frame_cap_3000,first_excluded,3001,50.102678,1
2,nba__1rZZ_7buX_Y_s5474.mp4,A_legacy_frame_cap_3000,first_excluded,3002,50.119378,2
2,nba__1rZZ_7buX_Y_s5474.mp4,A_legacy_frame_cap_3000,first_excluded,3003,50.136067,3
2,nba__1rZZ_7buX_Y_s5474.mp4,B_g401_fps_frame_cap,last_admitted,5991,100.021711,-3
2,nba__1rZZ_7buX_Y_s5474.mp4,B_g401_fps_frame_cap,last_admitted,5992,100.038400,-2
2,nba__1rZZ_7buX_Y_s5474.mp4,B_g401_fps_frame_cap,last_admitted,5993,100.055100,-1
2,nba__1rZZ_7buX_Y_s5474.mp4,B_g401_fps_frame_cap,last_admitted,5994,100.071789,0
2,nba__1rZZ_7buX_Y_s5474.mp4,B_g401_fps_frame_cap,last_admitted,5995,100.088489,1
2,nba__1rZZ_7buX_Y_s5474.mp4,B_g401_fps_frame_cap,last_admitted,5996,100.105178,2
2,nba__1rZZ_7buX_Y_s5474.mp4,B_g401_fps_frame_cap,last_admitted,5997,100.121878,3
2,nba__1rZZ_7buX_Y_s5474.mp4,B_g401_fps_frame_cap,first_excluded,5992,100.038400,-3
2,nba__1rZZ_7buX_Y_s5474.mp4,B_g401_fps_frame_cap,first_excluded,5993,100.055100,-2
2,nba__1rZZ_7buX_Y_s5474.mp4,B_g401_fps_frame_cap,first_excluded,5994,100.071789,-1
2,nba__1rZZ_7buX_Y_s5474.mp4,B_g401_fps_frame_cap,first_excluded,5995,100.088489,0
2,nba__1rZZ_7buX_Y_s5474.mp4,B_g401_fps_frame_cap,first_excluded,5996,100.105178,1
2,nba__1rZZ_7buX_Y_s5474.mp4,B_g401_fps_frame_cap,first_excluded,5997,100.121878,2
2,nba__1rZZ_7buX_Y_s5474.mp4,B_g401_fps_frame_cap,first_excluded,5998,100.138578,3
