player_id,team,frames_tracked,tracking_pct,total_distance_px,avg_velocity,max_velocity,possession_frames,possession_pct,shots_attempted,drive_attempts,drive_rate,paint_frames,paint_pct,avg_dist_to_basket,avg_nearest_opponent
1,green,259,0.204,11671.6,45.06,3033.57,1,0.004,0,0,0.0,0,0.0,851.1,0.0
2,green,232,0.183,6579.8,28.36,1834.72,32,0.138,0,7,0.0302,0,0.0,1309.3,0.0
3,green,181,0.143,9194.6,50.8,2427.52,0,0.0,0,0,0.0,39,0.215,1139.1,0.0
4,green,265,0.209,16953.7,63.98,2821.24,72,0.272,0,1,0.0038,6,0.023,678.1,0.0
5,green,247,0.195,13428.8,54.37,3480.23,0,0.0,0,0,0.0,14,0.057,622.2,0.0
6,green,188,0.148,11753.0,62.52,3098.2,7,0.037,0,0,0.0,88,0.468,826.2,0.0
7,green,196,0.154,14139.3,72.14,3174.36,4,0.02,0,4,0.0204,88,0.449,681.1,0.0
8,green,171,0.135,12213.3,71.42,2575.78,0,0.0,0,0,0.0,90,0.526,507.6,0.0
9,green,212,0.167,21267.9,100.32,2982.53,1,0.005,0,0,0.0,57,0.269,731.3,0.0
10,green,159,0.125,5646.1,35.51,2437.78,5,0.031,0,2,0.0126,103,0.648,565.0,0.0
