frame,timestamp,player_id,team,x_position,y_position,velocity,acceleration,direction_deg,court_zone,ball_possession,distance_to_ball,nearest_opponent,nearest_teammate,event,team_spacing,team_centroid_x,team_centroid_y,paint_count_own,paint_count_opp,possession_side,handler_isolation,bbox_x1,bbox_y1,bbox_x2,bbox_y2,ball_x2d,ball_y2d,ball_velocity,distance_to_basket,vel_toward_basket,drive_flag,fast_break_flag,possession_id,possession_duration,confidence
0,0.0,1,green,2792,772,0.0,0.0,0.0,3pt_arc,0,,,318.9,none,646.5,3057.3,721.7,2,0,,0.0,547,54,963,552,,,0.0,466.4,0.0,0,0,1,0,1.0
0,0.0,4,green,3275,682,0.0,0.0,0.0,paint,0,,,172.5,none,646.5,3057.3,721.7,2,0,,0.0,1088,304,1178,444,,,0.0,175.2,0.0,0,0,1,0,1.0
0,0.0,5,green,3105,711,0.0,0.0,0.0,paint,0,,,172.5,none,646.5,3057.3,721.7,2,0,,0.0,43,291,186,513,,,0.0,205.3,0.0,0,0,1,0,1.0
1,0.017,1,green,2833,764,41.77,41.77,349.0,3pt_arc,0,,,288.7,none,1079.5,3075.7,717.7,2,0,,0.0,523,53,959,553,,,0.0,427.7,38.34,0,0,2,0,1.0
1,0.017,4,green,3278,682,3.0,3.0,0.0,paint,0,,,163.9,none,1079.5,3075.7,717.7,2,0,,0.0,1081,301,1171,444,,,0.0,175.6,-0.46,0,0,2,0,1.0
1,0.017,7,green,3116,707,0.0,0.0,0.0,paint,0,,,163.9,none,1079.5,3075.7,717.7,2,0,,0.0,-15,319,65,417,,,0.0,200.6,0.0,0,0,2,0,1.0
2,0.033,1,green,2843,762,10.2,-31.57,348.7,3pt_arc,0,,,394.4,none,0.0,3037.0,726.5,1,0,,0.0,522,53,953,553,,,0.0,418.4,9.3,0,0,3,0,1.0
2,0.033,8,green,3231,691,0.0,0.0,0.0,paint,0,,,394.4,none,0.0,3037.0,726.5,1,0,,0.0,1215,266,1295,388,,,0.0,165.7,0.0,0,0,3,0,1.0
3,0.05,1,green,2833,764,10.2,0.0,168.7,3pt_arc,0,,,254.8,none,111.0,3059.0,720.0,2,0,,0.0,524,53,958,553,,,0.0,427.7,-9.34,0,0,4,0,1.0
3,0.05,6,green,3083,715,0.0,0.0,0.0,paint,0,,,181.2,none,111.0,3059.0,720.0,2,0,,0.0,287,321,394,512,,,0.0,218.9,0.0,0,0,4,0,1.0
3,0.05,8,green,3261,681,31.62,31.62,341.6,paint,0,,,181.2,none,111.0,3059.0,720.0,2,0,,0.0,1199,261,1295,553,,,0.0,174.8,-11.73,0,0,4,0,1.0
