captured_at,book,game_id,player_id,player_name,stat,line,over_price,under_price,start_time
2026-05-26T12:24:41,fd,35639109,28305700,Devin Vassell,fg3m,1.5,-340,,2026-05-27T00:40:00.000Z
2026-05-26T12:24:41,fd,35639109,63388072,Jared McCain,fg3m,1.5,-215,,2026-05-27T00:40:00.000Z
2026-05-26T12:24:41,fd,35639109,41472494,Julian Champagnie,fg3m,1.5,-184,,2026-05-27T00:40:00.000Z
2026-05-26T12:24:41,fd,35639109,51589519,Victor Wembanyama,fg3m,1.5,-154,,2026-05-27T00:40:00.000Z
2026-05-26T12:24:41,fd,35639109,18970806,Shai Gilgeous-Alexander,fg3m,1.5,102,,2026-05-27T00:40:00.000Z
2026-05-26T12:24:41,fd,35639109,64155911,Stephon Castle,fg3m,1.5,118,,2026-05-27T00:40:00.000Z
2026-05-26T12:24:41,fd,35639109,50343315,Cason Wallace,fg3m,1.5,112,,2026-05-27T00:40:00.000Z
2026-05-26T12:24:41,fd,35639109,17971698,Alex Caruso,fg3m,1.5,112,,2026-05-27T00:40:00.000Z
2026-05-26T12:24:41,fd,35639109,13323008,De'Aaron Fox,fg3m,1.5,128,,2026-05-27T00:40:00.000Z
2026-05-26T12:24:41,fd,35639109,43526394,Jaylin Williams,fg3m,1.5,128,,2026-05-27T00:40:00.000Z
2026-05-26T12:24:41,fd,35639109,27614550,Luguentz Dort,fg3m,1.5,150,,2026-05-27T00:40:00.000Z
2026-05-26T12:24:41,fd,35639109,41472490,Chet Holmgren,fg3m,1.5,220,,2026-05-27T00:40:00.000Z
2026-05-26T12:24:41,fd,35639109,23316207,Keldon Johnson,fg3m,1.5,300,,2026-05-27T00:40:00.000Z
2026-05-26T12:24:41,fd,35639109,43321244,Jalen Williams,fg3m,1.5,330,,2026-05-27T00:40:00.000Z
2026-05-26T12:24:41,fd,35639109,76042495,Dylan Harper,fg3m,1.5,340,,2026-05-27T00:40:00.000Z
2026-05-26T12:24:41,fd,35639109,28305700,Devin Vassell,fg3m,2.5,-108,,2026-05-27T00:40:00.000Z
2026-05-26T12:24:41,fd,35639109,63388072,Jared McCain,fg3m,2.5,140,,2026-05-27T00:40:00.000Z
2026-05-26T12:24:41,fd,35639109,41472494,Julian Champagnie,fg3m,2.5,168,,2026-05-27T00:40:00.000Z
2026-05-26T12:24:41,fd,35639109,51589519,Victor Wembanyama,fg3m,2.5,210,,2026-05-27T00:40:00.000Z
2026-05-26T12:24:41,fd,35639109,17971698,Alex Caruso,fg3m,2.5,310,,2026-05-27T00:40:00.000Z
2026-05-26T12:24:41,fd,35639109,50343315,Cason Wallace,fg3m,2.5,320,,2026-05-27T00:40:00.000Z
2026-05-26T12:24:41,fd,35639109,18970806,Shai Gilgeous-Alexander,fg3m,2.5,330,,2026-05-27T00:40:00.000Z
2026-05-26T12:24:41,fd,35639109,64155911,Stephon Castle,fg3m,2.5,360,,2026-05-27T00:40:00.000Z
2026-05-26T12:24:41,fd,35639109,43526394,Jaylin Williams,fg3m,2.5,370,,2026-05-27T00:40:00.000Z
2026-05-26T12:24:41,fd,35639109,13323008,De'Aaron Fox,fg3m,2.5,400,,2026-05-27T00:40:00.000Z
2026-05-26T12:24:41,fd,35639109,27614550,Luguentz Dort,fg3m,2.5,470,,2026-05-27T00:40:00.000Z
2026-05-26T12:24:41,fd,35639109,41472490,Chet Holmgren,fg3m,2.5,750,,2026-05-27T00:40:00.000Z
2026-05-26T12:24:41,fd,35639109,23316207,Keldon Johnson,fg3m,2.5,900,,2026-05-27T00:40:00.000Z
2026-05-26T12:24:41,fd,35639109,43321244,Jalen Williams,fg3m,2.5,1100,,2026-05-27T00:40:00.000Z
2026-05-26T12:24:41,fd,35639109,76042495,Dylan Harper,fg3m,2.5,1100,,2026-05-27T00:40:00.000Z
2026-05-26T12:24:41,fd,35639109,28305700,Devin Vassell,fg3m,3.5,240,,2026-05-27T00:40:00.000Z
2026-05-26T12:24:41,fd,35639109,63388072,Jared McCain,fg3m,3.5,330,,2026-05-27T00:40:00.000Z
2026-05-26T12:24:41,fd,35639109,41472494,Julian Champagnie,fg3m,3.5,430,,2026-05-27T00:40:00.000Z
2026-05-26T12:24:41,fd,35639109,51589519,Victor Wembanyama,fg3m,3.5,520,,2026-05-27T00:40:00.000Z
2026-05-26T12:24:41,fd,35639109,17971698,Alex Caruso,fg3m,3.5,750,,2026-05-27T00:40:00.000Z
2026-05-26T12:24:41,fd,35639109,50343315,Cason Wallace,fg3m,3.5,830,,2026-05-27T00:40:00.000Z
2026-05-26T12:24:41,fd,35639109,18970806,Shai Gilgeous-Alexander,fg3m,3.5,900,,2026-05-27T00:40:00.000Z
2026-05-26T12:24:41,fd,35639109,64155911,Stephon Castle,fg3m,3.5,1000,,2026-05-27T00:40:00.000Z
2026-05-26T12:24:41,fd,35639109,43526394,Jaylin Williams,fg3m,3.5,1000,,2026-05-27T00:40:00.000Z
2026-05-26T12:24:41,fd,35639109,13323008,De'Aaron Fox,fg3m,3.5,1060,,2026-05-27T00:40:00.000Z
2026-05-26T12:24:41,fd,35639109,27614550,Luguentz Dort,fg3m,3.5,1200,,2026-05-27T00:40:00.000Z
2026-05-26T12:24:41,fd,35639109,41472490,Chet Holmgren,fg3m,3.5,1700,,2026-05-27T00:40:00.000Z
2026-05-26T12:24:41,fd,35639109,23316207,Keldon Johnson,fg3m,3.5,2000,,2026-05-27T00:40:00.000Z
2026-05-26T12:24:41,fd,35639109,28305700,Devin Vassell,fg3m,4.5,550,,2026-05-27T00:40:00.000Z
2026-05-26T12:24:41,fd,35639109,63388072,Jared McCain,fg3m,4.5,700,,2026-05-27T00:40:00.000Z
2026-05-26T12:24:41,fd,35639109,41472494,Julian Champagnie,fg3m,4.5,1000,,2026-05-27T00:40:00.000Z
2026-05-26T12:24:41,fd,35639109,51589519,Victor Wembanyama,fg3m,4.5,1300,,2026-05-27T00:40:00.000Z
2026-05-26T12:24:41,fd,35639109,17971698,Alex Caruso,fg3m,4.5,1700,,2026-05-27T00:40:00.000Z
