player_id,team,frames_tracked,tracking_pct,total_distance_px,avg_velocity,max_velocity,possession_frames,possession_pct,shots_attempted,drive_attempts,drive_rate,paint_frames,paint_pct,avg_dist_to_basket,avg_nearest_opponent
1,green,203,0.398,288.8,1.42,171.14,2,0.01,0,0,0.0,0,0.0,1002.6,0.0
2,green,178,0.349,986.3,5.54,349.25,0,0.0,0,0,0.0,0,0.0,706.5,0.0
3,green,242,0.475,235.3,0.97,230.29,0,0.0,0,0,0.0,0,0.0,616.3,0.0
4,green,151,0.296,1216.3,8.05,341.32,4,0.026,0,0,0.0,0,0.0,666.3,0.0
5,green,299,0.586,0.0,0.0,0.0,74,0.247,0,0,0.0,0,0.0,1216.9,0.0
6,green,189,0.371,1365.3,7.22,324.21,0,0.0,0,0,0.0,94,0.497,489.4,0.0
7,green,185,0.363,2403.5,12.99,322.06,11,0.059,0,0,0.0,0,0.0,1175.0,0.0
8,green,274,0.537,1217.6,4.44,344.92,19,0.069,0,0,0.0,0,0.0,635.9,0.0
9,green,181,0.355,179.5,0.99,66.75,142,0.785,0,0,0.0,178,0.983,420.6,0.0
10,green,146,0.286,2013.2,13.79,337.92,0,0.0,0,0,0.0,0,0.0,627.3,0.0
