event_id,event_date,corpus_unit,cluster_id,fold,y,p_close,p_elo,p_enet,p_hgb,loss_close,loss_elo,loss_elastic_net,d_elastic_net,loss_hgb_offset,d_hgb_offset
0022400534,2025-01-11,2024-25,TOR,0,1,0.665,0.7648044375699767,0.999,0.8204580468054363,0.11222499999999998,0.05531695258677497,1.0000000000000019e-06,0.11222399999999998,0.03223531295691889,0.07998968704308108
0022400539,2025-01-12,2024-25,MIL,0,1,0.635,0.6756057268143393,0.005709889910059321,0.7065453996559347,0.13322499999999998,0.10523164447565307,0.9886128230226664,-0.8553878230226664,0.08611560246309512,0.047109397536904865
0022400543,2025-01-12,2024-25,IND,0,0,0.775,0.7656552571861505,0.8714026602851672,0.7686671818279743,0.6006250000000001,0.5862279728567902,0.7593425963520666,-0.1587175963520665,0.5908492364193602,0.009775763580639918
0022400544,2025-01-12,2024-25,PHI,0,1,0.5449999999999999,0.6618032053070787,0.9315673272055821,0.6735780593585816,0.20702500000000007,0.11437707194056596,0.0046830307057878625,0.20234196929421222,0.10655128333210967,0.1004737166678904
0022400545,2025-01-12,2024-25,OKC,0,0,0.09499999999999997,0.1019281160433767,0.022249614378705235,0.10191715438033089,0.009024999999999995,0.010389340840152068,0.0004950453400010867,0.008529954659998909,0.0103871063569842,-0.0013621063569842044
0022400546,2025-01-12,2024-25,BKN,0,1,0.585,0.568248326148029,0.001,0.6160231038795531,0.17222500000000002,0.18640950787397872,0.998001,-0.8257760000000001,0.1474382567542925,0.02478674324570751
0022400547,2025-01-12,2024-25,CHA,0,1,0.73,0.8297847531377567,0.999,0.7886037432483113,0.0729,0.028973230264374435,1.0000000000000019e-06,0.072899,0.044688377368625895,0.02821162263137411
0022400600,2025-01-20,2024-25,DET,0,0,0.73,0.7879461537101335,0.8348733628220129,0.6767100994205929,0.5328999999999999,0.6208591411465934,0.6970135319497364,-0.16411353194973644,0.45793655865782873,0.0749634413421712
0022400603,2025-01-20,2024-25,PHX,0,1,0.815,0.8008120087257256,0.9065985171372324,0.8542003872251284,0.03422500000000002,0.03967585586788043,0.008723837000963873,0.025501162999036146,0.021257527085302513,0.012967472914697506
0022400611,2025-01-20,2024-25,CHI,0,0,0.7150000000000001,0.7910300856455577,0.999,0.6658122923609634,0.5112250000000002,0.6257285963964183,0.998001,-0.4867759999999999,0.443306008658961,0.06791899134103913
