event_id,event_date,corpus_unit,cluster_id,fold,y,p_close,p_elo,p_enet,p_hgb,loss_close,loss_elo,loss_elastic_net,d_elastic_net,loss_hgb_offset,d_hgb_offset
2026-05-23-SFO-CWS-6,2026-05-23,era_2022_2026,CWS,0,1,0.504950495049505,0.5584681129764704,0.4843186948764834,0.5790415604273353,0.2450740123517302,0.19495040725855894,0.26592720845389345,-0.02085319610216324,0.17720600784745277,0.06786800450427743
2026-05-23-TOR-PIT-4,2026-05-23,era_2022_2026,PIT,0,1,0.4215686274509804,0.5673604550558718,0.3924515519213635,0.44966037132282677,0.33458285274894267,0.18717697584946227,0.36911511676275965,-0.03453226401381698,0.3028737068925289,0.03170914585641377
2026-05-24-ARI-COL-12,2026-05-24,era_2022_2026,COL,0,1,0.6435643564356436,0.6451969839681035,0.7122519908496783,0.6479848558855392,0.12704636800313693,0.12588518018533018,0.08279891676997364,0.04424745123316329,0.12391466168592459,0.0031317063172123377
2026-05-24-ATL-WAS-14,2026-05-24,era_2022_2026,WAS,0,0,0.594059405940594,0.616408868055818,0.6975009802623806,0.6567302738873666,0.3529065777864915,0.3799598926178548,0.48650761746698185,-0.13360103968049036,0.4312946526401755,-0.07838807485368404
2026-05-24-BOS-MIN-4,2026-05-24,era_2022_2026,MIN,0,0,0.6138613861386139,0.570773772508601,0.6547646038244203,0.6751468796552427,0.3768258013920204,0.32578269938370014,0.42871668642135,-0.05189088502932965,0.45582330910821073,-0.07899750771619035
2026-05-24-CUB-HOU-10,2026-05-24,era_2022_2026,HOU,0,0,0.6078431372549019,0.5775221388565805,0.6855652725495076,0.6940796167467186,0.3694732795078815,0.3335318208694795,0.46999974292588065,-0.10052646341799915,0.48174651438327176,-0.11227323487539026
2026-05-24-KAN-SEA-8,2026-05-24,era_2022_2026,SEA,0,1,0.47058823529411764,0.49559145864707677,0.4208641913341038,0.4044429425699261,0.28027681660899656,0.25442797658978367,0.33539828487910156,-0.055121468270105,0.35468820865476836,-0.0744113920457718
2026-05-24-LAA-TEX-15,2026-05-24,era_2022_2026,TEX,0,1,0.5247524752475248,0.47011473979148005,0.4581305516788498,0.4601189028938153,0.22586020978335455,0.28077838898625096,0.2936224990238676,-0.06776228924051306,0.29147159901257763,-0.06561138922922308
2026-05-24-MIA-NYM-7,2026-05-24,era_2022_2026,NYM,0,1,0.5392156862745099,0.5341599212970627,0.5676509568371985,0.47457961029529144,0.2123221837754709,0.21700697892595883,0.18692569512379004,0.02539648865168087,0.27606658591744776,-0.06374440214197685
2026-05-24-MIL-LAD-9,2026-05-24,era_2022_2026,LAD,0,0,0.42574257425742573,0.5402735279680336,0.4003377834163657,0.49994865551530027,0.18125673953533966,0.2918954850230256,0.16027034083072894,0.02098639870461072,0.24994865815155637,-0.06869191861621671
2026-05-24-NYY-TAM-6,2026-05-24,era_2022_2026,TAM,0,1,0.5643564356435644,0.5420356572258833,0.5463958581442347,0.5441293951189133,0.18978531516517982,0.20973133925252865,0.2057567175087052,-0.01597140234352537,0.20781800839464784,-0.018032693229468016
