event_id,event_date,corpus_unit,cluster_id,fold,y,p_close,p_elo,p_enet,p_hgb,loss_close,loss_elo,loss_elastic_net,d_elastic_net,loss_hgb_offset,d_hgb_offset
2026-05-23-TOR-PIT-4,2026-05-23,era_2022_2026,PIT,0,1,0.4215686274509804,0.5673604550558718,0.38066233595854115,0.44036283035089757,0.33458285274894267,0.18717697584946227,0.38357914210033095,-0.04899628935138828,0.31319376165285834,0.021389091096084334
2026-05-24-ARI-COL-12,2026-05-24,era_2022_2026,COL,0,1,0.6435643564356436,0.6451969839681035,0.695601356211513,0.659494030562333,0.12704636800313693,0.12588518018533018,0.09265853434027022,0.03438783366286671,0.1159443152226854,0.011102052780451524
2026-05-24-ATL-WAS-14,2026-05-24,era_2022_2026,WAS,0,0,0.594059405940594,0.616408868055818,0.6960246475059664,0.6447728829441323,0.3529065777864915,0.3799598926178548,0.48445030993580473,-0.13154373214931325,0.4157320705800877,-0.06282549279359623
2026-05-24-BOS-MIN-4,2026-05-24,era_2022_2026,MIN,0,0,0.6138613861386139,0.570773772508601,0.6600999164983858,0.6720101888936295,0.3768258013920204,0.32578269938370014,0.43573189976117593,-0.05890609836915556,0.4515976939768516,-0.07477189258483125
2026-05-24-CUB-HOU-10,2026-05-24,era_2022_2026,HOU,0,0,0.6078431372549019,0.5775221388565805,0.7005601515731341,0.7070357406584765,0.3694732795078815,0.3335318208694795,0.49078452597217265,-0.12131124646429114,0.49989953856848046,-0.13042625906059896
2026-05-24-KAN-SEA-8,2026-05-24,era_2022_2026,SEA,0,1,0.47058823529411764,0.49559145864707677,0.44275121984053983,0.405546375598304,0.28027681660899656,0.25442797658978367,0.3105262029892063,-0.030249386380209742,0.35337511156431267,-0.07309829495531611
2026-05-24-LAA-TEX-15,2026-05-24,era_2022_2026,TEX,0,1,0.5247524752475248,0.47011473979148005,0.44299436003104004,0.4504971091875387,0.22586020978335455,0.28077838898625096,0.3102552829572307,-0.08439507317387615,0.3019534270112518,-0.07609321722789722
2026-05-24-MIA-NYM-7,2026-05-24,era_2022_2026,NYM,0,1,0.5392156862745099,0.5341599212970627,0.5594013708436838,0.45538953450391784,0.2123221837754709,0.21700697892595883,0.19412715201442504,0.018195031761045866,0.2966005591278593,-0.08427837535238841
2026-05-24-MIL-LAD-9,2026-05-24,era_2022_2026,LAD,0,0,0.42574257425742573,0.5402735279680336,0.41674722078704207,0.527450332536404,0.18125673953533966,0.2918954850230256,0.1736782460337236,0.007578493501616074,0.2782038532927632,-0.09694711375742354
2026-05-24-NYY-TAM-6,2026-05-24,era_2022_2026,TAM,0,1,0.5643564356435644,0.5420356572258833,0.5542152904205039,0.5430463662648849,0.18978531516517982,0.20973133925252865,0.1987240072948757,-0.008938692129695863,0.20880662338372571,-0.01902130821854589
2026-05-24-PHI-CLE-5,2026-05-24,era_2022_2026,CLE,0,0,0.48514851485148514,0.5310359224183431,0.41984769102126657,0.40352530411507037,0.2353690814626017,0.2819991508987005,0.17627208365588892,0.059096997806712764,0.16283267106116003,0.07253641040144165
2026-05-24-SDG-OAK-13,2026-05-24,era_2022_2026,OAK,0,0,0.6078431372549019,0.5949690691530524,0.725125197447306,0.7070357406584765,0.3694732795078815,0.3539881932488496,0.5258065519729944,-0.15633327246511292,0.49989953856848046,-0.13042625906059896
2026-05-24-SFO-CWS-11,2026-05-24,era_2022_2026,CWS,0,1,0.5392156862745099,0.5634758009840494,0.6360285477298055,0.6456474407774974,0.2123221837754709,0.19055337632651728,0.13247521806767443,0.07984696570779648,0.12556573622753725,0.08675644754793366
2026-05-24-TOR-PIT-1,2026-05-24,era_2022_2026,PIT,0,0,0.6138613861386139,0.5722442830614035,0.6651673470077892,0.6635023047364347,0.3768258013920204,0.3274635194964597,0.4424475995253807,-0.06562179813336033,0.44023530839056063,-0.06340950699854025
2026-06-01-ARI-LAD-8,2026-06-01,era_2022_2026,LAD,0,1,0.4019607843137255,0.47368385318587525,0.33791303291864766,0.31572211302190123,0.35765090349865436,0.27700868639726733,0.4383591519789837,-0.08070824848032931,0.4682362266072117,-0.11058532310855734
2026-06-01-CIN-KAN-3,2026-06-01,era_2022_2026,KAN,0,0,0.5490196078431373,0.5785151593739157,0.10331028059946935,0.5854843727963353,0.3014225297962323,0.3346797896254271,0.010673014077541093,0.29074951571869123,0.34279195078871805,-0.04136942099248575
2026-06-01-LAA-COL-7,2026-06-01,era_2022_2026,COL,0,0,0.6372549019607843,0.578553249446127,0.6962967919367582,0.6708623407494236,0.4060938100730488,0.3347238624446724,0.4848292224614211,-0.07873541238837234,0.4500562802357958,-0.043962470162747014
2026-06-01-MIL-SFO-5,2026-06-01,era_2022_2026,SFO,0,1,0.5980392156862745,0.6393795186531315,0.6569098943646149,0.6684885329849115,0.16157247212610534,0.13004713156684716,0.11771082058489972,0.043861651541205623,0.1098998527624961,0.05167261936360924
2026-06-01-MIN-CWS-4,2026-06-01,era_2022_2026,CWS,0,1,0.5643564356435644,0.5364508314799687,0.5124225294168467,0.6175020107824621,0.18978531516517982,0.21487783163561233,0.2377317898202657,-0.04794647465508586,0.1463047117554597,0.043480603409720125
2026-06-01-SEA-NYM-9,2026-06-01,era_2022_2026,NYM,0,1,0.5392156862745099,0.5772190556180439,0.42228251239407333,0.6212510195280846,0.2123221837754709,0.17874372693249868,0.33375749548570405,-0.12143531171023314,0.14345079020851537,0.06887139356695554
2026-06-01-STL-TEX-6,2026-06-01,era_2022_2026,TEX,0,0,0.46534653465346537,0.5497792856358131,0.4687349966256524,0.567171044709268,0.21654739731398884,0.302257262914225,0.21971249706165036,-0.0031650997476615206,0.32168299395660255,-0.10513559664261371
2026-06-01-TAM-DET-1,2026-06-01,era_2022_2026,DET,0,0,0.5980392156862745,0.6044744009602043,0.642353363981035,0.6913539007059691,0.35765090349865436,0.36538930141619785,0.4126178442177521,-0.054966940719097745,0.47797021602135903,-0.12031931252270467
2026-06-01-WAS-MIA-2,2026-06-01,era_2022_2026,MIA,0,0,0.5643564356435644,0.5385265951953414,0.531867480353783,0.6004835140907941,0.31849818645230865,0.2900108937326871,0.2828830166578817,0.03561516979442697,0.36058045069482897,-0.04208226424252032
2026-06-02-ARI-LAD-14,2026-06-02,era_2022_2026,LAD,0,0,0.48039215686274506,0.4797300666998552,0.360637232221878,0.39894909184142263,0.23077662437524024,0.2301409368958475,0.13005921326465675,0.1007174111105835,0.15916037788109588,0.07161624649414436
2026-06-02-ATL-TOR-7,2026-06-02,era_2022_2026,TOR,0,1,0.5196078431372549,0.5670033798160817,0.5545990471842008,0.6195471035495006,0.23077662437524024,0.18748607309069637,0.19838200876922177,0.03239461560601847,0.1447444064175744,0.08603221795766583
2026-06-02-BOS-BAL-3,2026-06-02,era_2022_2026,BAL,0,0,0.5544554455445545,0.5487351954623464,0.6229247351212817,0.6159534019800523,0.30742084109401047,0.3011103147390995,0.3880352256259189,-0.08061438453190845,0.37939859341079996,-0.07197775231678949
2026-06-02-CIN-KAN-6,2026-06-02,era_2022_2026,KAN,0,1,0.5346534653465347,0.5720057619743271,0.586121372119464,0.5887822979656286,0.2165473973139888,0.18317906778317639,0.17129551861627518,0.04525187869771363,0.16909999846642904,0.047447398847559774
2026-06-02-CUB-OAK-11,2026-06-02,era_2022_2026,OAK,0,0,0.5346534653465347,0.5826021707750133,0.5890901304563549,0.6336694054805695,0.2858543280070582,0.33942528939175776,0.34702718180108527,-0.06117285379402709,0.4015369154420984,-0.11568258743504023
2026-06-02-HOU-PIT-12,2026-06-02,era_2022_2026,PIT,0,0,0.5148514851485149,0.5398179824632897,0.5424853803082592,0.5979905584398788,0.26507205175963144,0.29140345419073654,0.2942903878481966,-0.029218336088565167,0.3575927079832381,-0.09252065622360667
2026-06-02-LAA-COL-13,2026-06-02,era_2022_2026,COL,0,0,0.594059405940594,0.5720435757184893,0.6196761931740885,0.6293410654803695,0.3529065777864915,0.327233852520795,0.38399858438673024,-0.031092006600238753,0.39607017669996675,-0.043163598913475265
2026-06-02-MIL-SFO-9,2026-06-02,era_2022_2026,SFO,0,1,0.693069306930693,0.6431997628382579,0.7783525884347817,0.7727074881321052,0.09420645034800512,0.12730640923867545,0.04912757505356126,0.04507887529444386,0.051661885951217096,0.042544564396788026
