event_id,event_date,corpus_unit,cluster_id,fold,y,p_close,p_elo,p_enet,p_hgb,loss_close,loss_elo,loss_elastic_net,d_elastic_net,loss_hgb_offset,d_hgb_offset
0022400403,2024-12-23,2024-25,IND,0,0,0.6799999999999999,0.6663827735218132,0.8321474196819556,0.7495728890671666,0.4623999999999999,0.4440660008466242,0.6924693280833367,-0.2300693280833368,0.5618595160244988,-0.09945951602449887
0022400404,2024-12-23,2024-25,DET,0,0,0.6950000000000001,0.8113758307553228,0.8923330208394344,0.8073663780082355,0.4830250000000001,0.6583307387338903,0.7962582200804306,-0.3132332200804305,0.651840468338137,-0.16881546833813693
0022400405,2024-12-25,2024-25,SAS,0,1,0.76,0.7851045877477291,0.054467451274563344,0.7696336229100359,0.0576,0.046180038207073476,0.8940318006992203,-0.8364318006992203,0.05306866769355554,0.004531332306444459
0022400406,2024-12-25,2024-25,MIN,0,0,0.655,0.6973581058190524,0.9651718582124167,0.7763119069393623,0.42902500000000005,0.48630832775153676,0.9315567158852094,-0.5025317158852094,0.6026601768558291,-0.17363517685582902
0022400407,2024-12-25,2024-25,PHI,0,0,0.795,0.8136157644803919,0.999,0.8217758748220381,0.6320250000000001,0.6619706122110125,0.998001,-0.36597599999999997,0.675315588439526,-0.043290588439525934
0022400408,2024-12-25,2024-25,LAL,0,0,0.605,0.6066470345026055,0.9962337718407351,0.7451689114874092,0.366025,0.3680206244708054,0.9924817281560179,-0.6264567281560178,0.5552767066473302,-0.1892517066473302
0022400409,2024-12-25,2024-25,DEN,0,1,0.465,0.5081441110144943,0.23443890273094498,0.5800366187244578,0.2862249999999999,0.2419222155297221,0.5860837936517994,-0.2998587936517995,0.17636924161238646,0.10985575838761344
0022400410,2024-12-26,2024-25,OKC,0,0,0.31499999999999995,0.3790248808215257,0.999,0.3797199898682719,0.09922499999999997,0.14365986028177175,0.998001,-0.898776,0.1441872707055605,-0.04496227070556054
0022400411,2024-12-26,2024-25,MIA,0,0,0.515,0.673487952738134,0.976032961635475,0.5694687396681607,0.265225,0.453586022483403,0.9526403421989167,-0.6874153421989166,0.32429464545924336,-0.05906964545924337
0022400412,2024-12-26,2024-25,CHA,0,1,0.36,0.5525022624525961,0.999,0.3622553785714327,0.4096,0.20025422511004515,1.0000000000000019e-06,0.40959900000000005,0.4067182021610667,0.002881797838933331
0022400413,2024-12-26,2024-25,CHI,0,1,0.615,0.6359982205792473,0.0017993627016853946,0.6863537167494315,0.148225,0.13249729542147434,0.9964045123027615,-0.8481795123027616,0.09837399099689587,0.04985100900310413
0022400414,2024-12-26,2024-25,TOR,0,1,0.8,0.8193047739493935,0.999,0.9073464824863186,0.03999999999999998,0.03265076471747978,1.0000000000000019e-06,0.03999899999999998,0.008584674307658075,0.03141532569234191
0022400415,2024-12-26,2024-25,BKN,0,0,0.6599999999999999,0.7633598260377918,0.999,0.6907675757501605,0.4355999999999999,0.5827182240084479,0.998001,-0.5624010000000002,0.47715984370775366,-0.041559843707753785
0022400416,2024-12-26,2024-25,HOU,0,0,0.28,0.341813568011396,0.943198592127494,0.16660982692909387,0.07840000000000001,0.11683651527668125,0.8896235841912868,-0.8112235841912868,0.027758834429342613,0.0506411655706574
0022400417,2024-12-26,2024-25,UTA,0,1,0.595,0.5921590777221559,0.9820049127573464,0.5535221062085176,0.16402500000000003,0.16633421788444244,0.0003238231648707158,0.1637011768351293,0.19934250964447822,-0.03531750964447819
0022400418,2024-12-26,2024-25,DET,0,0,0.635,0.6895534133799731,0.017000077435136356,0.6603814184122138,0.403225,0.4754839099039721,0.0002890026328006323,0.40293599736719937,0.4361036177841273,-0.03287861778412732
0022400419,2024-12-27,2024-25,NYK,0,0,0.325,0.5437069716605331,0.20861222961847106,0.33056062061927133,0.10562500000000001,0.2956172710322677,0.04351906234638969,0.06210593765361032,0.10927032390419783,-0.0036453239041978197
0022400420,2024-12-27,2024-25,IND,0,1,0.825,0.7560454157646355,0.20168132146830936,0.8214720295172446,0.030625000000000017,0.05951383916944957,0.6373127124925849,-0.6066877124925849,0.03187223624469157,-0.001247236244691554
0022400421,2024-12-27,2024-25,SAS,0,0,0.26,0.6004107693269654,0.001,0.1986941783501296,0.06760000000000001,0.3604930919237984,1e-06,0.067599,0.03947937651023311,0.028120623489766898
0022400422,2024-12-27,2024-25,MIN,0,0,0.49,0.6487388731181848,0.0014177647618589175,0.6446668462567408,0.24009999999999998,0.42086212549465224,2.010056919968873e-06,0.24009798994308001,0.4155953426626122,-0.17549534266261224
0022400423,2024-12-27,2024-25,MEM,0,0,0.285,0.40546484790920917,0.012861898875090027,0.25732829738041063,0.08122499999999999,0.16440174289003812,0.0001654284426730421,0.08105957155732695,0.06621785263270105,0.01500714736729894
0022400424,2024-12-27,2024-25,CLE,0,0,0.405,0.5315066164294743,0.001,0.491058788160039,0.16402500000000003,0.2824992833083083,1e-06,0.16402400000000003,0.24113873342920605,-0.07711373342920602
0022400425,2024-12-27,2024-25,DAL,0,0,0.515,0.517990713117708,0.74121423549764,0.5437224419908305,0.265225,0.26831437887619164,0.5493985429043509,-0.2841735429043509,0.2956340939244721,-0.030409093924472108
0022400426,2024-12-27,2024-25,GSW,0,1,0.675,0.6534006683361345,0.999,0.670336830727084,0.10562499999999997,0.12013109670983822,1.0000000000000019e-06,0.10562399999999997,0.10867780517506323,-0.003052805175063261
0022400427,2024-12-28,2024-25,MIA,0,1,0.475,0.5617463327600418,0.001,0.527320141421101,0.275625,0.192066276849272,0.998001,-0.722376,0.223426248706168,0.052198751293832
0022400428,2024-12-28,2024-25,OKC,0,0,0.105,0.14517187086865657,0.7168122031815002,0.07745800139786903,0.011024999999999998,0.021074872091505898,0.5138197346299163,-0.5027947346299163,0.00599974198055228,0.005025258019447718
0022400429,2024-12-28,2024-25,NYK,0,0,0.13,0.19432079542294042,0.999,0.30767082241699456,0.016900000000000002,0.037760571533804264,0.998001,-0.981101,0.0946613349667498,-0.0777613349667498
0022400430,2024-12-28,2024-25,MIL,0,1,0.465,0.5075701657248166,0.2442667255202098,0.47504843399428714,0.2862249999999999,0.24248714168428456,0.571132782155946,-0.2849077821559461,0.27557414665185037,0.010650853348149525
0022400431,2024-12-28,2024-25,PHX,0,1,0.685,0.6095374389723586,0.999,0.8058886312297981,0.09922499999999997,0.15246101156426461,1.0000000000000019e-06,0.09922399999999997,0.037679223485841296,0.06154577651415867
0022400432,2024-12-28,2024-25,DET,0,1,0.695,0.7959201645364904,0.006661599840835505,0.8069544339637064,0.09302500000000002,0.04164857924281316,0.9867211772307685,-0.8936961772307684,0.03726659056627301,0.055758409433727014
0022400433,2024-12-28,2024-25,PHI,0,0,0.245,0.43704223919511376,0.9977504768203076,0.285940106495811,0.060024999999999995,0.19100591884067902,0.9955060139951512,-0.9354810139951512,0.08176174450283573,-0.021736744502835734
0022400434,2024-12-28,2024-25,DAL,0,1,0.405,0.2909455470641512,0.9983527643571382,0.372776701211871,0.354025,0.5027582172281558,2.7133852631144724e-06,0.3540222866147369,0.39340906654266256,-0.03938406654266258
0022400435,2024-12-28,2024-25,SAC,0,1,0.4,0.7428506789269762,0.9891740409578582,0.45803350153310995,0.36,0.06612577332831708,0.0001172013891821315,0.35988279861081784,0.2937276854604615,0.06627231453953847
