frame,timestamp,ball_x2d,ball_y2d,detected,live,ball_inferred
105,3.5,80,0,1,1,0
108,3.6,80,0,1,1,0
111,3.7,80,0,1,1,0
114,3.8,80,0,1,1,0
117,3.9,80,0,1,1,0
120,4.0,80,0,1,1,0
123,4.1,80,0,1,1,0
126,4.2,80,0,1,1,0
129,4.3,80,0,1,1,0
132,4.4,80,0,1,1,0
135,4.5,80,0,1,1,0
138,4.6,80,0,1,1,0
141,4.7,80,0,1,1,0
144,4.8,80,0,1,1,0
147,4.9,80,0,1,1,0
150,5.0,80,0,1,1,0
153,5.1,80,0,1,1,0
156,5.2,80,0,1,1,0
159,5.3,80,0,1,1,0
162,5.4,80,0,1,1,0
165,5.5,80,0,1,1,0
168,5.6,80,0,1,1,0
171,5.7,80,0,1,1,0
174,5.8,80,0,1,1,0
177,5.9,80,0,1,1,0
450,15.0,80,0,1,1,1
453,15.1,80,0,1,1,0
456,15.2,80,0,1,1,1
459,15.3,80,0,1,1,0
462,15.4,80,0,1,1,1
465,15.5,80,0,1,1,0
468,15.6,80,0,1,1,1
471,15.7,80,0,1,1,0
474,15.8,80,0,1,1,1
477,15.9,80,0,1,1,0
480,16.0,80,0,1,1,0
483,16.1,80,0,1,1,0
486,16.2,80,0,1,1,0
489,16.3,80,0,1,1,0
492,16.4,80,0,1,1,0
495,16.5,80,0,1,1,0
498,16.6,80,0,1,1,0
501,16.7,80,0,1,1,0
504,16.8,80,0,1,1,0
507,16.9,80,0,1,1,1
510,17.0,80,0,1,1,0
513,17.1,80,0,1,1,0
516,17.2,80,0,1,1,0
519,17.3,80,0,1,1,0
522,17.4,80,0,1,1,0
525,17.5,80,0,1,1,0
528,17.6,80,0,1,1,0
531,17.7,80,0,1,1,0
534,17.8,80,0,1,1,0
537,17.9,80,0,1,1,0
540,18.0,80,0,1,1,1
543,18.1,80,0,1,1,0
546,18.2,80,0,1,1,0
549,18.3,80,0,1,1,0
552,18.4,80,0,1,1,0
555,18.5,80,0,1,1,0
558,18.6,86,0,1,1,1
561,18.7,80,0,1,1,0
564,18.8,80,0,1,1,0
567,18.9,80,0,1,1,0
570,19.0,80,0,1,1,0
573,19.1,80,0,1,1,0
576,19.2,80,0,1,1,0
579,19.3,80,0,1,1,0
582,19.4,80,0,1,1,0
585,19.5,80,0,1,1,0
588,19.6,80,0,1,1,0
591,19.7,80,0,1,1,0
594,19.8,80,0,1,1,0
597,19.9,80,0,1,1,0
600,20.0,80,0,1,1,0
603,20.1,80,0,1,1,0
606,20.2,80,0,1,1,0
