geometry,sigma_px,draw,seed,baseline_gap_px,a_gap_px,b_gap_px,a_improvement_px,b_improvement_px,n_supports,n_kept,rounds_run,n_fev,status
G2_WIDE,0.25,27,2169324015,0.254963,0.285955,0.275028,-0.030992,-0.020065,568,568,2,6,ok
G2_WIDE,0.25,28,2151606223,0.189326,0.154280,0.162257,0.035046,0.027069,569,569,2,8,ok
G2_WIDE,0.25,29,1532992173,0.174285,0.175594,0.159912,-0.001308,0.014373,568,568,2,7,ok
G2_WIDE,0.25,30,1529422643,0.217973,0.230820,0.228907,-0.012846,-0.010934,567,567,2,6,ok
G2_WIDE,0.25,31,4114673324,0.262360,0.215006,0.208621,0.047354,0.053739,568,568,2,8,ok
G2_WIDE,0.25,32,2475649852,0.170489,0.159941,0.159848,0.010548,0.010641,567,567,2,8,ok
G2_WIDE,0.25,33,2218687340,0.336893,0.277347,0.282619,0.059546,0.054275,567,567,3,9,ok
G2_WIDE,0.25,34,214687852,0.129461,0.174146,0.161296,-0.044684,-0.031835,568,568,2,7,ok
G2_WIDE,0.25,35,2051383448,0.236606,0.194277,0.200764,0.042329,0.035842,567,567,2,7,ok
G2_WIDE,0.25,36,1436849009,0.386666,0.328223,0.334029,0.058443,0.052636,568,568,2,6,ok
G2_WIDE,0.25,37,2220572115,0.359291,0.210767,0.262525,0.148524,0.096766,567,567,2,7,ok
G2_WIDE,0.25,38,3071339592,0.220603,0.244418,0.238373,-0.023815,-0.017770,567,567,2,8,ok
G2_WIDE,0.25,39,2462482749,0.220880,0.206932,0.209871,0.013948,0.011010,568,568,2,6,ok
G2_WIDE,0.50,0,4075607097,0.748885,0.756049,0.746239,-0.007164,0.002645,566,566,2,6,ok
G2_WIDE,0.50,1,346115013,0.603341,0.600699,0.600564,0.002642,0.002777,565,565,2,6,ok
G2_WIDE,0.50,2,208608012,0.409141,0.498949,0.477348,-0.089808,-0.068208,567,567,2,7,ok
G2_WIDE,0.50,3,1579405738,0.663169,0.431997,0.445666,0.231173,0.217503,566,566,2,7,ok
G2_WIDE,0.50,4,1274361400,0.454324,0.356548,0.386043,0.097775,0.068280,567,567,2,8,ok
G2_WIDE,0.50,5,2163038384,0.744546,0.327775,0.404888,0.416771,0.339658,568,568,3,10,ok
G2_WIDE,0.50,6,3380611240,0.531855,0.438309,0.452130,0.093546,0.079726,567,567,3,9,ok
G2_WIDE,0.50,7,3341046994,0.132670,0.193286,0.166336,-0.060616,-0.033666,566,566,2,7,ok
G2_WIDE,0.50,8,1758175380,0.467003,0.387120,0.417108,0.079882,0.049894,568,568,2,8,ok
G2_WIDE,0.50,9,2357636587,0.386408,0.293183,0.289764,0.093224,0.096644,567,567,2,7,ok
G2_WIDE,0.50,10,3947359760,0.283110,0.277159,0.206701,0.005951,0.076409,566,566,2,7,ok
G2_WIDE,0.50,11,1694214199,0.749151,0.551947,0.606977,0.197203,0.142174,568,568,2,8,ok
G2_WIDE,0.50,12,2885709387,0.540893,0.443923,0.466277,0.096970,0.074617,567,567,2,8,ok
G2_WIDE,0.50,13,2798889327,0.445203,0.366897,0.380693,0.078306,0.064510,568,568,3,11,ok
G2_WIDE,0.50,14,3765126846,0.472543,0.452828,0.456025,0.019715,0.016518,567,567,2,7,ok
G2_WIDE,0.50,15,1938242515,0.777323,0.648999,0.668620,0.128325,0.108703,566,566,3,9,ok
G2_WIDE,0.50,16,1172442498,0.395286,0.391537,0.390736,0.003749,0.004550,568,568,2,7,ok
G2_WIDE,0.50,17,1114746554,0.573663,0.482957,0.500929,0.090706,0.072734,567,567,2,8,ok
G2_WIDE,0.50,18,265168412,0.550344,0.365143,0.428672,0.185201,0.121672,566,566,2,7,ok
G2_WIDE,0.50,19,1648270382,0.392823,0.326449,0.351820,0.066374,0.041003,567,567,2,7,ok
G2_WIDE,0.50,20,1027223570,1.382105,0.773245,0.930680,0.608860,0.451424,567,567,3,12,ok
G2_WIDE,0.50,21,3672997408,0.369346,0.292165,0.307827,0.077182,0.061519,568,568,2,7,ok
G2_WIDE,0.50,22,2610661984,0.671365,0.639359,0.645515,0.032006,0.025849,568,568,2,7,ok
G2_WIDE,0.50,23,2987521409,0.581215,0.599567,0.597806,-0.018352,-0.016591,568,568,2,6,ok
G2_WIDE,0.50,24,522458760,1.407537,0.693251,0.861521,0.714285,0.546016,568,568,3,13,ok
G2_WIDE,0.50,25,4279332202,0.185023,0.201800,0.203702,-0.016777,-0.018679,568,568,2,6,ok
G2_WIDE,0.50,26,2979407664,0.285135,0.175860,0.188840,0.109275,0.096295,567,567,3,10,ok
G2_WIDE,0.50,27,324626878,0.406476,0.362808,0.357427,0.043668,0.049049,568,568,3,10,ok
G2_WIDE,0.50,28,2426811487,0.338936,0.315729,0.299862,0.023208,0.039074,567,567,2,8,ok
G2_WIDE,0.50,29,715933748,0.565842,0.521482,0.533004,0.044361,0.032839,568,568,2,6,ok
G2_WIDE,0.50,30,2564362172,0.504656,0.553990,0.539511,-0.049334,-0.034855,567,567,2,7,ok
G2_WIDE,0.50,31,100022542,0.404421,0.243934,0.279610,0.160487,0.124811,568,568,2,7,ok
G2_WIDE,0.50,32,1815038880,0.521863,0.308736,0.328543,0.213127,0.193319,568,568,3,10,ok
G2_WIDE,0.50,33,3343708177,0.858118,0.652020,0.696675,0.206097,0.161442,568,568,3,9,ok
G2_WIDE,0.50,34,2576859877,0.265120,0.322171,0.313119,-0.057050,-0.047999,567,567,3,11,ok
G2_WIDE,0.50,35,791411832,0.900384,0.279946,0.399637,0.620438,0.500747,566,566,3,14,ok
G2_WIDE,0.50,36,1285125358,0.783496,0.526960,0.573825,0.256536,0.209671,566,566,2,7,ok
G2_WIDE,0.50,37,851389458,0.304362,0.240966,0.228840,0.063397,0.075522,568,568,2,7,ok
G2_WIDE,0.50,38,3021699949,0.414504,0.428469,0.417383,-0.013965,-0.002879,568,568,2,8,ok
G2_WIDE,0.50,39,3491277923,0.672052,0.367452,0.440040,0.304600,0.232012,567,567,3,10,ok
G2_WIDE,1.00,0,338141050,0.930574,0.679225,0.748866,0.251349,0.181709,569,569,3,13,ok
G2_WIDE,1.00,1,3685913000,0.884962,0.846622,0.823917,0.038341,0.061045,565,565,3,15,ok
G2_WIDE,1.00,2,550430865,0.883080,0.593937,0.632757,0.289143,0.250323,569,569,3,11,ok
G2_WIDE,1.00,3,3344315197,0.477842,0.492462,0.491190,-0.014620,-0.013348,566,566,2,6,ok
G2_WIDE,1.00,4,2169281058,0.887993,0.526006,0.615170,0.361987,0.272823,566,566,3,9,ok
G2_WIDE,1.00,5,3128367086,1.052891,0.707737,0.627606,0.345154,0.425285,567,567,2,9,ok
G2_WIDE,1.00,6,3284075317,1.015632,1.029074,0.970133,-0.013442,0.045499,567,567,2,8,ok
G2_WIDE,1.00,7,3478908581,0.460390,0.570475,0.531190,-0.110085,-0.070801,567,567,2,6,ok
G2_WIDE,1.00,8,4088564663,0.899547,0.723787,0.764618,0.175761,0.134929,568,568,2,8,ok
G2_WIDE,1.00,9,1484683169,1.245903,1.080942,1.103837,0.164961,0.142066,567,567,2,6,ok
G2_WIDE,1.00,10,2309093052,1.618400,1.570319,1.573709,0.048082,0.044691,567,567,2,7,ok
G2_WIDE,1.00,11,2902565780,0.693499,0.815580,0.786239,-0.122080,-0.092739,568,568,2,7,ok
G2_WIDE,1.00,12,201256240,0.649352,0.691267,0.703278,-0.041915,-0.053926,567,567,3,11,ok
G2_WIDE,1.00,13,1051461733,1.862800,1.189909,1.399124,0.672891,0.463676,567,567,3,14,ok
G2_WIDE,1.00,14,867781045,1.157469,0.880602,0.926514,0.276866,0.230954,568,568,3,12,ok
G2_WIDE,1.00,15,1482340459,0.628373,0.705833,0.669140,-0.077460,-0.040767,569,569,2,7,ok
G2_WIDE,1.00,16,714189260,0.704133,0.603618,0.572332,0.100515,0.131801,567,567,3,12,ok
G2_WIDE,1.00,17,195475741,0.764359,0.766465,0.765039,-0.002106,-0.000680,567,567,3,9,ok
G2_WIDE,1.00,18,1306750727,0.840023,0.699700,0.714066,0.140323,0.125956,567,567,2,7,ok
G2_WIDE,1.00,19,1289645994,1.742641,0.872396,1.029937,0.870245,0.712704,567,567,3,17,ok
G2_WIDE,1.00,20,3599003566,0.889243,0.754526,0.790057,0.134717,0.099187,566,566,2,6,ok
G2_WIDE,1.00,21,4125734240,1.296402,1.074451,1.082428,0.221951,0.213974,565,565,3,13,ok
G2_WIDE,1.00,22,846938753,1.446243,1.260715,1.298923,0.185527,0.147320,568,568,3,10,ok
G2_WIDE,1.00,23,2998948172,1.374022,0.873465,1.007246,0.500557,0.366776,567,567,2,7,ok
G2_WIDE,1.00,24,26225549,1.109728,0.886204,0.860028,0.223525,0.249701,568,568,3,11,ok
G2_WIDE,1.00,25,8989139,1.351683,1.151334,1.130024,0.200349,0.221659,566,566,2,8,ok
G2_WIDE,1.00,26,4101822020,1.472563,1.231447,1.328672,0.241117,0.143891,564,564,3,10,ok
G2_WIDE,1.00,27,901061841,0.578992,0.543011,0.578563,0.035981,0.000429,567,567,3,10,ok
G2_WIDE,1.00,28,1503547139,1.640051,1.037752,1.174230,0.602299,0.465822,565,565,2,9,ok
G2_WIDE,1.00,29,2440511034,0.845476,0.863867,0.848578,-0.018391,-0.003102,567,567,2,8,ok
G2_WIDE,1.00,30,4090945024,0.616547,0.625262,0.619185,-0.008715,-0.002638,568,568,2,8,ok
G2_WIDE,1.00,31,702781296,0.420365,0.444404,0.445233,-0.024040,-0.024869,565,565,3,9,ok
G2_WIDE,1.00,32,3529868734,0.989235,0.602933,0.641630,0.386302,0.347605,568,568,3,13,ok
G2_WIDE,1.00,33,1248661447,0.665661,0.704209,0.694628,-0.038549,-0.028967,565,565,3,10,ok
G2_WIDE,1.00,34,1151354265,1.598967,0.725613,0.743290,0.873354,0.855677,566,566,3,11,ok
G2_WIDE,1.00,35,911276707,1.083555,0.908950,0.949287,0.174605,0.134269,568,568,3,11,ok
G2_WIDE,1.00,36,1966660449,0.941505,0.877865,0.886145,0.063639,0.055359,568,568,3,14,ok
G2_WIDE,1.00,37,1860160207,0.536077,0.501968,0.506137,0.034110,0.029941,566,566,3,11,ok
G2_WIDE,1.00,38,457081291,0.930142,0.527924,0.533484,0.402219,0.396658,568,568,3,12,ok
G2_WIDE,1.00,39,4270661976,1.662371,1.163826,1.211289,0.498545,0.451083,568,568,2,8,ok
G3_TIGHT,0.00,0,853871503,0.000000,0.000000,0.000000,0.000000,0.000000,456,456,1,2,ok
G3_TIGHT,0.00,1,604189647,0.000000,0.000000,0.000000,0.000000,0.000000,456,456,1,2,ok
G3_TIGHT,0.00,2,2212089943,0.000000,0.000000,0.000000,0.000000,0.000000,456,456,1,2,ok
G3_TIGHT,0.00,3,1199211254,0.000000,0.000000,0.000000,0.000000,0.000000,456,456,1,2,ok
G3_TIGHT,0.00,4,1884934226,0.000000,0.000000,0.000000,0.000000,0.000000,456,456,1,2,ok
G3_TIGHT,0.00,5,888786989,0.000000,0.000000,0.000000,0.000000,0.000000,456,456,1,2,ok
G3_TIGHT,0.00,6,2822540069,0.000000,0.000000,0.000000,0.000000,0.000000,456,456,1,2,ok
G3_TIGHT,0.00,7,2893459701,0.000000,0.000000,0.000000,0.000000,0.000000,456,456,1,2,ok
G3_TIGHT,0.00,8,795042913,0.000000,0.000000,0.000000,0.000000,0.000000,456,456,1,2,ok
G3_TIGHT,0.00,9,2438901738,0.000000,0.000000,0.000000,0.000000,0.000000,456,456,1,2,ok
G3_TIGHT,0.00,10,394095160,0.000000,0.000000,0.000000,0.000000,0.000000,456,456,1,2,ok
G3_TIGHT,0.00,11,1461350926,0.000000,0.000000,0.000000,0.000000,0.000000,456,456,1,2,ok
G3_TIGHT,0.00,12,2401180020,0.000000,0.000000,0.000000,0.000000,0.000000,456,456,1,2,ok
G3_TIGHT,0.00,13,2578539475,0.000000,0.000000,0.000000,0.000000,0.000000,456,456,1,2,ok
G3_TIGHT,0.00,14,1109977891,0.000000,0.000000,0.000000,0.000000,0.000000,456,456,1,2,ok
G3_TIGHT,0.00,15,684388591,0.000000,0.000000,0.000000,0.000000,0.000000,456,456,1,2,ok
G3_TIGHT,0.00,16,2736456716,0.000000,0.000000,0.000000,0.000000,0.000000,456,456,1,2,ok
G3_TIGHT,0.00,17,1408117771,0.000000,0.000000,0.000000,0.000000,0.000000,456,456,1,2,ok
G3_TIGHT,0.00,18,576275888,0.000000,0.000000,0.000000,0.000000,0.000000,456,456,1,2,ok
G3_TIGHT,0.00,19,600818239,0.000000,0.000000,0.000000,0.000000,0.000000,456,456,1,2,ok
G3_TIGHT,0.00,20,4006005865,0.000000,0.000000,0.000000,0.000000,0.000000,456,456,1,2,ok
G3_TIGHT,0.00,21,1718692201,0.000000,0.000000,0.000000,0.000000,0.000000,456,456,1,2,ok
G3_TIGHT,0.00,22,4219423815,0.000000,0.000000,0.000000,0.000000,0.000000,456,456,1,2,ok
G3_TIGHT,0.00,23,1279061029,0.000000,0.000000,0.000000,0.000000,0.000000,456,456,1,2,ok
G3_TIGHT,0.00,24,356196987,0.000000,0.000000,0.000000,0.000000,0.000000,456,456,1,2,ok
G3_TIGHT,0.00,25,3453962778,0.000000,0.000000,0.000000,0.000000,0.000000,456,456,1,2,ok
G3_TIGHT,0.00,26,3428849575,0.000000,0.000000,0.000000,0.000000,0.000000,456,456,1,2,ok
G3_TIGHT,0.00,27,3829596815,0.000000,0.000000,0.000000,0.000000,0.000000,456,456,1,2,ok
G3_TIGHT,0.00,28,989165473,0.000000,0.000000,0.000000,0.000000,0.000000,456,456,1,2,ok
G3_TIGHT,0.00,29,1485673011,0.000000,0.000000,0.000000,0.000000,0.000000,456,456,1,2,ok
G3_TIGHT,0.00,30,3979350489,0.000000,0.000000,0.000000,0.000000,0.000000,456,456,1,2,ok
G3_TIGHT,0.00,31,1073617397,0.000000,0.000000,0.000000,0.000000,0.000000,456,456,1,2,ok
G3_TIGHT,0.00,32,779567803,0.000000,0.000000,0.000000,0.000000,0.000000,456,456,1,2,ok
G3_TIGHT,0.00,33,316219526,0.000000,0.000000,0.000000,0.000000,0.000000,456,456,1,2,ok
G3_TIGHT,0.00,34,498716308,0.000000,0.000000,0.000000,0.000000,0.000000,456,456,1,2,ok
G3_TIGHT,0.00,35,4026568952,0.000000,0.000000,0.000000,0.000000,0.000000,456,456,1,2,ok
G3_TIGHT,0.00,36,1102431779,0.000000,0.000000,0.000000,0.000000,0.000000,456,456,1,2,ok
G3_TIGHT,0.00,37,176454921,0.000000,0.000000,0.000000,0.000000,0.000000,456,456,1,2,ok
G3_TIGHT,0.00,38,156285930,0.000000,0.000000,0.000000,0.000000,0.000000,456,456,1,2,ok
G3_TIGHT,0.00,39,3038692750,0.000000,0.000000,0.000000,0.000000,0.000000,456,456,1,2,ok
G3_TIGHT,0.25,0,467397337,0.362543,0.267329,0.301876,0.095214,0.060667,456,456,2,7,ok
G3_TIGHT,0.25,1,935288467,0.169731,0.135462,0.112574,0.034269,0.057157,456,456,2,7,ok
G3_TIGHT,0.25,2,2987411705,0.310031,0.210712,0.192158,0.099318,0.117873,456,456,2,7,ok
G3_TIGHT,0.25,3,3509389101,0.198533,0.193063,0.193626,0.005470,0.004907,456,456,2,6,ok
G3_TIGHT,0.25,4,3334475179,0.257228,0.239868,0.247266,0.017360,0.009962,456,456,2,5,ok
G3_TIGHT,0.25,5,1521425097,0.338959,0.200740,0.211376,0.138219,0.127582,456,456,2,7,ok
G3_TIGHT,0.25,6,3058524809,0.460832,0.380071,0.412943,0.080761,0.047889,456,456,2,6,ok
G3_TIGHT,0.25,7,1235273001,0.087324,0.082211,0.082174,0.005113,0.005150,456,456,2,6,ok
G3_TIGHT,0.25,8,3867073060,0.245063,0.223150,0.226441,0.021913,0.018622,456,456,2,8,ok
G3_TIGHT,0.25,9,2706952374,0.118467,0.078727,0.081696,0.039740,0.036771,456,456,2,7,ok
G3_TIGHT,0.25,10,66081409,0.445634,0.236821,0.298952,0.208813,0.146681,456,456,2,7,ok
G3_TIGHT,0.25,11,2063888718,0.515821,0.300671,0.367198,0.215150,0.148623,456,456,2,7,ok
G3_TIGHT,0.25,12,4270679117,0.224533,0.219520,0.221133,0.005013,0.003399,456,456,2,6,ok
G3_TIGHT,0.25,13,2671218572,0.170691,0.202231,0.174264,-0.031540,-0.003572,456,456,2,7,ok
G3_TIGHT,0.25,14,3630270568,0.516431,0.398143,0.449040,0.118288,0.067391,456,456,2,7,ok
G3_TIGHT,0.25,15,1665887464,0.229612,0.190097,0.203339,0.039515,0.026273,456,456,2,7,ok
G3_TIGHT,0.25,16,1248650376,0.312022,0.291012,0.298530,0.021010,0.013492,456,456,2,7,ok
G3_TIGHT,0.25,17,2599184441,0.162593,0.145675,0.150824,0.016918,0.011768,456,456,2,7,ok
G3_TIGHT,0.25,18,3158818029,0.240891,0.249918,0.257766,-0.009027,-0.016875,456,456,2,7,ok
G3_TIGHT,0.25,19,1927684329,0.300637,0.225684,0.242149,0.074952,0.058488,456,456,3,9,ok
G3_TIGHT,0.25,20,2803028561,0.248311,0.226043,0.228521,0.022268,0.019790,456,456,2,7,ok
G3_TIGHT,0.25,21,1778031401,0.378966,0.377737,0.381027,0.001229,-0.002061,456,456,2,6,ok
G3_TIGHT,0.25,22,2474291050,0.180419,0.129794,0.141645,0.050626,0.038774,456,456,2,7,ok
G3_TIGHT,0.25,23,934248731,0.314675,0.209052,0.254525,0.105623,0.060150,456,456,2,7,ok
G3_TIGHT,0.25,24,4049296770,0.340979,0.254786,0.269928,0.086193,0.071051,456,456,2,7,ok
G3_TIGHT,0.25,25,3831891935,0.176096,0.164526,0.168719,0.011570,0.007378,456,456,2,7,ok
G3_TIGHT,0.25,26,2204523499,0.310806,0.251441,0.268194,0.059365,0.042611,456,456,2,7,ok
G3_TIGHT,0.25,27,3672461501,0.212360,0.205341,0.205908,0.007019,0.006452,456,456,2,6,ok
G3_TIGHT,0.25,28,2845449323,0.082865,0.133217,0.117059,-0.050352,-0.034194,456,456,2,6,ok
G3_TIGHT,0.25,29,3062277237,0.184818,0.173199,0.178535,0.011619,0.006283,456,456,2,6,ok
G3_TIGHT,0.25,30,3327881152,0.198031,0.192836,0.175982,0.005195,0.022050,456,456,3,9,ok
G3_TIGHT,0.25,31,922067987,0.288029,0.279831,0.274425,0.008199,0.013604,456,456,2,7,ok
G3_TIGHT,0.25,32,3081958614,0.151923,0.151279,0.153538,0.000644,-0.001614,456,456,2,7,ok
G3_TIGHT,0.25,33,59140397,0.199359,0.157170,0.159871,0.042189,0.039488,456,456,2,7,ok
G3_TIGHT,0.25,34,1132620294,0.292132,0.293365,0.290146,-0.001233,0.001985,456,456,2,7,ok
G3_TIGHT,0.25,35,3347699994,0.191708,0.148519,0.158740,0.043189,0.032968,456,456,2,7,ok
G3_TIGHT,0.25,36,3210295227,0.197079,0.181510,0.185014,0.015568,0.012065,456,456,2,5,ok
G3_TIGHT,0.25,37,2568607803,0.172719,0.145592,0.154959,0.027127,0.017760,456,456,2,7,ok
G3_TIGHT,0.25,38,2568562137,0.204597,0.238484,0.174799,-0.033887,0.029798,456,456,2,7,ok
G3_TIGHT,0.25,39,2501327051,0.259943,0.246287,0.250825,0.013656,0.009118,456,456,2,6,ok
G3_TIGHT,0.50,0,556042198,0.555664,0.308502,0.375981,0.247162,0.179683,456,456,3,10,ok
G3_TIGHT,0.50,1,1401942173,0.593475,0.483457,0.522176,0.110018,0.071299,455,455,2,6,ok
G3_TIGHT,0.50,2,3969446262,0.608774,0.443723,0.502356,0.165050,0.106418,456,456,3,9,ok
G3_TIGHT,0.50,3,192898593,0.271163,0.202826,0.200230,0.068337,0.070933,456,456,2,8,ok
G3_TIGHT,0.50,4,3687731762,0.273409,0.227147,0.210405,0.046263,0.063004,456,456,3,9,ok
G3_TIGHT,0.50,5,2161090469,0.870833,0.515026,0.577662,0.355807,0.293171,455,455,2,7,ok
G3_TIGHT,0.50,6,1577373440,0.446908,0.486004,0.469005,-0.039095,-0.022096,456,456,2,7,ok
G3_TIGHT,0.50,7,415379385,0.408205,0.365401,0.383886,0.042804,0.024318,456,456,2,7,ok
G3_TIGHT,0.50,8,3326205385,0.597730,0.571940,0.548212,0.025790,0.049518,456,456,2,6,ok
G3_TIGHT,0.50,9,1886779675,0.412765,0.241724,0.284448,0.171041,0.128317,456,456,2,8,ok
G3_TIGHT,0.50,10,2914924733,0.350901,0.342985,0.303084,0.007916,0.047816,456,456,2,7,ok
G3_TIGHT,0.50,11,1557682605,0.372112,0.259193,0.279465,0.112920,0.092648,456,456,2,7,ok
G3_TIGHT,0.50,12,382630356,0.907761,0.504736,0.614783,0.403026,0.292978,456,456,3,11,ok
G3_TIGHT,0.50,13,3096148842,0.375621,0.322587,0.348527,0.053034,0.027094,456,456,2,8,ok
G3_TIGHT,0.50,14,2981068805,0.206923,0.333276,0.279335,-0.126352,-0.072411,455,455,2,7,ok
G3_TIGHT,0.50,15,1908935074,0.552353,0.370352,0.434756,0.182000,0.117596,456,456,2,8,ok
G3_TIGHT,0.50,16,2511868463,0.380774,0.333752,0.347477,0.047022,0.033298,456,456,2,6,ok
G3_TIGHT,0.50,17,3867085579,0.893072,0.655423,0.697217,0.237649,0.195854,456,456,2,8,ok
G3_TIGHT,0.50,18,2189470580,0.491859,0.351890,0.390315,0.139969,0.101544,456,456,2,7,ok
G3_TIGHT,0.50,19,2873045235,0.445145,0.307031,0.306506,0.138114,0.138638,456,456,3,10,ok
G3_TIGHT,0.50,20,571060129,0.769748,0.354097,0.429179,0.415651,0.340568,456,456,2,8,ok
G3_TIGHT,0.50,21,3782226639,1.257805,0.578723,0.793537,0.679082,0.464268,456,456,3,13,ok
G3_TIGHT,0.50,22,3418858124,0.287309,0.273400,0.276914,0.013909,0.010395,456,456,2,8,ok
G3_TIGHT,0.50,23,1503549066,0.734005,0.483764,0.461815,0.250241,0.272190,455,455,3,12,ok
G3_TIGHT,0.50,24,3314685141,0.341233,0.222446,0.233566,0.118787,0.107667,456,456,2,7,ok
G3_TIGHT,0.50,25,2328159154,0.301349,0.256311,0.261808,0.045038,0.039541,456,456,2,6,ok
G3_TIGHT,0.50,26,823767082,0.563045,0.494552,0.525926,0.068493,0.037118,456,456,2,7,ok
G3_TIGHT,0.50,27,3175398197,0.335855,0.418889,0.382155,-0.083034,-0.046301,456,456,3,11,ok
G3_TIGHT,0.50,28,1757937705,0.729483,0.351320,0.478446,0.378163,0.251037,456,456,2,7,ok
G3_TIGHT,0.50,29,663347986,0.527541,0.446822,0.465993,0.080719,0.061548,456,456,2,7,ok
G3_TIGHT,0.50,30,3461905919,0.583741,0.531522,0.549489,0.052219,0.034252,456,456,2,6,ok
G3_TIGHT,0.50,31,304186328,0.576862,0.514374,0.533825,0.062487,0.043037,456,456,2,8,ok
G3_TIGHT,0.50,32,3683898774,0.441973,0.181631,0.245772,0.260342,0.196200,456,456,3,11,ok
G3_TIGHT,0.50,33,527770921,0.471352,0.524455,0.492253,-0.053103,-0.020901,456,456,2,7,ok
G3_TIGHT,0.50,34,1694750052,0.404316,0.325702,0.356863,0.078614,0.047453,456,456,3,9,ok
G3_TIGHT,0.50,35,2230351916,0.224168,0.292342,0.260625,-0.068174,-0.036457,455,455,2,7,ok
G3_TIGHT,0.50,36,3184126877,0.346552,0.315936,0.330468,0.030615,0.016083,456,456,2,6,ok
G3_TIGHT,0.50,37,1760742486,0.299913,0.315093,0.308715,-0.015180,-0.008802,456,456,2,7,ok
G3_TIGHT,0.50,38,419895741,0.665397,0.544830,0.576557,0.120568,0.088841,456,456,3,9,ok
G3_TIGHT,0.50,39,4049902471,0.523190,0.421497,0.462813,0.101692,0.060376,456,456,2,8,ok
G3_TIGHT,1.00,0,3156826345,0.729456,0.466777,0.522270,0.262679,0.207186,457,457,2,10,ok
G3_TIGHT,1.00,1,4257133914,0.793513,0.552968,0.644891,0.240544,0.148622,455,455,3,10,ok
G3_TIGHT,1.00,2,1313708596,1.013238,0.789554,0.850195,0.223685,0.163043,453,453,2,7,ok
G3_TIGHT,1.00,3,3468300204,1.501529,1.001904,1.160678,0.499626,0.340851,454,454,3,12,ok
G3_TIGHT,1.00,4,1418284963,1.852299,1.565528,1.665886,0.286772,0.186414,456,456,3,12,ok
G3_TIGHT,1.00,5,2467230871,1.327291,0.784094,0.989139,0.543197,0.338152,456,456,2,9,ok
G3_TIGHT,1.00,6,2524416849,1.171790,0.890050,0.974802,0.281740,0.196988,457,457,3,14,ok
G3_TIGHT,1.00,7,1254148459,1.266578,0.997835,1.094732,0.268743,0.171845,455,455,2,6,ok
G3_TIGHT,1.00,8,3473470581,0.786408,0.476499,0.599150,0.309909,0.187258,456,456,3,11,ok
G3_TIGHT,1.00,9,327147529,2.115203,0.956928,1.544023,1.158275,0.571180,455,455,3,11,ok
G3_TIGHT,1.00,10,1761875485,0.948102,0.967527,0.948591,-0.019425,-0.000490,455,455,3,10,ok
G3_TIGHT,1.00,11,1537964652,1.125110,0.978098,1.039014,0.147012,0.086097,456,456,2,7,ok
G3_TIGHT,1.00,12,4210542491,0.874637,0.922741,0.910387,-0.048104,-0.035750,455,455,2,7,ok
G3_TIGHT,1.00,13,4082234623,2.586748,1.144745,1.588654,1.442003,0.998094,456,456,3,13,ok
G3_TIGHT,1.00,14,3345510209,0.947619,0.873017,0.871586,0.074602,0.076033,455,455,3,12,ok
G3_TIGHT,1.00,15,4011411064,1.218500,1.224910,1.210777,-0.006410,0.007722,456,456,2,7,ok
G3_TIGHT,1.00,16,507717612,0.925486,0.611336,0.683547,0.314150,0.241939,456,456,3,13,ok
G3_TIGHT,1.00,17,3127434350,1.315825,0.911094,1.043569,0.404730,0.272256,456,456,2,7,ok
G3_TIGHT,1.00,18,85269413,0.931015,0.731578,0.819271,0.199436,0.111744,456,456,3,10,ok
G3_TIGHT,1.00,19,2649360364,0.903918,1.236714,1.134027,-0.332796,-0.230109,456,456,3,9,ok
G3_TIGHT,1.00,20,3045764192,0.718125,0.464905,0.479800,0.253219,0.238324,456,456,3,12,ok
G3_TIGHT,1.00,21,1273774127,1.182809,1.093720,1.129627,0.089089,0.053182,454,454,2,6,ok
G3_TIGHT,1.00,22,4219967951,0.590056,0.687520,0.634892,-0.097463,-0.044835,455,455,2,8,ok
G3_TIGHT,1.00,23,3681562535,1.740128,0.753433,1.045830,0.986695,0.694297,454,454,3,12,ok
G3_TIGHT,1.00,24,2157891479,1.811006,1.156287,1.412221,0.654718,0.398784,456,456,3,13,ok
G3_TIGHT,1.00,25,2455688443,0.548287,0.462258,0.462682,0.086029,0.085605,455,455,2,9,ok
G3_TIGHT,1.00,26,4235087590,0.977578,0.861415,0.890212,0.116163,0.087365,456,456,2,8,ok
G3_TIGHT,1.00,27,193483509,0.851339,0.671907,0.615044,0.179433,0.236295,457,457,2,11,ok
G3_TIGHT,1.00,28,1048033707,1.660186,0.734334,1.052135,0.925852,0.608052,455,455,3,16,ok
G3_TIGHT,1.00,29,2090650350,1.323359,0.908991,0.982219,0.414369,0.341140,455,455,3,11,ok
G3_TIGHT,1.00,30,3781981155,1.115708,0.901009,1.006016,0.214700,0.109692,456,456,3,12,ok
G3_TIGHT,1.00,31,1673483493,0.950254,0.624339,0.725485,0.325915,0.224770,455,455,3,12,ok
G3_TIGHT,1.00,32,519217212,0.848545,0.696200,0.756157,0.152345,0.092388,456,456,2,6,ok
G3_TIGHT,1.00,33,791781287,1.284343,0.489296,0.631210,0.795047,0.653133,455,455,3,14,ok
G3_TIGHT,1.00,34,3309461233,0.627568,0.553153,0.576971,0.074415,0.050597,456,456,2,6,ok
G3_TIGHT,1.00,35,2365543263,1.346701,0.790155,0.888222,0.556545,0.458478,456,456,3,15,ok
