draw_j,source_name,frame_index,kind,previous_pts_s,pts_s,step_s,native_interval_s,dropped_ordinal
15,ncaa_basketball__6rQ2sV4upfc_s90.mp4,3730,dropped,62.195467,62.228833,0.033366,0.016683,1
15,ncaa_basketball__6rQ2sV4upfc_s90.mp4,4030,duplicate,67.217144,67.217144,0.000000,0.016683,
15,ncaa_basketball__6rQ2sV4upfc_s90.mp4,4036,dropped,67.300567,67.333933,0.033366,0.016683,1
15,ncaa_basketball__6rQ2sV4upfc_s90.mp4,4334,duplicate,72.288878,72.288878,0.000000,0.016683,
15,ncaa_basketball__6rQ2sV4upfc_s90.mp4,4339,dropped,72.355611,72.388978,0.033367,0.016683,1
15,ncaa_basketball__6rQ2sV4upfc_s90.mp4,4638,duplicate,77.360611,77.360611,0.000000,0.016683,
15,ncaa_basketball__6rQ2sV4upfc_s90.mp4,4644,dropped,77.444033,77.477400,0.033367,0.016683,1
15,ncaa_basketball__6rQ2sV4upfc_s90.mp4,4942,duplicate,82.432344,82.432344,0.000000,0.016683,
15,ncaa_basketball__6rQ2sV4upfc_s90.mp4,4947,dropped,82.499078,82.532444,0.033366,0.016683,1
15,ncaa_basketball__6rQ2sV4upfc_s90.mp4,5246,duplicate,87.504078,87.504078,0.000000,0.016683,
15,ncaa_basketball__6rQ2sV4upfc_s90.mp4,5251,dropped,87.570811,87.604178,0.033367,0.016683,1
15,ncaa_basketball__6rQ2sV4upfc_s90.mp4,5550,duplicate,92.575811,92.575811,0.000000,0.016683,
15,ncaa_basketball__6rQ2sV4upfc_s90.mp4,5553,dropped,92.609178,92.642544,0.033366,0.016683,1
15,ncaa_basketball__6rQ2sV4upfc_s90.mp4,5854,duplicate,97.647544,97.647544,0.000000,0.016683,
15,ncaa_basketball__6rQ2sV4upfc_s90.mp4,5857,dropped,97.680911,97.714278,0.033367,0.016683,1
15,ncaa_basketball__6rQ2sV4upfc_s90.mp4,6158,duplicate,102.719278,102.719278,0.000000,0.016683,
15,ncaa_basketball__6rQ2sV4upfc_s90.mp4,6159,dropped,102.719278,102.752644,0.033366,0.016683,1
15,ncaa_basketball__6rQ2sV4upfc_s90.mp4,6462,duplicate,107.791011,107.791011,0.000000,0.016683,
15,ncaa_basketball__6rQ2sV4upfc_s90.mp4,6464,dropped,107.807700,107.841067,0.033367,0.016683,1
15,ncaa_basketball__6rQ2sV4upfc_s90.mp4,6766,duplicate,112.862744,112.862744,0.000000,0.016683,
15,ncaa_basketball__6rQ2sV4upfc_s90.mp4,6768,dropped,112.879433,112.912800,0.033367,0.016683,1
15,ncaa_basketball__6rQ2sV4upfc_s90.mp4,7070,duplicate,117.934478,117.934478,0.000000,0.016683,
15,ncaa_basketball__6rQ2sV4upfc_s90.mp4,7071,dropped,117.934478,117.967844,0.033366,0.016683,1
15,ncaa_basketball__6rQ2sV4upfc_s90.mp4,7374,duplicate,123.006211,123.006211,0.000000,0.016683,
15,ncaa_basketball__6rQ2sV4upfc_s90.mp4,7380,dropped,123.089633,123.123000,0.033367,0.016683,1
15,ncaa_basketball__6rQ2sV4upfc_s90.mp4,7678,duplicate,128.077944,128.077944,0.000000,0.016683,
15,ncaa_basketball__6rQ2sV4upfc_s90.mp4,7683,dropped,128.144678,128.178044,0.033366,0.016683,1
15,ncaa_basketball__6rQ2sV4upfc_s90.mp4,7792,dropped,129.979844,130.013211,0.033367,0.016683,1
16,ncaa_basketball__6rQ2sV4upfc_s4347.mp4,273,duplicate,4.537867,4.537867,0.000000,0.016683,
16,ncaa_basketball__6rQ2sV4upfc_s4347.mp4,277,dropped,4.587922,4.621289,0.033367,0.016683,1
16,ncaa_basketball__6rQ2sV4upfc_s4347.mp4,577,duplicate,9.609600,9.609600,0.000000,0.016683,
16,ncaa_basketball__6rQ2sV4upfc_s4347.mp4,582,dropped,9.676333,9.709700,0.033367,0.016683,1
16,ncaa_basketball__6rQ2sV4upfc_s4347.mp4,881,duplicate,14.681333,14.681333,0.000000,0.016683,
16,ncaa_basketball__6rQ2sV4upfc_s4347.mp4,883,dropped,14.698022,14.731389,0.033367,0.016683,1
16,ncaa_basketball__6rQ2sV4upfc_s4347.mp4,1185,duplicate,19.753067,19.753067,0.000000,0.016683,
16,ncaa_basketball__6rQ2sV4upfc_s4347.mp4,1188,dropped,19.786433,19.819800,0.033367,0.016683,1
16,ncaa_basketball__6rQ2sV4upfc_s4347.mp4,1489,duplicate,24.824800,24.824800,0.000000,0.016683,
16,ncaa_basketball__6rQ2sV4upfc_s4347.mp4,1494,dropped,24.891533,24.924900,0.033367,0.016683,1
16,ncaa_basketball__6rQ2sV4upfc_s4347.mp4,1793,duplicate,29.896533,29.896533,0.000000,0.016683,
16,ncaa_basketball__6rQ2sV4upfc_s4347.mp4,1794,dropped,29.896533,29.929900,0.033367,0.016683,1
16,ncaa_basketball__6rQ2sV4upfc_s4347.mp4,2097,duplicate,34.968267,34.968267,0.000000,0.016683,
16,ncaa_basketball__6rQ2sV4upfc_s4347.mp4,2098,dropped,34.968267,35.001633,0.033366,0.016683,1
16,ncaa_basketball__6rQ2sV4upfc_s4347.mp4,2401,duplicate,40.040000,40.040000,0.000000,0.016683,
16,ncaa_basketball__6rQ2sV4upfc_s4347.mp4,2406,dropped,40.106733,40.140100,0.033367,0.016683,1
16,ncaa_basketball__6rQ2sV4upfc_s4347.mp4,2705,duplicate,45.111733,45.111733,0.000000,0.016683,
16,ncaa_basketball__6rQ2sV4upfc_s4347.mp4,2710,dropped,45.178467,45.211833,0.033366,0.016683,1
16,ncaa_basketball__6rQ2sV4upfc_s4347.mp4,3009,duplicate,50.183467,50.183467,0.000000,0.016683,
16,ncaa_basketball__6rQ2sV4upfc_s4347.mp4,3015,dropped,50.266889,50.300256,0.033367,0.016683,1
16,ncaa_basketball__6rQ2sV4upfc_s4347.mp4,3313,duplicate,55.255200,55.255200,0.000000,0.016683,
16,ncaa_basketball__6rQ2sV4upfc_s4347.mp4,3319,dropped,55.338622,55.371989,0.033367,0.016683,1
16,ncaa_basketball__6rQ2sV4upfc_s4347.mp4,3617,duplicate,60.326933,60.326933,0.000000,0.016683,
16,ncaa_basketball__6rQ2sV4upfc_s4347.mp4,3621,dropped,60.376989,60.410356,0.033367,0.016683,1
16,ncaa_basketball__6rQ2sV4upfc_s4347.mp4,3921,duplicate,65.398667,65.398667,0.000000,0.016683,
16,ncaa_basketball__6rQ2sV4upfc_s4347.mp4,3927,dropped,65.482089,65.515456,0.033367,0.016683,1
16,ncaa_basketball__6rQ2sV4upfc_s4347.mp4,4225,duplicate,70.470400,70.470400,0.000000,0.016683,
16,ncaa_basketball__6rQ2sV4upfc_s4347.mp4,4229,dropped,70.520456,70.553822,0.033366,0.016683,1
16,ncaa_basketball__6rQ2sV4upfc_s4347.mp4,4529,duplicate,75.542133,75.542133,0.000000,0.016683,
16,ncaa_basketball__6rQ2sV4upfc_s4347.mp4,4534,dropped,75.608867,75.642233,0.033366,0.016683,1
16,ncaa_basketball__6rQ2sV4upfc_s4347.mp4,4833,duplicate,80.613867,80.613867,0.000000,0.016683,
16,ncaa_basketball__6rQ2sV4upfc_s4347.mp4,4837,dropped,80.663922,80.697289,0.033367,0.016683,1
16,ncaa_basketball__6rQ2sV4upfc_s4347.mp4,5137,duplicate,85.685600,85.685600,0.000000,0.016683,
16,ncaa_basketball__6rQ2sV4upfc_s4347.mp4,5142,dropped,85.752333,85.785700,0.033367,0.016683,1
16,ncaa_basketball__6rQ2sV4upfc_s4347.mp4,5441,duplicate,90.757333,90.757333,0.000000,0.016683,
16,ncaa_basketball__6rQ2sV4upfc_s4347.mp4,5447,dropped,90.840756,90.874122,0.033366,0.016683,1
16,ncaa_basketball__6rQ2sV4upfc_s4347.mp4,5745,duplicate,95.829067,95.829067,0.000000,0.016683,
16,ncaa_basketball__6rQ2sV4upfc_s4347.mp4,5750,dropped,95.895800,95.929167,0.033367,0.016683,1
16,ncaa_basketball__6rQ2sV4upfc_s4347.mp4,6049,duplicate,100.900800,100.900800,0.000000,0.016683,
16,ncaa_basketball__6rQ2sV4upfc_s4347.mp4,6055,dropped,100.984222,101.017589,0.033367,0.016683,1
16,ncaa_basketball__6rQ2sV4upfc_s4347.mp4,6353,duplicate,105.972533,105.972533,0.000000,0.016683,
16,ncaa_basketball__6rQ2sV4upfc_s4347.mp4,6355,dropped,105.989222,106.022589,0.033367,0.016683,1
16,ncaa_basketball__6rQ2sV4upfc_s4347.mp4,6657,duplicate,111.044267,111.044267,0.000000,0.016683,
16,ncaa_basketball__6rQ2sV4upfc_s4347.mp4,6659,dropped,111.060956,111.094322,0.033366,0.016683,1
16,ncaa_basketball__6rQ2sV4upfc_s4347.mp4,6961,duplicate,116.116000,116.116000,0.000000,0.016683,
16,ncaa_basketball__6rQ2sV4upfc_s4347.mp4,6964,dropped,116.149367,116.182733,0.033366,0.016683,1
16,ncaa_basketball__6rQ2sV4upfc_s4347.mp4,7265,duplicate,121.187733,121.187733,0.000000,0.016683,
16,ncaa_basketball__6rQ2sV4upfc_s4347.mp4,7267,dropped,121.204422,121.237789,0.033367,0.016683,1
16,ncaa_basketball__6rQ2sV4upfc_s4347.mp4,7569,duplicate,126.259467,126.259467,0.000000,0.016683,
16,ncaa_basketball__6rQ2sV4upfc_s4347.mp4,7574,dropped,126.326200,126.359567,0.033367,0.016683,1
21,ncaa_basketball__IpR4pT8iN0Y_s90.mp4,264,duplicate,4.387711,4.387711,0.000000,0.016683,
21,ncaa_basketball__IpR4pT8iN0Y_s90.mp4,268,dropped,4.437767,4.471133,0.033366,0.016683,1
21,ncaa_basketball__IpR4pT8iN0Y_s90.mp4,578,duplicate,9.626278,9.626278,0.000000,0.016683,
21,ncaa_basketball__IpR4pT8iN0Y_s90.mp4,584,dropped,9.709700,9.743067,0.033367,0.016683,1
21,ncaa_basketball__IpR4pT8iN0Y_s90.mp4,894,duplicate,14.898211,14.898211,0.000000,0.016683,
21,ncaa_basketball__IpR4pT8iN0Y_s90.mp4,900,dropped,14.981633,15.015000,0.033367,0.016683,1
21,ncaa_basketball__IpR4pT8iN0Y_s90.mp4,1208,duplicate,20.136778,20.136778,0.000000,0.016683,
21,ncaa_basketball__IpR4pT8iN0Y_s90.mp4,1214,dropped,20.220200,20.253567,0.033367,0.016683,1
21,ncaa_basketball__IpR4pT8iN0Y_s90.mp4,1524,duplicate,25.408711,25.408711,0.000000,0.016683,
21,ncaa_basketball__IpR4pT8iN0Y_s90.mp4,1528,dropped,25.458767,25.492133,0.033366,0.016683,1
21,ncaa_basketball__IpR4pT8iN0Y_s90.mp4,1838,duplicate,30.647278,30.647278,0.000000,0.016683,
21,ncaa_basketball__IpR4pT8iN0Y_s90.mp4,1842,dropped,30.697333,30.730700,0.033367,0.016683,1
21,ncaa_basketball__IpR4pT8iN0Y_s90.mp4,2154,duplicate,35.919211,35.919211,0.000000,0.016683,
21,ncaa_basketball__IpR4pT8iN0Y_s90.mp4,2160,dropped,36.002633,36.036000,0.033367,0.016683,1
21,ncaa_basketball__IpR4pT8iN0Y_s90.mp4,2468,duplicate,41.157778,41.157778,0.000000,0.016683,
21,ncaa_basketball__IpR4pT8iN0Y_s90.mp4,2474,dropped,41.241200,41.274567,0.033367,0.016683,1
21,ncaa_basketball__IpR4pT8iN0Y_s90.mp4,2784,duplicate,46.429711,46.429711,0.000000,0.016683,
21,ncaa_basketball__IpR4pT8iN0Y_s90.mp4,2785,dropped,46.429711,46.463078,0.033367,0.016683,1
21,ncaa_basketball__IpR4pT8iN0Y_s90.mp4,3098,duplicate,51.668278,51.668278,0.000000,0.016683,
21,ncaa_basketball__IpR4pT8iN0Y_s90.mp4,3100,dropped,51.684967,51.718333,0.033366,0.016683,1
21,ncaa_basketball__IpR4pT8iN0Y_s90.mp4,3414,duplicate,56.940211,56.940211,0.000000,0.016683,
21,ncaa_basketball__IpR4pT8iN0Y_s90.mp4,3416,dropped,56.956900,56.990267,0.033367,0.016683,1
21,ncaa_basketball__IpR4pT8iN0Y_s90.mp4,3728,duplicate,62.178778,62.178778,0.000000,0.016683,
21,ncaa_basketball__IpR4pT8iN0Y_s90.mp4,3730,dropped,62.195467,62.228833,0.033366,0.016683,1
21,ncaa_basketball__IpR4pT8iN0Y_s90.mp4,4044,duplicate,67.450711,67.450711,0.000000,0.016683,
21,ncaa_basketball__IpR4pT8iN0Y_s90.mp4,4048,dropped,67.500767,67.534133,0.033366,0.016683,1
21,ncaa_basketball__IpR4pT8iN0Y_s90.mp4,4358,duplicate,72.689278,72.689278,0.000000,0.016683,
21,ncaa_basketball__IpR4pT8iN0Y_s90.mp4,4362,dropped,72.739333,72.772700,0.033367,0.016683,1
21,ncaa_basketball__IpR4pT8iN0Y_s90.mp4,4674,duplicate,77.961211,77.961211,0.000000,0.016683,
21,ncaa_basketball__IpR4pT8iN0Y_s90.mp4,4680,dropped,78.044633,78.078000,0.033367,0.016683,1
21,ncaa_basketball__IpR4pT8iN0Y_s90.mp4,4988,duplicate,83.199778,83.199778,0.000000,0.016683,
21,ncaa_basketball__IpR4pT8iN0Y_s90.mp4,4994,dropped,83.283200,83.316567,0.033367,0.016683,1
21,ncaa_basketball__IpR4pT8iN0Y_s90.mp4,5304,duplicate,88.471711,88.471711,0.000000,0.016683,
21,ncaa_basketball__IpR4pT8iN0Y_s90.mp4,5310,dropped,88.555133,88.588500,0.033367,0.016683,1
21,ncaa_basketball__IpR4pT8iN0Y_s90.mp4,5618,duplicate,93.710278,93.710278,0.000000,0.016683,
21,ncaa_basketball__IpR4pT8iN0Y_s90.mp4,5624,dropped,93.793700,93.827067,0.033367,0.016683,1
21,ncaa_basketball__IpR4pT8iN0Y_s90.mp4,5934,duplicate,98.982211,98.982211,0.000000,0.016683,
21,ncaa_basketball__IpR4pT8iN0Y_s90.mp4,5937,dropped,99.015578,99.048944,0.033366,0.016683,1
21,ncaa_basketball__IpR4pT8iN0Y_s90.mp4,6248,duplicate,104.220778,104.220778,0.000000,0.016683,
21,ncaa_basketball__IpR4pT8iN0Y_s90.mp4,6254,dropped,104.304200,104.337567,0.033367,0.016683,1
21,ncaa_basketball__IpR4pT8iN0Y_s90.mp4,6564,duplicate,109.492711,109.492711,0.000000,0.016683,
21,ncaa_basketball__IpR4pT8iN0Y_s90.mp4,6567,dropped,109.526078,109.559444,0.033366,0.016683,1
21,ncaa_basketball__IpR4pT8iN0Y_s90.mp4,6878,duplicate,114.731278,114.731278,0.000000,0.016683,
21,ncaa_basketball__IpR4pT8iN0Y_s90.mp4,6884,dropped,114.814700,114.848067,0.033367,0.016683,1
21,ncaa_basketball__IpR4pT8iN0Y_s90.mp4,7194,duplicate,120.003211,120.003211,0.000000,0.016683,
21,ncaa_basketball__IpR4pT8iN0Y_s90.mp4,7200,dropped,120.086633,120.120000,0.033367,0.016683,1
21,ncaa_basketball__IpR4pT8iN0Y_s90.mp4,7508,duplicate,125.241778,125.241778,0.000000,0.016683,
21,ncaa_basketball__IpR4pT8iN0Y_s90.mp4,7514,dropped,125.325200,125.358567,0.033367,0.016683,1
21,ncaa_basketball__IpR4pT8iN0Y_s90.mp4,7792,dropped,129.979844,130.063267,0.083423,0.016683,1
21,ncaa_basketball__IpR4pT8iN0Y_s90.mp4,7792,dropped,129.979844,130.063267,0.083423,0.016683,2
21,ncaa_basketball__IpR4pT8iN0Y_s90.mp4,7792,dropped,129.979844,130.063267,0.083423,0.016683,3
21,ncaa_basketball__IpR4pT8iN0Y_s90.mp4,7792,dropped,129.979844,130.063267,0.083423,0.016683,4
22,ncaa_basketball__IpR4pT8iN0Y_s3603.mp4,88,duplicate,1.451444,1.451444,0.000000,0.016683,
22,ncaa_basketball__IpR4pT8iN0Y_s3603.mp4,89,dropped,1.451444,1.484811,0.033367,0.016683,1
22,ncaa_basketball__IpR4pT8iN0Y_s3603.mp4,402,duplicate,6.690011,6.690011,0.000000,0.016683,
22,ncaa_basketball__IpR4pT8iN0Y_s3603.mp4,408,dropped,6.773433,6.806800,0.033367,0.016683,1
22,ncaa_basketball__IpR4pT8iN0Y_s3603.mp4,718,duplicate,11.961944,11.961944,0.000000,0.016683,
22,ncaa_basketball__IpR4pT8iN0Y_s3603.mp4,724,dropped,12.045367,12.078733,0.033366,0.016683,1
22,ncaa_basketball__IpR4pT8iN0Y_s3603.mp4,1032,duplicate,17.200511,17.200511,0.000000,0.016683,
22,ncaa_basketball__IpR4pT8iN0Y_s3603.mp4,1038,dropped,17.283933,17.317300,0.033367,0.016683,1
22,ncaa_basketball__IpR4pT8iN0Y_s3603.mp4,1348,duplicate,22.472444,22.472444,0.000000,0.016683,
22,ncaa_basketball__IpR4pT8iN0Y_s3603.mp4,1354,dropped,22.555867,22.589233,0.033366,0.016683,1
22,ncaa_basketball__IpR4pT8iN0Y_s3603.mp4,1662,duplicate,27.711011,27.711011,0.000000,0.016683,
22,ncaa_basketball__IpR4pT8iN0Y_s3603.mp4,1668,dropped,27.794433,27.827800,0.033367,0.016683,1
22,ncaa_basketball__IpR4pT8iN0Y_s3603.mp4,1978,duplicate,32.982944,32.982944,0.000000,0.016683,
22,ncaa_basketball__IpR4pT8iN0Y_s3603.mp4,1984,dropped,33.066367,33.099733,0.033366,0.016683,1
22,ncaa_basketball__IpR4pT8iN0Y_s3603.mp4,2292,duplicate,38.221511,38.221511,0.000000,0.016683,
22,ncaa_basketball__IpR4pT8iN0Y_s3603.mp4,2296,dropped,38.271567,38.304933,0.033366,0.016683,1
22,ncaa_basketball__IpR4pT8iN0Y_s3603.mp4,2608,duplicate,43.493444,43.493444,0.000000,0.016683,
22,ncaa_basketball__IpR4pT8iN0Y_s3603.mp4,2614,dropped,43.576867,43.610233,0.033366,0.016683,1
22,ncaa_basketball__IpR4pT8iN0Y_s3603.mp4,2922,duplicate,48.732011,48.732011,0.000000,0.016683,
22,ncaa_basketball__IpR4pT8iN0Y_s3603.mp4,2928,dropped,48.815433,48.848800,0.033367,0.016683,1
22,ncaa_basketball__IpR4pT8iN0Y_s3603.mp4,3238,duplicate,54.003944,54.003944,0.000000,0.016683,
22,ncaa_basketball__IpR4pT8iN0Y_s3603.mp4,3244,dropped,54.087367,54.120733,0.033366,0.016683,1
22,ncaa_basketball__IpR4pT8iN0Y_s3603.mp4,3552,duplicate,59.242511,59.242511,0.000000,0.016683,
22,ncaa_basketball__IpR4pT8iN0Y_s3603.mp4,3556,dropped,59.292567,59.325933,0.033366,0.016683,1
22,ncaa_basketball__IpR4pT8iN0Y_s3603.mp4,3868,duplicate,64.514444,64.514444,0.000000,0.016683,
22,ncaa_basketball__IpR4pT8iN0Y_s3603.mp4,3874,dropped,64.597867,64.631233,0.033366,0.016683,1
22,ncaa_basketball__IpR4pT8iN0Y_s3603.mp4,4182,duplicate,69.753011,69.753011,0.000000,0.016683,
22,ncaa_basketball__IpR4pT8iN0Y_s3603.mp4,4188,dropped,69.836433,69.869800,0.033367,0.016683,1
22,ncaa_basketball__IpR4pT8iN0Y_s3603.mp4,4498,duplicate,75.024944,75.024944,0.000000,0.016683,
22,ncaa_basketball__IpR4pT8iN0Y_s3603.mp4,4504,dropped,75.108367,75.141733,0.033366,0.016683,1
22,ncaa_basketball__IpR4pT8iN0Y_s3603.mp4,4812,duplicate,80.263511,80.263511,0.000000,0.016683,
22,ncaa_basketball__IpR4pT8iN0Y_s3603.mp4,4818,dropped,80.346933,80.380300,0.033367,0.016683,1
22,ncaa_basketball__IpR4pT8iN0Y_s3603.mp4,5128,duplicate,85.535444,85.535444,0.000000,0.016683,
22,ncaa_basketball__IpR4pT8iN0Y_s3603.mp4,5130,dropped,85.552133,85.585500,0.033367,0.016683,1
22,ncaa_basketball__IpR4pT8iN0Y_s3603.mp4,5442,duplicate,90.774011,90.774011,0.000000,0.016683,
22,ncaa_basketball__IpR4pT8iN0Y_s3603.mp4,5448,dropped,90.857433,90.890800,0.033367,0.016683,1
22,ncaa_basketball__IpR4pT8iN0Y_s3603.mp4,5758,duplicate,96.045944,96.045944,0.000000,0.016683,
22,ncaa_basketball__IpR4pT8iN0Y_s3603.mp4,5764,dropped,96.129367,96.162733,0.033366,0.016683,1
22,ncaa_basketball__IpR4pT8iN0Y_s3603.mp4,6072,duplicate,101.284511,101.284511,0.000000,0.016683,
22,ncaa_basketball__IpR4pT8iN0Y_s3603.mp4,6078,dropped,101.367933,101.401300,0.033367,0.016683,1
22,ncaa_basketball__IpR4pT8iN0Y_s3603.mp4,6388,duplicate,106.556444,106.556444,0.000000,0.016683,
22,ncaa_basketball__IpR4pT8iN0Y_s3603.mp4,6390,dropped,106.573133,106.606500,0.033367,0.016683,1
22,ncaa_basketball__IpR4pT8iN0Y_s3603.mp4,6702,duplicate,111.795011,111.795011,0.000000,0.016683,
22,ncaa_basketball__IpR4pT8iN0Y_s3603.mp4,6704,dropped,111.811700,111.845067,0.033367,0.016683,1
22,ncaa_basketball__IpR4pT8iN0Y_s3603.mp4,7018,duplicate,117.066944,117.066944,0.000000,0.016683,
22,ncaa_basketball__IpR4pT8iN0Y_s3603.mp4,7019,dropped,117.066944,117.100311,0.033367,0.016683,1
22,ncaa_basketball__IpR4pT8iN0Y_s3603.mp4,7332,duplicate,122.305511,122.305511,0.000000,0.016683,
22,ncaa_basketball__IpR4pT8iN0Y_s3603.mp4,7334,dropped,122.322200,122.355567,0.033367,0.016683,1
22,ncaa_basketball__IpR4pT8iN0Y_s3603.mp4,7648,duplicate,127.577444,127.577444,0.000000,0.016683,
22,ncaa_basketball__IpR4pT8iN0Y_s3603.mp4,7650,dropped,127.594133,127.627500,0.033367,0.016683,1
23,ncaa_basketball__KZK9rv9TnGE_s2858.mp4,7792,dropped,129.979844,130.029900,0.050056,0.016683,1
23,ncaa_basketball__KZK9rv9TnGE_s2858.mp4,7792,dropped,129.979844,130.029900,0.050056,0.016683,2
29,ncaa_basketball__s-0Y7aLxXgM_s4830.mp4,7792,dropped,129.979844,130.013211,0.033367,0.016683,1
