source_row,frame,track_id,bbox_x1,bbox_y1,bbox_x2,bbox_y2,geometry_evaluable,off_frame,off_frame_reasons
6984,37320,10,1175.8784,-211.58788,1261.916,-56.537613,True,True,y_min_lt_0
6985,37326,1,658.0,219.0,772.0,442.0,True,False,
6986,37326,3,394.0,213.0,560.0,375.0,True,False,
6987,37326,4,693.0,413.0,789.0,604.0,True,False,
6988,37326,6,381.27432,326.51526,486.8666,531.3487,True,False,
6989,37326,10,1214.427,-272.71198,1300.4646,-117.6617,True,True,x_max_gt_width;y_min_lt_0
6990,37332,3,390.0,202.0,546.0,383.0,True,False,
6991,37332,4,695.0,422.0,791.0,599.0,True,False,
6992,37332,7,679.0,220.0,778.0,426.0,True,False,
6993,37332,1,658.0,219.0,772.0,442.0,True,False,
6994,37332,6,265.50684,344.60028,371.09912,549.4338,True,False,
6995,37332,10,1252.9756,-333.83606,1339.0132,-178.78578,True,True,x_max_gt_width;y_min_lt_0
6996,37338,1,657.0,217.0,782.0,425.0,True,False,
6997,37338,3,400.0,202.0,491.0,379.0,True,False,
6998,37338,4,694.0,423.0,791.0,600.0,True,False,
6999,37338,8,1028.0,166.0,1178.0,489.0,True,False,
7000,37338,7,679.0,220.0,778.0,426.0,True,False,
7001,37338,6,149.73933,362.68536,255.33165,567.5188,True,False,
7002,37338,10,1291.5242,-394.96014,1377.5618,-239.90987,True,True,x_max_gt_width;y_min_lt_0
7003,37344,1,678.0,210.0,787.0,416.0,True,False,
7004,37344,3,378.0,202.0,479.0,362.0,True,False,
7005,37344,4,691.0,420.0,789.0,596.0,True,False,
7006,37344,8,1020.0,265.0,1107.0,485.0,True,False,
7007,37344,7,679.0,220.0,778.0,426.0,True,False,
7008,37344,6,33.97186,380.7704,139.56416,585.6039,True,False,
7009,37350,1,683.0,197.0,790.0,401.0,True,False,
7010,37350,3,357.0,189.0,451.0,371.0,True,False,
7011,37350,4,687.0,422.0,785.0,598.0,True,False,
7012,37350,8,1014.0,267.0,1108.0,484.0,True,False,
7013,37350,9,109.0,137.0,226.0,311.0,True,False,
7014,37350,7,679.0,220.0,778.0,426.0,True,False,
7015,37350,6,-81.79562,398.85547,23.796688,603.6889,True,True,x_min_lt_0
7016,37356,1,668.0,189.0,784.0,395.0,True,False,
7017,37356,4,682.0,424.0,779.0,600.0,True,False,
7018,37356,8,337.0,180.0,429.0,368.0,True,False,
7019,37356,3,333.39902,188.46283,435.59427,363.11786,True,False,
7020,37356,9,109.0,137.0,226.0,311.0,True,False,
7021,37356,7,679.0,220.0,778.0,426.0,True,False,
7022,37356,6,-197.5631,416.9405,-91.97078,621.774,True,True,x_min_lt_0
7023,37362,1,665.0,185.0,774.0,390.0,True,False,
7024,37362,3,308.0,181.0,396.0,349.0,True,False,
7025,37362,4,679.0,427.0,772.0,600.0,True,False,
7026,37362,8,994.0,271.0,1075.0,479.0,True,False,
7027,37362,9,109.0,137.0,226.0,311.0,True,False,
7028,37362,7,679.0,220.0,778.0,426.0,True,False,
7029,37362,6,-313.33057,435.02557,-207.73827,639.8591,True,True,x_min_lt_0
7030,37368,1,695.0,185.0,811.0,367.0,True,False,
7031,37368,3,259.0,188.0,374.0,352.0,True,False,
7032,37368,4,670.0,431.0,767.0,612.0,True,False,
7033,37368,8,835.0,308.0,917.0,492.0,True,False,
7034,37368,9,109.0,137.0,226.0,311.0,True,False,
7035,37368,7,679.0,220.0,778.0,426.0,True,False,
7036,37374,1,710.0,189.0,819.0,363.0,True,False,
7037,37374,3,252.0,181.0,368.0,354.0,True,False,
7038,37374,4,667.0,437.0,763.0,614.0,True,False,
7039,37374,7,590.0,332.0,703.0,534.0,True,False,
7040,37374,8,828.0,292.0,923.0,493.0,True,False,
7041,37374,9,109.0,137.0,226.0,311.0,True,False,
7042,37380,1,721.0,192.0,822.0,372.0,True,False,
7043,37380,4,666.0,442.0,765.0,622.0,True,False,
7044,37380,7,843.0,237.0,946.0,442.0,True,False,
7045,37380,10,609.0,253.0,722.0,446.0,True,False,
7046,37380,3,228.01974,180.02278,338.5087,350.14313,True,False,
7047,37380,9,109.0,137.0,226.0,311.0,True,False,
7048,37386,1,720.0,189.0,825.0,379.0,True,False,
7049,37386,2,288.0,584.0,379.0,675.0,True,False,
7050,37386,8,854.0,244.0,952.0,452.0,True,False,
7051,37386,10,618.0,267.0,727.0,457.0,True,False,
7052,37386,4,662.2201,447.37296,759.74133,626.0953,True,False,
7053,37386,3,206.09158,178.2931,316.58054,348.41345,True,False,
7054,37386,9,109.0,137.0,226.0,311.0,True,False,
7055,37392,1,734.0,199.0,851.0,391.0,True,False,
7056,37392,4,664.0,462.0,763.0,641.0,True,False,
7057,37392,8,875.0,271.0,1010.0,531.0,True,False,
7058,37392,9,172.0,126.0,254.0,322.0,True,False,
7059,37392,10,608.0,272.0,723.0,463.0,True,False,
7060,37392,3,184.16345,176.56343,294.65237,346.68378,True,False,
7061,37398,4,664.0,474.0,765.0,653.0,True,False,
7062,37398,8,823.0,279.0,980.0,538.0,True,False,
7063,37398,10,603.0,282.0,715.0,479.0,True,False,
7064,37398,9,177.36992,126.75862,261.78372,321.2414,True,False,
7065,37398,7,1042.2029,211.12686,1134.4729,408.29324,True,False,
7066,37398,3,162.23529,174.83376,272.72424,344.9541,True,False,
7067,37404,4,658.0,488.0,759.0,674.0,True,False,
7068,37404,8,809.0,336.0,938.0,546.0,True,False,
7069,37404,9,182.0,135.0,304.0,371.0,True,False,
7070,37404,10,596.0,290.0,703.0,485.0,True,False,
7071,37404,7,1128.7274,190.52386,1220.9974,387.69025,True,False,
7072,37404,3,140.30716,173.10408,250.79608,343.22443,True,False,
7073,37410,4,659.0,501.0,760.0,674.0,True,False,
7074,37410,6,895.0,326.0,1036.0,546.0,True,False,
7075,37410,8,788.0,349.0,913.0,587.0,True,False,
7076,37410,9,173.0,145.0,294.0,389.0,True,False,
7077,37410,10,586.0,298.0,683.0,501.0,True,False,
7078,37410,7,1215.252,169.92087,1307.522,367.08725,True,True,x_max_gt_width
7079,37410,3,118.379005,171.3744,228.86795,341.49475,True,False,
7080,37416,8,790.0,377.0,903.0,599.0,True,False,
7081,37416,9,159.0,154.0,268.0,406.0,True,False,
7082,37416,10,582.0,304.0,673.0,508.0,True,False,
7083,37416,3,96.45086,169.64473,206.93979,339.76508,True,False,
7084,37422,4,668.0,251.0,777.0,454.0,True,False,
7085,37422,6,870.0,325.0,989.0,564.0,True,False,
7086,37422,8,758.0,433.0,847.0,604.0,True,False,
7087,37422,10,573.0,310.0,666.0,517.0,True,False,
7088,37422,9,159.17746,171.56766,271.38013,414.5991,True,False,
7089,37422,3,74.52271,167.91505,185.01166,338.0354,True,False,
7090,37428,5,672.0,254.0,780.0,462.0,True,False,
7091,37428,6,868.0,326.0,959.0,566.0,True,False,
7092,37428,9,157.0,161.0,239.0,415.0,True,False,
7093,37428,10,561.0,314.0,662.0,529.0,True,False,
7094,37428,8,730.8202,443.73843,835.7942,643.0009,True,False,
7095,37434,4,650.0,542.0,753.0,675.0,True,False,
7096,37434,5,680.0,257.0,789.0,453.0,True,False,
7097,37434,6,862.0,332.0,959.0,575.0,True,False,
7098,37434,10,553.0,316.0,651.0,538.0,True,False,
7099,37434,8,705.5645,470.03537,810.5385,669.29785,True,False,
7100,37440,5,684.0,254.0,847.0,467.0,True,False,
7101,37440,10,833.0,334.0,956.0,582.0,True,False,
7102,37440,8,680.30884,496.3323,785.28284,695.5948,True,False,
7103,37446,5,673.0,250.0,824.0,458.0,True,False,
7104,37446,10,813.0,337.0,946.0,587.0,True,False,
7105,37446,8,655.05316,522.6293,760.02716,721.8917,True,True,y_max_gt_height
7106,37452,5,669.0,246.0,811.0,449.0,True,False,
7107,37452,6,803.0,332.0,942.0,590.0,True,False,
7108,37452,10,899.0,154.0,982.0,339.0,True,False,
7109,37452,8,629.7975,548.9262,734.7715,748.18866,True,True,y_max_gt_height
7110,37458,5,665.0,243.0,799.0,448.0,True,False,
7111,37458,6,787.0,327.0,926.0,582.0,True,False,
7112,37458,10,970.11536,129.40921,1072.4927,342.38394,True,False,
7113,37464,3,515.0,281.0,604.0,491.0,True,False,
7114,37464,6,777.0,318.0,892.0,575.0,True,False,
7115,37464,10,1042.8324,61.576965,1145.2096,274.5517,True,False,
7116,37464,8,579.28613,601.5201,684.26013,800.78253,True,True,y_max_gt_height
7117,37470,5,509.0,270.0,604.0,497.0,True,False,
7118,37470,6,756.0,302.0,860.0,564.0,True,False,
7119,37470,10,1115.5494,-6.255287,1217.9266,206.71945,True,True,y_min_lt_0
7120,37470,4,583.55646,862.899,685.2874,1023.4461,True,True,y_max_gt_height
7121,37470,1,714.5416,337.73798,813.056,520.987,True,False,
7122,37470,8,554.03046,627.817,659.00446,827.07947,True,True,y_max_gt_height
7123,37476,1,664.0,304.0,795.0,532.0,True,False,
7124,37476,3,504.0,256.0,597.0,477.0,True,False,
7125,37476,6,660.0,296.0,837.0,540.0,True,False,
7126,37476,7,413.0,423.0,516.0,616.0,True,False,
7127,37476,10,1188.2665,-74.08754,1290.6437,138.88719,True,True,x_max_gt_width;y_min_lt_0
7128,37482,2,681.0,217.0,787.0,360.0,True,False,
7129,37482,3,504.0,236.0,595.0,459.0,True,False,
7130,37482,6,658.0,299.0,783.0,532.0,True,False,
7131,37482,7,386.0,420.0,494.0,616.0,True,False,
7132,37482,1,659.73047,314.69925,785.4049,535.36304,True,False,
7133,37482,10,1260.9835,-141.9198,1363.3607,71.05494,True,True,x_max_gt_width;y_min_lt_0
7134,37488,3,508.0,218.0,597.0,445.0,True,False,
7135,37488,6,657.0,278.0,770.0,522.0,True,False,
7136,37488,2,681.0,217.0,787.0,360.0,True,False,
7137,37488,7,375.96155,419.5025,483.5268,615.24164,True,False,
7138,37488,1,652.64087,321.62463,778.3153,542.2884,True,False,
7139,37488,10,1333.7006,-209.75204,1436.0778,3.2226868,True,True,x_max_gt_width;y_min_lt_0
7140,37494,2,669.0,190.0,752.0,333.0,True,False,
7141,37494,3,511.0,207.0,602.0,432.0,True,False,
7142,37494,6,648.0,265.0,740.0,488.0,True,False,
7143,37494,7,364.56622,418.8048,472.1314,614.54395,True,False,
7144,37494,1,645.5513,328.55002,771.2257,549.2138,True,False,
7145,37494,10,1406.4176,-277.5843,1508.7948,-64.60956,True,True,x_max_gt_width;y_min_lt_0
7146,37500,2,657.0,175.0,754.0,324.0,True,False,
7147,37500,3,513.0,196.0,605.0,423.0,True,False,
7148,37500,6,642.0,257.0,728.0,481.0,True,False,
7149,37500,7,353.17084,418.10712,460.73608,613.84625,True,False,
7150,37500,1,638.4617,335.4754,764.1361,556.13916,True,False,
7151,37500,10,1479.1346,-345.41653,1581.5118,-132.4418,True,True,x_max_gt_width;y_min_lt_0
7152,37506,2,653.0,166.0,750.0,324.0,True,False,
7153,37506,3,511.0,187.0,608.0,409.0,True,False,
7154,37506,6,600.0,246.0,764.0,480.0,True,False,
7155,37506,7,341.7755,417.40942,449.3407,613.14856,True,False,
7156,37512,3,515.0,172.0,610.0,388.0,True,False,
7157,37512,6,582.0,249.0,723.0,486.0,True,False,
7158,37512,8,1146.0,584.0,1245.0,675.0,True,False,
7159,37512,7,330.38013,416.71173,437.94537,612.45087,True,False,
7160,37518,3,514.0,158.0,611.0,378.0,True,False,
7161,37518,6,570.0,241.0,719.0,485.0,True,False,
7162,37518,8,1136.0,576.0,1239.0,675.0,True,False,
7163,37518,9,1216.0,82.0,1295.0,287.0,True,True,x_max_gt_width
7164,37518,7,318.9848,416.01404,426.55,611.7532,True,False,
7165,37524,3,511.0,153.0,601.0,377.0,True,False,
7166,37524,4,541.0,471.0,638.0,674.0,True,False,
7167,37524,6,560.0,236.0,677.0,488.0,True,False,
7168,37524,8,1128.0,578.0,1231.0,675.0,True,False,
7169,37524,9,1215.0,100.0,1295.0,290.0,True,True,x_max_gt_width
7170,37524,7,307.58942,415.31635,415.15466,611.0555,True,False,
7171,37524,1,610.1033,363.17694,735.7777,583.8407,True,False,
7172,37530,1,1118.0,576.0,1220.0,675.0,True,False,
7173,37530,2,648.0,166.0,752.0,376.0,True,False,
7174,37530,3,502.0,156.0,596.0,375.0,True,False,
7175,37530,4,516.0,473.0,619.0,674.0,True,False,
7176,37530,6,525.0,229.0,642.0,479.0,True,False,
7177,37530,9,1202.0,94.0,1294.0,286.0,True,True,x_max_gt_width
7178,37530,7,296.1941,414.61865,403.75928,610.3578,True,False,
7179,37536,1,506.0,477.0,605.0,674.0,True,False,
7180,37536,3,504.0,157.0,598.0,296.0,True,False,
7181,37536,6,516.0,231.0,623.0,475.0,True,False,
7182,37536,8,1116.0,578.0,1216.0,675.0,True,False,
7183,37536,9,1198.0,105.0,1293.0,288.0,True,True,x_max_gt_width
7184,37542,1,806.0,577.0,908.0,674.0,True,False,
7185,37542,2,625.0,164.0,724.0,405.0,True,False,
7186,37542,4,492.0,479.0,592.0,674.0,True,False,
7187,37542,8,478.0,242.0,615.0,496.0,True,False,
7188,37542,9,1198.0,99.0,1294.0,289.0,True,True,x_max_gt_width
7189,37542,10,635.0,249.0,822.0,466.0,True,False,
7190,37548,2,607.0,161.0,710.0,409.0,True,False,
7191,37548,4,468.0,480.0,579.0,675.0,True,False,
7192,37548,8,521.0,165.0,630.0,398.0,True,False,
7193,37548,9,1196.0,89.0,1294.0,286.0,True,True,x_max_gt_width
7194,37548,10,664.0,262.0,859.0,468.0,True,False,
7195,37548,1,659.53375,563.3792,761.47406,692.3885,True,False,
7196,37554,3,499.0,188.0,578.0,306.0,True,False,
7197,37554,4,458.0,481.0,555.0,650.0,True,False,
7198,37554,6,424.0,251.0,572.0,490.0,True,False,
7199,37554,9,1194.0,93.0,1293.0,285.0,True,True,x_max_gt_width
7200,37554,10,705.0,270.0,859.0,463.0,True,False,
7201,37554,8,311.69812,83.1489,426.13232,289.90323,True,False,
7202,37554,1,593.73737,574.0716,695.6777,703.0809,True,False,
7203,37560,2,586.0,195.0,709.0,414.0,True,False,
7204,37560,4,450.0,477.0,538.0,674.0,True,False,
7205,37560,6,419.0,241.0,554.0,490.0,True,False,
7206,37560,9,853.0,69.0,941.0,268.0,True,False,
7207,37560,10,750.0,268.0,883.0,464.0,True,False,
7208,37560,8,130.59967,-26.481102,245.03387,180.27322,True,True,y_min_lt_0
7209,37560,1,527.941,584.764,629.8813,713.77325,True,False,
7210,37566,2,535.0,185.0,658.0,419.0,True,False,
7211,37566,4,441.0,480.0,524.0,674.0,True,False,
7212,37566,5,739.0,575.0,833.0,675.0,True,False,
7213,37566,6,402.0,238.0,486.0,488.0,True,False,
7214,37566,10,765.0,253.0,902.0,466.0,True,False,
7215,37566,9,813.49255,67.17721,906.1942,262.8806,True,False,
7216,37566,8,-50.49878,-136.11111,63.935425,70.64321,True,True,x_min_lt_0;y_min_lt_0
7217,37572,2,540.0,148.0,649.0,420.0,True,False,
7218,37572,4,419.0,483.0,507.0,673.0,True,False,
7219,37572,5,739.0,575.0,834.0,675.0,True,False,
7220,37572,7,456.0,241.0,576.0,500.0,True,False,
7221,37572,10,771.0,252.0,957.0,459.0,True,False,
7222,37572,9,690.573,59.107338,783.27466,254.81076,True,False,
7223,37578,2,517.0,193.0,630.0,426.0,True,False,
7224,37578,4,393.0,486.0,493.0,673.0,True,False,
7225,37578,5,739.0,575.0,834.0,675.0,True,False,
7226,37578,7,438.0,313.0,574.0,505.0,True,False,
7227,37578,10,809.0,248.0,968.0,448.0,True,False,
7228,37578,9,567.65344,51.037468,660.3551,246.74088,True,False,
7229,37584,4,384.0,488.0,482.0,675.0,True,False,
7230,37584,5,280.0,256.0,445.0,502.0,True,False,
7231,37584,7,404.0,309.0,566.0,520.0,True,False,
7232,37584,10,862.0,243.0,986.0,446.0,True,False,
7233,37584,2,497.80554,187.34663,611.21265,429.66968,True,False,
7234,37584,9,444.73383,42.967598,537.43555,238.67102,True,False,
7235,37584,1,264.75555,627.5335,366.6958,756.5428,True,True,y_max_gt_height
7236,37590,3,464.0,188.0,572.0,354.0,True,False,
7237,37590,4,364.0,486.0,453.0,673.0,True,False,
7238,37590,7,382.0,315.0,523.0,521.0,True,False,
7239,37590,9,301.0,21.0,391.0,202.0,True,False,
7240,37590,10,910.0,235.0,1031.0,437.0,True,False,
7241,37590,1,198.9592,638.2259,300.89944,767.23517,True,True,y_max_gt_height
7242,37596,3,436.0,190.0,548.0,410.0,True,False,
7243,37596,4,345.0,485.0,427.0,674.0,True,False,
7244,37596,10,935.0,229.0,1045.0,421.0,True,False,
7245,37596,7,358.1557,323.29993,503.78204,529.0796,True,False,
7246,37596,9,173.40067,6.929573,264.07608,191.60535,True,False,
7247,37596,8,-955.991,-684.2611,-841.5568,-477.5068,True,True,x_min_lt_0;y_min_lt_0
7248,37602,4,316.0,490.0,412.0,675.0,True,False,
7249,37602,7,343.0,343.0,479.0,533.0,True,False,
7250,37602,10,938.0,230.0,1090.0,431.0,True,False,
7251,37602,3,431.6555,211.24945,539.64685,405.05408,True,False,
7252,37602,9,45.690514,-5.732956,136.36594,178.94283,True,True,y_min_lt_0
7253,37602,6,207.71635,249.22195,320.06912,502.68808,True,False,
7254,37608,2,375.0,201.0,514.0,419.0,True,False,
7255,37608,4,276.0,496.0,394.0,673.0,True,False,
7256,37608,10,970.0,207.0,1105.0,435.0,True,False,
7257,37608,7,317.5623,347.8536,457.3815,544.11414,True,False,
7258,37608,9,-82.01964,-18.395485,8.655777,166.2803,True,True,x_min_lt_0;y_min_lt_0
7259,37608,5,-424.97223,-127.853264,-293.55322,48.142418,True,True,x_min_lt_0;y_min_lt_0
7260,37614,2,320.0,201.0,502.0,415.0,True,False,
7261,37614,4,255.0,500.0,371.0,675.0,True,False,
7262,37614,10,963.0,197.0,1094.0,419.0,True,False,
7263,37614,7,294.49344,356.3312,434.31265,552.5917,True,False,
7264,37614,9,-209.7298,-31.058014,-119.05438,153.61777,True,True,x_min_lt_0;y_min_lt_0
7265,37614,5,-623.72424,-243.18832,-492.3052,-67.19265,True,True,x_min_lt_0;y_min_lt_0
7266,37620,2,307.0,207.0,410.0,429.0,True,False,
7267,37620,4,224.0,340.0,370.0,568.0,True,False,
7268,37620,10,998.0,210.0,1105.0,432.0,True,False,
7269,37620,7,271.4246,364.8088,411.2438,561.06934,True,False,
7270,37620,9,-337.43994,-43.720543,-246.76453,140.95523,True,True,x_min_lt_0;y_min_lt_0
7271,37626,2,235.0,173.0,378.0,369.0,True,False,
7272,37626,10,965.0,209.0,1108.0,419.0,True,False,
7273,37626,4,209.47906,340.5464,337.6839,543.74915,True,False,
7274,37626,7,248.35574,373.2864,388.17496,569.5469,True,False,
7275,37626,9,-465.1501,-56.38307,-374.47467,128.29271,True,True,x_min_lt_0;y_min_lt_0
7276,37632,2,739.0,575.0,834.0,675.0,True,False,
7277,37632,10,981.0,215.0,1110.0,439.0,True,False,
7278,37632,4,188.1409,295.07092,316.34573,498.27368,True,False,
7279,37632,7,225.2869,381.764,365.1061,578.02454,True,False,
7280,37632,3,373.21448,280.6751,481.20587,474.47974,True,False,
7281,37632,9,-592.8602,-69.0456,-502.1848,115.63018,True,True,x_min_lt_0;y_min_lt_0
7282,37638,2,739.0,575.0,834.0,675.0,True,False,
7283,37638,4,162.0,208.0,313.0,445.0,True,False,
7284,37638,8,392.0,30.0,479.0,193.0,True,False,
7285,37638,10,673.0,130.0,769.0,340.0,True,False,
7286,37638,7,202.21805,390.2416,342.03726,586.5021,True,False,
7287,37638,3,361.52628,294.56024,469.51767,488.36487,True,False,
7288,37644,1,804.0,578.0,909.0,674.0,True,False,
7289,37644,7,804.0,78.0,897.0,274.0,True,False,
7290,37644,8,393.0,30.0,479.0,191.0,True,False,
7291,37644,10,674.0,126.0,771.0,337.0,True,False,
7292,37644,4,145.99074,162.42883,289.39233,388.1631,True,False,
7293,37644,3,349.83807,308.44537,457.82947,502.25,True,False,
7294,37650,1,805.0,578.0,910.0,674.0,True,False,
7295,37650,7,772.0,44.0,907.0,277.0,True,False,
7296,37650,8,393.0,29.0,480.0,190.0,True,False,
7297,37650,10,668.0,115.0,775.0,336.0,True,False,
7298,37650,4,126.560074,109.81002,269.96167,335.54428,True,False,
7299,37656,1,808.0,579.0,913.0,674.0,True,False,
7300,37656,8,394.0,30.0,483.0,195.0,True,False,
7301,37656,10,652.0,116.0,773.0,328.0,True,False,
7302,37656,7,845.6238,10.133614,966.37683,227.09708,True,False,
7303,37656,4,107.12941,57.191216,250.53102,282.92548,True,False,
7304,37662,1,349.0,177.0,475.0,360.0,True,False,
7305,37662,6,953.0,243.0,1074.0,416.0,True,False,
7306,37662,8,449.0,41.0,528.0,194.0,True,False,
7307,37662,10,654.0,119.0,778.0,330.0,True,False,
7308,37662,7,892.4701,-25.353127,1013.22314,191.61032,True,True,y_min_lt_0
7309,37662,4,87.698746,4.5724106,231.10036,230.30667,True,False,
7310,37668,6,945.0,262.0,1069.0,465.0,True,False,
7311,37668,8,456.0,43.0,539.0,192.0,True,False,
7312,37668,10,663.0,122.0,789.0,331.0,True,False,
7313,37668,1,308.48828,161.10216,423.9297,300.52533,True,False,
7314,37668,7,939.3164,-60.839867,1060.0695,156.1236,True,True,y_min_lt_0
7315,37668,2,1411.8654,1085.9739,1517.4938,1212.9519,True,True,x_max_gt_width;y_max_gt_height
7316,37668,4,68.26808,-48.046394,211.6697,177.68787,True,True,y_min_lt_0
7317,37674,2,671.0,122.0,799.0,320.0,True,False,
7318,37674,5,396.0,169.0,513.0,358.0,True,False,
7319,37674,6,949.0,263.0,1049.0,475.0,True,False,
7320,37674,8,473.0,42.0,556.0,194.0,True,False,
7321,37674,10,772.0,71.0,865.0,278.0,True,False,
7322,37674,1,151.20923,34.878807,266.6506,174.302,True,False,
7323,37674,7,986.16266,-96.32661,1106.9158,120.63685,True,True,y_min_lt_0
7324,37680,5,406.0,170.0,526.0,355.0,True,False,
7325,37680,6,941.0,266.0,1060.0,479.0,True,False,
7326,37680,8,492.0,43.0,573.0,192.0,True,False,
7327,37680,10,757.0,65.0,879.0,279.0,True,False,
7328,37680,2,655.60254,50.91162,778.6312,233.12933,True,False,
7329,37680,4,29.406754,-153.284,172.80836,72.45027,True,True,y_min_lt_0
7330,37686,5,435.0,159.0,536.0,343.0,True,False,
7331,37686,6,928.0,266.0,1070.0,489.0,True,False,
7332,37686,8,516.0,41.0,591.0,193.0,True,False,
7333,37686,10,768.0,71.0,897.0,278.0,True,False,
7334,37686,2,626.1651,-41.85723,749.1938,140.36047,True,True,y_min_lt_0
7335,37686,4,9.9760895,-205.9028,153.3777,19.831474,True,True,y_min_lt_0
7336,37692,2,1008.0,562.0,1127.0,674.0,True,False,
7337,37692,3,1151.0,571.0,1240.0,672.0,True,False,
7338,37692,6,923.0,267.0,1076.0,505.0,True,False,
7339,37692,8,537.0,42.0,618.0,194.0,True,False,
7340,37692,10,789.0,70.0,908.0,279.0,True,False,
7341,37698,3,1175.0,574.0,1267.0,671.0,True,False,
7342,37698,6,920.0,280.0,1067.0,514.0,True,False,
7343,37698,8,565.0,43.0,636.0,192.0,True,False,
7344,37698,10,808.0,71.0,902.0,277.0,True,False,
7345,37704,3,1195.0,574.0,1288.0,673.0,True,True,x_max_gt_width
7346,37704,6,913.0,284.0,1024.0,512.0,True,False,
7347,37704,8,580.0,40.0,658.0,192.0,True,False,
7348,37704,10,816.0,64.0,899.0,276.0,True,False,
7349,37710,3,1217.0,578.0,1294.0,673.0,True,True,x_max_gt_width
7350,37710,6,901.0,276.0,1039.0,516.0,True,False,
7351,37710,8,254.0,28.0,338.0,218.0,True,False,
7352,37710,10,796.0,63.0,919.0,277.0,True,False,
7353,37716,3,526.0,167.0,631.0,337.0,True,False,
7354,37716,6,878.0,275.0,1049.0,532.0,True,False,
7355,37716,8,260.0,28.0,351.0,221.0,True,False,
7356,37716,10,804.0,86.0,939.0,274.0,True,False,
7357,37722,3,728.0,122.0,823.0,308.0,True,False,
7358,37722,6,863.0,285.0,1032.0,539.0,True,False,
7359,37722,8,168.0,57.0,251.0,212.0,True,False,
7360,37722,10,828.0,74.0,955.0,272.0,True,False,
7361,37728,4,741.0,125.0,835.0,323.0,True,False,
7362,37728,5,552.0,158.0,666.0,331.0,True,False,
7363,37728,9,294.0,29.0,386.0,219.0,True,False,
7364,37728,10,851.0,58.0,950.0,270.0,True,False,
7365,37728,6,859.2255,291.19128,1019.6552,541.1091,True,False,
7366,37728,2,1540.8854,1142.5082,1661.1144,1275.9305,True,True,x_max_gt_width;y_max_gt_height
7367,37734,4,745.0,126.0,856.0,328.0,True,False,
7368,37734,5,567.0,150.0,680.0,337.0,True,False,
7369,37734,6,868.0,294.0,1004.0,543.0,True,False,
7370,37734,9,527.0,46.0,606.0,195.0,True,False,
7371,37734,10,866.0,69.0,941.0,269.0,True,False,
7372,37734,8,-15.593632,58.754692,68.742676,227.15213,True,True,x_min_lt_0
7373,37740,5,769.0,147.0,850.0,303.0,True,False,
7374,37740,6,835.0,298.0,1002.0,561.0,True,False,
7375,37740,7,320.0,22.0,412.0,210.0,True,False,
7376,37740,10,848.0,59.0,967.0,267.0,True,False,
7377,37740,9,490.50858,25.589836,575.67993,191.93292,True,False,
7378,37746,4,742.0,145.0,857.0,329.0,True,False,
7379,37746,5,603.0,160.0,696.0,336.0,True,False,
7380,37746,6,834.0,310.0,979.0,569.0,True,False,
7381,37746,7,341.0,19.0,423.0,202.0,True,False,
7382,37746,10,858.0,59.0,995.0,265.0,True,False,
7383,37746,9,526.85803,16.058922,612.0293,182.40201,True,False,
7384,37752,1,611.0,150.0,707.0,332.0,True,False,
7385,37752,4,780.0,145.0,879.0,338.0,True,False,
7386,37752,6,818.0,318.0,940.0,573.0,True,False,
7387,37752,7,348.0,16.0,442.0,201.0,True,False,
7388,37752,9,605.0,35.0,684.0,182.0,True,False,
7389,37752,10,885.0,53.0,1010.0,262.0,True,False,
7390,37758,1,629.0,134.0,742.0,342.0,True,False,
7391,37758,4,760.0,130.0,907.0,344.0,True,False,
7392,37758,6,792.0,312.0,965.0,575.0,True,False,
7393,37758,7,373.0,13.0,457.0,199.0,True,False,
7394,37758,9,636.0,27.0,715.0,165.0,True,False,
7395,37758,10,914.0,38.0,1004.0,253.0,True,False,
7396,37764,1,631.0,144.0,758.0,351.0,True,False,
7397,37764,4,774.0,129.0,927.0,332.0,True,False,
7398,37764,6,770.0,302.0,964.0,587.0,True,False,
7399,37764,7,392.0,8.0,468.0,188.0,True,False,
7400,37764,9,715.0,21.0,796.0,157.0,True,False,
7401,37764,10,915.0,36.0,1016.0,250.0,True,False,
7402,37770,1,639.0,141.0,770.0,358.0,True,False,
7403,37770,4,791.0,114.0,930.0,340.0,True,False,
7404,37770,6,769.0,314.0,928.0,582.0,True,False,
7405,37770,7,408.0,-4.0,488.0,187.0,True,True,y_min_lt_0
7406,37770,9,746.0,14.0,827.0,161.0,True,False,
7407,37770,10,903.0,31.0,1048.0,245.0,True,False,
7408,37776,1,658.0,134.0,811.0,353.0,True,False,
7409,37776,6,758.0,310.0,907.0,578.0,True,False,
7410,37776,7,808.0,103.0,921.0,318.0,True,False,
7411,37776,9,778.0,9.0,857.0,133.0,True,False,
7412,37776,10,923.0,28.0,1072.0,240.0,True,False,
7413,37776,4,803.8255,118.076485,943.14374,331.973,True,False,
7414,37782,1,659.0,126.0,799.0,346.0,True,False,
7415,37782,2,706.0,298.0,907.0,578.0,True,False,
7416,37782,9,807.0,-2.0,890.0,141.0,True,True,y_min_lt_0
7417,37782,10,954.0,17.0,1071.0,228.0,True,False,
7418,37782,6,739.6999,310.99203,897.53937,580.0791,True,False,
7419,37782,4,816.3564,114.88383,955.6746,328.78033,True,False,
7420,37788,1,682.0,117.0,789.0,322.0,True,False,
7421,37788,2,692.0,312.0,891.0,572.0,True,False,
