draw_kind,section_id,frame,slot,player_id,landed_position_source,derived_same_invocation_state,derived_branch,stored_box_derived_branch,trace_box_derived_branch,current_box_projection_minus_prior_position_px,branch_guard_px,stored_box_y1,stored_box_x1,stored_box_y2,stored_box_x2,pre_call_box_y2,stored_pre_call_box_y1,stored_pre_call_box_x1,stored_pre_call_box_y2,stored_pre_call_box_x2,stored_box_projection_x,stored_box_projection_y,trace_box_projection_x,trace_box_projection_y,archived_head_x,archived_foot_y,archived_foot_clipped,observed_x,observed_y,expected_x,expected_y,position_equals_current_box_projection,position_equals_prior_evaluated_tick,backprojected_image_x,backprojected_image_y,backprojected_minus_archived_foot_y,backprojection_inside_stored_box,frame_w,frame_h,map_w,map_h,classification_reason,classification
1080p30,Vm0FqeGo-8g_s1317,1056,1,2,,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,NON_BOX_WRITE,DETECTION_FRESH_BOX,3.606,750,498.0,1222.0,805.0,1366.0,800.0,495.0,1215.0,800.0,1365.0,592,377,594,380,1294,790,0,594,380,594,380,1,0,1293.799,789.733,-0.267,1,1920,1020,3404,1711,,BRANCH_MISMATCH
1080p30,Vm0FqeGo-8g_s1317,1056,2,3,SUBPIXEL,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,NON_BOX_WRITE,DETECTION_FRESH_BOX,19.698,750,459.0,444.0,670.0,637.0,654.0,384.0,463.0,654.0,684.0,223,296,205,304,540,655,0,205,304,205,304,1,0,538.604,653.447,-1.553,1,1920,1020,3404,1711,,BRANCH_MISMATCH
1080p30,Vm0FqeGo-8g_s1317,1056,3,4,PREDICTION,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,NON_BOX_WRITE,DETECTION_FRESH_BOX,14.213,750,466.0,844.0,687.0,1027.0,670.0,464.0,809.0,670.0,1014.0,397,305,408,314,935,672,0,408,314,408,314,1,0,933.110,671.547,-0.453,1,1920,1020,3404,1711,,BRANCH_MISMATCH
1080p30,Vm0FqeGo-8g_s1317,1056,4,5,,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,NON_BOX_WRITE,DETECTION_FRESH_BOX,8.062,750,308.0,1413.0,558.0,1521.0,555.0,302.0,1399.0,555.0,1507.0,695,242,703,243,1467,543,0,703,243,703,243,1,0,1466.237,541.450,-1.550,1,1920,1020,3404,1711,,BRANCH_MISMATCH
1080p30,Vm0FqeGo-8g_s1317,1056,7,8,DETECTION,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,NON_BOX_WRITE,DETECTION_FRESH_BOX,48.042,750,155.0,980.0,368.0,1077.0,460.0,151.0,991.0,460.0,1099.0,482,192,480,144,1028,353,0,480,144,480,144,1,0,1027.205,351.854,-1.146,1,1920,1020,3404,1711,,BRANCH_MISMATCH
1080p30,Vm0FqeGo-8g_s1317,1056,8,9,,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,NON_BOX_WRITE,DETECTION_FRESH_BOX,13.892,750,178.0,1254.0,409.0,1353.0,395.0,187.0,1230.0,395.0,1329.0,610,157,622,164,1303,394,0,622,164,622,164,1,0,1301.197,393.093,-0.907,1,1920,1020,3404,1711,,BRANCH_MISMATCH
1080p30,Vm0FqeGo-8g_s1317,1056,9,10,,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,NON_BOX_WRITE,DETECTION_FRESH_BOX,8.485,750,336.0,82.0,598.0,209.0,587.0,330.0,90.0,587.0,221.0,20,261,14,267,145,583,0,14,267,14,267,1,0,143.179,582.677,-0.323,1,1920,1020,3404,1711,,BRANCH_MISMATCH
1080p30,Vm0FqeGo-8g_s1317,1056,10,0,,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,NON_BOX_WRITE,DETECTION_FRESH_BOX,6.403,750,192.0,1447.0,352.0,1576.0,358.0,196.0,1443.0,358.0,1566.0,733,136,738,132,1511,337,0,738,132,738,132,1,0,1510.669,335.139,-1.861,1,1920,1020,3404,1711,,BRANCH_MISMATCH
1080p30,Vm0FqeGo-8g_s1317,1080,2,3,DETECTION,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,NON_BOX_WRITE,DETECTION_FRESH_BOX,5.099,750,389.0,518.0,678.0,743.0,676.0,394.0,508.0,676.0,730.0,245,308,250,309,630,663,0,250,309,250,309,1,0,628.168,662.728,-0.272,1,1920,1020,3404,1711,,BRANCH_MISMATCH
1080p30,Vm0FqeGo-8g_s1317,1080,3,4,DETECTION,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,NON_BOX_WRITE,DETECTION_FRESH_BOX,21.095,750,479.0,801.0,717.0,996.0,720.0,484.0,816.0,720.0,1062.0,408,332,387,330,898,702,0,387,330,387,330,1,0,897.480,701.112,-0.888,1,1920,1020,3404,1711,,BRANCH_MISMATCH
1080p30,Vm0FqeGo-8g_s1317,1080,4,5,PREDICTION,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,NON_BOX_WRITE,DETECTION_FRESH_BOX,7.211,750,430.0,1140.0,687.0,1275.0,679.0,412.0,1124.0,679.0,1266.0,548,310,554,314,1207,672,0,554,314,554,314,1,0,1206.523,671.067,-0.933,1,1920,1020,3404,1711,,BRANCH_MISMATCH
1080p30,Vm0FqeGo-8g_s1317,1080,7,8,PREDICTION,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,NON_BOX_WRITE,DETECTION_FRESH_BOX,5.831,750,93.0,915.0,344.0,1011.0,349.0,104.0,920.0,349.0,1028.0,453,135,448,132,963,329,0,448,132,448,132,1,0,962.378,327.886,-1.114,1,1920,1020,3404,1711,,BRANCH_MISMATCH
1080p30,Vm0FqeGo-8g_s1317,1080,8,9,DETECTION,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,NON_BOX_WRITE,DETECTION_FRESH_BOX,8.062,750,210.0,1369.0,452.0,1482.0,438.0,209.0,1365.0,438.0,1467.0,682,179,686,186,1425,437,0,686,186,686,186,1,0,1424.528,435.612,-1.388,1,1920,1020,3404,1711,,BRANCH_MISMATCH
1080p30,Vm0FqeGo-8g_s1317,1080,10,0,,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,NON_BOX_WRITE,DETECTION_FRESH_BOX,1.414,750,185.0,1485.0,349.0,1623.0,348.0,185.0,1488.0,348.0,1623.0,762,130,761,131,1554,334,0,761,131,761,131,1,0,1552.864,333.812,-0.188,1,1920,1020,3404,1711,,BRANCH_MISMATCH
1080p30,X5w3V6rh26s_s90,1247,2,3,,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,NON_BOX_WRITE,DETECTION_FRESH_BOX,31.145,750,260.0,635.0,521.0,807.0,525.0,206.0,675.0,525.0,888.0,394,278,363,275,721,506,0,363,275,363,275,1,0,719.407,505.542,-0.458,1,1920,1020,3404,1711,,BRANCH_MISMATCH
1080p30,X5w3V6rh26s_s90,1247,4,5,CLAMP,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,NON_BOX_WRITE,DETECTION_FRESH_BOX,1.000,750,101.0,396.0,330.0,504.0,331.0,100.0,394.0,331.0,508.0,225,159,224,159,450,315,0,224,159,224,159,1,0,448.963,314.594,-0.406,1,1920,1020,3404,1711,,BRANCH_MISMATCH
1080p30,X5w3V6rh26s_s90,1247,6,7,CLAMP,FRESH_NON_BOX_POSITION,NON_BOX_WRITE,NON_BOX_WRITE,NON_BOX_WRITE,36.056,750,44.6448,703.493,272.559,821.579,303.0,124.0,775.0,303.0,868.0,418,148,388,128,762,257,0,388,137,388,128,0,0,761.867,270.756,13.756,1,1920,1020,3404,1711,,FRAME_MISMATCH
1080p30,X5w3V6rh26s_s90,1247,8,9,PREDICTION,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,NON_BOX_WRITE,DETECTION_FRESH_BOX,173.954,750,279.0,1378.0,567.0,1522.0,782.0,365.0,1624.0,782.0,1825.0,853,431,729,309,1450,552,0,729,309,729,309,1,0,1448.243,550.636,-1.364,1,1920,1020,3404,1711,,BRANCH_MISMATCH
1080p30,X5w3V6rh26s_s90,1247,9,10,,FRESH_NON_BOX_POSITION,NON_BOX_WRITE,NON_BOX_WRITE,NON_BOX_WRITE,13.416,750,161.535,295.551,329.625,407.358,334.524,166.435,307.717,334.524,419.524,178,160,172,157,351,314,0,172,166,172,157,0,0,349.898,328.513,14.513,1,1920,1020,3404,1711,,FRAME_MISMATCH
1080p30,X5w3V6rh26s_s90,1247,10,0,,FRESH_NON_BOX_POSITION,NON_BOX_WRITE,NON_BOX_WRITE,NON_BOX_WRITE,19.313,750,146.034,-23.0737,407.385,114.043,417.0,142.0,9.0,417.0,160.0,32,206,14,199,49,392,1,12,208,14,199,0,0,44.175,405.539,13.539,1,1920,1020,3404,1711,,FRAME_MISMATCH
1080p30,Y1cgaIWW8gk_s2784,1340,2,3,,RETAINED_PRIOR_POSITION,RETAINED_WITHOUT_GUARD,RETAINED_WITHOUT_GUARD,RETAINED_WITHOUT_GUARD,120.934,750,249.0,729.0,609.0,885.0,609.0,249.0,729.0,609.0,885.0,1485,1262,1485,1262,807,594,0,1374,1214,1485,1262,0,1,807.970,609.686,15.686,0,1920,1020,3404,1711,,STALE_BOX
1080p30,Y1cgaIWW8gk_s2784,1340,4,5,,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,,DETECTION_FRESH_BOX,,750,344.0,1165.0,1025.0,1867.0,,,,,,,,1192,1347,1516,1010,0,1192,1347,1192,1347,1,0,1520.070,1012.010,2.010,1,1920,1020,3404,1711,NO_PRE_CALL_STORED_BOX,UNKNOWN
1080p30,Y1cgaIWW8gk_s2784,1424,0,1,,FRESH_NON_BOX_POSITION,NON_BOX_WRITE,NON_BOX_WRITE,NON_BOX_WRITE,0.000,750,-12.0,1627.0,1018.0,1933.0,1018.0,-12.0,1627.0,1018.0,1933.0,1239,503,1239,503,1780,1003,0,1231,508,1239,503,0,0,1778.565,1016.925,13.925,1,1920,1020,3404,1711,,FRAME_MISMATCH
1080p30,Y1cgaIWW8gk_s2784,1424,1,2,CLAMP,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,NON_BOX_WRITE,DETECTION_FRESH_BOX,,750,117.0,917.0,1026.0,1460.0,1017.0,-5.0,1560.0,1017.0,1935.0,1211,503,731,502,1188,1011,0,731,502,731,502,1,0,1186.501,1008.284,-2.716,1,1920,1020,3404,1711,,BRANCH_MISMATCH
1080p30,Y1cgaIWW8gk_s2784,1424,2,3,CLAMP,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,NON_BOX_WRITE,DETECTION_FRESH_BOX,1329.611,750,76.0,335.0,1025.0,903.0,883.0,661.0,1266.0,883.0,1431.0,921,455,253,499,619,1010,0,253,499,253,499,1,0,618.290,1008.467,-1.533,1,1920,1020,3404,1711,,BRANCH_MISMATCH
1080p30,Y1cgaIWW8gk_s2784,1424,6,7,CLAMP,FRESH_NON_BOX_POSITION,NON_BOX_WRITE,NON_BOX_WRITE,NON_BOX_WRITE,0.000,750,119.0,882.0,896.0,1518.0,896.0,119.0,882.0,896.0,1518.0,784,459,784,459,1200,881,0,779,464,784,459,0,0,1199.155,894.715,13.715,1,1920,1020,3404,1711,,FRAME_MISMATCH
1080p30,Y1cgaIWW8gk_s2784,1424,9,10,,FRESH_NON_BOX_POSITION,NON_BOX_WRITE,NON_BOX_WRITE,NON_BOX_WRITE,6.000,750,506.137,230.228,650.05,373.749,647.492,503.579,229.297,647.492,372.819,2,357,3,358,301,635,0,2,365,3,358,0,0,300.040,649.306,14.306,1,1920,1020,3404,1711,,FRAME_MISMATCH
1080p30,tFnl0NVn6FA_s2774,1622,2,3,PREDICTION,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,NON_BOX_WRITE,DETECTION_FRESH_BOX,91.706,750,447.0,840.0,736.0,995.0,706.0,475.0,885.0,706.0,1005.0,3143,1141,3230,1170,917,721,0,3230,1170,3230,1170,1,0,940.495,727.039,6.039,1,1920,1020,3404,1711,,BRANCH_MISMATCH
1080p30,tFnl0NVn6FA_s2774,1622,3,4,CLAMP,FRESH_NON_BOX_POSITION,NON_BOX_WRITE,NON_BOX_WRITE,NON_BOX_WRITE,23.409,750,449.591,596.932,714.131,737.221,696.582,432.042,620.179,696.582,760.468,3282,1194,3337,1212,666,699,0,3364,1220,3337,1212,0,0,690.755,721.905,22.905,0,1920,1020,3404,1711,,FRAME_MISMATCH
1080p30,tFnl0NVn6FA_s2774,1622,4,5,PREDICTION,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,NON_BOX_WRITE,DETECTION_FRESH_BOX,93.920,750,418.0,1101.0,676.0,1215.0,701.0,421.0,1095.0,701.0,1203.0,3009,1092,2920,1062,1158,661,0,2920,1062,2920,1062,1,0,1159.935,661.053,0.053,1,1920,1020,3404,1711,,BRANCH_MISMATCH
1080p30,tFnl0NVn6FA_s2774,1622,5,6,PREDICTION,FRESH_NON_BOX_POSITION,NON_BOX_WRITE,NON_BOX_WRITE,NON_BOX_WRITE,1.414,750,585.518,1572.99,899.323,1727.36,902.0,583.0,1596.0,902.0,1734.0,3186,1145,3187,1146,1649,884,0,3207,1152,3187,1146,0,0,1757.867,926.711,42.711,0,1920,1020,3404,1711,,FRAME_MISMATCH
1080p30,tFnl0NVn6FA_s2774,1622,7,8,,FRESH_NON_BOX_POSITION,NON_BOX_WRITE,NON_BOX_WRITE,NON_BOX_WRITE,,750,239.934,1228.73,450.037,1328.14,458.307,248.203,1235.75,458.307,1335.17,-1516,-440,-2513,-776,1278,435,0,938,387,-2513,-776,0,0,1331.352,487.369,52.369,0,1920,1020,3404,1711,,FRAME_MISMATCH
1080p30,tFnl0NVn6FA_s2774,1622,8,9,CLAMP,RETAINED_PRIOR_POSITION,CLAMP_GUARD_REPRODUCED,CLAMP_GUARD_REPRODUCED,CLAMP_GUARD_REPRODUCED,843.092,750,327.0,757.0,480.0,853.0,480.0,327.0,757.0,480.0,853.0,342,237,342,237,805,465,0,1144,497,342,237,0,1,810.057,480.128,15.128,0,1920,1020,3404,1711,,STALE_BOX
1080p30,tFnl0NVn6FA_s2774,1787,0,1,CLAMP,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,NON_BOX_WRITE,DETECTION_FRESH_BOX,10.050,750,669.0,1543.0,1028.0,1696.0,1009.0,663.0,1530.0,1009.0,1704.0,772,530,773,540,1619,1013,0,773,540,773,540,1,0,1618.199,1012.479,-0.521,1,1920,1020,3404,1711,,BRANCH_MISMATCH
1080p30,tFnl0NVn6FA_s2774,1787,1,2,CLAMP,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,NON_BOX_WRITE,DETECTION_FRESH_BOX,27.893,750,586.0,1285.0,885.0,1399.0,874.0,582.0,1227.0,874.0,1350.0,605,451,632,458,1342,870,0,632,458,632,458,1,0,1340.359,869.059,-0.941,1,1920,1020,3404,1711,,BRANCH_MISMATCH
1080p30,tFnl0NVn6FA_s2774,1787,3,4,,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,NON_BOX_WRITE,DETECTION_FRESH_BOX,3156.058,750,438.0,656.0,742.0,771.0,738.0,451.0,665.0,738.0,775.0,327,370,324,372,713,727,0,324,372,324,372,1,0,712.592,725.789,-1.211,1,1920,1020,3404,1711,,BRANCH_MISMATCH
1080p30,tFnl0NVn6FA_s2774,1787,4,5,CLAMP,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,NON_BOX_WRITE,DETECTION_FRESH_BOX,23.324,750,442.0,953.0,760.0,1085.0,738.0,442.0,931.0,738.0,1024.0,452,375,472,387,1019,745,0,472,387,472,387,1,0,1017.925,744.613,-0.387,1,1920,1020,3404,1711,,BRANCH_MISMATCH
1080p30,tFnl0NVn6FA_s2774,1787,6,7,CLAMP,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,NON_BOX_WRITE,DETECTION_FRESH_BOX,645.232,750,504.0,54.0,756.0,149.0,470.0,245.0,1357.0,470.0,1449.0,675,239,43,369,101,741,0,43,369,43,369,1,0,99.089,740.389,-0.611,1,1920,1020,3404,1711,,BRANCH_MISMATCH
1080p30,tFnl0NVn6FA_s2774,1787,8,9,,FRESH_NON_BOX_POSITION,NON_BOX_WRITE,NON_BOX_WRITE,NON_BOX_WRITE,527.523,750,248.197,1374.64,466.982,1468.74,466.642,247.857,1356.41,466.642,1450.52,675,237,685,237,1421,451,0,684,245,685,237,0,0,1419.382,464.286,13.286,1,1920,1020,3404,1711,,FRAME_MISMATCH
1080p30,tFnl0NVn6FA_s2774,1787,9,10,SUBPIXEL,RETAINED_PRIOR_POSITION,RETAINED_WITHOUT_GUARD,RETAINED_WITHOUT_GUARD,RETAINED_WITHOUT_GUARD,9.055,750,341.0,1645.0,593.0,1747.0,593.0,341.0,1645.0,593.0,1747.0,829,309,829,309,1696,578,0,828,318,829,309,0,1,1694.549,592.859,14.859,1,1920,1020,3404,1711,,STALE_BOX
1080p30,tFnl0NVn6FA_s90,1915,2,3,,FRESH_NON_BOX_POSITION,NON_BOX_WRITE,NON_BOX_WRITE,NON_BOX_WRITE,1.000,750,168.047,608.891,1016.9,979.977,1018.28,169.427,603.777,1018.28,974.863,524,1355,524,1355,793,1001,0,526,1355,524,1355,0,0,803.570,998.523,-2.477,1,1920,1020,3404,1711,,FRAME_MISMATCH
1080p30,tFnl0NVn6FA_s90,1915,6,7,,FRESH_NON_BOX_POSITION,NON_BOX_WRITE,NON_BOX_WRITE,NON_BOX_WRITE,,750,552.0,524.0,743.0,615.0,743.0,552.0,524.0,743.0,615.0,328,1409,328,1409,569,728,0,706,1300,328,1409,0,0,285.274,590.950,-137.050,0,1920,1020,3404,1711,,FRAME_MISMATCH
1080p30,tZeqmc_-_sA_s2574,1938,0,1,DETECTION,RETAINED_PRIOR_POSITION,CLAMP_GUARD_REPRODUCED,SUBPIXEL_UNMOVED_FRESH_WRITE,CLAMP_GUARD_REPRODUCED,1140.306,750,285.0,829.0,497.0,970.0,640.0,369.0,1137.0,640.0,1320.0,1281,1443,1380,307,899,482,0,1281,1443,1380,307,0,1,1228.392,624.827,142.827,0,1920,1020,3404,1711,,BRANCH_MISMATCH
1080p30,tZeqmc_-_sA_s2574,1938,2,3,CLAMP,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,NON_BOX_WRITE,DETECTION_FRESH_BOX,,750,273.0,863.0,498.0,972.0,574.749,267.653,840.419,574.749,979.562,1421,440,1375,323,917,483,0,1375,323,1375,323,1,0,916.884,482.750,-0.250,1,1920,1020,3404,1711,,BRANCH_MISMATCH
1080p30,tZeqmc_-_sA_s2574,1938,3,4,,RETAINED_PRIOR_POSITION,RETAINED_WITHOUT_GUARD,RETAINED_WITHOUT_GUARD,RETAINED_WITHOUT_GUARD,35.511,750,302.0,993.0,528.0,1119.0,528.0,302.0,993.0,528.0,1119.0,1337,505,1337,505,1056,513,0,1343,540,1337,505,0,1,1056.848,527.335,14.335,1,1920,1020,3404,1711,,STALE_BOX
1080p30,tZeqmc_-_sA_s2574,1938,4,5,,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,NON_BOX_WRITE,DETECTION_FRESH_BOX,280.318,750,399.0,756.0,706.0,912.0,652.0,420.0,730.0,652.0,888.0,1540,502,1637,765,834,691,0,1637,765,1637,765,1,0,834.375,690.782,-0.218,1,1920,1020,3404,1711,,BRANCH_MISMATCH
1080p30,tZeqmc_-_sA_s2574,1938,6,7,,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,NON_BOX_WRITE,DETECTION_FRESH_BOX,330.171,750,277.0,1051.0,534.0,1207.0,487.0,273.0,831.0,487.0,942.0,1379,286,1306,608,1129,519,0,1306,608,1306,608,1,0,1129.310,518.548,-0.452,1,1920,1020,3404,1711,,BRANCH_MISMATCH
1080p30,tZeqmc_-_sA_s2574,1938,7,8,,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,NON_BOX_WRITE,DETECTION_FRESH_BOX,81.394,750,178.0,1522.0,402.0,1684.0,403.0,201.0,1453.0,403.0,1639.0,1088,767,1052,840,1603,387,0,1052,840,1052,840,1,0,1605.324,385.925,-1.075,1,1920,1020,3404,1711,,BRANCH_MISMATCH
1080p30,tZeqmc_-_sA_s2574,1938,8,9,PREDICTION,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,NON_BOX_WRITE,DETECTION_FRESH_BOX,1.414,750,119.0,1173.0,205.0,1249.0,205.0,123.0,1176.0,205.0,1251.0,1236,236,1237,235,1211,190,0,1237,235,1237,235,1,0,1212.424,187.524,-2.476,1,1920,1020,3404,1711,,BRANCH_MISMATCH
1080p30,tZeqmc_-_sA_s2574,1938,9,10,,RETAINED_PRIOR_POSITION,CLAMP_GUARD_REPRODUCED,CLAMP_GUARD_REPRODUCED,CLAMP_GUARD_REPRODUCED,1557.440,750,277.0,807.0,433.0,895.0,445.0,266.0,786.0,445.0,883.0,1377,211,1368,212,851,418,0,845,1679,1368,212,0,1,1690.608,490.738,72.738,0,1920,1020,3404,1711,,FRAME_MISMATCH
1080p30,tZeqmc_-_sA_s2574,2088,1,2,PREDICTION,FRESH_NON_BOX_POSITION,NON_BOX_WRITE,NON_BOX_WRITE,NON_BOX_WRITE,250.569,750,572.792,580.611,837.537,801.816,832.0,573.0,558.0,832.0,804.0,2515,1549,2642,1765,690,822,0,2422,1414,2642,1765,0,0,678.044,811.957,-10.043,1,1920,1020,3404,1711,,FRAME_MISMATCH
1080p30,tZeqmc_-_sA_s2574,2088,2,3,,FRESH_NON_BOX_POSITION,NON_BOX_WRITE,NON_BOX_WRITE,NON_BOX_WRITE,43.012,750,207.846,1312.19,378.076,1406.65,390.14,219.91,1304.07,390.14,1398.53,1190,525,1188,511,1359,363,0,1187,538,1188,511,0,0,1359.140,377.460,14.460,1,1920,1020,3404,1711,,FRAME_MISMATCH
1080p30,tZeqmc_-_sA_s2574,2088,3,4,CLAMP,FRESH_NON_BOX_POSITION,NON_BOX_WRITE,NON_BOX_WRITE,NON_BOX_WRITE,365.411,750,447.606,-291.78,663.823,-147.282,647.367,431.15,-205.945,647.367,-61.4464,1684,-147,1706,-166,-81,648,1,1416,39,1706,-166,0,0,544.252,361.856,-286.144,0,1920,1020,3404,1711,,FRAME_MISMATCH
1080p30,tZeqmc_-_sA_s2574,2088,4,5,,FRESH_NON_BOX_POSITION,NON_BOX_WRITE,NON_BOX_WRITE,NON_BOX_WRITE,392.013,750,277.249,102.244,490.182,200.567,492.21,279.276,225.447,492.21,323.769,1516,-36,1533,-81,151,475,0,1402,264,1533,-81,0,0,833.898,486.211,11.211,0,1920,1020,3404,1711,,FRAME_MISMATCH
1080p30,tZeqmc_-_sA_s2574,2088,9,10,CLAMP,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,NON_BOX_WRITE,DETECTION_FRESH_BOX,1746.839,750,266.0,428.0,509.0,527.0,513.907,258.821,445.156,513.907,536.28,1491,64,1491,56,477,494,0,1491,56,1491,56,1,0,476.579,493.606,-0.394,1,1920,1020,3404,1711,,BRANCH_MISMATCH
1080p30,yZ5u2sOpiNU_s5214,2113,1,2,DETECTION,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,NON_BOX_WRITE,DETECTION_FRESH_BOX,84.599,750,424.0,193.0,736.0,343.0,735.0,425.0,198.0,735.0,364.0,2880,1342,2951,1296,268,721,0,2951,1296,2951,1296,1,0,275.567,717.004,-3.996,1,1920,1020,3404,1711,,BRANCH_MISMATCH
1080p30,yZ5u2sOpiNU_s5214,2113,3,4,,RETAINED_PRIOR_POSITION,SUBPIXEL_UNMOVED_FRESH_WRITE,SUBPIXEL_UNMOVED_FRESH_WRITE,SUBPIXEL_UNMOVED_FRESH_WRITE,0.000,750,850.0,1215.0,1033.0,1353.0,1033.0,850.0,1215.0,1033.0,1353.0,2399,1658,2399,1658,1284,1018,0,2399,1658,2399,1658,1,1,1072.443,929.722,-88.278,0,1920,1020,3404,1711,,CONSISTENT_BY_CONTRACT
1080p30,yZ5u2sOpiNU_s5214,2113,4,5,SUBPIXEL,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,NON_BOX_WRITE,DETECTION_FRESH_BOX,5.831,750,268.0,392.0,547.0,499.0,547.0,271.0,399.0,547.0,501.0,2595,1546,2590,1549,445,532,0,2590,1549,2590,1549,1,0,452.869,511.853,-20.147,1,1920,1020,3404,1711,,BRANCH_MISMATCH
1080p30,yZ5u2sOpiNU_s5214,2113,8,9,,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,DETECTION_FRESH_BOX,DETECTION_FRESH_BOX,,750,870.0,891.0,1035.0,1020.0,1057.09,891.996,896.188,1057.09,1022.86,2436,1635,2436,1635,955,1020,0,2436,1635,2436,1635,1,0,804.040,918.954,-101.046,0,1920,1020,3404,1711,,FRAME_MISMATCH
1080p30,yZ5u2sOpiNU_s90,2311,0,1,,RETAINED_PRIOR_POSITION,RETAINED_WITHOUT_GUARD,RETAINED_WITHOUT_GUARD,RETAINED_WITHOUT_GUARD,8.000,750,157.0,236.0,469.0,449.0,469.0,157.0,236.0,469.0,449.0,188,191,188,191,342,454,0,188,199,188,191,0,1,341.839,468.051,14.051,1,1920,1020,3404,1711,,STALE_BOX
1080p30,yZ5u2sOpiNU_s90,2311,3,4,DETECTION,RETAINED_PRIOR_POSITION,RETAINED_WITHOUT_GUARD,RETAINED_WITHOUT_GUARD,RETAINED_WITHOUT_GUARD,8.000,750,342.0,1215.0,637.0,1383.0,637.0,342.0,1215.0,637.0,1383.0,721,295,721,295,1299,622,0,721,303,721,295,0,1,1297.873,635.861,13.861,1,1920,1020,3404,1711,,STALE_BOX
1080p30,yZ5u2sOpiNU_s90,2311,4,5,CLAMP,RETAINED_PRIOR_POSITION,RETAINED_WITHOUT_GUARD,RETAINED_WITHOUT_GUARD,RETAINED_WITHOUT_GUARD,8.000,750,112.0,874.0,390.0,1039.0,390.0,112.0,874.0,390.0,1039.0,529,157,529,157,956,375,0,529,165,529,157,0,1,955.584,388.714,13.714,1,1920,1020,3404,1711,,STALE_BOX
1080p30,yZ5u2sOpiNU_s90,2311,7,8,SUBPIXEL,FRESH_NON_BOX_POSITION,NON_BOX_WRITE,NON_BOX_WRITE,NON_BOX_WRITE,0.000,750,94.0,928.0,369.0,1026.0,369.0,94.0,928.0,369.0,1026.0,540,146,540,146,977,354,0,540,154,540,146,0,0,975.900,367.599,13.599,1,1920,1020,3404,1711,,FRAME_MISMATCH
1080p30,yZ5u2sOpiNU_s90,2311,8,9,CLAMP,FRESH_NON_BOX_POSITION,NON_BOX_WRITE,NON_BOX_WRITE,NON_BOX_WRITE,17.029,750,-60.8734,471.66,148.43,591.005,164.259,-45.0446,469.696,164.259,589.04,292,31,293,22,531,133,0,293,30,293,22,0,0,529.446,146.791,13.791,1,1920,1020,3404,1711,,FRAME_MISMATCH
1080p30,yZ5u2sOpiNU_s90,2311,9,10,,RETAINED_PRIOR_POSITION,RETAINED_WITHOUT_GUARD,RETAINED_WITHOUT_GUARD,RETAINED_WITHOUT_GUARD,8.000,750,418.0,1177.0,732.0,1312.0,732.0,418.0,1177.0,732.0,1312.0,692,346,692,346,1244,717,0,692,354,692,346,0,1,1242.778,730.563,13.563,1,1920,1020,3404,1711,,STALE_BOX
1080p30,yZ5u2sOpiNU_s90,2398,0,1,CLAMP,FRESH_NON_BOX_POSITION,NON_BOX_WRITE,NON_BOX_WRITE,NON_BOX_WRITE,2.236,750,329.424,99.1334,558.785,234.791,547.516,318.156,96.6189,547.516,232.277,87,231,88,237,166,543,0,88,245,88,237,0,0,165.098,557.066,14.066,1,1920,1020,3404,1711,,FRAME_MISMATCH
