source_frame,detection_index,x1,y1,x2,y2,confidence,foot_x_px,foot_y_px
0,0,1780.5,690.75,1894.5,906.75,0.349609375,1837,966
0,1,669.75,669.75,813.0,905.25,0.3486328125,741,965
0,2,37.546875,722.25,163.875,902.25,0.279052734375,100,962
7584,0,628.5,158.4375,837.0,765.75,0.767578125,732,825
7584,1,1056.0,143.25,1296.0,763.5,0.7294921875,1176,823
7584,2,5.8125,223.125,183.5625,619.875,0.58984375,94,679
7584,3,476.25,179.0625,663.0,723.75,0.5498046875,569,783
7584,4,267.75,193.875,518.25,713.625,0.5390625,392,773
7584,5,1545.0,397.5,1707.0,655.5,0.5263671875,1626,715
7584,6,1383.0,359.4375,1497.0,453.75,0.4580078125,1440,513
7584,7,1686.0,395.25,1821.0,669.75,0.439697265625,1753,729
7584,8,1800.0,264.0,1920.0,684.0,0.355712890625,1860,744
7584,9,845.25,256.125,1092.75,670.875,0.315673828125,968,730
7584,10,204.0,357.75,309.375,586.5,0.2421875,256,646
15168,0,512.25,255.375,602.25,483.375,0.5927734375,557,543
15168,1,904.5,172.5,988.5,492.0,0.5078125,946,552
15168,2,1213.5,428.25,1297.5,687.0,0.4931640625,1255,747
15168,3,795.0,86.8125,856.5,257.4375,0.4794921875,825,317
15168,4,1314.0,225.375,1383.0,445.5,0.47265625,1348,505
15168,5,1392.0,262.3125,1473.0,498.0,0.4111328125,1432,558
15168,6,379.5,153.375,437.25,332.625,0.39892578125,408,392
15168,7,256.125,815.25,372.375,915.75,0.367431640625,314,975
15168,8,339.375,179.625,397.5,376.125,0.32080078125,368,436
15168,9,907.5,267.0,991.5,492.75,0.312255859375,949,552
15168,10,1668.0,804.0,1800.0,912.0,0.309814453125,1734,972
15168,11,382.6875,843.0,493.5,915.0,0.2783203125,437,975
15168,12,1276.5,556.5,1357.5,756.0,0.26220703125,1316,816
15168,13,889.5,711.0,976.5,804.0,0.248046875,932,864
15168,14,1023.0,671.25,1110.0,765.75,0.235107421875,1066,825
22752,0,897.0,36.0,1848.0,901.5,0.8564453125,1372,961
22752,1,453.375,90.0,1113.0,906.0,0.84814453125,783,966
22752,2,9.75,57.0,696.375,910.5,0.7529296875,352,970
22752,3,0.5625,25.5,360.5625,916.5,0.689453125,180,976
30335,0,904.5,546.75,1030.5,803.25,0.80126953125,967,863
30335,1,1300.5,339.375,1407.0,553.875,0.63427734375,1353,613
30335,2,985.5,297.0,1090.5,482.25,0.4873046875,1037,542
30335,3,1060.5,711.0,1146.0,807.0,0.337158203125,1103,867
30335,4,1638.0,349.5,1722.0,583.5,0.3310546875,1680,643
30335,5,48.75,810.0,114.75,912.0,0.3056640625,81,972
30335,6,1095.0,206.25,1158.0,406.5,0.29736328125,1126,466
30335,7,612.75,207.0,674.25,384.75,0.294921875,643,444
30335,8,1746.0,319.6875,1824.0,552.0,0.287841796875,1785,612
30335,9,853.5,368.25,1003.5,548.25,0.287841796875,928,608
30335,10,392.25,811.5,461.25,907.5,0.24658203125,426,967
37919,0,775.5,406.5,886.5,643.5,0.794921875,830,703
37919,1,293.625,414.0,389.25,658.5,0.736328125,341,718
37919,2,1134.0,529.5,1233.0,748.5,0.61767578125,1183,808
37919,3,565.5,367.5,654.0,597.0,0.595703125,609,657
37919,4,1530.0,460.125,1632.0,685.125,0.42431640625,1581,745
37919,5,1452.0,390.0,1539.0,627.0,0.37939453125,1495,687
37919,6,981.0,291.0,1065.0,505.5,0.320068359375,1023,565
37919,7,441.0,220.5,514.5,412.5,0.315673828125,477,472
37919,8,970.5,234.75,1065.0,513.75,0.287841796875,1017,573
37919,9,1501.5,745.5,1594.5,865.5,0.2822265625,1547,925
45503,0,327.375,427.5,420.0,694.5,0.69580078125,373,754
45503,1,1486.5,444.0,1578.0,658.5,0.6953125,1532,718
45503,2,1236.0,532.5,1347.0,796.5,0.630859375,1291,856
45503,3,643.5,387.75,735.0,632.25,0.62255859375,689,692
45503,4,819.75,302.25,939.75,554.25,0.56689453125,879,614
45503,5,713.25,282.375,804.75,522.375,0.544921875,758,582
45503,6,626.25,104.34375,690.75,304.5,0.440673828125,658,364
45503,7,30.84375,834.0,128.625,913.5,0.39697265625,79,973
45503,8,1851.0,489.0,1920.0,747.0,0.3876953125,1885,807
45503,9,1602.0,202.125,1674.0,405.75,0.36376953125,1638,465
45503,10,255.75,804.75,402.75,920.25,0.309814453125,328,980
45503,11,381.75,796.5,474.75,910.5,0.256103515625,427,970
45503,12,1783.5,664.5,1876.5,783.0,0.2247314453125,1829,843
53087,0,745.5,546.0,865.5,760.5,0.76123046875,805,820
53087,1,541.875,381.75,634.125,579.75,0.74755859375,587,639
53087,2,1154.25,600.0,1257.75,814.5,0.6259765625,1205,874
53087,3,354.375,353.25,420.375,573.75,0.61767578125,387,633
53087,4,637.5,595.5,796.5,804.75,0.607421875,716,864
53087,5,700.5,254.625,763.5,448.875,0.5537109375,731,508
53087,6,1210.5,410.25,1315.5,645.75,0.486328125,1262,705
53087,7,1456.5,484.5,1585.5,720.0,0.47265625,1520,780
53087,8,383.8125,180.375,448.5,358.875,0.403564453125,415,418
53087,9,1683.0,807.0,1776.0,907.5,0.29736328125,1729,967
53087,10,387.0,836.25,481.5,920.25,0.287841796875,434,980
53087,11,213.0,212.625,287.25,400.125,0.269775390625,250,460
60671,0,495.0,8.25,1596.0,890.25,0.7080078125,1045,950
60671,1,328.3125,9.75,858.0,837.75,0.384033203125,593,897
60671,2,1540.5,0.0,1918.5,876.0,0.309814453125,1729,936
60671,3,1357.5,0.75,1918.5,874.5,0.255615234375,1637,934
60671,4,1209.0,3.75,1564.5,681.0,0.2379150390625,1386,741
68255,0,316.5,333.75,402.75,544.5,0.67822265625,359,604
68255,1,961.5,507.0,1048.5,734.25,0.64794921875,1004,794
68255,2,186.375,729.75,320.25,908.25,0.494140625,253,968
68255,3,772.5,472.125,850.5,706.125,0.4921875,811,766
68255,4,663.0,192.0,766.5,573.75,0.441650390625,714,633
68255,5,1107.0,318.75,1197.0,526.5,0.437744140625,1152,586
68255,6,85.546875,423.75,165.375,635.25,0.39599609375,125,695
68255,7,1017.0,319.5,1125.0,520.5,0.34326171875,1071,580
68255,8,1699.5,721.5,1798.5,828.0,0.33642578125,1748,888
68255,9,554.625,702.0,651.375,811.5,0.33544921875,602,871
68255,10,804.0,691.875,918.0,811.5,0.322509765625,861,871
68255,11,1584.0,713.25,1686.0,831.75,0.318359375,1635,891
68255,12,460.5,600.75,540.0,693.0,0.286865234375,500,753
68255,13,1815.0,730.5,1905.0,855.0,0.248046875,1860,915
68255,14,399.0,799.5,480.75,910.5,0.245849609375,439,970
68255,15,1183.5,270.75,1294.5,430.5,0.2330322265625,1238,490
75839,0,602.25,232.875,726.75,425.25,0.62451171875,664,485
75839,1,988.5,288.0,1111.5,540.75,0.6123046875,1049,600
75839,2,550.5,405.75,649.5,653.25,0.58203125,599,713
75839,3,384.75,753.0,498.0,912.0,0.5498046875,441,972
75839,4,229.125,232.125,392.625,437.625,0.544921875,310,497
75839,5,1657.5,270.1875,1780.5,516.0,0.478515625,1718,576
75839,6,1266.0,272.625,1341.0,442.875,0.38037109375,1303,502
75839,7,194.625,832.5,288.75,913.5,0.37939453125,241,973
75839,8,868.5,182.25,930.0,390.0,0.36474609375,899,450
75839,9,1142.25,81.5625,1206.75,278.4375,0.361083984375,1174,338
75839,10,223.875,832.5,288.375,910.5,0.352294921875,255,970
75839,11,440.625,157.21875,513.375,295.875,0.260498046875,476,355
75839,12,986.25,286.6875,1079.25,520.5,0.230224609375,1032,580
75839,13,924.0,610.875,1011.0,725.625,0.2239990234375,967,785
83423,0,1276.5,346.5,1471.5,627.0,0.81005859375,1373,687
83423,1,1048.5,324.0,1228.5,575.25,0.7392578125,1138,635
83423,2,636.0,409.5,849.0,712.5,0.7080078125,742,772
83423,3,966.0,519.75,1068.0,801.75,0.60205078125,1017,861
83423,4,289.875,333.375,466.5,596.625,0.4599609375,377,656
83423,5,1201.5,722.25,1282.5,807.75,0.401611328125,1241,867
83423,6,1423.5,170.90625,1492.5,240.75,0.400634765625,1457,300
83423,7,946.5,151.875,1024.5,335.625,0.39794921875,985,395
83423,8,1236.0,177.375,1317.0,357.375,0.390380859375,1276,417
83423,9,506.25,198.75,617.25,441.375,0.3408203125,561,501
83423,10,1494.0,181.5,1555.5,244.5,0.338134765625,1524,304
83423,11,1572.0,181.125,1644.0,254.625,0.333740234375,1608,314
83423,12,636.0,487.5,833.25,712.5,0.302490234375,734,772
83423,13,882.0,169.5,952.5,332.25,0.2861328125,917,392
83423,14,1116.0,175.125,1194.0,332.625,0.25244140625,1155,392
83423,15,1677.0,129.5625,1749.0,230.0625,0.2451171875,1713,290
91006,0,1306.5,293.4375,1402.5,516.75,0.6982421875,1354,576
91006,1,852.0,480.0,972.0,730.5,0.61669921875,912,790
91006,2,466.5,552.75,574.5,770.25,0.6103515625,520,830
91006,3,348.0,402.75,508.5,611.25,0.46875,428,671
91006,4,229.5,498.0,317.25,741.0,0.42431640625,273,801
91006,5,1569.0,819.0,1671.0,915.0,0.415771484375,1620,975
91006,6,639.375,323.8125,709.125,543.0,0.4072265625,674,603
91006,7,1749.0,846.0,1851.0,909.0,0.36474609375,1800,969
91006,8,1465.5,175.5,1540.5,370.5,0.33203125,1502,430
91006,9,152.25,794.25,262.125,911.25,0.262939453125,207,971
98590,0,878.25,233.25,1013.25,426.0,0.8427734375,945,486
98590,1,591.0,219.75,714.0,459.0,0.78857421875,652,519
98590,2,1243.5,414.375,1366.5,660.375,0.736328125,1304,720
98590,3,1681.5,699.0,1840.5,910.5,0.62890625,1760,970
98590,4,430.5,210.375,546.0,405.375,0.61669921875,488,465
98590,5,0.0,520.5,68.484375,816.0,0.6103515625,34,876
98590,6,799.5,48.9375,871.5,250.125,0.60498046875,835,310
98590,7,726.0,198.375,816.0,375.75,0.5908203125,771,435
98590,8,69.1875,793.5,171.375,913.5,0.56689453125,120,973
98590,9,0.046875,808.5,64.734375,915.0,0.546875,32,975
98590,10,1230.0,314.4375,1308.0,444.75,0.5185546875,1269,504
