frame_key,sheet,sheet_sha256,sheet_bytes,sheet_scale
97ddf468f2894d87efd413938a7eec73b4d86187de5ffb4efa3bb5758f7a6bd3,97ddf468f289.jpg,826bc070bd9c44d1c980552d10ea28bf336fad68bc62b0800a4b8edb5771d48f,198875,0.5
ef38a29a9b129e17b92d451bd58c4f2a471e4007f60dce883f1c0a59bfd05374,ef38a29a9b12.jpg,0b5b5e8451cea8b6eebab315fd911d89a7eb4105b89097ba954a52fa4890d84a,199646,0.5
9c55d00df5a80514cef10b4a521418bcf466aefaeed08201231b76e124d83aca,9c55d00df5a8.jpg,9bb2164759ecc6043c680869d184ec317f33da235ab206c185f2ba161c4169a1,175152,0.5
7cb042e3cc028e947cd3c380ff55dc052a1e49a285c49cc2a5818cba561b8727,7cb042e3cc02.jpg,df3dec7da54d3f4555d1a8bfc832dcad99ec6fbb9e0fe7366bef16b51862b350,189267,0.5
f848c4f039c2958153ed931dd720f05115fbda9c9a88d7c1312dd77e218ad688,f848c4f039c2.jpg,fad1a01f393a2bca739424ad66b3ba9af13498c0c6101482b3dc6afcba834788,175289,0.5
078b67d10e8d352cb836eb095e4d3b7e8962cafb312eebb9fa57b34a0d97cdb6,078b67d10e8d.jpg,34ee4a16987b419b4ba73d3a9ad131fc345377021a52ac1b106753aa052abc10,183770,0.5
64e7d380e3592965a38f9fa656a1f41062057c2e551f21b416e1843ac54d3ebb,64e7d380e359.jpg,c4f373c4c9536fada0dcec0c801fca4bc566b87209dc783dae5ebc96c45f26ec,170441,0.5
ec8cbc20f4b79aac2bb0d4c3cf2bdd7091533677fae271bb5e46648e7ec1b55c,ec8cbc20f4b7.jpg,d81c9f869c6f3f48313736368b66873ab8a9566b495c8b62a0500b9fb7e845d3,197923,0.5
97d7b429f1c7ceb18f39c85c68978d69aa38efe60ba28ddc1d6c22705a578b69,97d7b429f1c7.jpg,b5fbefcc06183cd285bea0bb3b86f8996005a8e868a227229316bfba45bb8e1a,196162,0.5
8c2b4ca650afc183c4b868bc71420f45ecc7369c494cd776edcf624da6efc99a,8c2b4ca650af.jpg,f0bb10b516828090121a6dbf43905bf86cba2a9fd1d2d60fd0e3247047fe5920,192149,0.5
9534d65f18d29affa12890ffd2fae33f1545eb5006b81aa5cbdfdead2305704c,9534d65f18d2.jpg,d5a3f016d882ed9802cc57ab84ad6011951fb4b5abe82c57f73035bb1f9d308f,154514,0.5
0b2a0da950da99fe7a74d37330dd9abbe818a55878e288e3cb5d8d27c1e6eda4,0b2a0da950da.jpg,25be2e8f5bf8f5238d1a9608c8b87c75df050f3157068736f82733c25125e0a2,164912,0.5
914518aa85f595b1534a72b83bde1f3768c13030027215f2cda311cd22b70684,914518aa85f5.jpg,e6c9e2b032528e982db628494a00b99de23294ee06d5d787b912e9bb482741b7,169458,0.5
1f6c55e79eb3d2a3f1a58ca9f3c1c519d71a540ea74f16aa6b50e761cdc1105a,1f6c55e79eb3.jpg,84b9d27f7b29bd870d13ea160857f39cad4911e8402ba2f0c44537978c3bd52b,156968,0.5
059f61cfb0f7f317bb995f10741559cf3b6b5150b0d7cceaa5a5909cf7c2d975,059f61cfb0f7.jpg,298d94bba68acefb2a363406bdb6f2eb52b3bd48f4f50460afdc4875dfe7f73e,148502,0.5
f9932656ee59d5138b52ef1d5501ba9871fa2d695bd6be6de6f9aae09f730584,f9932656ee59.jpg,1441172dcf6d1900a52bb78389d0fee9d45f8e622ba327dca55250f86d1a9fac,165033,0.5
85597a5e8bf84c4e99fc09019eaa3af4712cc575a5b5fe507a837000c06b34c7,85597a5e8bf8.jpg,ec54234dc4754d186a060648022319f10b0e89d41ec507c8b08b0b7082bdfb13,179254,0.5
0996009510971daace753d9ad4ac50e072508cb7b32c81430bd4657683de2ccc,099600951097.jpg,f7aca366ea262e681bcb1da088602097f0151d20556bd660655384875b12cead,171237,0.5
2f04941c7a03abe8fea239a8e6e6e1cc31256fa8b44169e458712516ee768627,2f04941c7a03.jpg,11d869a8e09b077c4d6fb8764be4ee714242d667548cc56f1be8a1bb16be36d2,189713,0.5
fc7d49e94fc2feab024df67469101f3323d0a90abdd88ff258159671705f3f66,fc7d49e94fc2.jpg,76ba5e8c3afb74384fc5bc1d80603282fc464149939b27f98f52f210a27c156a,171710,0.5
de8f6c3ca68ac5c9009f6320cf23bd13ab2937747e7f1d227404cedde658c02a,de8f6c3ca68a.jpg,6df5d489bcee39a9364a5d47187ace946e4b39f2bec47c3fff6810fdd23c64aa,184766,0.5
4a4d42a5cf72a295de2a1642845b6ea02226e7002ea8bdcec9c46851ae76091a,4a4d42a5cf72.jpg,780f349d10cc19f2722bb74cf0cb2148f604d0e2b043893395ad488e729396c0,150962,0.5
9c2f3a5abf4713d2b1f6291c87a172bab64c6f3ca09b0f157ba658ae2a4f69ed,9c2f3a5abf47.jpg,730386d5aa36f03ba6a789425148c358ac8fe3d631469441aab6b05caf62e804,192780,0.5
592c0c85869af2165da4e905ec3ed3fe25e6421aa22e2928926c148960cfecb5,592c0c85869a.jpg,f58efa13cd7d486f4556473798cd151ca5519e481810bc46545e8615eecd4f8c,197629,0.5
ad95b6516712ac58c5568cd9dda57e765fe109f7647a191058fc9d0cc6001b66,ad95b6516712.jpg,264128b944f2d295648f1e292d1182c78a7c00224269926247fcb073047fad2d,157960,0.5
f15fccffca03276c1d8633ea654df2261496ddb605f7b304fe28a00fd21910fd,f15fccffca03.jpg,95a2d87f420757c873e68916ddcd60c84c8b008c292d42e4801c9222e6a7cd79,155205,0.5
806edbdc1576c643f67ba0843c7573c73a30d8351253483513b5f4e7cffbe9b5,806edbdc1576.jpg,83ec8bfaa0ebcc3d38ef7947bdcde560cc7db37a7cde19625b499136e8beedd5,157354,0.5
51036ebc10cf82e7f12cf940b65ac306798d4a8d563ae8cfdb2b3a4a030f3fd9,51036ebc10cf.jpg,acddfc498a14b444faed9473fc375d71ddcf4b63d00c01e9eb29b611708fa97e,181016,0.5
139b5e762e0905a971a75a59bf0811b9a551726d69b23d7215ea4ae1bcf67ef3,139b5e762e09.jpg,ab982205c31c2614ebbd69d2c21680e5db6fb990d5bda3bf7be2acc51d4c2d8d,187881,0.5
9d27b2b4a8d77b85965706307964c18d6a24242fe93ce209d45c51820ef51a1b,9d27b2b4a8d7.jpg,c357e8160c84b72874ea6005122c3e45d2c91fb7373d980b7adcd178f6699265,113433,0.5
3fac7667dfa4f79f231fac3b79b5ce60f2865aa75300e45a10eba7b34c747741,3fac7667dfa4.jpg,a6e9567c4e3c99c3245b76ec508bad0a25d46b2095c9760b28e4949bf46fbc3b,159428,0.5
4120fe16d5c55c3885999b18d77b7a2d0eb5e1a10c2712e5709aca3d58bff755,4120fe16d5c5.jpg,250f826a4a27e5dd9de13e1fd883619d31b7379592db6c49f118e99d566a04a2,157320,0.5
0560ba4573e3fbd7c7945660a3476cd07a986a689e8200743c4de19c481c5281,0560ba4573e3.jpg,d30a0d68be2147b36ec1b0b5c3df832fffb9d2f11d9c2e5dc9ef255b4a7691ac,151615,0.5
bf77cbc60af01953c39c553bc094a0ecdef43e23bcb3ea502fe94026aba062a9,bf77cbc60af0.jpg,d239a35c05e87bbe6fb1496de47edf871feb1226fedad181ed1f4a429c3aad09,191281,0.5
66f95c9da73da975684ff915d7af4343ad76e0fc2e1b568221aa79a84e3e9f43,66f95c9da73d.jpg,9f66beb5eae2edad44897c05314cd92b2a1440d663646dcacca5e74f514e331d,155310,0.5
19aa39df5c12435f075506b642b27877c073bd5cf9ddd7265743a7d7c73b8c61,19aa39df5c12.jpg,08cb884c544b91ef129b586f5626f3488dbfd6ece593bbd507d69e33fab12bc3,153556,0.5
30154a7e31103db64f8bbe2024a6f240d6327313267156aba1a723009f6a356d,30154a7e3110.jpg,f8a4421c096e22c9a0ba74dda69050ea17643f022c287979923a9ffd76d3b094,190834,0.5
0e28ec60437d97badf30bfeebc4bfefd2af91be56c178e38903ba8e81356707e,0e28ec60437d.jpg,e3bae395b50f288b2644ed51cd23a9656c082a20f19d558427caff5aac31c4c9,153956,0.5
23cca1abd53a7a1bb7dd13b7e6b754b9c78ba99cb28f1f8824d7a7cd6fc27f8f,23cca1abd53a.jpg,48b7bc3468a0edcc9c665356422efe64b18e97e458619f1834f8b623f535799d,181620,0.5
98d4313d277b0890d32404a7474e089a036ce861dd125485ef42d017014c042a,98d4313d277b.jpg,28fe4f46eea62f013be93b3025285ef585d73d66dc02c7a139680ed3ab4416c0,167409,0.5
746676d0fa6a0f5b4f3ae9efd4688883eb909b285f8aacb8e8d023671c513f9f,746676d0fa6a.jpg,9f38d508499a5b9ff89aeb15bf8b85ee4acde71f34f9fd953e6d615f16b6ce7f,157343,0.5
5875f38e37f94f797acd27aa3ecc98ccfb32f9bc2fde945db3d9378e9e357084,5875f38e37f9.jpg,d7a2a2e1aa1bfff71abb6b7c50e7ec96da0fb741d67658a5b536c7a588e0a7b4,197386,0.5
9a36cd5a21143857ac8350e624d82b7771a29ab40cf6f44fffd07bd02dc42402,9a36cd5a2114.jpg,c1e4b5037c21bf3d7a3569e510fe9458c0cc6c2ad46a508f05e81c9e2f8ede96,156184,0.5
af9749790c503761fc4ae9ee3c3cb5fdaebd5a5021268925af3bc5af2f67450c,af9749790c50.jpg,8251e1a89ceb952609d0f1403291106efb718930093d92a8a86c58fd449e3298,154526,0.5
39adef9c83249a4e5ef43f71db222d86e09aacb8c7011dff0f5aeecbd6359f70,39adef9c8324.jpg,33f94a8104f0b2347de857941a459e620be6fdb61dfb8f1c701a91f8432def00,152942,0.5
f442c7b355e0d3c2fef1eab175358a9adaa17b9512436ec645af7e227497ced1,f442c7b355e0.jpg,d85da3bffa2b4683b2336946ef71bc9096ac414b4c96f7947cb3227e6fc50d0e,153316,0.5
7dac93726975443987de11b4c692c44fa4957042a2d33622e628e8c0ce69b771,7dac93726975.jpg,844aae1a1dee50089c28e79f94a8812fc029b8fbab203ec28e853d450d530984,172803,0.5
cee1530bf9195ce8f20672a014f24ab73a04b41000112e03cc3103a9bc0aa46c,cee1530bf919.jpg,7c2a948a469fc67111667d36ec32d5e9addd0ff5a686fe5be90baf475e4e44da,195944,0.5
6b4ce5ad7263ecbc75b1dfdd91cf8139feb690749b8a8b67f393f172c680223c,6b4ce5ad7263.jpg,420190f9d4f55f472f46b5a34d91c670052679e7a57a1351ce628ff0287b0124,171518,0.5
8df8b92593dfdd3fc2c8a0005ed714d8a537f63aa277d43656023059c772730f,8df8b92593df.jpg,ea768c81c115191dc9eb3a4d1be7bfc405672ab7f09031c26806cf9390c2427d,161234,0.5
75772aaa460e8a5e129a537bbb765fab7e7fd559ec1314e8690c5098175bbb75,75772aaa460e.jpg,b4de136a7830a598fc1a87aefc08c7cb0f5aa7b8b63e2d82aea2d38e598b99cb,139040,0.5
defe3c0d1e5b03d1838a890e52849dac4a007c54d71ba1ba3b393bcbb3f40124,defe3c0d1e5b.jpg,221bb86c7b70848ede6138a82be6d4e7e1a1bb35dc44b154d8739a7ba85ab9a1,154397,0.5
75ca38a47fa9ef7defc0dcc72236d7dbd35f351c16db9af95959c64504ba20d8,75ca38a47fa9.jpg,7756a645ed014ea915263059c9d98e878410d647ad5ac4b9943ed021df964a5c,142666,0.5
