game_id,shot_id,frame,timestamp,player_id,player_name,team,x_position,y_position,x_norm,y_norm,court_zone,defender_distance,defender_dist_norm,team_spacing,possession_id,possession_duration,made,shot_clock,contest_arm_angle,closeout_speed,fatigue_proxy,dribble_count,ball_shot_arc_angle,catch_and_shoot,shot_distance,second_chance,shot_creation
22501094,1,2682,44.745,4,green#?,SAS,597,507,0.2991,0.9826,mid_range,,0.1278,0.0,204,53,,,0.0,,3175.6,0,83.34332372664956,1,,0,catch_and_shoot
22501094,2,4038,67.367,10,white#?,CHI,1354,242,0.6784,0.469,mid_range,,0.1313,0.0,240,22,,,0.0618610285983181,,2574.4,0,-29.355291696835184,1,,0,catch_and_shoot
22501094,3,4770,79.579,5,green#?,SAS,742,269,0.3717,0.5213,mid_range,,0.215,0.0,240,144,,,0.0,,7967.2,0,-80.92791800885,1,,1,catch_and_shoot
22501094,4,5424,90.49,7,white#?,CHI,862,261,0.4319,0.5058,backcourt,,0.1463,230.4,240,253,,,0.0,,4202.2,0,-86.84599186782006,1,,1,catch_and_shoot
22501094,5,7716,128.729,1,green#?,SAS,510,183,0.2555,0.3547,3pt_arc,,0.2057,110.6,244,210,,,0.0,,8655.6,0,87.0547995650371,1,,0,catch_and_shoot
22501094,6,8304,138.538,3,green#?,SAS,963,67,0.4825,0.1298,backcourt,,0.2751,207.6,247,9,,,0.0,,7311.7,0,-81.47576291866466,1,,0,catch_and_shoot
22501094,7,9762,162.863,8,white#?,CHI,128,39,0.0641,0.0756,corner_3,,0.131,0.0,248,99,,,0.4092118084307558,,14422.5,0,-88.84988204322593,1,,0,catch_and_shoot
22501094,8,11064,184.584,3,green#?,SAS,589,286,0.2951,0.5543,mid_range,,0.1059,0.0,251,42,,,0.0,,12683.4,0,-70.02694530787743,1,,0,catch_and_shoot
22501094,9,11598,193.493,1,green#?,SAS,751,214,0.3763,0.4147,mid_range,,0.2151,0.0,253,52,,,0.6136119937644245,,12264.2,0,-89.41014305810289,1,,0,catch_and_shoot
22501094,10,12252,204.404,4,green#?,SAS,372,456,0.1864,0.8837,corner_3,,0.4066,400.4,255,1,,,0.0,,20101.2,0,86.16677170561215,1,,0,catch_and_shoot
22501094,11,12738,212.512,9,white#?,CHI,29,472,0.0145,0.9147,corner_3,,0.21,0.0,256,26,,,0.1757725573239253,,10929.7,0,-87.90165845888987,1,,0,catch_and_shoot
22501094,12,14430,240.74,2,green#?,SAS,137,383,0.0686,0.7422,3pt_arc,,0.0592,0.0,335,0,,,0.0,,26407.9,0,-83.2017105731751,1,,0,catch_and_shoot
