section_identity,retained,retention_status,receiver_path,pod_source_path,bytes,pc_sha256,pod_sha256,digest_match,probe_status,measured_width,measured_height,codec_name,avg_frame_rate_rational,r_frame_rate_rational,measured_fps,decoded_pts_count,first_pts,last_pts,sealed_start_pts,sealed_stop_pts,sealed_start_frame,sealed_stop_frame,sealed_source_frames,pod_measured_height,pod_measured_fps,probe_agreement
cba-cW8E3iYZVBI_s90,0,PRUNED_BEFORE_CENSUS,,,UNKNOWN,UNKNOWN,PRUNED,UNKNOWN,SOURCE_NOT_RETAINED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
e3E_WApsLV4_s1222,1,RETAINED_OFF_POD,C:\Users\neelj\g407_receiver\wnba__e3E_WApsLV4_s1222.mp4,/workspace/data/footage_corpus/wnba__e3E_WApsLV4_s1222.mp4,16760141,fa8f117d306097e2842d8d7f7798632675b9118e2fc3d23cf12ae38725bd0118,fa8f117d306097e2842d8d7f7798632675b9118e2fc3d23cf12ae38725bd0118,1,OK,1280,720,h264,30/1,30/1,30.0,3901,0.0,130.066667,64.033333,66.033333,1921,1981,60,720,30.0,AGREE
e3E_WApsLV4_s2354,1,RETAINED_OFF_POD,C:\Users\neelj\g407_receiver\wnba__e3E_WApsLV4_s2354.mp4,/workspace/data/footage_corpus/wnba__e3E_WApsLV4_s2354.mp4,15871290,121b369b00863eeebd853190c8a5549e13f1fd45cd6ce20f0dfeec4a1f15a27c,121b369b00863eeebd853190c8a5549e13f1fd45cd6ce20f0dfeec4a1f15a27c,1,OK,1280,720,h264,30/1,30/1,30.0,3901,0.0,130.0,64.0,66.0,1920,1980,60,720,30.0,AGREE
e3E_WApsLV4_s3486,1,RETAINED_OFF_POD,C:\Users\neelj\g407_receiver\wnba__e3E_WApsLV4_s3486.mp4,/workspace/data/footage_corpus/wnba__e3E_WApsLV4_s3486.mp4,18637332,fbe2c8d6e8950fc4c7572a13258b101e71faa9f6a358662cd15130e11b328be3,fbe2c8d6e8950fc4c7572a13258b101e71faa9f6a358662cd15130e11b328be3,1,OK,1280,720,h264,30/1,30/1,30.0,3901,0.0,130.0,64.0,66.0,1920,1980,60,720,30.0,AGREE
e3E_WApsLV4_s4618,1,RETAINED_OFF_POD,C:\Users\neelj\g407_receiver\wnba__e3E_WApsLV4_s4618.mp4,/workspace/data/footage_corpus/wnba__e3E_WApsLV4_s4618.mp4,16099796,351b0fdc6b33600f4eda7cc95851a930f5f005546997669024a362474bb23a58,351b0fdc6b33600f4eda7cc95851a930f5f005546997669024a362474bb23a58,1,OK,1280,720,h264,30/1,30/1,30.0,3901,0.0,130.0,64.0,66.0,1920,1980,60,720,30.0,AGREE
e3E_WApsLV4_s5750,1,RETAINED_OFF_POD,C:\Users\neelj\g407_receiver\wnba__e3E_WApsLV4_s5750.mp4,/workspace/data/footage_corpus/wnba__e3E_WApsLV4_s5750.mp4,16623498,54abbef268035687a6e84632e4cb9bc58484a83d95907add2a3513d31a5b13b0,54abbef268035687a6e84632e4cb9bc58484a83d95907add2a3513d31a5b13b0,1,OK,1280,720,h264,30/1,30/1,30.0,3901,0.0,130.0,64.0,66.0,1920,1980,60,720,30.0,AGREE
e3E_WApsLV4_s90,1,RETAINED_OFF_POD,C:\Users\neelj\g407_receiver\wnba__e3E_WApsLV4_s90.mp4,/workspace/data/footage_corpus/wnba__e3E_WApsLV4_s90.mp4,20089422,79900966d0bfcd3f0eb09c0d0f7a92b20e37d493e653f526b34fc03df4f9c616,79900966d0bfcd3f0eb09c0d0f7a92b20e37d493e653f526b34fc03df4f9c616,1,OK,1280,720,h264,30/1,30/1,30.0,3901,0.0,130.066667,64.033333,66.033333,1921,1981,60,720,30.0,AGREE
euroleague-QmoPpJI7OCI_s10670,1,RETAINED_OFF_POD,C:\Users\neelj\g407_receiver\basketball__euroleague-QmoPpJI7OCI_s10670.mp4,/workspace/data/footage_corpus/basketball__euroleague-QmoPpJI7OCI_s10670.mp4,34171894,a35ac3349bd1c1484ed314e3aea92346dcfc12d7049ca84f087240682cf67f24,a35ac3349bd1c1484ed314e3aea92346dcfc12d7049ca84f087240682cf67f24,1,OK,1280,720,h264,25/1,25/1,25.0,3251,0.0,130.0,64.0,66.0,1600,1651,51,720,25.0,AGREE
euroleague-QmoPpJI7OCI_s2206,1,RETAINED_OFF_POD,C:\Users\neelj\g407_receiver\basketball__euroleague-QmoPpJI7OCI_s2206.mp4,/workspace/data/footage_corpus/basketball__euroleague-QmoPpJI7OCI_s2206.mp4,30356305,31c1496a5418c1acd0e49fe5b43aaa66bf04aabe04483515516447887bbd8da3,31c1496a5418c1acd0e49fe5b43aaa66bf04aabe04483515516447887bbd8da3,1,OK,1280,720,h264,25/1,25/1,25.0,3251,0.0,130.04,64.0,66.0,1600,1650,50,720,25.0,AGREE
euroleague-QmoPpJI7OCI_s4322,1,RETAINED_OFF_POD,C:\Users\neelj\g407_receiver\basketball__euroleague-QmoPpJI7OCI_s4322.mp4,/workspace/data/footage_corpus/basketball__euroleague-QmoPpJI7OCI_s4322.mp4,36019380,77570077aec9b74c9e5a9df69ad0b5be7327756ac902ddb4845cc89bb7bf33a0,77570077aec9b74c9e5a9df69ad0b5be7327756ac902ddb4845cc89bb7bf33a0,1,OK,1280,720,h264,25/1,25/1,25.0,3251,0.0,130.0,64.0,66.0,1600,1650,50,720,25.0,AGREE
euroleague-QmoPpJI7OCI_s6438,1,RETAINED_OFF_POD,C:\Users\neelj\g407_receiver\basketball__euroleague-QmoPpJI7OCI_s6438.mp4,/workspace/data/footage_corpus/basketball__euroleague-QmoPpJI7OCI_s6438.mp4,26655794,beef08158bf11671be30b373d9d3c81844e6257c76cc48f35d8bc5f889c569ec,beef08158bf11671be30b373d9d3c81844e6257c76cc48f35d8bc5f889c569ec,1,OK,1280,720,h264,25/1,25/1,25.0,3251,0.0,130.04,64.0,66.0,1600,1650,50,720,25.0,AGREE
euroleague-QmoPpJI7OCI_s8554,1,RETAINED_OFF_POD,C:\Users\neelj\g407_receiver\basketball__euroleague-QmoPpJI7OCI_s8554.mp4,/workspace/data/footage_corpus/basketball__euroleague-QmoPpJI7OCI_s8554.mp4,31947811,955c3497a02dd898f68d90288c560749a60bd653f130ef4095f17ab008f5321f,955c3497a02dd898f68d90288c560749a60bd653f130ef4095f17ab008f5321f,1,OK,1280,720,h264,25/1,25/1,25.0,3251,0.0,130.16,64.08,66.08,1602,1652,50,720,25.0,AGREE
euroleague-QmoPpJI7OCI_s90,1,RETAINED_OFF_POD,C:\Users\neelj\g407_receiver\basketball__euroleague-QmoPpJI7OCI_s90.mp4,/workspace/data/footage_corpus/basketball__euroleague-QmoPpJI7OCI_s90.mp4,18516298,482600a3eca59d9643e4ef2d2e3c4bf6062c8df84340e17b5d6559b624817aca,482600a3eca59d9643e4ef2d2e3c4bf6062c8df84340e17b5d6559b624817aca,1,OK,1280,720,h264,25/1,25/1,25.0,3251,0.0,130.04,64.0,66.0,1600,1650,50,720,25.0,AGREE
fiba-6BYeUynVAqI_s1600,1,RETAINED_OFF_POD,C:\Users\neelj\g407_receiver\basketball__fiba-6BYeUynVAqI_s1600.mp4,/workspace/data/footage_corpus/basketball__fiba-6BYeUynVAqI_s1600.mp4,72670565,1ffd9a6122cfc6767e10d6af74490886f38b340ac39730b96857feb3b2f60f8a,1ffd9a6122cfc6767e10d6af74490886f38b340ac39730b96857feb3b2f60f8a,1,OK,1920,1080,h264,30/1,30/1,30.0,3901,0.0,130.0,64.0,66.0,1920,1980,60,1080,30.0,AGREE
fiba-6BYeUynVAqI_s3110,1,RETAINED_OFF_POD,C:\Users\neelj\g407_receiver\basketball__fiba-6BYeUynVAqI_s3110.mp4,/workspace/data/footage_corpus/basketball__fiba-6BYeUynVAqI_s3110.mp4,70574229,e962b3cfed749c26fe666b686858f0153850bf73ea13765b913fd5b84999d013,e962b3cfed749c26fe666b686858f0153850bf73ea13765b913fd5b84999d013,1,OK,1920,1080,h264,30/1,30/1,30.0,3901,0.0,130.0,64.0,66.0,1920,1980,60,1080,30.0,AGREE
fiba-6BYeUynVAqI_s4620,1,RETAINED_OFF_POD,C:\Users\neelj\g407_receiver\basketball__fiba-6BYeUynVAqI_s4620.mp4,/workspace/data/footage_corpus/basketball__fiba-6BYeUynVAqI_s4620.mp4,72169331,b9977ebc2b34e9ac75b1456a6e94503f94986ef4e0d8ceb2adfc90ad61f50305,b9977ebc2b34e9ac75b1456a6e94503f94986ef4e0d8ceb2adfc90ad61f50305,1,OK,1920,1080,h264,30/1,30/1,30.0,3901,0.0,130.0,64.0,66.0,1920,1980,60,1080,30.0,AGREE
fiba-6BYeUynVAqI_s6130,1,RETAINED_OFF_POD,C:\Users\neelj\g407_receiver\basketball__fiba-6BYeUynVAqI_s6130.mp4,/workspace/data/footage_corpus/basketball__fiba-6BYeUynVAqI_s6130.mp4,74206309,98e5da3feba8cdb3e6de4b9c623844477d42eda5efe7699a2284decc318eb2fd,98e5da3feba8cdb3e6de4b9c623844477d42eda5efe7699a2284decc318eb2fd,1,OK,1920,1080,h264,30/1,30/1,30.0,3901,0.0,130.0,64.0,66.0,1920,1980,60,1080,30.0,AGREE
fiba-6BYeUynVAqI_s7640,1,RETAINED_OFF_POD,C:\Users\neelj\g407_receiver\basketball__fiba-6BYeUynVAqI_s7640.mp4,/workspace/data/footage_corpus/basketball__fiba-6BYeUynVAqI_s7640.mp4,56817418,cd2bd19c4c0dfccce6952046b8b397ee38c2754e54de1c85bb0797ad88c2b04b,cd2bd19c4c0dfccce6952046b8b397ee38c2754e54de1c85bb0797ad88c2b04b,1,OK,1920,1080,h264,30/1,30/1,30.0,3901,0.0,130.0,64.0,66.0,1920,1980,60,1080,30.0,AGREE
fiba-6BYeUynVAqI_s90,1,RETAINED_OFF_POD,C:\Users\neelj\g407_receiver\basketball__fiba-6BYeUynVAqI_s90.mp4,/workspace/data/footage_corpus/basketball__fiba-6BYeUynVAqI_s90.mp4,66020050,3adc17b495062a4ef4068c56db4395f259c946d6323908da89d624441b857264,3adc17b495062a4ef4068c56db4395f259c946d6323908da89d624441b857264,1,OK,1920,1080,h264,30/1,30/1,30.0,3901,0.0,130.0,64.0,66.0,1920,1980,60,1080,30.0,AGREE
gleague-TUXsofc3mgg_s1771,1,RETAINED_OFF_POD,C:\Users\neelj\g407_receiver\basketball__gleague-TUXsofc3mgg_s1771.mp4,/workspace/data/footage_corpus/basketball__gleague-TUXsofc3mgg_s1771.mp4,73431539,455d3279b5ee711035f3c49079460f0e6b5b01e6b461caec68d848e621ce4fe8,455d3279b5ee711035f3c49079460f0e6b5b01e6b461caec68d848e621ce4fe8,1,OK,1920,1080,h264,60/1,60/1,60.0,7801,0.0,130.0,64.0,66.0,3840,3960,120,1080,60.0,AGREE
gleague-TUXsofc3mgg_s3452,1,RETAINED_OFF_POD,C:\Users\neelj\g407_receiver\basketball__gleague-TUXsofc3mgg_s3452.mp4,/workspace/data/footage_corpus/basketball__gleague-TUXsofc3mgg_s3452.mp4,51764030,152e0280f2b12a8b8615f98747aaa35598a263ab65e53ce2b3d326fa9bd0fe12,152e0280f2b12a8b8615f98747aaa35598a263ab65e53ce2b3d326fa9bd0fe12,1,OK,1920,1080,h264,60/1,60/1,60.0,7801,0.0,130.066667,64.033333,66.033333,3842,3962,120,1080,60.0,AGREE
gleague-TUXsofc3mgg_s5133,1,RETAINED_OFF_POD,C:\Users\neelj\g407_receiver\basketball__gleague-TUXsofc3mgg_s5133.mp4,/workspace/data/footage_corpus/basketball__gleague-TUXsofc3mgg_s5133.mp4,79730482,d50eafae0ce93404436be8e6a873d9f2f41bd83c43cd46f674118665377c6869,d50eafae0ce93404436be8e6a873d9f2f41bd83c43cd46f674118665377c6869,1,OK,1920,1080,h264,60/1,60/1,60.0,7801,0.0,130.0,64.0,66.0,3840,3960,120,1080,60.0,AGREE
gleague-TUXsofc3mgg_s6814,1,RETAINED_OFF_POD,C:\Users\neelj\g407_receiver\basketball__gleague-TUXsofc3mgg_s6814.mp4,/workspace/data/footage_corpus/basketball__gleague-TUXsofc3mgg_s6814.mp4,80258979,cf5b1d164e32466752fd59031ce9912239253401360c0fe0c9aa8693985b093c,cf5b1d164e32466752fd59031ce9912239253401360c0fe0c9aa8693985b093c,1,OK,1920,1080,h264,60/1,60/1,60.0,7801,0.0,130.0,64.0,66.0,3840,3960,120,1080,60.0,AGREE
gleague-TUXsofc3mgg_s8495,1,RETAINED_OFF_POD,C:\Users\neelj\g407_receiver\basketball__gleague-TUXsofc3mgg_s8495.mp4,/workspace/data/footage_corpus/basketball__gleague-TUXsofc3mgg_s8495.mp4,81891524,8ed2ac77b95e3249f0a9889fd57b62d49502acbbc262063c68d4aa57eb7207d5,8ed2ac77b95e3249f0a9889fd57b62d49502acbbc262063c68d4aa57eb7207d5,1,OK,1920,1080,h264,60/1,60/1,60.0,7801,0.0,130.0,64.0,66.0,3840,3960,120,1080,60.0,AGREE
gleague-TUXsofc3mgg_s90,1,RETAINED_OFF_POD,C:\Users\neelj\g407_receiver\basketball__gleague-TUXsofc3mgg_s90.mp4,/workspace/data/footage_corpus/basketball__gleague-TUXsofc3mgg_s90.mp4,52055102,03e48d311cfbd0196681fbcf11c33b4b237fcfbebf32f8c925a1cabf6abca912,03e48d311cfbd0196681fbcf11c33b4b237fcfbebf32f8c925a1cabf6abca912,1,OK,1920,1080,h264,60/1,60/1,60.0,7801,0.0,130.0,64.0,66.0,3840,3960,120,1080,60.0,AGREE
gleague-YuLn6qQVEv0_s1254,1,RETAINED_OFF_POD,C:\Users\neelj\g407_receiver\basketball__gleague-YuLn6qQVEv0_s1254.mp4,/workspace/data/footage_corpus/basketball__gleague-YuLn6qQVEv0_s1254.mp4,35713718,7e7c966611d7fa9ee8c9aba450288ba33a9205b591e4d14cf5316ad6015e8e38,7e7c966611d7fa9ee8c9aba450288ba33a9205b591e4d14cf5316ad6015e8e38,1,OK,1280,720,h264,25/1,25/1,25.0,3251,0.0,130.0,64.0,66.0,1600,1650,50,720,25.0,AGREE
gleague-YuLn6qQVEv0_s2418,1,RETAINED_OFF_POD,C:\Users\neelj\g407_receiver\basketball__gleague-YuLn6qQVEv0_s2418.mp4,/workspace/data/footage_corpus/basketball__gleague-YuLn6qQVEv0_s2418.mp4,34306966,238ff433bae76ff35503d0a4718c0a1672e9180c1718eaed99f335417389ae13,238ff433bae76ff35503d0a4718c0a1672e9180c1718eaed99f335417389ae13,1,OK,1280,720,h264,25/1,25/1,25.0,3251,0.0,130.0,64.0,66.0,1600,1650,50,720,25.0,AGREE
gleague-YuLn6qQVEv0_s3582,1,RETAINED_OFF_POD,C:\Users\neelj\g407_receiver\basketball__gleague-YuLn6qQVEv0_s3582.mp4,/workspace/data/footage_corpus/basketball__gleague-YuLn6qQVEv0_s3582.mp4,35143651,17ab614f890baa434555241959905986200c3cfc916614c3545cdba703b3b2e0,17ab614f890baa434555241959905986200c3cfc916614c3545cdba703b3b2e0,1,OK,1280,720,h264,25/1,25/1,25.0,3251,0.0,130.0,64.0,66.0,1600,1650,50,720,25.0,AGREE
gleague-YuLn6qQVEv0_s4746,1,RETAINED_OFF_POD,C:\Users\neelj\g407_receiver\basketball__gleague-YuLn6qQVEv0_s4746.mp4,/workspace/data/footage_corpus/basketball__gleague-YuLn6qQVEv0_s4746.mp4,34091283,aa1ede5a907dff49ed2810b43e6a70dfe194e77cb4bd67a9059896453ec6d736,aa1ede5a907dff49ed2810b43e6a70dfe194e77cb4bd67a9059896453ec6d736,1,OK,1280,720,h264,25/1,25/1,25.0,3251,0.0,130.08,64.04,66.04,1601,1651,50,720,25.0,AGREE
gleague-YuLn6qQVEv0_s90,1,RETAINED_OFF_POD,C:\Users\neelj\g407_receiver\basketball__gleague-YuLn6qQVEv0_s90.mp4,/workspace/data/footage_corpus/basketball__gleague-YuLn6qQVEv0_s90.mp4,34070071,dd915c43f6cd3f76c7a779bbf82948ff5084d1bc2d1545becf28a4cb00014da1,dd915c43f6cd3f76c7a779bbf82948ff5084d1bc2d1545becf28a4cb00014da1,1,OK,1280,720,h264,25/1,25/1,25.0,3251,0.0,130.04,64.0,66.0,1600,1650,50,720,25.0,AGREE
gleague-Z9LZwPvEMTU_s1877,1,RETAINED_OFF_POD,C:\Users\neelj\g407_receiver\basketball__gleague-Z9LZwPvEMTU_s1877.mp4,/workspace/data/footage_corpus/basketball__gleague-Z9LZwPvEMTU_s1877.mp4,84525687,b0e6ac4fa90e918161be5809629ad5ddf796ca3ee5991d210af4d6a13521616c,b0e6ac4fa90e918161be5809629ad5ddf796ca3ee5991d210af4d6a13521616c,1,OK,1920,1080,h264,60/1,60/1,60.0,7801,0.0,130.0,64.0,66.0,3840,3960,120,1080,60.0,AGREE
gleague-Z9LZwPvEMTU_s3664,1,RETAINED_OFF_POD,C:\Users\neelj\g407_receiver\basketball__gleague-Z9LZwPvEMTU_s3664.mp4,/workspace/data/footage_corpus/basketball__gleague-Z9LZwPvEMTU_s3664.mp4,72665847,b9097b39ced39d1989869315d1fa4387e7b600f8cec213f215a8928d2d07062f,b9097b39ced39d1989869315d1fa4387e7b600f8cec213f215a8928d2d07062f,1,OK,1920,1080,h264,60/1,60/1,60.0,7801,0.0,130.05,64.033333,66.033333,3842,3962,120,1080,60.0,AGREE
gleague-Z9LZwPvEMTU_s5451,1,RETAINED_OFF_POD,C:\Users\neelj\g407_receiver\basketball__gleague-Z9LZwPvEMTU_s5451.mp4,/workspace/data/footage_corpus/basketball__gleague-Z9LZwPvEMTU_s5451.mp4,76672055,60e7aaad8204e119efd8884381a1c6d1fc2368c59dc41a535769f3a518033f92,60e7aaad8204e119efd8884381a1c6d1fc2368c59dc41a535769f3a518033f92,1,OK,1920,1080,h264,60/1,60/1,60.0,7801,0.0,130.0,64.0,66.0,3840,3960,120,1080,60.0,AGREE
gleague-Z9LZwPvEMTU_s7238,1,RETAINED_OFF_POD,C:\Users\neelj\g407_receiver\basketball__gleague-Z9LZwPvEMTU_s7238.mp4,/workspace/data/footage_corpus/basketball__gleague-Z9LZwPvEMTU_s7238.mp4,67153149,300d5a98fe17663f25c736d1d23a9b32596b8acff7d1758b525dd5f7690e7161,300d5a98fe17663f25c736d1d23a9b32596b8acff7d1758b525dd5f7690e7161,1,OK,1920,1080,h264,60/1,60/1,60.0,7801,0.0,130.0,64.0,66.0,3840,3960,120,1080,60.0,AGREE
gleague-Z9LZwPvEMTU_s90,1,RETAINED_OFF_POD,C:\Users\neelj\g407_receiver\basketball__gleague-Z9LZwPvEMTU_s90.mp4,/workspace/data/footage_corpus/basketball__gleague-Z9LZwPvEMTU_s90.mp4,40717997,d448f49d65edbe0cf468b1ae5b56459831c8ce29f0c5ce1a3c5f9070ddf933bb,d448f49d65edbe0cf468b1ae5b56459831c8ce29f0c5ce1a3c5f9070ddf933bb,1,OK,1920,1080,h264,60/1,60/1,60.0,7801,0.0,130.0,64.0,66.0,3840,3960,120,1080,60.0,AGREE
gleague-Z9LZwPvEMTU_s9025,1,RETAINED_OFF_POD,C:\Users\neelj\g407_receiver\basketball__gleague-Z9LZwPvEMTU_s9025.mp4,/workspace/data/footage_corpus/basketball__gleague-Z9LZwPvEMTU_s9025.mp4,74859670,955b85c36b0fb0e00a6834d658db4798002bae20d1c3654ad1dfb01c8ff0ac1d,955b85c36b0fb0e00a6834d658db4798002bae20d1c3654ad1dfb01c8ff0ac1d,1,OK,1920,1080,h264,60/1,60/1,60.0,7801,0.0,130.0,64.0,66.0,3840,3960,120,1080,60.0,AGREE
gleague-a0FMMvE3B5k_s1722,1,RETAINED_OFF_POD,C:\Users\neelj\g407_receiver\basketball__gleague-a0FMMvE3B5k_s1722.mp4,/workspace/data/footage_corpus/basketball__gleague-a0FMMvE3B5k_s1722.mp4,83613735,0af8bcb4010cee7f0b232e938ecde057494a9dcc5f7e1c9290d82e505b072eeb,0af8bcb4010cee7f0b232e938ecde057494a9dcc5f7e1c9290d82e505b072eeb,1,OK,1920,1080,h264,60/1,60/1,60.0,7801,0.0,130.0,64.0,66.0,3840,3960,120,1080,60.0,AGREE
gleague-a0FMMvE3B5k_s3354,1,RETAINED_OFF_POD,C:\Users\neelj\g407_receiver\basketball__gleague-a0FMMvE3B5k_s3354.mp4,/workspace/data/footage_corpus/basketball__gleague-a0FMMvE3B5k_s3354.mp4,80684809,33c0c53a396b5ce6e64ef22a68337ea78fe4a4cc83ebfe47004470a38fad2ca2,33c0c53a396b5ce6e64ef22a68337ea78fe4a4cc83ebfe47004470a38fad2ca2,1,OK,1920,1080,h264,60/1,60/1,60.0,7801,0.0,130.066667,64.033333,66.033333,3842,3962,120,1080,60.0,AGREE
gleague-a0FMMvE3B5k_s4986,1,RETAINED_OFF_POD,C:\Users\neelj\g407_receiver\basketball__gleague-a0FMMvE3B5k_s4986.mp4,/workspace/data/footage_corpus/basketball__gleague-a0FMMvE3B5k_s4986.mp4,73998008,545010b709580cfd670292664e42636a1c98a24614a80967b9fb17353a6e4ff5,545010b709580cfd670292664e42636a1c98a24614a80967b9fb17353a6e4ff5,1,OK,1920,1080,h264,60/1,60/1,60.0,7801,0.0,130.066667,64.033333,66.033333,3842,3962,120,1080,60.0,AGREE
gleague-a0FMMvE3B5k_s6618,1,RETAINED_OFF_POD,C:\Users\neelj\g407_receiver\basketball__gleague-a0FMMvE3B5k_s6618.mp4,/workspace/data/footage_corpus/basketball__gleague-a0FMMvE3B5k_s6618.mp4,76762678,a3e0e52d3f612ea373845e41b094576c7b7a00445dff1b3eac437be29f838f09,a3e0e52d3f612ea373845e41b094576c7b7a00445dff1b3eac437be29f838f09,1,OK,1920,1080,h264,60/1,60/1,60.0,7801,0.0,130.066667,64.033333,66.033333,3842,3962,120,1080,60.0,AGREE
gleague-a0FMMvE3B5k_s8250,1,RETAINED_OFF_POD,C:\Users\neelj\g407_receiver\basketball__gleague-a0FMMvE3B5k_s8250.mp4,/workspace/data/footage_corpus/basketball__gleague-a0FMMvE3B5k_s8250.mp4,44013950,e2c37f73ee12fb1cb37558274a6f272bc5f56187b98397382e1603eeb43cfa42,e2c37f73ee12fb1cb37558274a6f272bc5f56187b98397382e1603eeb43cfa42,1,OK,1920,1080,h264,60/1,60/1,60.0,7801,0.0,130.05,64.033333,66.033333,3842,3962,120,1080,60.0,AGREE
gleague-a0FMMvE3B5k_s90,1,RETAINED_OFF_POD,C:\Users\neelj\g407_receiver\basketball__gleague-a0FMMvE3B5k_s90.mp4,/workspace/data/footage_corpus/basketball__gleague-a0FMMvE3B5k_s90.mp4,56254752,6f8c2bb727b6294ccb43d39845c130422ca751174e6574ec4a24c030ee41739b,6f8c2bb727b6294ccb43d39845c130422ca751174e6574ec4a24c030ee41739b,1,OK,1920,1080,h264,60/1,60/1,60.0,7801,0.0,130.0,64.0,66.0,3840,3960,120,1080,60.0,AGREE
gleague-cl9uwvP1Fe8_s1659,1,RETAINED_OFF_POD,C:\Users\neelj\g407_receiver\basketball__gleague-cl9uwvP1Fe8_s1659.mp4,/workspace/data/footage_corpus/basketball__gleague-cl9uwvP1Fe8_s1659.mp4,87826022,7840b7fe543d015228b39139d4be7ceffe96efe5e898188eef276b5c5cdbff40,7840b7fe543d015228b39139d4be7ceffe96efe5e898188eef276b5c5cdbff40,1,OK,1920,1080,h264,60/1,60/1,60.0,7801,0.0,130.0,64.0,66.0,3840,3960,120,1080,60.0,AGREE
gleague-cl9uwvP1Fe8_s3228,1,RETAINED_OFF_POD,C:\Users\neelj\g407_receiver\basketball__gleague-cl9uwvP1Fe8_s3228.mp4,/workspace/data/footage_corpus/basketball__gleague-cl9uwvP1Fe8_s3228.mp4,83181522,965fe40ba0611aaccf90ee7aa4fdd97a4d2a0f23993403f0a1175741f385f207,965fe40ba0611aaccf90ee7aa4fdd97a4d2a0f23993403f0a1175741f385f207,1,OK,1920,1080,h264,60/1,60/1,60.0,7801,0.0,130.0,64.0,66.0,3840,3960,120,1080,60.0,AGREE
gleague-cl9uwvP1Fe8_s4797,1,RETAINED_OFF_POD,C:\Users\neelj\g407_receiver\basketball__gleague-cl9uwvP1Fe8_s4797.mp4,/workspace/data/footage_corpus/basketball__gleague-cl9uwvP1Fe8_s4797.mp4,28426171,6234f71d093616f9d1114f305bf768b2b875cea5e8726df233e4588c3925291a,6234f71d093616f9d1114f305bf768b2b875cea5e8726df233e4588c3925291a,1,OK,1920,1080,h264,60/1,60/1,60.0,7801,0.0,130.0,64.0,66.0,3840,3960,120,1080,60.0,AGREE
gleague-cl9uwvP1Fe8_s6366,1,RETAINED_OFF_POD,C:\Users\neelj\g407_receiver\basketball__gleague-cl9uwvP1Fe8_s6366.mp4,/workspace/data/footage_corpus/basketball__gleague-cl9uwvP1Fe8_s6366.mp4,80062940,cc5e52b97bf1e6527b44b5eab3bd529b6c9da9367cde35da62bb17bc917d19f5,cc5e52b97bf1e6527b44b5eab3bd529b6c9da9367cde35da62bb17bc917d19f5,1,OK,1920,1080,h264,60/1,60/1,60.0,7801,0.0,130.066667,64.033333,66.033333,3842,3962,120,1080,60.0,AGREE
gleague-cl9uwvP1Fe8_s7935,1,RETAINED_OFF_POD,C:\Users\neelj\g407_receiver\basketball__gleague-cl9uwvP1Fe8_s7935.mp4,/workspace/data/footage_corpus/basketball__gleague-cl9uwvP1Fe8_s7935.mp4,65835328,56c76f4b58341bb09b593d8b5a101de3defeb06e6b1aee2f32f522f0482949bc,56c76f4b58341bb09b593d8b5a101de3defeb06e6b1aee2f32f522f0482949bc,1,OK,1920,1080,h264,60/1,60/1,60.0,7801,0.0,130.0,64.0,66.0,3840,3960,120,1080,60.0,AGREE
gleague-cl9uwvP1Fe8_s90,1,RETAINED_OFF_POD,C:\Users\neelj\g407_receiver\basketball__gleague-cl9uwvP1Fe8_s90.mp4,/workspace/data/footage_corpus/basketball__gleague-cl9uwvP1Fe8_s90.mp4,49093111,3e72150600ba8df0201d2b9d4ec9739b3a1b88dcb945c470a761d226220a4b22,3e72150600ba8df0201d2b9d4ec9739b3a1b88dcb945c470a761d226220a4b22,1,OK,1920,1080,h264,60/1,60/1,60.0,7801,0.0,130.0,64.0,66.0,3840,3960,120,1080,60.0,AGREE
gleague-dd_QSkmUWyU_s1675,1,RETAINED_OFF_POD,C:\Users\neelj\g407_receiver\basketball__gleague-dd_QSkmUWyU_s1675.mp4,/workspace/data/footage_corpus/basketball__gleague-dd_QSkmUWyU_s1675.mp4,69881026,03c5e001a7f65aea661f1b5e5899499599e4ab5e9f7408d5b1e6e29fc1e47c73,03c5e001a7f65aea661f1b5e5899499599e4ab5e9f7408d5b1e6e29fc1e47c73,1,OK,1920,1080,h264,30/1,30/1,30.0,3901,0.0,130.0,64.0,66.0,1920,1980,60,1080,30.0,AGREE
gleague-dd_QSkmUWyU_s3260,1,RETAINED_OFF_POD,C:\Users\neelj\g407_receiver\basketball__gleague-dd_QSkmUWyU_s3260.mp4,/workspace/data/footage_corpus/basketball__gleague-dd_QSkmUWyU_s3260.mp4,57832538,bda586a7f7f126c5a89ab437933a5d0ff362c5eacbf7a359f0adb5a58c897ea3,bda586a7f7f126c5a89ab437933a5d0ff362c5eacbf7a359f0adb5a58c897ea3,1,OK,1920,1080,h264,30/1,30/1,30.0,3901,0.0,130.0,64.0,66.0,1920,1980,60,1080,30.0,AGREE
