box_id,card_id,draw_kind,section_id,sealed_start_frame,sealed_end_frame_exclusive,frame,player_id,position_source,source_branch,matched_event_id,matched_event_valid,repeated_coordinate,x_position,y_position,bbox_x1,bbox_y1,bbox_x2,bbox_y2,target_weight,mask_reason,native_width,native_height,native_form,transform_status,clip_left,clip_top,clip_right,clip_bottom,original_bbox_x1,original_bbox_y1,original_bbox_x2,original_bbox_y2,native_bbox_x1,native_bbox_y1,native_bbox_x2,native_bbox_y2,nominal_detector_form
1080p30_22_r00,1080p30_22,1080p30,4JS090XPhmM_s4686,2553,2853,2781,4,PREDICTION,src/tracking/advanced_tracker.py:kalman_homography,,0,0,3357,1394,693.422,133.45562999999999,1145.8774,903.44574,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION,1920,1080,padded,OK,0,0,0,0,693.422,73.45563,1145.8774,843.44574,693.422,133.45562999999999,1145.8774,903.44574,yes
1080p30_22_r01,1080p30_22,1080p30,4JS090XPhmM_s4686,2553,2853,2781,8,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,0,0,3268,1417,286.85675,131.64141999999998,1075.9053,907.1336,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION,1920,1080,padded,OK,0,0,0,0,286.85675,71.64142,1075.9053,847.1336,286.85675,131.64141999999998,1075.9053,907.1336,yes
1080p30_22_r02,1080p30_22,1080p30,4JS090XPhmM_s4686,2553,2853,2781,10,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,0,1,3047,1478,0.0,341.0,438.0,1066.0,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION,1920,1080,padded,OK,1,0,0,0,-15.0,281.0,438.0,1006.0,0.0,341.0,438.0,1066.0,yes
1080p30_23_r00,1080p30_23,1080p30,3eeaJz1PJTM_s1331,2672,2972,2948,4,DETECTION,src/tracking/advanced_tracker.py:_activate_slot,2948_498_800_618_927,1,0,752,49,800.0,558.0,927.0,678.0,1,CANDIDATE_ONLY,1920,1080,padded,OK,0,0,0,0,800.0,498.0,927.0,618.0,800.0,558.0,927.0,678.0,yes
1080p30_23_r01,1080p30_23,1080p30,3eeaJz1PJTM_s1331,2672,2972,2948,6,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,0,1,1338,14,0.0,675.0,201.0,933.0,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION,1920,1080,padded,OK,1,0,0,0,-15.0,615.0,201.0,873.0,0.0,675.0,201.0,933.0,yes
1080p30_24_r00,1080p30_24,1080p30,3eeaJz1PJTM_s2572,2789,3089,3023,2,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,0,1,2547,1496,247.0,420.0,360.0,584.0,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION,1920,1080,padded,OK,0,0,0,0,247.0,360.0,360.0,524.0,247.0,420.0,360.0,584.0,yes
1080p30_24_r01,1080p30_24,1080p30,3eeaJz1PJTM_s2572,2789,3089,3023,3,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,0,1,608,820,1185.0,483.0,1407.0,810.0,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION,1920,1080,padded,OK,0,0,0,0,1185.0,423.0,1407.0,750.0,1185.0,483.0,1407.0,810.0,yes
1080p30_24_r02,1080p30_24,1080p30,3eeaJz1PJTM_s2572,2789,3089,3023,7,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,0,0,1029,690,850.0,114.0,1099.0,413.0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION,1920,1080,padded,OK,0,0,0,0,850.0,54.0,1099.0,353.0,850.0,114.0,1099.0,413.0,yes
1080p30_24_r03,1080p30_24,1080p30,3eeaJz1PJTM_s2572,2789,3089,3023,8,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,0,1,1427,957,1495.0,177.0,1672.0,439.0,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION,1920,1080,padded,OK,0,0,0,0,1495.0,117.0,1672.0,379.0,1495.0,177.0,1672.0,439.0,yes
1080p30_24_r04,1080p30_24,1080p30,3eeaJz1PJTM_s2572,2789,3089,3023,10,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,0,1,1722,372,423.0,105.0,547.0,213.0,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION,1920,1080,padded,OK,0,0,0,0,423.0,45.0,547.0,153.0,423.0,105.0,547.0,213.0,yes
1080p30_24_r05,1080p30_24,1080p30,3eeaJz1PJTM_s2572,2789,3089,3023,5,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,0,1,2436,1388,1005.5474,177.99788,1184.609,371.52533,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION,1920,1080,padded,OK,0,0,0,0,1005.5474,117.99788,1184.609,311.52533,1005.5474,177.99788,1184.609,371.52533,yes
1080p30_25_r00,1080p30_25,1080p30,3eeaJz1PJTM_s3813,2906,3206,3098,4,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,0,1,1240,433,334.0342,523.0301,512.70416,874.9417,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION,1920,1080,padded,OK,0,0,0,0,334.0342,463.0301,512.70416,814.9417,334.0342,523.0301,512.70416,874.9417,yes
1080p30_25_r01,1080p30_25,1080p30,3eeaJz1PJTM_s3813,2906,3206,3098,3,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,0,1,1450,597,296.1355,222.69113,431.34137,469.24997,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION,1920,1080,padded,OK,0,0,0,0,296.1355,162.69113,431.34137,409.24997,296.1355,222.69113,431.34137,469.24997,yes
1080p30_25_r02,1080p30_25,1080p30,3eeaJz1PJTM_s3813,2906,3206,3098,5,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,0,1,337,856,691.1965,431.77518,901.1965,705.06934,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION,1920,1080,padded,OK,0,0,0,0,691.1965,371.77518,901.1965,645.06934,691.1965,431.77518,901.1965,705.06934,yes
1080p30_25_r03,1080p30_25,1080p30,3eeaJz1PJTM_s3813,2906,3206,3098,9,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,0,1,241,876,920.5842,479.651,1109.9442,782.61096,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION,1920,1080,padded,OK,0,0,0,0,920.5842,419.651,1109.9442,722.61096,920.5842,479.651,1109.9442,782.61096,yes
1080p30_25_r04,1080p30_25,1080p30,3eeaJz1PJTM_s3813,2906,3206,3098,7,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,0,1,317,411,1271.0,463.0,1427.0,768.0,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION,1920,1080,padded,OK,0,0,0,0,1271.0,403.0,1427.0,708.0,1271.0,463.0,1427.0,768.0,yes
1080p30_25_r05,1080p30_25,1080p30,3eeaJz1PJTM_s3813,2906,3206,3098,10,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,0,1,3373,1000,759.0,481.0,930.0,778.0,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION,1920,1080,padded,OK,0,0,0,0,759.0,421.0,930.0,718.0,759.0,481.0,930.0,778.0,yes
1080p30_25_r06,1080p30_25,1080p30,3eeaJz1PJTM_s3813,2906,3206,3098,6,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,0,1,213,578,297.2375,221.68567,425.86566,464.38452,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION,1920,1080,padded,OK,0,0,0,0,297.2375,161.68567,425.86566,404.38452,297.2375,221.68567,425.86566,464.38452,yes
1080p30_26_r00,1080p30_26,1080p30,3eeaJz1PJTM_s90,3136,3436,3286,5,SUBPIXEL,src/pipeline/unified_pipeline.py:subpixel_hold,,0,1,351,1007,1495.0,987.0,1576.0,1080,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION,1920,1080,padded,OK,0,0,0,1,1495.0,927.0,1576.0,1035.0,1495.0,987.0,1576.0,1080,yes
1080p30_26_r01,1080p30_26,1080p30,3eeaJz1PJTM_s90,3136,3436,3286,6,SUBPIXEL,src/pipeline/unified_pipeline.py:subpixel_hold,,0,0,351,1007,1545.0,990.0,1623.0,1080,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION,1920,1080,padded,OK,0,0,0,1,1545.0,930.0,1623.0,1035.0,1545.0,990.0,1623.0,1080,yes
1080p30_26_r02,1080p30_26,1080p30,3eeaJz1PJTM_s90,3136,3436,3286,7,SUBPIXEL,src/pipeline/unified_pipeline.py:subpixel_hold,,0,1,148,1017,387.0,832.0,467.0,978.0,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION,1920,1080,padded,OK,0,0,0,0,387.0,772.0,467.0,918.0,387.0,832.0,467.0,978.0,yes
1080p30_27_r00,1080p30_27,1080p30,J8pMOFvFlsU_s1384,3253,3553,3364,6,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,0,1,508,699,1680.0,301.0,1920,724.0,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION,1920,1080,padded,OK,0,0,1,0,1680.0,241.0,1929.0,664.0,1680.0,301.0,1920,724.0,yes
1080p30_27_r01,1080p30_27,1080p30,J8pMOFvFlsU_s1384,3253,3553,3364,7,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,0,0,3152,1416,945.0,522.0,1167.0,934.0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION,1920,1080,padded,OK,0,0,0,0,945.0,462.0,1167.0,874.0,945.0,522.0,1167.0,934.0,yes
1080p30_27_r02,1080p30_27,1080p30,J8pMOFvFlsU_s1384,3253,3553,3364,8,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,0,1,376,881,424.0,204.0,639.0,741.0,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION,1920,1080,padded,OK,0,0,0,0,424.0,144.0,639.0,681.0,424.0,204.0,639.0,741.0,yes
1080p30_27_r03,1080p30_27,1080p30,J8pMOFvFlsU_s1384,3253,3553,3364,2,PREDICTION,src/tracking/advanced_tracker.py:kalman_homography,,0,0,361,847,563.0,280.0,795.0,742.0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION,1920,1080,padded,OK,0,0,0,0,563.0,220.0,795.0,682.0,563.0,280.0,795.0,742.0,yes
1080p30_27_r04,1080p30_27,1080p30,J8pMOFvFlsU_s1384,3253,3553,3364,3,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,0,1,299,427,970.0,545.0,1183.0,755.0,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION,1920,1080,padded,OK,0,0,0,0,970.0,485.0,1183.0,695.0,970.0,545.0,1183.0,755.0,yes
1080p30_28_r00,1080p30_28,1080p30,J8pMOFvFlsU_s3972,3370,3670,3439,1,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,0,1,64,1359,362.55054,349.36288,510.7976,669.4076,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION,1920,1080,padded,OK,0,0,0,0,362.55054,289.36288,510.7976,609.4076,362.55054,349.36288,510.7976,669.4076,yes
1080p30_28_r01,1080p30_28,1080p30,J8pMOFvFlsU_s3972,3370,3670,3439,3,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,0,0,0,843,22.871124,531.0913,178.71436,716.0359,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION,1920,1080,padded,OK,0,0,0,0,22.871124,471.0913,178.71436,656.0359,22.871124,531.0913,178.71436,716.0359,yes
1080p30_28_r02,1080p30_28,1080p30,J8pMOFvFlsU_s3972,3370,3670,3439,10,PREDICTION,src/tracking/advanced_tracker.py:kalman_homography,,0,0,0,864,331.62485,318.08795,484.53787,495.60968,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION,1920,1080,padded,OK,0,0,0,0,331.62485,258.08795,484.53787,435.60968,331.62485,318.08795,484.53787,495.60968,yes
1080p30_29_r00,1080p30_29,1080p30,J8pMOFvFlsU_s90,3486,3786,3783,7,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,0,1,279,1262,382.0,349.0,643.0,792.0,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION,1920,1080,padded,OK,0,0,0,0,382.0,289.0,643.0,732.0,382.0,349.0,643.0,792.0,yes
1080p30_29_r01,1080p30_29,1080p30,J8pMOFvFlsU_s90,3486,3786,3783,9,DETECTION,src/tracking/advanced_tracker.py:_activate_slot,3783_38_197_359_358,1,0,1687,1630,197.0,98.0,358.0,419.0,1,CANDIDATE_ONLY,1920,1080,padded,OK,0,0,0,0,197.0,38.0,358.0,359.0,197.0,98.0,358.0,419.0,yes
720p60_01_r00,720p60_01,720p60,acb-jHcR5UxPGuE_s90,465,1065,537,3,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,0,0,2319,1608,1125.0,320.0,1203.0,475.0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION,1280,720,padded,OK,0,0,0,0,1125.0,260.0,1203.0,415.0,1125.0,320.0,1203.0,475.0,yes
720p60_01_r01,720p60_01,720p60,acb-jHcR5UxPGuE_s90,465,1065,537,9,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,0,0,2375,1620,504.0,236.0,595.0,362.0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION,1280,720,padded,OK,0,0,0,0,504.0,176.0,595.0,302.0,504.0,236.0,595.0,362.0,yes
720p60_02_r00,720p60_02,720p60,3gBeJyl7Szg_s2302,697,1297,751,3,DETECTION,src/tracking/advanced_tracker.py:_activate_slot,751_2_330_584_516,1,0,1269,1533,330.0,62.0,516.0,644.0,1,CANDIDATE_ONLY,1280,720,padded,OK,0,0,0,0,330.0,2.0,516.0,584.0,330.0,62.0,516.0,644.0,yes
720p60_02_r01,720p60_02,720p60,3gBeJyl7Szg_s2302,697,1297,751,1,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,0,1,1073,1442,449.4266,60.0,1055.2078,692.02844,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION,1280,720,padded,OK,0,1,0,0,449.4266,-5.2168884,1055.2078,632.02844,449.4266,60.0,1055.2078,692.02844,yes
720p60_03_r00,720p60_03,720p60,3gBeJyl7Szg_s90,930,1530,966,1,DETECTION,src/tracking/advanced_tracker.py:_activate_slot,966_270_850_540_970,1,0,1617,1278,850.0,330.0,970.0,600.0,1,CANDIDATE_ONLY,1280,720,padded,OK,0,0,0,0,850.0,270.0,970.0,540.0,850.0,330.0,970.0,600.0,yes
720p60_03_r01,720p60_03,720p60,3gBeJyl7Szg_s90,930,1530,966,6,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,0,1,1651,1285,848.65125,330.0,966.65125,599.0,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION,1280,720,padded,OK,0,0,0,0,848.65125,270.0,966.65125,539.0,848.65125,330.0,966.65125,599.0,yes
720p60_04_r00,720p60_04,720p60,Kh7Fj4ogPN4_s3606,1161,1761,1173,4,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,0,0,531,1461,1099.0,380.0,1280,659.0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION,1280,720,padded,OK,0,0,1,0,1099.0,320.0,1293.0,599.0,1099.0,380.0,1280,659.0,yes
720p60_04_r01,720p60_04,720p60,Kh7Fj4ogPN4_s3606,1161,1761,1173,5,DETECTION,src/tracking/advanced_tracker.py:_activate_slot,1173_-13_1171_176_1295,1,0,618,1298,1171.0,60.0,1280,236.0,1,CANDIDATE_ONLY,1280,720,padded,OK,0,1,1,0,1171.0,-13.0,1295.0,176.0,1171.0,60.0,1280,236.0,yes
720p60_04_r02,720p60_04,720p60,Kh7Fj4ogPN4_s3606,1161,1761,1173,9,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,0,0,601,1329,1167.0,195.0,1280,380.0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION,1280,720,padded,OK,0,0,1,0,1167.0,135.0,1293.0,320.0,1167.0,195.0,1280,380.0,yes
720p60_04_r03,720p60_04,720p60,Kh7Fj4ogPN4_s3606,1161,1761,1173,1,SUBPIXEL,src/pipeline/unified_pipeline.py:subpixel_hold,,0,1,706,1117,81.0,72.0,282.0,555.0,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION,1280,720,padded,OK,0,0,0,0,81.0,12.0,282.0,495.0,81.0,72.0,282.0,555.0,yes
720p60_05_r00,720p60_05,720p60,Kh7Fj4ogPN4_s3606,1161,1761,1755,7,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,0,0,536,1459,373.0,398.0,485.0,623.0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION,1280,720,padded,OK,0,0,0,0,373.0,338.0,485.0,563.0,373.0,398.0,485.0,623.0,yes
720p60_05_r01,720p60_05,720p60,Kh7Fj4ogPN4_s3606,1161,1761,1755,10,DETECTION,src/tracking/advanced_tracker.py:_activate_slot,1755_238_51_441_135,1,0,682,1160,51.0,298.0,135.0,501.0,1,CANDIDATE_ONLY,1280,720,padded,OK,0,0,0,0,51.0,238.0,135.0,441.0,51.0,298.0,135.0,501.0,yes
720p60_05_r02,720p60_05,720p60,Kh7Fj4ogPN4_s3606,1161,1761,1755,3,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,0,0,694,1144,44.81669,385.08142,217.52841,626.4148,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION,1280,720,padded,OK,0,0,0,0,44.81669,325.08142,217.52841,566.4148,44.81669,385.08142,217.52841,626.4148,yes
720p60_06_r00,720p60_06,720p60,Kh7Fj4ogPN4_s5950,1392,1992,1968,8,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,0,1,0,105,303.0,358.0,402.0,593.0,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION,1280,720,padded,OK,0,0,0,0,303.0,298.0,402.0,533.0,303.0,358.0,402.0,593.0,yes
720p60_06_r01,720p60_06,720p60,Kh7Fj4ogPN4_s5950,1392,1992,1968,2,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,0,1,1058,321,299.98566,353.7761,400.89093,598.9506,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION,1280,720,padded,OK,0,0,0,0,299.98566,293.7761,400.89093,538.9506,299.98566,353.7761,400.89093,598.9506,yes
720p60_07_r00,720p60_07,720p60,Ktu6yFS9iMo_s2532,1625,2225,2183,3,DETECTION,src/tracking/advanced_tracker.py:_activate_slot,2183_-13_694_389_996,1,0,718,283,694.0,60.0,996.0,449.0,1,CANDIDATE_ONLY,1280,720,padded,OK,0,1,0,0,694.0,-13.0,996.0,389.0,694.0,60.0,996.0,449.0,yes
720p60_07_r01,720p60_07,720p60,Ktu6yFS9iMo_s2532,1625,2225,2183,5,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,0,1,219,1153,92.0,60.0,394.0,451.0,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION,1280,720,padded,OK,0,1,0,0,92.0,-14.0,394.0,391.0,92.0,60.0,394.0,451.0,yes
720p60_07_r02,720p60_07,720p60,Ktu6yFS9iMo_s2532,1625,2225,2183,9,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,0,1,1068,1482,372.0,124.0,797.0,720,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION,1280,720,padded,OK,0,0,0,1,372.0,64.0,797.0,661.0,372.0,124.0,797.0,720,yes
720p60_07_r03,720p60_07,720p60,Ktu6yFS9iMo_s2532,1625,2225,2183,4,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,0,1,1016,1455,533.27423,259.86501999999996,630.908,460.6337,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION,1280,720,padded,OK,0,0,0,0,533.27423,199.86502,630.908,400.6337,533.27423,259.86501999999996,630.908,460.6337,yes
720p60_07_r04,720p60_07,720p60,Ktu6yFS9iMo_s2532,1625,2225,2183,7,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,0,0,847,1389,985.99536,600.6399,1079.9509,719.7999,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION,1280,720,padded,OK,0,0,0,0,985.99536,540.6399,1079.9509,659.7999,985.99536,600.6399,1079.9509,719.7999,yes
720p60_08_r00,720p60_08,720p60,Ktu6yFS9iMo_s6195,1857,2457,2397,3,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,0,1,1367,1514,195.0,60.0,688.0,720,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION,1280,720,padded,OK,0,1,0,1,195.0,-11.0,688.0,666.0,195.0,60.0,688.0,720,yes
720p60_08_r01,720p60_08,720p60,Ktu6yFS9iMo_s6195,1857,2457,2397,4,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,0,1,2390,1604,324.29257,60.0,837.4973,422.8968,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION,1280,720,padded,OK,0,1,0,0,324.29257,-207.56989,837.4973,362.8968,324.29257,60.0,837.4973,422.8968,yes
720p60_08_r02,720p60_08,720p60,Ktu6yFS9iMo_s6195,1857,2457,2397,5,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,0,1,3107,1649,9.85141,60.0,580.57886,709.62024,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION,1280,720,padded,OK,0,1,0,0,9.85141,-21.05481,580.57886,649.62024,9.85141,60.0,580.57886,709.62024,yes
720p60_09_r00,720p60_09,720p60,L7o4UCIIqS4_s2656,2089,2689,2611,4,SUBPIXEL,src/pipeline/unified_pipeline.py:subpixel_hold,,0,1,1,424,321.7542,60.0,880.21735,652.7014,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION,1280,720,padded,OK,0,1,0,0,321.7542,-17.368805,880.21735,592.7014,321.7542,60.0,880.21735,652.7014,yes
720p60_09_r01,720p60_09,720p60,L7o4UCIIqS4_s2656,2089,2689,2611,8,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,0,1,2858,2,771.6999,499.04657,959.0444,713.42645,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION,1280,720,padded,OK,0,0,0,0,771.6999,439.04657,959.0444,653.42645,771.6999,499.04657,959.0444,713.42645,yes
720p60_09_r02,720p60_09,720p60,L7o4UCIIqS4_s2656,2089,2689,2611,5,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,0,0,723,414,1051.0892,399.187,1202.3065,627.8827,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION,1280,720,padded,OK,0,0,0,0,1051.0892,339.187,1202.3065,567.8827,1051.0892,399.187,1202.3065,627.8827,yes
720p60_10_r00,720p60_10,720p60,L7o4UCIIqS4_s5222,2321,2921,2885,9,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,0,0,2095,1703,638.0,60.0,1280,720,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION,1280,720,padded,OK,0,1,1,1,638.0,-13.0,1290.0,665.0,638.0,60.0,1280,720,yes
720p60_10_r01,720p60_10,720p60,L7o4UCIIqS4_s5222,2321,2921,2885,1,SUBPIXEL,src/pipeline/unified_pipeline.py:subpixel_hold,,0,1,1915,1645,694.0,486.0,898.0,655.0,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION,1280,720,padded,OK,0,0,0,0,694.0,426.0,898.0,595.0,694.0,486.0,898.0,655.0,yes
720p60_11_r00,720p60_11,720p60,oL9Uaie2v2A_s5960,2785,3385,3175,1,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,0,1,781,886,578.0,250.0,717.0,531.0,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION,1280,720,padded,OK,0,0,0,0,578.0,190.0,717.0,471.0,578.0,250.0,717.0,531.0,yes
720p60_11_r01,720p60_11,720p60,oL9Uaie2v2A_s5960,2785,3385,3175,2,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,0,1,8,1010,1173.0,196.0,1280,462.0,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION,1280,720,padded,OK,0,0,1,0,1173.0,136.0,1289.0,402.0,1173.0,196.0,1280,462.0,yes
720p60_11_r02,720p60_11,720p60,oL9Uaie2v2A_s5960,2785,3385,3175,3,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,0,0,422,945,648.0,270.0,775.0,492.0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION,1280,720,padded,OK,0,0,0,0,648.0,210.0,775.0,432.0,648.0,270.0,775.0,492.0,yes
720p60_11_r03,720p60_11,720p60,oL9Uaie2v2A_s5960,2785,3385,3175,6,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,0,1,735,917,953.0,208.0,1079.0,507.0,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION,1280,720,padded,OK,0,0,0,0,953.0,148.0,1079.0,447.0,953.0,208.0,1079.0,507.0,yes
720p60_11_r04,720p60_11,720p60,oL9Uaie2v2A_s5960,2785,3385,3175,8,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,0,1,66,1004,741.0,273.0,972.0,572.0,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION,1280,720,padded,OK,0,0,0,0,741.0,213.0,972.0,512.0,741.0,273.0,972.0,572.0,yes
720p60_11_r05,720p60_11,720p60,oL9Uaie2v2A_s5960,2785,3385,3175,9,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,0,1,294,973,798.0,485.0,1002.0,720.0,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION,1280,720,padded,OK,0,0,0,0,798.0,425.0,1002.0,660.0,798.0,485.0,1002.0,720.0,yes
