box_id,card_id,draw_kind,section_id,sealed_start_frame,sealed_end_frame_exclusive,frame,player_id,position_source,source_branch,matched_event_id,matched_event_valid,repeated_coordinate,x_position,y_position,bbox_x1,bbox_y1,bbox_x2,bbox_y2,target_weight,mask_reason,native_width,native_height,native_form,transform_status,clip_left,clip_top,clip_right,clip_bottom,original_bbox_x1,original_bbox_y1,original_bbox_x2,original_bbox_y2,native_bbox_x1,native_bbox_y1,native_bbox_x2,native_bbox_y2,nominal_detector_form
1080p30_04_r02,1080p30_04,1080p30,UCVSlzgun0o_s90,595,895,820,1,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,0,1,1861,6,601.0,312.0,707.0,441.0,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION,1920,1080,padded,OK,0,0,0,0,601.0,252.0,707.0,381.0,601.0,312.0,707.0,441.0,yes
1080p30_05_r00,1080p30_05,1080p30,UzaYBYy3GZg_s90,725,1025,908,3,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,0,1,1785,1096,1527.0,787.0,1665.0,969.0,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION,1920,1080,padded,OK,0,0,0,0,1527.0,727.0,1665.0,909.0,1527.0,787.0,1665.0,969.0,yes
1080p30_05_r01,1080p30_05,1080p30,UzaYBYy3GZg_s90,725,1025,908,5,SUBPIXEL,src/pipeline/unified_pipeline.py:subpixel_hold,,0,1,1753,1644,1152.0,367.0,1272.0,598.0,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION,1920,1080,padded,OK,0,0,0,0,1152.0,307.0,1272.0,538.0,1152.0,367.0,1272.0,598.0,yes
1080p30_05_r02,1080p30_05,1080p30,UzaYBYy3GZg_s90,725,1025,908,8,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,0,0,1760,1652,1383.0,336.0,1491.0,579.0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION,1920,1080,padded,OK,0,0,0,0,1383.0,276.0,1491.0,519.0,1383.0,336.0,1491.0,579.0,yes
1080p30_05_r03,1080p30_05,1080p30,UzaYBYy3GZg_s90,725,1025,908,9,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,0,0,1672,1510,750.0,202.0,837.0,391.0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION,1920,1080,padded,OK,0,0,0,0,750.0,142.0,837.0,331.0,750.0,202.0,837.0,391.0,yes
1080p30_06_r00,1080p30_06,1080p30,Vm0FqeGo-8g_s1317,819,1119,960,1,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,0,1,212,1406,906.0,611.0,1081.0,898.0,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION,1920,1080,padded,OK,0,0,0,0,906.0,551.0,1081.0,838.0,906.0,611.0,1081.0,898.0,yes
1080p30_06_r01,1080p30_06,1080p30,Vm0FqeGo-8g_s1317,819,1119,960,4,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,0,0,669,328,1366.0,499.0,1476.0,771.0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION,1920,1080,padded,OK,0,0,0,0,1366.0,439.0,1476.0,711.0,1366.0,499.0,1476.0,771.0,yes
1080p30_06_r02,1080p30_06,1080p30,Vm0FqeGo-8g_s1317,819,1119,960,5,DETECTION,src/tracking/advanced_tracker.py:_activate_slot,960_609_528_874_654,1,0,213,415,528.0,669.0,654.0,934.0,1,CANDIDATE_ONLY,1920,1080,padded,OK,0,0,0,0,528.0,609.0,654.0,874.0,528.0,669.0,654.0,934.0,yes
1080p30_06_r03,1080p30_06,1080p30,Vm0FqeGo-8g_s1317,819,1119,960,7,DETECTION,src/tracking/advanced_tracker.py:_activate_slot,960_186_1494_384_1605,1,0,757,149,1494.0,246.0,1605.0,444.0,1,CANDIDATE_ONLY,1920,1080,padded,OK,0,0,0,0,1494.0,186.0,1605.0,384.0,1494.0,246.0,1605.0,444.0,yes
1080p30_06_r04,1080p30_06,1080p30,Vm0FqeGo-8g_s1317,819,1119,960,9,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,0,0,466,168,939.0,270.0,1077.0,473.0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION,1920,1080,padded,OK,0,0,0,0,939.0,210.0,1077.0,413.0,939.0,270.0,1077.0,473.0,yes
1080p30_06_r05,1080p30_06,1080p30,Vm0FqeGo-8g_s1317,819,1119,960,3,PREDICTION,src/tracking/advanced_tracker.py:kalman_homography,,0,0,221,267,500.0832,402.5832,621.5085,644.31335,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION,1920,1080,padded,OK,0,0,0,0,500.0832,342.5832,621.5085,584.31335,500.0832,402.5832,621.5085,644.31335,yes
1080p30_07_r00,1080p30_07,1080p30,Vm0FqeGo-8g_s90,968,1268,1067,1,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,0,1,146,1619,714.0,395.0,859.0,626.0,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION,1920,1080,padded,OK,0,0,0,0,714.0,335.0,859.0,566.0,714.0,395.0,859.0,626.0,yes
1080p30_07_r01,1080p30_07,1080p30,Vm0FqeGo-8g_s90,968,1268,1067,9,DETECTION,src/tracking/advanced_tracker.py:_activate_slot,1067_255_1407_464_1561,1,0,781,207,1407.0,315.0,1561.0,524.0,1,CANDIDATE_ONLY,1920,1080,padded,OK,0,0,0,0,1407.0,255.0,1561.0,464.0,1407.0,315.0,1561.0,524.0,yes
1080p30_07_r02,1080p30_07,1080p30,Vm0FqeGo-8g_s90,968,1268,1067,10,DETECTION,src/tracking/advanced_tracker.py:_activate_slot,1067_664_1309_903_1423,1,0,748,433,1309.0,724.0,1423.0,963.0,1,CANDIDATE_ONLY,1920,1080,padded,OK,0,0,0,0,1309.0,664.0,1423.0,903.0,1309.0,724.0,1423.0,963.0,yes
1080p30_07_r03,1080p30_07,1080p30,Vm0FqeGo-8g_s90,968,1268,1067,8,PREDICTION,src/tracking/advanced_tracker.py:kalman_homography,,0,0,609,158,1187.5714,228.22739,1274.5714,407.14407,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION,1920,1080,padded,OK,0,0,0,0,1187.5714,168.22739,1274.5714,347.14407,1187.5714,228.22739,1274.5714,407.14407,yes
1080p30_07_r04,1080p30_07,1080p30,Vm0FqeGo-8g_s90,968,1268,1067,6,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,0,0,205,1709,1674.5056,385.33295,1775.7146,599.32263,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION,1920,1080,padded,OK,0,0,0,0,1674.5056,325.33295,1775.7146,539.32263,1674.5056,385.33295,1775.7146,599.32263,yes
1080p30_07_r05,1080p30_07,1080p30,Vm0FqeGo-8g_s90,968,1268,1067,7,SUBPIXEL,src/pipeline/unified_pipeline.py:subpixel_hold,,0,1,63,397,193.0,612.0,313.0,866.0,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION,1920,1080,padded,OK,0,0,0,0,193.0,552.0,313.0,806.0,193.0,612.0,313.0,866.0,yes
1080p30_08_r00,1080p30_08,1080p30,X5w3V6rh26s_s90,1088,1388,1145,1,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,0,1,1778,386,468.0,658.0,599.0,967.0,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION,1920,1080,padded,OK,0,0,0,0,468.0,598.0,599.0,907.0,468.0,658.0,599.0,967.0,yes
1080p30_10_r00,1080p30_10,1080p30,Y1cgaIWW8gk_s2784,1331,1631,1337,1,DETECTION,src/tracking/advanced_tracker.py:_activate_slot,1337_341_1198_1027_1873,1,0,1158,1332,1198.0,401.0,1873.0,1080,1,CANDIDATE_ONLY,1920,1080,padded,OK,0,0,0,1,1198.0,341.0,1873.0,1027.0,1198.0,401.0,1873.0,1080,yes
1080p30_10_r01,1080p30_10,1080p30,Y1cgaIWW8gk_s2784,1331,1631,1337,2,PREDICTION,src/tracking/advanced_tracker.py:kalman_homography,,0,0,1374,1214,729.0,309.0,885.0,669.0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION,1920,1080,padded,OK,0,0,0,0,729.0,249.0,885.0,609.0,729.0,309.0,885.0,669.0,yes
1080p30_11_r00,1080p30_11,1080p30,Y1cgaIWW8gk_s2784,1331,1631,1595,1,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,0,1,1660,1425,1042.0,390.0,1285.0,810.0,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION,1920,1080,padded,OK,0,0,0,0,1042.0,330.0,1285.0,750.0,1042.0,390.0,1285.0,810.0,yes
1080p30_11_r01,1080p30_11,1080p30,Y1cgaIWW8gk_s2784,1331,1631,1595,3,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,0,1,41,927,888.0,439.0,972.0,646.0,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION,1920,1080,padded,OK,0,0,0,0,888.0,379.0,972.0,586.0,888.0,439.0,972.0,646.0,yes
1080p30_11_r02,1080p30_11,1080p30,Y1cgaIWW8gk_s2784,1331,1631,1595,4,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,0,1,826,1190,678.0,359.0,923.0,825.0,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION,1920,1080,padded,OK,0,0,0,0,678.0,299.0,923.0,765.0,678.0,359.0,923.0,825.0,yes
1080p30_11_r03,1080p30_11,1080p30,Y1cgaIWW8gk_s2784,1331,1631,1595,6,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,0,1,402,1021,314.7,612.48096,737.7,840.1476,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION,1920,1080,padded,OK,0,0,0,0,314.7,552.48096,737.7,780.1476,314.7,612.48096,737.7,840.1476,yes
1080p30_11_r04,1080p30_11,1080p30,Y1cgaIWW8gk_s2784,1331,1631,1595,10,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,0,1,390,413,1359.4058,623.9529,1471.9751,878.72974,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION,1920,1080,padded,OK,0,0,0,0,1359.4058,563.9529,1471.9751,818.72974,1359.4058,623.9529,1471.9751,878.72974,yes
1080p30_12_r00,1080p30_12,1080p30,tFnl0NVn6FA_s2774,1574,1874,1586,3,DETECTION,src/tracking/advanced_tracker.py:_activate_slot,1586_489_1284_742_1410,1,0,3018,1091,1284.0,549.0,1410.0,802.0,1,CANDIDATE_ONLY,1920,1080,padded,OK,0,0,0,0,1284.0,489.0,1410.0,742.0,1284.0,549.0,1410.0,802.0,yes
1080p30_12_r01,1080p30_12,1080p30,tFnl0NVn6FA_s2774,1574,1874,1586,4,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,0,1,2175,822,882.0,412.0,984.0,583.0,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION,1920,1080,padded,OK,0,0,0,0,882.0,352.0,984.0,523.0,882.0,412.0,984.0,583.0,yes
1080p30_12_r02,1080p30_12,1080p30,tFnl0NVn6FA_s2774,1574,1874,1586,5,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,0,0,3172,1150,862.0,509.0,1018.0,776.0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION,1920,1080,padded,OK,0,0,0,0,862.0,449.0,1018.0,716.0,862.0,509.0,1018.0,776.0,yes
1080p30_12_r03,1080p30_12,1080p30,tFnl0NVn6FA_s2774,1574,1874,1586,6,DETECTION,src/tracking/advanced_tracker.py:_activate_slot,1586_574_1677_879_1863,1,0,3116,1120,1677.0,634.0,1863.0,939.0,1,CANDIDATE_ONLY,1920,1080,padded,OK,0,0,0,0,1677.0,574.0,1863.0,879.0,1677.0,634.0,1863.0,939.0,yes
1080p30_12_r04,1080p30_12,1080p30,tFnl0NVn6FA_s2774,1574,1874,1586,7,PREDICTION,src/tracking/advanced_tracker.py:kalman_homography,,0,0,1562,593,1417.3569,359.39536,1538.9221,580.3954,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION,1920,1080,padded,OK,0,0,0,0,1417.3569,299.39536,1538.9221,520.3954,1417.3569,359.39536,1538.9221,580.3954,yes
1080p30_12_r05,1080p30_12,1080p30,tFnl0NVn6FA_s2774,1574,1874,1586,8,PREDICTION,src/tracking/advanced_tracker.py:kalman_homography,,0,0,1692,641,1316.0,439.0,1421.0,583.0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION,1920,1080,padded,OK,0,0,0,0,1316.0,379.0,1421.0,523.0,1316.0,439.0,1421.0,583.0,yes
1080p30_13_r00,1080p30_13,1080p30,tFnl0NVn6FA_s2774,1574,1874,1844,5,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,0,1,2382,882,1608.0,597.0,1740.0,940.0,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION,1920,1080,padded,OK,0,0,0,0,1608.0,537.0,1740.0,880.0,1608.0,597.0,1740.0,940.0,yes
1080p30_13_r01,1080p30_13,1080p30,tFnl0NVn6FA_s2774,1574,1874,1844,7,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,0,0,887,210,1740.0,271.0,1854.0,487.0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION,1920,1080,padded,OK,0,0,0,0,1740.0,211.0,1854.0,427.0,1740.0,271.0,1854.0,487.0,yes
1080p30_13_r02,1080p30_13,1080p30,tFnl0NVn6FA_s2774,1574,1874,1844,10,DETECTION,src/tracking/advanced_tracker.py:_activate_slot,1844_367_619_703_748,1,0,331,342,619.0,427.0,748.0,763.0,1,CANDIDATE_ONLY,1920,1080,padded,OK,0,0,0,0,619.0,367.0,748.0,703.0,619.0,427.0,748.0,763.0,yes
1080p30_13_r03,1080p30_13,1080p30,tFnl0NVn6FA_s2774,1574,1874,1844,9,PREDICTION,src/tracking/advanced_tracker.py:kalman_homography,,0,0,750,240,1471.1915,258.04605000000004,1579.4987,534.2604,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION,1920,1080,padded,OK,0,0,0,0,1471.1915,198.04605,1579.4987,474.2604,1471.1915,258.04605000000004,1579.4987,534.2604,yes
1080p30_14_r00,1080p30_14,1080p30,tFnl0NVn6FA_s90,1708,2008,1936,2,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,0,1,388,1388,0.0,218.0,487.0,1080,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION,1920,1080,padded,OK,1,0,0,1,-15.0,158.0,487.0,1021.0,0.0,218.0,487.0,1080,yes
1080p30_14_r01,1080p30_14,1080p30,tFnl0NVn6FA_s90,1708,2008,1936,4,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,0,0,127,1437,548.0,222.0,978.0,1080,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION,1920,1080,padded,OK,0,0,0,1,548.0,162.0,978.0,1027.0,548.0,222.0,978.0,1080,yes
1080p30_14_r02,1080p30_14,1080p30,tFnl0NVn6FA_s90,1708,2008,1936,8,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,0,0,536,1346,1108.0,642.0,1210.0,811.0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION,1920,1080,padded,OK,0,0,0,0,1108.0,582.0,1210.0,751.0,1108.0,642.0,1210.0,811.0,yes
1080p30_14_r03,1080p30_14,1080p30,tFnl0NVn6FA_s90,1708,2008,1936,10,SUBPIXEL,src/pipeline/unified_pipeline.py:subpixel_hold,,0,1,248,1433,502.0,603.0,591.0,786.0,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION,1920,1080,padded,OK,0,0,0,0,502.0,543.0,591.0,726.0,502.0,603.0,591.0,786.0,yes
1080p30_15_r00,1080p30_15,1080p30,tZeqmc_-_sA_s2574,1815,2115,2004,10,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,0,1,879,1670,852.0,219.0,948.0,383.0,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION,1920,1080,padded,OK,0,0,0,0,852.0,159.0,948.0,323.0,852.0,219.0,948.0,383.0,yes
1080p30_15_r01,1080p30_15,1080p30,tZeqmc_-_sA_s2574,1815,2115,2004,5,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,0,1,1082,719,890.3843,493.27515,1050.5521,793.4955,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION,1920,1080,padded,OK,0,0,0,0,890.3843,433.27515,1050.5521,733.4955,890.3843,493.27515,1050.5521,793.4955,yes
1080p30_15_r02,1080p30_15,1080p30,tZeqmc_-_sA_s2574,1815,2115,2004,3,SUBPIXEL,src/pipeline/unified_pipeline.py:subpixel_hold,,0,1,1696,1542,915.0,480.0,1017.0,781.0,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION,1920,1080,padded,OK,0,0,0,0,915.0,420.0,1017.0,721.0,915.0,480.0,1017.0,781.0,yes
1080p30_15_r03,1080p30_15,1080p30,tZeqmc_-_sA_s2574,1815,2115,2004,6,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,0,1,1384,316,900.86255,480.29724,1045.1267,766.24194,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION,1920,1080,padded,OK,0,0,0,0,900.86255,420.29724,1045.1267,706.24194,900.86255,480.29724,1045.1267,766.24194,yes
1080p30_15_r04,1080p30_15,1080p30,tZeqmc_-_sA_s2574,1815,2115,2004,9,SUBPIXEL,src/pipeline/unified_pipeline.py:subpixel_hold,,0,1,1195,448,1290.0,161.0,1407.0,389.0,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION,1920,1080,padded,OK,0,0,0,0,1290.0,101.0,1407.0,329.0,1290.0,161.0,1407.0,389.0,yes
1080p30_16_r00,1080p30_16,1080p30,yZ5u2sOpiNU_s3933,1974,2274,2031,1,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,0,1,3036,426,234.0,60.0,764.0,413.0,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION,1920,1080,padded,OK,0,1,0,0,234.0,-15.0,764.0,353.0,234.0,60.0,764.0,413.0,yes
1080p30_17_r00,1080p30_17,1080p30,yZ5u2sOpiNU_s5214,2089,2389,2104,1,DETECTION,src/tracking/advanced_tracker.py:_activate_slot,2104_272_411_549_516,1,0,2612,1536,411.0,332.0,516.0,609.0,1,CANDIDATE_ONLY,1920,1080,padded,OK,0,0,0,0,411.0,272.0,516.0,549.0,411.0,332.0,516.0,609.0,yes
1080p30_17_r01,1080p30_17,1080p30,yZ5u2sOpiNU_s5214,2089,2389,2104,2,DETECTION,src/tracking/advanced_tracker.py:_activate_slot,2104_426_202_738_369,1,0,2832,1374,202.0,486.0,369.0,798.0,1,CANDIDATE_ONLY,1920,1080,padded,OK,0,0,0,0,202.0,426.0,369.0,738.0,202.0,486.0,369.0,798.0,yes
1080p30_17_r02,1080p30_17,1080p30,yZ5u2sOpiNU_s5214,2089,2389,2104,5,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,0,0,2339,1693,1041.0,520.0,1176.0,873.0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION,1920,1080,padded,OK,0,0,0,0,1041.0,460.0,1176.0,813.0,1041.0,520.0,1176.0,873.0,yes
1080p30_17_r03,1080p30_17,1080p30,yZ5u2sOpiNU_s5214,2089,2389,2104,8,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,0,0,2482,1610,128.0,206.0,230.0,431.0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION,1920,1080,padded,OK,0,0,0,0,128.0,146.0,230.0,371.0,128.0,206.0,230.0,431.0,yes
1080p30_18_r00,1080p30_18,1080p30,yZ5u2sOpiNU_s90,2206,2506,2299,2,SUBPIXEL,src/pipeline/unified_pipeline.py:subpixel_hold,,0,1,2898,1697,192.0,182.0,294.0,453.0,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION,1920,1080,padded,OK,0,0,0,0,192.0,122.0,294.0,393.0,192.0,182.0,294.0,453.0,yes
1080p30_18_r01,1080p30_18,1080p30,yZ5u2sOpiNU_s90,2206,2506,2299,3,DETECTION,src/tracking/advanced_tracker.py:_activate_slot,2299_916_747_1035_852,1,0,446,509,747.0,976.0,852.0,1080,1,CANDIDATE_ONLY,1920,1080,padded,OK,0,0,0,1,747.0,916.0,852.0,1035.0,747.0,976.0,852.0,1080,yes
1080p30_18_r02,1080p30_18,1080p30,yZ5u2sOpiNU_s90,2206,2506,2299,4,DETECTION,src/tracking/advanced_tracker.py:_activate_slot,2299_176_239_469_423,1,0,181,191,239.0,236.0,423.0,529.0,1,CANDIDATE_ONLY,1920,1080,padded,OK,0,0,0,0,239.0,176.0,423.0,469.0,239.0,236.0,423.0,529.0,yes
1080p30_18_r03,1080p30_18,1080p30,yZ5u2sOpiNU_s90,2206,2506,2299,5,CLAMP,src/tracking/advanced_tracker.py:_activate_slot,,0,1,3072,1699,855.0,168.0,1027.0,454.0,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION,1920,1080,padded,OK,0,0,0,0,855.0,108.0,1027.0,394.0,855.0,168.0,1027.0,454.0,yes
1080p30_18_r04,1080p30_18,1080p30,yZ5u2sOpiNU_s90,2206,2506,2299,6,CLAMP,src/tracking/advanced_tracker.py:_activate_slot,,0,0,2909,1695,384.0,180.0,507.0,426.0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION,1920,1080,padded,OK,0,0,0,0,384.0,120.0,507.0,366.0,384.0,180.0,507.0,426.0,yes
1080p30_18_r05,1080p30_18,1080p30,yZ5u2sOpiNU_s90,2206,2506,2299,8,CLAMP,src/tracking/advanced_tracker.py:_activate_slot,,0,1,3077,1695,1224.0,414.0,1389.0,710.0,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION,1920,1080,padded,OK,0,0,0,0,1224.0,354.0,1389.0,650.0,1224.0,414.0,1389.0,710.0,yes
1080p30_18_r06,1080p30_18,1080p30,yZ5u2sOpiNU_s90,2206,2506,2299,9,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,0,1,2866,1543,1809.0,511.0,1920,745.0,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION,1920,1080,padded,OK,0,0,1,0,1809.0,451.0,1935.0,685.0,1809.0,511.0,1920,745.0,yes
1080p30_19_r00,1080p30_19,1080p30,4JS090XPhmM_s2388,2322,2622,2373,2,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,0,0,2725,1127,187.0,644.0,343.0,772.0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION,1920,1080,padded,OK,0,0,0,0,187.0,584.0,343.0,712.0,187.0,644.0,343.0,772.0,yes
1080p30_19_r01,1080p30_19,1080p30,4JS090XPhmM_s2388,2322,2622,2373,7,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,0,1,1319,1401,176.40585,615.86414,268.22067,843.3456,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION,1920,1080,padded,OK,0,0,0,0,176.40585,555.86414,268.22067,783.3456,176.40585,615.86414,268.22067,843.3456,yes
1080p30_19_r02,1080p30_19,1080p30,4JS090XPhmM_s2388,2322,2622,2373,10,SUBPIXEL,src/pipeline/unified_pipeline.py:subpixel_hold,,0,1,1834,1538,0.0,671.0,66.0,935.0,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION,1920,1080,padded,OK,1,0,0,0,-15.0,611.0,66.0,875.0,0.0,671.0,66.0,935.0,yes
1080p30_20_r00,1080p30_20,1080p30,4JS090XPhmM_s3537,2438,2738,2447,8,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,0,0,3177,437,876.0,453.0,1005.0,744.0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION,1920,1080,padded,OK,0,0,0,0,876.0,393.0,1005.0,684.0,876.0,453.0,1005.0,744.0,yes
1080p30_20_r01,1080p30_20,1080p30,4JS090XPhmM_s3537,2438,2738,2447,4,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,0,0,3216,423,871.1482,443.76294,1048.1301,768.6188,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION,1920,1080,padded,OK,0,0,0,0,871.1482,383.76294,1048.1301,708.6188,871.1482,443.76294,1048.1301,768.6188,yes
1080p30_21_r00,1080p30_21,1080p30,4JS090XPhmM_s3537,2438,2738,2708,2,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,0,0,3248,412,1863.0,104.0,1920,435.0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION,1920,1080,padded,OK,0,0,1,0,1863.0,44.0,1935.0,375.0,1863.0,104.0,1920,435.0,yes
1080p30_21_r01,1080p30_21,1080p30,4JS090XPhmM_s3537,2438,2738,2708,3,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,0,1,3044,485,1484.0,360.0,1617.0,712.0,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION,1920,1080,padded,OK,0,0,0,0,1484.0,300.0,1617.0,652.0,1484.0,360.0,1617.0,712.0,yes
1080p30_21_r02,1080p30_21,1080p30,4JS090XPhmM_s3537,2438,2738,2708,8,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,0,1,2855,552,1764.0,64.0,1905.0,323.0,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION,1920,1080,padded,OK,0,0,0,0,1764.0,4.0,1905.0,263.0,1764.0,64.0,1905.0,323.0,yes
1080p30_21_r03,1080p30_21,1080p30,4JS090XPhmM_s3537,2438,2738,2708,7,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,0,1,3278,401,594.352,688.98035,732.5007,992.2755,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION,1920,1080,padded,OK,0,0,0,0,594.352,628.98035,732.5007,932.2755,594.352,688.98035,732.5007,992.2755,yes
