unit_set,unit_id,card_id,reason,status
comparator,1080p30_28_d04,1080p30_28,NO_IOU_0_50_MATCH,UNKNOWN
comparator,1080p30_28_d05,1080p30_28,NO_IOU_0_50_MATCH,UNKNOWN
comparator,1080p30_29_d00,1080p30_29,NO_IOU_0_50_MATCH,UNKNOWN
comparator,1080p30_29_d03,1080p30_29,NO_IOU_0_50_MATCH,UNKNOWN
comparator,1080p30_29_d04,1080p30_29,NO_IOU_0_50_MATCH,UNKNOWN
comparator,1080p30_29_d05,1080p30_29,NO_IOU_0_50_MATCH,UNKNOWN
comparator,1080p30_29_d06,1080p30_29,NO_IOU_0_50_MATCH,UNKNOWN
comparator,1080p30_29_d07,1080p30_29,NO_IOU_0_50_MATCH,UNKNOWN
comparator,1080p30_29_d08,1080p30_29,NO_IOU_0_50_MATCH,UNKNOWN
comparator,1080p30_29_d09,1080p30_29,NO_IOU_0_50_MATCH,UNKNOWN
comparator,1080p30_29_d10,1080p30_29,NO_IOU_0_50_MATCH,UNKNOWN
comparator,1080p30_29_d11,1080p30_29,NO_IOU_0_50_MATCH,UNKNOWN
comparator,1080p30_29_d12,1080p30_29,NO_IOU_0_50_MATCH,UNKNOWN
comparator,1080p30_29_d13,1080p30_29,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_00_d00,720p60_00,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_00_d01,720p60_00,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_00_d02,720p60_00,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_00_d03,720p60_00,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_00_d04,720p60_00,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_00_d05,720p60_00,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_00_d06,720p60_00,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_00_d07,720p60_00,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_00_d08,720p60_00,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_00_d09,720p60_00,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_00_d10,720p60_00,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_01_d00,720p60_01,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_01_d01,720p60_01,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_01_d02,720p60_01,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_01_d03,720p60_01,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_01_d04,720p60_01,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_01_d05,720p60_01,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_01_d06,720p60_01,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_01_d07,720p60_01,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_01_d09,720p60_01,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_01_d10,720p60_01,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_01_d11,720p60_01,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_02_d00,720p60_02,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_02_d02,720p60_02,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_02_d03,720p60_02,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_02_d04,720p60_02,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_02_d05,720p60_02,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_03_d00,720p60_03,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_03_d01,720p60_03,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_03_d02,720p60_03,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_03_d03,720p60_03,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_03_d05,720p60_03,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_03_d06,720p60_03,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_03_d07,720p60_03,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_03_d08,720p60_03,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_03_d09,720p60_03,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_03_d10,720p60_03,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_03_d11,720p60_03,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_03_d12,720p60_03,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_04_d01,720p60_04,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_04_d03,720p60_04,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_04_d04,720p60_04,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_04_d05,720p60_04,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_04_d06,720p60_04,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_04_d07,720p60_04,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_04_d09,720p60_04,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_05_d00,720p60_05,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_05_d01,720p60_05,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_05_d03,720p60_05,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_05_d05,720p60_05,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_05_d06,720p60_05,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_05_d07,720p60_05,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_05_d08,720p60_05,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_05_d10,720p60_05,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_06_d00,720p60_06,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_06_d01,720p60_06,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_06_d02,720p60_06,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_06_d03,720p60_06,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_06_d05,720p60_06,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_06_d06,720p60_06,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_06_d07,720p60_06,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_06_d08,720p60_06,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_06_d09,720p60_06,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_06_d10,720p60_06,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_06_d11,720p60_06,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_07_d00,720p60_07,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_07_d01,720p60_07,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_07_d02,720p60_07,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_07_d03,720p60_07,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_07_d04,720p60_07,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_07_d05,720p60_07,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_07_d06,720p60_07,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_07_d07,720p60_07,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_07_d09,720p60_07,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_07_d10,720p60_07,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_07_d11,720p60_07,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_08_d01,720p60_08,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_09_d00,720p60_09,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_09_d01,720p60_09,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_10_d01,720p60_10,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_11_d00,720p60_11,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_11_d06,720p60_11,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_11_d07,720p60_11,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_11_d08,720p60_11,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_11_d09,720p60_11,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_11_d10,720p60_11,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_11_d11,720p60_11,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_11_d12,720p60_11,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_11_d14,720p60_11,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_11_d15,720p60_11,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_12_d02,720p60_12,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_12_d04,720p60_12,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_12_d06,720p60_12,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_12_d07,720p60_12,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_13_d00,720p60_13,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_13_d01,720p60_13,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_13_d02,720p60_13,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_13_d03,720p60_13,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_13_d04,720p60_13,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_13_d05,720p60_13,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_13_d06,720p60_13,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_13_d07,720p60_13,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_14_d01,720p60_14,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_14_d02,720p60_14,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_14_d03,720p60_14,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_14_d04,720p60_14,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_14_d05,720p60_14,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_14_d06,720p60_14,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_14_d07,720p60_14,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_14_d08,720p60_14,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_14_d09,720p60_14,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_14_d10,720p60_14,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_14_d12,720p60_14,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_14_d13,720p60_14,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_14_d14,720p60_14,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_14_d17,720p60_14,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_14_d18,720p60_14,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_15_d00,720p60_15,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_15_d01,720p60_15,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_15_d02,720p60_15,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_15_d03,720p60_15,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_15_d04,720p60_15,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_15_d05,720p60_15,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_15_d06,720p60_15,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_15_d07,720p60_15,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_15_d08,720p60_15,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_15_d09,720p60_15,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_16_d01,720p60_16,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_16_d03,720p60_16,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_16_d04,720p60_16,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_16_d06,720p60_16,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_16_d07,720p60_16,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_16_d08,720p60_16,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_16_d09,720p60_16,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_16_d10,720p60_16,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_17_d00,720p60_17,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_17_d01,720p60_17,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_17_d02,720p60_17,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_17_d03,720p60_17,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_17_d04,720p60_17,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_17_d05,720p60_17,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_17_d06,720p60_17,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_17_d08,720p60_17,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_17_d09,720p60_17,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_17_d10,720p60_17,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_18_d00,720p60_18,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_18_d01,720p60_18,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_18_d02,720p60_18,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_18_d03,720p60_18,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_19_d00,720p60_19,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_19_d01,720p60_19,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_19_d02,720p60_19,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_19_d03,720p60_19,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_19_d04,720p60_19,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_19_d05,720p60_19,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_19_d06,720p60_19,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_19_d07,720p60_19,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_19_d08,720p60_19,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_20_d00,720p60_20,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_20_d02,720p60_20,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_20_d03,720p60_20,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_20_d05,720p60_20,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_20_d06,720p60_20,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_20_d08,720p60_20,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_20_d09,720p60_20,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_21_d00,720p60_21,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_21_d02,720p60_21,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_21_d03,720p60_21,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_21_d04,720p60_21,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_21_d06,720p60_21,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_21_d07,720p60_21,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_22_d00,720p60_22,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_22_d01,720p60_22,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_22_d02,720p60_22,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_22_d03,720p60_22,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_23_d00,720p60_23,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_23_d01,720p60_23,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_23_d04,720p60_23,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_23_d05,720p60_23,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_23_d06,720p60_23,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_23_d07,720p60_23,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_23_d08,720p60_23,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_24_d00,720p60_24,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_24_d01,720p60_24,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_24_d02,720p60_24,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_24_d05,720p60_24,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_24_d06,720p60_24,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_24_d07,720p60_24,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_24_d08,720p60_24,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_24_d09,720p60_24,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_24_d10,720p60_24,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_24_d11,720p60_24,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_25_d00,720p60_25,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_25_d01,720p60_25,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_25_d02,720p60_25,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_25_d03,720p60_25,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_25_d04,720p60_25,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_25_d05,720p60_25,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_25_d06,720p60_25,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_25_d07,720p60_25,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_25_d09,720p60_25,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_25_d10,720p60_25,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_25_d11,720p60_25,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_25_d12,720p60_25,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_26_d00,720p60_26,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_26_d01,720p60_26,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_26_d02,720p60_26,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_26_d04,720p60_26,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_26_d05,720p60_26,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_26_d06,720p60_26,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_26_d07,720p60_26,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_26_d09,720p60_26,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_27_d00,720p60_27,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_27_d01,720p60_27,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_27_d02,720p60_27,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_27_d03,720p60_27,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_27_d04,720p60_27,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_27_d05,720p60_27,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_27_d06,720p60_27,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_27_d07,720p60_27,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_27_d08,720p60_27,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_27_d09,720p60_27,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_27_d10,720p60_27,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_27_d11,720p60_27,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_27_d12,720p60_27,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_28_d02,720p60_28,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_28_d03,720p60_28,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_28_d04,720p60_28,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_28_d05,720p60_28,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_28_d06,720p60_28,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_28_d08,720p60_28,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_28_d09,720p60_28,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_28_d10,720p60_28,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_29_d03,720p60_29,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_29_d04,720p60_29,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_29_d05,720p60_29,NO_IOU_0_50_MATCH,UNKNOWN
comparator,720p60_29_d06,720p60_29,NO_IOU_0_50_MATCH,UNKNOWN
