frame_index,x1,y1,x2,y2,score,class
461,919.500,580.500,1075.500,846.000,0.799316,0
461,347.062,456.750,470.250,753.750,0.759766,0
461,1164.000,421.500,1281.000,723.000,0.609375,0
461,450.000,443.250,529.500,693.750,0.583008,0
461,1279.500,581.625,1372.500,891.000,0.569824,0
461,1356.000,628.125,1447.500,931.500,0.517578,0
461,1400.250,474.750,1496.250,705.750,0.307373,0
922,163.031,384.000,362.625,785.250,0.784668,0
922,1144.500,577.125,1270.500,940.500,0.709961,0
922,416.250,390.000,554.250,726.000,0.708984,0
922,683.250,369.000,785.250,684.750,0.562988,0
922,600.750,468.750,746.250,827.250,0.492188,0
922,312.000,345.000,420.000,463.500,0.474609,0
922,840.000,434.250,988.500,780.750,0.458008,0
922,587.250,471.750,682.500,821.250,0.381104,0
922,22.125,310.875,123.000,471.375,0.360352,0
922,1551.000,561.750,1725.000,788.250,0.340820,0
922,846.000,304.312,918.000,442.500,0.309082,0
922,409.500,339.000,496.500,459.000,0.300781,0
1383,1767.000,521.250,1917.000,872.250,0.799316,0
1383,993.000,312.750,1227.000,740.250,0.769043,0
1383,277.125,190.500,411.750,484.500,0.685059,0
1383,1339.500,290.062,1486.500,588.750,0.621582,0
1383,1189.500,168.750,1294.500,433.500,0.559082,0
1383,1671.000,221.625,1773.000,362.625,0.363037,0
1383,1450.500,181.875,1525.500,265.875,0.338867,0
1383,1347.000,160.500,1455.000,264.750,0.318359,0
1844,173.812,588.000,310.312,907.500,0.886230,0
1844,744.750,576.000,915.750,903.000,0.840820,0
1844,1333.500,612.750,1465.500,941.250,0.812988,0
1844,612.000,504.000,740.250,802.500,0.807617,0
1844,1057.500,477.000,1180.500,765.000,0.759277,0
1844,1359.000,266.062,1497.000,578.250,0.668945,0
1844,483.000,405.750,572.250,666.750,0.587891,0
1844,1278.750,488.250,1418.250,822.750,0.548828,0
1844,1710.000,221.625,1806.000,480.375,0.399902,0
1844,1833.000,981.000,1917.000,1080.000,0.387695,0
1844,1275.000,291.750,1386.000,529.500,0.376709,0
2305,1215.000,340.312,1689.000,1009.500,0.926270,0
2305,577.875,477.000,958.500,1075.500,0.910645,0
2305,84.000,207.750,624.375,898.500,0.878418,0
2305,883.500,366.000,1195.500,1074.000,0.867188,0
2305,1621.500,699.750,1918.500,1076.250,0.867188,0
2305,1444.500,2.625,1669.500,474.750,0.853027,0
2305,553.500,1.312,886.500,729.000,0.825195,0
2766,1161.000,502.125,1851.000,1072.500,0.943359,0
2766,693.000,225.000,1240.500,1068.000,0.900879,0
2766,289.312,4.500,964.500,1063.500,0.859375,0
2766,147.375,9.000,525.375,1063.500,0.834961,0
3228,0.750,466.875,316.688,1066.500,0.824219,0
3228,621.000,138.750,1336.500,843.750,0.823242,0
3228,324.000,466.500,638.250,834.750,0.723145,0
3228,312.000,466.500,654.750,1069.500,0.347656,0
3689,1635.000,528.750,1767.000,806.250,0.796387,0
3689,1425.750,409.500,1514.250,693.000,0.653320,0
3689,1300.500,657.375,1381.500,939.000,0.635254,0
3689,1216.500,447.750,1312.500,727.500,0.616211,0
3689,1005.000,478.500,1089.000,720.000,0.541992,0
3689,939.000,479.250,1021.500,711.750,0.520508,0
3689,534.750,443.250,660.000,668.250,0.448486,0
3689,433.125,447.750,595.125,750.750,0.354980,0
3689,1875.000,936.000,1917.000,1080.000,0.349609,0
4150,342.938,381.750,611.250,951.750,0.896973,0
4150,119.250,530.250,320.250,905.250,0.725586,0
4150,930.000,417.000,1584.000,956.250,0.709961,0
4150,669.000,456.750,859.500,942.000,0.666504,0
4150,813.000,288.188,1026.000,961.500,0.587891,0
4150,1524.000,571.500,1716.000,952.500,0.562988,0
4150,1032.000,378.375,1227.000,505.125,0.355713,0
4611,1479.750,109.125,1791.000,502.500,0.834961,0
4611,0.094,331.500,175.219,778.500,0.833008,0
4611,1126.500,60.750,1489.500,508.500,0.788086,0
4611,1170.000,604.500,1407.000,948.000,0.767090,0
4611,0.000,23.250,392.250,621.000,0.730957,0
4611,1510.500,626.250,1897.500,972.750,0.683594,0
4611,384.000,18.750,738.750,489.000,0.680664,0
4611,895.500,73.125,1191.000,519.375,0.662598,0
4611,1353.000,710.250,1767.000,954.750,0.638672,0
4611,1122.750,3.375,1277.250,283.875,0.622559,0
4611,1824.000,188.062,1920.000,512.250,0.589844,0
4611,281.250,504.750,651.000,954.000,0.538086,0
4611,505.500,147.750,1014.000,946.500,0.529297,0
4611,1782.000,21.750,1920.000,409.125,0.417725,0
4611,1386.000,2.062,1767.000,316.688,0.379395,0
4611,1381.500,1.406,1645.500,315.750,0.378418,0
4611,676.875,2.250,988.500,351.750,0.369385,0
4611,1822.500,57.750,1918.500,510.750,0.326904,0
4611,330.188,290.250,672.000,708.750,0.321777,0
5072,458.625,414.750,512.625,602.250,0.636230,0
5072,1132.500,380.250,1239.000,551.250,0.599121,0
5072,290.625,468.000,370.875,681.000,0.576660,0
5072,807.000,488.625,870.000,698.625,0.504883,0
5072,723.000,432.000,814.500,619.500,0.331055,0
5533,1791.000,651.000,1911.000,1020.000,0.825684,0
5533,948.000,391.500,1095.000,741.000,0.754883,0
5533,1236.000,486.000,1467.000,868.500,0.724121,0
5533,678.000,482.250,861.000,744.750,0.605957,0
5533,1051.500,357.000,1188.000,762.750,0.484375,0
5533,531.750,306.188,629.250,603.000,0.451416,0
5533,600.000,455.250,705.000,748.500,0.418701,0
5533,627.750,230.625,699.750,478.875,0.356689,0
5533,471.000,196.875,562.500,452.625,0.313232,0
5994,308.062,344.625,482.250,696.375,0.803711,0
5994,585.000,341.812,742.500,681.000,0.769043,0
5994,1212.000,624.000,1323.000,948.000,0.769043,0
5994,1308.000,312.750,1413.000,659.250,0.688477,0
5994,1017.000,525.000,1126.500,837.750,0.657715,0
5994,1536.000,443.250,1704.000,730.500,0.549805,0
5994,1082.250,540.750,1203.750,841.500,0.470703,0
5994,417.750,298.125,519.750,583.125,0.434082,0
5994,699.000,316.875,859.500,559.125,0.432129,0
5994,0.047,308.062,50.297,519.750,0.423340,0
5994,1866.000,326.438,1920.000,588.750,0.415771,0
5994,810.000,213.188,936.000,496.500,0.376709,0
5994,1639.500,277.500,1729.500,397.500,0.370117,0
5994,1612.500,445.500,1705.500,734.250,0.361084,0
