frame_index,x1,y1,x2,y2,score,class
0,976.500,428.250,1060.500,694.500,0.716797,0
0,432.375,630.750,537.375,852.750,0.651367,0
0,823.500,564.750,883.500,768.750,0.636230,0
0,727.500,471.750,796.500,645.750,0.514648,0
0,154.125,781.500,237.375,850.500,0.332764,0
462,233.625,678.750,384.375,969.750,0.854004,0
462,661.500,593.250,778.500,843.750,0.803711,0
462,1335.000,375.750,1473.000,692.250,0.730957,0
462,910.500,706.875,1018.500,868.500,0.644043,0
462,233.625,494.250,315.375,741.750,0.605957,0
462,493.500,417.000,630.750,676.500,0.432129,0
462,1692.000,867.000,1800.000,970.500,0.431152,0
462,1144.500,416.625,1207.500,677.625,0.415771,0
462,1062.000,351.000,1128.000,610.500,0.338867,0
462,535.125,370.500,612.375,495.000,0.337158,0
462,1797.000,813.750,1908.000,969.750,0.319092,0
923,639.000,432.750,777.000,668.250,0.639648,0
923,1140.000,699.000,1242.000,870.000,0.628906,0
923,570.750,360.750,649.500,602.250,0.576660,0
923,1642.500,887.250,1744.500,971.250,0.446533,0
923,1155.000,237.750,1239.000,424.500,0.408203,0
923,1713.000,849.000,1809.000,972.000,0.382080,0
923,1286.250,376.500,1352.250,603.750,0.379395,0
923,922.500,376.875,1015.500,531.375,0.336426,0
1385,1540.500,567.750,1810.500,831.750,0.783203,0
1385,429.000,354.750,642.000,692.250,0.747070,0
1385,846.000,451.500,1086.000,688.500,0.676758,0
1385,1339.500,741.750,1441.500,864.750,0.588867,0
1385,1608.000,315.750,1680.000,461.250,0.494141,0
1385,564.000,280.312,684.000,441.000,0.415771,0
1385,879.750,298.312,977.250,501.000,0.325195,0
1385,1161.750,491.250,1287.750,661.500,0.325195,0
1385,723.750,174.000,798.750,264.375,0.323486,0
1846,1207.500,579.750,1309.500,813.000,0.711426,0
1846,212.625,368.250,322.875,552.750,0.599121,0
1846,409.500,279.000,475.500,441.750,0.465820,0
1846,739.500,571.500,820.500,818.250,0.417725,0
1846,774.000,247.500,873.000,518.250,0.405518,0
1846,1101.000,763.500,1179.000,856.500,0.358398,0
1846,1142.250,317.625,1242.750,568.125,0.307373,0
1846,385.875,888.000,468.375,972.000,0.302490,0
2308,1212.750,408.750,1274.250,639.750,0.588867,0
2308,987.000,401.250,1068.000,641.250,0.575684,0
2308,873.000,300.000,933.000,455.250,0.454346,0
2308,421.500,596.250,517.500,801.000,0.429199,0
2308,986.250,414.000,1046.250,639.000,0.424316,0
2308,1720.500,899.250,1837.500,974.250,0.388672,0
2308,650.250,796.500,726.750,865.500,0.333740,0
2308,838.500,597.000,916.500,811.500,0.318359,0
2769,1041.000,306.562,1170.000,512.250,0.791992,0
2769,655.500,590.250,751.500,794.250,0.737793,0
2769,1338.000,347.625,1458.000,568.875,0.707520,0
2769,1212.000,348.750,1303.500,572.250,0.697754,0
2769,1479.000,413.250,1560.000,689.250,0.667969,0
2769,456.750,461.625,626.250,706.125,0.657715,0
2769,1620.000,849.000,1764.000,972.000,0.589844,0
2769,1549.500,408.000,1648.500,646.500,0.569824,0
2769,1746.000,853.500,1860.000,973.500,0.504883,0
2769,1219.500,687.000,1321.500,867.000,0.433105,0
2769,918.000,181.500,1002.000,352.875,0.425293,0
2769,740.625,768.000,840.000,864.000,0.386719,0
2769,768.000,237.750,834.000,399.000,0.357666,0
2769,272.250,553.500,363.000,768.000,0.350342,0
2769,1404.000,763.500,1503.000,955.500,0.310791,0
3231,799.500,332.438,966.000,710.250,0.759766,0
3231,1090.500,251.625,1135.500,395.625,0.666992,0
3231,1326.750,323.438,1385.250,491.250,0.660156,0
3231,662.250,196.875,849.750,691.125,0.483398,0
3692,967.500,540.000,1128.000,835.500,0.553711,0
3692,658.500,742.500,756.750,862.500,0.550781,0
3692,1704.000,843.000,1842.000,975.000,0.514648,0
3692,1836.000,853.500,1920.000,967.500,0.500000,0
3692,1523.250,817.500,1662.000,972.000,0.458984,0
3692,793.500,436.500,877.500,678.000,0.402588,0
3692,183.938,516.000,272.812,731.250,0.385742,0
3692,393.375,418.500,461.625,624.000,0.363770,0
3692,1011.000,570.000,1131.000,817.500,0.354980,0
3692,1137.750,196.125,1202.250,366.375,0.326904,0
3692,858.000,753.000,957.000,861.000,0.322510,0
3692,25.312,388.500,103.875,603.000,0.313232,0
4154,267.000,336.000,360.750,515.250,0.653809,0
4154,603.375,548.250,670.875,744.750,0.551758,0
4154,828.000,299.625,957.000,474.375,0.501953,0
4154,10.312,501.750,118.406,702.750,0.468750,0
4154,706.125,256.125,766.125,402.750,0.454346,0
4154,1381.500,298.125,1458.000,470.625,0.400635,0
4154,380.438,875.250,473.250,972.750,0.312256,0
4615,587.625,45.750,1215.000,870.750,0.836914,0
4615,82.500,475.500,593.250,978.000,0.814453,0
4615,244.688,3.000,714.000,382.125,0.777832,0
4615,1342.500,685.125,1662.000,976.500,0.704102,0
4615,1356.000,201.188,1630.500,657.000,0.702637,0
4615,1188.000,1.125,1497.000,273.750,0.651367,0
4615,991.500,407.250,1417.500,872.250,0.567871,0
4615,1491.000,277.500,1788.000,763.500,0.560059,0
4615,2.438,174.750,257.062,630.750,0.532227,0
4615,1651.500,504.750,1915.500,971.250,0.504883,0
4615,56.625,332.250,328.875,770.250,0.470703,0
4615,1452.000,670.500,1659.000,975.000,0.458008,0
4615,1285.500,8.625,1630.500,418.125,0.455078,0
4615,662.250,0.000,1185.750,239.438,0.452393,0
4615,0.281,675.000,156.000,975.000,0.444580,0
4615,9.750,338.250,492.750,757.500,0.405518,0
4615,1.500,173.250,469.500,652.500,0.397949,0
4615,447.000,219.750,762.000,771.750,0.365723,0
4615,1752.000,3.375,1920.000,399.750,0.319092,0
4615,1462.500,666.750,1627.500,894.750,0.313965,0
4615,1276.500,486.750,1497.000,735.000,0.306641,0
5077,881.250,187.500,1239.750,967.500,0.906250,0
5077,1242.000,379.500,1497.000,871.500,0.741699,0
5077,1638.000,504.000,1800.000,771.000,0.660156,0
5077,324.562,345.750,575.250,659.250,0.608398,0
5077,1221.000,501.750,1324.500,851.250,0.581543,0
5077,432.750,624.000,683.250,871.500,0.490234,0
5077,585.375,501.000,689.625,768.000,0.479492,0
5538,1554.000,15.750,1920.000,967.500,0.894043,0
5538,382.500,372.000,1429.500,835.500,0.557129,0
6000,1113.000,3.750,1680.000,408.000,0.884277,0
6000,84.000,15.750,1647.000,994.500,0.873535,0
6000,1650.000,6.000,1920.000,430.500,0.833984,0
6000,335.250,1.875,747.000,306.375,0.770508,0
6000,87.469,2.250,404.625,285.000,0.737793,0
6462,1656.000,436.875,1854.000,715.125,0.850098,0
6462,313.688,719.250,471.000,981.750,0.793945,0
6462,0.188,447.750,102.375,732.750,0.723145,0
6462,1200.750,290.812,1346.250,685.500,0.706543,0
6462,749.250,293.250,869.250,499.500,0.693359,0
6462,105.562,408.750,214.688,726.750,0.664551,0
6462,180.000,507.000,306.000,825.000,0.613281,0
6462,129.938,502.500,307.688,829.500,0.323486,0
6462,1206.000,283.312,1330.500,460.500,0.316650,0
6923,459.000,497.250,588.000,722.250,0.823730,0
6923,648.750,505.500,781.500,691.500,0.798340,0
6923,1234.500,597.750,1320.000,813.750,0.689453,0
6923,1435.500,481.125,1630.500,709.875,0.620605,0
6923,1692.000,555.750,1788.000,765.750,0.525391,0
6923,761.625,204.000,843.000,435.750,0.500000,0
6923,0.188,858.000,63.281,973.500,0.409180,0
6923,618.750,184.125,683.250,367.875,0.304932,0
7385,308.062,489.000,485.250,724.500,0.803223,0
7385,954.000,396.750,1104.000,790.500,0.800781,0
7385,799.500,494.250,901.500,750.000,0.700195,0
7385,543.750,643.125,650.250,862.500,0.671387,0
7385,865.500,299.250,945.000,519.000,0.649414,0
7385,1737.000,415.500,1827.000,652.500,0.551758,0
7385,186.281,560.250,319.875,812.250,0.528320,0
7385,1729.500,414.750,1831.500,822.750,0.437744,0
7385,1434.000,873.000,1530.000,975.000,0.363770,0
7385,1728.000,601.500,1836.000,823.500,0.325928,0
7846,1351.500,519.750,1450.500,787.500,0.790527,0
7846,1114.500,290.625,1234.500,535.875,0.721680,0
7846,1608.000,886.500,1728.000,970.500,0.554688,0
7846,943.500,447.750,1042.500,713.250,0.537109,0
7846,880.500,637.500,973.500,850.500,0.510742,0
7846,756.000,339.375,873.000,532.125,0.487305,0
7846,1801.500,912.000,1882.500,972.000,0.487305,0
7846,1283.250,259.312,1368.750,487.500,0.465820,0
7846,1530.000,874.500,1623.000,973.500,0.331055,0
8308,365.625,389.625,508.875,583.875,0.767578,0
8308,827.250,492.750,932.250,709.500,0.720215,0
8308,1208.250,331.688,1280.250,543.000,0.670410,0
8308,1206.000,536.250,1284.000,735.750,0.541992,0
8308,375.000,862.500,481.500,976.500,0.511719,0
8308,432.000,271.688,492.750,424.500,0.463867,0
8308,278.062,859.500,378.938,973.500,0.415771,0
8308,134.438,901.500,226.875,976.500,0.349609,0
8308,1081.500,436.500,1156.500,622.500,0.325928,0
8769,240.750,99.000,1220.250,960.000,0.898926,0
8769,1268.250,5.250,1917.000,972.000,0.827148,0
8769,1092.000,3.000,1576.500,855.000,0.769531,0
8769,0.562,597.000,175.125,970.500,0.513672,0
8769,231.750,4.125,1080.750,550.125,0.491211,0
8769,1.875,6.750,129.562,753.000,0.354980,0
8769,200.812,1.500,616.500,511.125,0.354004,0
8769,0.000,15.000,173.625,966.750,0.302002,0
9231,82.688,589.500,204.750,808.500,0.712402,0
9231,409.500,305.250,483.000,514.500,0.676758,0
9231,145.781,888.750,258.375,975.750,0.544922,0
9231,298.500,885.000,395.250,973.500,0.477539,0
9231,915.000,383.250,991.500,627.750,0.470703,0
9231,346.875,237.375,427.875,406.875,0.444580,0
9231,514.125,225.375,571.875,390.000,0.440674,0
9231,1310.250,219.375,1386.750,379.125,0.434082,0
9231,200.250,816.000,309.750,945.000,0.381104,0
9231,681.375,767.250,760.875,861.750,0.361084,0
9231,1038.000,806.250,1147.500,864.750,0.343262,0
9231,462.375,777.750,538.125,867.750,0.341553,0
9231,766.500,781.500,829.500,865.500,0.336426,0
9231,201.750,757.500,302.625,871.500,0.315674,0
9692,1210.500,573.750,1351.500,822.750,0.823730,0
9692,774.750,663.000,869.250,868.500,0.657715,0
9692,951.750,353.250,1065.750,568.500,0.650391,0
9692,1573.500,898.500,1687.500,976.500,0.427246,0
9692,838.500,402.000,943.500,565.500,0.407227,0
9692,1768.500,378.000,1855.500,553.500,0.338867,0
9692,256.875,864.000,357.375,973.500,0.338135,0
10154,535.500,112.500,1027.500,873.000,0.857910,0
10154,6.375,37.500,542.625,954.000,0.852051,0
10154,35.250,445.500,654.375,967.500,0.851074,0
10154,835.500,76.500,1483.500,970.500,0.744629,0
10154,1540.500,81.750,1918.500,969.000,0.676758,0
10154,1413.000,340.500,1651.500,934.500,0.561035,0
10154,1523.250,18.375,1800.000,525.000,0.428223,0
10154,2.250,8.250,264.750,473.250,0.385742,0
10154,528.000,2.250,1017.000,183.562,0.359375,0
10615,210.375,483.000,340.875,756.000,0.820312,0
10615,83.156,627.375,159.469,948.000,0.801758,0
10615,674.250,424.500,782.250,688.500,0.759766,0
10615,1366.500,451.500,1495.500,753.000,0.759766,0
10615,1008.000,307.500,1110.000,572.250,0.725098,0
10615,1221.000,477.750,1359.000,767.250,0.689453,0
10615,1135.500,294.375,1245.000,568.875,0.654785,0
10615,480.750,204.375,569.250,437.250,0.650391,0
10615,1747.500,865.500,1849.500,970.500,0.621582,0
10615,871.500,319.875,949.500,572.625,0.566895,0
10615,1058.250,708.000,1176.750,880.500,0.527344,0
10615,364.875,317.625,440.625,566.625,0.477539,0
10615,1328.250,319.875,1410.750,545.625,0.424316,0
10615,298.875,345.000,393.000,580.500,0.309814,0
11077,209.250,507.000,336.375,784.500,0.879395,0
11077,954.000,436.500,1101.000,713.250,0.796875,0
11077,61.594,528.000,172.406,804.000,0.773438,0
11077,358.125,209.250,460.875,442.500,0.710449,0
11077,511.500,418.500,631.500,692.250,0.669922,0
11077,704.250,748.500,798.750,862.500,0.633301,0
11077,1749.000,865.500,1857.000,973.500,0.612305,0
11077,712.500,393.000,798.000,666.000,0.576660,0
11077,1176.000,403.500,1359.000,678.000,0.557129,0
11077,613.500,412.500,712.500,678.000,0.505859,0
11077,588.750,190.500,674.250,422.250,0.497070,0
11077,849.750,222.000,932.250,390.000,0.439697,0
11077,1650.000,387.000,1824.000,520.500,0.340820,0
11077,1158.000,381.750,1266.000,621.750,0.321777,0
11077,1665.000,900.000,1773.000,972.000,0.315674,0
11538,1000.500,160.500,1393.500,972.000,0.806641,0
11538,0.188,171.750,222.938,951.000,0.768555,0
11538,314.062,119.062,570.750,839.250,0.707520,0
11538,394.500,106.500,685.500,966.000,0.637207,0
11538,714.000,254.250,925.500,736.500,0.580566,0
11538,1323.000,201.750,1539.000,548.250,0.524414,0
11538,175.875,333.000,363.375,813.000,0.474609,0
11538,868.500,294.000,1060.500,725.250,0.410156,0
11538,1621.500,300.000,1816.500,690.750,0.394287,0
11538,1342.500,427.500,1564.500,735.000,0.345947,0
11538,631.500,282.750,825.000,763.500,0.322510,0
12000,556.500,456.375,669.000,637.875,0.562988,0
12000,1389.000,600.750,1491.000,816.750,0.529297,0
12000,1017.750,347.625,1074.750,565.875,0.497070,0
12000,1140.000,497.250,1287.000,723.750,0.487305,0
12000,1200.000,377.250,1287.000,579.750,0.453369,0
12000,0.047,875.250,53.531,974.250,0.442627,0
12000,53.016,849.000,159.938,960.000,0.434082,0
12000,1296.000,766.500,1377.000,859.500,0.325928,0
12462,846.000,167.625,921.000,350.625,0.684082,0
12462,1767.000,483.000,1863.000,726.000,0.681641,0
12462,1048.500,262.500,1176.000,594.750,0.647949,0
12462,1089.000,759.750,1177.500,860.250,0.352295,0
12923,730.500,432.750,831.000,639.750,0.704102,0
12923,1066.500,420.000,1153.500,676.500,0.669922,0
12923,1599.000,802.500,1719.000,970.500,0.666504,0
12923,1204.500,419.250,1354.500,656.250,0.563965,0
12923,420.375,400.500,511.125,651.000,0.536133,0
12923,1704.000,877.500,1794.000,970.500,0.501953,0
12923,871.500,591.000,975.000,831.000,0.445557,0
12923,534.750,568.500,645.750,787.500,0.400635,0
12923,982.500,314.438,1060.500,486.750,0.393311,0
12923,492.000,451.875,576.000,656.625,0.381104,0
12923,1213.500,187.875,1279.500,367.125,0.372070,0
12923,0.141,389.250,33.375,644.250,0.359375,0
13385,1143.000,285.938,1218.000,480.750,0.632324,0
13385,775.500,589.500,868.500,827.250,0.615234,0
13385,1019.250,449.250,1157.250,669.750,0.530273,0
13385,420.750,290.812,487.500,454.500,0.432129,0
13385,675.750,322.500,732.750,510.000,0.360352,0
13846,732.750,111.000,1358.250,871.500,0.783203,0
14308,378.562,379.875,473.250,633.375,0.790039,0
14308,460.500,688.500,594.000,865.500,0.787109,0
14308,571.875,466.500,645.375,760.500,0.730957,0
14308,1162.500,519.000,1281.000,837.000,0.710449,0
14308,1390.500,506.250,1468.500,846.750,0.708984,0
14308,888.000,354.750,1014.000,630.750,0.666992,0
