frame_index,x1,y1,x2,y2,score,class
0,588.750,486.750,701.250,764.250,0.566895,0
0,430.875,337.500,508.125,603.750,0.439697,0
0,151.688,967.500,284.438,1078.500,0.418701,0
0,1.031,892.500,128.719,1080.000,0.376709,0
0,1398.000,500.250,1518.000,758.250,0.374756,0
0,593.250,493.500,665.250,755.250,0.315674,0
0,376.125,1000.500,464.625,1080.000,0.315674,0
0,437.250,942.000,567.750,1077.000,0.315674,0
735,1375.500,529.500,1545.000,811.500,0.837402,0
735,1173.000,456.000,1302.000,762.750,0.573730,0
735,1467.000,916.500,1591.500,1063.500,0.560059,0
735,741.750,803.250,860.250,914.250,0.537109,0
735,710.250,514.500,807.000,811.500,0.428223,0
735,1405.500,983.250,1540.500,1079.250,0.384033,0
735,1532.250,1003.500,1629.000,1078.500,0.365723,0
735,160.875,975.000,285.000,1080.000,0.320801,0
1470,16.500,143.250,1371.000,1064.250,0.827148,0
1470,426.000,8.250,780.000,449.250,0.825195,0
1470,1342.500,261.750,1671.000,792.000,0.813477,0
1470,1431.750,802.500,1803.000,1080.000,0.779785,0
1470,0.000,4.500,435.000,435.000,0.711426,0
1470,244.500,874.500,528.750,1078.500,0.665527,0
1470,1336.500,547.875,1561.500,943.500,0.649414,0
1470,1656.000,310.875,1920.000,697.875,0.631836,0
1470,1572.000,684.750,1890.000,1074.750,0.618652,0
1470,1728.000,551.625,1920.000,1071.000,0.567871,0
1470,0.562,432.000,298.312,762.750,0.465820,0
1470,0.000,433.125,294.188,1066.500,0.453369,0
1470,106.219,352.875,385.875,706.875,0.418701,0
1470,456.000,482.250,609.750,645.750,0.326904,0
2206,1833.000,619.500,1920.000,1024.500,0.737793,0
2206,1522.500,888.000,1648.500,1074.000,0.671387,0
2206,477.750,966.000,600.000,1080.000,0.650391,0
2206,686.250,286.312,881.250,682.500,0.588867,0
2206,297.000,971.250,454.500,1080.000,0.582031,0
2206,1103.250,390.000,1221.750,692.250,0.559082,0
2206,1656.000,867.000,1788.000,1050.000,0.549805,0
2206,948.000,381.375,1140.000,684.375,0.538086,0
2206,128.062,963.000,282.188,1078.500,0.536133,0
2206,487.500,331.500,720.000,667.500,0.505859,0
2206,1716.000,972.000,1836.000,1080.000,0.494141,0
2206,230.250,216.375,338.625,298.875,0.472656,0
2206,1336.500,991.500,1423.500,1080.000,0.427246,0
2206,486.000,331.688,633.000,666.000,0.416748,0
2206,954.000,379.500,1212.000,690.000,0.401611,0
2206,1474.500,999.000,1573.500,1080.000,0.392334,0
2206,715.500,291.938,882.000,617.250,0.357666,0
2206,420.750,246.375,482.250,412.125,0.333740,0
2206,1206.750,160.500,1289.250,387.000,0.332031,0
2206,37.781,224.812,106.594,292.312,0.312256,0
2941,880.500,475.500,1087.500,777.000,0.812988,0
2941,124.406,936.750,276.750,1080.000,0.786621,0
2941,1453.500,627.000,1573.500,909.000,0.773438,0
2941,435.750,881.250,567.000,1076.250,0.664551,0
2941,1560.000,360.000,1674.000,636.750,0.630859,0
2941,1432.500,832.500,1551.000,982.500,0.620605,0
2941,38.297,279.750,195.750,578.250,0.554688,0
2941,247.875,360.000,343.125,606.000,0.475586,0
2941,297.000,921.000,442.500,1077.000,0.418701,0
2941,1755.000,918.000,1911.000,1077.000,0.379395,0
2941,1303.500,843.000,1429.500,1008.000,0.355713,0
2941,1635.000,903.750,1755.000,1074.750,0.329346,0
2941,1173.000,315.188,1263.000,507.000,0.323486,0
2941,0.117,1012.500,40.195,1077.000,0.319092,0
2941,708.750,242.250,773.250,426.375,0.306641,0
3676,420.750,411.000,566.250,654.000,0.625977,0
3676,81.750,462.000,249.000,741.000,0.496094,0
3676,1303.500,964.500,1447.500,1080.000,0.398926,0
4411,1359.750,429.000,1490.250,695.250,0.760742,0
4411,863.250,743.250,987.750,911.250,0.567871,0
4411,1105.500,533.250,1204.500,804.000,0.536133,0
4411,675.750,568.500,779.250,825.000,0.483398,0
4411,1590.000,861.000,1716.000,1006.500,0.434082,0
4411,1581.000,290.438,1659.000,521.250,0.395996,0
4411,819.000,462.000,966.000,712.500,0.390381,0
4411,1884.000,996.000,1920.000,1080.000,0.309814,0
4411,1663.500,283.875,1741.500,424.125,0.303223,0
5146,180.938,437.250,245.438,663.750,0.630859,0
5146,214.312,951.000,350.438,1080.000,0.555664,0
5146,512.250,925.500,632.250,1078.500,0.521484,0
5146,547.875,590.625,640.875,879.000,0.480469,0
5146,490.500,804.000,601.500,942.000,0.390381,0
5146,20.531,950.250,153.844,1080.000,0.350342,0
5146,385.500,942.000,519.000,1080.000,0.342529,0
5146,0.000,868.500,123.656,1032.000,0.317383,0
5146,381.750,826.500,481.500,951.000,0.315674,0
5882,1002.000,574.500,1173.000,1075.500,0.872070,0
5882,777.000,462.000,1059.000,1077.000,0.847168,0
5882,1704.000,766.500,1794.000,1012.500,0.672363,0
5882,246.750,613.875,536.250,1078.500,0.666504,0
5882,663.750,617.625,816.750,1071.000,0.596191,0
5882,1605.000,742.500,1701.000,1033.500,0.567871,0
5882,541.500,630.750,697.500,1077.750,0.544922,0
5882,421.500,653.250,558.000,1059.750,0.334473,0
5882,44.062,809.250,116.531,981.750,0.327637,0
5882,0.117,823.500,45.891,981.000,0.322510,0
6617,186.000,474.000,641.250,1069.500,0.868164,0
6617,570.375,173.250,1218.000,1043.250,0.748535,0
6617,1132.500,408.750,1395.000,910.500,0.644043,0
6617,0.000,732.000,207.375,1072.500,0.537109,0
6617,1611.000,469.500,1845.000,753.000,0.364746,0
6617,0.000,563.250,178.031,774.750,0.345215,0
6617,1800.000,335.250,1920.000,759.000,0.309082,0
7352,1578.000,365.250,1716.000,609.750,0.798340,0
7352,180.938,908.250,344.438,1080.000,0.763672,0
7352,228.375,248.438,374.250,477.750,0.684082,0
7352,1052.250,313.125,1167.750,517.875,0.653320,0
7352,480.000,553.500,645.000,851.250,0.592773,0
7352,366.000,886.500,482.250,1072.500,0.544922,0
7352,1497.000,949.500,1656.000,1080.000,0.538086,0
7352,496.500,858.750,624.000,1044.750,0.532227,0
7352,1468.500,813.000,1590.000,963.000,0.527344,0
7352,976.500,828.000,1096.500,915.000,0.474609,0
7352,1794.000,903.750,1920.000,1067.250,0.419678,0
7352,22.594,986.250,133.875,1079.250,0.416748,0
7352,1656.000,886.500,1788.000,1077.000,0.398926,0
7352,460.500,303.000,597.000,495.750,0.396973,0
8087,462.000,474.750,580.500,753.750,0.780762,0
8087,1060.500,786.000,1161.000,915.000,0.483398,0
8087,409.500,930.750,535.500,1080.000,0.475586,0
8087,771.750,501.000,869.250,759.000,0.408203,0
8087,381.188,807.000,502.500,951.000,0.398926,0
8087,258.750,945.000,408.750,1080.000,0.320801,0
8087,1166.250,558.000,1250.250,770.250,0.312256,0
8822,1764.000,423.000,1848.000,712.500,0.639648,0
8822,1194.750,509.250,1343.250,834.750,0.581543,0
8822,916.500,795.000,1045.500,918.000,0.543945,0
8822,1752.000,924.000,1905.000,1077.000,0.520508,0
8822,691.500,412.500,801.000,699.000,0.503906,0
8822,311.250,969.000,448.875,1080.000,0.493164,0
9558,1021.500,252.000,1546.500,1066.500,0.875977,0
9558,3.750,9.000,562.500,1063.500,0.860840,0
9558,1582.500,5.625,1918.500,632.625,0.711426,0
10293,1356.000,943.500,1497.000,1075.500,0.658203,0
10293,618.000,467.250,807.000,907.500,0.652344,0
10293,1809.000,261.188,1887.000,475.500,0.565918,0
10293,1062.000,325.125,1162.500,595.125,0.498047,0
10293,335.812,670.125,495.000,958.500,0.435791,0
10293,1270.500,954.750,1366.500,1077.750,0.377441,0
11028,1765.500,438.750,1918.500,715.500,0.692871,0
11028,1321.500,490.500,1399.500,676.500,0.430176,0
11028,1645.500,964.500,1756.500,1075.500,0.414795,0
11028,1692.000,369.750,1782.000,569.250,0.335449,0
11028,1295.250,928.500,1400.250,1077.000,0.326904,0
11763,769.500,790.500,871.500,913.500,0.586914,0
11763,371.250,584.250,477.000,845.250,0.467773,0
11763,1290.000,850.500,1392.000,1009.500,0.348633,0
11763,1830.000,951.000,1920.000,1077.000,0.321777,0
11763,62.812,469.500,169.500,714.750,0.318359,0
12498,1035.750,427.500,1113.750,663.000,0.503906,0
12498,459.000,960.750,615.000,1080.000,0.413086,0
12498,550.125,609.000,655.875,829.500,0.381104,0
13234,1113.000,477.750,1285.500,750.750,0.706543,0
13234,477.750,567.000,602.250,844.500,0.647949,0
13234,682.500,557.250,847.500,803.250,0.570801,0
13234,864.000,337.125,933.000,626.625,0.538086,0
13234,0.000,418.125,64.172,631.125,0.478516,0
13234,879.000,803.250,985.500,918.750,0.458008,0
13234,1375.500,646.500,1453.500,847.500,0.458008,0
13234,394.500,844.500,528.000,1009.500,0.427246,0
13234,78.797,905.250,223.125,1077.750,0.404541,0
13234,259.875,852.000,390.750,1039.500,0.395996,0
13234,1671.000,805.500,1863.000,961.500,0.351318,0
13234,294.375,969.750,418.875,1079.250,0.320801,0
13234,649.125,345.375,756.375,579.375,0.320801,0
13234,590.250,732.750,707.250,908.250,0.304932,0
13969,1237.500,603.000,1351.500,931.500,0.741699,0
13969,1000.500,514.500,1099.500,799.500,0.572754,0
13969,1037.250,343.875,1128.750,545.625,0.367432,0
13969,1561.500,960.750,1708.500,1079.250,0.363037,0
13969,897.750,777.000,1028.250,921.000,0.306641,0
13969,1677.000,904.500,1794.000,1051.500,0.306641,0
14704,130.688,390.750,256.688,628.500,0.699219,0
14704,6.000,960.000,172.125,1080.000,0.689453,0
14704,731.625,513.750,849.000,806.250,0.523438,0
14704,1173.750,355.875,1280.250,610.875,0.522461,0
14704,187.594,946.500,313.500,1080.000,0.504883,0
14704,1452.000,878.250,1650.000,1076.250,0.460938,0
14704,1338.750,881.250,1458.750,1077.750,0.410156,0
14704,304.125,928.500,428.250,1077.000,0.408203,0
14704,601.500,705.750,742.500,917.250,0.394287,0
14704,465.750,925.500,585.000,1077.000,0.381104,0
14704,1597.500,778.500,1702.500,928.500,0.373779,0
15439,510.750,454.500,648.750,693.000,0.698242,0
15439,1590.000,409.500,1677.000,621.000,0.512695,0
15439,262.500,904.500,402.000,1078.500,0.491211,0
15439,140.250,957.000,294.750,1080.000,0.459961,0
15439,1495.500,979.500,1618.500,1080.000,0.448486,0
15439,168.750,302.625,234.750,506.625,0.424316,0
15439,816.750,384.000,887.250,598.500,0.416748,0
15439,1092.000,483.000,1275.000,777.000,0.385010,0
15439,402.000,963.000,502.500,1080.000,0.345947,0
15439,1076.250,375.000,1158.750,513.000,0.328613,0
15439,373.125,828.000,488.625,958.500,0.320068,0
15439,1767.000,840.000,1875.000,1011.000,0.311523,0
15439,1422.000,915.750,1539.000,1077.750,0.307373,0
16175,1129.500,301.875,1189.500,479.625,0.505859,0
16175,712.125,732.000,826.500,906.000,0.497070,0
16175,602.250,747.000,714.750,897.000,0.449463,0
16175,1499.250,930.750,1650.000,1077.750,0.409180,0
16175,273.750,924.000,418.125,1077.000,0.374756,0
16175,1164.000,711.750,1281.000,909.750,0.363770,0
16175,249.000,774.000,391.125,940.500,0.318359,0
16910,1749.000,889.500,1899.000,1068.000,0.462891,0
16910,195.375,948.000,348.750,1077.000,0.422607,0
16910,435.000,968.250,569.250,1076.250,0.379395,0
16910,1383.000,811.500,1491.000,943.500,0.349609,0
16910,661.500,530.250,756.000,788.250,0.307373,0
17645,876.000,294.000,1158.000,1041.000,0.802734,0
17645,694.500,342.000,859.500,916.500,0.788574,0
17645,441.750,284.812,699.750,951.000,0.649414,0
17645,280.500,283.500,699.750,955.500,0.637695,0
17645,267.000,332.250,489.000,948.750,0.421631,0
18380,666.000,153.562,1189.500,914.250,0.903809,0
18380,513.750,36.750,873.000,512.250,0.825684,0
18380,1431.000,956.250,1542.000,1080.000,0.660156,0
18380,1813.500,951.000,1918.500,1080.000,0.541016,0
18380,1677.000,956.250,1791.000,1080.000,0.449463,0
18380,538.875,943.500,631.875,1080.000,0.433105,0
18380,1270.500,992.250,1384.500,1080.000,0.433105,0
18380,846.000,2.625,1236.000,422.250,0.352295,0
18380,987.000,3.750,1272.000,444.750,0.329346,0
18380,1372.500,987.750,1438.500,1080.000,0.324219,0
19115,426.750,648.000,584.250,1008.000,0.848145,0
19115,1782.000,940.500,1920.000,1080.000,0.646973,0
19115,473.250,475.875,564.750,707.625,0.640625,0
19115,18.281,401.250,135.469,657.750,0.615234,0
19115,656.250,805.500,801.750,916.500,0.573730,0
19115,798.000,393.000,924.000,678.000,0.561035,0
19115,1174.500,395.250,1297.500,665.250,0.524414,0
19115,1356.000,466.500,1476.000,760.500,0.506836,0
19115,1548.000,907.500,1674.000,1062.000,0.437744,0
