frame_index,x1,y1,x2,y2,score,class
0,735.040,473.626,811.102,704.506,0.604993,0
0,1407.616,500.098,1516.922,757.679,0.524309,0
0,590.783,342.345,706.299,768.470,0.524183,0
0,431.005,361.942,511.107,600.139,0.509942,0
0,366.791,873.277,484.682,1032.203,0.496227,0
0,1327.943,593.978,1424.490,824.209,0.455139,0
0,1567.307,548.961,1671.881,791.916,0.440727,0
0,440.583,939.031,568.061,1078.202,0.432822,0
0,1283.070,816.585,1388.122,991.366,0.427112,0
0,120.547,889.849,265.177,1058.849,0.412431,0
0,0.572,895.291,129.790,1077.560,0.399287,0
0,637.073,831.424,741.662,916.267,0.392566,0
0,520.301,851.917,621.997,1005.146,0.392320,0
0,1381.488,808.220,1559.224,943.262,0.384694,0
0,1080.375,348.587,1148.619,558.174,0.377561,0
0,266.408,880.877,399.621,1081.860,0.366291,0
0,1293.160,321.157,1355.161,488.415,0.364544,0
0,1081.535,798.715,1165.210,913.480,0.355581,0
0,1173.826,778.649,1277.287,912.283,0.346738,0
0,1462.424,760.928,1544.556,885.954,0.344331,0
0,1514.901,732.111,1606.058,853.326,0.343558,0
0,177.055,307.353,236.629,495.224,0.342862,0
0,589.484,479.557,699.569,763.834,0.337527,0
0,850.565,336.258,1002.809,482.892,0.337311,0
0,1522.679,938.973,1633.767,1068.188,0.333420,0
0,146.135,970.702,281.872,1081.437,0.327702,0
0,283.164,282.788,359.606,470.310,0.321272,0
0,1667.656,703.455,1747.358,807.999,0.313923,0
0,1626.843,765.176,1809.240,994.112,0.306068,0
0,1141.069,338.921,1252.128,502.189,0.301547,0
735,1372.643,531.567,1545.446,808.981,0.772953,0
735,1551.562,391.375,1628.060,552.980,0.701337,0
735,704.844,512.127,802.325,825.806,0.569300,0
735,1474.348,916.815,1591.210,1065.379,0.535919,0
735,1175.083,449.333,1304.575,763.377,0.496807,0
735,745.137,805.818,862.349,914.138,0.490227,0
735,501.154,625.557,604.089,887.340,0.465210,0
735,1739.007,344.983,1811.918,531.466,0.464398,0
735,609.016,821.463,713.953,918.124,0.451012,0
735,747.725,383.379,836.890,557.907,0.438348,0
735,1447.075,337.815,1528.855,467.276,0.423526,0
735,911.574,365.368,1027.709,566.390,0.407229,0
735,1524.817,1002.062,1638.502,1080.681,0.407100,0
735,1688.645,351.710,1769.011,486.992,0.370876,0
735,196.526,754.065,309.865,888.901,0.365994,0
735,1383.444,330.602,1444.650,470.150,0.360941,0
735,496.892,332.422,550.648,522.501,0.356630,0
735,346.094,781.272,460.244,901.343,0.351948,0
735,859.112,839.855,965.697,914.275,0.350961,0
735,211.589,889.086,303.019,1050.093,0.345885,0
735,0.000,889.227,110.212,1062.473,0.336074,0
735,1190.644,528.133,1306.065,739.004,0.319158,0
735,1404.043,987.053,1523.041,1079.451,0.317362,0
735,1549.577,329.025,1624.457,467.315,0.316585,0
735,1314.621,320.742,1368.098,459.082,0.311474,0
735,161.347,971.017,289.180,1079.936,0.308168,0
735,1651.116,351.024,1713.724,480.547,0.306302,0
735,909.453,364.739,1034.782,656.181,0.303916,0
