frame_index,x1,y1,x2,y2,score,class
0,825.603,564.672,889.125,766.511,0.681769,0
0,725.977,470.949,800.919,650.711,0.650499,0
0,985.976,426.703,1060.006,685.465,0.639509,0
0,437.604,640.555,525.599,852.016,0.622256,0
0,341.103,501.004,439.297,687.825,0.615193,0
0,552.567,384.383,601.720,554.486,0.602710,0
0,265.269,505.271,342.129,678.080,0.468586,0
0,450.565,401.936,503.450,543.801,0.453956,0
0,225.066,379.141,274.560,532.447,0.417384,0
0,1072.830,362.883,1126.620,471.577,0.411060,0
0,1175.128,361.544,1227.067,508.663,0.410376,0
0,156.411,782.136,235.238,851.869,0.376727,0
0,74.842,801.542,126.792,852.677,0.337773,0
0,387.368,802.609,440.086,850.676,0.326280,0
0,1024.959,360.872,1077.118,467.859,0.315928,0
0,1120.976,368.737,1180.238,470.379,0.302791,0
462,664.974,592.418,777.267,845.384,0.781157,0
462,231.367,677.299,381.401,970.877,0.739726,0
462,470.292,440.230,626.333,684.920,0.674522,0
462,949.072,357.078,1007.522,582.150,0.610015,0
462,1140.585,416.013,1205.944,657.974,0.602676,0
462,912.096,708.291,1016.578,871.634,0.593585,0
462,226.223,491.888,320.012,742.595,0.565434,0
462,1177.930,308.542,1237.027,504.219,0.484885,0
462,1066.740,380.201,1127.336,611.741,0.449497,0
462,1678.203,862.975,1798.692,971.269,0.437797,0
462,1333.811,427.654,1405.520,687.471,0.400829,0
462,1376.605,389.713,1475.807,614.688,0.386632,0
462,1802.303,814.567,1903.557,957.673,0.378115,0
462,880.070,288.316,937.095,425.178,0.344603,0
462,94.083,325.066,184.127,475.871,0.337353,0
462,690.307,304.219,742.448,435.115,0.326261,0
462,1333.613,410.327,1467.339,687.387,0.323075,0
462,1.040,329.896,73.102,544.022,0.320477,0
462,784.008,285.695,838.370,429.639,0.317852,0
462,192.649,310.924,304.095,467.996,0.310444,0
462,736.239,294.898,796.030,431.633,0.301298,0
923,633.110,379.822,777.179,673.245,0.685964,0
923,569.699,360.103,645.144,603.745,0.651324,0
923,1284.239,380.818,1354.564,601.187,0.632681,0
923,1136.718,699.127,1239.640,866.896,0.574643,0
923,1641.318,882.905,1752.141,973.947,0.509732,0
923,153.545,303.079,228.284,504.689,0.484891,0
923,1715.692,851.015,1812.734,970.690,0.482036,0
923,1156.583,231.436,1234.702,428.222,0.469587,0
923,921.991,341.599,1035.253,531.593,0.466560,0
923,1018.624,355.892,1210.032,584.888,0.450918,0
923,1518.620,357.541,1609.900,478.052,0.394723,0
923,1403.561,298.450,1480.152,498.261,0.388971,0
923,1502.294,901.134,1579.100,974.368,0.387341,0
923,1020.195,361.057,1131.924,579.235,0.379396,0
923,284.776,313.604,367.445,463.308,0.372863,0
923,379.874,302.210,489.745,454.465,0.370018,0
923,1638.780,421.571,1781.902,540.001,0.353755,0
923,192.209,283.688,250.074,408.676,0.326436,0
923,911.682,292.934,967.802,421.989,0.322817,0
923,1095.112,378.740,1206.521,581.948,0.321834,0
923,863.586,290.086,917.918,424.714,0.306440,0
1385,1536.883,564.752,1805.261,836.252,0.795305,0
