G376 strip 10 of 10 -- declared ticks 121941..122020 of 135497
O observed  D scheduled_no_detection (evaluated, no track row)  N not_scheduled (declaration over-counts)  U unknown
h6j_iLYRx8U_s2758        FRESH69   frame=4650     N GATED_OR_UNREACHED
h6j_iLYRx8U_s2758        FRESH69   frame=4656     N GATED_OR_UNREACHED
h6j_iLYRx8U_s2758        FRESH69   frame=4662     N GATED_OR_UNREACHED
h6j_iLYRx8U_s2758        FRESH69   frame=4668     N GATED_OR_UNREACHED
h6j_iLYRx8U_s2758        FRESH69   frame=4674     N GATED_OR_UNREACHED
h6j_iLYRx8U_s2758        FRESH69   frame=4680     N GATED_OR_UNREACHED
h6j_iLYRx8U_s2758        FRESH69   frame=4686     N GATED_OR_UNREACHED
h6j_iLYRx8U_s2758        FRESH69   frame=4692     N GATED_OR_UNREACHED
h6j_iLYRx8U_s2758        FRESH69   frame=4698     N GATED_OR_UNREACHED
h6j_iLYRx8U_s2758        FRESH69   frame=4704     N GATED_OR_UNREACHED
h6j_iLYRx8U_s2758        FRESH69   frame=4710     N GATED_OR_UNREACHED
h6j_iLYRx8U_s2758        FRESH69   frame=4716     N GATED_OR_UNREACHED
h6j_iLYRx8U_s2758        FRESH69   frame=4722     N GATED_OR_UNREACHED
h6j_iLYRx8U_s2758        FRESH69   frame=4728     N GATED_OR_UNREACHED
h6j_iLYRx8U_s2758        FRESH69   frame=4734     N GATED_OR_UNREACHED
h6j_iLYRx8U_s2758        FRESH69   frame=4740     N GATED_OR_UNREACHED
h6j_iLYRx8U_s2758        FRESH69   frame=4746     N GATED_OR_UNREACHED
h6j_iLYRx8U_s2758        FRESH69   frame=4752     N GATED_OR_UNREACHED
h6j_iLYRx8U_s2758        FRESH69   frame=4758     N GATED_OR_UNREACHED
h6j_iLYRx8U_s2758        FRESH69   frame=4764     N GATED_OR_UNREACHED
h6j_iLYRx8U_s2758        FRESH69   frame=4770     N GATED_OR_UNREACHED
h6j_iLYRx8U_s2758        FRESH69   frame=4776     N GATED_OR_UNREACHED
h6j_iLYRx8U_s2758        FRESH69   frame=4782     N GATED_OR_UNREACHED
h6j_iLYRx8U_s2758        FRESH69   frame=4788     N GATED_OR_UNREACHED
h6j_iLYRx8U_s2758        FRESH69   frame=4794     N GATED_OR_UNREACHED
h6j_iLYRx8U_s2758        FRESH69   frame=4800     N GATED_OR_UNREACHED
h6j_iLYRx8U_s2758        FRESH69   frame=4806     N GATED_OR_UNREACHED
h6j_iLYRx8U_s2758        FRESH69   frame=4812     N GATED_OR_UNREACHED
h6j_iLYRx8U_s2758        FRESH69   frame=4818     N GATED_OR_UNREACHED
h6j_iLYRx8U_s2758        FRESH69   frame=4824     N GATED_OR_UNREACHED
h6j_iLYRx8U_s2758        FRESH69   frame=4830     N GATED_OR_UNREACHED
h6j_iLYRx8U_s2758        FRESH69   frame=4836     N GATED_OR_UNREACHED
h6j_iLYRx8U_s2758        FRESH69   frame=4842     N GATED_OR_UNREACHED
h6j_iLYRx8U_s2758        FRESH69   frame=4848     N GATED_OR_UNREACHED
h6j_iLYRx8U_s2758        FRESH69   frame=4854     N GATED_OR_UNREACHED
h6j_iLYRx8U_s2758        FRESH69   frame=4860     N GATED_OR_UNREACHED
h6j_iLYRx8U_s2758        FRESH69   frame=4866     N GATED_OR_UNREACHED
h6j_iLYRx8U_s2758        FRESH69   frame=4872     N GATED_OR_UNREACHED
h6j_iLYRx8U_s2758        FRESH69   frame=4878     N GATED_OR_UNREACHED
h6j_iLYRx8U_s2758        FRESH69   frame=4884     N GATED_OR_UNREACHED
h6j_iLYRx8U_s2758        FRESH69   frame=4890     N GATED_OR_UNREACHED
h6j_iLYRx8U_s2758        FRESH69   frame=4896     N GATED_OR_UNREACHED
h6j_iLYRx8U_s2758        FRESH69   frame=4902     N GATED_OR_UNREACHED
h6j_iLYRx8U_s2758        FRESH69   frame=4908     N GATED_OR_UNREACHED
h6j_iLYRx8U_s2758        FRESH69   frame=4914     N GATED_OR_UNREACHED
h6j_iLYRx8U_s2758        FRESH69   frame=4920     N GATED_OR_UNREACHED
h6j_iLYRx8U_s2758        FRESH69   frame=4926     N GATED_OR_UNREACHED
h6j_iLYRx8U_s2758        FRESH69   frame=4932     N GATED_OR_UNREACHED
h6j_iLYRx8U_s2758        FRESH69   frame=4938     N GATED_OR_UNREACHED
h6j_iLYRx8U_s2758        FRESH69   frame=4944     N GATED_OR_UNREACHED
