game,player_snapshot_date,team_snapshot_date,league_mean_field,filled_fast_sim_fields,transform
401810386,2026-01-07,2026-01-07,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810386,2026-01-07,2026-01-07,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810386,2026-01-07,2026-01-07,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810386,2026-01-07,2026-01-07,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810386,2026-01-07,2026-01-07,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810386,2026-01-07,2026-01-07,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810388,2026-01-08,2026-01-07,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810388,2026-01-08,2026-01-07,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810388,2026-01-08,2026-01-07,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810388,2026-01-08,2026-01-07,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810388,2026-01-08,2026-01-07,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810388,2026-01-08,2026-01-07,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810398,2026-01-09,2026-01-07,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810398,2026-01-09,2026-01-07,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810398,2026-01-09,2026-01-07,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810398,2026-01-09,2026-01-07,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810398,2026-01-09,2026-01-07,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810398,2026-01-09,2026-01-07,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810410,2026-01-10,2026-01-07,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810410,2026-01-10,2026-01-07,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810410,2026-01-10,2026-01-07,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810410,2026-01-10,2026-01-07,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810410,2026-01-10,2026-01-07,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810410,2026-01-10,2026-01-07,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810533,2026-01-27,2026-01-22,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810533,2026-01-27,2026-01-22,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810533,2026-01-27,2026-01-22,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810533,2026-01-27,2026-01-22,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810533,2026-01-27,2026-01-22,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810533,2026-01-27,2026-01-22,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810539,2026-01-28,2026-01-22,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810539,2026-01-28,2026-01-22,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810541,2026-01-28,2026-01-22,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810539,2026-01-28,2026-01-22,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810541,2026-01-28,2026-01-22,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810539,2026-01-28,2026-01-22,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810541,2026-01-28,2026-01-22,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810539,2026-01-28,2026-01-22,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810539,2026-01-28,2026-01-22,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810541,2026-01-28,2026-01-22,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810541,2026-01-28,2026-01-22,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810541,2026-01-28,2026-01-22,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810549,2026-01-29,2026-01-22,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810549,2026-01-29,2026-01-22,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810549,2026-01-29,2026-01-22,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810549,2026-01-29,2026-01-22,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810549,2026-01-29,2026-01-22,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810549,2026-01-29,2026-01-22,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810570,2026-02-01,2026-01-22,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810570,2026-02-01,2026-01-22,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810570,2026-02-01,2026-01-22,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810570,2026-02-01,2026-01-22,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810570,2026-02-01,2026-01-22,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810570,2026-02-01,2026-01-22,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810628,2026-02-09,2026-02-07,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810628,2026-02-09,2026-02-07,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810628,2026-02-09,2026-02-07,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810628,2026-02-09,2026-02-07,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810628,2026-02-09,2026-02-07,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810628,2026-02-09,2026-02-07,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810663,2026-02-19,2026-02-19,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810663,2026-02-19,2026-02-19,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810663,2026-02-19,2026-02-19,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810663,2026-02-19,2026-02-19,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810663,2026-02-19,2026-02-19,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810663,2026-02-19,2026-02-19,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810771,2026-03-06,2026-03-06,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810771,2026-03-06,2026-03-06,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810771,2026-03-06,2026-03-06,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810771,2026-03-06,2026-03-06,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810771,2026-03-06,2026-03-06,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810771,2026-03-06,2026-03-06,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810811,2026-03-11,2026-03-11,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810811,2026-03-11,2026-03-11,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810966,2026-03-11,2026-03-11,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810811,2026-03-11,2026-03-11,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810966,2026-03-11,2026-03-11,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810966,2026-03-11,2026-03-11,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
