elapsed_min,attempt_id,pool,source_path,original_present,source_bytes
45,live_observed,live_corpus,/workspace/data/footage_corpus/basketball__euroleague-u55vdPRGwSY_s2146.mp4,1,68818379
45,live_observed,live_corpus,/workspace/data/footage_corpus/basketball__euroleague-u55vdPRGwSY_s4202.mp4,1,46884310
45,live_observed,live_corpus,/workspace/data/footage_corpus/basketball__euroleague-u55vdPRGwSY_s6258.mp4,1,42011966
45,live_observed,live_corpus,/workspace/data/footage_corpus/basketball__euroleague-u55vdPRGwSY_s8314.mp4,1,53901046
45,live_observed,live_corpus,/workspace/data/footage_corpus/basketball__euroleague-u55vdPRGwSY_s90.mp4,1,39857737
45,live_observed,live_corpus,/workspace/data/footage_corpus/ncaa_basketball__7gOkXUv8Uwk_s1314.mp4,1,74706940
45,live_observed,live_corpus,/workspace/data/footage_corpus/ncaa_basketball__7gOkXUv8Uwk_s2538.mp4,1,74542741
45,live_observed,live_corpus,/workspace/data/footage_corpus/ncaa_basketball__7gOkXUv8Uwk_s3762.mp4,1,75143148
45,live_observed,live_corpus,/workspace/data/footage_corpus/ncaa_basketball__7gOkXUv8Uwk_s4986.mp4,1,72250062
45,live_observed,live_corpus,/workspace/data/footage_corpus/ncaa_basketball__7gOkXUv8Uwk_s90.mp4,1,70124627
45,live_observed,live_corpus,/workspace/data/footage_corpus/ncaa_basketball__SbLEuud8mk4_s1247.mp4,1,66222280
45,live_observed,live_corpus,/workspace/data/footage_corpus/ncaa_basketball__SbLEuud8mk4_s2404.mp4,1,63520213
45,live_observed,live_corpus,/workspace/data/footage_corpus/ncaa_basketball__SbLEuud8mk4_s3561.mp4,1,61741511
45,live_observed,live_corpus,/workspace/data/footage_corpus/ncaa_basketball__SbLEuud8mk4_s4718.mp4,1,65390029
45,live_observed,live_corpus,/workspace/data/footage_corpus/ncaa_basketball__SbLEuud8mk4_s90.mp4,1,68149465
45,live_observed,live_corpus,/workspace/data/footage_corpus/ncaa_basketball__VR47OgmjPTs_s1238.mp4,1,94618155
45,live_observed,live_corpus,/workspace/data/footage_corpus/ncaa_basketball__VR47OgmjPTs_s2386.mp4,1,95612416
45,live_observed,live_corpus,/workspace/data/footage_corpus/ncaa_basketball__VR47OgmjPTs_s3534.mp4,1,94238117
45,live_observed,live_corpus,/workspace/data/footage_corpus/ncaa_basketball__VR47OgmjPTs_s4682.mp4,1,92308480
45,live_observed,live_corpus,/workspace/data/footage_corpus/ncaa_basketball__VR47OgmjPTs_s90.mp4,1,93063763
45,live_observed,live_corpus,/workspace/data/footage_corpus/ncaa_basketball__dDs075Jm4Qc_s1423.mp4,1,94169221
45,live_observed,live_corpus,/workspace/data/footage_corpus/ncaa_basketball__dDs075Jm4Qc_s2756.mp4,1,95394299
45,live_observed,live_corpus,/workspace/data/footage_corpus/ncaa_basketball__dDs075Jm4Qc_s4089.mp4,1,93838581
45,live_observed,live_corpus,/workspace/data/footage_corpus/ncaa_basketball__dDs075Jm4Qc_s90.mp4,1,93793403
45,live_observed,live_corpus,/workspace/data/footage_corpus/ncaa_basketball__rK5hXxSORdA_s1392.mp4,1,96166755
45,live_observed,live_corpus,/workspace/data/footage_corpus/ncaa_basketball__rK5hXxSORdA_s2694.mp4,1,94736997
45,live_observed,live_corpus,/workspace/data/footage_corpus/ncaa_basketball__rK5hXxSORdA_s3996.mp4,1,95358201
45,live_observed,live_corpus,/workspace/data/footage_corpus/ncaa_basketball__rK5hXxSORdA_s90.mp4,1,96910428
60,a01,live_corpus,/workspace/data/footage_corpus/ncaa_basketball__-n4iviRLtsU_s90.mp4,0,0
60,a02,live_corpus,/workspace/data/footage_corpus/ncaa_basketball__-n4iviRLtsU_s2704.mp4,0,0
60,a03,live_corpus,/workspace/data/footage_corpus/ncaa_basketball__-n4iviRLtsU_s4011.mp4,0,0
60,a04,live_corpus,/workspace/data/footage_corpus/nba__3MBv6PIsCBg_s1293.mp4,0,0
60,a05,live_corpus,/workspace/data/footage_corpus/nba__3MBv6PIsCBg_s3699.mp4,0,0
60,a06,retained_g364_val,/workspace/g364_scratch/val/9sq-YMlIo9Q_s2346.mp4,1,64995066
60,a07,live_corpus,/workspace/data/footage_corpus/wnba__A0aHQ2A38IY_s90.mp4,0,0
60,a08,live_corpus,/workspace/data/footage_corpus/wnba__A0aHQ2A38IY_s2860.mp4,0,0
60,a09,live_corpus,/workspace/data/footage_corpus/nba__IeaneIKx1Ig_s90.mp4,0,0
60,a10,live_corpus,/workspace/data/footage_corpus/nba__IeaneIKx1Ig_s4464.mp4,0,0
60,a11,live_corpus,/workspace/data/footage_corpus/nba__IeaneIKx1Ig_s6651.mp4,0,0
60,a12,live_corpus,/workspace/data/footage_corpus/nba__IeaneIKx1Ig_s11025.mp4,0,0
60,a13,retained_g364_val,/workspace/g364_scratch/val/RIrGQJ_jsGQ_s1410.mp4,1,61150234
60,a14,retained_g380_sources,/workspace/g380_scratch/sources/ncaa_basketball__RtiZgPwcwNA_s2720.mp4,0,0
60,a15,retained_g364_val,/workspace/g364_scratch/val/UCVSlzgun0o_s2298.mp4,1,68986280
60,a16,retained_g364_val,/workspace/g364_scratch/val/UzaYBYy3GZg_s1378.mp4,1,62843736
60,a17,retained_g364_val,/workspace/g364_scratch/val/Vm0FqeGo-8g_s1317.mp4,1,65439426
60,a18,retained_g364_val,/workspace/g364_scratch/val/X5w3V6rh26s_s90.mp4,1,71367114
60,a19,retained_g364_val,/workspace/g364_scratch/val/Y1cgaIWW8gk_s1437.mp4,1,73218045
60,a20,retained_g364_val,/workspace/g364_scratch/val/_fl2i6vToTM_s90.mp4,1,86508102
60,a21,retained_g364_val,/workspace/g364_scratch/val/_fl2i6vToTM_s2496.mp4,1,87504446
60,a22,retained_g364_val,/workspace/g364_scratch/val/d3_0714DiHo_s217.mp4,1,81000315
60,a23,retained_g364_val,/workspace/g364_scratch/val/i2y-_7B0IUg_s90.mp4,1,76518525
60,a24,retained_g380_sources,/workspace/g380_scratch/sources/ncaa_basketball__iDogCL8td5Q_s2282.mp4,0,0
60,a25,retained_g364_val,/workspace/g364_scratch/val/iwbowtaIIz8_s90.mp4,1,60983970
60,a26,retained_g364_val,/workspace/g364_scratch/val/qrWmO434a0k_s1447.mp4,1,72031233
60,a27,retained_g364_val,/workspace/g364_scratch/val/tFnl0NVn6FA_s90.mp4,1,65212592
60,a28,retained_g364_val,/workspace/g364_scratch/val/tZeqmc_-_sA_s1332.mp4,1,72183029
60,a29,retained_g364_val,/workspace/g364_scratch/val/tZeqmc_-_sA_s2574.mp4,1,75846958
60,a30,retained_g364_val,/workspace/g364_scratch/val/wHs1OssEcAw_s2276.mp4,1,100578787
60,live_observed,live_corpus,/workspace/data/footage_corpus/basketball__euroleague-31BodlgQOvg_s10474.mp4,1,35903230
60,live_observed,live_corpus,/workspace/data/footage_corpus/basketball__euroleague-31BodlgQOvg_s13070.mp4,1,29777423
60,live_observed,live_corpus,/workspace/data/footage_corpus/basketball__euroleague-31BodlgQOvg_s2686.mp4,1,71520047
60,live_observed,live_corpus,/workspace/data/footage_corpus/basketball__euroleague-31BodlgQOvg_s5282.mp4,1,29034464
60,live_observed,live_corpus,/workspace/data/footage_corpus/basketball__euroleague-31BodlgQOvg_s7878.mp4,1,66691227
60,live_observed,live_corpus,/workspace/data/footage_corpus/basketball__euroleague-31BodlgQOvg_s90.mp4,1,38456820
60,live_observed,live_corpus,/workspace/data/footage_corpus/basketball__euroleague-6sJXOThOUEY_s10205.mp4,1,21627598
60,live_observed,live_corpus,/workspace/data/footage_corpus/basketball__euroleague-6sJXOThOUEY_s2113.mp4,1,33928985
60,live_observed,live_corpus,/workspace/data/footage_corpus/basketball__euroleague-6sJXOThOUEY_s4136.mp4,1,66282396
60,live_observed,live_corpus,/workspace/data/footage_corpus/basketball__euroleague-6sJXOThOUEY_s6159.mp4,1,34337452
60,live_observed,live_corpus,/workspace/data/footage_corpus/basketball__euroleague-6sJXOThOUEY_s8182.mp4,1,54291016
60,live_observed,live_corpus,/workspace/data/footage_corpus/basketball__euroleague-6sJXOThOUEY_s90.mp4,1,38692674
60,live_observed,live_corpus,/workspace/data/footage_corpus/basketball__euroleague-CKh4oSjKnbQ_s1703.mp4,1,51476313
60,live_observed,live_corpus,/workspace/data/footage_corpus/basketball__euroleague-CKh4oSjKnbQ_s3316.mp4,1,54842839
60,live_observed,live_corpus,/workspace/data/footage_corpus/basketball__euroleague-CKh4oSjKnbQ_s4929.mp4,1,60675556
60,live_observed,live_corpus,/workspace/data/footage_corpus/basketball__euroleague-CKh4oSjKnbQ_s6542.mp4,1,60782694
60,live_observed,live_corpus,/workspace/data/footage_corpus/basketball__euroleague-CKh4oSjKnbQ_s8155.mp4,1,18655047
60,live_observed,live_corpus,/workspace/data/footage_corpus/basketball__euroleague-CKh4oSjKnbQ_s90.mp4,1,34117687
60,live_observed,live_corpus,/workspace/data/footage_corpus/basketball__euroleague-apsx4VQKE4s_s1931.mp4,1,74463580
60,live_observed,live_corpus,/workspace/data/footage_corpus/basketball__euroleague-apsx4VQKE4s_s3772.mp4,1,71331520
60,live_observed,live_corpus,/workspace/data/footage_corpus/basketball__euroleague-apsx4VQKE4s_s5613.mp4,1,73992612
60,live_observed,live_corpus,/workspace/data/footage_corpus/basketball__euroleague-apsx4VQKE4s_s7454.mp4,1,68000337
60,live_observed,live_corpus,/workspace/data/footage_corpus/basketball__euroleague-apsx4VQKE4s_s90.mp4,1,65539348
60,live_observed,live_corpus,/workspace/data/footage_corpus/basketball__euroleague-apsx4VQKE4s_s9295.mp4,1,37169885
60,live_observed,live_corpus,/workspace/data/footage_corpus/basketball__euroleague-lTRxUTuX-Tk_s1900.mp4,1,58463942
60,live_observed,live_corpus,/workspace/data/footage_corpus/basketball__euroleague-lTRxUTuX-Tk_s3710.mp4,1,54448513
60,live_observed,live_corpus,/workspace/data/footage_corpus/basketball__euroleague-lTRxUTuX-Tk_s5520.mp4,1,68738417
60,live_observed,live_corpus,/workspace/data/footage_corpus/basketball__euroleague-lTRxUTuX-Tk_s7330.mp4,1,68085943
60,live_observed,live_corpus,/workspace/data/footage_corpus/basketball__euroleague-lTRxUTuX-Tk_s90.mp4,1,38528975
60,live_observed,live_corpus,/workspace/data/footage_corpus/basketball__euroleague-lTRxUTuX-Tk_s9140.mp4,1,29366714
60,live_observed,live_corpus,/workspace/data/footage_corpus/basketball__euroleague-ldo5c1SYPPY_s1736.mp4,1,75347292
60,live_observed,live_corpus,/workspace/data/footage_corpus/basketball__euroleague-ldo5c1SYPPY_s3382.mp4,1,74511729
60,live_observed,live_corpus,/workspace/data/footage_corpus/basketball__euroleague-ldo5c1SYPPY_s5028.mp4,1,51380830
60,live_observed,live_corpus,/workspace/data/footage_corpus/basketball__euroleague-ldo5c1SYPPY_s6674.mp4,1,67320295
60,live_observed,live_corpus,/workspace/data/footage_corpus/basketball__euroleague-ldo5c1SYPPY_s8320.mp4,1,29406537
60,live_observed,live_corpus,/workspace/data/footage_corpus/basketball__euroleague-ldo5c1SYPPY_s90.mp4,1,45326506
60,live_observed,live_corpus,/workspace/data/footage_corpus/basketball__euroleague-lvHM0sKDvYo_s2017.mp4,1,69026110
60,live_observed,live_corpus,/workspace/data/footage_corpus/basketball__euroleague-lvHM0sKDvYo_s3944.mp4,1,62974689
60,live_observed,live_corpus,/workspace/data/footage_corpus/basketball__euroleague-lvHM0sKDvYo_s5871.mp4,1,65907302
60,live_observed,live_corpus,/workspace/data/footage_corpus/basketball__euroleague-lvHM0sKDvYo_s7798.mp4,1,61708209
60,live_observed,live_corpus,/workspace/data/footage_corpus/basketball__euroleague-lvHM0sKDvYo_s90.mp4,1,59476036
60,live_observed,live_corpus,/workspace/data/footage_corpus/basketball__euroleague-lvHM0sKDvYo_s9725.mp4,1,24688027
60,live_observed,live_corpus,/workspace/data/footage_corpus/basketball__euroleague-mXTDT3_sQbk_s1953.mp4,1,70343750
60,live_observed,live_corpus,/workspace/data/footage_corpus/basketball__euroleague-mXTDT3_sQbk_s3816.mp4,1,60491651
60,live_observed,live_corpus,/workspace/data/footage_corpus/basketball__euroleague-mXTDT3_sQbk_s5679.mp4,1,66317288
60,live_observed,live_corpus,/workspace/data/footage_corpus/basketball__euroleague-mXTDT3_sQbk_s7542.mp4,1,66714177
60,live_observed,live_corpus,/workspace/data/footage_corpus/basketball__euroleague-mXTDT3_sQbk_s90.mp4,1,42323024
60,live_observed,live_corpus,/workspace/data/footage_corpus/basketball__euroleague-mXTDT3_sQbk_s9405.mp4,1,28232540
60,live_observed,live_corpus,/workspace/data/footage_corpus/basketball__euroleague-s7FYmMgF7j0_s3922.mp4,1,44526680
60,live_observed,live_corpus,/workspace/data/footage_corpus/basketball__euroleague-s7FYmMgF7j0_s90.mp4,1,43563973
60,live_observed,live_corpus,/workspace/data/footage_corpus/basketball__euroleague-s7FYmMgF7j0_s9670.mp4,1,31566273
60,live_observed,live_corpus,/workspace/data/footage_corpus/basketball__euroleague-tCpBCdX4AJ0_s1688.mp4,1,64808504
60,live_observed,live_corpus,/workspace/data/footage_corpus/basketball__euroleague-tCpBCdX4AJ0_s3286.mp4,1,53119337
60,live_observed,live_corpus,/workspace/data/footage_corpus/basketball__euroleague-tCpBCdX4AJ0_s4884.mp4,1,55811975
60,live_observed,live_corpus,/workspace/data/footage_corpus/basketball__euroleague-tCpBCdX4AJ0_s6482.mp4,1,62424637
60,live_observed,live_corpus,/workspace/data/footage_corpus/basketball__euroleague-tCpBCdX4AJ0_s8080.mp4,1,32440062
60,live_observed,live_corpus,/workspace/data/footage_corpus/basketball__euroleague-tCpBCdX4AJ0_s90.mp4,1,34548972
60,live_observed,live_corpus,/workspace/data/footage_corpus/basketball__euroleague-u55vdPRGwSY_s10370.mp4,1,56166730
60,live_observed,live_corpus,/workspace/data/footage_corpus/basketball__euroleague-u55vdPRGwSY_s2146.mp4,1,68818379
60,live_observed,live_corpus,/workspace/data/footage_corpus/basketball__euroleague-u55vdPRGwSY_s4202.mp4,1,46884310
60,live_observed,live_corpus,/workspace/data/footage_corpus/basketball__euroleague-u55vdPRGwSY_s6258.mp4,1,42011966
60,live_observed,live_corpus,/workspace/data/footage_corpus/basketball__euroleague-u55vdPRGwSY_s8314.mp4,1,53901046
60,live_observed,live_corpus,/workspace/data/footage_corpus/basketball__euroleague-u55vdPRGwSY_s90.mp4,1,39857737
60,live_observed,live_corpus,/workspace/data/footage_corpus/ncaa_basketball__7gOkXUv8Uwk_s1314.mp4,1,74706940
60,live_observed,live_corpus,/workspace/data/footage_corpus/ncaa_basketball__7gOkXUv8Uwk_s2538.mp4,1,74542741
60,live_observed,live_corpus,/workspace/data/footage_corpus/ncaa_basketball__7gOkXUv8Uwk_s3762.mp4,1,75143148
60,live_observed,live_corpus,/workspace/data/footage_corpus/ncaa_basketball__7gOkXUv8Uwk_s4986.mp4,1,72250062
60,live_observed,live_corpus,/workspace/data/footage_corpus/ncaa_basketball__7gOkXUv8Uwk_s90.mp4,1,70124627
60,live_observed,live_corpus,/workspace/data/footage_corpus/ncaa_basketball__SbLEuud8mk4_s1247.mp4,1,66222280
60,live_observed,live_corpus,/workspace/data/footage_corpus/ncaa_basketball__SbLEuud8mk4_s2404.mp4,1,63520213
60,live_observed,live_corpus,/workspace/data/footage_corpus/ncaa_basketball__SbLEuud8mk4_s3561.mp4,1,61741511
60,live_observed,live_corpus,/workspace/data/footage_corpus/ncaa_basketball__SbLEuud8mk4_s4718.mp4,1,65390029
60,live_observed,live_corpus,/workspace/data/footage_corpus/ncaa_basketball__SbLEuud8mk4_s90.mp4,1,68149465
