ytid,offset,sport,ledger_status,finished_at,retained,pool,source_path,source_bytes
N-eE7ZwTuno,1308,ncaa_basketball,tracked,1789053696,0,,,0
N-eE7ZwTuno,1373,ncaa_basketball,tracked,1789064246,0,,,0
N-eE7ZwTuno,1390,ncaa_basketball,tracked,1788854611,0,,,0
N-eE7ZwTuno,1715,ncaa_basketball,tracked,1788854052,0,,,0
N-eE7ZwTuno,2040,ncaa_basketball,tracked,1788853593,0,,,0
N-eE7ZwTuno,2365,ncaa_basketball,tracked,1788854734,0,,,0
N-eE7ZwTuno,2526,ncaa_basketball,tracked,1789053716,0,,,0
N-eE7ZwTuno,2591,ncaa_basketball,tracked,1789064287,0,,,0
N-eE7ZwTuno,2690,ncaa_basketball,tracked,1788855160,0,,,0
N-eE7ZwTuno,3015,ncaa_basketball,tracked,1788854815,0,,,0
N-eE7ZwTuno,3340,ncaa_basketball,tracked,1788854835,0,,,0
N-eE7ZwTuno,3665,ncaa_basketball,tracked,1788855792,0,,,0
N-eE7ZwTuno,3744,ncaa_basketball,tracked,1789053716,0,,,0
N-eE7ZwTuno,3809,ncaa_basketball,tracked,1789064307,0,,,0
N-eE7ZwTuno,3990,ncaa_basketball,thin,1788855260,0,,,0
N-eE7ZwTuno,4315,ncaa_basketball,tracked,1788855382,0,,,0
N-eE7ZwTuno,4640,ncaa_basketball,tracked,1788855771,0,,,0
N-eE7ZwTuno,4962,ncaa_basketball,tracked,1789053757,0,,,0
N-eE7ZwTuno,4965,ncaa_basketball,tracked,1788855484,0,,,0
N-eE7ZwTuno,5027,ncaa_basketball,tracked,1789064549,0,,,0
NNJTTtwp7KE,90,nba,tracked,1788856725,0,,,0
NNJTTtwp7KE,498,nba,tracked,1788855998,0,,,0
NNJTTtwp7KE,906,nba,tracked,1788857046,0,,,0
QCoM_-z6OT4,90,wnba,tracked,1789082093,0,,,0
QCoM_-z6OT4,1498,wnba,tracked,1789082113,0,,,0
QCoM_-z6OT4,2906,wnba,tracked,1789082072,0,,,0
QCoM_-z6OT4,4314,wnba,tracked,1789082113,0,,,0
QXFM3hlaDAk,90,ncaa_basketball,tracked,1788872049,0,,,0
QXFM3hlaDAk,155,ncaa_basketball,tracked,1789070094,0,,,0
QXFM3hlaDAk,1375,ncaa_basketball,tracked,1788871778,0,,,0
QXFM3hlaDAk,1440,ncaa_basketball,tracked,1789070197,0,,,0
QXFM3hlaDAk,2660,ncaa_basketball,tracked,1788872090,0,,,0
QXFM3hlaDAk,2725,ncaa_basketball,tracked,1789070155,0,,,0
QXFM3hlaDAk,3945,ncaa_basketball,tracked,1788872049,0,,,0
QXFM3hlaDAk,4010,ncaa_basketball,tracked,1789070197,0,,,0
QXFM3hlaDAk,5230,ncaa_basketball,tracked,1788872507,0,,,0
QXFM3hlaDAk,5295,ncaa_basketball,tracked,1789070176,0,,,0
RD68Xth--34,90,nba,tracked,1789097271,0,,,0
RD68Xth--34,1287,nba,tracked,1789097230,0,,,0
RD68Xth--34,2484,nba,tracked,1789097270,0,,,0
RD68Xth--34,3681,nba,tracked,1789097250,0,,,0
RD68Xth--34,4878,nba,tracked,1789097250,0,,,0
RIrGQJ_jsGQ,90,nba,tracked,1788866721,1,retained_g364_val,/workspace/g364_scratch/val/RIrGQJ_jsGQ_s90.mp4,57018293
RIrGQJ_jsGQ,155,nba,tracked,1789069302,0,,,0
RIrGQJ_jsGQ,1410,nba,tracked,1788866596,1,retained_g364_val,/workspace/g364_scratch/val/RIrGQJ_jsGQ_s1410.mp4,61150234
RIrGQJ_jsGQ,1475,nba,tracked,1789069384,0,,,0
RIrGQJ_jsGQ,2730,nba,tracked,1788866554,0,,,0
RIrGQJ_jsGQ,2795,nba,tracked,1789069364,0,,,0
RIrGQJ_jsGQ,4050,nba,tracked,1788866721,0,,,0
RIrGQJ_jsGQ,4115,nba,tracked,1789069364,0,,,0
RIrGQJ_jsGQ,5370,nba,tracked,1788866679,0,,,0
RIrGQJ_jsGQ,5435,nba,tracked,1789069364,0,,,0
RIrGQJ_jsGQ,6690,nba,thin,1788866074,0,,,0
RWO5tGSbLDI,90,nba,tracked,1789080793,0,,,0
RWO5tGSbLDI,1508,nba,tracked,1789080385,0,,,0
RWO5tGSbLDI,2926,nba,tracked,1789080632,0,,,0
RWO5tGSbLDI,4344,nba,tracked,1789080550,0,,,0
RWO5tGSbLDI,5762,nba,tracked,1789080632,0,,,0
RtiZgPwcwNA,90,ncaa_basketball,tracked,1789095687,0,,,0
RtiZgPwcwNA,1405,ncaa_basketball,tracked,1789095626,0,,,0
RtiZgPwcwNA,2720,ncaa_basketball,tracked,1789095647,1,retained_g380_sources,/workspace/g380_scratch/sources/ncaa_basketball__RtiZgPwcwNA_s2720.mp4,62835904
RtiZgPwcwNA,4035,ncaa_basketball,tracked,1789095647,0,,,0
RtiZgPwcwNA,5350,ncaa_basketball,tracked,1789095747,0,,,0
UCVSlzgun0o,90,,ABSENT_FROM_LEDGER,0,1,retained_g364_val,/workspace/g364_scratch/val/UCVSlzgun0o_s90.mp4,74729263
UCVSlzgun0o,2298,,ABSENT_FROM_LEDGER,0,1,retained_g364_val,/workspace/g364_scratch/val/UCVSlzgun0o_s2298.mp4,68986280
UHJ90jJmCYw,90,ncaa_basketball,tracked,1788902115,0,,,0
UHJ90jJmCYw,1199,ncaa_basketball,tracked,1788901929,0,,,0
UHJ90jJmCYw,2308,ncaa_basketball,tracked,1788902388,0,,,0
UHJ90jJmCYw,3417,ncaa_basketball,tracked,1788902410,0,,,0
UHJ90jJmCYw,4526,ncaa_basketball,tracked,1788903184,0,,,0
UHJ90jJmCYw,5635,ncaa_basketball,tracked,1788902830,0,,,0
UPco-jzOoEg,1443,ncaa_basketball,tracked,1788910946,0,,,0
UPco-jzOoEg,2796,ncaa_basketball,tracked,1788910860,0,,,0
UzaYBYy3GZg,90,ncaa_basketball,tracked,1788872466,1,retained_g364_val,/workspace/g364_scratch/val/UzaYBYy3GZg_s90.mp4,70876617
UzaYBYy3GZg,155,ncaa_basketball,tracked,1789069729,0,,,0
UzaYBYy3GZg,1378,ncaa_basketball,tracked,1788872007,1,retained_g364_val,/workspace/g364_scratch/val/UzaYBYy3GZg_s1378.mp4,62843736
UzaYBYy3GZg,1443,ncaa_basketball,tracked,1789069791,0,,,0
UzaYBYy3GZg,2666,ncaa_basketball,tracked,1788871882,0,,,0
UzaYBYy3GZg,2731,ncaa_basketball,tracked,1789069750,0,,,0
UzaYBYy3GZg,3954,ncaa_basketball,tracked,1788871488,0,,,0
UzaYBYy3GZg,4019,ncaa_basketball,tracked,1789069771,0,,,0
UzaYBYy3GZg,5242,ncaa_basketball,tracked,1788872362,0,,,0
UzaYBYy3GZg,5307,ncaa_basketball,tracked,1789070013,0,,,0
VEUJpELt_yA,90,ncaa_basketball,tracked,1788893111,0,,,0
VEUJpELt_yA,1212,ncaa_basketball,tracked,1788892694,0,,,0
VEUJpELt_yA,2334,ncaa_basketball,tracked,1788893007,0,,,0
VEUJpELt_yA,3456,ncaa_basketball,tracked,1788892673,0,,,0
VEUJpELt_yA,4578,ncaa_basketball,tracked,1788893241,0,,,0
VEUJpELt_yA,5700,ncaa_basketball,tracked,1788893262,0,,,0
Vm0FqeGo-8g,90,ncaa_basketball,tracked,1788878872,1,retained_g364_val,/workspace/g364_scratch/val/Vm0FqeGo-8g_s90.mp4,78483924
Vm0FqeGo-8g,1317,ncaa_basketball,tracked,1788878477,1,retained_g364_val,/workspace/g364_scratch/val/Vm0FqeGo-8g_s1317.mp4,65439426
Vm0FqeGo-8g,2544,ncaa_basketball,tracked,1788878498,0,,,0
Vm0FqeGo-8g,3771,ncaa_basketball,tracked,1788879289,0,,,0
Vm0FqeGo-8g,4998,ncaa_basketball,tracked,1788878663,0,,,0
WeheQidCPXI,90,ncaa_basketball,tracked,1788872425,0,,,0
WeheQidCPXI,155,ncaa_basketball,tracked,1789069771,0,,,0
WeheQidCPXI,1389,ncaa_basketball,tracked,1788871509,0,,,0
WeheQidCPXI,1454,ncaa_basketball,tracked,1789069282,0,,,0
WeheQidCPXI,2688,ncaa_basketball,tracked,1788871257,0,,,0
WeheQidCPXI,2753,ncaa_basketball,tracked,1789069729,0,,,0
WeheQidCPXI,3987,ncaa_basketball,tracked,1788871320,0,,,0
WeheQidCPXI,4052,ncaa_basketball,tracked,1789069771,0,,,0
WeheQidCPXI,5286,ncaa_basketball,tracked,1788871509,0,,,0
WeheQidCPXI,5351,ncaa_basketball,tracked,1789070258,0,,,0
X5w3V6rh26s,90,ncaa_basketball,tracked,1788877380,1,retained_g364_val,/workspace/g364_scratch/val/X5w3V6rh26s_s90.mp4,71367114
X5w3V6rh26s,1376,ncaa_basketball,tracked,1788877255,1,retained_g364_val,/workspace/g364_scratch/val/X5w3V6rh26s_s1376.mp4,71085559
X5w3V6rh26s,2662,ncaa_basketball,tracked,1788878518,0,,,0
X5w3V6rh26s,3948,ncaa_basketball,tracked,1788877442,0,,,0
X5w3V6rh26s,5234,ncaa_basketball,tracked,1788877650,0,,,0
XCaGht2GmPg,90,nba,tracked,1788865237,0,,,0
XCaGht2GmPg,155,nba,tracked,1789067849,0,,,0
XCaGht2GmPg,1416,nba,tracked,1788864583,0,,,0
XCaGht2GmPg,1481,nba,tracked,1789067808,0,,,0
XCaGht2GmPg,2742,nba,tracked,1788864563,0,,,0
XCaGht2GmPg,2807,nba,tracked,1789068133,0,,,0
XCaGht2GmPg,4068,nba,tracked,1788864828,0,,,0
XCaGht2GmPg,4133,nba,tracked,1789068174,0,,,0
XCaGht2GmPg,5394,nba,tracked,1788865051,0,,,0
XCaGht2GmPg,5459,nba,tracked,1789068154,0,,,0
XCaGht2GmPg,6720,nba,thin,1788864665,0,,,0
XzIzQZBrPBY,60,nba,tracked,1788854510,0,,,0
XzIzQZBrPBY,90,nba,tracked,1789053797,0,,,0
XzIzQZBrPBY,155,nba,tracked,1789064327,0,,,0
XzIzQZBrPBY,229,nba,tracked,1788854427,0,,,0
XzIzQZBrPBY,244,nba,tracked,1789053757,0,,,0
XzIzQZBrPBY,309,nba,tracked,1789064367,0,,,0
XzIzQZBrPBY,398,nba,tracked,1788854468,0,,,0
XzIzQZBrPBY,463,nba,tracked,1789064428,0,,,0
Y1cgaIWW8gk,1437,,ABSENT_FROM_LEDGER,0,1,retained_g364_val,/workspace/g364_scratch/val/Y1cgaIWW8gk_s1437.mp4,73218045
Y1cgaIWW8gk,2784,,ABSENT_FROM_LEDGER,0,1,retained_g364_val,/workspace/g364_scratch/val/Y1cgaIWW8gk_s2784.mp4,68904225
Ze8frxZxNyk,90,ncaa_basketball,tracked,1788881260,0,,,0
Ze8frxZxNyk,1368,ncaa_basketball,tracked,1788877980,0,,,0
Ze8frxZxNyk,2646,ncaa_basketball,tracked,1788877505,0,,,0
Ze8frxZxNyk,3924,ncaa_basketball,tracked,1788877567,0,,,0
Ze8frxZxNyk,5202,ncaa_basketball,tracked,1788879248,0,,,0
_fl2i6vToTM,90,,ABSENT_FROM_LEDGER,0,1,retained_g364_val,/workspace/g364_scratch/val/_fl2i6vToTM_s90.mp4,86508102
_fl2i6vToTM,2496,,ABSENT_FROM_LEDGER,0,1,retained_g364_val,/workspace/g364_scratch/val/_fl2i6vToTM_s2496.mp4,87504446
aRXUODekNn8,90,ncaa_basketball,tracked,1789095325,0,,,0
aRXUODekNn8,1276,ncaa_basketball,tracked,1789095224,0,,,0
aRXUODekNn8,2462,ncaa_basketball,tracked,1789095244,0,,,0
aRXUODekNn8,3648,ncaa_basketball,tracked,1789095244,0,,,0
aRXUODekNn8,4834,ncaa_basketball,tracked,1789095325,0,,,0
acb-6NGcNkDDK9o,90,basketball,tracked,1788903682,0,,,0
acb-6NGcNkDDK9o,1336,basketball,tracked,1788902704,0,,,0
acb-6NGcNkDDK9o,2582,basketball,tracked,1788902810,0,,,0
acb-6NGcNkDDK9o,3828,basketball,tracked,1788902893,0,,,0
acb-6NGcNkDDK9o,5074,basketball,tracked,1788902976,0,,,0
acb-6NGcNkDDK9o,6320,basketball,tracked,1788902976,0,,,0
acb-8Oh7-GrvKvE,90,basketball,thin,1788909817,0,,,0
acb-8Oh7-GrvKvE,1360,basketball,tracked,1788909881,0,,,0
acb-8Oh7-GrvKvE,2630,basketball,tracked,1788910180,0,,,0
acb-8Oh7-GrvKvE,3900,basketball,tracked,1788910286,0,,,0
acb-8Oh7-GrvKvE,5170,basketball,tracked,1788910327,0,,,0
acb-8Oh7-GrvKvE,6440,basketball,tracked,1788910410,0,,,0
acb-DCA1PAsKVJs,90,basketball,thin,1788882073,0,,,0
acb-DCA1PAsKVJs,1465,basketball,tracked,1788882516,0,,,0
acb-DCA1PAsKVJs,2840,basketball,tracked,1788882847,0,,,0
acb-DCA1PAsKVJs,4215,basketball,thin,1788882722,0,,,0
acb-DCA1PAsKVJs,5590,basketball,tracked,1788882557,0,,,0
acb-DCA1PAsKVJs,6965,basketball,tracked,1788882909,0,,,0
acb-IZW8vZFesBI,90,basketball,tracked,1788889377,0,,,0
acb-IZW8vZFesBI,1423,basketball,tracked,1788888766,0,,,0
acb-IZW8vZFesBI,2756,basketball,tracked,1788888660,0,,,0
acb-IZW8vZFesBI,4089,basketball,tracked,1788889314,0,,,0
acb-IZW8vZFesBI,5422,basketball,tracked,1788889252,0,,,0
acb-IZW8vZFesBI,6755,basketball,thin,1788889252,0,,,0
acb-_a72WK36Its,90,basketball,tracked,1788895002,0,,,0
acb-_a72WK36Its,1376,basketball,tracked,1788893958,0,,,0
acb-_a72WK36Its,2662,basketball,tracked,1788893811,0,,,0
acb-_a72WK36Its,3948,basketball,tracked,1788894144,0,,,0
acb-_a72WK36Its,5234,basketball,tracked,1788894249,0,,,0
acb-_a72WK36Its,6520,basketball,thin,1788893663,0,,,0
bleague-oW8psSa2hf4,90,basketball,tracked,1788895085,0,,,0
bleague-oW8psSa2hf4,1344,basketball,tracked,1788894521,0,,,0
bleague-oW8psSa2hf4,2598,basketball,tracked,1788894689,0,,,0
bleague-oW8psSa2hf4,3852,basketball,tracked,1788894981,0,,,0
bleague-oW8psSa2hf4,5106,basketball,tracked,1788895002,0,,,0
bleague-oW8psSa2hf4,6360,basketball,tracked,1788895439,0,,,0
bt3NwN7k8bY,90,nba,tracked,1788876964,0,,,0
bt3NwN7k8bY,1701,nba,thin,1788876421,0,,,0
bt3NwN7k8bY,3312,nba,thin,1788876462,0,,,0
bzahHiNvCUE,60,nba,tracked,1788853278,0,,,0
bzahHiNvCUE,430,nba,tracked,1788853278,0,,,0
bzahHiNvCUE,800,nba,tracked,1788854094,0,,,0
c-AQzcZ1Jxs,90,nba,tracked,1789097612,0,,,0
c-AQzcZ1Jxs,1239,nba,tracked,1789097391,0,,,0
c-AQzcZ1Jxs,2388,nba,tracked,1789097331,0,,,0
c-AQzcZ1Jxs,3537,nba,tracked,1789097371,0,,,0
c-AQzcZ1Jxs,4686,nba,tracked,1789097652,0,,,0
cRqEjm_OF1E,90,nba,tracked,1789080018,0,,,0
cRqEjm_OF1E,1163,nba,tracked,1789079122,0,,,0
cRqEjm_OF1E,2236,nba,tracked,1789079264,0,,,0
cRqEjm_OF1E,3309,nba,tracked,1789079326,0,,,0
cRqEjm_OF1E,4382,nba,tracked,1789079326,0,,,0
cRqEjm_OF1E,5455,nba,tracked,1789079875,0,,,0
can0TljVjRg,90,nba,tracked,1789080222,0,,,0
can0TljVjRg,2509,nba,tracked,1789078714,0,,,0
can0TljVjRg,4928,nba,tracked,1789079021,0,,,0
can0TljVjRg,7347,nba,tracked,1789080099,0,,,0
can0TljVjRg,9766,nba,tracked,1789080263,0,,,0
can0TljVjRg,12185,nba,tracked,1789078816,0,,,0
cba-8R8t7v2N-zQ,90,basketball,tracked,1788900355,0,,,0
cba-8R8t7v2N-zQ,1452,basketball,tracked,1788900130,0,,,0
cba-8R8t7v2N-zQ,2814,basketball,thin,1788900029,0,,,0
cba-8R8t7v2N-zQ,4176,basketball,tracked,1788900709,0,,,0
cba-8R8t7v2N-zQ,5538,basketball,tracked,1788900730,0,,,0
cba-8R8t7v2N-zQ,6900,basketball,tracked,1788900772,0,,,0
cba-FaMCJR6tFm0,90,basketball,tracked,1788896049,0,,,0
cba-FaMCJR6tFm0,1333,basketball,tracked,1788896049,0,,,0
cba-FaMCJR6tFm0,2576,basketball,tracked,1788895686,0,,,0
cba-FaMCJR6tFm0,3819,basketball,tracked,1788895916,0,,,0
cba-FaMCJR6tFm0,5062,basketball,tracked,1788896386,0,,,0
cba-FaMCJR6tFm0,6305,basketball,tracked,1788896049,0,,,0
cba-ZVdR8Q9AE0Q,90,basketball,tracked,1788883492,0,,,0
cba-ZVdR8Q9AE0Q,1437,basketball,tracked,1788882826,0,,,0
cba-ZVdR8Q9AE0Q,2784,basketball,tracked,1788883201,0,,,0
cba-ZVdR8Q9AE0Q,4131,basketball,tracked,1788883533,0,,,0
cba-ZVdR8Q9AE0Q,5478,basketball,tracked,1788884765,0,,,0
cba-ZVdR8Q9AE0Q,6825,basketball,tracked,1788883347,0,,,0
coYlCAzzpjI,90,nba,tracked,1789080712,0,,,0
coYlCAzzpjI,1868,nba,tracked,1789080139,0,,,0
coYlCAzzpjI,3646,nba,tracked,1789080201,0,,,0
coYlCAzzpjI,5424,nba,tracked,1789080242,0,,,0
coYlCAzzpjI,7202,nba,tracked,1789080611,0,,,0
d3_0714DiHo,90,,ABSENT_FROM_LEDGER,0,1,retained_g364_val,/workspace/g364_scratch/val/d3_0714DiHo_s90.mp4,77324920
d3_0714DiHo,217,,ABSENT_FROM_LEDGER,0,1,retained_g364_val,/workspace/g364_scratch/val/d3_0714DiHo_s217.mp4,81000315
dPgMkcHsSBE,90,ncaa_basketball,tracked,1789094260,0,,,0
dPgMkcHsSBE,1379,ncaa_basketball,tracked,1789094199,0,,,0
dPgMkcHsSBE,2668,ncaa_basketball,tracked,1789094219,0,,,0
dPgMkcHsSBE,3957,ncaa_basketball,tracked,1789094240,0,,,0
dPgMkcHsSBE,5246,ncaa_basketball,tracked,1789094280,0,,,0
eXwgsSpz-GY,90,ncaa_basketball,tracked,1789095768,0,,,0
eXwgsSpz-GY,1274,ncaa_basketball,tracked,1789095386,0,,,0
eXwgsSpz-GY,2458,ncaa_basketball,tracked,1789095406,1,retained_g380_sources,/workspace/g380_scratch/sources/ncaa_basketball__eXwgsSpz-GY_s2458.mp4,69602360
eXwgsSpz-GY,3642,ncaa_basketball,tracked,1789095466,0,,,0
eXwgsSpz-GY,4826,ncaa_basketball,tracked,1789095808,0,,,0
eaKqXq9dfig,60,nba,tracked,1788854345,0,,,0
eaKqXq9dfig,90,nba,tracked,1789059453,0,,,0
eaKqXq9dfig,155,nba,tracked,1789064105,0,,,0
eaKqXq9dfig,244,nba,tracked,1788853989,0,,,0
eaKqXq9dfig,259,nba,tracked,1789059392,0,,,0
eaKqXq9dfig,324,nba,tracked,1789064145,0,,,0
eaKqXq9dfig,428,nba,tracked,1788854073,0,,,0
eaKqXq9dfig,493,nba,tracked,1789064185,0,,,0
eurocup-DyCvYr221F8,90,basketball,tracked,1788897585,0,,,0
eurocup-DyCvYr221F8,1333,basketball,tracked,1788897504,0,,,0
eurocup-DyCvYr221F8,2576,basketball,tracked,1788897484,0,,,0
eurocup-DyCvYr221F8,3819,basketball,tracked,1788897443,0,,,0
eurocup-DyCvYr221F8,5062,basketball,tracked,1788897625,0,,,0
eurocup-DyCvYr221F8,6305,basketball,tracked,1788897969,0,,,0
eurocup-RuYvEezE47Y,90,basketball,thin,1788890037,0,,,0
eurocup-RuYvEezE47Y,1423,basketball,tracked,1788890394,0,,,0
eurocup-RuYvEezE47Y,2756,basketball,tracked,1788890712,0,,,0
eurocup-RuYvEezE47Y,4089,basketball,tracked,1788890775,0,,,0
eurocup-RuYvEezE47Y,5422,basketball,tracked,1788890608,0,,,0
eurocup-RuYvEezE47Y,6755,basketball,tracked,1788890733,0,,,0
eurocup-Y6POC6V1Y5E,90,basketball,tracked,1788908566,0,,,0
eurocup-Y6POC6V1Y5E,1221,basketball,tracked,1788907315,0,,,0
eurocup-Y6POC6V1Y5E,2352,basketball,tracked,1788908713,0,,,0
eurocup-Y6POC6V1Y5E,3483,basketball,tracked,1788909288,0,,,0
eurocup-Y6POC6V1Y5E,4614,basketball,tracked,1788908030,0,,,0
eurocup-Y6POC6V1Y5E,5745,basketball,tracked,1788908651,0,,,0
eurocup-mhi_fuXUPRE,90,basketball,thin,1788883492,0,,,0
eurocup-mhi_fuXUPRE,1438,basketball,tracked,1788883800,0,,,0
eurocup-mhi_fuXUPRE,2786,basketball,tracked,1788883471,0,,,0
eurocup-mhi_fuXUPRE,4134,basketball,tracked,1788884136,0,,,0
eurocup-mhi_fuXUPRE,5482,basketball,tracked,1788884030,0,,,0
eurocup-mhi_fuXUPRE,6830,basketball,tracked,1788884094,0,,,0
eurocup-qrWmO434a0k,90,basketball,thin,1788873555,0,,,0
eurocup-qrWmO434a0k,1447,basketball,tracked,1788873616,0,,,0
eurocup-qrWmO434a0k,2804,basketball,tracked,1788873949,0,,,0
eurocup-qrWmO434a0k,4161,basketball,tracked,1788873888,0,,,0
eurocup-qrWmO434a0k,5518,basketball,tracked,1788874155,0,,,0
eurocup-qrWmO434a0k,6875,basketball,tracked,1788874073,0,,,0
euroleague--1Pc0v6x4xU,90,basketball,tracked,1788904688,0,,,0
euroleague--1Pc0v6x4xU,1452,basketball,tracked,1788903529,0,,,0
euroleague--1Pc0v6x4xU,2814,basketball,tracked,1788903897,0,,,0
euroleague--1Pc0v6x4xU,4176,basketball,tracked,1788903507,0,,,0
euroleague--1Pc0v6x4xU,5538,basketball,tracked,1788904002,0,,,0
euroleague--1Pc0v6x4xU,6900,basketball,tracked,1788903938,0,,,0
euroleague-8ue528gaVyY,90,basketball,tracked,1788859490,0,,,0
euroleague-8ue528gaVyY,155,basketball,tracked,1789064710,0,,,0
euroleague-8ue528gaVyY,1228,basketball,tracked,1789054059,0,,,0
euroleague-8ue528gaVyY,1293,basketball,thin,1789064528,0,,,0
euroleague-8ue528gaVyY,2366,basketball,tracked,1789054162,0,,,0
euroleague-8ue528gaVyY,2431,basketball,tracked,1789064549,0,,,0
euroleague-8ue528gaVyY,2937,basketball,tracked,1788859591,0,,,0
euroleague-8ue528gaVyY,3504,basketball,tracked,1789054182,0,,,0
euroleague-8ue528gaVyY,3569,basketball,tracked,1789064791,0,,,0
euroleague-8ue528gaVyY,4642,basketball,tracked,1789054141,0,,,0
euroleague-8ue528gaVyY,4707,basketball,tracked,1789064932,0,,,0
euroleague-8ue528gaVyY,5780,basketball,tracked,1789054182,0,,,0
euroleague-8ue528gaVyY,5784,basketball,tracked,1788859409,0,,,0
euroleague-8ue528gaVyY,5845,basketball,tracked,1789064851,0,,,0
euroleague-AIPW_g_VZN0,90,basketball,tracked,1788911918,0,,,0
euroleague-AIPW_g_VZN0,1153,basketball,tracked,1788911562,0,,,0
euroleague-AIPW_g_VZN0,2216,basketball,tracked,1788911628,0,,,0
euroleague-AIPW_g_VZN0,3279,basketball,tracked,1788911733,0,,,0
euroleague-AIPW_g_VZN0,4342,basketball,tracked,1788911733,0,,,0
euroleague-AIPW_g_VZN0,5405,basketball,tracked,1788911733,0,,,0
euroleague-FbtN6DBw5Y0,90,basketball,tracked,1788904258,0,,,0
euroleague-FbtN6DBw5Y0,199,basketball,tracked,1788903875,0,,,0
euroleague-FbtN6DBw5Y0,308,basketball,tracked,1788903746,0,,,0
euroleague-HkwnT6jwtNs,90,basketball,tracked,1788888296,0,,,0
euroleague-HkwnT6jwtNs,1276,basketball,tracked,1788887534,0,,,0
euroleague-HkwnT6jwtNs,2462,basketball,tracked,1788888087,0,,,0
euroleague-HkwnT6jwtNs,3648,basketball,tracked,1788888150,0,,,0
euroleague-HkwnT6jwtNs,4834,basketball,tracked,1788888108,0,,,0
euroleague-Rwt3m7deGg0,90,basketball,tracked,1788881383,0,,,0
euroleague-Rwt3m7deGg0,1402,basketball,tracked,1788881219,0,,,0
euroleague-Rwt3m7deGg0,2714,basketball,tracked,1788881466,0,,,0
euroleague-Rwt3m7deGg0,4026,basketball,tracked,1788881239,0,,,0
euroleague-Rwt3m7deGg0,5338,basketball,tracked,1788881281,0,,,0
euroleague-Rwt3m7deGg0,6650,basketball,tracked,1788882536,0,,,0
euroleague-a_GxgklBtEs,90,basketball,tracked,1788872895,0,,,0
euroleague-a_GxgklBtEs,155,basketball,tracked,1789070379,0,,,0
euroleague-a_GxgklBtEs,1404,basketball,tracked,1788872446,0,,,0
euroleague-a_GxgklBtEs,1469,basketball,tracked,1789070338,0,,,0
euroleague-a_GxgklBtEs,2718,basketball,tracked,1788872713,0,,,0
euroleague-a_GxgklBtEs,2783,basketball,tracked,1789070419,0,,,0
euroleague-a_GxgklBtEs,4032,basketball,tracked,1788872733,0,,,0
euroleague-a_GxgklBtEs,4097,basketball,tracked,1789070460,0,,,0
euroleague-a_GxgklBtEs,5346,basketball,tracked,1788872713,0,,,0
euroleague-a_GxgklBtEs,5411,basketball,tracked,1789070460,0,,,0
euroleague-a_GxgklBtEs,6660,basketball,thin,1788872425,0,,,0
euroleague-d3_0714DiHo,90,basketball,tracked,1788894730,0,,,0
euroleague-d3_0714DiHo,217,basketball,tracked,1788894730,0,,,0
euroleague-d3_0714DiHo,344,basketball,tracked,1788894668,0,,,0
euroleague-krbfJW7sYUk,90,basketball,tracked,1788901124,0,,,0
euroleague-krbfJW7sYUk,1466,basketball,tracked,1788900812,0,,,0
euroleague-krbfJW7sYUk,2842,basketball,tracked,1788901059,0,,,0
euroleague-krbfJW7sYUk,4218,basketball,tracked,1788900976,0,,,0
euroleague-krbfJW7sYUk,5594,basketball,tracked,1788901144,0,,,0
euroleague-krbfJW7sYUk,6970,basketball,thin,1788900709,0,,,0
euroleague-xyoAURYLnQM,90,basketball,thin,1788874406,0,,,0
euroleague-xyoAURYLnQM,1301,basketball,tracked,1788874406,0,,,0
euroleague-xyoAURYLnQM,2512,basketball,tracked,1788874237,0,,,0
euroleague-xyoAURYLnQM,3723,basketball,tracked,1788874697,0,,,0
euroleague-xyoAURYLnQM,4934,basketball,tracked,1788874758,0,,,0
euroleague-xyoAURYLnQM,6145,basketball,tracked,1788874738,0,,,0
euroleague-zud-2wkhjJY,90,basketball,tracked,1788869507,0,,,0
euroleague-zud-2wkhjJY,155,basketball,tracked,1789062996,0,,,0
euroleague-zud-2wkhjJY,231,basketball,tracked,1788869299,0,,,0
euroleague-zud-2wkhjJY,296,basketball,tracked,1789063036,0,,,0
euroleague-zud-2wkhjJY,372,basketball,tracked,1788869507,0,,,0
euroleague-zud-2wkhjJY,437,basketball,tracked,1789063096,0,,,0
fW6Q1NSXAzY,90,ncaa_basketball,tracked,1789094581,0,,,0
fW6Q1NSXAzY,1412,ncaa_basketball,tracked,1789094381,0,,,0
fW6Q1NSXAzY,2734,ncaa_basketball,tracked,1789094381,0,,,0
fW6Q1NSXAzY,4056,ncaa_basketball,tracked,1789094401,0,,,0
fXLNra4sjjU,90,ncaa_basketball,tracked,1788859691,0,,,0
fXLNra4sjjU,155,ncaa_basketball,tracked,1789065074,0,,,0
fXLNra4sjjU,1238,ncaa_basketball,tracked,1789054526,0,,,0
fXLNra4sjjU,1303,ncaa_basketball,tracked,1789064952,0,,,0
fXLNra4sjjU,2386,ncaa_basketball,tracked,1789054566,0,,,0
fXLNra4sjjU,2451,ncaa_basketball,tracked,1789065094,0,,,0
fXLNra4sjjU,2961,ncaa_basketball,tracked,1788860134,0,,,0
fXLNra4sjjU,3534,ncaa_basketball,tracked,1789054566,0,,,0
fXLNra4sjjU,3599,ncaa_basketball,tracked,1789065094,0,,,0
fXLNra4sjjU,4682,ncaa_basketball,tracked,1789054627,0,,,0
