frame,timestamp,ball_x2d,ball_y2d,detected,live
1944,32.432,680,183,1,1
1947,32.482,682,178,1,1
1950,32.532,684,173,1,1
1953,32.583,680,167,1,1
1956,32.633,682,164,1,1
1959,32.683,676,160,1,1
1962,32.733,668,158,1,1
1965,32.783,665,158,1,1
1968,32.833,657,157,1,1
1971,32.883,657,157,1,1
1974,32.933,63,160,1,1
1977,32.983,45,160,1,1
1980,33.033,28,160,1,1
1983,33.083,9,160,1,1
1986,33.133,138,268,1,1
1989,33.183,114,272,1,1
1992,33.233,93,269,1,1
1995,33.283,57,268,1,1
1998,33.333,34,236,1,1
2001,33.383,43,271,1,1
2004,33.433,5,271,1,1
2007,33.483,,,0,1
2010,33.534,,,0,1
2013,33.584,,,0,1
2016,33.634,,,0,1
2019,33.684,,,0,1
2022,33.734,,,0,1
2025,33.784,,,0,1
2028,33.834,,,0,1
2031,33.884,,,0,1
2034,33.934,,,0,1
2037,33.984,,,0,1
2040,34.034,,,0,1
2043,34.084,,,0,1
2046,34.134,,,0,1
2049,34.184,,,0,1
2052,34.234,,,0,1
2055,34.284,,,0,1
2058,34.334,,,0,1
2061,34.384,,,0,1
2064,34.434,,,0,1
2067,34.484,,,0,1
2070,34.535,,,0,1
2073,34.585,,,0,1
2076,34.635,,,0,1
2079,34.685,,,0,1
2082,34.735,,,0,1
2085,34.785,,,0,1
2088,34.835,,,0,1
2091,34.885,,,0,1
2094,34.935,,,0,1
2097,34.985,,,0,1
2100,35.035,,,0,1
2103,35.085,,,0,1
2106,35.135,,,0,1
2109,35.185,,,0,1
2112,35.235,,,0,1
2115,35.285,,,0,1
2118,35.335,,,0,1
2121,35.385,,,0,1
2124,35.435,,,0,1
2127,35.485,,,0,1
2130,35.535,,,0,1
2133,35.586,,,0,1
2136,35.636,,,0,1
2139,35.686,,,0,1
2142,35.736,,,0,1
2145,35.786,,,0,1
2148,35.836,,,0,1
2151,35.886,,,0,1
2154,35.936,,,0,1
2157,35.986,,,0,1
2160,36.036,,,0,1
2163,36.086,,,0,1
2166,36.136,,,0,1
2169,36.186,,,0,1
2172,36.236,81,143,1,1
2175,36.286,59,138,1,1
2178,36.336,65,121,1,1
2181,36.386,36,139,1,1
2184,36.436,,,0,1
2187,36.486,,,0,1
2190,36.537,547,119,1,1
2193,36.587,539,119,1,1
2196,36.637,529,119,1,1
2199,36.687,517,119,1,1
2202,36.737,503,119,1,1
2205,36.787,489,120,1,1
2208,36.837,477,120,1,1
2211,36.887,465,120,1,1
2214,36.937,455,120,1,1
2217,36.987,443,120,1,1
2220,37.037,433,120,1,1
2223,37.087,425,120,1,1
2226,37.137,415,120,1,1
2229,37.187,405,121,1,1
2232,37.237,399,122,1,1
2235,37.287,391,122,1,1
2238,37.337,389,123,1,1
2241,37.387,387,124,1,1
2244,37.437,383,124,1,1
2247,37.487,381,125,1,1
2250,37.538,381,125,1,1
2253,37.588,375,126,1,1
2256,37.638,373,126,1,1
2259,37.688,371,127,1,1
2262,37.738,367,127,1,1
2265,37.788,365,127,1,1
2268,37.838,361,128,1,1
2271,37.888,356,128,1,1
2274,37.938,354,128,1,1
2277,37.988,348,128,1,1
2280,38.038,346,128,1,1
2283,38.088,346,127,1,1
2286,38.138,346,127,1,1
2289,38.188,,,0,1
2292,38.238,,,0,1
2295,38.288,379,128,1,1
2298,38.338,375,128,1,1
2301,38.388,385,126,1,1
2304,38.438,385,126,1,1
2307,38.488,1099,40,1,1
2310,38.538,1104,40,1,1
2313,38.589,,,0,1
2316,38.639,,,0,1
2319,38.689,,,0,1
2322,38.739,,,0,1
2325,38.789,,,0,1
2328,38.839,,,0,1
2331,38.889,,,0,1
2334,38.939,,,0,1
2337,38.989,,,0,1
2340,39.039,,,0,1
2343,39.089,,,0,1
2346,39.139,,,0,1
2349,39.189,,,0,1
2352,39.239,,,0,1
2355,39.289,,,0,1
2358,39.339,,,0,1
2361,39.389,,,0,1
2364,39.439,,,0,1
2367,39.489,,,0,1
2370,39.54,,,0,1
2373,39.59,,,0,1
2376,39.64,,,0,1
2379,39.69,,,0,1
2382,39.74,1268,138,1,1
2385,39.79,1272,141,1,1
2388,39.84,,,0,1
2391,39.89,,,0,1
2394,39.94,,,0,1
2397,39.99,,,0,1
2400,40.04,,,0,1
2403,40.09,594,115,1,1
2406,40.14,594,130,1,1
2409,40.19,,,0,1
2412,40.24,,,0,1
2415,40.29,,,0,1
2418,40.34,,,0,1
2421,40.39,,,0,1
2424,40.44,,,0,1
2427,40.49,,,0,1
2430,40.541,,,0,1
2433,40.591,,,0,1
2436,40.641,,,0,1
2439,40.691,,,0,1
2442,40.741,,,0,1
2445,40.791,,,0,1
2448,40.841,,,0,1
2451,40.891,,,0,1
2454,40.941,,,0,1
2457,40.991,,,0,1
2460,41.041,,,0,1
2463,41.091,,,0,1
2466,41.141,,,0,1
2469,41.191,,,0,1
2472,41.241,,,0,1
2475,41.291,,,0,1
2478,41.341,,,0,1
2481,41.391,73,24,1,1
2484,41.441,73,24,1,1
2487,41.491,73,24,1,1
2490,41.541,1427,85,1,1
2493,41.592,664,85,1,1
2496,41.642,659,85,1,1
2499,41.692,659,85,1,1
2502,41.742,1360,83,1,1
2505,41.792,1413,109,1,1
2508,41.842,1486,5,1,1
2511,41.892,1486,5,1,1
2514,41.942,1192,54,1,1
2517,41.992,1179,54,1,1
2520,42.042,1205,33,1,1
2523,42.092,1250,42,1,1
2526,42.142,1490,7,1,1
2529,42.192,1490,7,1,1
2532,42.242,1241,41,1,1
2535,42.292,1237,41,1,1
2538,42.342,1188,38,1,1
2541,42.392,,,0,1
2544,42.442,,,0,1
2547,42.492,,,0,1
2550,42.543,597,144,1,1
2553,42.593,597,144,1,1
2556,42.643,1466,11,1,1
2559,42.693,1466,11,1,1
2562,42.743,434,351,1,1
2565,42.793,434,351,1,1
2568,42.843,,,0,1
2571,42.893,,,0,1
2574,42.943,,,0,1
2577,42.993,,,0,1
2580,43.043,,,0,1
2583,43.093,,,0,1
2586,43.143,,,0,1
2589,43.193,,,0,1
2592,43.243,,,0,1
2595,43.293,,,0,1
2598,43.343,,,0,1
2601,43.393,,,0,1
2604,43.443,,,0,1
2607,43.493,,,0,1
2610,43.544,,,0,1
2613,43.594,,,0,1
2616,43.644,,,0,1
2619,43.694,,,0,1
2622,43.744,,,0,1
2625,43.794,,,0,1
2628,43.844,,,0,1
2631,43.894,,,0,1
2634,43.944,,,0,1
2637,43.994,,,0,1
2640,44.044,,,0,1
2643,44.094,,,0,1
2646,44.144,,,0,1
2649,44.194,,,0,1
2652,44.244,,,0,1
2655,44.294,,,0,1
2658,44.344,,,0,1
2661,44.394,,,0,1
2664,44.444,,,0,1
2667,44.494,,,0,1
2670,44.544,,,0,1
2673,44.595,,,0,1
2676,44.645,,,0,1
2679,44.695,,,0,1
2682,44.745,,,0,1
2685,44.795,,,0,1
2688,44.845,,,0,1
2691,44.895,,,0,1
2694,44.945,11,45,1,1
2697,44.995,10,38,1,1
2700,45.045,426,16,1,1
2703,45.095,430,15,1,1
2706,45.145,419,11,1,1
2709,45.195,419,11,1,1
2712,45.245,,,0,1
2715,45.295,,,0,1
2718,45.345,1375,28,1,1
2721,45.395,1375,28,1,1
2724,45.445,1138,72,1,1
2727,45.495,1134,69,1,1
2730,45.546,530,255,1,1
2733,45.596,530,255,1,1
2736,45.646,,,0,1
2739,45.696,,,0,1
2742,45.746,,,0,1
2745,45.796,,,0,1
2748,45.846,,,0,1
2751,45.896,,,0,1
2754,45.946,1191,98,1,1
2757,45.996,1244,115,1,1
2760,46.046,1250,111,1,1
2763,46.096,1270,108,1,1
2766,46.146,1375,83,1,1
2769,46.196,1381,79,1,1
2772,46.246,1218,79,1,1
2775,46.296,1269,92,1,1
2778,46.346,,,0,1
2781,46.396,,,0,1
2784,46.446,1402,74,1,1
2787,46.496,1408,77,1,1
2790,46.547,,,0,1
2793,46.597,,,0,1
2796,46.647,,,0,1
2799,46.697,,,0,1
2802,46.747,,,0,1
2805,46.797,463,237,1,1
2808,46.847,477,259,1,1
2811,46.897,502,291,1,1
2814,46.947,524,302,1,1
2817,46.997,524,302,1,1
2820,47.047,809,411,1,1
2823,47.097,809,411,1,1
2826,47.147,419,321,1,1
2829,47.197,419,321,1,1
2832,47.247,463,270,1,1
2835,47.297,463,270,1,1
2838,47.347,424,337,1,1
2841,47.397,424,337,1,1
2844,47.447,338,411,1,1
2847,47.497,338,411,1,1
2850,47.547,834,395,1,1
2853,47.598,834,395,1,1
2856,47.648,900,448,1,1
2859,47.698,900,448,1,1
2862,47.748,397,213,1,1
2865,47.798,428,188,1,1
2868,47.848,463,144,1,1
2871,47.898,496,104,1,1
2874,47.948,519,89,1,1
2877,47.998,539,95,1,1
2880,48.048,549,124,1,1
2883,48.098,551,169,1,1
2886,48.148,546,209,1,1
2889,48.198,536,236,1,1
2892,48.248,536,236,1,1
2895,48.298,834,395,1,1
2898,48.348,834,395,1,1
2901,48.398,771,459,1,1
2904,48.448,771,459,1,1
2907,48.498,725,28,1,1
2910,48.549,725,28,1,1
2913,48.599,728,25,1,1
2916,48.649,728,25,1,1
2919,48.699,14,20,1,1
2922,48.749,14,20,1,1
2925,48.799,899,98,1,1
2928,48.849,899,98,1,1
2931,48.899,111,17,1,1
2934,48.949,111,17,1,1
2937,48.999,889,101,1,1
2940,49.049,889,101,1,1
2943,49.099,660,154,1,1
2946,49.149,659,154,1,1
2949,49.199,658,155,1,1
2952,49.249,656,155,1,1
2955,49.299,654,155,1,1
2958,49.349,652,156,1,1
2961,49.399,648,153,1,1
2964,49.449,646,154,1,1
2967,49.499,643,154,1,1
2970,49.55,639,154,1,1
2973,49.6,634,153,1,1
2976,49.65,629,153,1,1
2979,49.7,626,153,1,1
2982,49.75,622,153,1,1
2985,49.8,624,154,1,1
2988,49.85,624,154,1,1
2991,49.9,548,126,1,1
2994,49.95,549,126,1,1
2997,50.0,549,126,1,1
3000,50.05,869,105,1,1
3003,50.1,869,105,1,1
3006,50.15,803,113,1,1
3009,50.2,803,113,1,1
3012,50.25,879,107,1,1
3015,50.3,879,107,1,1
3018,50.35,870,126,1,1
3021,50.4,870,126,1,1
3024,50.45,220,276,1,1
3027,50.5,220,275,1,1
3030,50.55,221,273,1,1
3033,50.601,222,272,1,1
3036,50.651,224,272,1,1
3039,50.701,227,272,1,1
3042,50.751,232,271,1,1
3045,50.801,236,271,1,1
3048,50.851,242,270,1,1
3051,50.901,247,270,1,1
3054,50.951,252,270,1,1
3057,51.001,255,271,1,1
3060,51.051,257,274,1,1
3063,51.101,259,274,1,1
3066,51.151,259,274,1,1
3069,51.201,258,275,1,1
3072,51.251,256,277,1,1
3075,51.301,255,278,1,1
3078,51.351,253,279,1,1
3081,51.401,249,282,1,1
3084,51.451,249,282,1,1
3087,51.501,242,289,1,1
3090,51.552,240,295,1,1
3093,51.602,235,300,1,1
3096,51.652,232,307,1,1
3099,51.702,226,313,1,1
3102,51.752,223,321,1,1
3105,51.802,218,327,1,1
3108,51.852,215,334,1,1
3111,51.902,210,340,1,1
3114,51.952,204,346,1,1
3117,52.002,199,352,1,1
3120,52.052,194,358,1,1
3123,52.102,188,362,1,1
3126,52.152,182,365,1,1
3129,52.202,176,369,1,1
3132,52.252,172,370,1,1
3135,52.302,164,371,1,1
3138,52.352,160,373,1,1
3141,52.402,154,374,1,1
3144,52.452,149,374,1,1
3147,52.502,149,374,1,1
3150,52.553,139,377,1,1
3153,52.603,135,378,1,1
3156,52.653,131,380,1,1
3159,52.703,128,382,1,1
3162,52.753,124,383,1,1
3165,52.803,121,385,1,1
3168,52.853,117,387,1,1
3171,52.903,113,388,1,1
3174,52.953,108,389,1,1
3177,53.003,104,391,1,1
3180,53.053,98,391,1,1
3183,53.103,94,391,1,1
3186,53.153,88,390,1,1
3189,53.203,82,388,1,1
3192,53.253,77,385,1,1
3195,53.303,70,381,1,1
3198,53.353,63,377,1,1
3201,53.403,57,374,1,1
3204,53.453,49,370,1,1
3207,53.503,42,367,1,1
3210,53.553,42,367,1,1
3213,53.604,25,361,1,1
3216,53.654,17,358,1,1
3219,53.704,10,355,1,1
3222,53.754,4,353,1,1
3225,53.804,55,279,1,1
3228,53.854,46,272,1,1
3231,53.904,36,269,1,1
3234,53.954,27,270,1,1
3237,54.004,18,271,1,1
3240,54.054,24,245,1,1
3243,54.104,3,265,1,1
3246,54.154,,,0,1
3249,54.204,112,434,1,1
3252,54.254,36,447,1,1
3255,54.304,13,456,1,1
3258,54.354,18,409,1,1
3261,54.404,3,395,1,1
3264,54.454,15,389,1,1
3267,54.504,937,110,1,1
3270,54.555,937,110,1,1
3273,54.605,653,45,1,1
3276,54.655,653,45,1,1
3279,54.705,650,34,1,1
3282,54.755,650,34,1,1
3285,54.805,650,34,1,1
3288,54.855,949,69,1,1
3291,54.905,949,69,1,1
3294,54.955,662,96,1,1
3297,55.005,664,96,1,1
3300,55.055,668,94,1,1
3303,55.105,670,94,1,1
3306,55.155,673,92,1,1
3309,55.205,676,91,1,1
3312,55.255,676,91,1,1
3315,55.305,681,86,1,1
3318,55.355,685,86,1,1
3321,55.405,689,85,1,1
3324,55.455,694,85,1,1
3327,55.505,694,85,1,1
3330,55.556,955,36,1,1
3333,55.606,955,36,1,1
3336,55.656,932,87,1,1
3339,55.706,932,87,1,1
3342,55.756,929,77,1,1
3345,55.806,929,77,1,1
3348,55.856,928,99,1,1
3351,55.906,928,99,1,1
3354,55.956,930,100,1,1
3357,56.006,930,100,1,1
3360,56.056,677,48,1,1
3363,56.106,677,48,1,1
3366,56.156,21,327,1,1
3369,56.206,30,325,1,1
3372,56.256,40,324,1,1
3375,56.306,53,323,1,1
3378,56.356,66,321,1,1
3381,56.406,81,319,1,1
3384,56.456,97,318,1,1
3387,56.506,114,316,1,1
3390,56.556,132,315,1,1
3393,56.607,154,311,1,1
3396,56.657,174,310,1,1
3399,56.707,195,306,1,1
3402,56.757,215,304,1,1
3405,56.807,238,302,1,1
3408,56.857,259,298,1,1
3411,56.907,279,295,1,1
3414,56.957,302,294,1,1
3417,57.007,325,291,1,1
3420,57.057,347,288,1,1
3423,57.107,369,286,1,1
3426,57.157,369,286,1,1
3429,57.207,590,144,1,1
3432,57.257,601,144,1,1
3435,57.307,609,143,1,1
3438,57.357,615,144,1,1
3441,57.407,617,142,1,1
3444,57.457,620,135,1,1
3447,57.507,624,123,1,1
3450,57.558,632,112,1,1
3453,57.608,636,105,1,1
3456,57.658,639,102,1,1
3459,57.708,638,100,1,1
3462,57.758,635,103,1,1
3465,57.808,630,110,1,1
3468,57.858,623,123,1,1
3471,57.908,623,123,1,1
3474,57.958,184,12,1,1
3477,58.008,184,12,1,1
3480,58.058,953,315,1,1
3483,58.108,953,315,1,1
3486,58.158,151,65,1,1
3489,58.208,151,65,1,1
3492,58.258,941,309,1,1
3495,58.308,941,309,1,1
3498,58.358,144,65,1,1
3501,58.408,144,65,1,1
3504,58.458,139,64,1,1
3507,58.508,139,64,1,1
3510,58.559,,,0,1
3513,58.609,,,0,1
3516,58.659,143,50,1,1
3519,58.709,143,50,1,1
3522,58.759,32,56,1,1
3525,58.809,32,56,1,1
3528,58.859,93,121,1,1
3531,58.909,108,120,1,1
3534,58.959,920,58,1,1
3537,59.009,920,58,1,1
3540,59.059,134,44,1,1
3543,59.109,134,44,1,1
3546,59.159,39,53,1,1
3549,59.209,39,53,1,1
3552,59.259,933,297,1,1
3555,59.309,933,297,1,1
3558,59.359,932,297,1,1
3561,59.409,932,297,1,1
3564,59.459,922,55,1,1
3567,59.509,922,55,1,1
3570,59.559,922,55,1,1
3573,59.61,922,55,1,1
3576,59.66,930,297,1,1
3579,59.71,930,297,1,1
3582,59.76,651,217,1,1
3585,59.81,651,217,1,1
3588,59.86,932,298,1,1
3591,59.91,932,298,1,1
3594,59.96,927,58,1,1
3597,60.01,927,58,1,1
3600,60.06,122,12,1,1
3603,60.11,122,12,1,1
3606,60.16,936,61,1,1
3609,60.21,936,61,1,1
3612,60.26,952,304,1,1
3615,60.31,952,304,1,1
3618,60.36,741,22,1,1
3621,60.41,745,23,1,1
3624,60.46,748,23,1,1
3627,60.51,751,24,1,1
3630,60.56,754,25,1,1
3633,60.611,758,25,1,1
3636,60.661,762,25,1,1
3639,60.711,765,24,1,1
3642,60.761,770,26,1,1
3645,60.811,772,26,1,1
3648,60.861,776,25,1,1
3651,60.911,780,25,1,1
3654,60.961,784,26,1,1
3657,61.011,785,27,1,1
3660,61.061,787,29,1,1
3663,61.111,789,29,1,1
3666,61.161,790,32,1,1
3669,61.211,792,34,1,1
3672,61.261,792,34,1,1
3675,61.311,977,82,1,1
3678,61.361,977,82,1,1
3681,61.411,632,291,1,1
3684,61.461,629,295,1,1
3687,61.511,625,300,1,1
3690,61.562,620,303,1,1
3693,61.612,619,306,1,1
3696,61.662,615,312,1,1
3699,61.712,613,314,1,1
3702,61.762,614,315,1,1
3705,61.812,615,316,1,1
3708,61.862,477,366,1,1
3711,61.912,481,364,1,1
3714,61.962,482,363,1,1
3717,62.012,482,362,1,1
3720,62.062,487,364,1,1
3723,62.112,488,365,1,1
3726,62.162,489,365,1,1
3729,62.212,494,365,1,1
3732,62.262,495,366,1,1
3735,62.312,500,366,1,1
3738,62.362,501,366,1,1
3741,62.412,501,366,1,1
3744,62.462,506,367,1,1
3747,62.512,509,367,1,1
3750,62.562,510,367,1,1
3753,62.613,513,367,1,1
3756,62.663,514,367,1,1
3759,62.713,515,367,1,1
3762,62.763,516,367,1,1
3765,62.813,516,367,1,1
3768,62.863,516,367,1,1
3771,62.913,516,367,1,1
3774,62.963,,,0,1
3777,63.013,,,0,1
3780,63.063,,,0,1
3783,63.113,,,0,1
3786,63.163,,,0,1
3789,63.213,,,0,1
3792,63.263,26,312,1,1
3795,63.313,18,309,1,1
3798,63.363,10,293,1,1
3801,63.413,22,317,1,1
3804,63.463,20,320,1,1
3807,63.513,17,321,1,1
3810,63.563,21,331,1,1
3813,63.614,33,357,1,1
3816,63.664,,,0,1
3819,63.714,,,0,1
3822,63.764,,,0,1
3825,63.814,,,0,1
3828,63.864,,,0,1
3831,63.914,,,0,1
3834,63.964,,,0,1
3837,64.014,,,0,1
3840,64.064,,,0,1
3843,64.114,,,0,1
3846,64.164,,,0,1
3849,64.214,,,0,1
3852,64.264,,,0,1
3855,64.314,62,395,1,1
3858,64.364,17,344,1,1
3861,64.414,,,0,1
3864,64.464,,,0,1
3867,64.514,,,0,1
3870,64.564,,,0,1
3873,64.615,,,0,1
3876,64.665,,,0,1
3879,64.715,,,0,1
3882,64.765,,,0,1
3885,64.815,,,0,1
3888,64.865,,,0,1
3891,64.915,,,0,1
3894,64.965,,,0,1
3897,65.015,,,0,1
3900,65.065,,,0,1
3903,65.115,,,0,1
3906,65.165,,,0,1
3909,65.215,,,0,1
3912,65.265,,,0,1
3915,65.315,,,0,1
3918,65.365,,,0,1
3921,65.415,,,0,1
3924,65.465,,,0,1
3927,65.515,,,0,1
3930,65.566,,,0,1
3933,65.616,,,0,1
3936,65.666,,,0,1
3939,65.716,,,0,1
3942,65.766,,,0,1
3945,65.816,,,0,1
3948,65.866,,,0,1
3951,65.916,,,0,1
3954,65.966,,,0,1
3957,66.016,,,0,1
3960,66.066,,,0,1
3963,66.116,,,0,1
3966,66.166,,,0,1
3969,66.216,,,0,1
3972,66.266,,,0,1
3975,66.316,162,503,1,1
3978,66.366,29,300,1,1
3981,66.416,67,348,1,1
3984,66.466,85,356,1,1
3987,66.516,92,325,1,1
3990,66.567,2,296,1,1
3993,66.617,41,301,1,1
3996,66.667,41,301,1,1
3999,66.717,719,494,1,1
4002,66.767,719,494,1,1
4005,66.817,310,323,1,1
4008,66.867,310,323,1,1
4011,66.917,830,463,1,1
4014,66.967,830,463,1,1
4017,67.017,138,478,1,1
4020,67.067,138,478,1,1
4023,67.117,299,486,1,1
4026,67.167,306,475,1,1
4029,67.217,297,439,1,1
4032,67.267,275,431,1,1
4035,67.317,275,431,1,1
4038,67.367,737,288,1,1
4041,67.417,737,288,1,1
4044,67.467,859,459,1,1
4047,67.517,859,459,1,1
4140,69.069,,,0,1
4143,69.119,,,0,1
4146,69.169,,,0,1
4149,69.219,,,0,1
4152,69.269,,,0,1
4155,69.319,,,0,1
4158,69.369,,,0,1
4161,69.419,,,0,1
4164,69.469,,,0,1
4167,69.519,,,0,1
4170,69.57,,,0,1
4173,69.62,,,0,1
4176,69.67,,,0,1
4179,69.72,,,0,1
4182,69.77,861,21,1,1
4185,69.82,861,21,1,1
4188,69.87,,,0,1
4191,69.92,,,0,1
4194,69.97,,,0,1
4197,70.02,,,0,1
4200,70.07,,,0,1
4203,70.12,,,0,1
4206,70.17,,,0,1
4209,70.22,,,0,1
4212,70.27,,,0,1
4215,70.32,,,0,1
4218,70.37,,,0,1
4221,70.42,,,0,1
4224,70.47,,,0,1
4227,70.52,928,32,1,1
4230,70.57,928,32,1,1
4233,70.621,885,336,1,1
4236,70.671,885,336,1,1
4239,70.721,894,336,1,1
4242,70.771,894,336,1,1
4245,70.821,,,0,1
4248,70.871,,,0,1
4251,70.921,87,306,1,1
4254,70.971,76,311,1,1
4257,71.021,61,316,1,1
4260,71.071,46,323,1,1
4263,71.121,34,326,1,1
4266,71.171,26,330,1,1
4269,71.221,15,332,1,1
4272,71.271,18,328,1,1
4275,71.321,4,334,1,1
4278,71.371,36,343,1,1
4281,71.421,27,348,1,1
