1080p30__3eeaJz1PJTM_s1331	/workspace/g409_scratch/srcs/wnba__3eeaJz1PJTM_s1331.mp4	50c101c60ab17142c2952c0ccf5a84eb1f892c12cbdde497ea212612d0ba823e	RC=0	b2743424db33e39c25051b5695ee12c46207e8cf61ba0703a995379034d53558
1080p30__3eeaJz1PJTM_s2572	/workspace/g409_scratch/srcs/wnba__3eeaJz1PJTM_s2572.mp4	4c5c274f4afcb100f7f923a90789f97adfbee2ad7b79757993db866f0a1e6cad	RC=0	b39d178660ad80c9b40b03d3d69f00a46c883b7a2415b2fa53c5e8e8feba2d5d
1080p30__3eeaJz1PJTM_s3813	/workspace/g409_scratch/srcs/wnba__3eeaJz1PJTM_s3813.mp4	3a5c08bd887cea3503f9b777920ca1ef3817e931e2093a9a56a099708ff35ea6	RC=0	b85d999c8ebe7a618c8412f453958dcb7fc299306b3dca883b3a793e9943cc51
1080p30__3eeaJz1PJTM_s90	/workspace/g409_scratch/srcs/wnba__3eeaJz1PJTM_s90.mp4	049a0328fc4000ff937c6ae9f43540110e7f6564555e70287718efb85a34e48f	RC=0	7e726af5939d850cd33f36ab5f7bcaac81e4ad7f59af04790d85a655c13fc08c
1080p30__4JS090XPhmM_s2388	/workspace/g409_scratch/srcs/ncaa_basketball__4JS090XPhmM_s2388.mp4	89420d570a4a4c75ada21a1aee4a231ec8ba9b4fdb785ea8843f075691adfde9	RC=0	2143e80e22d428fb4867dee53405d40c1e576c12af6288ec41fce5bd1d4777a9
1080p30__4JS090XPhmM_s3537	/workspace/g409_scratch/srcs/ncaa_basketball__4JS090XPhmM_s3537.mp4	25a78d9554165483c59a08b5a4d42635ac5d30a0fcc4f9ba74b44f599126235d	RC=0	e2c2558d28666555f62959ea6836c8d17f8e60030086442235b350f753220933
1080p30__4JS090XPhmM_s4686	/workspace/g409_scratch/srcs/ncaa_basketball__4JS090XPhmM_s4686.mp4	898fb2bcd40278b2707fe72e27bd1e098e857ba450ba0aa2abd569cea73a6006	RC=0	52f7ff7e30b6eb7b0fe1e624d24ccd94a6f9af7aaa100dc184195c2f21c9fbcf
1080p30__9sq-YMlIo9Q_s2346	/workspace/g364_scratch/val/9sq-YMlIo9Q_s2346.mp4	a5d300b6beb34128d2535062c51fb6727f982bd91630484d5d7c08a8a91cafbb	RC=0	5fafe05e6a89bbbcda425e22b2a64b91e430837805168b49f6896d1dcfd71776
1080p30__J8pMOFvFlsU_s1384	/workspace/g409_scratch/srcs/wnba__J8pMOFvFlsU_s1384.mp4	4c1d058692f70800de83c62d500663c409836f17583b63eee686417819291104	RC=0	b05ef5ed2e5d02c7fed950a7fd7a2fa26ffc5010a29f28f5b36a815d393b0089
1080p30__J8pMOFvFlsU_s3972	/workspace/g409_scratch/srcs/wnba__J8pMOFvFlsU_s3972.mp4	3de8f9f051dcc218266201eb853db4a06f52025bdd70cadd3e6532e1d1b422f2	RC=0	12adde424737cad9096ec93c306542be98c71504909bb1209fa1cf7d102d9646
