clip,source_clip,frame_index,stratum,role,role_claimed,stable_group_index,stable_group_length_px
ncaa_basketball__ncaa_basketball_VIlUnUeCMmE,ncaa_basketball__ncaa_basketball_VIlUnUeCMmE.mp4,20299,8,baseline,true,82,574.998868
ncaa_basketball__ncaa_basketball_VIlUnUeCMmE,ncaa_basketball__ncaa_basketball_VIlUnUeCMmE.mp4,20299,8,free_throw,true,0,522.500041
ncaa_basketball__ncaa_basketball_VIlUnUeCMmE,ncaa_basketball__ncaa_basketball_VIlUnUeCMmE.mp4,20299,8,lane_left,true,3,287.501211
ncaa_basketball__ncaa_basketball_VIlUnUeCMmE,ncaa_basketball__ncaa_basketball_VIlUnUeCMmE.mp4,20299,8,lane_right,true,5,250.007528
ncaa_basketball__ncaa_basketball_VIlUnUeCMmE,ncaa_basketball__ncaa_basketball_VIlUnUeCMmE.mp4,22353,9,baseline,false,,
ncaa_basketball__ncaa_basketball_VIlUnUeCMmE,ncaa_basketball__ncaa_basketball_VIlUnUeCMmE.mp4,22353,9,free_throw,false,,
ncaa_basketball__ncaa_basketball_VIlUnUeCMmE,ncaa_basketball__ncaa_basketball_VIlUnUeCMmE.mp4,22353,9,lane_left,false,,
ncaa_basketball__ncaa_basketball_VIlUnUeCMmE,ncaa_basketball__ncaa_basketball_VIlUnUeCMmE.mp4,22353,9,lane_right,false,,
ncaa_basketball__ncaa_basketball_VIlUnUeCMmE,ncaa_basketball__ncaa_basketball_VIlUnUeCMmE.mp4,24347,10,baseline,false,,
ncaa_basketball__ncaa_basketball_VIlUnUeCMmE,ncaa_basketball__ncaa_basketball_VIlUnUeCMmE.mp4,24347,10,free_throw,false,,
ncaa_basketball__ncaa_basketball_VIlUnUeCMmE,ncaa_basketball__ncaa_basketball_VIlUnUeCMmE.mp4,24347,10,lane_left,false,,
ncaa_basketball__ncaa_basketball_VIlUnUeCMmE,ncaa_basketball__ncaa_basketball_VIlUnUeCMmE.mp4,24347,10,lane_right,false,,
ncaa_basketball__ncaa_basketball_VIlUnUeCMmE,ncaa_basketball__ncaa_basketball_VIlUnUeCMmE.mp4,27561,11,baseline,false,,
ncaa_basketball__ncaa_basketball_VIlUnUeCMmE,ncaa_basketball__ncaa_basketball_VIlUnUeCMmE.mp4,27561,11,free_throw,false,,
ncaa_basketball__ncaa_basketball_VIlUnUeCMmE,ncaa_basketball__ncaa_basketball_VIlUnUeCMmE.mp4,27561,11,lane_left,false,,
ncaa_basketball__ncaa_basketball_VIlUnUeCMmE,ncaa_basketball__ncaa_basketball_VIlUnUeCMmE.mp4,27561,11,lane_right,false,,
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss.mp4,762,0,baseline,false,,
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss.mp4,762,0,free_throw,false,,
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss.mp4,762,0,lane_left,false,,
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss.mp4,762,0,lane_right,false,,
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss.mp4,3140,1,baseline,false,,
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss.mp4,3140,1,free_throw,false,,
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss.mp4,3140,1,lane_left,false,,
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss.mp4,3140,1,lane_right,false,,
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss.mp4,5789,2,baseline,true,106,562.516594
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss.mp4,5789,2,free_throw,true,0,558.629765
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss.mp4,5789,2,lane_left,true,25,166.584522
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss.mp4,5789,2,lane_right,true,114,221.581430
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss.mp4,7931,3,baseline,false,,
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss.mp4,7931,3,free_throw,false,,
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss.mp4,7931,3,lane_left,false,,
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss.mp4,7931,3,lane_right,false,,
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss.mp4,8725,4,baseline,false,,
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss.mp4,8725,4,free_throw,false,,
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss.mp4,8725,4,lane_left,false,,
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss.mp4,8725,4,lane_right,false,,
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss.mp4,12372,5,baseline,false,,
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss.mp4,12372,5,free_throw,false,,
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss.mp4,12372,5,lane_left,false,,
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss.mp4,12372,5,lane_right,false,,
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss.mp4,14543,6,baseline,true,2,64.054354
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss.mp4,14543,6,free_throw,true,4,49.719580
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss.mp4,14543,6,lane_left,true,0,152.505902
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss.mp4,14543,6,lane_right,true,18,291.792892
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss.mp4,15526,7,baseline,false,,
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss.mp4,15526,7,free_throw,false,,
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss.mp4,15526,7,lane_left,false,,
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss.mp4,15526,7,lane_right,false,,
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss.mp4,18254,8,baseline,false,,
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss.mp4,18254,8,free_throw,false,,
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss.mp4,18254,8,lane_left,false,,
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss.mp4,18254,8,lane_right,false,,
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss.mp4,20575,9,baseline,true,29,283.473283
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss.mp4,20575,9,free_throw,true,96,234.924118
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss.mp4,20575,9,lane_left,true,11,269.446055
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss.mp4,20575,9,lane_right,true,88,272.283035
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss.mp4,21249,10,baseline,false,,
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss.mp4,21249,10,free_throw,false,,
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss.mp4,21249,10,lane_left,false,,
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss.mp4,21249,10,lane_right,false,,
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss.mp4,25155,11,baseline,false,,
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss.mp4,25155,11,free_throw,false,,
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss.mp4,25155,11,lane_left,false,,
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss.mp4,25155,11,lane_right,false,,
ncaa_basketball__ncaa_basketball_mRkuGgeECak,ncaa_basketball__ncaa_basketball_mRkuGgeECak.mp4,695,0,baseline,false,,
ncaa_basketball__ncaa_basketball_mRkuGgeECak,ncaa_basketball__ncaa_basketball_mRkuGgeECak.mp4,695,0,free_throw,false,,
ncaa_basketball__ncaa_basketball_mRkuGgeECak,ncaa_basketball__ncaa_basketball_mRkuGgeECak.mp4,695,0,lane_left,false,,
ncaa_basketball__ncaa_basketball_mRkuGgeECak,ncaa_basketball__ncaa_basketball_mRkuGgeECak.mp4,695,0,lane_right,false,,
ncaa_basketball__ncaa_basketball_mRkuGgeECak,ncaa_basketball__ncaa_basketball_mRkuGgeECak.mp4,3127,1,baseline,false,,
ncaa_basketball__ncaa_basketball_mRkuGgeECak,ncaa_basketball__ncaa_basketball_mRkuGgeECak.mp4,3127,1,free_throw,false,,
ncaa_basketball__ncaa_basketball_mRkuGgeECak,ncaa_basketball__ncaa_basketball_mRkuGgeECak.mp4,3127,1,lane_left,false,,
ncaa_basketball__ncaa_basketball_mRkuGgeECak,ncaa_basketball__ncaa_basketball_mRkuGgeECak.mp4,3127,1,lane_right,false,,
ncaa_basketball__ncaa_basketball_mRkuGgeECak,ncaa_basketball__ncaa_basketball_mRkuGgeECak.mp4,6766,2,baseline,false,,
ncaa_basketball__ncaa_basketball_mRkuGgeECak,ncaa_basketball__ncaa_basketball_mRkuGgeECak.mp4,6766,2,free_throw,false,,
ncaa_basketball__ncaa_basketball_mRkuGgeECak,ncaa_basketball__ncaa_basketball_mRkuGgeECak.mp4,6766,2,lane_left,false,,
ncaa_basketball__ncaa_basketball_mRkuGgeECak,ncaa_basketball__ncaa_basketball_mRkuGgeECak.mp4,6766,2,lane_right,false,,
ncaa_basketball__ncaa_basketball_mRkuGgeECak,ncaa_basketball__ncaa_basketball_mRkuGgeECak.mp4,7532,3,baseline,false,,
ncaa_basketball__ncaa_basketball_mRkuGgeECak,ncaa_basketball__ncaa_basketball_mRkuGgeECak.mp4,7532,3,free_throw,false,,
ncaa_basketball__ncaa_basketball_mRkuGgeECak,ncaa_basketball__ncaa_basketball_mRkuGgeECak.mp4,7532,3,lane_left,false,,
ncaa_basketball__ncaa_basketball_mRkuGgeECak,ncaa_basketball__ncaa_basketball_mRkuGgeECak.mp4,7532,3,lane_right,false,,
ncaa_basketball__ncaa_basketball_mRkuGgeECak,ncaa_basketball__ncaa_basketball_mRkuGgeECak.mp4,10428,4,baseline,false,,
ncaa_basketball__ncaa_basketball_mRkuGgeECak,ncaa_basketball__ncaa_basketball_mRkuGgeECak.mp4,10428,4,free_throw,false,,
ncaa_basketball__ncaa_basketball_mRkuGgeECak,ncaa_basketball__ncaa_basketball_mRkuGgeECak.mp4,10428,4,lane_left,false,,
ncaa_basketball__ncaa_basketball_mRkuGgeECak,ncaa_basketball__ncaa_basketball_mRkuGgeECak.mp4,10428,4,lane_right,false,,
ncaa_basketball__ncaa_basketball_mRkuGgeECak,ncaa_basketball__ncaa_basketball_mRkuGgeECak.mp4,13639,5,baseline,false,,
ncaa_basketball__ncaa_basketball_mRkuGgeECak,ncaa_basketball__ncaa_basketball_mRkuGgeECak.mp4,13639,5,free_throw,false,,
ncaa_basketball__ncaa_basketball_mRkuGgeECak,ncaa_basketball__ncaa_basketball_mRkuGgeECak.mp4,13639,5,lane_left,false,,
ncaa_basketball__ncaa_basketball_mRkuGgeECak,ncaa_basketball__ncaa_basketball_mRkuGgeECak.mp4,13639,5,lane_right,false,,
ncaa_basketball__ncaa_basketball_mRkuGgeECak,ncaa_basketball__ncaa_basketball_mRkuGgeECak.mp4,15687,6,baseline,false,,
ncaa_basketball__ncaa_basketball_mRkuGgeECak,ncaa_basketball__ncaa_basketball_mRkuGgeECak.mp4,15687,6,free_throw,false,,
ncaa_basketball__ncaa_basketball_mRkuGgeECak,ncaa_basketball__ncaa_basketball_mRkuGgeECak.mp4,15687,6,lane_left,false,,
ncaa_basketball__ncaa_basketball_mRkuGgeECak,ncaa_basketball__ncaa_basketball_mRkuGgeECak.mp4,15687,6,lane_right,false,,
ncaa_basketball__ncaa_basketball_mRkuGgeECak,ncaa_basketball__ncaa_basketball_mRkuGgeECak.mp4,17145,7,baseline,false,,
ncaa_basketball__ncaa_basketball_mRkuGgeECak,ncaa_basketball__ncaa_basketball_mRkuGgeECak.mp4,17145,7,free_throw,false,,
ncaa_basketball__ncaa_basketball_mRkuGgeECak,ncaa_basketball__ncaa_basketball_mRkuGgeECak.mp4,17145,7,lane_left,false,,
ncaa_basketball__ncaa_basketball_mRkuGgeECak,ncaa_basketball__ncaa_basketball_mRkuGgeECak.mp4,17145,7,lane_right,false,,
ncaa_basketball__ncaa_basketball_mRkuGgeECak,ncaa_basketball__ncaa_basketball_mRkuGgeECak.mp4,21630,8,baseline,false,,
ncaa_basketball__ncaa_basketball_mRkuGgeECak,ncaa_basketball__ncaa_basketball_mRkuGgeECak.mp4,21630,8,free_throw,false,,
ncaa_basketball__ncaa_basketball_mRkuGgeECak,ncaa_basketball__ncaa_basketball_mRkuGgeECak.mp4,21630,8,lane_left,false,,
ncaa_basketball__ncaa_basketball_mRkuGgeECak,ncaa_basketball__ncaa_basketball_mRkuGgeECak.mp4,21630,8,lane_right,false,,
ncaa_basketball__ncaa_basketball_mRkuGgeECak,ncaa_basketball__ncaa_basketball_mRkuGgeECak.mp4,23649,9,baseline,true,14,181.068351
ncaa_basketball__ncaa_basketball_mRkuGgeECak,ncaa_basketball__ncaa_basketball_mRkuGgeECak.mp4,23649,9,free_throw,true,78,172.462124
ncaa_basketball__ncaa_basketball_mRkuGgeECak,ncaa_basketball__ncaa_basketball_mRkuGgeECak.mp4,23649,9,lane_left,true,5,116.258634
ncaa_basketball__ncaa_basketball_mRkuGgeECak,ncaa_basketball__ncaa_basketball_mRkuGgeECak.mp4,23649,9,lane_right,true,16,117.044911
ncaa_basketball__ncaa_basketball_mRkuGgeECak,ncaa_basketball__ncaa_basketball_mRkuGgeECak.mp4,25061,10,baseline,false,,
ncaa_basketball__ncaa_basketball_mRkuGgeECak,ncaa_basketball__ncaa_basketball_mRkuGgeECak.mp4,25061,10,free_throw,false,,
ncaa_basketball__ncaa_basketball_mRkuGgeECak,ncaa_basketball__ncaa_basketball_mRkuGgeECak.mp4,25061,10,lane_left,false,,
ncaa_basketball__ncaa_basketball_mRkuGgeECak,ncaa_basketball__ncaa_basketball_mRkuGgeECak.mp4,25061,10,lane_right,false,,
ncaa_basketball__ncaa_basketball_mRkuGgeECak,ncaa_basketball__ncaa_basketball_mRkuGgeECak.mp4,28798,11,baseline,false,,
ncaa_basketball__ncaa_basketball_mRkuGgeECak,ncaa_basketball__ncaa_basketball_mRkuGgeECak.mp4,28798,11,free_throw,false,,
ncaa_basketball__ncaa_basketball_mRkuGgeECak,ncaa_basketball__ncaa_basketball_mRkuGgeECak.mp4,28798,11,lane_left,false,,
ncaa_basketball__ncaa_basketball_mRkuGgeECak,ncaa_basketball__ncaa_basketball_mRkuGgeECak.mp4,28798,11,lane_right,false,,
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,ncaa_basketball__ncaa_basketball_sRtHQbywiTE.mp4,11,0,baseline,false,,
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,ncaa_basketball__ncaa_basketball_sRtHQbywiTE.mp4,11,0,free_throw,false,,
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,ncaa_basketball__ncaa_basketball_sRtHQbywiTE.mp4,11,0,lane_left,false,,
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,ncaa_basketball__ncaa_basketball_sRtHQbywiTE.mp4,11,0,lane_right,false,,
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,ncaa_basketball__ncaa_basketball_sRtHQbywiTE.mp4,3721,1,baseline,false,,
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,ncaa_basketball__ncaa_basketball_sRtHQbywiTE.mp4,3721,1,free_throw,false,,
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,ncaa_basketball__ncaa_basketball_sRtHQbywiTE.mp4,3721,1,lane_left,false,,
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,ncaa_basketball__ncaa_basketball_sRtHQbywiTE.mp4,3721,1,lane_right,false,,
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,ncaa_basketball__ncaa_basketball_sRtHQbywiTE.mp4,6222,2,baseline,false,,
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,ncaa_basketball__ncaa_basketball_sRtHQbywiTE.mp4,6222,2,free_throw,false,,
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,ncaa_basketball__ncaa_basketball_sRtHQbywiTE.mp4,6222,2,lane_left,false,,
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,ncaa_basketball__ncaa_basketball_sRtHQbywiTE.mp4,6222,2,lane_right,false,,
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,ncaa_basketball__ncaa_basketball_sRtHQbywiTE.mp4,8579,3,baseline,true,14,372.289441
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,ncaa_basketball__ncaa_basketball_sRtHQbywiTE.mp4,8579,3,free_throw,true,2,369.000836
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,ncaa_basketball__ncaa_basketball_sRtHQbywiTE.mp4,8579,3,lane_left,true,8,423.816345
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,ncaa_basketball__ncaa_basketball_sRtHQbywiTE.mp4,8579,3,lane_right,true,87,306.255514
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,ncaa_basketball__ncaa_basketball_sRtHQbywiTE.mp4,11618,4,baseline,false,,
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,ncaa_basketball__ncaa_basketball_sRtHQbywiTE.mp4,11618,4,free_throw,false,,
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,ncaa_basketball__ncaa_basketball_sRtHQbywiTE.mp4,11618,4,lane_left,false,,
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,ncaa_basketball__ncaa_basketball_sRtHQbywiTE.mp4,11618,4,lane_right,false,,
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,ncaa_basketball__ncaa_basketball_sRtHQbywiTE.mp4,12472,5,baseline,false,,
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,ncaa_basketball__ncaa_basketball_sRtHQbywiTE.mp4,12472,5,free_throw,false,,
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,ncaa_basketball__ncaa_basketball_sRtHQbywiTE.mp4,12472,5,lane_left,false,,
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,ncaa_basketball__ncaa_basketball_sRtHQbywiTE.mp4,12472,5,lane_right,false,,
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,ncaa_basketball__ncaa_basketball_sRtHQbywiTE.mp4,16176,6,baseline,true,50,244.167598
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,ncaa_basketball__ncaa_basketball_sRtHQbywiTE.mp4,16176,6,free_throw,true,70,162.655857
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,ncaa_basketball__ncaa_basketball_sRtHQbywiTE.mp4,16176,6,lane_left,true,1,381.347607
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,ncaa_basketball__ncaa_basketball_sRtHQbywiTE.mp4,16176,6,lane_right,true,48,432.571682
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,ncaa_basketball__ncaa_basketball_sRtHQbywiTE.mp4,19085,7,baseline,false,,
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,ncaa_basketball__ncaa_basketball_sRtHQbywiTE.mp4,19085,7,free_throw,false,,
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,ncaa_basketball__ncaa_basketball_sRtHQbywiTE.mp4,19085,7,lane_left,false,,
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,ncaa_basketball__ncaa_basketball_sRtHQbywiTE.mp4,19085,7,lane_right,false,,
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,ncaa_basketball__ncaa_basketball_sRtHQbywiTE.mp4,21326,8,baseline,false,,
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,ncaa_basketball__ncaa_basketball_sRtHQbywiTE.mp4,21326,8,free_throw,false,,
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,ncaa_basketball__ncaa_basketball_sRtHQbywiTE.mp4,21326,8,lane_left,false,,
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,ncaa_basketball__ncaa_basketball_sRtHQbywiTE.mp4,21326,8,lane_right,false,,
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,ncaa_basketball__ncaa_basketball_sRtHQbywiTE.mp4,23869,9,baseline,false,,
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,ncaa_basketball__ncaa_basketball_sRtHQbywiTE.mp4,23869,9,free_throw,false,,
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,ncaa_basketball__ncaa_basketball_sRtHQbywiTE.mp4,23869,9,lane_left,false,,
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,ncaa_basketball__ncaa_basketball_sRtHQbywiTE.mp4,23869,9,lane_right,false,,
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,ncaa_basketball__ncaa_basketball_sRtHQbywiTE.mp4,26448,10,baseline,true,22,280.000297
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,ncaa_basketball__ncaa_basketball_sRtHQbywiTE.mp4,26448,10,free_throw,true,91,275.009031
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,ncaa_basketball__ncaa_basketball_sRtHQbywiTE.mp4,26448,10,lane_left,true,13,231.434043
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,ncaa_basketball__ncaa_basketball_sRtHQbywiTE.mp4,26448,10,lane_right,true,3,595.015376
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,ncaa_basketball__ncaa_basketball_sRtHQbywiTE.mp4,27388,11,baseline,false,,
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,ncaa_basketball__ncaa_basketball_sRtHQbywiTE.mp4,27388,11,free_throw,false,,
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,ncaa_basketball__ncaa_basketball_sRtHQbywiTE.mp4,27388,11,lane_left,false,,
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,ncaa_basketball__ncaa_basketball_sRtHQbywiTE.mp4,27388,11,lane_right,false,,
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,ncaa_basketball__ncaa_basketball_tiUvyvWOCxo.mp4,707,0,baseline,false,,
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,ncaa_basketball__ncaa_basketball_tiUvyvWOCxo.mp4,707,0,free_throw,false,,
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,ncaa_basketball__ncaa_basketball_tiUvyvWOCxo.mp4,707,0,lane_left,false,,
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,ncaa_basketball__ncaa_basketball_tiUvyvWOCxo.mp4,707,0,lane_right,false,,
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,ncaa_basketball__ncaa_basketball_tiUvyvWOCxo.mp4,4681,1,baseline,false,,
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,ncaa_basketball__ncaa_basketball_tiUvyvWOCxo.mp4,4681,1,free_throw,false,,
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,ncaa_basketball__ncaa_basketball_tiUvyvWOCxo.mp4,4681,1,lane_left,false,,
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,ncaa_basketball__ncaa_basketball_tiUvyvWOCxo.mp4,4681,1,lane_right,false,,
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,ncaa_basketball__ncaa_basketball_tiUvyvWOCxo.mp4,5701,2,baseline,true,87,637.516729
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,ncaa_basketball__ncaa_basketball_tiUvyvWOCxo.mp4,5701,2,free_throw,true,145,284.955227
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,ncaa_basketball__ncaa_basketball_tiUvyvWOCxo.mp4,5701,2,lane_left,true,8,286.408066
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,ncaa_basketball__ncaa_basketball_tiUvyvWOCxo.mp4,5701,2,lane_right,true,92,286.515829
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,ncaa_basketball__ncaa_basketball_tiUvyvWOCxo.mp4,8047,3,baseline,false,,
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,ncaa_basketball__ncaa_basketball_tiUvyvWOCxo.mp4,8047,3,free_throw,false,,
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,ncaa_basketball__ncaa_basketball_tiUvyvWOCxo.mp4,8047,3,lane_left,false,,
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,ncaa_basketball__ncaa_basketball_tiUvyvWOCxo.mp4,8047,3,lane_right,false,,
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,ncaa_basketball__ncaa_basketball_tiUvyvWOCxo.mp4,9877,4,baseline,false,,
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,ncaa_basketball__ncaa_basketball_tiUvyvWOCxo.mp4,9877,4,free_throw,false,,
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,ncaa_basketball__ncaa_basketball_tiUvyvWOCxo.mp4,9877,4,lane_left,false,,
