clip,source_clip,frame_index,stratum,reason
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds,ncaa_basketball__ncaa_basketball_IB-_u4gW3ds.mp4,28850,11,source_frame_unreadable_by_seek_or_sequential_decode
