clip,frame_count,height,source_clip,width,seed,stratum,frame_index,tile_filename
wnba__wnba_08,28881,1080,wnba__wnba_08.mp4,1920,137092026,4,9941,wnba__wnba_08__s04__f9941.jpg
wnba__wnba_08,28881,1080,wnba__wnba_08.mp4,1920,137092026,5,13959,wnba__wnba_08__s05__f13959.jpg
wnba__wnba_08,28881,1080,wnba__wnba_08.mp4,1920,137092026,6,16679,wnba__wnba_08__s06__f16679.jpg
wnba__wnba_08,28881,1080,wnba__wnba_08.mp4,1920,137092026,7,17649,wnba__wnba_08__s07__f17649.jpg
wnba__wnba_08,28881,1080,wnba__wnba_08.mp4,1920,137092026,8,19727,wnba__wnba_08__s08__f19727.jpg
wnba__wnba_08,28881,1080,wnba__wnba_08.mp4,1920,137092026,9,23978,wnba__wnba_08__s09__f23978.jpg
wnba__wnba_08,28881,1080,wnba__wnba_08.mp4,1920,137092026,10,24349,wnba__wnba_08__s10__f24349.jpg
wnba__wnba_08,28881,1080,wnba__wnba_08.mp4,1920,137092026,11,27096,wnba__wnba_08__s11__f27096.jpg
wnba__wnba_09,28886,720,wnba__wnba_09.mp4,1280,137092026,0,1569,wnba__wnba_09__s00__f1569.jpg
wnba__wnba_09,28886,720,wnba__wnba_09.mp4,1280,137092026,1,3851,wnba__wnba_09__s01__f3851.jpg
wnba__wnba_09,28886,720,wnba__wnba_09.mp4,1280,137092026,2,7128,wnba__wnba_09__s02__f7128.jpg
wnba__wnba_09,28886,720,wnba__wnba_09.mp4,1280,137092026,3,7817,wnba__wnba_09__s03__f7817.jpg
wnba__wnba_09,28886,720,wnba__wnba_09.mp4,1280,137092026,4,10030,wnba__wnba_09__s04__f10030.jpg
wnba__wnba_09,28886,720,wnba__wnba_09.mp4,1280,137092026,5,12189,wnba__wnba_09__s05__f12189.jpg
wnba__wnba_09,28886,720,wnba__wnba_09.mp4,1280,137092026,6,15670,wnba__wnba_09__s06__f15670.jpg
wnba__wnba_09,28886,720,wnba__wnba_09.mp4,1280,137092026,7,18621,wnba__wnba_09__s07__f18621.jpg
wnba__wnba_09,28886,720,wnba__wnba_09.mp4,1280,137092026,8,19804,wnba__wnba_09__s08__f19804.jpg
wnba__wnba_09,28886,720,wnba__wnba_09.mp4,1280,137092026,9,23825,wnba__wnba_09__s09__f23825.jpg
wnba__wnba_09,28886,720,wnba__wnba_09.mp4,1280,137092026,10,25046,wnba__wnba_09__s10__f25046.jpg
wnba__wnba_09,28886,720,wnba__wnba_09.mp4,1280,137092026,11,28068,wnba__wnba_09__s11__f28068.jpg
