game_id,shot_id,frame,timestamp,player_id,team,x_position,y_position,court_zone,defender_distance,team_spacing,possession_id,possession_duration,made
22400058,1,459,7.658,6,white,136,0,mid_range,,0.0,3,2,
22400058,23,981,16.366,8,white,299,273,mid_range,,0.0,71,3,
22400058,24,2970,49.55,4,green,346,235,corner_3,,0.0,120,64,
22400058,30,4011,66.917,3,green,227,324,backcourt,,0.0,278,3,
22400058,31,4494,74.975,5,green,18,282,corner_3,,40330.0,372,5,
22400058,33,5661,94.444,7,white,193,96,backcourt,,0.0,482,2,
22400058,37,6249,104.254,3,green,159,102,mid_range,,0.0,583,3,
22400058,42,6870,114.615,5,green,182,267,backcourt,,0.0,694,3,
22400058,45,7584,126.526,6,white,189,412,backcourt,,0.0,875,3,
22400058,47,8091,134.985,6,white,248,489,mid_range,,0.0,979,19,
22400058,50,8613,143.694,4,green,44,23,corner_3,,0.0,1041,2,
22400058,54,9120,152.152,1,green,96,13,corner_3,,0.0,1192,3,
22400058,56,9615,160.41,1,green,96,13,corner_3,,0.0,1303,2,
