frame,timestamp,ball_x2d,ball_y2d,detected
450,7.508,,,0
453,7.558,,,0
456,7.608,159,0,1
459,7.658,159,0,1
462,7.708,163,0,1
465,7.758,163,0,1
468,7.808,156,0,1
471,7.858,156,0,1
474,7.908,160,0,1
477,7.958,160,0,1
480,8.008,113,0,1
483,8.058,113,0,1
486,8.108,163,0,1
489,8.158,163,0,1
492,8.208,162,0,1
495,8.258,162,0,1
498,8.308,158,0,1
501,8.358,158,0,1
504,8.408,158,0,1
507,8.458,158,0,1
510,8.508,104,0,1
513,8.559,104,0,1
516,8.609,103,0,1
519,8.659,103,0,1
522,8.709,156,0,1
525,8.759,156,0,1
528,8.809,154,0,1
531,8.859,154,0,1
534,8.909,106,0,1
537,8.959,106,0,1
540,9.009,115,0,1
543,9.059,115,0,1
546,9.109,97,0,1
549,9.159,97,0,1
552,9.209,105,0,1
555,9.259,105,0,1
558,9.309,150,0,1
561,9.359,150,0,1
564,9.409,150,0,1
567,9.459,150,0,1
570,9.51,94,0,1
573,9.56,94,0,1
576,9.61,97,0,1
579,9.66,97,0,1
582,9.71,113,0,1
585,9.76,113,0,1
588,9.81,116,0,1
591,9.86,116,0,1
594,9.91,153,0,1
597,9.96,153,0,1
600,10.01,80,0,1
603,10.06,80,0,1
606,10.11,139,0,1
609,10.16,139,0,1
612,10.21,128,0,1
615,10.26,128,0,1
618,10.31,77,0,1
621,10.36,77,0,1
624,10.41,123,0,1
627,10.46,123,0,1
630,10.511,156,0,1
633,10.561,156,0,1
636,10.611,570,117,1
639,10.661,570,117,1
642,10.711,1101,103,1
645,10.761,1101,103,1
648,10.811,,,0
651,10.861,,,0
654,10.911,642,70,1
657,10.961,642,70,1
660,11.011,153,106,1
663,11.061,153,106,1
666,11.111,252,129,1
669,11.161,252,129,1
672,11.211,17,130,1
675,11.261,17,130,1
678,11.311,,,0
681,11.361,,,0
684,11.411,,,0
687,11.461,,,0
690,11.511,94,110,1
693,11.562,94,110,1
696,11.612,78,110,1
699,11.662,78,110,1
702,11.712,430,99,1
705,11.762,430,99,1
708,11.812,627,105,1
711,11.862,627,105,1
714,11.912,54,129,1
717,11.962,54,129,1
720,12.012,628,97,1
723,12.062,628,97,1
726,12.112,523,104,1
729,12.162,523,104,1
732,12.212,80,130,1
735,12.262,80,130,1
738,12.312,517,103,1
741,12.362,517,103,1
744,12.412,549,105,1
747,12.462,549,105,1
750,12.513,535,91,1
753,12.563,535,91,1
756,12.613,584,102,1
759,12.663,584,102,1
762,12.713,469,96,1
765,12.763,469,96,1
768,12.813,690,198,1
771,12.863,690,198,1
774,12.913,447,85,1
777,12.963,447,85,1
780,13.013,,,0
783,13.063,,,0
786,13.113,516,90,1
789,13.163,516,90,1
792,13.213,550,112,1
795,13.263,550,112,1
798,13.313,255,143,1
801,13.363,255,143,1
804,13.413,279,108,1
807,13.463,279,108,1
810,13.514,639,102,1
813,13.564,639,102,1
816,13.614,,,0
819,13.664,,,0
822,13.714,588,105,1
825,13.764,588,105,1
828,13.814,616,102,1
831,13.864,616,102,1
834,13.914,126,92,1
837,13.964,126,92,1
840,14.014,,,0
843,14.064,,,0
846,14.114,218,147,1
849,14.164,218,147,1
