game_id,possession_id,team,start_frame,end_frame,duration_frames,duration_sec,avg_spacing,avg_defensive_pressure,avg_vel_toward_basket,drive_attempts,shot_attempted,shot_frame,fast_break,result,outcome_score
22400058,3,white,456,587,131,4.366666666666666,,162.9,-0.01,0,1,459.0,0,,
22400058,28,white,732,992,260,8.666666666666666,26976.0,200.0,-0.77,0,1,738.0,0,,
22400058,120,green,1251,2981,1731,28.88,,249.0,,0,1,2970.0,0,,
22400058,141,white,3204,3287,83,2.7666666666666666,,268.9,,0,1,3210.0,0,,
22400058,372,green,4482,4775,294,4.9,36755.2,223.1,-2.0,2,1,4494.0,1,,
22400058,482,white,5658,5741,83,2.7666666666666666,33486.5,200.0,12.68,1,1,5661.0,0,,
22400058,517,green,5877,6602,725,24.166666666666668,13038.1,150.3,-1.88,0,1,5886.0,1,,
22400058,758,white,7071,7169,98,3.2666666666666666,6672.0,162.0,,0,1,7077.0,0,,
22400058,975,white,7983,8231,248,8.266666666666667,,200.0,-9.39,4,1,8016.0,0,,
22400058,1124,green,8871,9020,149,4.966666666666667,,211.9,,0,1,8877.0,0,,
22400058,1289,green,9510,9680,170,5.666666666666667,,307.8,-1.33,0,0,,0,,
