token,path,line,changed_by_proposal,alias_note
--frames,scripts/platformkit/tracking/g315_render_panels.py,8,False,"argv value only, when the daemon passes its probe"
--frames,scripts/platformkit/tracking/g315_render_panels.py,13,False,"argv value only, when the daemon passes its probe"
--frames,scripts/platformkit/tracking/g315_render_panels.py,124,False,"argv value only, when the daemon passes its probe"
--frames,scripts/platformkit/tracking/g316_scoreboard_clock_liveness.py,274,False,"argv value only, when the daemon passes its probe"
--frames,scripts/platformkit/tracking/g322_render_panels.py,13,False,"argv value only, when the daemon passes its probe"
--frames,scripts/platformkit/tracking/g322_render_panels.py,98,False,"argv value only, when the daemon passes its probe"
--frames,scripts/platformkit/tracking/g323_analyze.py,14,False,"argv value only, when the daemon passes its probe"
--frames,scripts/platformkit/tracking/g323_analyze.py,106,False,"argv value only, when the daemon passes its probe"
--frames,scripts/platformkit/tracking/g323_render_panels.py,14,False,"argv value only, when the daemon passes its probe"
--frames,scripts/platformkit/tracking/g323_render_panels.py,116,False,"argv value only, when the daemon passes its probe"
--frames,scripts/platformkit/tracking/g324_apache_arm_rebudget.py,170,False,"argv value only, when the daemon passes its probe"
evaluated_frames,scripts/platformkit/tracking/g331_evaluated_frames_sidecar.py,3,False,"preserved alias, untouched"
evaluated_frame_count,scripts/platformkit/tracking/g331_evaluated_frames_sidecar.py,3,False,"preserved sidecar name, untouched"
max_frames,scripts/platformkit/tracking/g331_evaluated_frames_sidecar.py,4,False,"preserved run_clip and pipeline name, untouched"
evaluated_frames,scripts/platformkit/tracking/g331_evaluated_frames_sidecar.py,11,False,"preserved alias, untouched"
evaluated_frames,scripts/platformkit/tracking/g331_evaluated_frames_sidecar.py,27,False,"preserved alias, untouched"
evaluated_frame_count,scripts/platformkit/tracking/g331_evaluated_frames_sidecar.py,29,False,"preserved sidecar name, untouched"
decoded_frames,scripts/platformkit/tracking/g331_evaluated_frames_sidecar.py,106,False,"preserved alias, untouched"
evaluated_frames,scripts/platformkit/tracking/g331_evaluated_frames_sidecar.py,107,False,"preserved alias, untouched"
evaluated_frames,scripts/platformkit/tracking/g331_evaluated_frames_sidecar.py,108,False,"preserved alias, untouched"
max_frames,scripts/platformkit/tracking/g331_evaluated_frames_sidecar.py,109,False,"preserved run_clip and pipeline name, untouched"
decoded_frames,scripts/platformkit/tracking/g331_evaluated_frames_sidecar.py,117,False,"preserved alias, untouched"
evaluated_frames,scripts/platformkit/tracking/g331_evaluated_frames_sidecar.py,118,False,"preserved alias, untouched"
evaluated_frames,scripts/platformkit/tracking/g331_evaluated_frames_sidecar.py,119,False,"preserved alias, untouched"
max_frames,scripts/platformkit/tracking/g331_evaluated_frames_sidecar.py,120,False,"preserved run_clip and pipeline name, untouched"
evaluated_frames,scripts/platformkit/tracking/g331_evaluated_frames_sidecar.py,219,False,"preserved alias, untouched"
decoded_frames,scripts/platformkit/tracking/g331_evaluated_frames_sidecar.py,220,False,"preserved alias, untouched"
decoded_frames,scripts/platformkit/tracking/g331_evaluated_frames_sidecar.py,261,False,"preserved alias, untouched"
evaluated_frames,scripts/platformkit/tracking/g331_evaluated_frames_sidecar.py,261,False,"preserved alias, untouched"
--frames,scripts/platformkit/tracking/g336_capture.py,99,False,"argv value only, when the daemon passes its probe"
evaluated_frames,scripts/platformkit/tracking/g336_track_id_continuity.py,145,False,"preserved alias, untouched"
evaluated_frames,scripts/platformkit/tracking/g336_track_id_continuity.py,152,False,"preserved alias, untouched"
evaluated_frames,scripts/platformkit/tracking/g336_track_id_continuity.py,156,False,"preserved alias, untouched"
evaluated_frames,scripts/platformkit/tracking/g336_track_id_continuity.py,157,False,"preserved alias, untouched"
decoded_frames,scripts/platformkit/tracking/g359_held_position.py,34,False,"preserved alias, untouched"
evaluated_frames,scripts/platformkit/tracking/g359_held_position.py,34,False,"preserved alias, untouched"
decoded_frames,scripts/platformkit/tracking/g359_held_position.py,100,False,"preserved alias, untouched"
evaluated_frames,scripts/platformkit/tracking/g359_held_position.py,100,False,"preserved alias, untouched"
decoded_frames,scripts/platformkit/tracking/g361_source_identity.py,23,False,"preserved alias, untouched"
evaluated_frames,scripts/platformkit/tracking/g361_source_identity.py,24,False,"preserved alias, untouched"
decoded_frames,scripts/platformkit/tracking/g363_ball_coverage.py,36,False,"preserved alias, untouched"
decoded_frames,scripts/platformkit/tracking/g363_ball_coverage.py,110,False,"preserved alias, untouched"
decoded_frames,scripts/platformkit/tracking/g363_ball_coverage.py,189,False,"preserved alias, untouched"
--frames,scripts/platformkit/tracking/g363_ball_coverage.py,229,False,"argv value only, when the daemon passes its probe"
--frames,scripts/platformkit/tracking/g363_ball_coverage.py,234,False,"argv value only, when the daemon passes its probe"
--frames,scripts/platformkit/tracking/g363_ball_coverage.py,241,False,"argv value only, when the daemon passes its probe"
--frames,scripts/platformkit/tracking/g363_centre_diag.py,37,False,"argv value only, when the daemon passes its probe"
--frames,scripts/platformkit/tracking/g363_eyecheck.py,69,False,"argv value only, when the daemon passes its probe"
--frames,scripts/platformkit/tracking/g363_rebuild_cache.py,81,False,"argv value only, when the daemon passes its probe"
decoded_frames,scripts/platformkit/tracking/g366_fresh.py,33,False,"preserved alias, untouched"
evaluated_frames,scripts/platformkit/tracking/g366_fresh.py,34,False,"preserved alias, untouched"
decoded_frames,scripts/platformkit/tracking/g366_fresh.py,39,False,"preserved alias, untouched"
evaluated_frames,scripts/platformkit/tracking/g366_fresh.py,39,False,"preserved alias, untouched"
evaluated_frames,scripts/platformkit/tracking/g366_fresh.py,176,False,"preserved alias, untouched"
decoded_frames,scripts/platformkit/tracking/g366_fresh.py,177,False,"preserved alias, untouched"
decoded_frames,scripts/platformkit/tracking/g366_fresh.py,181,False,"preserved alias, untouched"
evaluated_frames,scripts/platformkit/tracking/g366_fresh.py,182,False,"preserved alias, untouched"
evaluated_frame_count,scripts/platformkit/tracking/g368_controls_strips.py,80,False,"preserved sidecar name, untouched"
evaluated_frame_count,scripts/platformkit/tracking/g368_controls_strips.py,81,False,"preserved sidecar name, untouched"
evaluated_frames,scripts/platformkit/tracking/g368_controls_strips.py,85,False,"preserved alias, untouched"
evaluated_frames,scripts/platformkit/tracking/g368_tick_motion.py,192,False,"preserved alias, untouched"
evaluated_frames,scripts/platformkit/tracking/g368_tick_motion.py,193,False,"preserved alias, untouched"
evaluated_frames,scripts/platformkit/tracking/g368_tick_motion.py,194,False,"preserved alias, untouched"
evaluated_frames,scripts/platformkit/tracking/g370_manifest.py,4,False,"preserved alias, untouched"
evaluated_frames,scripts/platformkit/tracking/g370_manifest.py,31,False,"preserved alias, untouched"
decoded_frames,scripts/platformkit/tracking/g370_manifest.py,51,False,"preserved alias, untouched"
decoded_frames,scripts/platformkit/tracking/g370_ticks.py,58,False,"preserved alias, untouched"
evaluated_frames,scripts/platformkit/tracking/g370_ticks.py,58,False,"preserved alias, untouched"
--frames,scripts/platformkit/tracking/g373_dev_boxes.py,108,False,"argv value only, when the daemon passes its probe"
--frames,scripts/platformkit/tracking/g373_extra_sample.py,178,False,"argv value only, when the daemon passes its probe"
--frames,scripts/platformkit/tracking/g373_phase1.py,204,False,"argv value only, when the daemon passes its probe"
--frames,scripts/platformkit/tracking/g373_sheets_v2.py,98,False,"argv value only, when the daemon passes its probe"
max_frames,scripts/platformkit/tracking/g376_classify.py,27,False,"preserved run_clip and pipeline name, untouched"
decoded_frames,scripts/platformkit/tracking/g376_classify.py,62,False,"preserved alias, untouched"
evaluated_frames,scripts/platformkit/tracking/g376_classify.py,63,False,"preserved alias, untouched"
evaluated_frames,scripts/platformkit/tracking/g376_classify.py,64,False,"preserved alias, untouched"
max_frames,scripts/platformkit/tracking/g376_classify.py,66,False,"preserved run_clip and pipeline name, untouched"
decoded_frames,scripts/platformkit/tracking/g376_classify.py,144,False,"preserved alias, untouched"
evaluated_frames,scripts/platformkit/tracking/g376_classify.py,144,False,"preserved alias, untouched"
decoded_frames,scripts/platformkit/tracking/g376_classify.py,145,False,"preserved alias, untouched"
evaluated_frames,scripts/platformkit/tracking/g376_classify.py,145,False,"preserved alias, untouched"
evaluated_frames,scripts/platformkit/tracking/g376_classify.py,146,False,"preserved alias, untouched"
evaluated_frames,scripts/platformkit/tracking/g376_classify.py,147,False,"preserved alias, untouched"
evaluated_frames,scripts/platformkit/tracking/g376_classify.py,172,False,"preserved alias, untouched"
evaluated_frames,scripts/platformkit/tracking/g376_controls.py,49,False,"preserved alias, untouched"
decoded_frames,scripts/platformkit/tracking/g376_controls.py,50,False,"preserved alias, untouched"
evaluated_frames,scripts/platformkit/tracking/g376_controls.py,53,False,"preserved alias, untouched"
decoded_frames,scripts/platformkit/tracking/g376_controls.py,54,False,"preserved alias, untouched"
decoded_frames,scripts/platformkit/tracking/g376_premise.py,52,False,"preserved alias, untouched"
evaluated_frames,scripts/platformkit/tracking/g376_premise.py,53,False,"preserved alias, untouched"
decoded_frames,scripts/platformkit/tracking/g376_premise.py,55,False,"preserved alias, untouched"
evaluated_frames,scripts/platformkit/tracking/g376_premise.py,55,False,"preserved alias, untouched"
decoded_frames,scripts/platformkit/tracking/g376_premise.py,56,False,"preserved alias, untouched"
evaluated_frames,scripts/platformkit/tracking/g376_premise.py,56,False,"preserved alias, untouched"
evaluated_frames,scripts/platformkit/tracking/g376_report.py,23,False,"preserved alias, untouched"
evaluated_frames,scripts/platformkit/tracking/g376_report.py,25,False,"preserved alias, untouched"
evaluated_frames,scripts/platformkit/tracking/g376_report.py,50,False,"preserved alias, untouched"
evaluated_frames,scripts/platformkit/tracking/g376_report.py,59,False,"preserved alias, untouched"
evaluated_frames,scripts/platformkit/tracking/g376_report.py,64,False,"preserved alias, untouched"
evaluated_frames,scripts/platformkit/tracking/g376_report.py,146,False,"preserved alias, untouched"
evaluated_frames,scripts/platformkit/tracking/g376_rerun.py,6,False,"preserved alias, untouched"
evaluated_frames,scripts/platformkit/tracking/g376_rerun.py,51,False,"preserved alias, untouched"
--frames,scripts/platformkit/tracking/g376_rerun.py,62,False,"argv value only, when the daemon passes its probe"
evaluated_frames,scripts/platformkit/tracking/g376_rerun.py,86,False,"preserved alias, untouched"
--frames,scripts/platformkit/tracking/g376_rerun.py,97,False,"argv value only, when the daemon passes its probe"
evaluated_frames,scripts/platformkit/tracking/g376_schedule.py,19,False,"preserved alias, untouched"
evaluated_frame_count,scripts/platformkit/tracking/g376_schedule.py,26,False,"preserved sidecar name, untouched"
max_frames,scripts/platformkit/tracking/g376_schedule.py,111,False,"preserved run_clip and pipeline name, untouched"
decoded_frames,scripts/platformkit/tracking/g376_schedule.py,141,False,"preserved alias, untouched"
evaluated_frames,scripts/platformkit/tracking/g376_schedule.py,142,False,"preserved alias, untouched"
evaluated_frames,scripts/platformkit/tracking/g376_schedule.py,143,False,"preserved alias, untouched"
max_frames,scripts/platformkit/tracking/g376_schedule.py,146,False,"preserved run_clip and pipeline name, untouched"
--frames,scripts/platformkit/tracking/g378_cue.py,162,False,"argv value only, when the daemon passes its probe"
--frames,scripts/platformkit/tracking/g379_feet.py,96,False,"argv value only, when the daemon passes its probe"
--frames,scripts/platformkit/tracking/g379_fit.py,225,False,"argv value only, when the daemon passes its probe"
--frames,scripts/platformkit/tracking/g379_report.py,188,False,"argv value only, when the daemon passes its probe"
max_frames,scripts/platformkit/tracking/g380_patch.py,53,False,"preserved run_clip and pipeline name, untouched"
max_frames,scripts/platformkit/tracking/g380_patch.py,54,False,"preserved run_clip and pipeline name, untouched"
evaluated_frames,scripts/platformkit/tracking/g380_patch.py,75,False,"preserved alias, untouched"
evaluated_frames,scripts/platformkit/tracking/g380_patch.py,80,False,"preserved alias, untouched"
decoded_frames,scripts/platformkit/tracking/g380_patch.py,95,False,"preserved alias, untouched"
evaluated_frames,scripts/platformkit/tracking/g380_patch.py,96,False,"preserved alias, untouched"
evaluated_frames,scripts/platformkit/tracking/g380_patch.py,190,False,"preserved alias, untouched"
max_frames,scripts/platformkit/tracking/g380_patch.py,219,False,"preserved run_clip and pipeline name, untouched"
evaluated_frames,scripts/platformkit/tracking/g380_reader_survey.py,9,False,"preserved alias, untouched"
evaluated_frames,scripts/platformkit/tracking/g380_replay.py,33,False,"preserved alias, untouched"
--frames,scripts/platformkit/tracking/g380_replay.py,93,False,"argv value only, when the daemon passes its probe"
evaluated_frames,scripts/platformkit/tracking/g380_replay.py,247,False,"preserved alias, untouched"
--frames,scripts/platformkit/tracking/g382_export.py,28,False,"argv value only, when the daemon passes its probe"
--frames,scripts/platformkit/tracking/g382_rater_sheets.py,54,False,"argv value only, when the daemon passes its probe"
--frames,scripts/platformkit/tracking/g382_render.py,69,False,"argv value only, when the daemon passes its probe"
--frames,scripts/platformkit/tracking/g382_score.py,122,False,"argv value only, when the daemon passes its probe"
--frames,scripts/platformkit/tracking/g382_select.py,100,False,"argv value only, when the daemon passes its probe"
--frames,scripts/platformkit/tracking/g385_model.py,81,False,"argv value only, when the daemon passes its probe"
--frames,scripts/platformkit/tracking/g385_pin.py,177,False,"argv value only, when the daemon passes its probe"
--frames,scripts/platformkit/tracking/g385_report.py,105,False,"argv value only, when the daemon passes its probe"
--frames,scripts/platformkit/tracking/g385_runtime.py,30,False,"argv value only, when the daemon passes its probe"
--frames,scripts/platformkit/tracking/g389_finish.py,209,False,"argv value only, when the daemon passes its probe"
build_command,scripts/platformkit/tracking/g393_finish.py,17,False,signature gains an optional trailing argument
build_command,scripts/platformkit/tracking/g393_finish.py,53,False,signature gains an optional trailing argument
build_command,scripts/platformkit/tracking/g393_finish.py,152,False,signature gains an optional trailing argument
build_command,scripts/platformkit/tracking/g393_parser_harness.py,41,False,signature gains an optional trailing argument
build_command,scripts/platformkit/tracking/g393_parser_harness.py,44,False,signature gains an optional trailing argument
build_command,scripts/platformkit/tracking/g393_parser_harness.py,59,False,signature gains an optional trailing argument
--frames,scripts/platformkit/tracking/g393_parser_harness.py,129,False,"argv value only, when the daemon passes its probe"
build_command,scripts/platformkit/tracking/g393_parser_harness.py,135,False,signature gains an optional trailing argument
build_command,scripts/platformkit/tracking/g393_parser_harness.py,137,False,signature gains an optional trailing argument
build_command,scripts/platformkit/tracking/g393_prepare.py,77,False,signature gains an optional trailing argument
build_command,scripts/platformkit/tracking/g393_prepare.py,81,False,signature gains an optional trailing argument
decoded_frames,scripts/platformkit/tracking/g397_report.py,18,False,"preserved alias, untouched"
evaluated_frame_count,scripts/platformkit/tracking/g397_report.py,65,False,"preserved sidecar name, untouched"
decoded_frames,scripts/platformkit/tracking/g397_report.py,70,False,"preserved alias, untouched"
decoded_frames,scripts/platformkit/tracking/g397_report.py,81,False,"preserved alias, untouched"
evaluated_frames,scripts/platformkit/tracking/g397_report.py,84,False,"preserved alias, untouched"
evaluated_frames,scripts/platformkit/tracking/g397_report.py,85,False,"preserved alias, untouched"
evaluated_frame_count,scripts/platformkit/tracking/g397_run.py,19,False,"preserved sidecar name, untouched"
decoded_frames,scripts/platformkit/tracking/g397_run.py,73,False,"preserved alias, untouched"
evaluated_frames,scripts/platformkit/tracking/g397_run.py,74,False,"preserved alias, untouched"
build_command,scripts/platformkit/tracking/g401_finish.py,17,False,signature gains an optional trailing argument
source_frame_count,scripts/platformkit/tracking/g401_finish.py,34,False,"preserved alias, untouched"
build_command,scripts/platformkit/tracking/g401_finish.py,77,False,signature gains an optional trailing argument
_VRAM_FLUSH_INTERVAL,scripts/platformkit/tracking/g401_finish.py,103,False,must not move
_VRAM_FLUSH_INTERVAL,scripts/platformkit/tracking/g401_finish.py,107,False,must not move
decoded_frames,scripts/platformkit/tracking/g401_measure.py,74,False,"preserved alias, untouched"
source_frame_count,scripts/platformkit/tracking/g401_measure.py,145,False,"preserved alias, untouched"
build_command,scripts/platformkit/tracking/g401_proposal.py,3,False,signature gains an optional trailing argument
build_command,scripts/platformkit/tracking/g401_proposal.py,18,False,signature gains an optional trailing argument
build_command,scripts/platformkit/tracking/g401_proposal.py,79,False,signature gains an optional trailing argument
--frames,scripts/platformkit/tracking/g401_proposal.py,85,False,"argv value only, when the daemon passes its probe"
--frames,scripts/platformkit/tracking/g401_proposal.py,86,False,"argv value only, when the daemon passes its probe"
--frames,scripts/platformkit/tracking/g401_proposal.py,92,False,"argv value only, when the daemon passes its probe"
build_command,scripts/platformkit/tracking/g401_proposal.py,94,False,signature gains an optional trailing argument
build_command,scripts/platformkit/tracking/g401_proposal.py,107,False,signature gains an optional trailing argument
--frames,scripts/platformkit/tracking/g401_proposal.py,108,False,"argv value only, when the daemon passes its probe"
decoded_frames,scripts/platformkit/tracking/g401_proposal.py,109,False,"preserved alias, untouched"
evaluated_frames,scripts/platformkit/tracking/g401_proposal.py,110,False,"preserved alias, untouched"
source_frame_count,scripts/platformkit/tracking/g401_proposal.py,111,False,"preserved alias, untouched"
evaluated_frame_count,scripts/platformkit/tracking/g401_proposal.py,112,False,"preserved sidecar name, untouched"
max_frames,scripts/platformkit/tracking/g401_proposal.py,113,False,"preserved run_clip and pipeline name, untouched"
_VRAM_FLUSH_INTERVAL,scripts/platformkit/tracking/g401_proposal.py,114,False,must not move
build_command,scripts/platformkit/tracking/g401_proposal.py,143,False,signature gains an optional trailing argument
--frames,scripts/platformkit/tracking/g401_proposal.py,143,False,"argv value only, when the daemon passes its probe"
source_frame_count,scripts/platformkit/tracking/g401_render.py,86,False,"preserved alias, untouched"
--frames,scripts/platformkit/tracking/homography_eligibility.py,179,False,"argv value only, when the daemon passes its probe"
max_frames,scripts/platformkit/tracking/tennis_sequential_plan.py,91,False,"preserved run_clip and pipeline name, untouched"
decoded_frames,scripts/platformkit/tracking/tennis_sequential_plan.py,104,False,"preserved alias, untouched"
--frames,scripts/platformkit/tracking/tennis_sequential_plan.py,154,False,"argv value only, when the daemon passes its probe"
decoded_frames,scripts/platformkit/tracking/test_basketball_imagepx_features.py,31,False,"preserved alias, untouched"
decoded_frames,scripts/platformkit/tracking/test_decode_manifest.py,19,False,"preserved alias, untouched"
evaluated_frames,scripts/platformkit/tracking/test_g310_native_input_arm.py,37,False,"preserved alias, untouched"
evaluated_frames,scripts/platformkit/tracking/test_g310_native_input_arm.py,39,False,"preserved alias, untouched"
evaluated_frames,scripts/platformkit/tracking/test_g310_native_input_arm.py,52,False,"preserved alias, untouched"
evaluated_frames,scripts/platformkit/tracking/test_g310_native_input_arm.py,59,False,"preserved alias, untouched"
decoded_frames,scripts/platformkit/tracking/test_tennis_sequential_plan.py,40,False,"preserved alias, untouched"
max_frames,scripts/platformkit/tracking_corpus_ab.py,59,False,"preserved run_clip and pipeline name, untouched"
max_frames,scripts/platformkit/tracking_corpus_ab.py,66,False,"preserved run_clip and pipeline name, untouched"
max_frames,scripts/platformkit/tracking_corpus_ab.py,166,False,"preserved run_clip and pipeline name, untouched"
max_frames,scripts/platformkit/tracking_corpus_ab.py,170,False,"preserved run_clip and pipeline name, untouched"
max_frames,scripts/platformkit/tracking_corpus_ab.py,194,False,"preserved run_clip and pipeline name, untouched"
max_frames,scripts/platformkit/tracking_corpus_ab.py,200,False,"preserved run_clip and pipeline name, untouched"
max_frames,scripts/platformkit/tracking_corpus_worker.py,14,False,"preserved run_clip and pipeline name, untouched"
max_frames,scripts/platformkit/tracking_corpus_worker.py,22,False,"preserved run_clip and pipeline name, untouched"
max_frames,scripts/platformkit/tracking_corpus_worker.py,43,False,"preserved run_clip and pipeline name, untouched"
evaluated_frames,scripts/platformkit/tracking_harness.py,14,False,"preserved alias, untouched"
evaluated_frames,scripts/platformkit/tracking_harness.py,417,False,"preserved alias, untouched"
max_frames,scripts/platformkit/tracking_regression.py,71,False,"preserved run_clip and pipeline name, untouched"
--frames,scripts/pod_loop.sh,35,False,"argv value only, when the daemon passes its probe"
--frames,scripts/pod_phase_g_finish.sh,31,False,"argv value only, when the daemon passes its probe"
--frames,scripts/pod_relaunch.sh,39,False,"argv value only, when the daemon passes its probe"
--frames,scripts/pod_relaunch.sh,52,False,"argv value only, when the daemon passes its probe"
--frames,scripts/pod_setup_and_launch.sh,176,False,"argv value only, when the daemon passes its probe"
--frames,scripts/pod_setup_and_launch.sh,179,False,"argv value only, when the daemon passes its probe"
--frames,scripts/pod_setup_and_launch.sh,182,False,"argv value only, when the daemon passes its probe"
max_frames,scripts/process_game.py,150,False,"preserved run_clip and pipeline name, untouched"
max_frames,scripts/process_game.py,161,False,"preserved run_clip and pipeline name, untouched"
max_frames,scripts/process_game.py,217,False,"preserved run_clip and pipeline name, untouched"
--frames,scripts/process_game.py,391,False,"argv value only, when the daemon passes its probe"
max_frames,scripts/process_game.py,430,False,"preserved run_clip and pipeline name, untouched"
--frames,scripts/reprocess_20_games.py,76,False,"argv value only, when the daemon passes its probe"
--frames,scripts/reprocess_failed_games.py,44,False,"argv value only, when the daemon passes its probe"
--frames,scripts/reprocess_failed_games.py,147,False,"argv value only, when the daemon passes its probe"
--frames,scripts/reprocess_failed_games.py,229,False,"argv value only, when the daemon passes its probe"
--frames,scripts/reprocess_safe.sh,34,False,"argv value only, when the daemon passes its probe"
--frames,scripts/reprocess_tracking_only.py,71,False,"argv value only, when the daemon passes its probe"
--frames,scripts/reprocess_tracking_only.py,99,False,"argv value only, when the daemon passes its probe"
--frames,scripts/run_3gpu.sh,35,False,"argv value only, when the daemon passes its probe"
--frames,scripts/run_3gpu.sh,41,False,"argv value only, when the daemon passes its probe"
--frames,scripts/run_3gpu.sh,47,False,"argv value only, when the daemon passes its probe"
--frames,scripts/run_clip.py,20,False,"argv value only, when the daemon passes its probe"
evaluated_frame_count,scripts/run_clip.py,82,False,"preserved sidecar name, untouched"
decoded_frames,scripts/run_clip.py,151,False,"preserved alias, untouched"
decoded_frames,scripts/run_clip.py,154,False,"preserved alias, untouched"
max_frames,scripts/run_clip.py,166,False,"preserved run_clip and pipeline name, untouched"
decoded_frames,scripts/run_clip.py,177,False,"preserved alias, untouched"
source_frame_count,scripts/run_clip.py,178,False,"preserved alias, untouched"
max_frames,scripts/run_clip.py,181,False,"preserved run_clip and pipeline name, untouched"
evaluated_frames,scripts/run_clip.py,183,False,"preserved alias, untouched"
decoded_frames,scripts/run_clip.py,184,False,"preserved alias, untouched"
max_frames,scripts/run_clip.py,184,False,"preserved run_clip and pipeline name, untouched"
max_frames,scripts/run_clip.py,191,False,"preserved run_clip and pipeline name, untouched"
max_frames,scripts/run_clip.py,192,False,"preserved run_clip and pipeline name, untouched"
decoded_frames,scripts/run_clip.py,201,False,"preserved alias, untouched"
decoded_frames,scripts/run_clip.py,203,False,"preserved alias, untouched"
decoded_frames,scripts/run_clip.py,205,False,"preserved alias, untouched"
decoded_frames,scripts/run_clip.py,206,False,"preserved alias, untouched"
source_frame_count,scripts/run_clip.py,206,False,"preserved alias, untouched"
decoded_frames,scripts/run_clip.py,209,False,"preserved alias, untouched"
evaluated_frames,scripts/run_clip.py,209,False,"preserved alias, untouched"
max_frames,scripts/run_clip.py,216,False,"preserved run_clip and pipeline name, untouched"
max_frames,scripts/run_clip.py,220,False,"preserved run_clip and pipeline name, untouched"
evaluated_frames,scripts/run_clip.py,226,False,"preserved alias, untouched"
evaluated_frames,scripts/run_clip.py,236,False,"preserved alias, untouched"
evaluated_frames,scripts/run_clip.py,237,False,"preserved alias, untouched"
--frames,scripts/run_clip.py,417,False,"argv value only, when the daemon passes its probe"
--frames,scripts/run_clip.py,463,False,"argv value only, when the daemon passes its probe"
max_frames,scripts/run_clip.py,521,False,"preserved run_clip and pipeline name, untouched"
evaluated_frames,scripts/run_clip.py,528,False,"preserved alias, untouched"
max_frames,scripts/run_data_collection.py,187,False,"preserved run_clip and pipeline name, untouched"
max_frames,scripts/run_data_collection.py,200,False,"preserved run_clip and pipeline name, untouched"
--frames,scripts/run_data_collection.py,201,False,"argv value only, when the daemon passes its probe"
max_frames,scripts/run_data_collection.py,201,False,"preserved run_clip and pipeline name, untouched"
max_frames,scripts/run_data_collection.py,228,False,"preserved run_clip and pipeline name, untouched"
max_frames,scripts/run_data_collection.py,419,False,"preserved run_clip and pipeline name, untouched"
max_frames,scripts/run_data_collection.py,430,False,"preserved run_clip and pipeline name, untouched"
--frames,scripts/run_full_batch_57.sh,70,False,"argv value only, when the daemon passes its probe"
--frames,scripts/run_full_batch_57.sh,75,False,"argv value only, when the daemon passes its probe"
--frames,scripts/run_full_batch_57.sh,80,False,"argv value only, when the daemon passes its probe"
--frames,scripts/run_full_batch_57.sh,181,False,"argv value only, when the daemon passes its probe"
--frames,scripts/run_full_batch_57.sh,183,False,"argv value only, when the daemon passes its probe"
--frames,scripts/run_full_batch_57.sh,185,False,"argv value only, when the daemon passes its probe"
--frames,scripts/run_phase_g.py,15,False,"argv value only, when the daemon passes its probe"
--frames,scripts/run_phase_g.py,437,False,"argv value only, when the daemon passes its probe"
--frames,scripts/run_phase_g.py,604,False,"argv value only, when the daemon passes its probe"
--frames,scripts/run_season_queue.py,5,False,"argv value only, when the daemon passes its probe"
--frames,scripts/run_season_queue.py,14,False,"argv value only, when the daemon passes its probe"
--frames,scripts/run_season_queue.py,272,False,"argv value only, when the daemon passes its probe"
--frames,scripts/run_season_queue.py,309,False,"argv value only, when the daemon passes its probe"
--frames,scripts/runpod_4gpu.sh,12,False,"argv value only, when the daemon passes its probe"
--frames,scripts/runpod_4gpu.sh,22,False,"argv value only, when the daemon passes its probe"
_VRAM_FLUSH_INTERVAL,scripts/season_100_orchestrator.sh,58,False,must not move
_VRAM_FLUSH_INTERVAL,scripts/season_100_orchestrator.sh,59,False,must not move
_VRAM_FLUSH_INTERVAL,scripts/season_100_orchestrator.sh,62,False,must not move
--frames,scripts/season_100_orchestrator.sh,121,False,"argv value only, when the daemon passes its probe"
_VRAM_FLUSH_INTERVAL,scripts/setup_pod_optimized.sh,46,False,must not move
_VRAM_FLUSH_INTERVAL,scripts/stage_and_launch.sh,55,False,must not move
_VRAM_FLUSH_INTERVAL,scripts/stage_and_launch.sh,57,False,must not move
--frames,scripts/stage_and_launch.sh,83,False,"argv value only, when the daemon passes its probe"
decoded_frames,scripts/test_run_clip_g206_route_evaluated_count.py,12,False,"preserved alias, untouched"
evaluated_frame_count,scripts/test_run_clip_g206_route_evaluated_count.py,20,False,"preserved sidecar name, untouched"
evaluated_frame_count,scripts/test_run_clip_g206_route_evaluated_count.py,22,False,"preserved sidecar name, untouched"
decoded_frames,scripts/test_run_clip_g206_route_evaluated_count.py,24,False,"preserved alias, untouched"
evaluated_frames,scripts/test_run_clip_g206_route_evaluated_count.py,25,False,"preserved alias, untouched"
decoded_frames,scripts/test_run_clip_g206_route_evaluated_count.py,26,False,"preserved alias, untouched"
max_frames,scripts/test_run_clip_g206_route_evaluated_count.py,26,False,"preserved run_clip and pipeline name, untouched"
max_frames,scripts/test_run_clip_g206_route_evaluated_count.py,28,False,"preserved run_clip and pipeline name, untouched"
source_frame_count,scripts/test_run_clip_g206_route_evaluated_count.py,32,False,"preserved alias, untouched"
evaluated_frames,scripts/test_run_clip_g206_route_evaluated_count.py,46,False,"preserved alias, untouched"
max_frames,scripts/test_run_clip_g206_route_evaluated_count.py,47,False,"preserved run_clip and pipeline name, untouched"
--frames,scripts/validate_tracker_e2e.py,78,False,"argv value only, when the daemon passes its probe"
max_frames,src/pipeline/run_pipeline.py,47,False,"preserved run_clip and pipeline name, untouched"
max_frames,src/pipeline/run_pipeline.py,116,False,"preserved run_clip and pipeline name, untouched"
max_frames,src/pipeline/run_pipeline.py,245,False,"preserved run_clip and pipeline name, untouched"
max_frames,src/pipeline/tracking_pipeline.py,105,False,"preserved run_clip and pipeline name, untouched"
--frames,src/pipeline/tracking_pipeline.py,120,False,"argv value only, when the daemon passes its probe"
max_frames,src/pipeline/tracking_pipeline.py,120,False,"preserved run_clip and pipeline name, untouched"
max_frames,src/pipeline/tracking_pipeline.py,160,False,"preserved run_clip and pipeline name, untouched"
