game_id,shot_id,frame,timestamp,player_id,player_name,team,x_position,y_position,x_norm,y_norm,court_zone,defender_distance,defender_dist_norm,team_spacing,possession_id,possession_duration,made,shot_clock,contest_arm_angle,closeout_speed,fatigue_proxy,dribble_count,ball_shot_arc_angle,catch_and_shoot,shot_distance,second_chance,shot_creation
0022400921,1,26988,450.25,6,,PHX,1149,113,0.5809,0.7152,mid_range,164.2,0.083,89.3,3163,17,,,0.3128418396049988,,337.1,0,87.34864768070935,1,740.8,0,catch_and_shoot
0022400921,2,28116,469.069,7,PHX#?,PHX,153,115,0.0774,0.7278,3pt_arc,1186.0,0.5996,0.0,3173,2,,,0.0,,506.1,0,83.65433838554758,1,73.4,0,catch_and_shoot
0022400921,3,29934,499.399,5,PHX#?,DAL,591,146,0.2988,0.9241,mid_range,,,0.0,3202,0,,,0.0,,1964.5,0,73.31549312869248,1,506.4,0,catch_and_shoot
0022400921,4,30870,515.014,6,PHX#?,PHX,1329,150,0.6719,0.9494,mid_range,,,0.0,3358,1,,,0.22238542472600847,,1711.9,0,-84.14165292460083,1,564.5,0,catch_and_shoot
0022400921,5,31890,532.032,9,Dillon Brooks,PHX,662,151,0.3347,0.9557,mid_range,429.2,0.217,0.0,3396,1,,,0.17444485842511445,,2474.1,0,-81.22349635071414,1,577.5,0,catch_and_shoot
0022400921,6,33060,551.551,2,PHX#?,DAL,1178,157,0.5956,0.9937,mid_range,24.1,0.0122,0.0,3493,0,,,0.0,,3651.9,0,21.810001989881542,1,715.3,0,catch_and_shoot
0022400921,7,34194,570.47,1,Devin Booker,DAL,838,99,0.4237,0.6266,backcourt,,,0.0,3589,0,,,0.16937245993136515,,4462.9,0,-57.70674552005223,1,749.3,0,catch_and_shoot
0022400921,8,35406,590.69,8,PHX#?,PHX,320,143,0.1618,0.9051,corner_3,60.4,0.0305,474.6,3643,119,,,0.02635624825679774,,1966.5,1,84.25987357831409,0,239.7,0,pull_up
0022400921,9,36180,603.603,8,PHX#?,PHX,320,143,0.1618,0.9051,corner_3,,,0.0,3684,0,,,0.02635624825679774,,2143.4,1,-87.32211772285247,0,239.7,0,pull_up
0022400921,10,37086,618.718,9,Dillon Brooks,PHX,417,154,0.2108,0.9747,corner_3,412.0,0.2083,0.0,3746,59,,,0.17444485842511445,,4317.4,0,-74.30229733124382,1,336.5,0,catch_and_shoot
0022400921,11,37578,626.926,1,Devin Booker,DAL,945,153,0.4778,0.9684,backcourt,430.0,0.2174,0.0,3749,48,,,0.11958629358321823,,7012.4,0,87.30138828624615,1,859.2,0,catch_and_shoot
0022400921,12,38526,642.742,3,PHX#?,DAL,483,125,0.2442,0.7911,3pt_arc,931.3,0.4708,0.0,3839,1,,,0.1901600889612473,,5308.3,0,-88.4253070846268,1,396.7,0,catch_and_shoot
0022400921,13,39582,660.36,4,PHX#?,DAL,621,155,0.314,0.981,mid_range,291.7,0.1475,0.0,3843,8,,,0.15910780366307825,,3729.3,0,79.16028038068795,1,537.4,0,catch_and_shoot
0022400921,14,40128,669.469,5,PHX#?,DAL,873,135,0.4414,0.8544,backcourt,541.1,0.2736,26.1,3846,24,,,0.30054151128554496,,4315.7,0,76.71648905781664,1,786.0,0,catch_and_shoot
0022400921,15,41106,685.785,9,Dillon Brooks,PHX,764,65,0.3862,0.4114,mid_range,368.0,0.186,0.0,3848,7,,,0.09663733306574818,,7829.6,0,-85.76015136123226,1,675.1,0,catch_and_shoot
0022400921,16,42018,701.0,4,PHX#?,DAL,66,147,0.0334,0.9304,corner_3,95.3,0.0482,0.0,3850,35,,,0.15910780366307825,,6702.7,0,88.670709601307,1,71.8,0,catch_and_shoot
0022400921,17,42630,711.211,10,PHX#?,PHX,160,140,0.0809,0.8861,corner_3,,,0.0,3850,137,,,0.3747945139762058,,10470.6,0,-86.7932307583153,1,93.6,1,catch_and_shoot
0022400921,18,43122,719.419,9,Dillon Brooks,PHX,37,112,0.0187,0.7089,paint,198.6,0.1004,0.0,3852,53,,,0.030378841566774874,,10976.8,0,71.59318495303943,1,61.6,0,catch_and_shoot
0022400921,19,44358,740.039,5,PHX#?,DAL,763,156,0.3857,0.9873,mid_range,49.3,0.0249,0.0,3855,24,,,0.013698629840449075,,9695.9,0,-82.84413941882086,1,678.4,0,catch_and_shoot
0022400921,20,45750,763.263,6,PHX#?,PHX,1629,57,0.8236,0.3608,3pt_arc,881.1,0.4454,260.7,3927,0,,,0.15123056681387428,,4636.4,3,-86.87880602407087,0,260.9,0,pull_up
0022400921,21,46656,778.378,6,PHX#?,PHX,1629,57,0.8236,0.3608,3pt_arc,875.7,0.4427,0.0,4078,0,,,0.15123056681387428,,4636.4,3,-87.78212917675285,0,260.9,0,pull_up
0022400921,22,47472,791.991,10,PHX#?,PHX,479,149,0.2422,0.943,corner_3,127.9,0.0647,226.3,4102,1,,,0.3134529103002273,,14507.5,0,-88.31658229292165,1,396.2,0,catch_and_shoot
0022400921,23,48210,804.303,5,PHX#?,DAL,809,15,0.409,0.0949,mid_range,150.3,0.076,0.0,4103,54,,,0.4685402621672448,,15800.2,0,-57.06964994286202,1,722.8,0,catch_and_shoot
0022400921,24,49068,818.618,3,PHX#?,DAL,543,120,0.2745,0.7595,3pt_arc,202.1,0.1022,0.0,4104,109,,,0.2098184248567161,,21058.4,0,-88.61459562254716,1,455.8,0,catch_and_shoot
0022400921,25,50886,848.948,4,PHX#?,DAL,887,155,0.4484,0.981,backcourt,451.6,0.2283,0.0,4111,49,,,0.0,,16114.8,0,87.9676660813043,1,801.6,0,catch_and_shoot
0022400921,26,51426,857.957,6,PHX#?,PHX,1785,5,0.9024,0.0316,corner_3,1297.7,0.6561,0.0,4112,15,,,0.04528301808676195,,4636.4,0,-87.65965620818902,1,127.6,0,catch_and_shoot
0022400921,27,55104,919.318,7,PHX#?,PHX,538,39,0.272,0.2468,3pt_arc,,,0.0,4501,0,,,0.0046897545814775276,,21952.0,0,-79.53312651886199,1,450.8,0,catch_and_shoot
0022400921,28,56238,938.237,4,PHX#?,DAL,481,10,0.2432,0.0633,corner_3,246.0,0.1244,0.0,4527,142,,,0.27076041446749394,,19816.6,0,84.13438140183912,1,398.0,0,catch_and_shoot
0022400921,29,57240,954.954,6,PHX#?,PHX,1785,5,0.9024,0.0316,corner_3,1143.0,0.5779,0.0,4530,12,,,0.0,,4636.4,0,-86.57207988234391,1,127.6,0,catch_and_shoot
0022400921,30,57906,966.065,3,PHX#?,DAL,644,87,0.3256,0.5506,mid_range,1143.9,0.5783,0.0,4531,96,,,0.0,,30334.6,0,84.51932043786937,1,555.0,0,catch_and_shoot
0022400921,31,58602,977.677,3,PHX#?,DAL,644,87,0.3256,0.5506,mid_range,,,0.0,4577,0,,,0.0,,32223.4,0,62.72336621937003,1,555.0,0,catch_and_shoot
0022400921,32,59082,985.685,6,PHX#?,PHX,1785,5,0.9024,0.0316,corner_3,,,0.0,4634,9,,,0.0,,4636.4,0,-81.86746916494444,1,127.6,0,catch_and_shoot
0022400921,33,61278,1022.321,6,PHX#?,PHX,1785,5,0.9024,0.0316,corner_3,1203.6,0.6085,0.0,4805,0,,,0.0,,4636.4,0,-83.86791366060778,1,127.6,0,catch_and_shoot
0022400921,34,62184,1037.436,10,PHX#?,PHX,673,64,0.3402,0.4051,mid_range,17.5,0.0088,0.0,4829,83,,,0.14691249565390696,,18517.1,0,-67.51820678480522,1,584.2,0,catch_and_shoot
0022400921,35,62772,1047.246,10,PHX#?,PHX,694,87,0.3509,0.5506,mid_range,56.5,0.0286,0.0,4835,0,,,0.14691249565390696,,18772.6,1,-87.99338810594001,0,605.0,0,post_up
0022400921,36,63918,1066.365,3,PHX#?,DAL,941,153,0.4757,0.9684,backcourt,1.4,0.0007,56.4,4840,47,,,0.3669871719592375,,35952.5,0,-72.10295889255518,1,855.2,0,catch_and_shoot
0022400921,37,64686,1079.178,6,PHX#?,PHX,1398,0,0.7068,0.0,mid_range,525.8,0.2658,0.0,4841,25,,,0.35766792829131877,,6076.6,0,85.4916117250028,1,497.3,0,catch_and_shoot
0022400921,38,65796,1097.697,4,PHX#?,DAL,672,44,0.3397,0.2785,mid_range,,,0.0,4845,0,,,0.1002656021191904,,31098.9,0,52.403509504742594,1,584.0,0,catch_and_shoot
0022400921,39,66282,1105.805,4,PHX#?,DAL,672,44,0.3397,0.2785,mid_range,,,0.0,4926,0,,,0.1002656021191904,,31098.9,0,87.28110548736495,1,584.0,0,catch_and_shoot
0022400921,40,66780,1114.113,4,PHX#?,DAL,672,44,0.3397,0.2785,mid_range,,,0.0,5009,0,,,0.1002656021191904,,31098.9,0,-88.76732939770807,1,584.0,0,catch_and_shoot
0022400921,41,67296,1122.722,4,PHX#?,DAL,672,44,0.3397,0.2785,mid_range,,,0.0,5095,0,,,0.1002656021191904,,31098.9,0,-76.021432147497,1,584.0,0,catch_and_shoot
0022400921,42,68202,1137.837,4,PHX#?,DAL,672,44,0.3397,0.2785,mid_range,,,0.0,5246,0,,,0.1002656021191904,,31098.9,0,70.96425386583012,1,584.0,0,catch_and_shoot
0022400921,43,68832,1148.347,4,PHX#?,DAL,672,44,0.3397,0.2785,mid_range,,,0.0,5351,0,,,0.1002656021191904,,31098.9,0,16.179753026494673,1,584.0,0,catch_and_shoot
0022400921,44,69540,1160.159,4,PHX#?,DAL,672,44,0.3397,0.2785,mid_range,,,0.0,5469,0,,,0.1002656021191904,,31098.9,0,-87.5044730886297,1,584.0,0,catch_and_shoot
0022400921,45,70656,1178.778,4,PHX#?,DAL,672,44,0.3397,0.2785,mid_range,,,0.0,5625,0,,,0.1002656021191904,,31098.9,0,-75.74925249502161,1,584.0,0,catch_and_shoot
0022400921,46,71574,1194.093,4,PHX#?,DAL,672,44,0.3397,0.2785,mid_range,,,0.0,5778,0,,,0.1002656021191904,,31098.9,0,-81.01555209588635,1,584.0,0,catch_and_shoot
0022400921,47,72060,1202.201,4,PHX#?,DAL,672,44,0.3397,0.2785,mid_range,,,0.0,5859,0,,,0.1002656021191904,,31098.9,0,75.52615556624329,1,584.0,0,catch_and_shoot
0022400921,48,72588,1211.01,4,PHX#?,DAL,672,44,0.3397,0.2785,mid_range,,,0.0,5947,0,,,0.1002656021191904,,31098.9,0,-88.51921491436808,1,584.0,0,catch_and_shoot
0022400921,49,73710,1229.728,4,PHX#?,DAL,672,44,0.3397,0.2785,mid_range,,,0.0,6134,0,,,0.1002656021191904,,31098.9,0,88.57772447905155,1,584.0,0,catch_and_shoot
0022400921,50,74190,1237.736,4,PHX#?,DAL,672,44,0.3397,0.2785,mid_range,,,0.0,6214,0,,,0.1002656021191904,,31098.9,0,-86.91437070206455,1,584.0,0,catch_and_shoot
0022400921,51,77232,1288.487,4,PHX#?,DAL,672,44,0.3397,0.2785,mid_range,,,0.0,6646,0,,,0.1002656021191904,,31098.9,0,-87.96572850288211,1,584.0,0,catch_and_shoot
0022400921,52,78036,1301.901,4,PHX#?,DAL,672,44,0.3397,0.2785,mid_range,,,0.0,6780,0,,,0.1002656021191904,,31098.9,0,-44.07339238760346,1,584.0,0,catch_and_shoot
0022400921,53,153480,2560.558,4,PHX#?,DAL,672,44,0.3397,0.2785,mid_range,,,0.0,6923,0,,,0.1002656021191904,,31098.9,0,79.98658788927143,1,584.0,0,catch_and_shoot
0022400921,54,155688,2597.395,4,PHX#?,DAL,672,44,0.3397,0.2785,mid_range,,,0.0,7261,0,,,0.1002656021191904,,31098.9,0,-88.49177695625114,1,584.0,0,catch_and_shoot
0022400921,55,156192,2605.803,4,PHX#?,DAL,672,44,0.3397,0.2785,mid_range,,,0.0,7345,0,,,0.1002656021191904,,31098.9,0,86.20795013827896,1,584.0,0,catch_and_shoot
0022400921,56,158778,2648.946,4,PHX#?,DAL,672,44,0.3397,0.2785,mid_range,,,0.0,7746,0,,,0.1002656021191904,,31312.0,0,-87.11330537309337,1,584.0,0,catch_and_shoot
0022400921,57,159360,2658.656,4,PHX#?,DAL,672,44,0.3397,0.2785,mid_range,124.5,0.0629,0.0,7843,0,,,0.1002656021191904,,31312.0,0,-83.53585427600518,1,584.0,0,catch_and_shoot
0022400921,58,179796,2999.597,4,PHX#?,DAL,672,44,0.3397,0.2785,mid_range,166.7,0.0843,0.0,8047,0,,,0.1002656021191904,,31312.0,0,-86.10756296323804,1,584.0,0,catch_and_shoot
0022400921,59,180876,3017.615,1,Devin Booker,DAL,36,111,0.0182,0.7025,paint,,,0.0,8227,1,,,0.18086718872786536,,45574.6,0,-87.28284402331848,1,61.9,0,catch_and_shoot
0022400921,60,181554,3028.926,3,PHX#?,DAL,1191,138,0.6021,0.8734,mid_range,300.0,0.1517,0.0,8227,114,,,0.29029604499220935,,40292.0,1,84.74377954897821,0,700.5,1,post_up
0022400921,61,182436,3043.641,2,PHX#?,DAL,1002,115,0.5066,0.7278,backcourt,,,0.0,8228,127,,,0.17979930531101973,,41244.2,0,-64.10267954862115,1,887.7,0,catch_and_shoot
0022400921,62,183294,3057.955,2,PHX#?,DAL,1002,115,0.5066,0.7278,backcourt,,,0.0,8275,0,,,0.17979930531101973,,41837.3,0,-83.69400814508413,1,887.7,0,catch_and_shoot
0022400921,63,184422,3076.774,4,PHX#?,DAL,616,58,0.3114,0.3671,mid_range,297.5,0.1504,225.2,8316,82,,,0.21195527558058974,,32127.7,0,8.79409436471749,1,527.4,0,catch_and_shoot
0022400921,64,185094,3087.985,4,PHX#?,DAL,616,58,0.3114,0.3671,mid_range,122.9,0.0621,0.0,8338,0,,,0.21195527558058974,,32727.6,0,84.38588419111872,1,527.4,0,catch_and_shoot
0022400921,65,186060,3104.101,1,Devin Booker,DAL,306,136,0.1547,0.8608,corner_3,151.6,0.0766,0.0,8356,2,,,0.0,,47126.2,0,86.71640201075749,1,224.4,0,catch_and_shoot
0022400921,66,186552,3112.309,1,Devin Booker,DAL,1046,114,0.5288,0.7215,backcourt,28.4,0.0144,0.0,8356,84,,,0.13797790693947798,,48658.3,1,-87.3236693362908,0,843.7,1,pull_up
0022400921,67,187062,3120.818,4,PHX#?,DAL,1112,68,0.5622,0.4304,backcourt,915.4,0.4628,0.0,8357,76,,,0.21195527558058974,,34850.4,0,-88.30543958432524,1,777.1,0,catch_and_shoot
0022400921,68,187866,3134.231,4,PHX#?,DAL,1112,68,0.5622,0.4304,backcourt,222.4,0.1124,0.0,8357,180,,,0.21195527558058974,,34850.4,0,-87.75488442090274,1,777.1,1,catch_and_shoot
0022400921,69,188976,3152.75,3,PHX#?,DAL,120,95,0.0607,0.6013,paint,480.1,0.2427,0.0,8424,37,,,0.0059963098450910735,,43043.0,0,-85.76142451454176,1,34.9,0,catch_and_shoot
0022400921,70,189588,3162.96,1,Devin Booker,DAL,991,100,0.501,0.6329,backcourt,189.1,0.0956,0.0,8424,139,,,0.15862467201618638,,50124.8,0,88.00462953664005,1,898.2,1,catch_and_shoot
0022400921,71,191466,3194.291,2,PHX#?,DAL,665,134,0.3362,0.8481,mid_range,925.2,0.4677,0.0,8429,2,,,0.27661322741337996,,48410.1,0,-77.73844273653957,1,578.6,0,catch_and_shoot
0022400921,72,192030,3203.7,7,PHX#?,PHX,1564,157,0.7907,0.9937,corner_3,,,0.0,8429,96,,,0.33341483767244173,,38545.3,0,-80.84924650968249,1,334.2,1,catch_and_shoot
0022400921,73,276456,4612.208,7,PHX#?,PHX,1564,157,0.7907,0.9937,corner_3,323.6,0.1636,0.0,8499,0,,,0.33341483767244173,,38981.3,0,-13.498066599899866,1,334.2,0,catch_and_shoot
0022400921,74,277374,4627.523,7,PHX#?,PHX,1564,157,0.7907,0.9937,corner_3,899.0,0.4545,0.0,8607,0,,,0.33341483767244173,,39216.2,0,20.43116968161421,1,334.2,0,catch_and_shoot
0022400921,75,278910,4653.149,6,PHX#?,PHX,1283,145,0.6486,0.9177,mid_range,385.0,0.1946,0.0,8681,76,,,0.0,,19788.1,0,61.15452713424474,1,609.6,0,catch_and_shoot
0022400921,76,279786,4667.763,6,PHX#?,PHX,1283,145,0.6486,0.9177,mid_range,,,0.0,8739,0,,,0.0,,21276.5,0,-85.33329505800197,1,609.6,0,catch_and_shoot
0022400921,77,280668,4682.478,1,Devin Booker,DAL,311,122,0.1572,0.7722,3pt_arc,,,0.0,8761,81,,,0.21397541109262846,,56983.3,1,-81.26150528443978,0,226.1,0,pull_up
0022400921,78,281220,4691.687,1,Devin Booker,DAL,311,122,0.1572,0.7722,3pt_arc,,,0.0,8821,0,,,0.21397541109262846,,56983.3,1,88.19789407441208,0,226.1,0,pull_up
0022400921,79,282252,4708.904,1,Devin Booker,DAL,311,122,0.1572,0.7722,3pt_arc,876.3,0.443,0.0,8963,0,,,0.21397541109262846,,56983.3,1,-87.96975687231243,0,226.1,0,pull_up
0022400921,80,282750,4717.212,1,Devin Booker,DAL,311,122,0.1572,0.7722,3pt_arc,,,0.0,9046,0,,,0.21397541109262846,,56983.3,1,88.58076498762983,0,226.1,0,pull_up
0022400921,81,283260,4725.721,1,Devin Booker,DAL,311,122,0.1572,0.7722,3pt_arc,,,0.0,9131,0,,,0.21397541109262846,,57751.8,1,-10.369403193447402,0,226.1,0,pull_up
0022400921,82,301830,5035.53,1,Devin Booker,DAL,311,122,0.1572,0.7722,3pt_arc,,,0.0,9234,0,,,0.21397541109262846,,57751.8,1,-86.25587872504202,0,226.1,0,pull_up
0022400921,83,302490,5046.542,1,Devin Booker,DAL,311,122,0.1572,0.7722,3pt_arc,,,0.0,9269,0,,,0.21397541109262846,,57751.8,1,86.7429119185767,0,226.1,0,pull_up
0022400921,84,303300,5060.055,6,PHX#?,PHX,289,154,0.1461,0.9747,corner_3,,,0.0,9287,67,,,0.0,,22585.9,0,-86.36694994168542,1,213.6,0,catch_and_shoot
0022400921,85,304350,5077.573,6,PHX#?,PHX,111,156,0.0561,0.9873,corner_3,,,0.0,9304,24,,,0.2549510712119394,,22983.6,0,-86.70337593595937,1,80.1,0,catch_and_shoot
0022400921,86,305268,5092.888,10,PHX#?,PHX,1844,152,0.9323,0.962,corner_3,,,0.0,9305,95,,,0.2818954039306973,,26357.5,0,-45.18221193404568,1,85.8,0,catch_and_shoot
0022400921,87,305844,5102.497,10,PHX#?,PHX,1844,152,0.9323,0.962,corner_3,,,0.0,9391,0,,,0.2818954039306973,,26357.5,0,87.93709928119851,1,85.8,0,catch_and_shoot
0022400921,88,306834,5119.014,10,PHX#?,PHX,1844,152,0.9323,0.962,corner_3,,,0.0,9481,0,,,0.2818954039306973,,26357.5,0,-88.30835007207531,1,85.8,0,catch_and_shoot
0022400921,89,339546,5664.759,1,Devin Booker,DAL,510,147,0.2578,0.9304,corner_3,,,0.0,9719,0,,,0.0,,62350.9,0,67.55881144399042,1,426.4,0,catch_and_shoot
0022400921,90,342990,5722.217,10,PHX#?,PHX,1844,152,0.9323,0.962,corner_3,441.7,0.2233,0.0,10156,30,,,0.0,,26357.5,0,-84.88854702384013,1,85.8,0,catch_and_shoot
0022400921,91,343686,5733.828,8,PHX#?,PHX,582,145,0.2942,0.9177,mid_range,,,0.0,10158,19,,,0.14666831996689758,,31298.3,0,57.74687190842527,1,497.4,0,catch_and_shoot
0022400921,92,344538,5748.042,8,PHX#?,PHX,582,145,0.2942,0.9177,mid_range,,,0.0,10158,101,,,0.14666831996689758,,31300.5,0,70.03211973114222,1,497.4,1,catch_and_shoot
0022400921,93,347052,5789.984,8,PHX#?,PHX,582,145,0.2942,0.9177,mid_range,397.1,0.2008,0.0,10464,0,,,0.14666831996689758,,31300.5,0,-78.43538997718385,1,497.4,0,catch_and_shoot
