frame,timestamp,player_id,team,x_position,y_position,x_norm,y_norm,velocity,acceleration,direction_deg,court_zone,ball_possession,distance_to_ball,nearest_opponent,nearest_teammate,event,team_spacing,spacing_hull_area,team_centroid_x,team_centroid_y,paint_count_own,paint_count_opp,possession_side,handler_isolation,bbox_x1,bbox_y1,bbox_x2,bbox_y2,ball_x2d,ball_y2d,ball_velocity,distance_to_basket,vel_toward_basket,drive_flag,ft_x,ft_y,dist_to_basket_ft,fast_break_flag,possession_id,possession_duration,confidence,play_type,paint_touches,off_ball_distance,shot_clock_est,scoreboard_shot_clock,scoreboard_game_clock,scoreboard_period,scoreboard_score_diff,scoreboard_confidence,possession_duration_sec,possession_type,ankle_x,ankle_y,contest_arm_angle,jump_detected,dribble_hand,ball_shot_arc_angle,ball_peak_height_px,ball_pass_speed_pxpf,player_name,jersey_number,team_abbrev,dribble_count,lineup_id,homography_valid
26880,448.448,1,green,31,132,0.0157,0.8354,0.0,0.0,0.0,3pt_arc,0,455.0,,,none,0.0,0.0,31.0,132.0,0,0,left,,355,93,433,243,483,80,6128.01,78.6,0.0,0,1.47,41.77,17.19,0,3161,0,1.0,unclassified,0,0.0,24.0,,,,,0.0,421.42,half_court,,,0.0,0,unknown,48.65659400106268,158.22791083884658,0.5270462766947299,,,,0,2,1
26886,448.548,1,green,27,99,0.0137,0.6266,5.54,5.54,263.1,paint,0,460.5,1006.9,,none,0.0,0.0,27.0,99.0,1,0,left,,357,90,437,205,487,77,5.0,65.2,1.05,0,1.28,31.33,7.47,0,3162,0,1.0,unclassified,0,0.0,24.0,,,,,0.0,421.52,half_court,,,0.0,0,unknown,35.955461636307064,184.95656785805477,0.7071067811865475,,,,0,3,1
26886,448.548,6,white,1033,142,0.5222,0.8987,0.0,0.0,0.0,backcourt,0,549.9,1006.9,,none,0.0,0.0,1033.0,142.0,0,1,left,,981,121,1055,246,487,77,5.0,858.3,0.0,0,49.09,44.94,44.39,0,3162,0,1.0,unclassified,0,0.0,24.0,,,,,0.0,421.52,half_court,,,0.0,0,unknown,35.955461636307064,184.95656785805477,0.7071067811865475,,,,0,3,1
26892,448.648,2,green,402,122,0.2032,0.7722,0.0,0.0,0.0,3pt_arc,1,103.8,634.9,372.3,none,0.0,0.0,216.0,114.0,1,0,left,634.9,593,80,677,228,494,74,7.62,315.9,0.0,0,19.1,38.61,19.42,0,3163,1,1.0,unclassified,0,0.0,24.0,,,,,0.0,0.0,half_court,,,0.0,0,unknown,13.819920438122962,176.1337931449525,0.9718253158075502,,,,0,4,1
26892,448.648,1,green,30,106,0.0152,0.6709,1.27,-4.27,66.8,paint,0,465.1,1007.2,372.3,none,0.0,0.0,216.0,114.0,1,0,left,634.9,358.3427848815918,79.89686965942383,438.16887283325195,197.94034957885742,494,74,7.62,64.9,-0.03,0,1.43,33.54,9.36,0,3163,1,0.933,unclassified,0,0.0,24.0,,,,,0.0,0.0,half_court,,,0.0,0,unknown,13.819920438122962,176.1337931449525,0.9718253158075502,,,,0,4,1
26892,448.648,6,white,1036,156,0.5238,0.9873,2.39,2.39,77.9,backcourt,0,548.2,634.9,,none,0.0,0.0,1036.0,156.0,0,1,left,634.9,981.0,121.0,1055.0,246.0,494,74,7.62,856.5,0.29,0,49.23,49.37,46.43,0,3163,1,0.933,unclassified,0,0.0,24.0,,,,,0.0,0.0,half_court,,,0.0,0,unknown,13.819920438122962,176.1337931449525,0.9718253158075502,,,,0,4,1
26898,448.748,1,green,48,123,0.0243,0.7785,4.13,2.86,43.4,3pt_arc,0,456.9,292.0,419.1,none,0.0,0.0,257.5,117.5,0,0,left,127.4,368,82,446,232,502,72,8.25,60.1,-0.03,0,2.28,38.92,14.24,0,3163,2,1.0,unclassified,0,24.8,23.8999,,,,,0.0,0.1,half_court,,,0.0,0,unknown,-3.3424692293225027,174.58863684046082,0.9718253158075502,,,,0,5,1
26898,448.748,3,green,467,112,0.2361,0.7089,0.0,0.0,0.0,3pt_arc,1,53.2,127.4,419.1,none,0.0,0.0,257.5,117.5,0,0,left,127.4,640,68,717,217,502,72,8.25,379.4,0.0,0,22.19,35.44,19.9,0,3163,2,1.0,unclassified,0,24.8,23.8999,,,,,0.0,0.1,half_court,,,0.0,0,unknown,-3.3424692293225027,174.58863684046082,0.9718253158075502,,,,0,5,1
26898,448.748,7,white,340,122,0.1719,0.7722,0.0,0.0,0.0,3pt_arc,0,169.5,127.4,696.8,none,0.0,0.0,688.0,139.0,0,0,left,127.4,561,90,631,229,502,72,8.25,254.6,0.0,0,16.16,38.61,17.44,0,3163,2,1.0,unclassified,0,24.8,23.8999,,,,,0.0,0.1,half_court,,,0.0,0,unknown,-3.3424692293225027,174.58863684046082,0.9718253158075502,,,,0,5,1
26898,448.748,6,white,1036,156,0.5238,0.9873,0.0,-2.39,0.0,backcourt,0,540.6,570.7,696.8,none,0.0,0.0,688.0,139.0,0,0,left,127.4,981.0,121.0,1055.0,246.0,502,72,8.25,856.5,0.0,0,49.23,49.37,46.43,0,3163,2,0.867,unclassified,0,24.8,23.8999,,,,,0.0,0.1,half_court,,,0.0,0,unknown,-3.3424692293225027,174.58863684046082,0.9718253158075502,,,,0,5,1
26904,448.848,1,green,59,123,0.0298,0.7785,1.83,-2.3,0.0,3pt_arc,0,457.8,358.0,412.0,none,0.0,0.0,265.0,124.5,0,0,left,54.5,374,85,454,232,514,72,12.0,53.3,1.03,0,2.8,38.92,14.14,0,3163,3,1.0,unclassified,0,35.8,23.7998,,,,,0.0,0.2,half_court,,,0.0,0,unknown,-1.6041958529469031,173.84905610932037,1.3333333333333333,,,,0,6,1
26904,448.848,6,white,1044,152,0.5278,0.962,1.49,1.49,333.4,backcourt,0,536.0,573.6,627.9,none,0.0,0.0,730.5,135.5,0,0,left,54.5,971,117,1076,256,514,72,12.0,848.1,1.39,0,49.61,48.1,45.45,0,3163,3,1.0,unclassified,0,35.8,23.7998,,,,,0.0,0.2,half_court,,,0.0,0,unknown,-1.6041958529469031,173.84905610932037,1.3333333333333333,,,,0,6,1
26904,448.848,8,white,417,119,0.2108,0.7532,0.0,0.0,0.0,3pt_arc,0,107.8,54.5,627.9,none,0.0,0.0,730.5,135.5,0,0,left,54.5,604,79,687,225,514,72,12.0,330.4,0.0,0,19.82,37.66,19.3,0,3163,3,1.0,unclassified,0,35.8,23.7998,,,,,0.0,0.2,half_court,,,0.0,0,unknown,-1.6041958529469031,173.84905610932037,1.3333333333333333,,,,0,6,1
26904,448.848,3,green,471,126,0.2381,0.7975,2.43,2.43,74.1,3pt_arc,1,69.0,54.5,412.0,dribble,0.0,0.0,265.0,124.5,0,0,left,54.5,640.0,68.0,717.0,217.0,514,72,12.0,384.9,-0.95,0,22.38,39.87,22.69,0,3163,3,0.933,unclassified,0,35.8,23.7998,,,,,0.0,0.2,half_court,,,0.0,0,unknown,-1.6041958529469031,173.84905610932037,1.3333333333333333,,,,0,6,1
26910,448.949,6,white,1012,144,0.5116,0.9114,5.5,4.01,194.0,backcourt,0,483.4,541.3,592.1,none,0.0,0.0,716.0,138.5,0,0,left,51.5,964,132,1075,260,534,72,20.0,879.4,-5.22,0,48.09,45.57,45.56,0,3163,4,1.0,unclassified,0,52.8,23.6997,,,,,0.0,0.3,half_court,1005.515625,233.3359375,0.3128418396049988,0,unknown,14.354748306500081,173.72141343541443,2.0,,,,0,6,1
26910,448.949,1,green,70,136,0.0354,0.8608,2.84,1.01,49.8,corner_3,0,468.4,350.0,401.1,none,0.0,0.0,270.5,131.0,0,0,left,51.5,379.35535430908203,89.46544647216797,458.7186813354492,232.76993560791016,534,72,20.0,60.1,-1.48,0,3.33,43.04,18.14,0,3163,4,0.933,unclassified,0,52.8,23.6997,,,,,0.0,0.3,half_court,,,0.0,0,unknown,14.354748306500081,173.72141343541443,2.0,,,,0,6,1
26910,448.949,8,white,420,133,0.2123,0.8418,2.39,2.39,77.9,3pt_arc,0,129.3,51.5,592.1,none,0.0,0.0,716.0,138.5,0,0,left,51.5,604.0,79.0,687.0,225.0,534,72,20.0,335.4,-0.87,0,19.96,42.09,22.55,0,3163,4,0.933,unclassified,0,52.8,23.6997,,,,,0.0,0.3,half_court,,,0.0,0,unknown,14.354748306500081,173.72141343541443,2.0,,,,0,6,1
26910,448.949,3,green,471,126,0.2381,0.7975,0.0,-2.43,0.0,3pt_arc,1,83.0,51.5,401.1,none,0.0,0.0,270.5,131.0,0,0,left,51.5,640.0,68.0,717.0,217.0,534,72,20.0,384.9,0.0,0,22.38,39.87,22.69,0,3163,4,0.867,unclassified,0,52.8,23.6997,,,,,0.0,0.3,half_court,,,0.0,0,unknown,14.354748306500081,173.72141343541443,2.0,,,,0,6,1
26916,449.049,1,green,110,125,0.0556,0.7911,6.91,4.07,344.6,3pt_arc,0,459.1,357.1,416.2,none,0.0,0.0,318.0,118.5,0,0,left,59.1,409,84,486,234,566,72,32.0,50.6,-1.1,0,5.23,39.56,14.56,0,3163,5,1.0,unclassified,0,94.3,23.5996,,,,,0.0,0.4,drive,,,0.0,0,unknown,35.71142266274859,175.96302199963247,3.3333333333333335,,,,0,6,1
26916,449.049,3,green,526,112,0.2659,0.7089,9.46,9.46,345.7,3pt_arc,1,56.6,59.1,416.2,dribble,0.0,0.0,318.0,118.5,0,0,left,59.1,674,70,757,216,566,72,32.0,438.2,-8.96,0,25.0,35.44,22.34,0,3163,5,1.0,unclassified,0,94.3,23.5996,,,,,0.0,0.4,drive,,,0.0,0,unknown,35.71142266274859,175.96302199963247,3.3333333333333335,,,,0,6,1
26916,449.049,8,white,467,116,0.2361,0.7342,8.33,5.94,340.1,3pt_arc,0,108.3,59.1,544.4,none,0.0,0.0,739.0,126.5,0,0,left,59.1,636,78,719,221,566,72,32.0,379.8,-7.52,0,22.19,36.71,20.6,0,3163,5,1.0,unclassified,0,94.3,23.5996,,,,,0.0,0.4,drive,,,0.0,0,unknown,35.71142266274859,175.96302199963247,3.3333333333333335,,,,0,6,1
26916,449.049,6,white,1011,137,0.5111,0.8671,1.18,-4.32,261.9,backcourt,0,449.7,485.6,544.4,none,0.0,0.0,739.0,126.5,0,0,left,59.1,965.931999206543,133.12472534179688,1073.427864074707,265.2073669433594,566,72,32.0,879.9,-0.09,0,48.05,43.35,44.65,0,3163,5,0.933,unclassified,0,94.3,23.5996,,,,,0.0,0.4,drive,1005.515625,233.3359375,0.3128418396049988,0,unknown,35.71142266274859,175.96302199963247,3.3333333333333335,,,,0,6,1
26922,449.149,1,green,155,121,0.0784,0.7658,7.53,0.62,354.9,3pt_arc,0,460.6,189.6,359.1,none,0.0,0.0,334.5,118.0,0,0,left,28.7,438,83,517,229,613,72,47.0,78.2,-5.97,0,7.37,38.29,13.46,0,3163,6,1.0,unclassified,0,139.5,23.4995,,,,,0.0,0.5,double_team,,,0.0,0,unknown,52.28567250704409,214.6058105535776,4.833333333333333,,,,0,7,1
26922,449.149,3,green,514,115,0.2599,0.7278,2.06,-7.4,166.0,3pt_arc,1,107.9,28.7,359.1,none,0.0,0.0,334.5,118.0,0,0,left,28.7,664,78,750,219,613,72,47.0,426.5,1.95,0,24.43,36.39,22.31,0,3163,6,1.0,unclassified,0,139.5,23.4995,,,,,0.0,0.5,double_team,,,0.0,0,unknown,52.28567250704409,214.6058105535776,4.833333333333333,,,,0,7,1
26922,449.149,8,white,489,129,0.2472,0.8165,4.26,-4.07,30.6,3pt_arc,0,136.5,28.7,145.2,none,37.7,37.7,631.0,133.7,0,0,left,28.7,647.8857421875,76.94642639160156,730.8857421875,220.19642639160156,613,72,47.0,403.1,-3.91,0,23.24,40.82,23.96,0,3163,6,0.933,unclassified,0,139.5,23.4995,,,,,0.0,0.5,double_team,,,0.0,0,unknown,52.28567250704409,214.6058105535776,4.833333333333333,,,,0,7,1
26922,449.149,6,white,1060,136,0.5359,0.8608,8.17,6.99,358.8,backcourt,0,451.6,546.4,571.0,none,37.7,37.7,631.0,133.7,0,0,left,28.7,965.0230026245117,137.96932983398438,1072.5188674926758,270.0519714355469,613,72,47.0,830.9,8.16,0,50.37,43.04,42.4,0,3163,6,0.867,unclassified,0,139.5,23.4995,,,,,0.0,0.5,double_team,1005.515625,233.3359375,0.3128418396049988,0,unknown,52.28567250704409,214.6058105535776,4.833333333333333,,,,0,7,1
