frame,timestamp,ball_x2d,ball_y2d,detected,live,ball_inferred
0,0.0,3612,671,1,1,0
3,0.1,3612,671,1,1,0
6,0.2,3437,709,1,1,0
9,0.3,3437,709,1,1,0
12,0.4,3085,797,1,1,0
15,0.501,3085,797,1,1,0
18,0.601,3085,797,1,1,0
21,0.701,3085,797,1,1,0
24,0.801,3085,797,1,1,0
27,0.901,3085,797,1,1,0
30,1.001,3084,797,1,1,0
33,1.101,3085,797,1,1,0
36,1.201,3083,797,1,1,0
39,1.301,3083,797,1,1,0
42,1.401,3083,797,1,1,0
45,1.502,3083,797,1,1,0
48,1.602,3083,797,1,1,0
51,1.702,3083,797,1,1,0
54,1.802,3083,797,1,1,0
57,1.902,3083,797,1,1,0
60,2.002,3083,797,1,1,0
63,2.102,3083,797,1,1,0
66,2.202,3083,797,1,1,0
69,2.302,3083,797,1,1,0
72,2.402,3083,797,1,1,0
75,2.502,3083,797,1,1,0
78,2.603,3083,797,1,1,0
81,2.703,3083,797,1,1,0
84,2.803,3083,797,1,1,0
87,2.903,3083,797,1,1,0
90,3.003,578,448,1,1,0
93,3.103,578,448,1,1,0
96,3.203,578,448,1,1,0
99,3.303,578,448,1,1,0
102,3.403,578,448,1,1,0
105,3.504,578,448,1,1,0
108,3.604,578,448,1,1,0
111,3.704,578,448,1,1,0
114,3.804,578,448,1,1,0
117,3.904,578,448,1,1,0
120,4.004,578,448,1,1,0
123,4.104,578,448,1,1,0
126,4.204,578,448,1,1,0
129,4.304,577,448,1,1,0
132,4.404,577,448,1,1,0
135,4.505,578,448,1,1,0
138,4.605,578,448,1,1,0
141,4.705,578,448,1,1,0
144,4.805,578,448,1,1,0
147,4.905,578,448,1,1,0
150,5.005,578,448,1,1,0
153,5.105,578,448,1,1,0
156,5.205,578,448,1,1,0
159,5.305,578,448,1,1,0
162,5.405,578,448,1,1,0
165,5.506,578,448,1,1,0
168,5.606,578,448,1,1,0
171,5.706,578,448,1,1,0
174,5.806,578,448,1,1,0
177,5.906,578,448,1,1,0
180,6.006,578,448,1,1,0
183,6.106,578,448,1,1,0
186,6.206,578,448,1,1,0
189,6.306,578,448,1,1,0
192,6.406,574,451,1,1,0
195,6.506,578,449,1,1,0
198,6.607,578,449,1,1,0
201,6.707,578,449,1,1,0
204,6.807,578,449,1,1,0
207,6.907,578,448,1,1,0
210,7.007,578,448,1,1,0
213,7.107,578,449,1,1,0
216,7.207,578,449,1,1,0
219,7.307,578,449,1,1,0
222,7.407,578,449,1,1,0
225,7.508,577,449,1,1,0
228,7.608,578,449,1,1,0
231,7.708,578,449,1,1,0
234,7.808,578,449,1,1,0
237,7.908,578,449,1,1,0
240,8.008,578,449,1,1,0
243,8.108,578,449,1,1,0
246,8.208,578,449,1,1,0
249,8.308,578,449,1,1,0
252,8.408,578,449,1,1,0
255,8.508,578,449,1,1,0
258,8.609,578,449,1,1,0
261,8.709,578,449,1,1,0
264,8.809,578,449,1,1,0
267,8.909,578,449,1,1,0
270,9.009,578,449,1,1,0
273,9.109,578,449,1,1,0
276,9.209,578,450,1,1,0
279,9.309,578,449,1,1,0
282,9.409,578,450,1,1,0
285,9.51,578,449,1,1,0
288,9.61,578,449,1,1,0
291,9.71,578,449,1,1,0
294,9.81,578,449,1,1,0
297,9.91,578,449,1,1,0
300,10.01,578,449,1,1,0
303,10.11,578,449,1,1,0
306,10.21,578,449,1,1,0
309,10.31,578,449,1,1,0
312,10.41,578,449,1,1,0
315,10.511,578,449,1,1,0
318,10.611,578,449,1,1,0
321,10.711,578,449,1,1,0
324,10.811,578,449,1,1,0
327,10.911,578,449,1,1,0
330,11.011,578,449,1,1,0
333,11.111,578,449,1,1,0
336,11.211,578,449,1,1,0
339,11.311,578,449,1,1,0
342,11.411,578,449,1,1,0
345,11.511,578,449,1,1,0
348,11.612,578,449,1,1,0
351,11.712,578,449,1,1,0
354,11.812,578,449,1,1,0
357,11.912,578,449,1,1,0
360,12.012,578,449,1,1,0
363,12.112,578,449,1,1,0
366,12.212,578,449,1,1,0
369,12.312,577,450,1,1,0
372,12.412,577,450,1,1,0
375,12.513,578,449,1,1,0
378,12.613,578,449,1,1,0
381,12.713,578,449,1,1,0
384,12.813,578,449,1,1,0
387,12.913,578,449,1,1,0
390,13.013,578,450,1,1,0
393,13.113,578,449,1,1,0
396,13.213,578,450,1,1,0
399,13.313,578,450,1,1,0
402,13.413,578,450,1,1,0
405,13.514,578,449,1,1,0
408,13.614,578,450,1,1,0
411,13.714,578,449,1,1,0
414,13.814,578,450,1,1,0
417,13.914,578,450,1,1,0
420,14.014,578,450,1,1,0
423,14.114,578,450,1,1,0
426,14.214,578,449,1,1,0
429,14.314,578,449,1,1,0
432,14.414,578,449,1,1,0
435,14.514,578,449,1,1,0
438,14.615,578,450,1,1,0
441,14.715,578,450,1,1,0
