frame,timestamp,player_id,team,x_position,y_position,velocity,acceleration,direction_deg,court_zone,ball_possession,distance_to_ball,nearest_opponent,nearest_teammate,event,team_spacing,team_centroid_x,team_centroid_y,paint_count_own,paint_count_opp,possession_side,handler_isolation,bbox_x1,bbox_y1,bbox_x2,bbox_y2,ball_x2d,ball_y2d,ball_velocity,distance_to_basket,vel_toward_basket,drive_flag,fast_break_flag,possession_id,possession_duration,confidence
0,0.0,8,green,155,0,0.0,0.0,0.0,mid_range,0,,,,none,0.0,155.0,0.0,0,0,,0.0,1161,286,1235,389,,,0.0,1180.9,0.0,0,0,1,0,1.0
1,0.017,7,green,80,0,0.0,0.0,0.0,corner_3,0,,,,none,0.0,80.0,0.0,0,0,,0.0,621,213,679,350,,,0.0,1174.6,0.0,0,0,2,0,1.0
2,0.033,7,green,17,0,63.0,63.0,180.0,corner_3,0,,,135.0,none,0.0,84.5,0.0,0,0,,0.0,488,192,554,392,,,0.0,1173.0,-0.11,0,0,3,0,1.0
2,0.033,8,green,152,0,3.0,3.0,180.0,mid_range,0,,,135.0,none,0.0,84.5,0.0,0,0,,0.0,1161.0,286.0,1235.0,389.0,,,0.0,1180.5,0.34,0,0,3,0,0.867
3,0.05,8,green,174,0,22.0,19.0,0.0,mid_range,0,,,,none,0.0,174.0,0.0,0,0,,0.0,1238,163,1294,223,,,0.0,1183.2,-2.88,0,0,4,0,1.0
4,0.067,7,green,120,0,103.0,40.0,0.0,mid_range,0,,,,none,0.0,120.0,0.0,0,0,,0.0,750,198,836,303,,,0.0,1177.3,-8.84,0,0,5,0,1.0
5,0.083,7,green,118,0,2.0,-101.0,180.0,corner_3,0,,,,none,0.0,118.0,0.0,0,0,,0.0,744,197,833,308,,,0.0,1177.2,0.17,0,0,6,0,1.0
6,0.1,7,green,115,0,3.0,1.0,180.0,corner_3,0,,,,none,0.0,115.0,0.0,0,0,,0.0,740,198,834,319,,,0.0,1176.9,0.24,0,0,7,0,1.0
7,0.117,7,green,108,0,7.0,4.0,180.0,corner_3,0,,,,none,0.0,108.0,0.0,0,0,,0.0,737,201,825,339,,,0.0,1176.4,0.53,0,0,8,0,1.0
8,0.133,7,green,88,0,20.0,13.0,180.0,corner_3,0,,,,none,0.0,88.0,0.0,0,0,,0.0,725,202,826,386,,,0.0,1175.0,1.17,0,0,9,0,1.0
9,0.15,7,green,87,0,1.0,-19.0,180.0,corner_3,0,,,,none,0.0,87.0,0.0,0,0,,0.0,719,202,824,386,,,0.0,1175.0,0.06,0,0,10,0,1.0
10,0.167,7,green,87,0,0.0,-1.0,0.0,corner_3,0,,,,none,0.0,87.0,0.0,0,0,,0.0,716,204,826,386,,,0.0,1175.0,0.0,0,0,11,0,1.0
11,0.184,8,green,163,0,11.0,-11.0,180.0,mid_range,0,,,,none,0.0,163.0,0.0,0,0,,0.0,1235,201,1295,381,,,0.0,1181.8,1.34,0,0,12,0,1.0
12,0.2,8,green,163,0,0.0,-11.0,0.0,mid_range,0,,,,none,0.0,163.0,0.0,0,0,,0.0,1233,174,1295,383,,,0.0,1181.8,0.0,0,0,13,0,1.0
13,0.217,8,green,162,0,1.0,1.0,180.0,mid_range,0,,,,none,0.0,162.0,0.0,0,0,,0.0,1221,181,1295,384,,,0.0,1181.7,0.12,0,0,14,0,1.0
14,0.234,8,green,161,0,1.0,0.0,180.0,mid_range,0,,,,none,0.0,161.0,0.0,0,0,,0.0,1206,183,1288,381,,,0.0,1181.6,0.12,0,0,15,0,1.0
15,0.25,8,green,160,0,1.0,0.0,180.0,mid_range,0,,,,none,0.0,160.0,0.0,0,0,,0.0,1193,185,1269,378,,,0.0,1181.4,0.12,0,0,16,0,1.0
16,0.267,8,green,158,0,2.0,1.0,180.0,mid_range,0,,,,none,0.0,158.0,0.0,0,0,,0.0,1174,188,1254,380,,,0.0,1181.2,0.24,0,0,17,0,1.0
17,0.284,8,green,156,0,2.0,0.0,180.0,mid_range,0,,,,none,0.0,156.0,0.0,0,0,,0.0,1159,187,1239,377,,,0.0,1181.0,0.23,0,0,18,0,1.0
18,0.3,8,green,154,0,2.0,0.0,180.0,mid_range,0,,,,none,0.0,154.0,0.0,0,0,,0.0,1141,189,1223,377,,,0.0,1180.7,0.23,0,0,19,0,1.0
19,0.317,8,green,153,0,1.0,-1.0,180.0,mid_range,0,,,,none,0.0,153.0,0.0,0,0,,0.0,1131,190,1207,375,,,0.0,1180.6,0.11,0,0,20,0,1.0
20,0.334,8,green,151,0,2.0,1.0,180.0,mid_range,0,,,,none,0.0,151.0,0.0,0,0,,0.0,1117,192,1191,374,,,0.0,1180.4,0.22,0,0,21,0,1.0
21,0.35,9,green,141,0,0.0,0.0,0.0,mid_range,0,,,,none,0.0,141.0,0.0,0,0,,0.0,1022,178,1130,377,,,0.0,1179.3,0.0,0,0,22,0,1.0
22,0.367,9,green,141,0,0.0,0.0,0.0,mid_range,0,,,,none,0.0,141.0,0.0,0,0,,0.0,1025,179,1117,371,,,0.0,1179.3,0.0,0,0,23,0,1.0
23,0.384,8,green,147,0,4.0,2.0,180.0,mid_range,0,,,,none,0.0,147.0,0.0,0,0,,0.0,1075,195,1145,369,,,0.0,1180.0,0.43,0,0,24,0,1.0
24,0.4,8,green,145,0,2.0,-2.0,180.0,mid_range,0,,,,none,0.0,145.0,0.0,0,0,,0.0,1061,196,1131,368,,,0.0,1179.7,0.21,0,0,25,0,1.0
25,0.417,9,green,144,0,3.0,3.0,0.0,mid_range,0,,,,none,0.0,144.0,0.0,0,0,,0.0,1006,206,1076,337,,,0.0,1179.6,-0.32,0,0,26,0,1.0
26,0.434,8,green,142,0,3.0,1.0,180.0,mid_range,0,,,,none,0.0,142.0,0.0,0,0,,0.0,1033,200,1099,365,,,0.0,1179.4,0.31,0,0,27,0,1.0
27,0.45,8,green,140,0,2.0,-1.0,180.0,mid_range,0,,,,none,0.0,140.0,0.0,0,0,,0.0,1019,201,1085,365,,,0.0,1179.2,0.21,0,0,28,0,1.0
28,0.467,7,green,62,0,25.0,25.0,180.0,corner_3,0,,,,none,0.0,62.0,0.0,0,0,,0.0,630,213,718,390,,,0.0,1173.8,0.92,0,0,29,0,1.0
29,0.484,7,green,60,0,2.0,-23.0,180.0,corner_3,0,,,,none,0.0,60.0,0.0,0,0,,0.0,616,214,712,390,,,0.0,1173.7,0.07,0,0,30,0,1.0
30,0.501,7,green,56,0,4.0,2.0,180.0,corner_3,0,,,,none,0.0,56.0,0.0,0,0,,0.0,608,217,705,392,,,0.0,1173.6,0.13,0,0,31,0,1.0
31,0.517,7,green,55,0,1.0,-3.0,180.0,corner_3,0,,,,none,0.0,55.0,0.0,0,0,,0.0,600,217,699,391,,,0.0,1173.6,0.03,0,0,32,0,1.0
32,0.534,8,green,159,0,19.0,17.0,0.0,mid_range,0,,,,none,0.0,159.0,0.0,0,0,,0.0,1229,189,1295,418,,,0.0,1181.3,-2.25,0,0,33,0,1.0
33,0.551,8,green,158,0,1.0,-18.0,180.0,mid_range,0,,,,none,0.0,158.0,0.0,0,0,,0.0,1211,180,1295,416,,,0.0,1181.2,0.12,0,0,34,0,1.0
34,0.567,9,green,132,0,12.0,9.0,180.0,mid_range,0,,,,none,0.0,132.0,0.0,0,0,,0.0,850,222,934,306,,,0.0,1178.4,1.15,0,0,35,0,1.0
35,0.584,9,green,131,0,1.0,-11.0,180.0,mid_range,0,,,,none,0.0,131.0,0.0,0,0,,0.0,843,220,927,305,,,0.0,1178.3,0.1,0,0,36,0,1.0
36,0.601,8,green,152,0,6.0,5.0,180.0,mid_range,0,,,140.0,none,0.0,82.0,0.0,0,0,,0.0,1161,190,1255,417,,,0.0,1180.5,0.68,0,0,37,0,1.0
36,0.601,9,green,12,0,119.0,118.0,180.0,corner_3,0,,,140.0,none,0.0,82.0,0.0,0,0,,0.0,781,133,1074,522,,,0.0,1173.0,-0.71,0,0,37,0,1.0
37,0.617,9,green,16,0,4.0,-115.0,0.0,corner_3,0,,,,none,0.0,16.0,0.0,0,0,,0.0,779,136,1077,520,,,0.0,1173.0,0.01,0,0,38,0,1.0
38,0.634,10,green,56,0,0.0,0.0,0.0,corner_3,0,,,,none,0.0,56.0,0.0,0,0,,0.0,774,224,920,461,,,0.0,1173.6,0.0,0,0,39,0,1.0
39,0.651,10,green,80,0,24.0,24.0,0.0,corner_3,0,,,,none,0.0,80.0,0.0,0,0,,0.0,775,223,915,428,,,0.0,1174.6,-1.25,0,0,40,0,1.0
40,0.667,10,green,78,0,2.0,-22.0,180.0,corner_3,0,,,,none,0.0,78.0,0.0,0,0,,0.0,770,224,914,430,,,0.0,1174.5,0.1,0,0,41,0,1.0
