section,frame,player_id,bbox_x1_milli_px,bbox_y1_milli_px,bbox_x2_milli_px,bbox_y2_milli_px
nba_0081,000810,000002,537000,059000,739000,673000
nba_0081,000810,000003,690000,077000,914000,669000
nba_0081,000810,000004,1057000,114000,1147000,297000
nba_0081,000810,000005,1116000,119000,1202000,306000
nba_0081,000810,000009,342000,027000,565000,672000
nba_0081,000810,000008,689846,077706,912389,668426
nba_0081,000813,000001,859000,057000,1125000,670000
nba_0081,000813,000002,535000,058000,737000,674000
nba_0081,000813,000003,686000,076000,912000,670000
nba_0081,000813,000004,1055000,113000,1145000,299000
nba_0081,000813,000005,1117000,119000,1199000,305000
nba_0081,000813,000009,340000,025000,565000,674000
nba_0081,000813,000008,687700,077339,910243,668060
nba_0081,000816,000001,859000,058000,1124000,670000
nba_0081,000816,000002,533000,057000,737000,674000
nba_0081,000816,000003,685000,077000,911000,670000
nba_0081,000816,000004,1055000,113000,1145000,302000
nba_0081,000816,000005,1117000,118000,1197000,305000
nba_0081,000816,000009,340000,024000,565000,673000
nba_0081,000816,000008,685554,076973,908098,667693
nba_0081,000819,000001,858000,059000,1125000,671000
nba_0081,000819,000002,533000,058000,737000,673000
nba_0081,000819,000003,1163000,115000,1245000,307000
nba_0081,000819,000004,1054000,114000,1144000,298000
nba_0081,000819,000005,1116000,118000,1200000,307000
nba_0081,000819,000008,686000,078000,910000,669000
nba_0081,000819,000009,340000,026000,563000,673000
nba_0081,000822,000001,858000,059000,1125000,671000
nba_0081,000822,000002,535000,057000,737000,672000
nba_0081,000822,000003,687000,077000,911000,670000
nba_0081,000822,000004,1055000,115000,1145000,300000
nba_0081,000822,000005,1115000,119000,1201000,306000
nba_0081,000822,000009,340000,026000,563000,673000
nba_0081,000822,000008,684773,078004,908374,668928
nba_0081,000825,000001,859000,058000,1123000,667000
nba_0081,000825,000002,537000,058000,739000,672000
nba_0081,000825,000003,688000,077000,910000,670000
nba_0081,000825,000004,1057000,113000,1147000,303000
nba_0081,000825,000005,1117000,118000,1201000,306000
nba_0081,000825,000009,340000,027000,561000,674000
nba_0081,000825,000008,683448,078017,907048,668940
nba_0081,000828,000001,859000,057000,1122000,669000
nba_0081,000828,000002,537000,058000,741000,672000
nba_0081,000828,000003,1165000,116000,1247000,303000
nba_0081,000828,000004,1057000,112000,1147000,306000
nba_0081,000828,000005,1117000,117000,1203000,304000
nba_0081,000828,000009,340000,026000,560000,673000
nba_0081,000828,000008,682122,078029,905723,668952
nba_0081,000831,000001,860000,057000,1124000,669000
nba_0081,000831,000002,539000,059000,742000,673000
nba_0081,000831,000003,1169000,111000,1249000,310000
nba_0081,000831,000004,1061000,109000,1149000,301000
nba_0081,000831,000005,1117000,117000,1205000,307000
nba_0081,000831,000009,341000,026000,563000,671000
nba_0081,000831,000008,680796,078041,904397,668965
nba_0081,000834,000001,862000,058000,1121000,670000
nba_0081,000834,000002,540000,057000,747000,673000
nba_0081,000834,000003,1174000,113000,1252000,303000
nba_0081,000834,000004,1063000,110000,1153000,306000
nba_0081,000834,000005,1127000,119000,1209000,308000
nba_0081,000834,000009,342000,026000,564000,671000
nba_0081,000834,000008,679471,078054,903071,668977
nba_0081,000837,000001,864000,058000,1122000,667000
nba_0081,000837,000002,542000,057000,748000,672000
nba_0081,000837,000003,1175000,116000,1253000,304000
nba_0081,000837,000004,1067000,109000,1157000,309000
nba_0081,000837,000005,1128000,119000,1212000,308000
nba_0081,000837,000009,344000,025000,565000,671000
nba_0081,000837,000008,678145,078066,901746,668990
nba_0081,000840,000001,867000,059000,1123000,667000
nba_0081,000840,000002,544000,059000,750000,674000
nba_0081,000840,000003,1179000,116000,1257000,306000
nba_0081,000840,000004,1069000,109000,1161000,310000
nba_0081,000840,000005,1130000,118000,1216000,306000
nba_0081,000840,000009,345000,027000,566000,671000
nba_0081,000840,000008,676819,078079,900420,669002
nba_0081,000843,000001,871000,062000,1121000,667000
nba_0081,000843,000002,546000,060000,753000,674000
nba_0081,000843,000003,1183000,115000,1263000,304000
nba_0081,000843,000004,1070000,109000,1166000,310000
nba_0081,000843,000005,1133000,117000,1221000,303000
nba_0081,000843,000009,346000,025000,567000,669000
nba_0081,000843,000008,675494,078091,899094,669014
nba_0081,000846,000001,871000,060000,1121000,671000
nba_0081,000846,000002,547000,060000,753000,674000
nba_0081,000846,000003,1187000,113000,1267000,305000
nba_0081,000846,000004,1073000,108000,1171000,309000
nba_0081,000846,000005,1139000,117000,1221000,303000
nba_0081,000846,000009,349000,026000,566000,669000
nba_0081,000849,000001,872000,063000,1123000,671000
nba_0081,000849,000002,547000,062000,755000,671000
nba_0081,000849,000003,1189000,119000,1267000,307000
nba_0081,000849,000004,1076000,111000,1172000,309000
nba_0081,000849,000005,1143000,119000,1225000,305000
nba_0081,000849,000009,349000,027000,567000,669000
nba_0081,000852,000001,875000,060000,1125000,671000
nba_0081,000852,000002,546000,061000,762000,670000
nba_0081,000852,000003,1193000,116000,1271000,307000
nba_0081,000852,000004,1079000,112000,1179000,312000
nba_0081,000852,000005,1147000,120000,1229000,306000
nba_0081,000852,000009,352000,027000,574000,669000
nba_0081,000855,000001,878000,055000,1126000,667000
nba_0081,000855,000002,548000,058000,760000,671000
nba_0081,000855,000003,1197000,112000,1279000,303000
nba_0081,000855,000004,1085000,111000,1181000,308000
nba_0081,000855,000005,1147000,117000,1233000,301000
nba_0081,000855,000009,354000,025000,576000,669000
nba_0081,000858,000001,880000,055000,1128000,670000
nba_0081,000858,000002,552000,057000,764000,671000
nba_0081,000858,000003,1201000,111000,1283000,306000
nba_0081,000858,000004,1089000,109000,1187000,308000
nba_0081,000858,000005,1150000,115000,1236000,306000
nba_0081,000858,000009,357000,024000,579000,668000
nba_0081,000861,000001,881000,057000,1135000,671000
nba_0081,000861,000003,1207000,109000,1285000,306000
nba_0081,000861,000004,1093000,110000,1191000,308000
nba_0081,000861,000005,1155000,117000,1243000,304000
nba_0081,000861,000008,552000,058000,768000,671000
nba_0081,000861,000009,358000,024000,585000,668000
nba_0081,000864,000001,882000,055000,1138000,671000
nba_0081,000864,000003,1208000,111000,1292000,307000
nba_0081,000864,000004,1095000,108000,1189000,308000
nba_0081,000864,000005,1159000,117000,1245000,306000
nba_0081,000864,000008,552000,059000,770000,672000
nba_0081,000864,000009,359000,024000,586000,668000
nba_0081,000867,000001,883000,056000,1141000,671000
nba_0081,000867,000003,1211000,111000,1293000,307000
nba_0081,000867,000004,1097000,107000,1195000,309000
nba_0081,000867,000005,1161000,114000,1247000,305000
nba_0081,000867,000009,362000,025000,590000,669000
nba_0081,000870,000001,885000,055000,1142000,671000
nba_0081,000870,000003,1216000,111000,1294000,305000
nba_0081,000870,000004,1100000,108000,1196000,311000
nba_0081,000870,000005,1163000,115000,1253000,303000
nba_0081,000870,000008,556000,057000,765000,669000
nba_0081,000870,000009,363000,025000,593000,669000
nba_0081,000873,000001,887000,054000,1143000,671000
nba_0081,000873,000003,1219000,108000,1293000,307000
nba_0081,000873,000004,1101000,106000,1195000,310000
nba_0081,000873,000005,1167000,114000,1253000,302000
nba_0081,000873,000009,365000,025000,595000,669000
nba_0081,000873,000008,552191,056433,764495,668410
nba_0081,000876,000001,887000,055000,1144000,667000
nba_0081,000876,000002,558000,057000,765000,671000
nba_0081,000876,000003,1221000,106000,1295000,306000
nba_0081,000876,000004,1103000,106000,1197000,308000
nba_0081,000876,000005,1171000,113000,1257000,303000
nba_0081,000876,000008,687000,082000,935000,665000
nba_0081,000876,000009,368000,027000,595000,669000
nba_0081,000879,000001,887000,055000,1148000,667000
nba_0081,000879,000002,557000,058000,765000,670000
nba_0081,000879,000003,1223000,106000,1295000,305000
nba_0081,000879,000004,1107000,107000,1199000,308000
nba_0081,000879,000005,1174000,115000,1258000,301000
nba_0081,000879,000009,369000,028000,592000,669000
nba_0081,000879,000008,727103,078327,961439,672418
nba_0081,000882,000001,887000,056000,1149000,667000
nba_0081,000882,000002,558000,057000,764000,671000
nba_0081,000882,000003,1225000,106000,1295000,303000
nba_0081,000882,000004,1109000,108000,1201000,308000
nba_0081,000882,000005,1175000,114000,1261000,302000
nba_0081,000882,000008,686000,083000,934000,668000
nba_0081,000882,000009,369000,030000,593000,669000
nba_0081,000885,000001,887000,056000,1149000,667000
nba_0081,000885,000002,557000,057000,764000,670000
nba_0081,000885,000004,1109000,108000,1201000,308000
nba_0081,000885,000005,1175000,114000,1261000,303000
nba_0081,000885,000008,683000,083000,934000,666000
nba_0081,000885,000009,369000,030000,592000,670000
nba_0081,000888,000001,886000,055000,1150000,667000
nba_0081,000888,000002,1223000,109000,1295000,304000
nba_0081,000888,000003,706000,082000,932000,668000
nba_0081,000888,000004,1107000,108000,1201000,309000
nba_0081,000888,000005,1173000,114000,1259000,303000
nba_0081,000888,000009,367000,033000,590000,669000
nba_0081,000888,000010,556000,056000,763000,670000
nba_0081,000888,000008,703558,083501,950676,669086
nba_0081,000891,000001,886000,055000,1152000,667000
nba_0081,000891,000002,1223000,109000,1295000,304000
nba_0081,000891,000003,722000,082000,930000,668000
nba_0081,000891,000004,1104000,107000,1200000,308000
nba_0081,000891,000005,1173000,114000,1259000,302000
nba_0081,000891,000006,293000,100000,351000,204000
nba_0081,000891,000008,555000,056000,763000,670000
nba_0081,000891,000009,367000,032000,593000,669000
nba_0081,000894,000001,883000,050000,1152000,667000
nba_0081,000894,000002,1219000,110000,1295000,302000
nba_0081,000894,000003,697000,079000,929000,666000
nba_0081,000894,000004,1105000,106000,1199000,309000
nba_0081,000894,000005,1171000,113000,1257000,301000
nba_0081,000894,000006,292000,099000,352000,203000
nba_0081,000894,000009,365000,033000,587000,669000
nba_0081,000894,000008,517466,059346,740941,662105
nba_0081,000894,000010,738954,264992,877186,645201
nba_0081,000897,000001,884000,048000,1152000,669000
nba_0081,000897,000002,1220000,112000,1294000,303000
nba_0081,000897,000003,671000,080000,927000,668000
nba_0081,000897,000004,1105000,106000,1199000,309000
nba_0081,000897,000005,1169000,111000,1257000,303000
nba_0081,000897,000009,361000,032000,588000,668000
nba_0081,000897,000006,292087,098581,351913,202581
nba_0081,000897,000008,467891,055496,691366,658255
nba_0081,000900,000001,886000,049000,1151000,667000
nba_0081,000900,000002,1220000,111000,1294000,309000
nba_0081,000900,000003,698000,080000,926000,668000
nba_0081,000900,000004,1105000,106000,1199000,309000
nba_0081,000900,000005,1169000,111000,1257000,304000
nba_0081,000900,000009,360000,033000,586000,668000
nba_0081,000900,000006,292087,098116,351913,202116
nba_0081,000900,000010,968136,408351,1106368,788560
nba_0081,000903,000001,886000,046000,1156000,670000
nba_0081,000903,000002,1217000,107000,1295000,301000
nba_0081,000903,000003,685000,078000,925000,668000
nba_0081,000903,000004,1106000,105000,1198000,307000
nba_0081,000903,000005,1172000,113000,1252000,299000
nba_0081,000903,000009,357000,025000,582000,668000
nba_0081,000903,000010,548000,054000,760000,671000
nba_0081,000903,000006,292087,097651,351913,201651
nba_0081,000906,000001,887000,045000,1159000,669000
nba_0081,000906,000003,547000,051000,761000,671000
nba_0081,000906,000004,1109000,104000,1199000,305000
nba_0081,000906,000005,1169000,110000,1257000,301000
nba_0081,000906,000009,355000,024000,582000,669000
nba_0081,000906,000010,687000,076000,925000,667000
nba_0081,000906,000006,292087,097186,351913,201186
nba_0081,000909,000001,887000,044000,1160000,669000
nba_0081,000909,000003,550000,051000,760000,672000
nba_0081,000909,000004,1113000,102000,1199000,303000
nba_0081,000909,000005,1171000,108000,1257000,297000
nba_0081,000909,000009,353000,022000,582000,669000
nba_0081,000909,000010,719280,088244,937631,664767
nba_0081,000909,000006,292087,096721,351913,200721
nba_0081,000912,000001,887000,044000,1159000,670000
nba_0081,000912,000003,552000,049000,762000,673000
nba_0081,000912,000004,1113000,102000,1201000,302000
nba_0081,000912,000005,1174000,108000,1260000,298000
nba_0081,000912,000009,353000,021000,581000,668000
nba_0081,000912,000010,774142,092698,992493,669221
nba_0081,000912,000006,292087,096256,351913,200256
nba_0081,000912,000008,220019,036246,443494,639005
nba_0081,000915,000001,888000,042000,1160000,670000
nba_0081,000915,000003,551000,049000,763000,673000
nba_0081,000915,000004,1113000,100000,1203000,303000
nba_0081,000915,000005,1174000,106000,1262000,299000
nba_0081,000915,000009,352000,019000,581000,668000
nba_0081,000915,000010,829004,097152,1047355,673675
nba_0081,000915,000006,292087,095791,351913,199791
nba_0081,000915,000008,170445,032396,393920,635155
nba_0081,000918,000001,887000,043000,1161000,670000
nba_0081,000918,000003,556000,047000,763000,672000
nba_0081,000918,000004,1115000,100000,1205000,304000
nba_0081,000918,000005,1175000,107000,1265000,297000
nba_0081,000918,000009,351000,019000,579000,669000
nba_0081,000918,000010,883865,101606,1102217,678130
nba_0081,000918,000006,292087,095326,351913,199326
nba_0081,000921,000001,888000,045000,1163000,670000
nba_0081,000921,000003,556000,048000,763000,671000
nba_0081,000921,000004,1114000,099000,1204000,304000
nba_0081,000921,000005,1175000,106000,1265000,297000
nba_0081,000921,000009,348000,022000,580000,669000
nba_0081,000921,000010,938727,106061,1157078,682584
nba_0081,000924,000001,888000,045000,1163000,670000
nba_0081,000924,000003,557000,050000,763000,671000
nba_0081,000924,000004,1113000,100000,1203000,303000
nba_0081,000924,000005,1174000,104000,1266000,299000
nba_0081,000924,000009,344000,022000,575000,669000
nba_0081,000924,000010,993589,110515,1211940,687038
nba_0081,000927,000001,888000,044000,1168000,667000
nba_0081,000927,000002,1233000,095000,1295000,297000
nba_0081,000927,000003,725000,076000,927000,667000
nba_0081,000927,000004,1114000,099000,1204000,301000
nba_0081,000927,000005,1171000,106000,1265000,301000
nba_0081,000927,000009,342000,023000,572000,670000
nba_0081,000927,000010,555000,050000,765000,671000
nba_0081,000930,000001,890000,040000,1168000,670000
nba_0081,000930,000002,556000,049000,766000,671000
nba_0081,000930,000003,725000,075000,927000,667000
nba_0081,000930,000004,1113000,097000,1203000,300000
nba_0081,000930,000005,1174000,107000,1264000,297000
nba_0081,000930,000009,343000,022000,565000,670000
nba_0081,000933,000001,888000,042000,1171000,670000
nba_0081,000933,000002,552000,048000,766000,672000
nba_0081,000933,000003,704000,077000,927000,668000
nba_0081,000933,000004,1111000,100000,1201000,299000
nba_0081,000933,000005,1169000,105000,1263000,298000
nba_0081,000933,000009,343000,019000,567000,668000
nba_0081,000933,000010,501224,049338,712876,661541
nba_0081,000936,000001,890000,043000,1172000,669000
nba_0081,000936,000002,549000,048000,773000,671000
nba_0081,000936,000003,717000,076000,928000,668000
nba_0081,000936,000004,1111000,098000,1201000,296000
nba_0081,000936,000005,1170000,104000,1262000,299000
nba_0081,000936,000009,346000,017000,566000,668000
nba_0081,000936,000010,472610,046624,684262,658828
nba_0081,000939,000001,891000,044000,1173000,670000
nba_0081,000939,000002,549000,047000,769000,671000
nba_0081,000939,000003,710000,077000,928000,669000
nba_0081,000939,000004,1106000,100000,1198000,287000
nba_0081,000939,000005,1168000,110000,1256000,296000
nba_0081,000939,000009,350000,017000,573000,668000
nba_0081,000942,000001,891000,044000,1173000,670000
nba_0081,000942,000002,550000,048000,774000,671000
nba_0081,000942,000003,711000,076000,928000,669000
nba_0081,000942,000004,1105000,099000,1197000,280000
nba_0081,000942,000005,1167000,110000,1251000,294000
nba_0081,000942,000006,288000,083000,350000,221000
nba_0081,000942,000009,352000,015000,586000,668000
nba_0081,000945,000001,891000,044000,1173000,670000
nba_0081,000945,000002,552000,047000,778000,670000
nba_0081,000945,000004,1104000,099000,1196000,282000
nba_0081,000945,000005,1165000,110000,1251000,295000
nba_0081,000945,000009,353000,013000,580000,668000
nba_0081,000945,000010,712000,074000,928000,669000
nba_0081,000945,000003,715518,076755,931538,669646
nba_0081,000945,000006,288000,083000,350000,221000
nba_0081,000948,000001,890000,044000,1173000,669000
nba_0081,000948,000002,550000,050000,776000,671000
nba_0081,000948,000003,715000,074000,927000,670000
nba_0081,000948,000004,1103000,100000,1189000,264000
nba_0081,000948,000005,1161000,102000,1251000,299000
nba_0081,000948,000009,352000,007000,596000,668000
nba_0081,000948,000010,741849,074264,956944,672846
nba_0081,000948,000006,288000,083000,350000,221000
nba_0081,000951,000001,888000,048000,1170000,669000
nba_0081,000951,000002,550000,056000,777000,670000
nba_0081,000951,000003,718000,075000,926000,670000
nba_0081,000951,000004,1099000,103000,1189000,280000
nba_0081,000951,000005,1159000,113000,1253000,304000
nba_0081,000951,000009,352000,006000,588000,667000
nba_0081,000951,000010,775000,076628,990095,675210
nba_0081,000951,000006,288000,083000,350000,221000
nba_0081,000954,000001,887000,048000,1169000,666000
nba_0081,000954,000002,549000,053000,779000,670000
nba_0081,000954,000003,718000,076000,924000,669000
nba_0081,000954,000004,1098000,103000,1188000,282000
nba_0081,000954,000005,1157000,117000,1251000,303000
nba_0081,000954,000009,352000,006000,591000,668000
nba_0081,000954,000010,808151,078992,1023246,677574
nba_0081,000954,000006,288000,083000,350000,221000
nba_0081,000957,000001,883000,047000,1169000,667000
nba_0081,000957,000002,540000,056000,781000,669000
nba_0081,000957,000003,719000,074000,923000,668000
nba_0081,000957,000004,1098000,103000,1186000,274000
nba_0081,000957,000005,1155000,117000,1249000,305000
nba_0081,000957,000009,352000,007000,573000,668000
nba_0081,000957,000010,841302,081355,1056397,679938
nba_0081,000957,000006,288000,083000,350000,221000
nba_0081,000960,000001,883000,048000,1169000,666000
nba_0081,000960,000002,537000,054000,771000,670000
nba_0081,000960,000003,718000,075000,924000,670000
nba_0081,000960,000004,1097000,104000,1183000,273000
nba_0081,000960,000005,1159000,120000,1249000,299000
nba_0081,000960,000007,327000,082000,393000,195000
nba_0081,000960,000009,354000,012000,586000,668000
nba_0081,000960,000010,874454,083719,1089548,682302
nba_0081,000963,000001,885000,050000,1169000,666000
nba_0081,000963,000002,548000,055000,766000,671000
nba_0081,000963,000003,355000,016000,588000,668000
nba_0081,000963,000004,1095000,105000,1183000,271000
nba_0081,000963,000005,1159000,120000,1249000,300000
nba_0081,000963,000007,327000,082000,393000,196000
nba_0081,000966,000001,884000,051000,1167000,666000
nba_0081,000966,000002,550000,051000,774000,671000
nba_0081,000966,000003,702000,076000,926000,669000
nba_0081,000966,000004,1094000,107000,1182000,275000
nba_0081,000966,000005,1160000,118000,1248000,301000
nba_0081,000966,000009,357000,018000,587000,667000
nba_0081,000966,000007,327000,082253,393000,196166
nba_0081,000966,000010,940756,088447,1155850,687029
nba_0081,000969,000001,886000,052000,1166000,669000
nba_0081,000969,000002,557000,055000,787000,669000
nba_0081,000969,000003,1209000,110000,1295000,302000
nba_0081,000969,000004,1091000,107000,1181000,268000
nba_0081,000969,000005,1159000,119000,1245000,304000
nba_0081,000969,000008,508000,073000,591000,255000
nba_0081,000969,000009,356000,018000,586000,667000
nba_0081,000969,000007,327000,082485,393000,196398
nba_0081,000969,000010,973907,090811,1189001,689393
nba_0081,000972,000001,885000,051000,1165000,666000
nba_0081,000972,000002,558000,059000,790000,669000
nba_0081,000972,000003,711000,077000,925000,669000
nba_0081,000972,000004,1091000,107000,1181000,266000
nba_0081,000972,000005,1157000,118000,1245000,303000
nba_0081,000972,000006,277000,086000,332000,195000
nba_0081,000972,000008,503000,073000,590000,244000
nba_0081,000972,000009,357000,019000,587000,668000
nba_0081,000975,000001,883000,052000,1163000,666000
nba_0081,000975,000002,561000,059000,785000,669000
nba_0081,000975,000003,714000,079000,925000,671000
nba_0081,000975,000004,1091000,107000,1177000,265000
nba_0081,000975,000005,1153000,118000,1243000,303000
nba_0081,000975,000006,277000,083000,332000,196000
nba_0081,000975,000008,498000,072000,581000,242000
nba_0081,000975,000009,356000,022000,583000,668000
nba_0081,000978,000001,881000,052000,1161000,668000
nba_0081,000978,000002,561000,060000,778000,669000
nba_0081,000978,000003,1211000,111000,1293000,302000
nba_0081,000978,000004,1089000,109000,1175000,268000
nba_0081,000978,000005,1155000,117000,1239000,305000
nba_0081,000978,000006,276000,083000,331000,197000
nba_0081,000978,000009,357000,026000,582000,668000
nba_0081,000978,000008,492542,069498,577055,240309
nba_0081,000981,000001,882000,053000,1160000,668000
nba_0081,000981,000002,561000,061000,777000,669000
nba_0081,000981,000003,718000,082000,923000,669000
nba_0081,000981,000004,1089000,110000,1175000,268000
nba_0081,000981,000005,1153000,116000,1235000,308000
nba_0081,000981,000009,356000,023000,582000,668000
nba_0081,000981,000006,275147,082690,330233,195782
nba_0081,000981,000008,487218,067489,571732,238300
nba_0081,000984,000001,880000,053000,1161000,669000
nba_0081,000984,000002,564000,062000,776000,669000
nba_0081,000984,000003,1212000,115000,1294000,303000
nba_0081,000984,000004,1087000,109000,1173000,263000
nba_0081,000984,000005,1153000,113000,1235000,310000
nba_0081,000984,000009,356000,024000,586000,667000
nba_0081,000984,000006,274372,082275,329458,195367
nba_0081,000984,000008,481894,065479,566408,236290
nba_0081,000987,000001,880000,051000,1160000,667000
nba_0081,000987,000002,565000,060000,779000,669000
nba_0081,000987,000003,1213000,116000,1295000,300000
nba_0081,000987,000004,1087000,108000,1173000,263000
nba_0081,000987,000005,1150000,112000,1236000,299000
nba_0081,000987,000009,357000,023000,587000,667000
nba_0081,000987,000006,273597,081860,328683,194952
nba_0081,000987,000008,476571,063470,561084,234281
nba_0081,000990,000001,879000,052000,1157000,668000
nba_0081,000990,000002,559000,055000,783000,670000
nba_0081,000990,000003,1211000,118000,1295000,299000
nba_0081,000990,000004,1083000,107000,1173000,284000
nba_0081,000990,000005,1147000,115000,1233000,300000
nba_0081,000990,000009,356000,021000,587000,668000
nba_0081,000990,000006,272822,081445,327908,194537
nba_0081,000990,000008,471247,061460,555761,232271
nba_0081,000993,000001,878000,052000,1156000,669000
nba_0081,000993,000002,558000,052000,788000,670000
nba_0081,000993,000003,1211000,119000,1295000,302000
nba_0081,000993,000004,1081000,107000,1171000,282000
nba_0081,000993,000005,1143000,114000,1231000,299000
nba_0081,000993,000009,358000,021000,587000,668000
nba_0081,000993,000006,272047,081030,327133,194122
nba_0081,000993,000008,465923,059451,550437,230262
nba_0081,000996,000001,878000,053000,1155000,669000
nba_0081,000996,000002,558000,060000,778000,671000
nba_0081,000996,000003,1207000,115000,1293000,301000
nba_0081,000996,000004,1080000,107000,1168000,291000
nba_0081,000996,000005,1139000,113000,1229000,302000
nba_0081,000996,000009,359000,024000,586000,668000
nba_0081,000996,000006,271272,080615,326357,193707
nba_0081,000996,000008,460600,057442,545113,228252
nba_0081,000999,000001,880000,054000,1155000,669000
nba_0081,000999,000002,557000,056000,775000,670000
nba_0081,000999,000003,1206000,120000,1294000,301000
nba_0081,000999,000004,1079000,106000,1165000,269000
nba_0081,000999,000005,1141000,112000,1227000,303000
nba_0081,000999,000009,360000,023000,590000,669000
nba_0081,000999,000006,270496,080200,325582,193292
nba_0081,000999,000008,455276,055432,539790,226243
nba_0081,001002,000001,882000,055000,1156000,668000
nba_0081,001002,000002,558000,058000,767000,671000
nba_0081,001002,000003,1205000,121000,1295000,312000
nba_0081,001002,000004,1080000,110000,1166000,280000
nba_0081,001002,000005,1139000,113000,1233000,306000
nba_0081,001002,000009,363000,025000,594000,669000
nba_0081,001002,000006,269721,079785,324807,192877
nba_0081,001005,000001,881000,060000,1155000,668000
nba_0081,001005,000002,555000,060000,765000,670000
nba_0081,001005,000003,1201000,123000,1295000,314000
nba_0081,001005,000004,1075000,114000,1165000,284000
nba_0081,001005,000005,1140000,122000,1226000,307000
nba_0081,001005,000009,364000,029000,591000,669000
nba_0081,001008,000001,881000,062000,1153000,669000
nba_0081,001008,000002,551000,059000,763000,672000
nba_0081,001008,000003,1199000,129000,1285000,312000
nba_0081,001008,000004,1073000,114000,1163000,285000
nba_0081,001008,000005,1140000,125000,1222000,307000
nba_0081,001008,000007,337000,094000,399000,206000
nba_0081,001008,000009,363000,030000,589000,668000
nba_0081,001011,000001,880000,064000,1152000,669000
nba_0081,001011,000002,546000,066000,760000,673000
nba_0081,001011,000003,1199000,128000,1285000,317000
nba_0081,001011,000004,1073000,116000,1163000,286000
nba_0081,001011,000005,1137000,127000,1223000,311000
nba_0081,001011,000009,364000,032000,587000,668000
nba_0081,001011,000007,337393,094701,399818,206904
nba_0081,001014,000001,878000,066000,1150000,669000
nba_0081,001014,000002,542000,072000,752000,672000
nba_0081,001014,000003,1195000,131000,1277000,314000
nba_0081,001014,000004,1071000,117000,1159000,286000
nba_0081,001014,000005,1135000,130000,1221000,311000
nba_0081,001014,000009,362000,035000,582000,668000
nba_0081,001014,000007,338002,095507,400427,207711
nba_0081,001017,000001,875000,068000,1149000,670000
nba_0081,001017,000002,534000,070000,748000,671000
nba_0081,001017,000003,1191000,130000,1271000,314000
nba_0081,001017,000004,1069000,116000,1159000,289000
nba_0081,001017,000005,1133000,134000,1221000,317000
nba_0081,001017,000009,355000,036000,584000,668000
nba_0081,001017,000007,338612,096314,401036,208517
nba_0081,001020,000001,873000,069000,1147000,670000
nba_0081,001020,000002,531000,067000,742000,671000
nba_0081,001020,000003,1185000,133000,1263000,317000
nba_0081,001020,000004,1066000,118000,1156000,298000
nba_0081,001020,000005,1133000,131000,1221000,314000
nba_0081,001020,000009,351000,035000,573000,668000
nba_0081,001020,000007,339221,097121,401646,209324
nba_0081,001023,000001,873000,068000,1146000,670000
nba_0081,001023,000002,526000,070000,738000,670000
nba_0081,001023,000003,1183000,129000,1261000,310000
nba_0081,001023,000004,1063000,121000,1153000,296000
nba_0081,001023,000005,1139000,131000,1221000,310000
nba_0081,001023,000007,327000,076000,411000,252000
nba_0081,001023,000009,347000,031000,568000,668000
nba_0081,001026,000001,872000,069000,1147000,670000
nba_0081,001026,000002,523000,068000,742000,669000
nba_0081,001026,000003,1181000,127000,1259000,309000
nba_0081,001026,000004,1063000,121000,1153000,296000
nba_0081,001026,000005,1139000,130000,1219000,310000
nba_0081,001026,000007,306000,072000,396000,247000
nba_0081,001026,000009,344000,034000,561000,669000
nba_0081,001029,000001,872000,069000,1146000,670000
nba_0081,001029,000002,521000,065000,729000,671000
nba_0081,001029,000003,1181000,128000,1255000,310000
nba_0081,001029,000004,1061000,120000,1155000,297000
nba_0081,001029,000005,1138000,132000,1218000,311000
nba_0081,001029,000007,307000,067000,392000,238000
nba_0081,001029,000009,340000,035000,554000,669000
nba_0081,001032,000001,868000,071000,1145000,669000
nba_0081,001032,000002,516000,068000,725000,672000
nba_0081,001032,000003,1177000,138000,1259000,317000
nba_0081,001032,000004,1059000,126000,1153000,302000
nba_0081,001032,000005,1135000,134000,1217000,315000
nba_0081,001032,000007,298000,055000,373000,235000
nba_0081,001032,000009,335000,034000,553000,671000
nba_0081,001035,000001,866000,073000,1146000,668000
nba_0081,001035,000003,1176000,137000,1264000,320000
nba_0081,001035,000004,1225000,132000,1295000,323000
nba_0081,001035,000005,1133000,137000,1215000,317000
nba_0081,001035,000007,516000,069000,723000,672000
nba_0081,001035,000008,286000,059000,366000,237000
nba_0081,001035,000009,333000,034000,553000,670000
nba_0081,001038,000001,869000,075000,1147000,668000
nba_0081,001038,000003,1173000,138000,1263000,322000
nba_0081,001038,000004,1225000,133000,1295000,324000
nba_0081,001038,000005,1131000,139000,1213000,319000
nba_0081,001038,000008,272000,065000,353000,237000
nba_0081,001038,000009,332000,035000,547000,670000
nba_0081,001038,000007,570835,195592,714455,585009
nba_0081,001041,000001,863000,077000,1143000,668000
nba_0081,001041,000002,694000,101000,908000,670000
nba_0081,001041,000004,1225000,138000,1295000,326000
nba_0081,001041,000005,1129000,140000,1211000,324000
nba_0081,001041,000009,328000,045000,549000,669000
nba_0081,001041,000008,266392,065995,347305,238517
nba_0081,001041,000007,665436,271713,809056,661130
nba_0081,001044,000001,863000,077000,1142000,668000
nba_0081,001044,000002,690000,101000,906000,669000
nba_0081,001044,000003,519000,071000,741000,672000
nba_0081,001044,000004,1223000,135000,1295000,331000
nba_0081,001044,000005,1127000,138000,1209000,320000
