arm,section,frame,team,instance_id
baseline,nba_0081,000540,green,000001
baseline,nba_0081,000543,green,000001
baseline,nba_0081,000546,green,000001
baseline,nba_0081,000549,green,000001
baseline,nba_0081,000552,green,000001
baseline,nba_0081,000555,green,000001
baseline,nba_0081,000558,green,000001
baseline,nba_0081,000561,green,000001
baseline,nba_0081,000564,green,000001
baseline,nba_0081,000567,green,000001
baseline,nba_0081,000570,green,000001
baseline,nba_0081,000573,green,000001
baseline,nba_0081,000576,green,000001
baseline,nba_0081,000579,green,000001
baseline,nba_0081,000582,green,000001
baseline,nba_0081,000585,green,000001
baseline,nba_0081,000588,green,000001
baseline,nba_0081,000591,green,000001
baseline,nba_0081,000594,green,000001
baseline,nba_0081,000597,green,000001
baseline,nba_0081,000600,green,000001
baseline,nba_0081,000603,green,000001
baseline,nba_0081,000606,green,000001
baseline,nba_0081,000609,green,000001
baseline,nba_0081,000612,green,000001
baseline,nba_0081,000615,green,000001
baseline,nba_0081,000618,green,000001
baseline,nba_0081,000621,green,000001
baseline,nba_0081,000624,green,000001
baseline,nba_0081,000627,green,000001
baseline,nba_0081,000630,green,000001
baseline,nba_0081,000633,green,000001
baseline,nba_0081,000636,green,000001
baseline,nba_0081,000639,green,000001
baseline,nba_0081,000642,green,000001
baseline,nba_0081,000645,green,000001
baseline,nba_0081,000648,green,000001
baseline,nba_0081,000651,green,000001
baseline,nba_0081,000654,green,000001
baseline,nba_0081,000657,green,000001
baseline,nba_0081,000660,green,000001
baseline,nba_0081,000663,green,000001
baseline,nba_0081,000666,green,000001
baseline,nba_0081,000669,green,000001
baseline,nba_0081,000672,green,000001
baseline,nba_0081,000675,green,000001
baseline,nba_0081,000678,green,000001
baseline,nba_0081,000681,green,000001
baseline,nba_0081,000684,green,000001
baseline,nba_0081,000687,green,000001
baseline,nba_0081,000690,green,000001
baseline,nba_0081,000693,green,000001
baseline,nba_0081,000696,green,000001
baseline,nba_0081,000699,green,000001
baseline,nba_0081,000702,green,000001
baseline,nba_0081,000705,green,000001
baseline,nba_0081,000708,green,000001
baseline,nba_0081,000711,green,000001
baseline,nba_0081,000714,green,000001
baseline,nba_0081,000717,green,000001
baseline,nba_0081,000720,green,000001
baseline,nba_0081,000723,green,000001
baseline,nba_0081,000726,green,000001
baseline,nba_0081,000729,green,000001
baseline,nba_0081,000732,green,000001
baseline,nba_0081,000735,green,000001
baseline,nba_0081,000738,green,000001
baseline,nba_0081,000741,green,000001
baseline,nba_0081,000744,green,000001
baseline,nba_0081,000747,green,000001
baseline,nba_0081,000750,green,000001
baseline,nba_0081,000753,green,000001
baseline,nba_0081,000756,green,000001
baseline,nba_0081,000759,green,000001
baseline,nba_0081,000762,green,000001
baseline,nba_0081,000765,green,000001
baseline,nba_0081,000768,green,000001
baseline,nba_0081,000771,green,000001
baseline,nba_0081,000774,green,000001
baseline,nba_0081,000777,green,000001
baseline,nba_0081,000780,green,000001
baseline,nba_0081,000783,green,000001
baseline,nba_0081,000786,green,000001
baseline,nba_0081,000789,green,000001
baseline,nba_0081,000792,green,000001
baseline,nba_0081,000795,green,000001
baseline,nba_0081,000798,green,000001
baseline,nba_0081,000801,green,000001
baseline,nba_0081,000804,green,000001
baseline,nba_0081,000807,green,000001
baseline,nba_0081,000810,green,000001
baseline,nba_0081,000813,green,000001
baseline,nba_0081,000816,green,000001
baseline,nba_0081,000819,green,000001
baseline,nba_0081,000822,green,000001
baseline,nba_0081,000825,green,000001
baseline,nba_0081,000828,green,000001
baseline,nba_0081,000831,green,000001
baseline,nba_0081,000834,green,000001
baseline,nba_0081,000837,green,000001
baseline,nba_0081,000840,green,000001
baseline,nba_0081,000843,green,000001
baseline,nba_0081,000846,green,000001
baseline,nba_0081,000849,green,000001
baseline,nba_0081,000852,green,000001
baseline,nba_0081,000855,green,000001
baseline,nba_0081,000858,green,000001
baseline,nba_0081,000861,green,000001
baseline,nba_0081,000864,green,000001
baseline,nba_0081,000867,green,000001
baseline,nba_0081,000870,green,000001
baseline,nba_0081,000873,green,000001
baseline,nba_0081,000876,green,000001
baseline,nba_0081,000879,green,000001
baseline,nba_0081,000882,green,000001
baseline,nba_0081,000885,green,000001
baseline,nba_0081,000888,green,000001
baseline,nba_0081,000891,green,000001
baseline,nba_0081,000894,green,000001
baseline,nba_0081,000897,green,000001
baseline,nba_0081,000900,green,000001
baseline,nba_0081,000903,green,000001
baseline,nba_0081,000906,green,000001
baseline,nba_0081,000909,green,000001
baseline,nba_0081,000912,green,000001
baseline,nba_0081,000915,green,000001
baseline,nba_0081,000918,green,000001
baseline,nba_0081,000921,green,000001
baseline,nba_0081,000924,green,000001
baseline,nba_0081,000927,green,000001
baseline,nba_0081,000930,green,000001
baseline,nba_0081,000933,green,000001
baseline,nba_0081,000936,green,000001
baseline,nba_0081,000939,green,000001
baseline,nba_0081,000942,green,000001
baseline,nba_0081,000945,green,000001
baseline,nba_0081,000948,green,000001
baseline,nba_0081,000951,green,000001
baseline,nba_0081,000954,green,000001
baseline,nba_0081,000957,green,000001
baseline,nba_0081,000960,green,000001
baseline,nba_0081,000963,green,000001
baseline,nba_0081,000966,green,000001
baseline,nba_0081,000969,green,000001
baseline,nba_0081,000972,green,000001
baseline,nba_0081,000975,green,000001
baseline,nba_0081,000978,green,000001
baseline,nba_0081,000981,green,000001
baseline,nba_0081,000984,green,000001
baseline,nba_0081,000987,green,000001
baseline,nba_0081,000990,green,000001
baseline,nba_0081,000993,green,000001
baseline,nba_0081,000996,green,000001
baseline,nba_0081,000999,green,000001
baseline,nba_0081,001002,green,000001
baseline,nba_0081,001005,green,000001
baseline,nba_0081,001008,green,000001
baseline,nba_0081,001011,green,000001
baseline,nba_0081,001014,green,000001
baseline,nba_0081,001017,green,000001
baseline,nba_0081,001020,green,000001
baseline,nba_0081,001023,green,000001
baseline,nba_0081,001026,green,000001
baseline,nba_0081,001029,green,000001
baseline,nba_0081,001032,green,000001
baseline,nba_0081,001035,green,000001
baseline,nba_0081,001038,green,000001
baseline,nba_0081,001041,green,000001
baseline,nba_0081,001044,green,000001
baseline,nba_0081,001047,green,000001
baseline,nba_0081,001050,green,000001
baseline,nba_0081,001053,green,000001
baseline,nba_0081,001056,green,000001
baseline,nba_0081,001059,green,000001
baseline,nba_0081,001062,green,000001
baseline,nba_0081,001065,green,000001
baseline,nba_0081,001068,green,000001
baseline,nba_0081,001071,green,000001
baseline,nba_0081,001074,green,000001
baseline,nba_0081,001077,green,000001
baseline,nba_0081,000540,green,000002
baseline,nba_0081,000543,green,000002
