section,frame,team,bbox_x1_milli_px,bbox_y1_milli_px,bbox_x2_milli_px,bbox_y2_milli_px,signature_kind,sig_h,sig_s,sig_v,baseline_slot,baseline_instance_id,candidate_instance_id,baseline_assoc_ms_section,baseline_route_wall_ms_section,candidate_assoc_ms_section_fix1c_rerun
nba_0081,000795,green,872000,060000,1142000,670000,hsv,000136,000148,000119,000000,000001,000001,20867045,362597087,021964
nba_0081,000795,green,703000,083000,921000,670000,hsv,000138,000122,000189,000002,000014,000012,20867045,362597087,021964
nba_0081,000795,green,1124000,122000,1206000,309000,hsv,000130,000155,000113,000004,000044,000007,20867045,362597087,021964
nba_0081,000795,green,1063000,115000,1157000,300000,hsv,000128,000170,000090,000003,000042,000006,20867045,362597087,021964
nba_0081,000795,white,350000,027000,569000,670000,hsv,000136,000130,000165,000008,000063,000002,20867045,362597087,021964
nba_0081,000798,green,542000,059000,747000,672000,hsv,000145,000127,000133,000001,000002,000002,20867045,362597087,021964
nba_0081,000798,green,868000,061000,1140000,666000,hsv,000136,000148,000119,000000,000001,000001,20867045,362597087,021964
nba_0081,000798,green,702000,080000,920000,669000,hsv,000138,000123,000189,000002,000014,000012,20867045,362597087,021964
nba_0081,000798,green,1123000,121000,1203000,310000,hsv,000130,000155,000112,000004,000044,000007,20867045,362597087,021964
nba_0081,000798,green,1063000,115000,1157000,300000,hsv,000129,000169,000093,000003,000042,000006,20867045,362597087,021964
nba_0081,000798,white,350000,028000,566000,670000,hsv,000136,000130,000166,000008,000063,000002,20867045,362597087,021964
nba_0081,000801,green,542000,055000,745000,671000,hsv,000145,000128,000131,000001,000002,000002,20867045,362597087,021964
nba_0081,000801,green,865000,059000,1138000,670000,hsv,000137,000148,000120,000000,000001,000001,20867045,362597087,021964
nba_0081,000801,green,1170000,116000,1250000,310000,hsv,000128,000160,000096,000002,000015,000011,20867045,362597087,021964
nba_0081,000801,green,1121000,120000,1203000,307000,hsv,000130,000158,000112,000004,000044,000007,20867045,362597087,021964
nba_0081,000801,green,1059000,113000,1153000,298000,hsv,000128,000171,000088,000003,000042,000006,20867045,362597087,021964
nba_0081,000801,white,349000,028000,565000,671000,hsv,000136,000131,000165,000008,000063,000002,20867045,362597087,021964
nba_0081,000801,white,698000,079000,918000,669000,hsv,000139,000123,000189,000007,000057,000007,20867045,362597087,021964
nba_0081,000804,green,539000,057000,743000,672000,hsv,000145,000127,000132,000001,000002,000002,20867045,362597087,021964
nba_0081,000804,green,863000,059000,1131000,670000,hsv,000137,000146,000120,000000,000001,000001,20867045,362597087,021964
nba_0081,000804,green,694000,076000,916000,669000,hsv,000139,000123,000189,000002,000016,000012,20867045,362597087,021964
nba_0081,000804,green,1117000,120000,1203000,307000,hsv,000130,000156,000117,000004,000044,000007,20867045,362597087,021964
nba_0081,000804,green,1059000,114000,1149000,294000,hsv,000128,000171,000086,000003,000042,000006,20867045,362597087,021964
nba_0081,000804,white,347000,028000,565000,672000,hsv,000136,000130,000165,000008,000063,000002,20867045,362597087,021964
nba_0081,000807,green,537000,060000,742000,669000,hsv,000145,000128,000132,000001,000002,000002,20867045,362597087,021964
nba_0081,000807,green,862000,059000,1128000,670000,hsv,000137,000146,000121,000000,000001,000001,20867045,362597087,021964
nba_0081,000807,green,1117000,120000,1203000,307000,hsv,000130,000156,000117,000004,000044,000007,20867045,362597087,021964
nba_0081,000807,green,1058000,114000,1150000,297000,hsv,000128,000170,000091,000003,000042,000006,20867045,362597087,021964
nba_0081,000807,green,1167000,116000,1249000,307000,hsv,000129,000159,000097,000002,000017,000011,20867045,362597087,021964
nba_0081,000807,white,345000,027000,566000,672000,hsv,000136,000131,000165,000008,000063,000002,20867045,362597087,021964
nba_0081,000807,white,691000,078000,915000,669000,hsv,000139,000123,000189,000007,000057,000007,20867045,362597087,021964
nba_0081,000810,green,537000,059000,739000,673000,hsv,000145,000127,000131,000001,000002,000002,20867045,362597087,021964
nba_0081,000810,green,690000,077000,914000,669000,hsv,000139,000123,000189,000002,000018,000012,20867045,362597087,021964
nba_0081,000810,green,859000,059000,1127000,671000,hsv,000137,000146,000121,000000,000001,000001,20867045,362597087,021964
nba_0081,000810,green,1057000,114000,1147000,297000,hsv,000128,000171,000088,000003,000042,000006,20867045,362597087,021964
nba_0081,000810,green,1116000,119000,1202000,306000,hsv,000130,000157,000115,000004,000044,000007,20867045,362597087,021964
nba_0081,000810,white,342000,027000,565000,672000,hsv,000136,000132,000165,000008,000063,000002,20867045,362597087,021964
nba_0081,000813,green,535000,058000,737000,674000,hsv,000145,000127,000132,000001,000002,000002,20867045,362597087,021964
nba_0081,000813,green,686000,076000,912000,670000,hsv,000139,000122,000189,000002,000018,000012,20867045,362597087,021964
nba_0081,000813,green,859000,057000,1125000,670000,hsv,000137,000145,000121,000000,000001,000001,20867045,362597087,021964
nba_0081,000813,green,1055000,113000,1145000,299000,hsv,000128,000171,000088,000003,000042,000006,20867045,362597087,021964
nba_0081,000813,green,1117000,119000,1199000,305000,hsv,000129,000155,000112,000004,000044,000007,20867045,362597087,021964
nba_0081,000813,white,340000,025000,565000,674000,hsv,000137,000131,000165,000008,000063,000002,20867045,362597087,021964
nba_0081,000816,green,533000,057000,737000,674000,hsv,000145,000127,000133,000001,000002,000002,20867045,362597087,021964
nba_0081,000816,green,685000,077000,911000,670000,hsv,000139,000122,000190,000002,000018,000012,20867045,362597087,021964
nba_0081,000816,green,859000,058000,1124000,670000,hsv,000137,000145,000121,000000,000001,000001,20867045,362597087,021964
nba_0081,000816,green,1055000,113000,1145000,302000,hsv,000129,000170,000091,000003,000042,000006,20867045,362597087,021964
nba_0081,000816,green,1117000,118000,1197000,305000,hsv,000129,000156,000111,000004,000044,000007,20867045,362597087,021964
nba_0081,000816,white,340000,024000,565000,673000,hsv,000137,000131,000166,000008,000063,000002,20867045,362597087,021964
nba_0081,000816,white,309000,083000,386000,233000,hsv,000146,000203,000087,000009,000064,000008,20867045,362597087,021964
nba_0081,000819,green,533000,058000,737000,673000,hsv,000145,000127,000133,000001,000002,000002,20867045,362597087,021964
nba_0081,000819,green,858000,059000,1125000,671000,hsv,000137,000144,000122,000000,000001,000001,20867045,362597087,021964
nba_0081,000819,green,1163000,115000,1245000,307000,hsv,000128,000158,000097,000002,000019,000011,20867045,362597087,021964
nba_0081,000819,green,1116000,118000,1200000,307000,hsv,000129,000155,000113,000004,000044,000007,20867045,362597087,021964
nba_0081,000819,green,1054000,114000,1144000,298000,hsv,000129,000171,000090,000003,000042,000006,20867045,362597087,021964
nba_0081,000819,white,340000,026000,563000,673000,hsv,000136,000130,000166,000008,000063,000002,20867045,362597087,021964
nba_0081,000819,white,686000,078000,910000,669000,hsv,000139,000122,000190,000007,000057,000007,20867045,362597087,021964
nba_0081,000819,white,307000,089000,380000,233000,hsv,000147,000204,000091,000009,000064,000008,20867045,362597087,021964
nba_0081,000822,green,535000,057000,737000,672000,hsv,000145,000127,000131,000001,000002,000002,20867045,362597087,021964
nba_0081,000822,green,687000,077000,911000,670000,hsv,000139,000122,000190,000002,000020,000012,20867045,362597087,021964
nba_0081,000822,green,858000,059000,1125000,671000,hsv,000137,000145,000122,000000,000001,000001,20867045,362597087,021964
nba_0081,000822,green,1055000,115000,1145000,300000,hsv,000129,000170,000092,000003,000042,000006,20867045,362597087,021964
nba_0081,000822,green,1115000,119000,1201000,306000,hsv,000130,000156,000115,000004,000044,000007,20867045,362597087,021964
nba_0081,000822,white,340000,026000,563000,673000,hsv,000136,000131,000166,000008,000063,000002,20867045,362597087,021964
nba_0081,000825,green,537000,058000,739000,672000,hsv,000145,000127,000131,000001,000002,000002,20867045,362597087,021964
nba_0081,000825,green,688000,077000,910000,670000,hsv,000139,000122,000190,000002,000020,000012,20867045,362597087,021964
nba_0081,000825,green,859000,058000,1123000,667000,hsv,000137,000145,000121,000000,000001,000001,20867045,362597087,021964
nba_0081,000825,green,1057000,113000,1147000,303000,hsv,000129,000170,000096,000003,000042,000006,20867045,362597087,021964
nba_0081,000825,green,1117000,118000,1201000,306000,hsv,000129,000155,000112,000004,000044,000007,20867045,362597087,021964
nba_0081,000825,white,340000,027000,561000,674000,hsv,000136,000131,000166,000008,000063,000002,20867045,362597087,021964
nba_0081,000828,green,537000,058000,741000,672000,hsv,000145,000127,000132,000001,000002,000002,20867045,362597087,021964
nba_0081,000828,green,859000,057000,1122000,669000,hsv,000137,000145,000121,000000,000001,000001,20867045,362597087,021964
nba_0081,000828,green,1057000,112000,1147000,306000,hsv,000129,000170,000098,000003,000042,000006,20867045,362597087,021964
nba_0081,000828,green,1165000,116000,1247000,303000,hsv,000128,000160,000096,000002,000021,000011,20867045,362597087,021964
nba_0081,000828,green,1117000,117000,1203000,304000,hsv,000129,000156,000113,000004,000044,000007,20867045,362597087,021964
nba_0081,000828,white,340000,026000,560000,673000,hsv,000136,000130,000166,000008,000063,000002,20867045,362597087,021964
nba_0081,000831,green,539000,059000,742000,673000,hsv,000145,000126,000132,000001,000002,000002,20867045,362597087,021964
nba_0081,000831,green,860000,057000,1124000,669000,hsv,000137,000144,000122,000000,000001,000001,20867045,362597087,021964
nba_0081,000831,green,1061000,109000,1149000,301000,hsv,000130,000172,000101,000003,000042,000006,20867045,362597087,021964
nba_0081,000831,green,1169000,111000,1249000,310000,hsv,000129,000157,000098,000002,000021,000011,20867045,362597087,021964
nba_0081,000831,green,1117000,117000,1205000,307000,hsv,000130,000155,000116,000004,000044,000007,20867045,362597087,021964
nba_0081,000831,white,341000,026000,563000,671000,hsv,000136,000130,000166,000008,000063,000002,20867045,362597087,021964
nba_0081,000834,green,540000,057000,747000,673000,hsv,000145,000127,000132,000001,000002,000002,20867045,362597087,021964
nba_0081,000834,green,862000,058000,1121000,670000,hsv,000137,000143,000122,000000,000001,000001,20867045,362597087,021964
nba_0081,000834,green,1063000,110000,1153000,306000,hsv,000131,000171,000107,000003,000042,000006,20867045,362597087,021964
nba_0081,000834,green,1127000,119000,1209000,308000,hsv,000128,000153,000112,000004,000044,000007,20867045,362597087,021964
nba_0081,000834,green,1174000,113000,1252000,303000,hsv,000128,000161,000093,000002,000021,000011,20867045,362597087,021964
nba_0081,000834,white,342000,026000,564000,671000,hsv,000136,000131,000166,000008,000063,000002,20867045,362597087,021964
nba_0081,000837,green,542000,057000,748000,672000,hsv,000145,000127,000130,000001,000002,000002,20867045,362597087,021964
nba_0081,000837,green,864000,058000,1122000,667000,hsv,000137,000144,000121,000000,000001,000001,20867045,362597087,021964
nba_0081,000837,green,1067000,109000,1157000,309000,hsv,000132,000172,000109,000003,000042,000006,20867045,362597087,021964
nba_0081,000837,green,1128000,119000,1212000,308000,hsv,000129,000154,000112,000004,000044,000007,20867045,362597087,021964
nba_0081,000837,green,1175000,116000,1253000,304000,hsv,000127,000159,000095,000002,000021,000011,20867045,362597087,021964
nba_0081,000837,white,344000,025000,565000,671000,hsv,000136,000131,000165,000008,000063,000002,20867045,362597087,021964
nba_0081,000840,green,544000,059000,750000,674000,hsv,000145,000128,000128,000001,000002,000002,20867045,362597087,021964
nba_0081,000840,green,867000,059000,1123000,667000,hsv,000137,000144,000120,000000,000001,000001,20867045,362597087,021964
nba_0081,000840,green,1069000,109000,1161000,310000,hsv,000132,000173,000108,000003,000042,000006,20867045,362597087,021964
nba_0081,000840,green,1130000,118000,1216000,306000,hsv,000129,000156,000111,000004,000044,000007,20867045,362597087,021964
nba_0081,000840,green,1179000,116000,1257000,306000,hsv,000127,000159,000095,000002,000021,000011,20867045,362597087,021964
nba_0081,000840,white,345000,027000,566000,671000,hsv,000136,000131,000165,000008,000063,000002,20867045,362597087,021964
nba_0081,000840,white,284000,095000,359000,235000,hsv,000151,000197,000088,000009,000064,000008,20867045,362597087,021964
nba_0081,000843,green,546000,060000,753000,674000,hsv,000144,000127,000128,000001,000002,000002,20867045,362597087,021964
nba_0081,000843,green,871000,062000,1121000,667000,hsv,000137,000144,000119,000000,000001,000001,20867045,362597087,021964
nba_0081,000843,green,1070000,109000,1166000,310000,hsv,000133,000172,000109,000003,000042,000006,20867045,362597087,021964
nba_0081,000843,green,1183000,115000,1263000,304000,hsv,000128,000160,000095,000002,000021,000011,20867045,362597087,021964
nba_0081,000843,green,1133000,117000,1221000,303000,hsv,000129,000156,000110,000004,000044,000007,20867045,362597087,021964
nba_0081,000843,white,346000,025000,567000,669000,hsv,000136,000131,000165,000008,000063,000002,20867045,362597087,021964
nba_0081,000843,white,276000,089000,357000,236000,hsv,000151,000185,000092,000009,000064,000008,20867045,362597087,021964
nba_0081,000846,green,547000,060000,753000,674000,hsv,000143,000128,000126,000001,000002,000002,20867045,362597087,021964
nba_0081,000846,green,871000,060000,1121000,671000,hsv,000137,000143,000120,000000,000001,000001,20867045,362597087,021964
nba_0081,000846,green,1073000,108000,1171000,309000,hsv,000133,000172,000109,000003,000042,000006,20867045,362597087,021964
nba_0081,000846,green,1187000,113000,1267000,305000,hsv,000128,000160,000095,000002,000021,000011,20867045,362597087,021964
nba_0081,000846,green,1139000,117000,1221000,303000,hsv,000128,000155,000107,000004,000044,000007,20867045,362597087,021964
nba_0081,000846,white,349000,026000,566000,669000,hsv,000136,000131,000164,000008,000063,000002,20867045,362597087,021964
nba_0081,000849,green,547000,062000,755000,671000,hsv,000143,000128,000125,000001,000002,000002,20867045,362597087,021964
nba_0081,000849,green,872000,063000,1123000,671000,hsv,000137,000143,000120,000000,000001,000001,20867045,362597087,021964
nba_0081,000849,green,1076000,111000,1172000,309000,hsv,000133,000172,000110,000003,000042,000006,20867045,362597087,021964
nba_0081,000849,green,1189000,119000,1267000,307000,hsv,000127,000157,000097,000002,000021,000011,20867045,362597087,021964
nba_0081,000849,green,1143000,119000,1225000,305000,hsv,000128,000155,000107,000004,000044,000007,20867045,362597087,021964
nba_0081,000849,white,349000,027000,567000,669000,hsv,000136,000132,000163,000008,000063,000002,20867045,362597087,021964
nba_0081,000852,green,546000,061000,762000,670000,hsv,000144,000129,000124,000001,000002,000002,20867045,362597087,021964
nba_0081,000852,green,875000,060000,1125000,671000,hsv,000137,000144,000118,000000,000001,000001,20867045,362597087,021964
nba_0081,000852,green,1079000,112000,1179000,312000,hsv,000134,000171,000111,000003,000042,000006,20867045,362597087,021964
nba_0081,000852,green,1193000,116000,1271000,307000,hsv,000127,000161,000093,000002,000021,000011,20867045,362597087,021964
nba_0081,000852,green,1147000,120000,1229000,306000,hsv,000128,000156,000106,000004,000044,000007,20867045,362597087,021964
nba_0081,000852,white,352000,027000,574000,669000,hsv,000137,000134,000161,000008,000063,000002,20867045,362597087,021964
nba_0081,000855,green,878000,055000,1126000,667000,hsv,000137,000146,000116,000000,000001,000001,20867045,362597087,021964
nba_0081,000855,green,548000,058000,760000,671000,hsv,000143,000131,000121,000001,000002,000002,20867045,362597087,021964
nba_0081,000855,green,1085000,111000,1181000,308000,hsv,000135,000171,000110,000003,000042,000006,20867045,362597087,021964
nba_0081,000855,green,1147000,117000,1233000,301000,hsv,000129,000159,000104,000004,000044,000007,20867045,362597087,021964
nba_0081,000855,green,1197000,112000,1279000,303000,hsv,000128,000164,000090,000002,000021,000011,20867045,362597087,021964
nba_0081,000855,white,354000,025000,576000,669000,hsv,000137,000135,000160,000008,000063,000002,20867045,362597087,021964
nba_0081,000858,green,880000,055000,1128000,670000,hsv,000137,000145,000117,000000,000001,000001,20867045,362597087,021964
nba_0081,000858,green,552000,057000,764000,671000,hsv,000143,000130,000122,000001,000002,000002,20867045,362597087,021964
nba_0081,000858,green,1089000,109000,1187000,308000,hsv,000134,000172,000112,000003,000042,000006,20867045,362597087,021964
nba_0081,000858,green,1201000,111000,1283000,306000,hsv,000128,000161,000094,000002,000021,000011,20867045,362597087,021964
nba_0081,000858,green,1150000,115000,1236000,306000,hsv,000130,000156,000108,000004,000044,000007,20867045,362597087,021964
nba_0081,000858,white,357000,024000,579000,668000,hsv,000137,000135,000159,000008,000063,000002,20867045,362597087,021964
nba_0081,000861,green,711000,083000,932000,667000,hsv,000138,000124,000184,000001,000003,000002,20867045,362597087,021964
nba_0081,000861,green,881000,057000,1135000,671000,hsv,000137,000145,000118,000000,000001,000001,20867045,362597087,021964
nba_0081,000861,green,1093000,110000,1191000,308000,hsv,000134,000172,000110,000003,000042,000006,20867045,362597087,021964
nba_0081,000861,green,1155000,117000,1243000,304000,hsv,000129,000157,000106,000004,000044,000007,20867045,362597087,021964
nba_0081,000861,green,1207000,109000,1285000,306000,hsv,000128,000163,000091,000002,000021,000011,20867045,362597087,021964
nba_0081,000861,white,358000,024000,585000,668000,hsv,000137,000136,000159,000008,000063,000002,20867045,362597087,021964
nba_0081,000861,white,552000,058000,768000,671000,hsv,000144,000130,000125,000007,000057,000009,20867045,362597087,021964
nba_0081,000864,green,882000,055000,1138000,671000,hsv,000137,000146,000118,000000,000001,000001,20867045,362597087,021964
nba_0081,000864,green,705000,082000,933000,668000,hsv,000139,000125,000183,000001,000003,000002,20867045,362597087,021964
nba_0081,000864,green,1095000,108000,1189000,308000,hsv,000134,000175,000110,000003,000042,000006,20867045,362597087,021964
nba_0081,000864,green,1159000,117000,1245000,306000,hsv,000129,000156,000108,000004,000044,000007,20867045,362597087,021964
nba_0081,000864,green,1208000,111000,1292000,307000,hsv,000128,000160,000096,000002,000021,000011,20867045,362597087,021964
nba_0081,000864,white,359000,024000,586000,668000,hsv,000137,000136,000159,000008,000063,000002,20867045,362597087,021964
nba_0081,000864,white,552000,059000,770000,672000,hsv,000144,000130,000125,000007,000057,000009,20867045,362597087,021964
nba_0081,000867,green,704000,081000,934000,667000,hsv,000139,000125,000182,000001,000003,000002,20867045,362597087,021964
nba_0081,000867,green,883000,056000,1141000,671000,hsv,000137,000146,000117,000000,000001,000001,20867045,362597087,021964
nba_0081,000867,green,1097000,107000,1195000,309000,hsv,000134,000174,000112,000003,000042,000006,20867045,362597087,021964
nba_0081,000867,green,1161000,114000,1247000,305000,hsv,000129,000157,000106,000004,000044,000007,20867045,362597087,021964
nba_0081,000867,green,1211000,111000,1293000,307000,hsv,000128,000160,000095,000002,000021,000011,20867045,362597087,021964
nba_0081,000867,white,362000,025000,590000,669000,hsv,000137,000135,000159,000008,000063,000002,20867045,362597087,021964
nba_0081,000870,green,709000,081000,933000,667000,hsv,000138,000126,000182,000001,000003,000002,20867045,362597087,021964
nba_0081,000870,green,885000,055000,1142000,671000,hsv,000137,000146,000117,000000,000001,000001,20867045,362597087,021964
nba_0081,000870,green,1100000,108000,1196000,311000,hsv,000134,000174,000113,000003,000042,000006,20867045,362597087,021964
nba_0081,000870,green,1163000,115000,1253000,303000,hsv,000129,000158,000108,000004,000044,000007,20867045,362597087,021964
nba_0081,000870,green,1216000,111000,1294000,305000,hsv,000127,000161,000092,000002,000021,000011,20867045,362597087,021964
nba_0081,000870,white,556000,057000,765000,669000,hsv,000143,000131,000119,000007,000057,000009,20867045,362597087,021964
nba_0081,000870,white,363000,025000,593000,669000,hsv,000137,000135,000159,000008,000063,000002,20867045,362597087,021964
nba_0081,000873,green,887000,054000,1143000,671000,hsv,000137,000146,000115,000000,000001,000001,20867045,362597087,021964
nba_0081,000873,green,721000,081000,934000,666000,hsv,000137,000127,000181,000001,000003,000002,20867045,362597087,021964
nba_0081,000873,green,1101000,106000,1195000,310000,hsv,000133,000177,000110,000003,000042,000006,20867045,362597087,021964
nba_0081,000873,green,1167000,114000,1253000,302000,hsv,000129,000158,000105,000004,000044,000007,20867045,362597087,021964
nba_0081,000873,green,1219000,108000,1293000,307000,hsv,000127,000161,000091,000002,000021,000011,20867045,362597087,021964
nba_0081,000873,white,365000,025000,595000,669000,hsv,000137,000136,000158,000008,000063,000002,20867045,362597087,021964
nba_0081,000873,white,290000,098000,347000,204000,hsv,000141,000155,000113,000009,000064,000008,20867045,362597087,021964
nba_0081,000876,green,558000,057000,765000,671000,hsv,000143,000132,000120,000001,000004,000002,20867045,362597087,021964
nba_0081,000876,green,887000,055000,1144000,667000,hsv,000136,000147,000115,000000,000001,000001,20867045,362597087,021964
nba_0081,000876,green,1103000,106000,1197000,308000,hsv,000133,000177,000108,000003,000042,000006,20867045,362597087,021964
nba_0081,000876,green,1171000,113000,1257000,303000,hsv,000129,000158,000104,000004,000044,000007,20867045,362597087,021964
nba_0081,000876,green,1221000,106000,1295000,306000,hsv,000127,000161,000091,000002,000021,000011,20867045,362597087,021964
nba_0081,000876,white,368000,027000,595000,669000,hsv,000137,000135,000159,000008,000063,000002,20867045,362597087,021964
nba_0081,000876,white,687000,082000,935000,665000,hsv,000138,000130,000170,000007,000058,000009,20867045,362597087,021964
nba_0081,000876,white,290000,100000,347000,203000,hsv,000142,000157,000109,000009,000064,000008,20867045,362597087,021964
nba_0081,000879,green,887000,055000,1148000,667000,hsv,000137,000147,000115,000000,000001,000001,20867045,362597087,021964
nba_0081,000879,green,557000,058000,765000,670000,hsv,000143,000133,000118,000001,000004,000002,20867045,362597087,021964
nba_0081,000879,green,1107000,107000,1199000,308000,hsv,000133,000178,000107,000003,000042,000006,20867045,362597087,021964
nba_0081,000879,green,1223000,106000,1295000,305000,hsv,000127,000162,000088,000002,000021,000011,20867045,362597087,021964
nba_0081,000879,green,1174000,115000,1258000,301000,hsv,000128,000157,000103,000004,000044,000007,20867045,362597087,021964
nba_0081,000879,white,369000,028000,592000,669000,hsv,000137,000134,000159,000008,000063,000002,20867045,362597087,021964
nba_0081,000882,green,558000,057000,764000,671000,hsv,000143,000133,000116,000001,000004,000002,20867045,362597087,021964
nba_0081,000882,green,887000,056000,1149000,667000,hsv,000136,000147,000115,000000,000001,000001,20867045,362597087,021964
nba_0081,000882,green,1109000,108000,1201000,308000,hsv,000133,000177,000107,000003,000042,000006,20867045,362597087,021964
nba_0081,000882,green,1175000,114000,1261000,302000,hsv,000129,000158,000103,000004,000044,000007,20867045,362597087,021964
nba_0081,000882,green,1225000,106000,1295000,303000,hsv,000127,000163,000085,000002,000021,000011,20867045,362597087,021964
nba_0081,000882,white,369000,030000,593000,669000,hsv,000137,000133,000160,000008,000063,000002,20867045,362597087,021964
nba_0081,000882,white,686000,083000,934000,668000,hsv,000138,000130,000167,000007,000058,000009,20867045,362597087,021964
nba_0081,000885,green,887000,056000,1149000,667000,hsv,000136,000147,000114,000000,000001,000001,20867045,362597087,021964
nba_0081,000885,green,557000,057000,764000,670000,hsv,000143,000133,000117,000001,000004,000002,20867045,362597087,021964
nba_0081,000885,green,1109000,108000,1201000,308000,hsv,000133,000177,000106,000003,000042,000006,20867045,362597087,021964
nba_0081,000885,green,1175000,114000,1261000,303000,hsv,000129,000156,000105,000004,000044,000007,20867045,362597087,021964
nba_0081,000885,green,1225000,106000,1295000,303000,hsv,000127,000161,000084,000002,000021,000011,20867045,362597087,021964
nba_0081,000885,white,369000,030000,592000,670000,hsv,000138,000132,000159,000008,000063,000002,20867045,362597087,021964
nba_0081,000885,white,683000,083000,934000,666000,hsv,000138,000130,000167,000007,000058,000009,20867045,362597087,021964
nba_0081,000885,white,295000,098000,352000,203000,hsv,000140,000148,000104,000009,000064,000008,20867045,362597087,021964
nba_0081,000888,green,886000,055000,1150000,667000,hsv,000136,000147,000114,000000,000001,000001,20867045,362597087,021964
nba_0081,000888,green,706000,082000,932000,668000,hsv,000138,000129,000176,000002,000022,000002,20867045,362597087,021964
nba_0081,000888,green,1107000,108000,1201000,309000,hsv,000133,000177,000106,000003,000042,000006,20867045,362597087,021964
nba_0081,000888,green,1223000,109000,1295000,304000,hsv,000127,000159,000088,000001,000005,000011,20867045,362597087,021964
nba_0081,000888,green,1173000,114000,1259000,303000,hsv,000129,000156,000108,000004,000044,000007,20867045,362597087,021964
nba_0081,000888,white,556000,056000,763000,670000,hsv,000143,000133,000117,000009,000065,000009,20867045,362597087,021964
nba_0081,000888,white,367000,033000,590000,669000,hsv,000138,000132,000158,000008,000063,000002,20867045,362597087,021964
nba_0081,000891,green,886000,055000,1152000,667000,hsv,000136,000147,000114,000000,000001,000001,20867045,362597087,021964
nba_0081,000891,green,722000,082000,930000,668000,hsv,000137,000126,000178,000002,000022,000002,20867045,362597087,021964
nba_0081,000891,green,1104000,107000,1200000,308000,hsv,000133,000177,000104,000003,000042,000006,20867045,362597087,021964
nba_0081,000891,green,1173000,114000,1259000,302000,hsv,000129,000156,000107,000004,000044,000007,20867045,362597087,021964
nba_0081,000891,green,1223000,109000,1295000,304000,hsv,000127,000159,000089,000001,000005,000011,20867045,362597087,021964
nba_0081,000891,white,367000,032000,593000,669000,hsv,000138,000133,000157,000008,000063,000002,20867045,362597087,021964
nba_0081,000891,white,555000,056000,763000,670000,hsv,000143,000132,000117,000007,000059,000009,20867045,362597087,021964
nba_0081,000894,green,883000,050000,1152000,667000,hsv,000136,000148,000114,000000,000001,000001,20867045,362597087,021964
nba_0081,000894,green,697000,079000,929000,666000,hsv,000138,000130,000173,000002,000022,000002,20867045,362597087,021964
nba_0081,000894,green,1105000,106000,1199000,309000,hsv,000132,000177,000103,000003,000042,000006,20867045,362597087,021964
nba_0081,000894,green,1171000,113000,1257000,301000,hsv,000129,000156,000109,000004,000044,000007,20867045,362597087,021964
nba_0081,000894,green,1219000,110000,1295000,302000,hsv,000127,000157,000092,000001,000005,000011,20867045,362597087,021964
nba_0081,000894,white,365000,033000,587000,669000,hsv,000138,000132,000157,000008,000063,000002,20867045,362597087,021964
nba_0081,000894,white,292000,099000,352000,203000,hsv,000139,000143,000110,000005,000046,000008,20867045,362597087,021964
nba_0081,000897,green,884000,048000,1152000,669000,hsv,000137,000147,000114,000000,000001,000001,20867045,362597087,021964
nba_0081,000897,green,671000,080000,927000,668000,hsv,000138,000129,000165,000002,000022,000002,20867045,362597087,021964
nba_0081,000897,green,1105000,106000,1199000,309000,hsv,000132,000177,000105,000003,000042,000006,20867045,362597087,021964
nba_0081,000897,green,1169000,111000,1257000,303000,hsv,000129,000156,000111,000004,000044,000007,20867045,362597087,021964
nba_0081,000897,green,1220000,112000,1294000,303000,hsv,000126,000158,000091,000001,000005,000011,20867045,362597087,021964
nba_0081,000897,white,361000,032000,588000,668000,hsv,000138,000133,000158,000008,000063,000002,20867045,362597087,021964
nba_0081,000900,green,886000,049000,1151000,667000,hsv,000136,000148,000111,000000,000001,000001,20867045,362597087,021964
nba_0081,000900,green,698000,080000,926000,668000,hsv,000138,000129,000174,000002,000022,000002,20867045,362597087,021964
nba_0081,000900,green,1105000,106000,1199000,309000,hsv,000132,000176,000104,000003,000042,000006,20867045,362597087,021964
nba_0081,000900,green,1169000,111000,1257000,304000,hsv,000129,000156,000110,000004,000044,000007,20867045,362597087,021964
nba_0081,000900,green,1220000,111000,1294000,309000,hsv,000126,000155,000095,000001,000005,000011,20867045,362597087,021964
nba_0081,000900,white,360000,033000,586000,668000,hsv,000138,000133,000156,000008,000063,000002,20867045,362597087,021964
nba_0081,000903,green,886000,046000,1156000,670000,hsv,000137,000148,000112,000000,000001,000001,20867045,362597087,021964
nba_0081,000903,green,685000,078000,925000,668000,hsv,000138,000130,000169,000002,000022,000002,20867045,362597087,021964
nba_0081,000903,green,1106000,105000,1198000,307000,hsv,000132,000177,000101,000003,000042,000006,20867045,362597087,021964
nba_0081,000903,green,1217000,107000,1295000,301000,hsv,000126,000159,000092,000001,000005,000011,20867045,362597087,021964
nba_0081,000903,green,1172000,113000,1252000,299000,hsv,000128,000158,000103,000004,000044,000007,20867045,362597087,021964
nba_0081,000903,white,357000,025000,582000,668000,hsv,000138,000134,000155,000008,000063,000002,20867045,362597087,021964
nba_0081,000903,white,548000,054000,760000,671000,hsv,000144,000133,000119,000009,000065,000009,20867045,362597087,021964
nba_0081,000906,green,887000,045000,1159000,669000,hsv,000137,000148,000112,000000,000001,000001,20867045,362597087,021964
