source_name,time_base,frame_index,kind,step
nba__3gBeJyl7Szg_s1196.mp4,1/90000,6369,reader_output_order_swap,9553500
nba__3gBeJyl7Szg_s1196.mp4,1/90000,6370,reader_output_order_swap,9555000
nba__3gBeJyl7Szg_s1196.mp4,1/90000,6371,reader_output_order_swap,9556500
nba__3gBeJyl7Szg_s1196.mp4,1/90000,6372,reader_output_order_swap,9552000
nba__3gBeJyl7Szg_s1196.mp4,1/90000,6476,reader_output_order_swap,9714000
nba__3gBeJyl7Szg_s1196.mp4,1/90000,6477,reader_output_order_swap,9715500
nba__3gBeJyl7Szg_s1196.mp4,1/90000,6478,reader_output_order_swap,9717000
nba__3gBeJyl7Szg_s1196.mp4,1/90000,6479,reader_output_order_swap,9718500
nba__3gBeJyl7Szg_s1196.mp4,1/90000,6480,reader_output_order_swap,9712500
nba__3gBeJyl7Szg_s1196.mp4,1/90000,6673,reader_output_order_swap,10009500
nba__3gBeJyl7Szg_s1196.mp4,1/90000,6674,reader_output_order_swap,10011000
nba__3gBeJyl7Szg_s1196.mp4,1/90000,6675,reader_output_order_swap,10012500
nba__3gBeJyl7Szg_s1196.mp4,1/90000,6676,reader_output_order_swap,10014000
nba__3gBeJyl7Szg_s1196.mp4,1/90000,6677,reader_output_order_swap,10015500
nba__3gBeJyl7Szg_s1196.mp4,1/90000,6678,reader_output_order_swap,10008000
nba__3gBeJyl7Szg_s1196.mp4,1/90000,6714,reader_output_order_swap,10071000
nba__3gBeJyl7Szg_s1196.mp4,1/90000,6715,reader_output_order_swap,10069500
nba__3gBeJyl7Szg_s1196.mp4,1/90000,6977,reader_output_order_swap,10465500
nba__3gBeJyl7Szg_s1196.mp4,1/90000,6978,reader_output_order_swap,10467000
nba__3gBeJyl7Szg_s1196.mp4,1/90000,6979,reader_output_order_swap,10464000
nba__3gBeJyl7Szg_s1196.mp4,1/90000,7172,reader_output_order_swap,10758000
nba__3gBeJyl7Szg_s1196.mp4,1/90000,7173,reader_output_order_swap,10759500
nba__3gBeJyl7Szg_s1196.mp4,1/90000,7174,reader_output_order_swap,10761000
nba__3gBeJyl7Szg_s1196.mp4,1/90000,7175,reader_output_order_swap,10762500
nba__3gBeJyl7Szg_s1196.mp4,1/90000,7176,reader_output_order_swap,10764000
nba__3gBeJyl7Szg_s1196.mp4,1/90000,7177,reader_output_order_swap,10756500
nba__3gBeJyl7Szg_s1196.mp4,1/90000,7281,reader_output_order_swap,10921500
nba__3gBeJyl7Szg_s1196.mp4,1/90000,7282,reader_output_order_swap,10923000
nba__3gBeJyl7Szg_s1196.mp4,1/90000,7283,reader_output_order_swap,10924500
nba__3gBeJyl7Szg_s1196.mp4,1/90000,7284,reader_output_order_swap,10926000
nba__3gBeJyl7Szg_s1196.mp4,1/90000,7285,reader_output_order_swap,10927500
nba__3gBeJyl7Szg_s1196.mp4,1/90000,7286,reader_output_order_swap,10920000
nba__3gBeJyl7Szg_s1196.mp4,1/90000,7585,reader_output_order_swap,11377500
nba__3gBeJyl7Szg_s1196.mp4,1/90000,7586,reader_output_order_swap,11379000
nba__3gBeJyl7Szg_s1196.mp4,1/90000,7587,reader_output_order_swap,11380500
nba__3gBeJyl7Szg_s1196.mp4,1/90000,7588,reader_output_order_swap,11382000
nba__3gBeJyl7Szg_s1196.mp4,1/90000,7589,reader_output_order_swap,11383500
nba__3gBeJyl7Szg_s1196.mp4,1/90000,7590,reader_output_order_swap,11376000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,25,duplicate_pts,0
nba__3gBeJyl7Szg_s4514.mp4,1/90000,31,off_grid_step,3000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,329,duplicate_pts,0
nba__3gBeJyl7Szg_s4514.mp4,1/90000,336,off_grid_step,3000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,503,duplicate_pts,0
nba__3gBeJyl7Szg_s4514.mp4,1/90000,504,off_grid_step,3000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,633,duplicate_pts,0
nba__3gBeJyl7Szg_s4514.mp4,1/90000,634,off_grid_step,3000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,929,duplicate_pts,0
nba__3gBeJyl7Szg_s4514.mp4,1/90000,931,off_grid_step,3000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,937,duplicate_pts,0
nba__3gBeJyl7Szg_s4514.mp4,1/90000,944,off_grid_step,3000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,1241,duplicate_pts,0
nba__3gBeJyl7Szg_s4514.mp4,1/90000,1245,off_grid_step,3000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,1545,duplicate_pts,0
nba__3gBeJyl7Szg_s4514.mp4,1/90000,1549,off_grid_step,3000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,1679,duplicate_pts,0
nba__3gBeJyl7Szg_s4514.mp4,1/90000,1685,off_grid_step,3000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,1849,duplicate_pts,0
nba__3gBeJyl7Szg_s4514.mp4,1/90000,1856,off_grid_step,3000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,2153,duplicate_pts,0
nba__3gBeJyl7Szg_s4514.mp4,1/90000,2160,off_grid_step,3000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,2457,duplicate_pts,0
nba__3gBeJyl7Szg_s4514.mp4,1/90000,2463,off_grid_step,3000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,2761,duplicate_pts,0
nba__3gBeJyl7Szg_s4514.mp4,1/90000,2765,off_grid_step,3000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,3065,duplicate_pts,0
nba__3gBeJyl7Szg_s4514.mp4,1/90000,3068,off_grid_step,3000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,3268,duplicate_pts,0
nba__3gBeJyl7Szg_s4514.mp4,1/90000,3274,off_grid_step,3000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,3369,duplicate_pts,0
nba__3gBeJyl7Szg_s4514.mp4,1/90000,3375,off_grid_step,3000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,3673,duplicate_pts,0
nba__3gBeJyl7Szg_s4514.mp4,1/90000,3680,off_grid_step,3000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,3977,duplicate_pts,0
nba__3gBeJyl7Szg_s4514.mp4,1/90000,3981,off_grid_step,3000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,4281,duplicate_pts,0
nba__3gBeJyl7Szg_s4514.mp4,1/90000,4287,off_grid_step,3000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,4585,duplicate_pts,0
nba__3gBeJyl7Szg_s4514.mp4,1/90000,4591,off_grid_step,3000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,4649,duplicate_pts,0
nba__3gBeJyl7Szg_s4514.mp4,1/90000,4650,off_grid_step,3000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,4764,duplicate_pts,0
nba__3gBeJyl7Szg_s4514.mp4,1/90000,4766,off_grid_step,3000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,4889,duplicate_pts,0
nba__3gBeJyl7Szg_s4514.mp4,1/90000,4891,off_grid_step,3000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,5193,duplicate_pts,0
nba__3gBeJyl7Szg_s4514.mp4,1/90000,5197,off_grid_step,3000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,5497,duplicate_pts,0
nba__3gBeJyl7Szg_s4514.mp4,1/90000,5504,off_grid_step,3000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,5801,duplicate_pts,0
nba__3gBeJyl7Szg_s4514.mp4,1/90000,5805,off_grid_step,3000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,6105,duplicate_pts,0
nba__3gBeJyl7Szg_s4514.mp4,1/90000,6111,off_grid_step,3000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,6409,duplicate_pts,0
nba__3gBeJyl7Szg_s4514.mp4,1/90000,6415,off_grid_step,3000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,6638,duplicate_pts,0
nba__3gBeJyl7Szg_s4514.mp4,1/90000,6639,off_grid_step,3000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,6713,duplicate_pts,0
nba__3gBeJyl7Szg_s4514.mp4,1/90000,6718,off_grid_step,3000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,6830,duplicate_pts,0
nba__3gBeJyl7Szg_s4514.mp4,1/90000,6831,off_grid_step,3000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,6914,duplicate_pts,0
nba__3gBeJyl7Szg_s4514.mp4,1/90000,6915,off_grid_step,3000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,6920,duplicate_pts,0
nba__3gBeJyl7Szg_s4514.mp4,1/90000,6922,off_grid_step,3000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,7017,duplicate_pts,0
nba__3gBeJyl7Szg_s4514.mp4,1/90000,7019,off_grid_step,3000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,7321,duplicate_pts,0
nba__3gBeJyl7Szg_s4514.mp4,1/90000,7323,off_grid_step,3000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,7441,duplicate_pts,0
nba__3gBeJyl7Szg_s4514.mp4,1/90000,7447,off_grid_step,3000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,7462,duplicate_pts,0
nba__3gBeJyl7Szg_s4514.mp4,1/90000,7463,off_grid_step,3000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,7482,duplicate_pts,0
nba__3gBeJyl7Szg_s4514.mp4,1/90000,7483,off_grid_step,3000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,7506,duplicate_pts,0
nba__3gBeJyl7Szg_s4514.mp4,1/90000,7509,off_grid_step,3000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,7518,duplicate_pts,0
nba__3gBeJyl7Szg_s4514.mp4,1/90000,7524,off_grid_step,3000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,7625,duplicate_pts,0
nba__3gBeJyl7Szg_s4514.mp4,1/90000,7631,off_grid_step,3000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,7800,off_grid_step,7500
nba__3gBeJyl7Szg_s4514.mp4,1/90000,25,reader_output_order_swap,37500
nba__3gBeJyl7Szg_s4514.mp4,1/90000,26,reader_output_order_swap,39000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,27,reader_output_order_swap,40500
nba__3gBeJyl7Szg_s4514.mp4,1/90000,28,reader_output_order_swap,42000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,29,reader_output_order_swap,43500
nba__3gBeJyl7Szg_s4514.mp4,1/90000,30,reader_output_order_swap,36000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,329,reader_output_order_swap,493500
nba__3gBeJyl7Szg_s4514.mp4,1/90000,330,reader_output_order_swap,495000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,331,reader_output_order_swap,496500
nba__3gBeJyl7Szg_s4514.mp4,1/90000,332,reader_output_order_swap,498000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,333,reader_output_order_swap,499500
nba__3gBeJyl7Szg_s4514.mp4,1/90000,334,reader_output_order_swap,501000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,335,reader_output_order_swap,492000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,929,reader_output_order_swap,1393500
nba__3gBeJyl7Szg_s4514.mp4,1/90000,930,reader_output_order_swap,1392000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,937,reader_output_order_swap,1405500
nba__3gBeJyl7Szg_s4514.mp4,1/90000,938,reader_output_order_swap,1407000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,939,reader_output_order_swap,1408500
nba__3gBeJyl7Szg_s4514.mp4,1/90000,940,reader_output_order_swap,1410000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,941,reader_output_order_swap,1411500
nba__3gBeJyl7Szg_s4514.mp4,1/90000,942,reader_output_order_swap,1413000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,943,reader_output_order_swap,1404000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,1241,reader_output_order_swap,1861500
nba__3gBeJyl7Szg_s4514.mp4,1/90000,1242,reader_output_order_swap,1863000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,1243,reader_output_order_swap,1864500
nba__3gBeJyl7Szg_s4514.mp4,1/90000,1244,reader_output_order_swap,1860000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,1545,reader_output_order_swap,2317500
nba__3gBeJyl7Szg_s4514.mp4,1/90000,1546,reader_output_order_swap,2319000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,1547,reader_output_order_swap,2320500
nba__3gBeJyl7Szg_s4514.mp4,1/90000,1548,reader_output_order_swap,2316000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,1679,reader_output_order_swap,2518500
nba__3gBeJyl7Szg_s4514.mp4,1/90000,1680,reader_output_order_swap,2520000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,1681,reader_output_order_swap,2521500
nba__3gBeJyl7Szg_s4514.mp4,1/90000,1682,reader_output_order_swap,2523000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,1683,reader_output_order_swap,2524500
nba__3gBeJyl7Szg_s4514.mp4,1/90000,1684,reader_output_order_swap,2517000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,1849,reader_output_order_swap,2773500
nba__3gBeJyl7Szg_s4514.mp4,1/90000,1850,reader_output_order_swap,2775000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,1851,reader_output_order_swap,2776500
nba__3gBeJyl7Szg_s4514.mp4,1/90000,1852,reader_output_order_swap,2778000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,1853,reader_output_order_swap,2779500
nba__3gBeJyl7Szg_s4514.mp4,1/90000,1854,reader_output_order_swap,2781000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,1855,reader_output_order_swap,2772000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,2153,reader_output_order_swap,3229500
nba__3gBeJyl7Szg_s4514.mp4,1/90000,2154,reader_output_order_swap,3231000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,2155,reader_output_order_swap,3232500
nba__3gBeJyl7Szg_s4514.mp4,1/90000,2156,reader_output_order_swap,3234000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,2157,reader_output_order_swap,3235500
nba__3gBeJyl7Szg_s4514.mp4,1/90000,2158,reader_output_order_swap,3237000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,2159,reader_output_order_swap,3228000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,2457,reader_output_order_swap,3685500
nba__3gBeJyl7Szg_s4514.mp4,1/90000,2458,reader_output_order_swap,3687000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,2459,reader_output_order_swap,3688500
nba__3gBeJyl7Szg_s4514.mp4,1/90000,2460,reader_output_order_swap,3690000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,2461,reader_output_order_swap,3691500
nba__3gBeJyl7Szg_s4514.mp4,1/90000,2462,reader_output_order_swap,3684000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,2761,reader_output_order_swap,4141500
nba__3gBeJyl7Szg_s4514.mp4,1/90000,2762,reader_output_order_swap,4143000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,2763,reader_output_order_swap,4144500
nba__3gBeJyl7Szg_s4514.mp4,1/90000,2764,reader_output_order_swap,4140000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,3065,reader_output_order_swap,4597500
nba__3gBeJyl7Szg_s4514.mp4,1/90000,3066,reader_output_order_swap,4599000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,3067,reader_output_order_swap,4596000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,3268,reader_output_order_swap,4902000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,3269,reader_output_order_swap,4903500
nba__3gBeJyl7Szg_s4514.mp4,1/90000,3270,reader_output_order_swap,4905000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,3271,reader_output_order_swap,4906500
nba__3gBeJyl7Szg_s4514.mp4,1/90000,3272,reader_output_order_swap,4908000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,3273,reader_output_order_swap,4900500
nba__3gBeJyl7Szg_s4514.mp4,1/90000,3369,reader_output_order_swap,5053500
nba__3gBeJyl7Szg_s4514.mp4,1/90000,3370,reader_output_order_swap,5055000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,3371,reader_output_order_swap,5056500
nba__3gBeJyl7Szg_s4514.mp4,1/90000,3372,reader_output_order_swap,5058000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,3373,reader_output_order_swap,5059500
nba__3gBeJyl7Szg_s4514.mp4,1/90000,3374,reader_output_order_swap,5052000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,3673,reader_output_order_swap,5509500
nba__3gBeJyl7Szg_s4514.mp4,1/90000,3674,reader_output_order_swap,5511000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,3675,reader_output_order_swap,5512500
nba__3gBeJyl7Szg_s4514.mp4,1/90000,3676,reader_output_order_swap,5514000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,3677,reader_output_order_swap,5515500
nba__3gBeJyl7Szg_s4514.mp4,1/90000,3678,reader_output_order_swap,5517000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,3679,reader_output_order_swap,5508000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,3977,reader_output_order_swap,5965500
nba__3gBeJyl7Szg_s4514.mp4,1/90000,3978,reader_output_order_swap,5967000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,3979,reader_output_order_swap,5968500
nba__3gBeJyl7Szg_s4514.mp4,1/90000,3980,reader_output_order_swap,5964000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,4281,reader_output_order_swap,6421500
nba__3gBeJyl7Szg_s4514.mp4,1/90000,4282,reader_output_order_swap,6423000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,4283,reader_output_order_swap,6424500
nba__3gBeJyl7Szg_s4514.mp4,1/90000,4284,reader_output_order_swap,6426000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,4285,reader_output_order_swap,6427500
nba__3gBeJyl7Szg_s4514.mp4,1/90000,4286,reader_output_order_swap,6420000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,4585,reader_output_order_swap,6877500
nba__3gBeJyl7Szg_s4514.mp4,1/90000,4586,reader_output_order_swap,6879000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,4587,reader_output_order_swap,6880500
nba__3gBeJyl7Szg_s4514.mp4,1/90000,4588,reader_output_order_swap,6882000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,4589,reader_output_order_swap,6883500
nba__3gBeJyl7Szg_s4514.mp4,1/90000,4590,reader_output_order_swap,6876000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,4764,reader_output_order_swap,7146000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,4765,reader_output_order_swap,7144500
nba__3gBeJyl7Szg_s4514.mp4,1/90000,4889,reader_output_order_swap,7333500
nba__3gBeJyl7Szg_s4514.mp4,1/90000,4890,reader_output_order_swap,7332000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,5193,reader_output_order_swap,7789500
nba__3gBeJyl7Szg_s4514.mp4,1/90000,5194,reader_output_order_swap,7791000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,5195,reader_output_order_swap,7792500
nba__3gBeJyl7Szg_s4514.mp4,1/90000,5196,reader_output_order_swap,7788000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,5497,reader_output_order_swap,8245500
nba__3gBeJyl7Szg_s4514.mp4,1/90000,5498,reader_output_order_swap,8247000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,5499,reader_output_order_swap,8248500
nba__3gBeJyl7Szg_s4514.mp4,1/90000,5500,reader_output_order_swap,8250000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,5501,reader_output_order_swap,8251500
nba__3gBeJyl7Szg_s4514.mp4,1/90000,5502,reader_output_order_swap,8253000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,5503,reader_output_order_swap,8244000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,5801,reader_output_order_swap,8701500
nba__3gBeJyl7Szg_s4514.mp4,1/90000,5802,reader_output_order_swap,8703000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,5803,reader_output_order_swap,8704500
nba__3gBeJyl7Szg_s4514.mp4,1/90000,5804,reader_output_order_swap,8700000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,6105,reader_output_order_swap,9157500
nba__3gBeJyl7Szg_s4514.mp4,1/90000,6106,reader_output_order_swap,9159000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,6107,reader_output_order_swap,9160500
nba__3gBeJyl7Szg_s4514.mp4,1/90000,6108,reader_output_order_swap,9162000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,6109,reader_output_order_swap,9163500
nba__3gBeJyl7Szg_s4514.mp4,1/90000,6110,reader_output_order_swap,9156000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,6409,reader_output_order_swap,9613500
nba__3gBeJyl7Szg_s4514.mp4,1/90000,6410,reader_output_order_swap,9615000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,6411,reader_output_order_swap,9616500
nba__3gBeJyl7Szg_s4514.mp4,1/90000,6412,reader_output_order_swap,9618000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,6413,reader_output_order_swap,9619500
nba__3gBeJyl7Szg_s4514.mp4,1/90000,6414,reader_output_order_swap,9612000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,6713,reader_output_order_swap,10069500
nba__3gBeJyl7Szg_s4514.mp4,1/90000,6714,reader_output_order_swap,10071000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,6715,reader_output_order_swap,10072500
nba__3gBeJyl7Szg_s4514.mp4,1/90000,6716,reader_output_order_swap,10074000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,6717,reader_output_order_swap,10068000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,6920,reader_output_order_swap,10380000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,6921,reader_output_order_swap,10378500
nba__3gBeJyl7Szg_s4514.mp4,1/90000,7017,reader_output_order_swap,10525500
nba__3gBeJyl7Szg_s4514.mp4,1/90000,7018,reader_output_order_swap,10524000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,7321,reader_output_order_swap,10981500
nba__3gBeJyl7Szg_s4514.mp4,1/90000,7322,reader_output_order_swap,10980000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,7441,reader_output_order_swap,11161500
nba__3gBeJyl7Szg_s4514.mp4,1/90000,7442,reader_output_order_swap,11163000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,7443,reader_output_order_swap,11164500
nba__3gBeJyl7Szg_s4514.mp4,1/90000,7444,reader_output_order_swap,11166000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,7445,reader_output_order_swap,11167500
nba__3gBeJyl7Szg_s4514.mp4,1/90000,7446,reader_output_order_swap,11160000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,7506,reader_output_order_swap,11259000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,7507,reader_output_order_swap,11260500
nba__3gBeJyl7Szg_s4514.mp4,1/90000,7508,reader_output_order_swap,11257500
nba__3gBeJyl7Szg_s4514.mp4,1/90000,7518,reader_output_order_swap,11277000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,7519,reader_output_order_swap,11278500
nba__3gBeJyl7Szg_s4514.mp4,1/90000,7520,reader_output_order_swap,11280000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,7521,reader_output_order_swap,11281500
nba__3gBeJyl7Szg_s4514.mp4,1/90000,7522,reader_output_order_swap,11283000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,7523,reader_output_order_swap,11275500
nba__3gBeJyl7Szg_s4514.mp4,1/90000,7625,reader_output_order_swap,11437500
nba__3gBeJyl7Szg_s4514.mp4,1/90000,7626,reader_output_order_swap,11439000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,7627,reader_output_order_swap,11440500
nba__3gBeJyl7Szg_s4514.mp4,1/90000,7628,reader_output_order_swap,11442000
nba__3gBeJyl7Szg_s4514.mp4,1/90000,7629,reader_output_order_swap,11443500
nba__3gBeJyl7Szg_s4514.mp4,1/90000,7630,reader_output_order_swap,11436000
nba__FnbFGnX4Qgo_s2822.mp4,1/90000,178,duplicate_pts,0
nba__FnbFGnX4Qgo_s2822.mp4,1/90000,183,off_grid_step,3003
nba__FnbFGnX4Qgo_s2822.mp4,1/90000,482,duplicate_pts,0
nba__FnbFGnX4Qgo_s2822.mp4,1/90000,484,off_grid_step,3003
nba__FnbFGnX4Qgo_s2822.mp4,1/90000,786,duplicate_pts,0
nba__FnbFGnX4Qgo_s2822.mp4,1/90000,788,off_grid_step,3003
nba__FnbFGnX4Qgo_s2822.mp4,1/90000,1090,duplicate_pts,0
nba__FnbFGnX4Qgo_s2822.mp4,1/90000,1095,off_grid_step,3003
nba__FnbFGnX4Qgo_s2822.mp4,1/90000,1394,duplicate_pts,0
nba__FnbFGnX4Qgo_s2822.mp4,1/90000,1396,off_grid_step,3003
nba__FnbFGnX4Qgo_s2822.mp4,1/90000,1698,duplicate_pts,0
nba__FnbFGnX4Qgo_s2822.mp4,1/90000,1700,off_grid_step,3003
nba__FnbFGnX4Qgo_s2822.mp4,1/90000,2002,duplicate_pts,0
nba__FnbFGnX4Qgo_s2822.mp4,1/90000,2007,off_grid_step,3003
nba__FnbFGnX4Qgo_s2822.mp4,1/90000,2306,duplicate_pts,0
nba__FnbFGnX4Qgo_s2822.mp4,1/90000,2311,off_grid_step,3003
nba__FnbFGnX4Qgo_s2822.mp4,1/90000,2610,duplicate_pts,0
nba__FnbFGnX4Qgo_s2822.mp4,1/90000,2611,off_grid_step,3003
nba__FnbFGnX4Qgo_s2822.mp4,1/90000,2914,duplicate_pts,0
nba__FnbFGnX4Qgo_s2822.mp4,1/90000,2915,off_grid_step,3003
nba__FnbFGnX4Qgo_s2822.mp4,1/90000,3218,duplicate_pts,0
nba__FnbFGnX4Qgo_s2822.mp4,1/90000,3223,off_grid_step,3003
nba__FnbFGnX4Qgo_s2822.mp4,1/90000,3522,duplicate_pts,0
nba__FnbFGnX4Qgo_s2822.mp4,1/90000,3527,off_grid_step,3003
nba__FnbFGnX4Qgo_s2822.mp4,1/90000,3826,duplicate_pts,0
nba__FnbFGnX4Qgo_s2822.mp4,1/90000,3831,off_grid_step,3003
nba__FnbFGnX4Qgo_s2822.mp4,1/90000,4130,duplicate_pts,0
nba__FnbFGnX4Qgo_s2822.mp4,1/90000,4135,off_grid_step,3003
nba__FnbFGnX4Qgo_s2822.mp4,1/90000,4434,duplicate_pts,0
nba__FnbFGnX4Qgo_s2822.mp4,1/90000,4439,off_grid_step,3003
nba__FnbFGnX4Qgo_s2822.mp4,1/90000,4738,duplicate_pts,0
nba__FnbFGnX4Qgo_s2822.mp4,1/90000,4743,off_grid_step,3003
nba__FnbFGnX4Qgo_s2822.mp4,1/90000,5042,duplicate_pts,0
nba__FnbFGnX4Qgo_s2822.mp4,1/90000,5043,off_grid_step,3003
nba__FnbFGnX4Qgo_s2822.mp4,1/90000,5346,duplicate_pts,0
nba__FnbFGnX4Qgo_s2822.mp4,1/90000,5351,off_grid_step,3003
nba__FnbFGnX4Qgo_s2822.mp4,1/90000,5650,duplicate_pts,0
nba__FnbFGnX4Qgo_s2822.mp4,1/90000,5652,off_grid_step,3003
nba__FnbFGnX4Qgo_s2822.mp4,1/90000,5954,duplicate_pts,0
