frame,timestamp,ball_x2d,ball_y2d,detected,live,ball_inferred
1602,26.727,1425,450,1,1,0
1608,26.827,1272,395,1,1,1
1614,26.927,1178,463,1,1,0
1620,27.027,1205,535,1,1,1
1626,27.127,713,50,1,1,0
1632,27.227,948,108,1,1,0
1638,27.327,774,452,1,1,1
1644,27.427,960,98,1,1,0
1650,27.527,685,36,1,1,0
1656,27.628,929,468,1,1,1
1662,27.728,691,135,1,1,0
1668,27.828,746,126,1,1,0
1674,27.928,745,110,1,1,0
1680,28.028,844,103,1,1,0
1686,28.128,744,92,1,1,0
1692,28.228,753,101,1,1,0
1698,28.328,685,88,1,1,0
1704,28.428,723,113,1,1,0
1710,28.529,806,136,1,1,0
1716,28.629,730,131,1,1,0
1722,28.729,880,169,1,1,0
1728,28.829,735,186,1,1,0
1734,28.929,594,147,1,1,0
1740,29.029,723,140,1,1,0
1746,29.129,336,131,1,1,0
1752,29.229,644,159,1,1,0
1758,29.329,638,150,1,1,0
1764,29.429,634,150,1,1,0
1770,29.53,442,96,1,1,0
1776,29.63,737,129,1,1,0
1782,29.73,676,115,1,1,0
1788,29.83,462,106,1,1,0
1794,29.93,654,139,1,1,0
1800,30.03,553,106,1,1,0
1806,30.13,739,121,1,1,0
1812,30.23,691,131,1,1,0
1818,30.33,750,147,1,1,0
1824,30.43,623,126,1,1,0
1830,30.53,858,152,1,1,0
1836,30.631,849,150,1,1,0
1842,30.731,708,160,1,1,0
1848,30.831,707,140,1,1,0
1854,30.931,680,129,1,1,0
1860,31.031,765,122,1,1,0
1866,31.131,561,91,1,1,0
1872,31.231,601,83,1,1,0
1878,31.331,824,105,1,1,0
1884,31.431,667,97,1,1,0
1890,31.532,723,123,1,1,0
1896,31.632,732,132,1,1,0
1902,31.732,700,120,1,1,0
1908,31.832,991,140,1,1,0
1914,31.932,731,124,1,1,0
1920,32.032,815,143,1,1,0
1926,32.132,748,162,1,1,0
1932,32.232,748,162,1,1,0
1938,32.332,729,171,1,1,0
1944,32.432,823,155,1,1,0
1950,32.532,688,160,1,1,0
1956,32.633,895,148,1,1,0
1962,32.733,815,129,1,1,0
1968,32.833,657,106,1,1,0
1974,32.933,711,131,1,1,0
1980,33.033,797,117,1,1,0
1986,33.133,677,129,1,1,0
1992,33.233,765,148,1,1,0
1998,33.333,924,142,1,1,0
2004,33.433,876,165,1,1,0
2010,33.534,921,146,1,1,0
2016,33.634,833,160,1,1,0
2022,33.734,736,140,1,1,0
2028,33.834,770,143,1,1,0
2034,33.934,739,133,1,1,0
2040,34.034,935,137,1,1,0
2046,34.134,887,150,1,1,0
2052,34.234,874,125,1,1,0
2058,34.334,568,89,1,1,0
2064,34.434,825,122,1,1,0
2070,34.535,815,116,1,1,0
2076,34.635,910,93,1,1,0
2082,34.735,952,130,1,1,0
2088,34.835,812,92,1,1,0
2094,34.935,601,83,1,1,0
2100,35.035,754,121,1,1,0
2106,35.135,858,115,1,1,0
2112,35.235,678,123,1,1,0
2118,35.335,784,141,1,1,0
2124,35.435,668,118,1,1,0
2130,35.535,681,105,1,1,0
