game_id,possession_id,team,start_frame,end_frame,duration_frames,duration_sec,avg_spacing,avg_defensive_pressure,avg_vel_toward_basket,drive_attempts,shot_attempted,shot_frame,fast_break,result,outcome_score
22400686,9,white,435,524,89,2.966666666666667,185407.5,532.3,16.66,1,1,456.0,0,,
22400686,64,green,717,2768,2051,68.36666666666666,,205.6,-1.41,0,1,900.0,0,,
22400686,99,green,2973,3206,233,7.766666666666667,,200.0,,0,1,2979.0,0,,
22400686,135,green,3237,3893,656,21.866666666666667,,200.0,,0,1,3783.0,0,,
22400686,158,green,3924,4589,666,11.11,,240.6,,0,1,3942.0,0,,
22400686,166,white,4653,5441,788,26.266666666666666,,208.2,,0,0,,0,,
22400686,175,green,5568,5693,126,2.1,,211.4,,0,1,5670.0,0,,
22400686,188,white,5730,6044,315,5.26,,287.9,,0,1,5751.0,0,,
22400686,189,green,6045,6146,101,3.3666666666666667,,350.2,,0,0,,0,,
22400686,204,white,6228,6326,98,3.2666666666666666,,199.4,,0,1,6234.0,0,,
22400686,240,green,6576,6770,194,6.466666666666667,,200.0,,0,1,6639.0,0,,
22400686,264,green,6792,7265,473,15.766666666666667,,106.3,,0,1,6966.0,0,,
22400686,286,green,7275,8288,1013,33.766666666666666,113415.5,923.9,3.53,2,0,,0,,
22400686,367,white,8364,8831,468,7.81,240487.9,200.0,,0,1,8820.0,0,,
22400686,460,green,9222,9383,161,5.366666666666666,,866.9,,0,1,9282.0,0,,
22400686,546,green,9885,9977,92,3.066666666666667,107333.8,568.5,,0,1,9897.0,0,,
22400686,572,white,9999,10073,74,2.466666666666667,,585.4,,0,1,10017.0,0,,
22400686,575,green,10074,10208,135,2.25,,720.9,-0.55,3,1,10173.0,0,,
22400686,657,green,10812,11000,188,6.266666666666667,,620.2,,0,1,10818.0,0,,
22400686,1073,green,13272,13442,170,5.666666666666667,,200.0,,0,1,13278.0,0,,
