section_id,set,pin,live_sha256,g370_sha256,tables_from,sidecars_from,pin_check
euroleague-AIPW_g_VZN0_s5405,SEALED34,f260c3b7da19d6abd7d70eb4c38c55567142d0a8cf31e47a99caebac3ad18632,f260c3b7da19d6abd7d70eb4c38c55567142d0a8cf31e47a99caebac3ad18632,ABSENT,/workspace/data/tracking/euroleague-AIPW_g_VZN0_s5405,/workspace/data/tracking/euroleague-AIPW_g_VZN0_s5405,MATCH
fXLNra4sjjU_s5830,FRESH69,2624005da4542c15ef77141ff7786333f173acb3be23170e583b3daac26ff573,82ce7db8f87b9bfe7b1f5eaebb7a3ab943282d7b35433974ec70b19f30c0e47c,2624005da4542c15ef77141ff7786333f173acb3be23170e583b3daac26ff573,/workspace/g370_snapshot/fXLNra4sjjU_s5830,NONE,MATCH
fXLNra4sjjU_s90,FRESH69,0107aa7585cf97a029c07a84b156e255528b5eb052fce9297f03025fd2b6ad05,58fca51e9cd3a71c1f509af13efd068d7e8ab33ca95146c6ba7247977ad9e174,0107aa7585cf97a029c07a84b156e255528b5eb052fce9297f03025fd2b6ad05,/workspace/g370_snapshot/fXLNra4sjjU_s90,NONE,MATCH
fiba-1DKl1QOo_b8_s1289,SEALED34,c6e94d28e120c269a51e3433fd874d8ff4869b79e7ec7bdc5c7b9d9ee1cc0b36,c6e94d28e120c269a51e3433fd874d8ff4869b79e7ec7bdc5c7b9d9ee1cc0b36,ABSENT,/workspace/data/tracking/fiba-1DKl1QOo_b8_s1289,/workspace/data/tracking/fiba-1DKl1QOo_b8_s1289,MATCH
fiba-1DKl1QOo_b8_s4886,SEALED34,e4ddd6adb92f5295e8d8eeac9adb9605684a1ff9e14fac19758291baa3316c53,e4ddd6adb92f5295e8d8eeac9adb9605684a1ff9e14fac19758291baa3316c53,ABSENT,/workspace/data/tracking/fiba-1DKl1QOo_b8_s4886,/workspace/data/tracking/fiba-1DKl1QOo_b8_s4886,MATCH
fiba-UG_eQNRDHiI_s1385,SEALED34,286d338681f898a2e1bc98e3d06c67ccec6d45c78f11ade91d561a98a4009541,286d338681f898a2e1bc98e3d06c67ccec6d45c78f11ade91d561a98a4009541,ABSENT,/workspace/data/tracking/fiba-UG_eQNRDHiI_s1385,/workspace/data/tracking/fiba-UG_eQNRDHiI_s1385,MATCH
fiba-UG_eQNRDHiI_s3975,SEALED34,b8e841e864645685aadeef79260c522c6e1b7307a65d3e43415706a65d3e5b01,b8e841e864645685aadeef79260c522c6e1b7307a65d3e43415706a65d3e5b01,ABSENT,/workspace/data/tracking/fiba-UG_eQNRDHiI_s3975,/workspace/data/tracking/fiba-UG_eQNRDHiI_s3975,MATCH
fiba-UG_eQNRDHiI_s90,SEALED34,ef5a741fa90f285b88bc8014d4170cb733ef63f1bb38ac5621abb81e921f70ba,ef5a741fa90f285b88bc8014d4170cb733ef63f1bb38ac5621abb81e921f70ba,ABSENT,/workspace/data/tracking/fiba-UG_eQNRDHiI_s90,/workspace/data/tracking/fiba-UG_eQNRDHiI_s90,MATCH
fiba-jFUMvm_epUE_s6740,SEALED34,4e16f4f437e92a0d7a013f8dde4134e7b53acc7ccd8c1f6314f4ed29cc2e89f5,4e16f4f437e92a0d7a013f8dde4134e7b53acc7ccd8c1f6314f4ed29cc2e89f5,ABSENT,/workspace/data/tracking/fiba-jFUMvm_epUE_s6740,/workspace/data/tracking/fiba-jFUMvm_epUE_s6740,MATCH
h6j_iLYRx8U_s1424,FRESH69,ff199e92b90cbc39b42011c03221ef7640ce8db67f0d79726bc452b7f639e7bd,2b6e60eae0b1aaffaffdc1e9ccec4c7aab79178bd6309e8f5352cadf27bc7cac,ff199e92b90cbc39b42011c03221ef7640ce8db67f0d79726bc452b7f639e7bd,/workspace/g370_snapshot/h6j_iLYRx8U_s1424,NONE,MATCH
h6j_iLYRx8U_s2758,FRESH69,68dca4e6e56098e0a13c3d64b9151c833cb32fcb855280078c3e574a18a02937,9159b26b3116eef6127ee3364804a05286fcd18b7645ae467d25ce444104b954,68dca4e6e56098e0a13c3d64b9151c833cb32fcb855280078c3e574a18a02937,/workspace/g370_snapshot/h6j_iLYRx8U_s2758,NONE,MATCH
h6j_iLYRx8U_s4092,FRESH69,dcf8d6212251be1b207c5fd376899a61f2a66e206d7c02e8a7808afc8281ebd4,65bb54d6fcb5db175ddb2bb7a56d0738f459268a7f4b2c0ac4ee2328af845fb6,dcf8d6212251be1b207c5fd376899a61f2a66e206d7c02e8a7808afc8281ebd4,/workspace/g370_snapshot/h6j_iLYRx8U_s4092,NONE,MATCH
h6j_iLYRx8U_s5426,FRESH69,4595d352ece78724e7e233d3b5cb5538f1f51700c6d54bfb35fdf224d71542da,a9a1d9e48a4408203ec58be2774ce7b3a609004fb32e6c493e45de340738e762,4595d352ece78724e7e233d3b5cb5538f1f51700c6d54bfb35fdf224d71542da,/workspace/g370_snapshot/h6j_iLYRx8U_s5426,NONE,MATCH
h6j_iLYRx8U_s6760,FRESH69,f2963a744fb8b19ef20f4f33cbed22a0cb789ad99ae39a3a46c356de43af3e5c,7d1ad2549e3e16b5a694dca22429ea6a79efe92398bd408bf3835acd2adb28ea,f2963a744fb8b19ef20f4f33cbed22a0cb789ad99ae39a3a46c356de43af3e5c,/workspace/g370_snapshot/h6j_iLYRx8U_s6760,NONE,MATCH
h6j_iLYRx8U_s90,FRESH69,7f8bcbfd6a4dc1217c9d59fd443b2f05e4aa9921e7c0b30b868633da9362b834,cc5b28eda375fefb43108d32dff50da4741d98426532f774cc44eff4d9b592cf,7f8bcbfd6a4dc1217c9d59fd443b2f05e4aa9921e7c0b30b868633da9362b834,/workspace/g370_snapshot/h6j_iLYRx8U_s90,NONE,MATCH
lnb-1CBY-LXG8VA_s6525,SEALED34,e7c285cb79d1bfb54281cb01d3c6484ebcc0baf27950e0509edd469610270463,e7c285cb79d1bfb54281cb01d3c6484ebcc0baf27950e0509edd469610270463,ABSENT,/workspace/data/tracking/lnb-1CBY-LXG8VA_s6525,/workspace/data/tracking/lnb-1CBY-LXG8VA_s6525,MATCH
lnb-ouDVA0vM20g_s1379,SEALED34,381b262b8c70fdbcfe658dbe75d7e7d8fae8e7c18d2814379e9f1a1876aa2ca5,381b262b8c70fdbcfe658dbe75d7e7d8fae8e7c18d2814379e9f1a1876aa2ca5,ABSENT,/workspace/data/tracking/lnb-ouDVA0vM20g_s1379,/workspace/data/tracking/lnb-ouDVA0vM20g_s1379,MATCH
nbl-kRQtUZmPm0E_s363,SEALED34,1e9e6b63430532bd152b559b4a9bef29ece67762189a5030cc79e74c64f8c288,1e9e6b63430532bd152b559b4a9bef29ece67762189a5030cc79e74c64f8c288,ABSENT,/workspace/data/tracking/nbl-kRQtUZmPm0E_s363,/workspace/data/tracking/nbl-kRQtUZmPm0E_s363,MATCH
nbl-kRQtUZmPm0E_s90,SEALED34,46db0957950d389457ebf179efeccf8c9808d32dddd71ef6c89a2e8f80ec3e71,46db0957950d389457ebf179efeccf8c9808d32dddd71ef6c89a2e8f80ec3e71,ABSENT,/workspace/data/tracking/nbl-kRQtUZmPm0E_s90,/workspace/data/tracking/nbl-kRQtUZmPm0E_s90,MATCH
ncaaw-lFZWLVzvCEs_s2232,SEALED34,418c24ab2d96569b0b90dc8330cd806f7237b87ab3ac36c62fb002804454b081,418c24ab2d96569b0b90dc8330cd806f7237b87ab3ac36c62fb002804454b081,ABSENT,/workspace/data/tracking/ncaaw-lFZWLVzvCEs_s2232,/workspace/data/tracking/ncaaw-lFZWLVzvCEs_s2232,MATCH
ncaaw-lFZWLVzvCEs_s4374,SEALED34,b6f056816b6023d26e02e16b9f770afa0094685421f3a27e183c8138ce88fd16,b6f056816b6023d26e02e16b9f770afa0094685421f3a27e183c8138ce88fd16,ABSENT,/workspace/data/tracking/ncaaw-lFZWLVzvCEs_s4374,/workspace/data/tracking/ncaaw-lFZWLVzvCEs_s4374,MATCH
ncaaw-lFZWLVzvCEs_s90,SEALED34,85fa05c44451f6fb320452501bdf19fd0a98667cf6186bebfbe2e0fa6722df36,85fa05c44451f6fb320452501bdf19fd0a98667cf6186bebfbe2e0fa6722df36,ABSENT,/workspace/data/tracking/ncaaw-lFZWLVzvCEs_s90,/workspace/data/tracking/ncaaw-lFZWLVzvCEs_s90,MATCH
tDpmV777-IQ_s5262,SEALED34,63025d0ff5ff9ce6ed4cc5d25482c71d6c96f454860cf47b63e0649ebb375f4d,63025d0ff5ff9ce6ed4cc5d25482c71d6c96f454860cf47b63e0649ebb375f4d,ABSENT,/workspace/data/tracking/tDpmV777-IQ_s5262,/workspace/data/tracking/tDpmV777-IQ_s5262,MATCH
wHs1OssEcAw_s1183,SEALED34,c9833b8cb06b74956ad7a4e8dce20e200e7aed9e517c8b5832954c8f60ddfc52,c9833b8cb06b74956ad7a4e8dce20e200e7aed9e517c8b5832954c8f60ddfc52,ABSENT,/workspace/data/tracking/wHs1OssEcAw_s1183,/workspace/data/tracking/wHs1OssEcAw_s1183,MATCH
wHs1OssEcAw_s3369,SEALED34,11e50aea76cc58bb7605c24e6271bae5efd07c5d60e3249f5f9d5c1362847b93,11e50aea76cc58bb7605c24e6271bae5efd07c5d60e3249f5f9d5c1362847b93,ABSENT,/workspace/data/tracking/wHs1OssEcAw_s3369,/workspace/data/tracking/wHs1OssEcAw_s3369,MATCH
wHs1OssEcAw_s5555,SEALED34,25792a67e4f2fa299e1cf8b021e5e5d645cfaa96d7c5fcab90824ad2a0081e41,25792a67e4f2fa299e1cf8b021e5e5d645cfaa96d7c5fcab90824ad2a0081e41,ABSENT,/workspace/data/tracking/wHs1OssEcAw_s5555,/workspace/data/tracking/wHs1OssEcAw_s5555,MATCH
wJSOHbeQcg4_s1180,FRESH69,9a6352a10d8d517e8af4d3a9d9bf906c98baeece6b6730b455e0b249afa7b00b,fa3df5431e890a98ce174f54b4b8f792f9db1e18072fc7af86127eabc776cf5a,9a6352a10d8d517e8af4d3a9d9bf906c98baeece6b6730b455e0b249afa7b00b,/workspace/g370_snapshot/wJSOHbeQcg4_s1180,NONE,MATCH
wJSOHbeQcg4_s2270,FRESH69,dbabf11944f633ff4f1ee627ce3a255d7974247812db48767d744fa753dba988,dbabf11944f633ff4f1ee627ce3a255d7974247812db48767d744fa753dba988,dbabf11944f633ff4f1ee627ce3a255d7974247812db48767d744fa753dba988,/workspace/data/tracking/wJSOHbeQcg4_s2270,/workspace/data/tracking/wJSOHbeQcg4_s2270,MATCH
wJSOHbeQcg4_s3360,FRESH69,052b042c30c3a1a929fe8de95de719d9b1a02bc2c8ac25801dc58425342814be,f8e4cfea2c80950a6bffc99b86d7d1859b3670393319558305c13e461c9136c6,052b042c30c3a1a929fe8de95de719d9b1a02bc2c8ac25801dc58425342814be,/workspace/g370_snapshot/wJSOHbeQcg4_s3360,NONE,MATCH
wJSOHbeQcg4_s4450,FRESH69,4ed1b79633a423b58b1fe5accde0581164c340c1bf28e513e2c008aa3742c378,0e190d37647b809afd47ff7f8e958fd0b1d8eeacb9790ef862d402d8cb31bfec,4ed1b79633a423b58b1fe5accde0581164c340c1bf28e513e2c008aa3742c378,/workspace/g370_snapshot/wJSOHbeQcg4_s4450,NONE,MATCH
wJSOHbeQcg4_s5540,FRESH69,23f54e1d3987584e3c3a9b1c064ef6411ee6bb2949d0de416262146a3fbd5a16,1a84d92545b1f558becf7838d0d5451ed305e4bcb9a6534330413719987c416d,23f54e1d3987584e3c3a9b1c064ef6411ee6bb2949d0de416262146a3fbd5a16,/workspace/g370_snapshot/wJSOHbeQcg4_s5540,NONE,MATCH
wJSOHbeQcg4_s90,FRESH69,c6136fd055df3b3ce18d656b7f665d8318c0060c6a0e20e0d815a22e6e3e9238,9b9b6c7399545fc7e4511fe4d52ace1b1bdc8de006d56a059f3ac6f98e0b7fe2,c6136fd055df3b3ce18d656b7f665d8318c0060c6a0e20e0d815a22e6e3e9238,/workspace/g370_snapshot/wJSOHbeQcg4_s90,NONE,MATCH
