game_id,claim_utc,claim_epoch,state,source_identity_path,diagnostic,in_window
fiba-tZeqmc_-_sA_s90,2026-09-10T20:05:01Z,1789070701,RESERVED,data/tracking/source_identity/fiba-tZeqmc_-_sA_s90.source_identity.json,,1
fiba-7HQqWMaKxpA_s6980,2026-09-10T20:07:42Z,1789070862,RESERVED,data/tracking/source_identity/fiba-7HQqWMaKxpA_s6980.source_identity.json,,1
fiba-7HQqWMaKxpA_s6980,2026-09-10T20:07:43Z,1789070863,TERMINAL_ERROR,data/tracking/source_identity/fiba-7HQqWMaKxpA_s6980.source_identity.json,FileExistsError,1
fiba-Y1cgaIWW8gk_s6825,2026-09-10T20:08:22Z,1789070902,RESERVED,data/tracking/source_identity/fiba-Y1cgaIWW8gk_s6825.source_identity.json,,1
fiba-Y1cgaIWW8gk_s6825,2026-09-10T20:08:23Z,1789070903,TERMINAL_ERROR,data/tracking/source_identity/fiba-Y1cgaIWW8gk_s6825.source_identity.json,FileExistsError,1
fiba-Y1cgaIWW8gk_s90,2026-09-10T20:08:42Z,1789070922,RESERVED,data/tracking/source_identity/fiba-Y1cgaIWW8gk_s90.source_identity.json,,1
fiba-Y1cgaIWW8gk_s90,2026-09-10T20:08:43Z,1789070923,TERMINAL_ERROR,data/tracking/source_identity/fiba-Y1cgaIWW8gk_s90.source_identity.json,FileExistsError,1
RIrGQJ_jsGQ_s6690,2026-09-10T20:09:02Z,1789070942,RESERVED,data/tracking/source_identity/RIrGQJ_jsGQ_s6690.source_identity.json,,1
RIrGQJ_jsGQ_s6690,2026-09-10T20:09:03Z,1789070943,TERMINAL_ERROR,data/tracking/source_identity/RIrGQJ_jsGQ_s6690.source_identity.json,FileExistsError,1
fiba-fyp4VsE-8Fc_s90,2026-09-10T20:09:22Z,1789070962,RESERVED,data/tracking/source_identity/fiba-fyp4VsE-8Fc_s90.source_identity.json,,1
fiba-fyp4VsE-8Fc_s90,2026-09-10T20:09:24Z,1789070964,TERMINAL_ERROR,data/tracking/source_identity/fiba-fyp4VsE-8Fc_s90.source_identity.json,FileExistsError,1
fiba-tZeqmc_-_sA_s6365,2026-09-10T20:10:03Z,1789071003,RESERVED,data/tracking/source_identity/fiba-tZeqmc_-_sA_s6365.source_identity.json,,1
fiba-tZeqmc_-_sA_s6365,2026-09-10T20:10:04Z,1789071004,TERMINAL_ERROR,data/tracking/source_identity/fiba-tZeqmc_-_sA_s6365.source_identity.json,FileExistsError,1
fiba-tZeqmc_-_sA_s90,2026-09-10T20:10:23Z,1789071023,RESERVED,data/tracking/source_identity/fiba-tZeqmc_-_sA_s90.source_identity.json,,1
fiba-tZeqmc_-_sA_s90,2026-09-10T20:10:24Z,1789071024,TERMINAL_ERROR,data/tracking/source_identity/fiba-tZeqmc_-_sA_s90.source_identity.json,FileExistsError,1
fiba-7HQqWMaKxpA_s6980,2026-09-10T20:13:03Z,1789071183,RESERVED,data/tracking/source_identity/fiba-7HQqWMaKxpA_s6980.source_identity.json,,1
fiba-7HQqWMaKxpA_s6980,2026-09-10T20:13:04Z,1789071184,TERMINAL_ERROR,data/tracking/source_identity/fiba-7HQqWMaKxpA_s6980.source_identity.json,FileExistsError,1
fiba-Y1cgaIWW8gk_s6825,2026-09-10T20:13:23Z,1789071203,RESERVED,data/tracking/source_identity/fiba-Y1cgaIWW8gk_s6825.source_identity.json,,1
fiba-Y1cgaIWW8gk_s6825,2026-09-10T20:13:24Z,1789071204,TERMINAL_ERROR,data/tracking/source_identity/fiba-Y1cgaIWW8gk_s6825.source_identity.json,FileExistsError,1
fiba-Y1cgaIWW8gk_s90,2026-09-10T20:13:43Z,1789071223,RESERVED,data/tracking/source_identity/fiba-Y1cgaIWW8gk_s90.source_identity.json,,1
fiba-Y1cgaIWW8gk_s90,2026-09-10T20:13:44Z,1789071224,TERMINAL_ERROR,data/tracking/source_identity/fiba-Y1cgaIWW8gk_s90.source_identity.json,FileExistsError,1
RIrGQJ_jsGQ_s6690,2026-09-10T20:14:03Z,1789071243,RESERVED,data/tracking/source_identity/RIrGQJ_jsGQ_s6690.source_identity.json,,1
RIrGQJ_jsGQ_s6690,2026-09-10T20:14:04Z,1789071244,TERMINAL_ERROR,data/tracking/source_identity/RIrGQJ_jsGQ_s6690.source_identity.json,FileExistsError,1
