game_id,eligible,table_readable,video_id_parsed,run_start_known
eurocup-RuYvEezE47Y_s90,0,0,1,1
eurocup-Y6POC6V1Y5E_s1221,1,1,1,1
eurocup-Y6POC6V1Y5E_s2352,1,1,1,1
eurocup-Y6POC6V1Y5E_s3483,1,1,1,1
eurocup-Y6POC6V1Y5E_s4614,1,1,1,1
eurocup-Y6POC6V1Y5E_s5745,1,1,1,1
eurocup-Y6POC6V1Y5E_s90,1,1,1,1
eurocup-mhi_fuXUPRE_s1438,1,1,1,1
eurocup-mhi_fuXUPRE_s2786,1,1,1,1
eurocup-mhi_fuXUPRE_s4134,1,1,1,1
eurocup-mhi_fuXUPRE_s5482,1,1,1,1
eurocup-mhi_fuXUPRE_s6830,1,1,1,1
eurocup-mhi_fuXUPRE_s90,0,0,1,1
eurocup-qrWmO434a0k_s1447,1,1,1,1
eurocup-qrWmO434a0k_s2804,1,1,1,1
eurocup-qrWmO434a0k_s4161,1,1,1,1
eurocup-qrWmO434a0k_s5518,1,1,1,1
eurocup-qrWmO434a0k_s6875,1,1,1,1
eurocup-qrWmO434a0k_s90,0,0,1,1
euroleague--1Pc0v6x4xU_s1452,1,1,1,1
euroleague--1Pc0v6x4xU_s2814,1,1,1,1
euroleague--1Pc0v6x4xU_s4176,1,1,1,1
euroleague--1Pc0v6x4xU_s5538,1,1,1,1
euroleague--1Pc0v6x4xU_s6900,1,1,1,1
euroleague--1Pc0v6x4xU_s90,1,1,1,1
euroleague-8ue528gaVyY_s2937,1,1,1,1
euroleague-8ue528gaVyY_s5784,1,1,1,1
euroleague-8ue528gaVyY_s90,1,1,1,1
euroleague-AIPW_g_VZN0_s1153,1,1,1,1
euroleague-AIPW_g_VZN0_s2216,1,1,1,1
euroleague-AIPW_g_VZN0_s3279,1,1,1,1
euroleague-AIPW_g_VZN0_s4342,1,1,1,1
euroleague-AIPW_g_VZN0_s5405,1,1,1,1
euroleague-AIPW_g_VZN0_s90,1,1,1,1
euroleague-FbtN6DBw5Y0_s199,1,1,1,1
euroleague-FbtN6DBw5Y0_s308,1,1,1,1
euroleague-FbtN6DBw5Y0_s90,1,1,1,1
euroleague-HkwnT6jwtNs_s1276,1,1,1,1
euroleague-HkwnT6jwtNs_s2462,1,1,1,1
euroleague-HkwnT6jwtNs_s3648,1,1,1,1
euroleague-HkwnT6jwtNs_s4834,1,1,1,1
euroleague-HkwnT6jwtNs_s90,1,1,1,1
euroleague-Rwt3m7deGg0_s1402,1,1,1,1
euroleague-Rwt3m7deGg0_s2714,1,1,1,1
